NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
075199000092;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Obras;Subasta;Obras de instalación de una plataforma elevadora en el Hogar deJubilados de Indautxu.;CONSTRUCCIONES Y REFORMAS ATER,S.L.;90.000,00€;78.746,33€;--;2 meses;2008;Finalizado;
020619000020;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Instalación de aire acondicionado en las oficinas de Medio Ambiente.;GIROA, S.A.;74.454,55€;59.292,65€;--;2 meses;2008;Finalizado;
070619000009;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Sustitución del ascensor y obras auxiliares para cerramiento de vidrio del hueco en la Casa Consistorial.;ZARDOYA OTIS S.A.;149.154,69€;131.376,00€;--;2 meses;2008;Finalizado;
075303000039;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Subasta;Rehabilitación de fachadas en el Centro Educativo San Mamés.;AROS ESTUDIO DE ARQUITECTURA S.A.;273.890,16€;219.986,20€;--;4 meses;2008;Finalizado;
081008000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Obras;Negociado;Obras de derribo de edificios nº 7, 10 y 11 y sus anejos del Barrio San Antón de Deusto.;CESPA CONTEN, S.A.;52.130,27€;44.960,32€;--;1 y MEDIO;2008;Finalizado;
062407000036;--;--;Obras;Concurso;Climatización del Centro Municipal de Distrito de Begoña.;ELECNOR, S.A.;428.983,34€;342.530,00€;--;5 meses;2008;Finalizado;
065303000022;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Subasta;Afianzamiento de cierres, pintura del frontón, rehabilitación de fachadas y pintura del CEPLope de Vega,.;IMESAPI S.A.;137.389,17€;117.467,74€;--;3 meses;2008;Finalizado;
080618000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Obras complementarias de urbanización de accesos a la parte alta de Betolaza.;CONSTRUCCIONES Y PROMOCIONES BALZOLA, S.A.;147.000,00€;147.000,00€;--;2 meses;2008;Finalizado;
070619000017;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Subasta;Obras de instalación de aire acondicionado en las dependencias del Registro Generaldel Ayuntamiento de Bilbao.;ELECNOR, S.A.;118.381,34€;79.729,02€;--;3 meses;2008;Finalizado;
080618000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Obras complementarias 2 de urbanización de accesos a la parte alta de Betolaza.;CONSTRUCCIONES Y PROMOCIONES BALZOLA, S.A.;110.621,26€;110.621,26€;--;4 meses y medio;2008;Finalizado;
080617000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Contratación conjunta de redacción de proyecto y ejecución de las obras de urbanización del Parque de Recalde en Bilbao.;UTE PARQUE RECALDE;5.500.000,00€;5.327.850,00€;--;12 meses;2008;Finalizado;
070619000032;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de construcción de edificio para nueva sede del Ayuntamiento de Bilbao,fase I.;UTE NUEVA SEDE AYTO. DE  BILBAO;6.791.426,00€;4.448.384,00€;--;5 Y 1 SEMANA;2008;Finalizado;
085303000005;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Subasta;Obras de sustitución de ventanas en la E.P.A. Iturribide de Bilbao.;BIHARKO, S.A.;100.388,14€;71.145,07€;--;2 meses;2008;Finalizado;
080618000006;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Fase IV de las obras de acondicionamiento de talud en la calle Jesús Galíndez.;VIUDA DE SAiNZ S.A.;1.054.649,62€;1.054.649,62€;--;9 meses;2008;Finalizado;
080618000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Obras de urbanización del Paseo de Olabeaga-Zorroza, fase IV.;UTE ANSAREO S.A.- GRUPO ANSAREO AEB S.L.;247.268,56€;247.268,56€;--;3 Y MEDIO;2008;Finalizado;
080617000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de construcción de área de aparcamientos de autocaravanas y adecuación deespacios para acampada en Kobetamendi (Fase 1), así como el soterramiento de dos lineas eléctricas contempladas en la Fase 2. ;PROYECTOS Y OBRAS PABISA,S.A.;532.748,75€;510.989,00€;--;1 Y MEDIO;2008;Finalizado;
085303000004;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Subasta;Obra de remodelación de cocina – comedor en el C.E.P Arangoti Bilbao.;SANTUCHU GRUPO EMPRESARIAL, S.A.;72.586,55€;50.810,58€;--;2 meses;2008;Finalizado;
085303000006;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Subasta;Obras de reparación de fachadas por desprendimientos en el C.E.P. Pio Baroja de Bilbao.;TECNICAS DE REPARACIONES ESTRUCTURAL AITZGORRI, S.L.;69.166,32€;50.408,41€;--;2 meses;2008;Finalizado;
080619000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Proyecto de urbanización de patios, muros, accesos, remodelación del desembarco de la escalera de emergencia y zona de juegos infantiles en el C.E.P. Pagasarribide.;CYCASA CANTERAS Y CONSTRUCCIONES, S.A.;503.882,81€;456.013,94€;--;5 meses;2008;Finalizado;
085303000002;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Negociado;Obras para habilitación de haurreskola en el CEP Cervantes;ELECNOR, S.A.;231.835,31€;220.220,36€;--;8 meses;2008;Finalizado;
080618000009;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Obras complementarias 2 de urbanización de Uretamendi y Parque Gaztelapiko.;VIUDA DE SAiNZ S.A.;438.807,66€;438.807,66€;--;3 meses y medio;2008;Finalizado;
084000000120;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Obras;Negociado;Obras de trazado, canalización y tendido de cables eléctricos y datos para el sistema de videovigilancia que se instalará en la calle San Francisco de Bilbao.;TECUNI S.A.;194.896,00€;194.895,02€;--;3 meses;2008;Finalizado;
085303000026;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Negociado;Obras de de Rehabilitación de aleros y colocación de un sistema antipalomas en el C.E.P Félix Serrano de Bilbao.;SANTUCHU GRUPO EMPRESARIAL, S.A.;74.477,82€;70.753,93€;--;2 meses;2008;Finalizado;
081008000010;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Obras;Negociado;Obras de reparación de edificio de viviendas en la calle San Francisco, 34 de Bilbao. ;AMABLE FERNANDEZ GUDIÑA, S.L.;90.140,12€;85.361,83€;--;3 meses;2008;Finalizado;
080619000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de reforma de la Comisaría de Seguridad Ciudadana sita en Otxarkoaga.;CONSTRUCCIONES CASTELLANO, S.A.;344.356,38€;309.748,56€;--;7 meses;2008;Finalizado;
080618000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Fase V de las obras de acondicionamiento de talud en la calle Jesús Galíndez;VIUDA DE SAiNZ S.A.;650.306,94€;650.306,94€;--;4 meses;2008;Finalizado;
083031000004;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Obras;Concurso;INSTALACIÓN, REPOSICION Y CONSERVACIÓN DE LA SEÑALIZACIÓN HORIZONTAL EN LA VILLA DE BILBAO.;GRUPISA INFRAESTRUCTURAS, S.A;1.655.386,00€;1.619.896,00€;--;24 meses;2008;Finalizado;
080617000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Redacción del proyecto y ejecución de las obras de recuperación paisajistica en Irumineta (Otxarkoaga).;UTE CESPA, S.A / FERROVIAL AGROMAN, S.A. (UTE IRUMINETA);3.100.000,00€;2.814.248,50€;--;14 Y MEDIO;2008;Finalizado;
080619000010;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de acondicionamiento de oficinas en el edificio Aznar;CYCASA CANTERAS Y CONSTRUCCIONES, S.A.;1.508.360,00€;1.220.263,12€;--;5 meses;2008;Finalizado;
080616000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obra de reurbanización de los Grupos Bidegain e Ikastalde de Zorroza.;VICONSA, S.A.;1.788.843,25€;1.333.184,00€;--;7 Y MEDIO;2008;Finalizado;
080616000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;obra de implantaciónreaccesos mecánicos en la calle Solokoetxe, fase I;VICONSA, S.A.;1.293.373,62€;1.030.689,44€;--;5 y 1 SEMANA;2008;Finalizado;
080618000008;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Urbanización de Plaza sobre el mercado de Otxarkoaga y Rehabilitación de fachada yaccesos.;VICONSA, S.A.;1.278.570,00€;1.015.334,94€;--;7 Y 1 SEMANA;2008;Finalizado;
080619000006;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de habilitación de local para ambulancias en Garellano;CONSTRUCCIONES Y OBRAS NERVION;88.397,53€;71.600,00€;--;2 meses;2008;Finalizado;
080610000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Redacción de proyecto y ejecución de las obras de adecuación del vertedero de Artigas.;U.T.E. FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A. / EXCAVACIONES VIUDA DE SAINZ, S.A. / GMSM MEDIOAMBIENTALES, S.A.;18.350.000,00€;16.495.000,00€;--;15 meses;2008;Finalizado;
081508000002;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Obras;Concurso;Obras de reparación de humedades en el aparcamiento de la calle Doctor Areilza I.;AROS ESTUDIO DE ARQUITECTURA S.A.;322.706,34€;247.446,50€;--;4 meses;2008;Finalizado;
080619000012;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Subasta;Obras de habilitación del Colegio Público Arestizabala como Centro Cívico en el barrio de Altamira.;INCONOR, S.L.;197.485,16€;184.000,00€;--;5 meses;2008;Finalizado;
085303000033;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Negociado;Obras de ejecución de muros, cierres metálicos y puertas de patios del CEP Txurdinaga.;DOCAPI SERVICIOS GENERALES INMOBILIARIOS, S.L.;100.769,54€;95.745,35€;--;2 meses;2008;Finalizado;
081508000001;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Obras;Concurso;Obras de reparación del aparcamiento subterráneo de vehículos de residentes de Lehendakari Aguirre. ;AROS ESTUDIO DE ARQUITECTURA S.A.;675.038,12€;572.632,88€;--;12 meses;2008;Finalizado;
080619000008;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obra de construcción de edificio para nueva sede del Ayuntamiento de Bilbao, Fase II;UTE NUEVA SEDE AYTO. DE  BILBAO;9.496.353,00€;9.163.980,00€;--;11 Y 25 DIAS;2008;Finalizado;
080639000014;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Dirección de obra de la Fase II del Edificio San Agustín.;IMB Arquitectos, S.C.;617.120,00€;536.894,38€;--;12 meses;2009;Finalizado;
080619000013;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de habilitación de local para oficina de Seguridad Ciudadana en Abando.;CONSTRUCCIONES Y OBRAS NERVION;231.757,09€;205.000,00€;--;3 meses;2009;Finalizado;
080616000006;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de mejora de la seguridad vial.;PROYECTOS Y OBRAS PABISA,S.A.;836.374,00€;710.848,19€;--;4 y medio;2009;Finalizado;
080619000014;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Redacción de proyecto y ejecución de las obras de acondicionamiento deldenominado local 4 en el complejo residencial “Isozaki Atea”.;VIZCAINA DE EDIFICACIONES S.A.;272.245,81€;272.245,81€;--;1 meses;2009;Finalizado;
082408000009;--;--;Obras;Negociado;Obras de reforma de la oficina administrativa del Palacio Yhon.;ALMIKE PROMOCIÓN Y GESTIÓN INMOBILIARIA S.L.;231.802,94€;231.420,59€;--;2 Y MEDIO;2009;Finalizado;
085303000059;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Concurso;Obras de habilitación de local para haurreskola en San Francisco 12.;ALMIKE PROMOCIÓN Y GESTIÓN INMOBILIARIA S.L.;676.611,06€;586.670,00€;--;4 meses;2009;Finalizado;
090616000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización calle Araneko y su entorno.;UTE ASFALTOS URIBE - ESKOOP - EDER - J.A. OLABARRI CONSTRUCCIONES;650.000,00€;585.000,00€;--;4 meses;2009;Finalizado;
090616000006;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de la zona estancial Etxezuri.;UTE CESPA - FERROVIAL AGROMAN;850.000,00€;765.000,00€;--;4 meses;2009;Finalizado;
090616000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de mejora del núcleo comercial de Castaños.;U.T.E. F.E.I.  27;919.999,75€;827.999,75€;--;6 meses;2009;Finalizado;
090616000008;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de cubrición zona deportiva Las Piedritas;JOSE ANTONIO OLABARRI CONSTRUCCIONES, S.L.;619.992,19€;557.993,00€;--;3 Y MEDIO;2009;Finalizado;
090616000009;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de remodelación de plazas y mejoras en la calle Julián Gaiarre.;BYCAM, SERVICIOS, EDIFICIOS E INFRAESTRUCTURAS, S.A.;899.971,31€;809.974,19€;--;6 meses;2009;Finalizado;
