NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
085303000031;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Redacción del proyecto de ejecución y dirección de obra de construcción de haurreskola en el Barrio de San Ignacio.;UTE VIDAURRE y PRIETO ARQUITECTOS SLPU / JOSEBA ANDONI TORRE BORREGUERO;104.400,00€;81.194,69€;--;3 meses;2009;Finalizado;
085303000064;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio para la redacción del proyecto de ejecución y dirección de obras de ampliación y reforma de la haurreskola Francisco de Goya.;UTE IBR + ZON.a;59.995,20€;56.840,00€;--;1 meses;2009;Finalizado;
085303000065;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio para la redacción del proyecto de ejecución y dirección de obras de construcción de haurreskola en Zorrozgoiti.;TELLERIA-ZUECO ARQUITECTOS S.L.P.;69.600,00€;52.230,02€;--;1 meses;2009;Finalizado;
081554000020;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Negociado;Servicio consistente en el desarrollo de un sistema de registro y gestión de entidades de Participación Ciudadana.;TECCON INGENIEROS, S.L.U.;60.000,00€;59.701,02€;--;5 meses;2009;Finalizado;
082005000001;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Gestión del programa de itinerarios de carácter ecológico –cultural “ Bilbideak “ 2009.;SUSPERGINTZA ELKARTEA;74.472,00€;64.200,00€;validado;4 meses;2009;Finalizado;
082408000009;--;--;Obras;Negociado;Obras de reforma de la oficina administrativa del Palacio Yhon.;ALMIKE PROMOCIÓN Y GESTIÓN INMOBILIARIA S.L.;231.802,94€;231.420,59€;--;2 Y MEDIO;2009;Finalizado;
082507000409;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio de diseño, confección, distribución e instalación de elementos de publicidad para el programa FANT 2009.;NEVERLAND, S.L.;24.000,00€;22.600,00€;--;4 meses;2009;Finalizado;
085303000059;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Concurso;Obras de habilitación de local para haurreskola en San Francisco 12.;ALMIKE PROMOCIÓN Y GESTIÓN INMOBILIARIA S.L.;676.611,06€;586.670,00€;--;4 meses;2009;Finalizado;
090616000017;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de acceso peatonal y rodado en calle  Betolaza.;CONSTRUCCIONES Y PROMOCIONES BALZOLA, S.A.;949.859,62€;875.580,75€;--;1 Y MEDIO;2009;Finalizado;
090616000019;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de plaza de Grupo Jardín, 6- 7- 8.;CONSTRUCCIONES EDER S.A.;299.058,06€;269.148,81€;--;6 meses;2009;Finalizado;
090616000020;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de mejoras del núcleo comercial de Zorroza;U.T.E. F.E.I.  42;329.930,16€;296.937,12€;--;5 Y MEDIO;2009;Finalizado;
090616000021;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de la calle Gregorio de la Revilla (entre la plaza Indautxu y la calle Autonomía).;FERROVIAL AGROMAN S.A.;2.199.654,75€;1.979.689,12€;--;6 meses;2009;Finalizado;
090616000022;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Urbanización de la Plaza Moyúa y Gran Vía, entre Moyúa y Gregorio de la Revilla.;JOSE ANTONIO OLABARRI CONSTRUCCIONES, S.L.;5.298.673,00€;4.768.806,00€;--;6 Y MEDIO;2009;Finalizado;
090616000023;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Urbanizacion de la  Avenida Madariaga (entre Heliodoro de la Torre-General Eraso).;VIUDA DE SAiNZ S.A.;3.374.096,25€;3.036.686,50€;--;6 Y MEDIO;2009;Finalizado;
090616000024;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Urbanizacion entorno Ametzola-Autonomía.;BYCAM, SERVICIOS, EDIF. E INFRAESTR., S.A.;2.499.561,50€;2.249.605,25€;--;6 meses;2009;Finalizado;
090616000025;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de construcción de un aparcamiento en superficie entre las calles Tolosa, Goya y Camilo Villabaso.;PROYECTOS Y OBRAS PABISA, S.A.;799.972,81€;719.975,50€;--;5 Y MEDIO;2009;Finalizado;
090616000027;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanizacion de la calle Marques del Puerto.;UT.E. F.E.I.  58;610.209,69€;549.188,75€;--;5 meses;2009;Finalizado;
090617000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de mejora y acondicionamiento del parque de Artxanda.;UTE EULEN - CONSTRUCCIONES MENDIGORRI S.A. - URBANIZACIONES IRUÑA S.A.;800.000,00€;756.800,00€;--;4 meses;2009;Finalizado;
090617000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de restauración ambiental de la ladera de Uretamendi.;UTE URETAMENDI;498.864,00€;448.977,59€;--;6 Y MEDIO;2009;Finalizado;
090619000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Rehabilitación y adecuacion de la antigua iglesia de Otxarkoaga para usos cívicos.;UT.E. SADAR REFORMAS - ACR IGLESIA OTXARKOAGA.;295.000,00€;265.500,00€;--;3 meses;2009;Finalizado;
090619000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de adecuacion de los locales de Bilborock en la iglesia de La Merced;UTE SERVICIOS INTEGRADOS INNOVA - ELECTRICIDAD MARTIN S.A.;500.000,00€;461.600,00€;--;4 meses;2009;Finalizado;
090619000006;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de reforma y ampliacion de la comisaria del monte Kobeta.;FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.;400.000,00€;384.000,00€;--;6 Y MEDIO;2009;Finalizado;
092062000002;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Obras;Concurso;Reforma de las fachadas del polideportivo de Rekalde.;OBRINOR, OBRAS INMOBILIARIAS DEL NORTE S.L.;999.931,38€;899.938,25€;--;6 meses;2009;Finalizado;
092062000003;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Obras;Concurso;Reforma de vestuarios en el polideportivo de Txurdinaga-Begoña.;UTE EXISA CRESA;951.061,06€;855.955,00€;--;5 Y MEDIO;2009;Finalizado;
093031000002;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Obras;Concurso;Adecuación de marcas viales para mejora de la accesibilidad.;GRUPISA INFRAESTRUCTURAS, S.A;500.000,00€;450.000,00€;--;6 meses;2009;Finalizado;
090618000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Obras de mejora y acondicionamiento de las escaleras de Tenor Constantino.;PROYECTOS Y OBRAS PABISA,S.A.;199.460,44€;199.460,44€;--;5  meses;2009;Finalizado;
090619000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Rehabilitación de locales para la creación de una oficina de la Fundación Europa de los Pueblos.;CYCASA CANTERAS Y CONSTRUCCIONES, S.A.;218.474,34€;218.474,34€;--;4 meses;2009;Finalizado;
090613000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Reforma del alumbrado público en diversas calles de los distritos 2, 4, 5, 6 y 8 de Bilbao.;TECUNI S.A.;2.117.377,00€;1.904.720,00€;--;5 Y MEDIO;2009;Finalizado;
090613000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de soterramiento de líneas eléctricas aéreas en Arabella, Txurdinaga y Otxarkoaga  y colocación de protecciones contra escalos de torretas eléctricas;TECUNI S.A.;799.932,69€;719.200,00€;--;6 meses;2009;Finalizado;
090613000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de renovación del alumbrado en Zurbaranbarri.;ELECTRICIDAD MARTIN S.A.;999.998,75€;899.998,88€;--;6 meses;2009;Finalizado;
090615000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Renovación de las redes de saneamiento de la calle Iturriaga, Cortes, Sabino Arana, Alameda Rekalde y Camino Landeta.;ANSAREO SANEAMIENTOS Y SERVICIOS S.A.;2.988.245,50€;2.689.421,00€;--;6 meses;2009;Finalizado;
090616000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de la calle Juan Antxeta.;U.T.E. F.E.I. 23;899.732,25€;809.759,00€;--;5 Y MEDIO;2009;Finalizado;
090616000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de la plaza Pedro Astigarraga.;U.T.E. F.E.I.  24;499.927,12€;449.934,41€;--;5 Y MEDIO;2009;Finalizado;
090616000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización calle Araneko y su entorno.;UTE ASFALTOS URIBE - ESKOOP - EDER - J.A. OLABARRI CONSTRUCCIONES;650.000,00€;585.000,00€;--;4 meses;2009;Finalizado;
090616000006;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de la zona estancial Etxezuri.;UTE CESPA - FERROVIAL AGROMAN;850.000,00€;765.000,00€;--;4 meses;2009;Finalizado;
090616000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de mejora del núcleo comercial de Castaños.;U.T.E. F.E.I.  27;919.999,75€;827.999,75€;--;6 meses;2009;Finalizado;
090616000008;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de cubrición zona deportiva Las Piedritas;JOSE ANTONIO OLABARRI CONSTRUCCIONES, S.L.;619.992,19€;557.993,00€;--;3 Y MEDIO;2009;Finalizado;
090616000009;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de remodelación de plazas y mejoras en la calle Julián Gaiarre.;BYCAM, SERVICIOS, EDIFICIOS E INFRAESTRUCTURAS, S.A.;899.971,31€;809.974,19€;--;6 meses;2009;Finalizado;
090616000010;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización en la calle Doctor Ornilla.;BYCAM, SERVICIOS, EDIFICIOS E INFRAESTRUCTURAS, S.A.;999.944,50€;899.950,06€;--;6 meses;2009;Finalizado;
090616000011;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de reordenación de la calle Pablo Zamarripa.;CONSTRUCCIONES EDER S.A.;448.581,06€;403.722,78€;--;4 meses;2009;Finalizado;
090616000012;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de reordenación de la calle Cocherito y Supermercado.;ASFALTOS URIBE S.A.;449.996,78€;404.997,09€;--;3 Y MEDIO;2009;Finalizado;
090616000013;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de renovacion y mejoras en Iturribide- Prim.;BYCAM, SERVICIOS, EDIF. E INFRAESTR., S.A.;1.199.768,50€;1.079.791,62€;--;6 meses;2009;Finalizado;
090616000014;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de la calle Ribera (de Arriaga a La Merced).;COMSA S.A.;999.289,25€;899.360,31€;--;5 meses;2009;Finalizado;
090616000015;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras para la mejora de la accesibilidad en la calle  Medina de Pomar.;CONSTRUCCIONES EDER S.A.;349.946,50€;314.951,88€;--;5 meses;2009;Finalizado;
080643000010;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Servicios;Concurso;Servicio de mantenimiento, conservación, gestión energética , mejora y renovación de las instalaciones de calefacción , agua caliente sanitaria y aire acondicionado de los edificios municipales, asi como de la conservación del Sistema de Control Remoto Centralizado y realización de todas aquellas obras de renovación y mejora de las instalaciones que requiera la correcta prestación del servicio.;GIROA, S.A.;4.931.225,50€;4.931.225,50€;validado;48 meses;2009;Finalizado;
082507000383;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio consistente en la regiduría y coordinación de actividades cinematográficas del Festival de Cine Fantástico de Bilbao FANT 2009;DESENFOQUE, S.L.;69.600,00€;69.600,00€;--;7 meses;2009;Finalizado;
090616000016;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización del grupo Torre Urízar.;CONSTRUCCIONES Y PROMOCIONES BALZOLA, S.A.;1.287.449,88€;1.158.705,00€;--;5 Y MEDIO;2009;Finalizado;
090613000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Reforma del alumbrado público en diversas calles de los distritos 1 y 3 de Bilbao.;TECUNI S.A.;2.082.922,38€;1.874.560,00€;--;5 meses;2009;Finalizado;
090614000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras en la red primaria de abastecimiento de agua-subfluvial Larraskitu a Zabalbide.;CONSTRUCCIONES FHIMASA, S.A.;4.133.375,00€;3.206.928,75€;--;6 meses;2009;Finalizado;
090614000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras en la conducción de red primaria de abastecimiento entre Ciudad Jardín-Miramar-Ugasko.;CYCASA CANTERAS Y CONSTRUCCIONES, S.A.;2.402.249,50€;2.070.904,75€;--;8 Y MEDIO;2009;Finalizado;
090615000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de renovación de las redes de saneamiento y abastecimiento en la Avenida Madariaga, Deusto.;VIUDA DE SAiNZ S.A.;2.106.923,50€;1.786.399,38€;--;6 Y MEDIO;2009;Finalizado;
090615000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de canalizaciones e impermeabilizacion para solucionar las humedades de la calle Mendipe.;ANSAREO SANEAMIENTOS Y SERVICIOS S.A.;228.092,61€;216.391,45€;--;2 meses;2009;Finalizado;
090616000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de acondicionamiento espacio lúdico en la zona de Zorrozaurre.;U.T.E. F.E.I. 10;374.716,41€;337.244,78€;--;2 Y MEDIO;2009;Finalizado;
