NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
101008000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Obras;Negociado;Obras de demolición del edificio sito en la c/ Barinaga nº 10 de Bilbao.;MINIESCAVADORAS Y DERRIBOS JON SANTAMARIA, S.L.;143.405,92€;86.043,00€;--;2 meses;2010;Finalizado;
101501000001;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Obras;Concurso;Renovación y modernización del funicular de Artxanda;ELECNOR S.A.;569.980,00€;530.081,38€;--;7 meses;2010;Finalizado;
100619000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de acondicionamiento de instalaciones del edificio San Agustin incorporando actuaciones de ahorro y eficiencia energética.;UTE NUEVA SEDE AYTO. BILBAO, FASE III - FASE IV (EXBASA S.L.  / GIROA  S.A. /  TECUNI S.A.);4.661.038,50€;4.194.935,00€;--;8 meses;2010;Finalizado;
100618000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Construcción pantalán de vela y remo en la ría de Bilbao.;K INGENIERÍA, EQUIPAMIENTO Y OBRAS MARÍTIMAS, S.A.;376.800,00€;339.148,88€;--;4 meses;2010;Finalizado;
100616000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Mejora movilidad peatonal desde el barrio de Txurdinaga al metro en Bolueta, reforzando su papel de nodo de transporte sostenible.;CYCASA CANTERAS Y CONSTRUCCIONES, S.A.;599.594,69€;539.635,19€;--;5 meses;2010;Finalizado;
100616000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Recuperación paisajística del entorno de Juan de Garay en Irala con el embellecimiento del muro.;UTE IRALA (Asfaltos Uribe / Codesport / Scorpio);270.460,81€;243.414,73€;--;3 meses;2010;Finalizado;
100616000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Conversión en paseo y via verde de las antiguas líneas de tren, mejorando la accesibilidad en la calle Juan de Antxeta.;CONSTRUCCIONES FHIMASA, S.A.;1.196.044,75€;1.076.440,25€;--;7 meses;2010;Finalizado;
102507000006;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Concurso;Obras de modernización y renovación de las instalaciones escénicas del teatro Arriaga.;THYSSENKRUPP ELEVADORES, S.L.;431.566,41€;409.988,09€;--;1 meses;2010;Finalizado;
100616000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Mejora, movilidad y conexión peatonal mediante ascensor de los barrios de Artazubekoa-Filomena Baldazate a la plaza de Rekalde, reforzando su papel de nodo de transporte sostenible con Bilbobus y Renfe.;CONSTRUCCIONES OLABARRI, S.L.;999.998,56€;899.998,75€;--;6 meses;2010;Finalizado;
100618000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Recuperación paisajística del paseo del Arenal de Bilbao.;UTE LEGASKO-PAVINSA;883.997,75€;795.598,00€;--;5 meses;2010;Finalizado;
100619000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de mejora de la accesibilidad e instalación de un proceso de gestión documental en el edificio Aznar.;CYCASA CANTERAS Y CONSTRUCCIONES, S.A.;361.749,19€;325.574,25€;--;4 meses;2010;Finalizado;
100613000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Mejora de eficiencia energética en el alumbrado público de los distritos 5, 7 y 8 de Bilbao.;TECUNI S.A.;3.436.604,50€;3.092.944,00€;--;6 meses;2010;Finalizado;
100613000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Mejora de eficiencia energética en el alumbrado público en los distritos 1, 2, 3 y 4 de Bilbao.;ELECTRICIDAD MARTIN S.A.;1.033.813,62€;930.432,31€;--;6 meses;2010;Finalizado;
100619000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Construcción de centro cultural – educativo en Campo Volantín.;SANTUCHU GRUPO EMPRESARIAL, S.A.;397.182,50€;357.464,22€;--;5 meses;2010;Finalizado;
091721000003;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Obras;Concurso;Obras de eficiencia energética en edificios municipales.;TECUNI S.A.;1.509.361,38€;1.358.423,75€;--;7 meses;2010;Finalizado;
091721000001;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Obras;Concurso;Proyecto de Ejecución para la Reforma del Mercado de la Peña para su  transformación en Biblioteca.;CONSTRUCCIONES AMURIZA, S.L.;545.834,62€;491.251,16€;--;7 meses;2010;Finalizado;
091721000002;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Obras;Concurso;Reforma del Centro Municipal de Distrito 2, Uribarri.;ELECNOR, S.A.;582.816,50€;524.534,81€;--;6 meses;2010;Finalizado;
101008000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Obras;Concurso;Recuperación del entorno Arnotegi – ermita de San Roke en el área del Pagasarri.;UTE BILBO-MENDI (Urazca Servicios de Medio Ambiente, S.A.  /  Forestales Mugarri, S.L. );176.800,02€;159.120,02€;--;3 meses;2010;Finalizado;
101220000003;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Obras;Concurso;Proyecto de ejecución de cubierta solar fotovoltaica para pistas exteriores en el polideportivo de San Ignacio.;UTE  AZYSA OBRAS Y PROYECTOS SL - BYCO SA;476.760,00€;429.084,00€;--;8 meses;2010;Finalizado;
102060000001;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Obras;Concurso;Construcción de edificio para la práctica de deporte adaptado, gimnasios y control de accesos en el polideportivo de San Ignacio.;CONSTRUCCIONES Y PROMOCIONES BALZOLA, S.A.;2.030.000,00€;1.827.000,00€;--;8 meses;2010;Finalizado;
102060000002;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Obras;Concurso;Construcción de nuevas pistas exteriores de tenis y padel en el polideportivo de San Ignacio.;ELECNOR, S.A.;870.000,00€;783.000,00€;--;8 meses;2010;Finalizado;
105303000001;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Concurso;Construcción de nueva escuela infantil Zankoeta.;FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.;850.000,00€;765.000,00€;--;8 meses;2010;Finalizado;
100616000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Renovación integral de redes saneamiento y pluviales en el barrio de Monte Caramelo.;VICONSA, S.A.;2.220.726,75€;1.998.654,00€;--;8 meses;2010;Finalizado;
100614000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Renovación integral de redes de abastecimiento de agua y alumbrado del barrio de la Cruz.;PROYECTOS Y OBRAS PABISA,S.A.;744.943,81€;670.449,44€;--;4 meses;2010;Finalizado;
100616000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Renovación integral de redes saneamiento y pluviales en el barrio de Bolueta – Carretera Bilbao Galdakao.;ANSAREO SANEAMIENTOS Y SERVICIOS S.A.;1.386.125,62€;1.247.513,00€;--;7 meses;2010;Finalizado;
100616000008;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Recuperación de conexiones peatonales y zona de parque entre Masustegi y Basurto, tras el soterramiento de la línea Feve, bajo criterios urbanizadores de eficiencia energética y ahorro de recursos naturales.;JOSE ANTONIO OLABARRI CONSTRUCCIONES, S.L.;2.254.941,50€;2.029.447,38€;--;8 meses;2010;Finalizado;
100615000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Medidas para la mejora de la captación de aguas pluviales en Gordoniz.;ANSAREO SANEAMIENTOS Y SERVICIOS S.A.;980.093,19€;882.083,88€;--;7 meses;2010;Finalizado;
100619000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Adecuación y mejora de Centro de Desarrollo Musical (Casa-Torre Giña).;FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.;464.000,00€;417.600,00€;--;5 meses;2010;Finalizado;
100616000006;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Mejora de las redes de saneamiento y alumbrado público en el barrio de la Peña.;PROYECTOS Y OBRAS PABISA,S.A.;450.000,00€;405.000,00€;--;4 meses;2010;Finalizado;
100614000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Renovación de Red Primaria de abastecimiento de agua potable desde Miraflores hasta Pintor Losada en Bolueta.;PROYECTOS Y OBRAS PABISA,S.A.;434.137,94€;390.724,12€;--;4 meses;2010;Finalizado;
100614000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Proyecto de optimización de los recursos de agua potable del Ayto. Bilbao mediante el abastecimiento a los subsectores G-1, G-2, G-3 y G-4 desde el depósito de Begoña.;CONSTRUCCIONES FHIMASA, S.A.;1.035.945,25€;932.350,75€;--;5 meses;2010;Finalizado;
092054000001;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Diseño, confección y distribución de elementos de publicidad  Infancia y Juventud.;UTE LA MACHINE FACTORIA GRAFICA,S.L. Y CUATROBARRAS CONSULTORES, S.L.;160.000,00€;158.896,80€;--;8 meses;2010;Finalizado;
090639000010;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Dirección de obra, control de calidad y coordinación de seguridad y salud para la nueva sede del Ayuntamiento de Bilbao, Fase III.;IMB ARQUITECTOS, S.C.;436.159,62€;348.928,00€;--;10 meses;2010;Finalizado;
091712000001;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Suministro;Concurso;Suministro sucesivo y distribución,  de papel, impresos y sobres.;PAPELES NAVARRO, S.A.;600.000,00€;600.000,00€;validado;36 meses;2010;Finalizado;
105307000004;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Creación de un nuevo sistema informático para la gestión interna del área de Educación.;BILBOMÁTICA, S.A.;149.999,98€;136.817,36€;--;8 meses;2010;Finalizado;
101496000014;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Creación de un nuevo portal de tramitación electrónica para la Ciudadanía.;DELOITTE, S.L.;220.400,00€;198.360,00€;--;8 meses;2010;Finalizado;
101496000015;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Creación de un nuevo portal de tramitación electrónica para Empresas.;TECCON INGENIEROS, S.L.U.;220.400,00€;198.360,00€;--;8 meses;2010;Finalizado;
101496000009;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Nuevos servicios de comunicación y colaboración con los ciudadanos en www.bilbao.net.;COMERCIO ELECTRÓNICO B2B 2000, S.A.;86.000,00€;81.172,79€;--;8 meses;2010;Finalizado;
102408000001;--;--;Servicios;Concurso;Implantación de un servicio de registro telemático automatizado para la e-Administración.;DELOITTE, S.L.;89.600,00€;80.639,72€;--;8 meses;2010;Finalizado;
101496000011;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Adquisición e implantación de software y servicios de base para la nueva plataforma web de la e-Administración.;INFORMÁTICA DE EUSKADI, S.L.;208.800,00€;208.800,00€;--;8 meses;2010;Finalizado;
101496000010;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Evolución tecnológica de las aplicaciones web actuales en www.bilbao.net y su adaptación a los nuevos portales de tramitación electrónica para la Ciudadanía y para las Empresas.;INFORMÁTICA DE EUSKADI, S.L.;220.400,00€;219.240,00€;--;8 meses;2010;Finalizado;
102225000022;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;;Servicios;Concurso;Sistema informático de gestión de turnos de trabajo del personal del  Ayuntamiento.;INFORMATICA EL CORTE INGLES, S.A.;128.400,01€;121.980,01€;--;8 meses;2010;Finalizado;
102225000023;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;;Servicios;Concurso;Renovación tecnológica y funcional del Portal del Funcionario.;INFORMATICA EL CORTE INGLES, S.A.;148.399,98€;133.560,00€;--;8 meses;2010;Finalizado;
102225000024;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;;Servicios;Concurso;Creación de un Sistema Informático de Gestión Presupuestaria de Recursos Humanos.  ;INFORMATICA EL CORTE INGLES, S.A.;188.400,00€;169.560,00€;--;8 meses;2010;Finalizado;
104000000041;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Programa informático gestión integral de avisos de emergencias.;EUROCOP SECURITY SISTEMS S.L.;213.440,00€;192.096,00€;--;8 meses;2010;Finalizado;
104000000042;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Proyecto para la contratación de un aplicativo informático para la gestión integral de los atestados de accidentes y alcoholemia, controles y protecciones de tráfico y seguridad vial para la Policía Municipal.;EUROCOP SECURITY SISTEMS S.L.;200.608,00€;180.612,00€;--;8 meses;2010;Finalizado;
104000000043;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Proyecto para la adquisición de una solución informática integral para la gestión de denuncias y atestados de policía judicial, registro de detenidos y calabozos, seguimiento de investigaciones y órdenes judiciales y violencia de género en el ámbito de la Policía Municipal.;EUROCOP SECURITY SISTEMS S.L.;206.480,00€;185.832,00€;--;8 meses;2010;Finalizado;
104000000044;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Proyecto para el suministro de un software informático para la gestión de personal, talleres y almacenes en el ámbito de los servicos de emergencias (policía, bomberos y sanitarios) del Área de Seguridad.;EUROCOP SECURITY SISTEMS S.L.;201.840,00€;181.656,00€;--;8 meses;2010;Finalizado;
104000000045;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Contrato de suministro de un paquete o solución informática para la gestón de expedientes sancionadores en materia de ordenanzas municipales y denuncias de tráfico del Ayuntamiento de Bilbao.;EUROCOP SECURITY SISTEMS S.L.;221.560,00€;199.404,00€;--;8 meses;2010;Finalizado;
101496000012;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Creación de un portal web público de información geográfica.;IVER TECNOLOGIAS DE LA INFORMACION, S.A.;222.000,00€;199.799,69€;--;8 meses;2010;Finalizado;
101496000016;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Reforzamiento de la seguridad interna y externa para posibilitar la e-Administración.;NEXTEL, S.A.;219.899,98€;197.907,59€;--;8 meses;2010;Finalizado;
101496000013;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Evolución tecnológica de las aplicaciones geográficas actuales y su adaptación al nuevo portal web.;TECCON INGENIEROS, S.L.U.;215.140,00€;193.626,00€;--;8 meses;2010;Finalizado;
091722000003;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Suministro;Concurso;Suministro de equipos de aire acondicionado en el Edificio Anexo.;ELECNOR, S.A.;136.982,58€;123.284,31€;--;6 meses;2010;Finalizado;
104000000046;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Contrato de suministro e instalación de equipamiento informático para el tratamiento digital de foto-video y gestión del Laboratorio de Audiovisuales del Área de Seguridad del Ayuntamiento de Bilbao. ;ALDANA, S.A.;46.400,00€;44.602,00€;--;8 meses;2010;Finalizado;
102507000007;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Concurso;Acondicionamiento de la antigua iglesia de Otxarkoaga para el proyecto CIPEC (Centro de Innovación en Producción Escénica Profesional).;EMPRESA CONSTRUCTORA URBELAN, S.A.;740.000,00€;666.000,00€;--;7 meses;2010;Finalizado;
101496000037;GABINETE DE ALCALDIA Y COMUNICACION;DIRECCION DEL GABINETE DE ALCALDIA Y COMUNICACION;Servicios;Negociado;Asistencia  y soporte a la coordinación general de 57 proyectos del Ayuntamiento de Bilbao financiados por el Fondo Estatal para el Empleo y la Sostenibilidad Local.;DELOITTE, S.L.;46.400,00€;41.760,00€;--;10 Y MEDIO;2010;Finalizado;
100618000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Fase II de las obras de Urbanización en superficie sobre aparcamiento subterráneo y entorno de la Vía Vieja de Lezama.;VICONSA, S.A.;383.834,50€;383.834,50€;--;3 meses y 3 semanas;2010;Finalizado;
