NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
111408000005;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Comunicación actividades para el Area de Fiestas.;CAMBIO DE IMAGEN S.L.;47.200,00€;45.430,00€;--;12 meses;2012;En Ejecución;
124000000037;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Negociado;Suministro de sistema de grabación de voz para servicios de emergencia del Ayuntamiento de Bilbao;ALAVA INGENIEROS TELECOM, SLU;47.200,00€;34.137,40€;--;45 días;2012;Finalizado;
112507000142;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicios de captación de público, puntos de información, gestión de taquillas y regidurías para programas de artes escénicas del Área de Cultura y Educación en el año 2012;PORTAL 71 PRODUCCIONES CULTURALES S.L.;42.756,71€;42.756,71€;validado;12 meses;2012;Finalizado;
111008000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Obras;Negociado;Demolición inmueble Carretera Basurto-Kastrexana 184.;ZANJADORAS Y DESMONTES S.A.;114.720,11€;114.720,11€;--;2 meses;2012;Finalizado;
120619000008;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de remodelación de la planta baja del edificio nº1 en la Plaza Circular para albergar una Oficina de Turismo. ;UTE MURIAS-EMARTIN-EGOIN-UTE CIRCULAR II.;1.023.682,88€;755.328,88€;--;4 meses;2012;Finalizado;
112507000138;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Publicidad para el Festival de Cine Fantástico de Bilbao, FANT 2012.;EKAI DISEÑO S.L.;22.800,00€;22.158,07€;--;3 meses;2012;Finalizado;
112507000140;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Visitas guiadas 2012 a edificios y lugares emblemáticos.;SUSPERGINTZA ELKARTEA;30.208,00€;22.571,52€;--;6 meses;2012;Finalizado;
120638000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Asistencia para la contratación de la concesión de obra pública de la Estación Intermodal de Garellano.;LANDWELL-PRICEWATERHOUSECOOPERS TAX y LEGAL SERVICES, S.L.;68.440,00€;68.381,00€;--;4 meses;2012;En Ejecución;
113032000004;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Concurso;Servicio de Consultoría de Dirección y Servicios Conexos al Área de Circulación y Transportes del Ayuntamiento de Bilbao en materia de transporte urbano.;ERYBA, S.L. ESTUDIOS DE MERCADO;160.000,00€;160.000,00€;validado;24 meses;2012;En ejecución de prorroga prevista en el contrato;
101014000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Negociado;Elaboración del Estudio de alternativas de ordenación del ámbito afectado por el derribo del viaducto de Sabino Arana.;DE SOLA GORI, serveis de arquitectura i urbanisme, S.L.;70.800,00€;56.640,00€;--;6 meses;2012;Finalizado;
114000000049;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Suministro de vestuario para la Policía Municipal de Bilbao.;COMPLEMENTOS POLICIAIS, S.L. - COMPOL, SAGRES, S.L. - PARTENON;73.588,00€;71.908,37€;--;60 días;2012;Finalizado;
112407000035;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Concurso;Servicio de atención telefónica a la ciudadanía.- TELEFONO 010.;LANALDEN, S.A.;1.098.816,00€;1.099.266,00€;validado;24 meses;2012;En ejecución de prorroga prevista en el contrato;
113032000005;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Concurso;Servicio de mantenimiento para la inspeción del Plan de Mantenimiento de los Vehículos de la flota de Bilbobús.;IDIADA AUTOMOTIVE TECHNOLOGY S.A;110.000,00€;110.000,00€;validado;24 meses;2012;En Ejecución;
121405000003;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Programa bailables en la Plaza de Levante.;ALAIKI ZERBITZU GIZAKULTURALAK S.L.;45.666,00€;43.671,80€;--;17 meses;2012;En Ejecución;
120638000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Redacción de proyecto de reparación del vano móvil del Puente de Deusto, fase III.;IDOM INGENIERIA Y CONSULTORIA S.A;69.200,00€;67.850,00€;--;1 meses;2012;En Ejecución;
121405000002;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Concurso;Servicio consistente en la ejecución del programa Bailables en la Casilla. ;STAR LAN, S.L.;141.600,00€;129.800,00€;--;24 meses;2012;En Ejecución;
120998000002;GABINETE DE ALCALDIA Y COMUNICACION;DIRECCION DEL GABINETE DE ALCALDIA Y COMUNICACION;Servicios;Concurso;Servicio de comunicación y prensa del Gabinete de Prensa.;GABINETE DE PRENSA INFORPRESS S.l.;280.000,00€;239.833,25€;--;24 meses;2012;En Ejecución;
121010000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Concurso;Servicio de ejecución del programa de participación ciudadana (PPC) de la Revisión del Plan General de Ordenación Urbana (PGOU) del Municipio de Bilbao.;UTE DELIBERA-SERVEIS DE PARTICIPACIO INTERACTIVA, S.L. Y AGORANET 2000, S.L.;199.361,00€;179.426,66€;--;18 meses;2012;Finalizado;
100075000041;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Servicios;Concurso;Prestación de los servicios postales del Ayuntamiento.;SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS, S.A.;5.167.928,00€;5.167.928,00€;validado;24 meses;2012;En ejecución de prorroga prevista en el contrato;
111722000008;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Suministro;Concurso;Suministro de energía eléctrica al alumbrado público e instalaciones interiores del Ayuntamiento de Bilbao.;IBERDROLA GENERACIÓN, S.A.;17.492.610,00€;17.492.610,00€;validado;24 meses;2012;Finalizado;
122006000002;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Negociado;Gastronomía para el Programa COLONIAS DE DIA 2012.;EUREST COLECTIVIDADES, S.L.;60.000,00€;53.808,84€;--;40 dias;2012;Finalizado;
121408000003;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Servicio de vigilancia y seguridad uniformada sin armas en los espacios festivos durante la Aste Nagusia 2012.;DELTA SEGURIDAD, S.A.;37.760,00€;33.445,97€;--;1 meses;2012;Finalizado;
122006000001;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Elaboración y ejecución del proyecto de animación del programa COLONIAS DE DÍAS 2012.;SUSPERGINTZA ELKARTEA;202.295,00€;173.000,00€;--;1 meses;2012;Finalizado;
120619000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de reforma de local de Calle Gordóniz, nº 49 para Hogar de Jubilados;ANTIA ERAIKI S.L.;238.831,19€;154.765,97€;--;3 meses;2012;Finalizado;
125303000009;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Negociado;Trabajos de sustitución de ventanales de patios en el CEP Sánchez Marcos;DOCAPI SERVICIOS GENERALES INMOBILIARIOS, S.L.;162.009,73€;156.337,94€;--;2 meses;2012;Finalizado;
120105000005;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Servicios;Negociado;Servicio consistente en la gestión de la zona de estacionamiento para caravanas, sito en Kobetamendi.;FUNDACION LANTEGI BATUAK;53.100,00€;53.100,00€;--;4 meses;2012;Finalizado;
120075000026;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Servicios;Negociado;Elaboración de informes para el Área de Economía y Hacienda sobre  Indicadores de fiscalidad municipal y Sostenibilidad tributaria del Ayuntamiento de Bilbao. ;LANDWELL-PRICEWATERHOUSECOOPERS TAX y LEGAL SERVICES, S.L.;70.800,00€;67.850,00€;--;5 meses;2012;Finalizado;
125303000008;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Negociado;Trabajos de rehabilitación de estructura de fachadas en CEP Luis Briñas.;CLAUDIO, S.L.;160.173,44€;153.014,39€;--;2 meses;2012;Finalizado;
125303000007;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Negociado;Obras de reforma de los aseos del C.E.P. Deusto;CONSTRUCCIONES LEGASKO S.L.;123.356,23€;95.886,12€;--;2 meses;2012;Finalizado;
121408000006;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Suministro;Negociado;Alumbrado Aste Nagusia 2012;ELECTRICIDAD GREMACA Y CIA, S.L.;42.480,00€;42.480,00€;--;1 meses;2012;Finalizado;
122507000119;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Organización, gestión e impartición de cursos de artes escénicas en el Centro de Recursos Teatrales Bilbaoeszena, 2012-2013.;ASOCIACION NEXOTEATRO;21.700,20€;19.116,00€;--;12 meses;2012;Finalizado;
122505000050;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Programa Udako Liburutegiak/Bibliotecas de verano (Bibliopiscinas);KEIMA ANIMAZIOA, S.L. UNIPERSONAL;34.928,00€;30.456,00€;--;2 meses;2012;Finalizado;
122000000001;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Negociado;Dinamización Udako Jolastokia y navidades.;SUSPERGINTZA ELKARTEA , ASOCIACIÓN D.C. GURE LURRA, ASOCIACIÓN UMEAK KALEAN, ASOCIACIÓN TENDEL, GOZALDI GAZTE ELKARTEA, ASOCIACIÓN EDUCATIVA ALDAIKA, ERAGINTZA KULTUR ERAKUNDEA;55.185,00€;55.184,22€;--;--;2012;Finalizado;
121408000011;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Concurso;Proyecto de parque infantil TXIKIGUNE, Aste Nagusia 2012.;ALAIKI ZERBITZU GIZAKULTURALAK S.L.;130.000,00€;117.545,04€;--;1 meses;2012;Finalizado;
121554000034;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Negociado;Coordinación entre distintas Areas, agentes sociales y ciudadanía en general, para el desarrollo de las actuaciones del Plan Comunitario Imagina Otxarkoaga.;FUNDACION GIZAGUNE;66.000,00€;65.985,60€;--;12 meses;2012;En Ejecución;
122026000002;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Gestión del Proyecto Bilborock.;ASOCIACION CREATIVITY ZENTRUM BIZKAIA;270.116,00€;270.116,00€;--;17 meses;2012;Finalizado;
122507000103;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de gestión y ejecución del PROGRAMA TALLERES CULTURALES.;SUSPERGINTZA ELKARTEA;247.800,00€;247.800,00€;validado;12 meses;2012;Finalizado;
121408000012;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Servicio consistente en la instalación de escenarios, equipos de sonido e iluminación y asistencia técnica para la Aste Nagusia 2012, en el espacio festivo del Parque de Doña Casilda.;STAR LAN, S.L.;53.100,00€;51.920,00€;--;9 días;2012;Finalizado;
121408000002;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Servicio de asistencia sanitaria durante la Aste Nagusia 2012.;SERVICIO ASISTIDO MÉDICO URGENTE SL;21.000,00€;20.120,00€;--;1 meses;2012;Finalizado;
121408000005;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Suministro;Negociado;Instalación de sillas y otro mobiliario auxiliar durante la Aste Nagusia 2012.;MASTER SILLA S.L.;37.760,00€;36.816,00€;--;9 días;2012;Finalizado;
121408000001;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Suministro;Negociado;Suministro, montaje, instalación y desmontaje de los elementos auxiliares que se instalarán en los recintos festivos;ARLAN, S.A.;39.000,00€;35.245,38€;--;1 meses;2012;Finalizado;
125305000001;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio consistente en la impartición del Programa de Talleres Municipales de apoyo socio escolar al último ciclo de Primaria y ESO;GUGAZ AURRERA, ASOCIACION SOCIO-EDUCATIVA;331.776,00€;307.200,00€;--;24 meses;2012;En ejecución de prorroga prevista en el contrato;
121408000007;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Fontanería en los recintos festivos de Aste Nagusia 2012 (txosnas, baños, vestuarios…).;GORETRA NORTE, S.L.;63.550,00€;54.017,45€;--;9 días;2012;Finalizado;
121408000004;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Servicio de portería especializada y control de accesos en los conciertos a celebrar durante la Aste Nagusia 2012.;SUREUSKADI S.L., SERVICIOS AUXILIARES;44.840,00€;40.356,00€;--;1 meses;2012;Finalizado;
121408000008;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Concurso;Instalación y mantenimiento de aseos sanitarios (WCs) en los diferentes espacios festivos durante la celebracion de la Aste Nagusia 2012;ARLAN, S.A.;88.095,45€;88.095,45€;--;1 meses;2012;Finalizado;
121408000009;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Concurso;Servicio consistente en la instalación de escenarios, equipos de sonido e iluminación y asistencia técnica para la Aste Nagusia 2012, en los espacios de Abandoibarra y Plaza Nueva.;INGUNZA AUDIOVISUAL, S.L;119.180,00€;115.581,00€;--;1 meses;2012;Finalizado;
113032000001;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Gestión de servicio público;Concurso;Gestion del servicio público, en la modalidad de concesión, del equipamiento (marquesinas, soportes de información, oppis y aceras modulares) situado en las paradas de autobuses del transporte público colectivo urbano.;CEMUSA-CORPORACIÓN EUROPEA DE MOBILIARIO URBANO SA;--;--;--;48 meses;2012;En Ejecución;
121187000035;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Negociado;Suministro e instalación de un sistema analógico de detección de incendios en Albergue Elejabarri y conexión de centralización de alarmas de edificios e instalaciones municipales.;INSEKOR, S.A.-BIZKOR;53.100,00€;49.558,69€;--;6 meses;2012;Finalizado;
122505000046;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio consistente en el traslado, organización, custodia y préstamo del fondo documental de la Red de Bibliotecas Municipales de Bilbao. ;SEVERIANO SERVICIO MÓVIL, S.A.;358.809,25€;358.809,25€;validado;36 meses;2012;En ejecución de prorroga prevista en el contrato;
121220000039;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Concurso;Servicio de mantenimiento, reparación, distribución, limpieza y suministro de los repuestos de los distintos elementos que componen el Servicio Municipal de Préstamo Automático de bicicletas de Bilbao, así como la instalación y mantenimiento en las bicicletas y puntos de préstamo de los elementos identificativos que sean suministrados por el Ayuntamiento de Bilbao.;UTE BILBAO BICIS INICIATIVAS INDRA;226.560,00€;219.586,22€;--;6 meses;2012;En Ejecución;
121187000053;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Negociado;Suministro e instalación de un pantalán en la Ría de Bilbao para las embarcaciones del Servicio de Bomberos.;ASTILLEROS AMILIBIA U, S.L;43.315,50€;43.070,00€;--;1 meses;2012;Finalizado;
121408000013;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Instalación de escenarios, equipos de sonido e iluminación y asistencia técnica para la Aste Nagusia 2012, en el espacio festivo del Museo Marítimo.;SOINU ETA ARGIA S.L.U.;61.350,00€;51.920,00€;--;1 meses;2012;Finalizado;
124000000069;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Negociado;Asistir al Área de Seguridad en el proceso de reflexión del nuevo modelo de Policía en Bilbao, y en el diseño del modelo de organización;ULIKER 3, S.L.;70.800,00€;69.620,00€;--;2 meses;2012;Finalizado;
120095000002;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Contrato patrimonial;Subasta;Enajenación de una finca de propiedad municipal sita en Monte Artxanda.;MARIA TERESA BILBAO IRIONDO;--;--;--;--;2012;Finalizado;
120998000015;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Servicio de agencia de medios para el Gabinete de Prensa.;PROXIMIA-HAVAS, S.L.;1.400.000,00€;1.400.000,00€;validado;24 meses;2012;En ejecución de prorroga prevista en el contrato;
122212000002;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;;Contrato privado;Concurso;Póliza de  seguro de asistencia sanitaria privada para el personal asegurado al servicio del Excmo. Ayuntamiento de Bilbao.;IGUALATORIO MÉDICO QUIRÚRGICO, S.A. DE SEGUROS Y REASEGUROS;4.000.000,00€;4.000.000,00€;validado;24 meses;2012;En Ejecución;
122507000124;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Diseño, confección y distribución de elementos de publicidad para el programa de BILBAOPOESÍA;NEVERLAND, ESTUDIO GRÁFICO DE DISEÑO MALDITO, S.L.;27.140,00€;21.240,00€;--;4 meses;2012;Finalizado;
125303000014;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Negociado;Trabajos de reforma de los baños en el CEP Birginetxe.;CLAUDIO, S.L.;180.404,42€;169.595,23€;--;2 meses;2012;Finalizado;
