NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
060618000014;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Urbanización de la Plaza Dario Regoyos;PROYECTOS Y OBRAS PABISA,S.A.;359.711,09€;351.773,38€;--;4 meses;2007;Finalizado;
072000000004;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Asistencia técnica para la elaboración y ejecución del proyecto de animación del Programa Colonias abiertas de verano 2007.;ERAGINTZA KULTUR ERAKUNDEA;204.000,00€;204.000,00€;--;1 meses;2007;Finalizado;
073130000006;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Suministro;Concurso;Suministro e instalación de plataformas modulares prefabricadas para paradas de autobús;ASUA B.G. 96, S.L. (GITMA);70.000,00€;70.000,00€;validado;2 meses;2007;Finalizado;
060619000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Restauración y nueva ubicación del panel de azulejos que se encontraba en la fábrica de Toldos Goyoaga.;GEMMA AIZPIRI FERNÁNDEZ;56.000,00€;55.000,00€;--;1 meses;2007;Finalizado;
071220000029;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Concurso;Servicio de mantenimiento de bicicletas en el programa de préstamo gratuito de bicicletas en diversos Centros Municipales;EKOBIZI MOVILIDAD S.L.;75.000,00€;70.000,00€;--;8 meses;2007;Finalizado;
061014000020;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Concurso;Redacción de proyectos y dirección de obra en el cumplimiento de ejecucionessubsidiarias.;INGENIERIA, ESTUDIOS Y PROYECTOS NIP, S.A.;84.000,00€;84.000,00€;validado;24 meses;2007;Finalizado;
071014000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Negociado;Asistencia técnica consistente en la gestión de realojos consecuencia de expropiación en la U.E. 713.01.;URBALEX SERVICIOS INMOBILIARIOS, S.L.;30.000,00€;30.000,00€;--;9 meses;2007;Finalizado;
072000000038;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Transporte de los y las participantes en el Programa “Colonias Abiertas de Verano 2007";J.M. VIGIOLA, S.A.;75.000,00€;57.020,00€;--;1 meses;2007;Finalizado;
075305000002;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de organización, gestión y desarrollo del programa “Escuela de Verano-Udako Eskola”.;GUGAZ AURRERA, ASOCIACION SOCIO-EDUCATIVA;75.706,00€;75.706,00€;--;2 meses;2007;Finalizado;
072000000035;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Subasta;Servicio de comidas del programa Colonias Abiertas de Verano 2007.;EUREST COLECTIVIDADES, S.L.;60.000,00€;56.194,41€;--;1 meses;2007;Finalizado;
073032000001;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Concurso;Evaluación de la gestión  del servicio de transporte Bilbobus.;DELOITTE, S.L.;40.600,00€;35.000,00€;--;2 meses;2007;Finalizado;
070130000001;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Suministro;Concurso;Suministro de material de oficina para las Áreas y Servicios Municipales.;LIBRERIA BASCONIA, S.L., FUNDACION ERAGINTZA, PAPYNDUX, S.A.;205.000,00€;205.000,00€;validado;7 meses;2007;Finalizado;
062020000015;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Asistencia técnica consistente en la gestión del servicio de información juvenil municipal, BILBAO GAZTE SAREA.;FUNDACION NOVIA SALCEDO;380.000,00€;377.796,62€;--;24 meses;2007;Finalizado;
075009000016;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Concurso;Servicio de apoyo socioeducativo y gestión material del programa de intervención social con mujeres víctimas de violencia doméstica.;AGINTZARI S.COOP. DE INICIATIVA SOCIAL;180.000,00€;179.800,00€;--;12 meses;2007;Finalizado;
070619000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Subasta;Cambio de ventanas y pavimentación de solera y cubierta del Edifico Beta, sito en Ribera de Zorrozaurre.;CONSTRUCCIONES CASTELLANO S.A.;223.727,19€;185.581,69€;--;3 meses;2007;Finalizado;
071512000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de los accesos a la parte alta del Barrio de Betolaza.;CONSTRUCCIONES Y PROMOCIONES BALZOLA, S.A.;1.812.689,75€;1.578.309,00€;--;8 meses;2007;Finalizado;
070619000011;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Negociado;Obras de adecuación de la planta sótano del Edificio Anexo.;CONSTRUCCIONES CASTELLANO, S.A.;38.394,85€;38.390,00€;--;2 meses;2007;Finalizado;
071187000026;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Suministro e instalación de sistemas de detección deincendios en CEP Txurdinaga, Ikastola Intxixu y Centro Municipal de Begoña, así como la centralización de las instalaciones de detección del Centro Municipal de Zorroza.;INSEKOR, S.A.-BIZKOR;64.000,00€;57.930,78€;--;6 meses;2007;Finalizado;
072507000202;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de diseño, edición y distribución del folleto de la programación de Aste Nagusia 2007.;ARTES GRAFICAS ELKAR, S.COOP;43.140,00€;28.700,00€;--;2 meses;2007;Finalizado;
060628000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Suministro;Negociado;Suministro de instrumento topográfico para la Subárea de Proyectos y Obras Públicas del Area de Obras y Servicios.;NARVÁEZ TOPOGRAFÍA S.L.;29.000,00€;27.876,00€;--;1 meses;2007;Finalizado;
072507000218;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Elaboración y ejecución del proyecto de alumbrado ornamental del espacio festivo durante la Aste Nagusia 2007.;ELECTRICIDAD GREMACA Y CIA, S.L.;48.785,00€;47.785,00€;--;1 meses;2007;Finalizado;
072507000217;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Trabajos de fontanería para la instalación, mantenimiento y posterior retirada de los materiales necesarios en los diversos espacios festivos de Aste Nagusia.;GORETRA NORTE, S.L.;66.000,00€;63.360,00€;--;2 meses;2007;Finalizado;
070647000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Suministro;Concurso;Suministro de equipos de juegos y equipamiento urbano con destino a los parques y zonas ajardinadas.;EULEN, S.A.;900.000,00€;900.000,00€;--;36 meses;2007;Finalizado;
072507000216;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de portería especializada y control de acceso en los conciertos de Aste Nagusia 2007.;SUREUSKADI S.L., SERVICIOS AUXILIARES;51.350,00€;51.350,00€;validado;1 SEMANA;2007;Finalizado;
071008000003;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Obras;Concurso;Obras de derribo de edificio industrial en la calle Particular de Costa, nº 4.;CONSTRUCCIONES Y EXCAVACIONES ERRI-BERRI, S.L.;166.921,11€;160.350,00€;--;4 meses;2007;Finalizado;
075193000001;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Servicios;Negociado;Asistencia técnica consistente en la normalización delos procedimientos operativos y la implantación de dos cartas de serviciosen el Área de Acción Social del Ayuntamiento;CONSULTORES SAYMA, S.A.;28.000,00€;23.500,00€;--;8 meses;2007;Finalizado;
051505000005;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Concesión de obra pública;Concurso;Redacción de Proyecto, construcción y explotación de estacionamiento para vehículos en la vaguada de Prim-Dolaretxe.;APARCAMIENTOS CASCO VIEJO, S.L.;--;--;--;40 años;2007;En ejecución con modificado;
072507000215;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Suministro;Concurso;Suministro en régimen de alquiler, instalación y mantenimiento de elementos sanitarios para Aste Nagusia 2007.;ARLAN, S.A.;110.000,00€;105.176,60€;--;1 meses;2007;Finalizado;
072507000234;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Suministro;Concurso;Suministro en régimen de arrendamiento, así como el montaje, desmontaje e instalación de los elementos auxiliares a ubicar en los recintos festivos durante la Aste Nagusia 2007.;ARLAN, S.A., BIZKAN ANDAMIOS S.L., ETXEKIT, S.L.;198.500,00€;106.823,84€;--;1 meses;2007;Finalizado;
071187000036;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Suministro de vestuario para el personal de la Dirección de Protección civil y Bomberos del Ayuntamiento.;ALBATROS PROMOTORA EMPRESARIAL, S.A., COMERCIAL ARESTI (JOSÉ IGNACIO ZABALA BERMEJO), PRODUCTOS Y MANGUERAS ESPECIALES, S.A. (MESA), SASATEX ESPAÑOLA, S.A.;59.920,00€;32.750,50€;validado;6 meses;2007;Finalizado;
074000000009;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Adquisición de 36 pistolas semiautomáticas para la Policía Municipal.;TECHNIK CONSULTING ALVADE S.L.;36.000,00€;35.947,41€;--;1 meses;2007;Finalizado;
060643000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Conservación de instalaciones de alumbradopúblico de la Villa de Bilbao.;TECUNI S.A.;7.100.000,00€;6.890.000,00€;--;24 meses;2007;Finalizado;
060646000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Servicio de reparación y reforma de firmes y pavimentos de calzadas, plazas, parques, caminos y espacios peatonales pavimentados con aglomerado, hormigón impreso u otros de la vía pública pertenecientes al municipio.;PROYECTOS Y OBRAS PABISA,S.A.;1.876.000,00€;1.874.944,00€;--;24 meses;2007;Finalizado;
072507000238;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Diseño, confección y distribución de elementos de publicidad para el programa “Semana de la poesía 2007”.;IMPRESIÓN GRAFICOLOR 2000 S.A.;25.665,00€;21.074,37€;--;3 meses;2007;Finalizado;
072507000249;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio de iluminación y sonido del teatro de calle y eventos festivos y culturales a celebrar durante la Aste Nagusia 2007.;INGUNZA AUDIOVISUAL, S.L;22.950,00€;21.798,72€;--;9 dias ;2007;Finalizado;
070638000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Dirección de las obras de urbanización de la plaza Zabalburu.;SAITEC S.A.;29.990,00€;29.000,00€;--;8 meses;2007;Finalizado;
070615000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Estabilización de ladera en el Campo de Fútbol Tres Arbolitos, fase II.;UTE PAVIMENTOS DE VIZCAYA S.A., SOGECROS S.L. (UTE ARBOLITOS);265.929,19€;260.398,62€;--;2 meses;2007;Finalizado;
071187000046;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Servicio de preparación física del personal adscrito a la Dirección de Protección y Bomberos.;SPORT STUDIO SERVICIOS DEPORTIVOS S.L.;48.000,00€;46.400,00€;--;24 meses;2007;Finalizado;
075232000018;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE SALUD Y CONSUMO;Servicios;Subasta;Servicio de manipulado y distribución de las revistas municipales de prevención de drogodependencias “Mara-Mara” y “Zirimola”.;AKROPOST SERVICIOS POSTALES DEL PAIS VASCO, S.A.;31.280,00€;31.280,00€;validado;12 meses;2007;Finalizado;
071187000042;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Negociado;Suministro vestuario para el personal de ambulancias dependiente de la Dirección de Protección Civil y Bomberos.;KITXO, S.L.;14.900,00€;14.830,40€;validado;3 meses;2007;Finalizado;
070130000006;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Suministro;Negociado;Suministro de material bibliográfico y multimedia, en cualquierlengua y soporte, y para las distintas oficinas municipales.;LIBRERÍA CÁMARA S.L.;30.000,00€;30.000,00€;validado;12 meses;2007;Finalizado;
071187000051;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Negociado;Suministro de un vehículo todo terreno, tipo pick up, para laDirección de Protección Civil y Bomberos.;CARROCERIAS TARAMONA, S.L.;27.000,00€;26.990,00€;--;3 meses;2007;Finalizado;
061008000006;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Obras;Negociado;Contrato marco para la realización de obras de consolidación estructural, apeos, instalaciones auxiliares de protección a viales públicos, retirada de elementos y otros, en ejecución de la acción subsidiaria prevista en la legislación urbanística.;CONSTRUCCIONES SESAR ALONSO, S.L.;120.000,00€;120.000,00€;validado;24 meses;2007;Finalizado;
055303000012;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Obras;Subasta;Obra de instalación de ascensor en E.P.A. La Merced.;CONSTRUCCIONES ARTELU Y HARGIN DE P.L. S.A.L.;96.159,00€;86.446,93€;--;4 meses;2007;Finalizado;
074000000066;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Servicio de mantenimiento de los recursos caninos adscritos a la función policial. ;KUME DENDAK, S.L.U.;220.000,00€;218.650,00€;--;24 meses;2007;Finalizado;
072484000001;--;--;Servicios;Negociado;Servicio de composición, montaje, impresión y encuadernación de la Memoria municipal de actividades 2006.;GRÁFICAS LIZARRA, S.L.;18.540,00€;18.540,00€;validado;--;2007;Finalizado;
075232000017;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE SALUD Y CONSUMO;Servicios;Negociado;Diseño, maquetación e impresión de las revistas municipales de prevención de drogodependencias “Mara-Mara” y “Zirimola”.;IMPRENTA BEREKINTZA, S.L.;28.560,00€;28.560,00€;validado;12 meses;2007;Finalizado;
072000000040;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Gestión, implementación y desarrollo del II PLAN JOVEN “BILBAO AKTIBA!”.;FUNDACIÓN CANÓNICA AUTÓNOMA EDE;320.000,00€;320.000,00€;--;24 meses;2007;Finalizado;
074000000081;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Suministro para la adquisición de cuatro perros adiestrados en funciones de seguridad ciudadana para su utilización en la Unidad Móvil de Apoyo (UMA) de la Policía Municipal de Bilbao.;KUME DENDAK, S.L.U.;18.800,00€;18.600,00€;--;2 meses;2007;Finalizado;
071014000010;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Negociado;Asistencia técnica consistente en realización de un mapa toponímico en papel del término municipal de Bilbao.;GEOGRAMA, S.L.;16.048,78€;14.445,00€;--;6 meses;2007;Finalizado;
075224000015;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE SALUD Y CONSUMO;Servicios;Concurso;Preparación, asesoramiento y ejecución del programa “Circuito educativo Bilbao a tu servicio 2007-2008”.;SUSPERGINTZA ELKARTEA;57.500,00€;58.500,00€;--;12 meses;2007;Finalizado;
074540000008;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Concurso;Realización del estudio de satisfacción de los usuarios de los servicios municipales, análisis de resultados y propuesta de acciones de mejora.;IKERFEL S.A.;35.000,00€;32.930,00€;--;3 meses;2007;Finalizado;
071187000058;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Adquisición de un vehículo de rescate acuático con destino al Servicio de Bomberos.;BARCOS DE ALUMINIO, S.L.;45.000,00€;45.000,00€;--;6 meses;2007;Finalizado;
070994000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Revisión, actualización y modificación del proyecto de urbanización de los parques A y B de la Mina del Morro de Bilbao.;TECNEI, S.A.;30.000,00€;28.884,00€;--;2 meses;2007;Finalizado;
070993000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de acondicionamiento de local para Asociación de Danzas en la calle Castaños nº 27.;CONSTRUCCIONES EDER S.A.;260.706,28€;243.804,50€;--;4 meses;2007;Finalizado;
070639000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;CONTRATO RESUELTO. Asistencia técnica para la redacción del proyecto y dirección de obras de habilitación de locales sitos en Paseo Campo Volantín, 23 para oficinas del Area de Mujer y Cooperación al Desarrollo y del Area de Acción Social.;SIALKA, S.A.;30.050,60€;22.000,00€;--;45 días ;2007;Finalizado;
060618000009;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Obras;Concurso;Obras de urbanización de la plaza de Ibarrekolanda (Conservatorio Sarriko).;VICONSA, S.A.;3.198.765,75€;2.678.966,50€;--;9 y Medio;2007;Finalizado;
071496000042;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Contrato marco para la prestación del servicio de gestión, mediación y organización de viajes de corporativos y personal al servicio del Ayuntamiento de Bilbao.;VIAJES IBERIA, S.A.;200.000,00€;200.000,00€;validado;24 meses;2007;Finalizado;
071496000039;GABINETE DE ALCALDIA Y COMUNICACION;DIRECCION DEL GABINETE DE ALCALDIA Y COMUNICACION;Servicios;Concurso;Elaboración de un Plan de Gobierno del Ayuntamiento de Bilbao para el mandato 2007-2011.;DELOITTE, S.L.;280.000,00€;262.000,00€;--;24 meses;2007;Finalizado;
071187000056;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Suministro de chaquetones y cubre-pantalones para el Servicio de Bomberos.;SASATEX ESPAÑOLA, S.A.;120.000,00€;119.979,86€;validado;3 meses;2007;Finalizado;
071220000073;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Concurso;Trabajos de coordinación y dinamización de la Agenda 21 Escolar 2007-2008.;HAIZELAN BESAIDE S.COOP.;45.000,00€;43.000,00€;--;10 meses;2007;Finalizado;
071014000011;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Negociado;Redacción del contenido técnico-urbanístico del Programa de Actuación Urbanizadoradel área de San Mamés.;SAITEC S.A.;30.000,00€;24.000,00€;--;2 meses;2007;Finalizado;
074000000089;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Suministro;Concurso;Suministro de prendas de vestuario para la policia municipal.;SAGRES, S.L. - PARTENON;132.000,00€;112.153,90€;validado;75 DIAS;2007;Finalizado;
074540000007;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Negociado;Realización del estudio de la satisfacción de la ciudadanía de Bilbao, análisis de resultados y propuesta de acciones de mejora.;IKERFEL S.A.;25.000,00€;23.990,00€;--;3 meses;2007;Finalizado;
071496000030;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Asistencia técnica consistente en la elaboración participativa de un Plan Comunitario en el Barrio de Otxarkoaga.;FOMED;90.000,00€;86.751,76€;--;12 meses;2007;Finalizado;
071220000064;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Suministro;Negociado;Suministro de un vehículo tipo furgoneta combi-mixta con destino a la Subárea de Medio Ambiente.;HISPANOMOCIÓN S.A.;22.000,00€;21.331,86€;--;1 meses;2007;Finalizado;
075199000094;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Obras;Subasta;Obras de acondicionamiento de local para jubilados en la Carretera Basurto-Castrejana, nº 22.;ELECNOR, S.A.;299.949,53€;270.869,53€;--;5 meses;2007;Finalizado;
