NumeroExpediente;Coordinacion;Area;TipoContrato;ProcedimientoLicitacion;ObjetoContrato;Contratista;ImporteLicitacion;ImporteAdjudicacion;PreciosUnitarios;DuracionMeses;AnioAdjudicacion;Situacion;
060638000010;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Elaboración de un estudio sobre la actividad de mantenimiento de espacios públicos del Ayuntamiento.;DELOITTE, S.L.;90.000,00€;60.000,00€;--;3 meses;2007;Finalizado;
072000000004;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Asistencia técnica para la elaboración y ejecución del proyecto de animación del Programa Colonias abiertas de verano 2007.;ERAGINTZA KULTUR ERAKUNDEA;204.000,00€;204.000,00€;--;1 meses;2007;Finalizado;
061014000020;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Concurso;Redacción de proyectos y dirección de obra en el cumplimiento de ejecucionessubsidiarias.;INGENIERIA, ESTUDIOS Y PROYECTOS NIP, S.A.;84.000,00€;84.000,00€;validado;24 meses;2007;Finalizado;
071220000029;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Concurso;Servicio de mantenimiento de bicicletas en el programa de préstamo gratuito de bicicletas en diversos Centros Municipales;EKOBIZI MOVILIDAD S.L.;75.000,00€;70.000,00€;--;8 meses;2007;Finalizado;
071014000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Negociado;Asistencia técnica consistente en la gestión de realojos consecuencia de expropiación en la U.E. 713.01.;URBALEX SERVICIOS INMOBILIARIOS, S.L.;30.000,00€;30.000,00€;--;9 meses;2007;Finalizado;
072000000038;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Transporte de los y las participantes en el Programa “Colonias Abiertas de Verano 2007";J.M. VIGIOLA, S.A.;75.000,00€;57.020,00€;--;1 meses;2007;Finalizado;
075305000002;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de organización, gestión y desarrollo del programa “Escuela de Verano-Udako Eskola”.;GUGAZ AURRERA, ASOCIACION SOCIO-EDUCATIVA;75.706,00€;75.706,00€;--;2 meses;2007;Finalizado;
072000000035;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Subasta;Servicio de comidas del programa Colonias Abiertas de Verano 2007.;EUREST COLECTIVIDADES, S.L.;60.000,00€;56.194,41€;--;1 meses;2007;Finalizado;
073032000001;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Concurso;Evaluación de la gestión  del servicio de transporte Bilbobus.;DELOITTE, S.L.;40.600,00€;35.000,00€;--;2 meses;2007;Finalizado;
062020000015;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Asistencia técnica consistente en la gestión del servicio de información juvenil municipal, BILBAO GAZTE SAREA.;FUNDACION NOVIA SALCEDO;380.000,00€;377.796,62€;--;24 meses;2007;Finalizado;
075009000016;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Concurso;Servicio de apoyo socioeducativo y gestión material del programa de intervención social con mujeres víctimas de violencia doméstica.;AGINTZARI S.COOP. DE INICIATIVA SOCIAL;180.000,00€;179.800,00€;--;12 meses;2007;Finalizado;
072507000218;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Elaboración y ejecución del proyecto de alumbrado ornamental del espacio festivo durante la Aste Nagusia 2007.;ELECTRICIDAD GREMACA Y CIA, S.L.;48.785,00€;47.785,00€;--;1 meses;2007;Finalizado;
072507000202;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de diseño, edición y distribución del folleto de la programación de Aste Nagusia 2007.;ARTES GRAFICAS ELKAR, S.COOP;43.140,00€;28.700,00€;--;2 meses;2007;Finalizado;
072507000217;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Trabajos de fontanería para la instalación, mantenimiento y posterior retirada de los materiales necesarios en los diversos espacios festivos de Aste Nagusia.;GORETRA NORTE, S.L.;66.000,00€;63.360,00€;--;2 meses;2007;Finalizado;
072507000216;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de portería especializada y control de acceso en los conciertos de Aste Nagusia 2007.;SUREUSKADI S.L., SERVICIOS AUXILIARES;51.350,00€;51.350,00€;validado;1 SEMANA;2007;Finalizado;
075193000001;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Servicios;Negociado;Asistencia técnica consistente en la normalización delos procedimientos operativos y la implantación de dos cartas de serviciosen el Área de Acción Social del Ayuntamiento;CONSULTORES SAYMA, S.A.;28.000,00€;23.500,00€;--;8 meses;2007;Finalizado;
060646000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Servicio de reparación y reforma de firmes y pavimentos de calzadas, plazas, parques, caminos y espacios peatonales pavimentados con aglomerado, hormigón impreso u otros de la vía pública pertenecientes al municipio.;PROYECTOS Y OBRAS PABISA,S.A.;1.876.000,00€;1.874.944,00€;--;24 meses;2007;Finalizado;
060643000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Conservación de instalaciones de alumbradopúblico de la Villa de Bilbao.;TECUNI S.A.;7.100.000,00€;6.890.000,00€;--;24 meses;2007;Finalizado;
072507000238;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Diseño, confección y distribución de elementos de publicidad para el programa “Semana de la poesía 2007”.;IMPRESIÓN GRAFICOLOR 2000 S.A.;25.665,00€;21.074,37€;--;3 meses;2007;Finalizado;
072507000249;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Servicio de iluminación y sonido del teatro de calle y eventos festivos y culturales a celebrar durante la Aste Nagusia 2007.;INGUNZA AUDIOVISUAL, S.L;22.950,00€;21.798,72€;--;9 dias ;2007;Finalizado;
070638000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Dirección de las obras de urbanización de la plaza Zabalburu.;SAITEC S.A.;29.990,00€;29.000,00€;--;8 meses;2007;Finalizado;
071187000046;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Servicio de preparación física del personal adscrito a la Dirección de Protección y Bomberos.;SPORT STUDIO SERVICIOS DEPORTIVOS S.L.;48.000,00€;46.400,00€;--;24 meses;2007;Finalizado;
075232000018;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE SALUD Y CONSUMO;Servicios;Subasta;Servicio de manipulado y distribución de las revistas municipales de prevención de drogodependencias “Mara-Mara” y “Zirimola”.;AKROPOST SERVICIOS POSTALES DEL PAIS VASCO, S.A.;31.280,00€;31.280,00€;validado;12 meses;2007;Finalizado;
074000000066;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Servicio de mantenimiento de los recursos caninos adscritos a la función policial. ;KUME DENDAK, S.L.U.;220.000,00€;218.650,00€;--;24 meses;2007;Finalizado;
072484000001;--;--;Servicios;Negociado;Servicio de composición, montaje, impresión y encuadernación de la Memoria municipal de actividades 2006.;GRÁFICAS LIZARRA, S.L.;18.540,00€;18.540,00€;validado;--;2007;Finalizado;
075232000017;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE SALUD Y CONSUMO;Servicios;Negociado;Diseño, maquetación e impresión de las revistas municipales de prevención de drogodependencias “Mara-Mara” y “Zirimola”.;IMPRENTA BEREKINTZA, S.L.;28.560,00€;28.560,00€;validado;12 meses;2007;Finalizado;
072000000040;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Gestión, implementación y desarrollo del II PLAN JOVEN “BILBAO AKTIBA!”.;FUNDACIÓN CANÓNICA AUTÓNOMA EDE;320.000,00€;320.000,00€;--;24 meses;2007;Finalizado;
071014000010;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Negociado;Asistencia técnica consistente en realización de un mapa toponímico en papel del término municipal de Bilbao.;GEOGRAMA, S.L.;16.048,78€;14.445,00€;--;6 meses;2007;Finalizado;
075224000015;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE SALUD Y CONSUMO;Servicios;Concurso;Preparación, asesoramiento y ejecución del programa “Circuito educativo Bilbao a tu servicio 2007-2008”.;SUSPERGINTZA ELKARTEA;57.500,00€;58.500,00€;--;12 meses;2007;Finalizado;
074540000008;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Concurso;Realización del estudio de satisfacción de los usuarios de los servicios municipales, análisis de resultados y propuesta de acciones de mejora.;IKERFEL S.A.;35.000,00€;32.930,00€;--;3 meses;2007;Finalizado;
070994000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Revisión, actualización y modificación del proyecto de urbanización de los parques A y B de la Mina del Morro de Bilbao.;TECNEI, S.A.;30.000,00€;28.884,00€;--;2 meses;2007;Finalizado;
070639000002;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;CONTRATO RESUELTO. Asistencia técnica para la redacción del proyecto y dirección de obras de habilitación de locales sitos en Paseo Campo Volantín, 23 para oficinas del Area de Mujer y Cooperación al Desarrollo y del Area de Acción Social.;SIALKA, S.A.;30.050,60€;22.000,00€;--;45 días ;2007;Finalizado;
071496000042;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Contrato marco para la prestación del servicio de gestión, mediación y organización de viajes de corporativos y personal al servicio del Ayuntamiento de Bilbao.;VIAJES IBERIA, S.A.;200.000,00€;200.000,00€;validado;24 meses;2007;Finalizado;
071496000039;GABINETE DE ALCALDIA Y COMUNICACION;DIRECCION DEL GABINETE DE ALCALDIA Y COMUNICACION;Servicios;Concurso;Elaboración de un Plan de Gobierno del Ayuntamiento de Bilbao para el mandato 2007-2011.;DELOITTE, S.L.;280.000,00€;262.000,00€;--;24 meses;2007;Finalizado;
071220000073;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Concurso;Trabajos de coordinación y dinamización de la Agenda 21 Escolar 2007-2008.;HAIZELAN BESAIDE S.COOP.;45.000,00€;43.000,00€;--;10 meses;2007;Finalizado;
071014000011;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Negociado;Redacción del contenido técnico-urbanístico del Programa de Actuación Urbanizadoradel área de San Mamés.;SAITEC S.A.;30.000,00€;24.000,00€;--;2 meses;2007;Finalizado;
074540000007;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Negociado;Realización del estudio de la satisfacción de la ciudadanía de Bilbao, análisis de resultados y propuesta de acciones de mejora.;IKERFEL S.A.;25.000,00€;23.990,00€;--;3 meses;2007;Finalizado;
071496000030;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ALCALDIA, CONTRATACION Y RECURSOS HUMANOS;Servicios;Concurso;Asistencia técnica consistente en la elaboración participativa de un Plan Comunitario en el Barrio de Otxarkoaga.;FOMED;90.000,00€;86.751,76€;--;12 meses;2007;Finalizado;
075193000009;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Servicios;Negociado;Asistencia técnica consistente en la prestación de un servicio municipal de inmigración.;ASOCIACION CEAR-EUSKADI;208.000,00€;207.968,02€;--;24 meses;2007;Finalizado;
071506000004;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Concurso;Asistencia técnica consistente en la elaboración del estudio de necesidades y demanda de plazas de aparcamiento en Bilbao.;ARALDI, S.L.;215.000,00€;213.000,00€;--;4 meses;2007;Finalizado;
074000000104;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Retirada de vehículos de las vías públicas y gestión integral del Depósito municipal.;UTE GARABI: SUFI S.A., Y AFER SERVICIOS Y MANTENIMIENTO, S.A.;3.188.880,00€;3.169.158,00€;--;24 meses;2007;Finalizado;
074570000015;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Concurso;Realización del estudio y análisis de los factores que inciden en la satisfacción delpersonal del Ayuntamiento de Bilbao.;LKS IAMM;33.000,00€;29.140,00€;--;6 meses;2007;Finalizado;
071187000025;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Mantenimiento de equipos contra incendios en dependencias municipales.;INSEKOR, S.A.-BIZKOR;33.387,50€;30.494,38€;--;24 meses;2007;Finalizado;
072507000300;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio de asesoramiento en materia de comunicación para las actividades culturales del Area de Cultura y Educación.;LARIZGOITIA y VILLAMANDOS COMUNICACIÓN S.L.;66.000,00€;61.248,00€;--;12 meses;2007;Finalizado;
075009000065;Coord. POLITICAS SOCIALES;AREA DE IGUALDAD, COOPERACION, CONVIVENCIA Y FIESTAS;Servicios;Negociado;Elaboración de la estructura y contenidos del III Plan para la Igualdad de Mujeres y Hombres.;EKINBIDE, S.L.;30.000,00€;29.893,20€;--;10 meses;2007;Finalizado;
070300002883;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ECONOMIA Y HACIENDA;Servicios;Concurso;Servicios complementarios o de colaboración y asistencia técnica, material e informática a los Servicios Municipales de Recaudación del Ayuntamiento deBilbao en la gestión recaudatoria en periodo ejecutivo.;SANTIAGO CUCART, S.L.;4.275.162,50€;4.275.162,50€;--;24 meses;2007;Finalizado;
071014000007;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Negociado;Redacción del Anteproyecto de urbanización (fase 1) de la ejecución de los viales correspondientes a las actuaciones aisladas 815.51 y 52 del Barrio de Altamira.;ESTUDIO K, S. COOP.;30.000,00€;28.000,00€;--;6 meses;2007;Finalizado;
072507000301;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Negociado;Diseño, elaboración, edición y distribución del programa anual de actividades culturales del Area de Cultura y Educación.;NEMONICA, DISEÑO Y COMUNICACIONES S.L.;18.000,00€;17.565,73€;--;1 meses;2007;Finalizado;
070634000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Asistencia a la dirección de obra para control de bypass y garantía de suministro en el depósito de Elejabarri. ;SAITEC S.A.;24.000,00€;23.700,00€;--;12 meses;2007;Finalizado;
070634000004;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Negociado;Dirección de obra de remodelación del depósito de Elejabarri.;SAITEC S.A.;29.000,00€;28.500,00€;--;12 meses;2007;Finalizado;
073031000005;Coord. POLITICAS DE MOVILIDAD, MEDIO AMBIENTE, VIVIENDA Y DESARROLLO SALUDABLE;AREA DE MOVILIDAD Y SOSTENIBILIDAD;Servicios;Concurso;Servicio de conservación, mantenimiento y reposición de la señalización vertical de la Villa de Bilbao.;ETRA NORTE S.A. y API MOVILIDAD S.A., abreviadamente “UTE ETRA NORTE – API MOVILIDAD”;1.414.546,00€;1.379.285,38€;--;24 meses;2007;Finalizado;
072000000072;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Asistencia técnica para la elaboración y ejecución del Programa BILBIDEAK 2008.;SUSPERGINTZA ELKARTEA;55.500,00€;55.500,00€;--;5 meses;2007;Finalizado;
075193000010;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Servicios;Concurso;Vigilancia sin armas en los centros dependientes del Área de Acción Social.;CASTELLANA DE SEGURIDAD, S.A.;900.000,00€;900.000,00€;validado;24 meses;2007;Finalizado;
075193000011;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Servicios;Concurso;Servicio de ayuda a domicilio en el municipio de Bilbao.;AURRERANTZ, S.COOP. DE INICIATIVA SOCIAL Y UTILIDAD PÚBLICA, ASOCIACION DE ASISTENCIA INTEGRAL LAGUNDUZ, UTE BILBAO SAD, ARQUITEMPO SERVICIOS, C.I.F.;11.449.578,00€;11.449.578,00€;validado;--;2007;Finalizado;
070638000005;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Asistencia técnica para la redacción de un estudio-diagnóstico, proyecto de reparación y manual de conservación del Puente de Deusto.;IDOM, INGENIERÍA Y CONSULTORÍA, S.A.;200.000,00€;200.000,00€;--;6 meses;2007;Finalizado;
074540000010;Coord. ALCALDIA, DESARROLLO ECONOMICO Y BUEN GOBIERNO;AREA DE ATENCION CIUDADANA, PARTICIPACION Y DISTRITOS;Servicios;Negociado;Definición e implantación del proceso de formación de las personas al servicio delAyuntamiento de Bilbao.;SOCIEDAD DE PROMOCION DE LA ECONOMÍA SOCIAL, S.A.;27.000,00€;26.925,92€;--;16 meses;2007;Finalizado;
072000000070;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Elaboración, gestión y dinamización de las Áreas Infantiles en los Centros Municipales de Distrito.;ASOCIACIÓN TENDEL, ASOCIACIÓN EDUCATIVA ALDAIKA, ASOCIACIÓN EDUCATIVA BITARTE, ERAGINTZA KULTUR ERAKUNDEA, SUSPERGINTZA ELKARTEA , ASOCIACIÓN D.C. GURE LURRA;217.428,23€;217.428,23€;--;24 meses;2007;Finalizado;
072000000071;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE JUVENTUD Y DEPORTE;Servicios;Concurso;Elaboración, gestión y dinamización de las Áreas Jóvenes en los Centros Municipales de Distrito.;ERAGINTZA KULTUR ERAKUNDEA, SUSPERGINTZA ELKARTEA , ASOCIACIÓN EDUCATIVA ALDAIKA;510.001,53€;510.001,53€;--;24 meses;2007;Finalizado;
070644000001;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Explotación, mantenimiento y conservación de la Estación depuradora de agua potable en Sollano, y de las Estaciones de bombeo de Ibarra y del Berrón.;ACCIONA AGUA S.A.;2.801.400,00€;2.801.400,00€;--;24 meses;2007;Finalizado;
070638000016;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE OBRAS, SERVICIOS, REHABILITACION URBANA Y ESPACIO PUBLICO;Servicios;Concurso;Redacción de estudio-diagnóstico de usos y manual de mejora física y espacial de los Colegios Públicos, Centro de Distrito Municipales y Haurreskolak en el Municipio de Bilbao.;A4SC, URBANISMO Y EDIFICACIÓN C.I.F.;180.000,00€;160.000,00€;--;7 meses;2007;Finalizado;
074000000130;Coord. SEGURIDAD CIUDADANA;AREA DE SEGURIDAD CIUDADANA;Servicios;Concurso;Servicio de vigilancia sin armas y seguridad, de los edificios municipales Principal, Anexo y Aznar.;PROSEGUR COMPAÑÍA DE SEGURIDAD, S.A.;140.000,00€;140.000,00€;validado;12 meses;2008;Finalizado;
070998000055;GABINETE DE ALCALDIA Y COMUNICACION;DIRECCION DEL GABINETE DE ALCALDIA Y COMUNICACION;Servicios;Concurso;Asistencia en materia de comunicación y prensa al Ayuntamiento de Bilbao.;CAMBIO DE IMAGEN S.L.;380.000,00€;379.000,00€;--;24 meses;2008;Finalizado;
072507000349;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Gestión del programa Taquilla de Barrio 2008.;TARTEAN ZERBITZUAK S.L.;44.939,00€;44.900,00€;--;12 meses;2008;Finalizado;
081220000051;Coord. POLITICAS DE SOSTENIBILIDAD Y DESARROLLO URBANO;AREA DE PLANIFICACION URBANA;Servicios;Concurso;Revisión y actualización de la Ordenanza municipal de Protección del Medio Ambiente.;FUNDACIÓN TECNALIA RESEARCH y INNOVATION;75.000,00€;68.092,00€;--;4 meses;2008;Finalizado;
072505000135;Coord. POLITICAS CULTURALES, EUSKERA, EDUCACION, JUVENTUD Y DEPORTE;AREA DE CULTURA;Servicios;Concurso;Servicio para la organización y custodia del archivo municipal de Bilbao.;U.T.E. ARCAL GRUPO NORTE, S.A. Y AGYCA ASTURIAS, S. A. U.T.E. abreviadamente UTE ARCAL AGYCA BILBAO C.I.F.;612.000,00€;612.000,00€;validado;24 meses;2008;Finalizado;
075193000013;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Servicios;Negociado;Servicio de ropa blanca con destino al albergue municipal de Elejabarri.;LAVANINDU, S.L.;26.522,00€;25.204,00€;--;10 Y MEDIO;2008;Finalizado;
075193000014;Coord. POLITICAS SOCIALES;AREA DE ACCION SOCIAL;Servicios;Negociado;Servicio de lavandería del centro municipal de baja exigencia y del alojamiento invernal ubicados en Alameda Mazarredo de Bilbao.;LAVANINDU, S.L.;13.000,00€;9.727,20€;--;10 y MEDIO;2008;Finalizado;
