"Código_del_Área","Denominación_del_Área","Código_de_la_Dirección_General","Denominación_de_la_Dirección_General","Clasificación_Orgánica","Denominación_de_la_Clasificación_Orgnánica","Programa_de_Gasto","Denominación_del_Programa_de_Gasto","Clasificación_Económica","Descripción_de_la_Claasificación_Económica","Créditos_Iniciales","Créditos_Totales_Consignados","Gastos_Autorizados","Disposiciones_ó_Compromisos","Obligaciones_Reconocidas","Pagos_Realizados"
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91398,"AMORTIZACIÓN PTMO. BANESTO (INV. 2009)",1500000.00,1500000.00,1500000.00,1500000.00,1500000.00,1500000.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31002,"INTERESES PRÉSTAMO DEXIA SABADELL (INV. 2009)",49541.56,49541.56,33882.78,33882.78,33882.78,33882.78
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",35900,"OTROS GASTOS FINANCIEROS",88456.42,88456.42,34136.27,34136.27,34136.27,34136.27
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31009,"INTERÉSES PRÉSTAMO B. SANTANDER (INV. 2010)",204548.25,204548.25,153248.44,153248.44,153248.44,153248.44
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31085,"INTERESES PRÉSTAMO CAJA MADRID (INV. 2003)",23556.17,23556.17,170.27,170.27,170.27,170.27
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91333,"AMORTIZACIÓN PRÉSTAMO CAIXABANK (PLAN PAGO PROVEEDORES)",162946.28,162946.28,162946.24,162946.24,162946.24,162946.24
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91103,"DEUDA PIE 2009",3534959.16,3534959.16,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91305,"AMORTIZACIÓN PRÉSTAMO BBVA (INV. 2010)",659673.64,659673.64,659673.66,659673.66,659673.66,659673.66
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31084,"INTERESES PRÉSTAMO UNICAJA (INV. 2003)",269340.04,269340.04,268626.45,268626.45,268626.45,268626.45
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31030,"INTERESES PRÉSTAMO SANTANDER (PLAN PAGO PROVEEDORES)",135342.62,135342.62,83824.68,83824.68,83824.68,83824.68
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91395,"AMORTIZACION PTMO. CAJA MADRID (INV 2003)",1194667.93,1194792.93,1194786.26,1194786.26,1194786.26,1194786.26
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91104,"DEUDA PIE 2013",8552730.00,8552730.00,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91321,"AMORTIZACIÓN PRÉSTAMO LA CAIXA (PARQUE ARTE SACRO)",631100.00,631100.00,631100.00,631100.00,631100.00,631100.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31001,"INTERESES EUROHYPO (INV. 2007)",1642.36,1642.36,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91332,"AMORTIZACIÓN PRÉSTAMO CAJA RURAL (PLAN PAGO PROVEEDORES)",2500000.00,2500000.00,2500000.00,2500000.00,2500000.00,2500000.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31032,"INTERESES PRÉSTAMO CAJA RURAL (PLAN PAGO PROVEEDORES)",277835.93,243544.26,177887.50,177887.50,177887.50,177887.50
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91355,"AMORTIZACIÓN PTMO. CAJA MADRID (INV 2004)",887648.95,887898.95,887860.74,887860.74,887860.74,887860.74
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31088,"INTERESES PRÉSTAMO CAJA MADRID (INV. 2004)",29177.59,29177.59,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91102,"DEUDA PIE 2008",867820.56,867820.56,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31031,"INTERESES PRÉSTAMO BBVA (PLAN PAGO PROVEEDORES)",344137.69,258054.36,223026.83,223026.83,223026.83,223026.83
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31007,"INTERESES PRÉSTAMO BBVA (INV. 2010)",117148.96,117148.96,90182.09,90182.09,90182.09,90182.09
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91397,"AMORTIZACIÓN PTMO. BBVA (INV 2009)",780609.04,780609.04,780609.04,780609.04,780609.04,780609.04
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31033,"INTERESES PRÉSTAMO CAIXABANK (PLAN PAGO PROVEEDORES)",18438.18,18438.18,12706.55,12706.55,12706.55,12706.55
0,"CORPORACIÓN MUNICIPAL",2,"GRUPO MUNICIPAL PARTIDO POPULAR",200,"Partido Popular",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL P.P.",171087.96,171087.96,171087.96,171087.96,171087.96,171087.96
0,"CORPORACIÓN MUNICIPAL",3,"GRUPO MUNICIPAL PARTIDO SOCIALISTA OBRERO ESPAÑOL",300,"Partido Socialista Obrero Español",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL P.S.O.E.",157887.96,157887.96,157887.96,157887.96,157887.96,157887.96
0,"CORPORACIÓN MUNICIPAL",4,"GRUPO MUNICIPAL IZQUIERDA UNIDA",400,"Izquierda Unida",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL I.U.",39087.96,39087.96,39087.96,39087.96,39087.96,39087.96
0,"CORPORACIÓN MUNICIPAL",5,"GRUPO MUNICIPAL PARTICIPA SEVILLA",500,"Participa Sevilla",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL PARTICIPA SEVILLA",52287.96,52287.96,52287.96,52287.96,52287.96,52287.96
0,"CORPORACIÓN MUNICIPAL",6,"GRUPO MUNICIPAL CIUDADANOS",600,"Ciudadanos",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL CIUDADANOS",52287.96,52287.96,52287.96,52287.96,52287.96,52287.96
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",100,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",10000,"Área de Hábitat Urbano, Cultura y Turismo",16501,"ALUMBRADO PÚBLICO",22100,"ENERGÍA ELÉCTRICA",8803057.00,8803057.00,8694385.29,8694385.29,8694385.29,8694385.29
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",100,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",10000,"Área de Hábitat Urbano, Cultura y Turismo",91200,"ÓRGANOS DE GOBIERNO",49101,"CUOTA EUROCITIES",15820.00,15820.00,15820.00,15820.00,15820.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190105,"OTRAS INV. DE REPOSICION INFRAE.",0.00,903.54,706.39,706.39,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22706,"ESTUDIOS Y TRABAJOS TÉCNICOS",0.00,0.00,1482.25,1482.25,1482.25,1482.25
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190108,"REPOSICION ARBOLADO",0.00,1794.12,1794.12,1794.12,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22604,"JURÍDICOS, CONTENCIOSOS",5000.00,5000.00,1704.94,1704.94,1704.94,1704.94
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090314,"OTRAS INVERSIONES NUEVAS EN INSFRAEST. Y BIENES DESTINADOS A",0.00,186311.01,186311.01,120761.98,120731.50,120731.50
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6230000,"MAQUINARIAS,INSTALACIONES Y UTILLAJES",0.00,5230.95,4991.40,4991.40,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",62300,"INVERSIÓN NUEVA EN MAQUINARIA, INSTALACIONES TÉCNICAS Y UTIL",90000.00,90000.00,117247.40,44701.85,44701.85,44701.85
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190314,"OTRAS INV.DE REPOSICION EN INFRAE Y BIENES USO GENERAL",0.00,73774.27,73774.27,73774.27,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090006,"OTRAS INVERSIONES",0.00,3114.44,3005.67,3005.67,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6130000,"REPOSIC. DE PARQUES Y ZONAS AJARDINADAS",0.00,27141.63,27141.63,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6410100,"ACTUALIZACIÓN SOFTWARE (APLICACIONES)",0.00,106.63,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22199,"OTROS SUMINISTROS",200000.00,200000.00,238212.34,233109.44,200403.57,49344.51
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",48801,"CONVENIO MANTENIMIENTO PINO MONTANO",85000.00,85000.00,85000.00,85000.00,85000.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",60903,"INVERSIÓN NUEVA EN PARQUES  Y ZONAS AJARDINADAS",0.00,0.00,134450.93,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190308,"RESTAURACION OTROS JARDINES",0.00,17355.51,17355.51,17355.51,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22701,"SEGURIDAD",356603.00,356603.00,196174.98,196174.98,179781.48,179781.48
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22401,"INDEMNIZACIONES POR RESPONSABILIDAD PATRIMONIAL",115000.00,115000.00,104098.48,104098.48,104098.48,92194.59
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6120011,"JUEGOS INFANTILES",0.00,707.02,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090009,"OTRAS INVERSIONES",0.00,4651.50,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6230008,"MAQUINARIAS, INSTALACIONES Y UTILLAJES",0.00,3795.47,3795.47,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",21300,"CONSERVACIÓN MAQUINARIA, INSTALACIONES Y UTILLAJE",60000.00,60000.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190306,"OTRAS INVERSIONES",0.00,1843.23,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190307,"OTRAS INVERSIONES",0.00,75.07,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",60908,"INVERSIÓN NUEVA EN ARBOLADO",395000.00,73730.47,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22799,"OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES",13400875.02,13400875.02,13429026.83,13429026.83,13209988.12,10971287.78
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",61910,"OTRAS INVERSIONES DE REPOSIC.EN INFRAESTR. Y B.DESTINADOS AL",0.00,0.00,665.50,665.50,665.50,665.50
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090004,"OTRAS INVERSIONES",0.00,4802.41,4802.41,4802.41,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",61905,"INVERSIÓN DE REPOSICIÓN DE MOBILIARIO URBANO",377000.00,0.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",61903,"OTRAS INVERSIONES  REPOSICIÓN EN PARQUES Y ZONAS AJARDINADAS",730000.00,630000.00,394046.74,293557.71,220039.23,160047.58
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22400,"PRIMAS DE SEGUROS",0.00,0.00,76310.76,76310.76,76310.76,76310.76
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6120008,"JUEGOS INFANTILES",0.00,12516.93,12516.93,12516.93,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090106,"PAVIMIENTACIONES Y ACERADOS",0.00,72.34,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190206,"OTRAS INV.DE REPOSICION DE INFRAE.",0.00,65589.59,15950.42,15950.42,0.00,0.00
