"Código_del_Área","Denominación_del_Área","Código_de_la_Dirección_General","Denominación_de_la_Dirección_General","Clasificación_Orgánica","Denominación_de_la_Clasificación_Orgnánica","Programa_de_Gasto","Denominación_del_Programa_de_Gasto","Clasificación_Económica","Descripción_de_la_Claasificación_Económica","Créditos_Iniciales","Créditos_Totales_Consignados","Gastos_Autorizados","Disposiciones_ó_Compromisos","Obligaciones_Reconocidas","Pagos_Realizados"
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31088,"INTERESES PRÉSTAMO CAJA MADRID (INV. 2004)",23558.97,23558.97,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31089,"INTERESES PRÉSTAMO CAJA MADRID-2 (INV. 2004)",261121.22,261121.22,138148.83,138148.83,138148.83,138148.83
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31095,"INTERESES PRÉSTAMOS INVERSIONES 2017",119195.67,119195.67,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31096,"INTERESES PRÉSTAMO LA CAIXA (PARQUE ARTE SACRO)",257940.20,257940.20,136843.38,136843.38,136843.38,136843.38
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31097,"INTERESES PRÉSTAMO BBVA (AMPLIACIÓN PALACIO EXPOSICIONES)",1736500.23,1736500.23,883760.11,883760.11,883760.11,883760.11
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31099,"INTERESES PRÉSTAMO I.C.O.  ''''PLAN BARRIOS''''",28241.93,28241.93,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",35900,"OTROS GASTOS FINANCIEROS",61548.96,61548.96,5831.02,5831.02,5831.02,5831.02
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91101,"AMORTIZ. PTMO Mº INDUSTRIA, TURISMO Y COMERCIO (SUBV.2008)",23993.19,23993.19,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91102,"DEUDA PIE 2008",867820.56,867820.56,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91103,"DEUDA PIE 2009",3534959.16,3534959.16,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91125,"AMORTIZACIÓN PRÉSTAMO I. C. O. (INV.06)",1126666.68,1126666.68,563333.34,563333.34,563333.34,563333.34
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91304,"AMORTIZACIÓN PTMO. BBVA-DEXIA-BCL (REFINANCIACIÓN)",14531119.80,14531119.80,7265559.90,7265559.90,7265559.90,7265559.90
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91305,"AMORTIZACIÓN PRÉSTAMO BBVA (INV. 2010)",659673.64,659673.64,329836.83,329836.83,329836.83,329836.83
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91307,"AMORTIZACIÓN PRÉSTAMO SANTANDER (INV. 2010)",1200000.00,1200000.00,600000.00,600000.00,600000.00,600000.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91321,"AMORTIZACIÓN PRÉSTAMO LA CAIXA (PARQUE ARTE SACRO)",631100.00,631100.00,473324.99,473324.99,473324.99,473324.99
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91322,"AMORTIZACIÓN PRÉSTAMO BBVA (AMPLIACIÓM PALACIO EXPOSICIONES)",4361842.11,4361842.11,2180921.05,2180921.05,2180921.05,2180921.05
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91330,"AMORTIZACIÓN PRÉSTAMO SANTANDER (PLAN PAGO PROVEEDORES)",1304816.48,1304816.48,652408.24,652408.24,652408.24,652408.24
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91331,"AMORTIZACIÓN PRÉSTAMO BBVA (PLAN PAGO PROVEEDORES)",3125000.00,3125000.00,1562500.00,1562500.00,1562500.00,1562500.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91332,"AMORTIZACIÓN PRÉSTAMO CAJA RURAL (PLAN PAGO PROVEEDORES)",2500000.00,2500000.00,1250000.00,1250000.00,1250000.00,1250000.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91333,"AMORTIZACIÓN PRÉSTAMO CAIXABANK (PLAN PAGO PROVEEDORES)",162946.28,162946.28,81473.12,81473.12,81473.12,81473.12
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91351,"AMORTIZACION PRÉSTAMO BSCH (INV 2002)",312436.74,312436.74,312436.82,312436.82,312436.82,312436.82
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91354,"AMORTIZACIÓN PRÉSTAMO CAJA MADRID (INV 2004)",1921235.40,1921235.40,960617.70,960617.70,960617.70,960617.70
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91355,"AMORTIZACIÓN PTMO. CAJA MADRID (INV 2004)",889860.76,889860.76,443930.41,443930.41,443930.41,443930.41
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91394,"AMORTIZACION PTMO. UNICAJA (INV 2003)",1646773.16,1646773.16,823386.58,823386.58,823386.58,823386.58
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91395,"AMORTIZACION PTMO. CAJA MADRID (INV 2003)",1196871.36,1196871.36,597435.71,597435.71,597435.71,597435.71
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91396,"AMORTIZACIÓN PTMO. DEXIA SABADELL (INV. 2009)",780609.04,780609.04,390304.52,390304.52,390304.52,390304.52
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91397,"AMORTIZACIÓN PTMO. BBVA (INV 2009)",780609.04,780609.04,390304.52,390304.52,390304.52,390304.52
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91398,"AMORTIZACIÓN PTMO. BANESTO (INV. 2009)",1500000.00,1500000.00,750000.00,750000.00,750000.00,750000.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91399,"AMORTIZACIÓN PTMO. INVERSIÓN 2017",900000.00,900000.00,0.00,0.00,0.00,0.00
0,"CORPORACIÓN MUNICIPAL",2,"GRUPO MUNICIPAL PARTIDO POPULAR",200,"Partido Popular",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL P.P.",171087.96,171087.96,99801.31,99801.31,99801.31,85543.98
0,"CORPORACIÓN MUNICIPAL",3,"GRUPO MUNICIPAL PARTIDO SOCIALISTA OBRERO ESPAÑOL",300,"Partido Socialista Obrero Español",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL P.S.O.E.",157887.96,157887.96,92101.31,92101.31,92101.31,78943.98
0,"CORPORACIÓN MUNICIPAL",4,"GRUPO MUNICIPAL IZQUIERDA UNIDA",400,"Izquierda Unida",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL I.U.",39087.96,39087.96,22801.31,22801.31,22801.31,19543.98
0,"CORPORACIÓN MUNICIPAL",5,"GRUPO MUNICIPAL PARTICIPA SEVILLA",500,"Participa Sevilla",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL PARTICIPA SEVILLA",52287.96,52287.96,30501.31,30501.31,30501.31,26143.98
0,"CORPORACIÓN MUNICIPAL",6,"GRUPO MUNICIPAL CIUDADANOS",600,"Ciudadanos",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL CIUDADANOS",52287.96,52287.96,30501.31,30501.31,30501.31,26143.98
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",100,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",10000,"Área de Hábitat Urbano, Cultura y Turismo",16501,"ALUMBRADO PÚBLICO",22100,"ENERGÍA ELÉCTRICA",8603057.00,8603057.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22199,"OTROS SUMINISTROS",244500.00,244500.00,149951.38,83401.38,25569.59,25569.59
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22401,"INDEMNIZACIONES POR RESPONSABILIDAD PATRIMONIAL",115000.00,115000.00,76896.16,76896.16,76896.16,72009.80
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22604,"JURÍDICOS, CONTENCIOSOS",5000.00,5000.00,431.76,431.76,431.76,431.76
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22701,"SEGURIDAD",207158.77,207158.77,226116.31,153551.85,116223.51,99206.28
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22799,"OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES",14678894.81,14678894.81,13624886.98,10964510.69,5415820.28,5370364.15
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",48801,"CONVENIO MANTENIMIENTO PINO MONTANO",85000.00,85000.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",48802,"CONVENIO MANTENIMIENTO BARRIADAS",100000.00,100000.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090004,"OTRAS INVERSIONES",0.00,4802.41,4802.41,4802.41,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090006,"OTRAS INVERSIONES",0.00,3114.44,3005.67,3005.67,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090009,"OTRAS INVERSIONES",0.00,4651.50,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090106,"PAVIMIENTACIONES Y ACERADOS",0.00,72.34,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",60903,"INVERSION NUEVA EN PARQUES O ZONAS AJARDINADAS",0.00,0.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090314,"OTRAS INVERSIONES NUEVAS EN INSFRAEST. Y BIENES DESTINADOS A",0.00,65579.51,65579.51,30.48,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",60908,"INVERSIÓN NUEVA EN ARBOLADO",410000.00,410000.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190105,"OTRAS INV. DE REPOSICION INFRAE.",0.00,903.54,706.39,706.39,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190206,"OTRAS INV.DE REPOSICION DE INFRAE.",0.00,65589.59,15950.42,15950.42,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",61903,"OTRAS INVERSIONES  REPOSICIÓN EN PARQUES Y ZONAS AJARDINADAS",290000.00,290000.00,73083.97,73083.97,73083.63,6654.66
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190306,"OTRAS INVERSIONES",0.00,1843.23,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190307,"OTRAS INVERSIONES",0.00,75.07,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190314,"OTRAS INV.DE REPOSICION EN INFRAE Y BIENES USO GENERAL",0.00,73774.27,73774.27,73774.27,73774.27,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",61905,"INVERSIÓN DE REPOSICIÓN DE MOBILIARIO URBANO",440000.00,440000.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",62300,"INVERSION NUEVA MAQUINARIAS, INSTALACIONES Y UTILLAJES",0.00,0.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6230000,"MAQUINARIAS,INSTALACIONES Y UTILLAJES",0.00,5230.95,4991.40,4991.40,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6230008,"MAQUINARIAS, INSTALACIONES Y UTILLAJES",0.00,3795.47,3795.47,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",62500,"INVERSIÓN NUEVA EN MOBILIARIO Y ENSERES",20000.00,20000.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6410100,"ACTUALIZACIÓN SOFTWARE (APLICACIONES)",0.00,106.63,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17102,"#N/A",6130000,"RESTAURACION PARQUE MARIA LUISA",0.00,116396.58,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17102,"#N/A",6130009,"REPOSIC. DE PARQUES Y ZONAS AJARDINADAS",0.00,5354.84,1287.21,1287.21,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",16221,"GESTIÓN DE RESIDUOS SÓLIDOS URBANOS",46302,"TRANSFERENCIA MANCOMUNIDAD DE LOS ALCORES",373125.87,373125.87,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",46700,"TRANSFERENCIA CONSORCIO DE LA CORCHUELA",171748.00,171748.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",76700,"TRANSFERENCIA CONSORCIO DE LA CORCHUELA",15200.00,15200.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17211,"PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMOSFÉRICA EN LAS ZONAS URBANAS",22604,"JURÍDICOS, CONTENCIOSOS",10000.00,10000.00,600.00,600.00,600.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17211,"PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMOSFÉRICA EN LAS ZONAS URBANAS",22699,"OTROS GASTOS DIVERSOS",5000.00,5000.00,0.00,0.00,0.00,0.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17211,"PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMOSFÉRICA EN LAS ZONAS URBANAS",22799,"OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES",113000.00,113000.00,8253.24,8253.24,2203.24,2203.24
