"Código_del_Área","Denominación_del_Área","Código_de_la_Dirección_General","Denominación_de_la_Dirección_General","Clasificación_Orgánica","Denominación_de_la_Clasificación_Orgnánica","Programa_de_Gasto","Denominación_del_Programa_de_Gasto","Clasificación_Económica","Descripción_de_la_Claasificación_Económica","Créditos_Iniciales","Créditos_Totales_Consignados","Gastos_Autorizados","Disposiciones_ó_Compromisos","Obligaciones_Reconocidas","Pagos_Realizados"
2,"Organismos Públicos",54,"Gerencia de Urbanismo",10253,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",13102,"OTRAS REMUNERACIONES",503435.25,503435.25,254787.51,254787.51,254787.51,254787.51
2,"Organismos Públicos",55,"Gerencia de Urbanismo",10254,"Gerencia de Urbanismo",1510,"Urbanismo",13102,"OTRAS REMUNERACIONES",783124.78,783124.78,479390.28,479390.28,479390.28,479390.28
2,"Organismos Públicos",56,"Gerencia de Urbanismo",10255,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",13102,"OTRAS REMUNERACIONES",300666.23,300666.23,162335.19,162335.19,162335.19,162335.19
2,"Organismos Públicos",57,"Gerencia de Urbanismo",10256,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",13102,"OTRAS REMUNERACIONES",228214.56,228214.56,118265.35,118265.35,118265.35,118265.35
2,"Organismos Públicos",58,"Gerencia de Urbanismo",10257,"Gerencia de Urbanismo",1650,"Alumbrado Público",13102,"OTRAS REMUNERACIONES",56273.16,56273.16,52638.39,52638.39,52638.39,52638.39
2,"Organismos Públicos",59,"Gerencia de Urbanismo",10258,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",13700,"CONTRIBUCIONES A PLANES Y FONDOS PENSIONES",5398.65,5398.65,0.00,0.00,0.00,0.00
2,"Organismos Públicos",60,"Gerencia de Urbanismo",10259,"Gerencia de Urbanismo",1510,"Urbanismo",13700,"CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES.",7240.05,7240.05,0.00,0.00,0.00,0.00
2,"Organismos Públicos",61,"Gerencia de Urbanismo",10260,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",13700,"CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES.",1883.25,1883.25,0.00,0.00,0.00,0.00
2,"Organismos Públicos",62,"Gerencia de Urbanismo",10261,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",13700,"CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES.",1129.95,1129.95,0.00,0.00,0.00,0.00
2,"Organismos Públicos",63,"Gerencia de Urbanismo",10262,"Gerencia de Urbanismo",1650,"Alumbrado Público",13700,"CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES.",878.85,878.85,0.00,0.00,0.00,0.00
2,"Organismos Públicos",64,"Gerencia de Urbanismo",10263,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",15100,"GRATIFICACIONES",164.64,164.64,0.00,0.00,0.00,0.00
2,"Organismos Públicos",65,"Gerencia de Urbanismo",10264,"Gerencia de Urbanismo",1510,"Urbanismo",15100,"GRATIFICACIONES",282.24,282.24,0.00,0.00,0.00,0.00
2,"Organismos Públicos",66,"Gerencia de Urbanismo",10265,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",15100,"GRATIFICACIONES",164.64,164.64,0.00,0.00,0.00,0.00
2,"Organismos Públicos",67,"Gerencia de Urbanismo",10266,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",15100,"GRATIFICACIONES",94.08,94.08,0.00,0.00,0.00,0.00
2,"Organismos Públicos",68,"Gerencia de Urbanismo",10267,"Gerencia de Urbanismo",1650,"Alumbrado Público",15100,"GRATIFICACIONES",23.52,23.52,0.00,0.00,0.00,0.00
2,"Organismos Públicos",69,"Gerencia de Urbanismo",10268,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",16000,"SEGURIDAD SOCIAL",1772991.17,1772991.17,794960.87,794960.87,794960.87,794960.87
2,"Organismos Públicos",70,"Gerencia de Urbanismo",10269,"Gerencia de Urbanismo",1510,"Urbanismo",16000,"SEGURIDAD SOCIAL",2652102.39,2652102.39,1265504.33,1265504.33,1265504.33,1265504.33
2,"Organismos Públicos",71,"Gerencia de Urbanismo",10270,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",16000,"SEGURIDAD SOCIAL",757565.98,757565.98,392499.53,392499.53,392499.53,392499.53
2,"Organismos Públicos",72,"Gerencia de Urbanismo",10271,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",16000,"SEGURIDAD SOCIAL",455291.01,455291.01,188074.42,188074.42,188074.42,188074.42
2,"Organismos Públicos",73,"Gerencia de Urbanismo",10272,"Gerencia de Urbanismo",1650,"Alumbrado Público",16000,"SEGURIDAD SOCIAL",292523.71,292523.71,129206.21,129206.21,129206.21,129206.21
2,"Organismos Públicos",74,"Gerencia de Urbanismo",10273,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",16008,"Asistencia médico-farmacéutica",94042.64,94042.64,60790.34,54778.00,9568.80,5250.00
2,"Organismos Públicos",75,"Gerencia de Urbanismo",10274,"Gerencia de Urbanismo",1510,"Urbanismo",16008,"Asistencia médico-farmacéutica",127925.65,127925.65,74447.98,63434.22,2268.00,0.00
2,"Organismos Públicos",76,"Gerencia de Urbanismo",10275,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",16008,"Asistencia médico-farmacéutica",35957.48,35957.48,20521.42,17914.30,640.50,0.00
2,"Organismos Públicos",77,"Gerencia de Urbanismo",10276,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",16008,"Asistencia médico-farmacéutica",21436.19,21436.19,12537.39,10675.16,381.68,0.00
2,"Organismos Públicos",78,"Gerencia de Urbanismo",10277,"Gerencia de Urbanismo",1650,"Alumbrado Público",16008,"Asistencia médico-farmacéutica",15212.78,15212.78,9099.82,7929.27,283.50,0.00
2,"Organismos Públicos",79,"Gerencia de Urbanismo",10278,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",16200,"FORMACION Y PERFECCIONAMIENTO DEL PERSONAL",10695.04,10695.04,4637.00,0.00,0.00,0.00
2,"Organismos Públicos",80,"Gerencia de Urbanismo",10279,"Gerencia de Urbanismo",1510,"Urbanismo",16200,"FORMACION Y PERFECCIONAMIENTO DEL PERSONAL",14548.40,14548.40,8062.00,1754.00,1754.00,1754.00
2,"Organismos Públicos",81,"Gerencia de Urbanismo",10280,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",16200,"FORMACION Y PERFECCIONAMIENTO DEL PERSONAL",4089.28,4089.28,3413.00,1640.00,1640.00,1640.00
2,"Organismos Públicos",82,"Gerencia de Urbanismo",10281,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",16200,"FORMACION Y PERFECCIONAMIENTO DEL PERSONAL",2437.84,2437.84,1057.00,0.00,0.00,0.00
2,"Organismos Públicos",83,"Gerencia de Urbanismo",10282,"Gerencia de Urbanismo",1650,"Alumbrado Público",16200,"FORMACION Y PERFECCIONAMIENTO DEL PERSONAL",1730.08,1730.08,1146.00,395.00,395.00,395.00
2,"Organismos Públicos",84,"Gerencia de Urbanismo",10283,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",16204,"ACCION SOCIAL",62464.80,62464.80,48442.23,48442.23,43993.17,43993.17
2,"Organismos Públicos",85,"Gerencia de Urbanismo",10284,"Gerencia de Urbanismo",1510,"Urbanismo",16204,"ACCION SOCIAL",84511.20,84511.20,61429.21,61429.21,55409.81,55409.81
2,"Organismos Públicos",86,"Gerencia de Urbanismo",10285,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",16204,"ACCION SOCIAL",23883.60,23883.60,9810.57,9810.57,8110.65,8110.65
2,"Organismos Públicos",87,"Gerencia de Urbanismo",10286,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",16204,"ACCION SOCIAL",14238.30,14238.30,10156.71,10156.71,9143.72,9143.72
2,"Organismos Públicos",88,"Gerencia de Urbanismo",10287,"Gerencia de Urbanismo",1650,"Alumbrado Público",16204,"ACCION SOCIAL",10104.60,10104.60,4699.31,4699.31,3946.88,3946.88
2,"Organismos Públicos",89,"Gerencia de Urbanismo",10288,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",16205,"SEGUROS",19793.44,19793.44,9896.70,0.00,0.00,0.00
2,"Organismos Públicos",90,"Gerencia de Urbanismo",10289,"Gerencia de Urbanismo",1510,"Urbanismo",16205,"SEGUROS",26924.90,26924.90,12462.45,0.00,0.00,0.00
2,"Organismos Públicos",91,"Gerencia de Urbanismo",10290,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",16205,"SEGUROS",7568.08,7568.08,3784.04,0.00,0.00,0.00
2,"Organismos Públicos",92,"Gerencia de Urbanismo",10291,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",16205,"SEGUROS",4511.74,4511.74,2255.87,0.00,0.00,0.00
2,"Organismos Públicos",93,"Gerencia de Urbanismo",10292,"Gerencia de Urbanismo",1650,"Alumbrado Público",16205,"SEGUROS",3201.88,3201.88,1600.94,0.00,0.00,0.00
2,"Organismos Públicos",94,"Gerencia de Urbanismo",10293,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",20300,"ARRENDAMIENTO EQUIPOS DE OFICINA, MAQUINARIA, INSTALACIONES",23985.00,23985.00,6772.19,6772.19,1838.24,1838.24
2,"Organismos Públicos",95,"Gerencia de Urbanismo",10294,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",20600,"RENTING EQUIPOS INFORMATICOS E IMPRESORAS",96030.60,96030.60,107363.93,107363.93,0.00,0.00
2,"Organismos Públicos",96,"Gerencia de Urbanismo",10295,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",21000,"CONSERVACION INFRAESTRUCTURAS Y B. NATURALES",3507841.95,3507841.95,4504789.82,4467353.71,3444677.30,3263433.35
2,"Organismos Públicos",97,"Gerencia de Urbanismo",10296,"Gerencia de Urbanismo",1650,"Alumbrado Público",21000,"CONSERVACION INFRAESTRUCTURAS Y B. NATURALES(AL. PUBLICO)",12800000.00,12800000.00,12499991.95,12499991.95,6972924.92,5799989.16
2,"Organismos Públicos",98,"Gerencia de Urbanismo",10297,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",21001,"CONSERVACION CARRILES BUS Y BICI",500000.00,500000.00,14802.69,14802.69,11751.70,8026.69
2,"Organismos Públicos",99,"Gerencia de Urbanismo",10298,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",21002,"CONSERVACION DE MONUMENTOS",331062.65,331062.65,43587.95,36497.35,11324.12,11324.12
2,"Organismos Públicos",100,"Gerencia de Urbanismo",10299,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",21003,"CONSERVACION DE ALCORQUES",150000.00,150000.00,0.00,0.00,0.00,0.00
2,"Organismos Públicos",101,"Gerencia de Urbanismo",10300,"Gerencia de Urbanismo",1532,"Pavimentación de la Vía Pública",21004,"CONTRATO DE RESPUESTA URGENTE ANTE INCIDENCIAS ESP PUB.",100000.00,100000.00,0.00,0.00,0.00,0.00
2,"Organismos Públicos",102,"Gerencia de Urbanismo",10301,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",21200,"CONSERVACION SEDE G.U.",242000.00,242000.00,183848.56,183848.56,34915.62,7380.09
2,"Organismos Públicos",103,"Gerencia de Urbanismo",10302,"Gerencia de Urbanismo",1510,"Urbanismo",21200,"CONSERVACION BIENES P.M.S.",287805.40,287805.40,128924.52,128924.52,51118.94,50329.41
2,"Organismos Públicos",104,"Gerencia de Urbanismo",10303,"Gerencia de Urbanismo",1522,"Conservación y Rehabilitación de la Edificación",21200,"CONSERVACION DE OTROS EDIFICIOS G.U.",60500.00,60500.00,22351.76,22351.76,8157.89,8157.89
2,"Organismos Públicos",105,"Gerencia de Urbanismo",10304,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",21300,"CONSERVACION DE INSTALACIONES",175072.00,175072.00,70293.93,70293.93,24703.52,13268.32
2,"Organismos Públicos",106,"Gerencia de Urbanismo",10305,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",21400,"REPARACION DE VEHICULOS",16000.00,16000.00,9750.00,9750.00,0.00,0.00
2,"Organismos Públicos",107,"Gerencia de Urbanismo",10306,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",21500,"REPARACION DE MOBILIARIO Y ENSERES",18850.00,18850.00,329.76,329.76,87.71,7.03
2,"Organismos Públicos",108,"Gerencia de Urbanismo",10307,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",21600,"MANTENIMIENTO EQUIPOS INFORMATICOS",125410.00,125410.00,34195.73,34195.73,12673.65,12673.65
2,"Organismos Públicos",109,"Gerencia de Urbanismo",10308,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22000,"ORDINARIO NO INVENTARIABLE",53800.00,53800.00,24283.42,24283.42,7321.02,1409.28
2,"Organismos Públicos",110,"Gerencia de Urbanismo",10309,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22001,"PRENSA REVISTAS, LIBROS Y OTRAS PUBLICACIONES",18000.00,18000.00,28709.72,28709.72,28709.72,27025.72
2,"Organismos Públicos",111,"Gerencia de Urbanismo",10310,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22002,"MATERIAL INFORMATICO NO INVENTARIABLE",80442.00,80442.00,131416.56,111258.25,34462.74,33793.31
2,"Organismos Públicos",112,"Gerencia de Urbanismo",10311,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22100,"ENERGIA ELECTRICA",232500.00,232500.00,274656.15,88295.39,88295.39,88295.39
2,"Organismos Públicos",113,"Gerencia de Urbanismo",10312,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22101,"AGUA",19650.00,19650.00,3554.96,3554.96,3554.96,3554.96
2,"Organismos Públicos",114,"Gerencia de Urbanismo",10313,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22103,"COMBUSTIBLES Y CARBURANTES",20000.00,20000.00,1910.98,1910.98,1910.98,1910.98
2,"Organismos Públicos",115,"Gerencia de Urbanismo",10314,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22104,"VESTUARIO",9500.00,9500.00,0.00,0.00,0.00,0.00
2,"Organismos Públicos",116,"Gerencia de Urbanismo",10315,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22110,"PRODUCTOS DE LIMPIEZA Y ASEO",10000.00,10000.00,8560.75,8560.75,2177.71,1621.70
2,"Organismos Públicos",117,"Gerencia de Urbanismo",10316,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22200,"SERVICIOS DE TELECOMUNICACIONES",57200.00,57200.00,19874.04,19874.04,19874.04,19874.04
2,"Organismos Públicos",118,"Gerencia de Urbanismo",10317,"Gerencia de Urbanismo",1500,"Administración General de Vivienda y Urbanismo",22201,"POSTALES",135000.00,135000.00,154530.20,154530.20,13996.40,13996.40
