"Área","Desc. Área","DG","Desc. DG","Org.","Desc. Org.","Programa","Des. Prog.","Eco.","Desc. Eco.","Créditos Iniciales","Créditos Totales consignados","Gastos Autorizados","Disposiciones ó Compromisos","Obligaciones Reconocidas","Pagos Realizados"
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91395,"AMORTIZACION PTMO. CAJA MADRID (INV 2003)",1194667.93,1194667.93,896068.42,896068.42,896068.42,896068.42
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91104,"DEUDA PIE 2013",8552730.00,8552730.00,0,0,0,0
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91394,"AMORTIZACION PTMO. UNICAJA (INV 2003)",1646773.16,1646773.16,823386.58,823386.58,823386.58,823386.58
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91321,"AMORTIZACIÓN PRÉSTAMO LA CAIXA (PARQUE ARTE SACRO)",631100.00,631100.00,473325.00,473325.00,473325.00,473325.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31001,"INTERESES EUROHYPO (INV. 2007)",1642.36,1642.36,0,0,0,0
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91332,"AMORTIZACIÓN PRÉSTAMO CAJA RURAL (PLAN PAGO PROVEEDORES)",2500000.00,2500000.00,1875000.00,1875000.00,1875000.00,1875000.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91330,"AMORTIZACIÓN PRÉSTAMO SANTANDER (PLAN PAGO PROVEEDORES)",1304816.48,1304816.48,978612.36,978612.36,978612.36,978612.36
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91304,"AMORTIZACIÓN PTMO. BBVA-DEXIA-BCL (REFINANCIACIÓN)",14531119.80,14531119.80,7265559.90,7265559.90,7265559.90,7265559.90
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31032,"INTERESES PRÉSTAMO CAJA RURAL (PLAN PAGO PROVEEDORES)",277835.93,277835.93,140504.69,140504.69,140504.69,140504.69
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91355,"AMORTIZACIÓN PTMO. CAJA MADRID (INV 2004)",887648.95,887648.95,443930.36,443930.36,443930.36,443930.36
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91354,"AMORTIZACIÓN PRÉSTAMO CAJA MADRID (INV 2004)",1921235.40,1921235.40,960617.70,960617.70,960617.70,960617.70
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31088,"INTERESES PRÉSTAMO CAJA MADRID (INV. 2004)",29177.59,29177.59,0,0,0,0
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31096,"INTERESES PRÉSTAMO LA CAIXA (PARQUE ARTE SACRO)",274692.84,274692.84,171461.97,171461.97,171461.97,171461.97
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91101,"AMORTIZ. PTMO Mº INDUSTRIA, TURISMO Y COMERCIO (SUBV.2008)",23993.19,23993.19,0,0,0,0
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91331,"AMORTIZACIÓN PRÉSTAMO BBVA (PLAN PAGO PROVEEDORES)",3125000.00,3125000.00,2343750.00,2343750.00,2343750.00,2343750.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31006,"INTERESES BBVA-DEXIA SABADEL Y BCL (REFINANCIACIÓN 2008)",12189823.40,12189823.40,6269548.51,6269548.51,6269548.51,6269548.51
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31089,"INTERESES PRÉSTAMO CAJA MADRID-2 (INV. 2004)",325339.18,325339.18,170626.80,170626.80,170626.80,170626.80
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91102,"DEUDA PIE 2008",867820.56,867820.56,0,0,0,0
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31031,"INTERESES PRÉSTAMO BBVA (PLAN PAGO PROVEEDORES)",344137.69,344137.69,175958.69,175958.69,175958.69,175958.69
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91307,"AMORTIZACIÓN PRÉSTAMO SANTANDER (INV. 2010)",1200000.00,1200000.00,600000.00,600000.00,600000.00,600000.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31000,"INTERESES OPERACIONES DE TESORERÍA",94291.67,94291.67,0,0,0,0
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91125,"AMORTIZACIÓN PRÉSTAMO I. C. O. (INV.06)",1126666.68,1126666.68,845000.01,845000.01,845000.01,845000.01
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91322,"AMORTIZACIÓN PRÉSTAMO BBVA (AMPLIACIÓM PALACIO EXPOSICIONES)",4361842.11,4361842.11,2180921.06,2180921.06,2180921.06,2180921.06
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31003,"INTERESES PRÉSTAMO BBVA (INV. 2009)",49541.56,49541.56,19149.63,19149.63,19149.63,19149.63
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91398,"AMORTIZACIÓN PTMO. BANESTO (INV. 2009)",1500000.00,1500000.00,750000.00,750000.00,750000.00,750000.00
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31007,"INTERESES PRÉSTAMO BBVA (INV. 2010)",117148.96,117148.96,47918.65,47918.65,47918.65,47918.65
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31002,"INTERESES PRÉSTAMO DEXIA SABADELL (INV. 2009)",49541.56,49541.56,19149.47,19149.47,19149.47,19149.47
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",91397,"AMORTIZACIÓN PTMO. BBVA (INV 2009)",780609.04,780609.04,390304.52,390304.52,390304.52,390304.52
0,"CORPORACIÓN MUNICIPAL",1,"DEUDA PÚBLICA",100,"Deuda Pública",1101,"DEUDA PÚBLICA",31033,"INTERESES PRÉSTAMO CAIXABANK (PLAN PAGO PROVEEDORES)",18438.18,18438.18,10558.92,10558.92,10558.92,10558.92
0,"CORPORACIÓN MUNICIPAL",2,"GRUPO MUNICIPAL PARTIDO POPULAR",200,"Partido Popular",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL P.P.",171087.96,171087.96,125945.29,125945.29,125945.29,111687.96
0,"CORPORACIÓN MUNICIPAL",3,"GRUPO MUNICIPAL PARTIDO SOCIALISTA OBRERO ESPAÑOL",300,"Partido Socialista Obrero Español",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL P.S.O.E.",157887.96,157887.96,92101.31,92101.31,92101.31,78943.98
0,"CORPORACIÓN MUNICIPAL",4,"GRUPO MUNICIPAL IZQUIERDA UNIDA",400,"Izquierda Unida",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL I.U.",39087.96,39087.96,22801.31,22801.31,22801.31,19543.98
0,"CORPORACIÓN MUNICIPAL",5,"GRUPO MUNICIPAL PARTICIPA SEVILLA",500,"Participa Sevilla",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL PARTICIPA SEVILLA",52287.96,52287.96,17429.32,17429.32,17429.32,13071.99
0,"CORPORACIÓN MUNICIPAL",6,"GRUPO MUNICIPAL CIUDADANOS",600,"Ciudadanos",91203,"GRUPOS POLITICOS",48800,"ASIGNACIÓN A GRUPO MUNICIPAL CIUDADANOS",52287.96,52287.96,17429.32,17429.32,17429.32,13071.99
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",100,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",10000,"Área de Hábitat Urbano, Cultura y Turismo",16501,"ALUMBRADO PÚBLICO",22100,"ENERGÍA ELÉCTRICA",8803057.00,8803057.00,668797.77,668797.77,668797.77,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",100,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",10000,"Área de Hábitat Urbano, Cultura y Turismo",91200,"ÓRGANOS DE GOBIERNO",49101,"CUOTA EUROCITIES",15820.00,15820.00,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22706,"ESTUDIOS Y TRABAJOS TÉCNICOS",0,0,1482.25,1482.25,1482.25,1482.25
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",21300,"CONSERVACIÓN MAQUINARIA, INSTALACIONES Y UTILLAJE",60000.00,60000.00,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",60908,"INVERSIÓN NUEVA EN ARBOLADO",395000.00,395000.00,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22799,"OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES",13400875.02,13400875.02,11099932.50,11027332.50,6626055.04,6054769.59
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",61910,"OTRAS INVERSIONES DE REPOSIC.EN INFRAESTR. Y B.DESTINADOS AL",0,0,665.5,665.5,665.5,665.5
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22604,"JURÍDICOS, CONTENCIOSOS",5000.00,5000.00,1104.94,1104.94,1104.94,630.47
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6090314,"OTRAS INVERSIONES NUEVAS EN INSFRAEST. Y BIENES DESTINADOS A",0,186311.01,120761.98,120761.98,120731.50,120731.50
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",61905,"INVERSIÓN DE REPOSICIÓN DE MOBILIARIO URBANO",377000.00,377000.00,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",62300,"INVERSIÓN NUEVA EN MAQUINARIA, INSTALACIONES TÉCNICAS Y UTIL",90000.00,90000.00,44701.85,44701.85,44701.85,39446.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6190314,"OTRAS INV.DE REPOSICION EN INFRAE Y BIENES USO GENERAL",0,73774.27,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",61903,"OTRAS INVERSIONES  REPOSICIÓN EN PARQUES Y ZONAS AJARDINADAS",730000.00,730000.00,296050.03,213917.44,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22400,"PRIMAS DE SEGUROS",0,0,76310.76,76310.76,76310.76,73790.87
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",6130000,"REPOSIC. DE PARQUES Y ZONAS AJARDINADAS",0,0,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22199,"OTROS SUMINISTROS",200000.00,200000.00,116572.85,116572.85,18492.85,18492.85
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",48801,"CONVENIO MANTENIMIENTO PINO MONTANO",85000.00,85000.00,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22701,"SEGURIDAD",356603.00,356603.00,196174.98,196174.98,113065.96,97066.06
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10101,"Servicio de Parques y Jardines",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",22401,"INDEMNIZACIONES POR RESPONSABILIDAD PATRIMONIAL",115000.00,115000.00,53562.67,53562.67,53562.67,32622.36
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",16221,"GESTIÓN DE RESIDUOS SÓLIDOS URBANOS",46302,"TRANSFERENCIA MANCOMUNIDAD DE LOS ALCORES",373125.87,373125.87,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",7630207,"MANCOMUNIDAD DE LOS ALCORES",0,0,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",46700,"TRANSFERENCIA CONSORCIO DE LA CORCHUELA",171748.00,171748.00,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",7630206,"TFRA MANCOMUNIDAD LOS ALCORES",0,0,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17101,"CONSERVACIÓN Y MANTENIMIENTO DE PARQUES Y JARDINES",76700,"TRANSFERENCIA CONSORCIO DE LA CORCHUELA",15200.00,15200.00,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17211,"PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMOSFÉRICA EN LAS ZONAS URBANAS",22699,"OTROS GASTOS DIVERSOS",32500.00,32500.00,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17211,"PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMOSFÉRICA EN LAS ZONAS URBANAS",22604,"JURÍDICOS, CONTENCIOSOS",49825.40,49825.40,150,150,150,150
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17211,"PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMOSFÉRICA EN LAS ZONAS URBANAS",22602,"PUBLICIDAD Y PROPAGANDA",5000.00,0,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17211,"PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMOSFÉRICA EN LAS ZONAS URBANAS",62300,"INVERSIÓN NUEVA EN MAQUINARIA, INSTALACIONES TÉCNICAS Y UTIL",10000.00,15000.00,9839.77,9839.77,9839.77,9839.77
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10103,"Servicio de Protección Ambiental",17211,"PROTECCIÓN CONTRA LA CONTAMINACIÓN ACÚSTICA, LUMÍNICA Y ATMOSFÉRICA EN LAS ZONAS URBANAS",22799,"OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES",104080.00,104080.00,53240.00,53240.00,47190.00,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10104,"Servicio de Estudios y Planificación",17212,"PROTECCIÓN DEL MEDIO AMBIENTE Y LIMPIEZA DE ZONAS VERDES",6230005,"MAQUINARIAS, INSTALACIONES Y UTILLAJES",0,0,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",101,"DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y PARQUES Y JARDINES",10104,"Servicio de Estudios y Planificación",17212,"PROTECCIÓN DEL MEDIO AMBIENTE Y LIMPIEZA DE ZONAS VERDES",6230006,"MAQUINARIA, INSTALACIONES Y UTILLAJE",0,0,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",102,"GERENCIA DE URBANISMO",10200,"Gerencia de Urbanismo",15101,"URBANISMO",71000,"AL ORGANISMO AUTONOMO GERENCIA URBANISMO",16960855.00,16960855.00,3765217.91,3765217.91,3765217.91,356768.47
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",102,"GERENCIA DE URBANISMO",10200,"Gerencia de Urbanismo",15101,"URBANISMO",41000,"AL ORGANISMO AUTONOMO GERENCIA URBANISMO",34781689.64,34781689.64,15393574.00,15393574.00,15393574.00,15393574.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",102,"GERENCIA DE URBANISMO",10200,"Gerencia de Urbanismo",15325,"#N/A",6110000,"REPOSICIÓN DE VIALES",0,0,0,0,0,0
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",105,"DIRECCIÓN GENERAL DE CULTURA",10501,"Coordinación y Gestión del Instituto de la Cultura y las Artes de Sevilla",33401,"PROMOCIÓN CULTURAL",45390,"OTRAS SUBVENCIONES A SOC. MERC..EPES Y OTROS.REAL ORQUESTA S",3048000.00,3048000.00,3048000.00,3048000.00,3048000.00,3048000.00
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",105,"DIRECCIÓN GENERAL DE CULTURA",10501,"Coordinación y Gestión del Instituto de la Cultura y las Artes de Sevilla",33401,"PROMOCIÓN CULTURAL",46701,"APORTACIÓN EXTRAORDINARIA. ATRASOS CONSORCIO TEATRO MAESTRAN",284246.66,284246.66,284246.66,284246.66,284246.66,284246.66
1,"ÁREA DE HÁBITAT URBANO, CULTURA Y TURISMO",105,"DIRECCIÓN GENERAL DE CULTURA",10501,"Coordinación y Gestión del Instituto de la Cultura y las Artes de Sevilla",33401,"PROMOCIÓN CULTURAL",46700,"APORTACIÓN ORDINARIA  CONSORCIO TEATRO MAESTRANZA",629085.11,629085.11,629085.11,629085.11,629085.11,629085.11
