"Ejercicio","TipoVehículo","MarcaModelo","NumBastidor","Tipo_dato","Cantidad_dato","tipoBeneficio","desc_tipo_beneficio","porcentajeBeneficio"
2017,"MOTOCICLETA","SUZUKI GSR600","JS1B9111100103100","C.C","599",,,
2017,"TURISMO","MERCEDES C 200","WDD2040071A137603","C.F.V.","13.9",,,
2017,"TURISMO","B.M.W. 530IA AUTOM","WBANA71000B601162","C.F.V.","19.89",,,
2017,"TURISMO","HONDA CRV","SHSRE67508U006574","C.F.V.","14.12",,,
2017,"TURISMO","VOLKSWAGEN GOLF","WVWZZZ1KZ8W227093","C.F.V.","10.7",,,
2017,"TURISMO","SEAT IBIZA 1.9","VSSZZZ6LZ6R525441","C.F.V.","12.89",,,
2017,"TURISMO","SEAT IBIZA","VSSZZZ6LZ8R085992","C.F.V.","9.67","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","CITROEN C5","VF7RCRHRH76797890","C.F.V.","13.3",,,
2017,"TURISMO","VOLKSWAGEN PASSAT","WVWZZZ3CZ8E096619","C.F.V.","13.19",,,
2017,"TURISMO","PEUGEOT 107","VF3PN8HTC88711708","C.F.V.","10.74",,,
2017,"TURISMO","PEUGEOT 308","VF34C9HZC55107874","C.F.V.","11.45",,,
2017,"TURISMO","CHEVROLET KALOS","KL1SF487J8B162767","C.F.V.","10.75",,,
2017,"TURISMO","TOYOTA YARIS","VNKKL96360A229113","C.F.V.","10.28",,,
2017,"TURISMO","FORD FOCUS","WF05XXGCD56R49763","C.F.V.","12.3",,,
2017,"TURISMO","RENAULT SCENIC","VF1JM0U0639192130","C.F.V.","13.3","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","B.M.W. 320D","WBAWD11030PW07453","C.F.V.","13.3",,,
2017,"CAMION","CHRYSLER VOYAGER 2.5 CRD","1C8GYN3742U537980","CARGA","567",,,
2017,"MOTOCICLETA","KAWASAKI Z750","JKAZR750LLA030247","C.C","748",,,
2017,"TURISMO","FORD FIESTA","WF0HXXWPJH7J66624","C.F.V.","10.74","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"MOTOCICLETA","SUZUKI GSR600","JS1B9111100125464","C.C","599",,,
2017,"TURISMO","MAZDA MAZDA RXÑ8","JMZSE17N270147907","C.F.V.","32.99",,,
2017,"CAMION","CITROEN JUMPER","VF7YAAMFA11370224","CARGA","1155",,,
2017,"TURISMO","PEUGEOT 207 1.4","VF3WC8FSC34205074","C.F.V.","10.73",,,
2017,"TURISMO","MINI COOPER D","WMWMG31060TU50700","C.F.V.","11.47",,,
2017,"TURISMO","CITROEN XSARA 2.0","VF7N1RHYB73905905","C.F.V.","13.3",,,
2017,"SEMIRREMOLQUE","MONTENEGRO SPU 3S","VST003150VM002162","CARGA","25720",,,
2017,"TURISMO","B.M.W. 318 TDS","WBACJ51070AS22483","C.F.V.","11.93",,,
2017,"CICLOMOTOR","YAMAHA YN50","VTLSA341000002251","C.C","49",,,
2017,"CICLOMOTOR","YAMAHA CS50Z","VTLSA22X000029887","C.C","49",,,
2017,"CICLOMOTOR","APRILIA SR50 AGUA","ZD4MZG100XS018934","C.C","49.2",,,
2017,"CICLOMOTOR","YAMAHA CS50","VTLSA22V000031225","C.C","49",,,
2017,"CICLOMOTOR","KYMCO DINK 50","RFBT8100071003948","C.C","49",,,
2017,"TRACTOR","POLARIS SPORTSMAN 500","4XACH50A72A545015","C.F.V.","3.32",,,
2017,"TRACTOR","DITCH-WITCH DICOS H 842","5S0704","C.F.V.",".28",,,
2017,"TRACTOR","LAMBORGHINI R3 95 TB 4WD","L13P914WVTB1370","C.F.V.","20.19","VA","VEHICULO AGRICOLA",100
2017,"TURISMO","FORD FIESTA 1 6","VS6BXXWPFBJG92249","C.F.V.","11.63",,,
2017,"TURISMO","SKODA FABIA 1.9 SDI 5V","TMBNF46Y8Y3078609","C.F.V.","12.89",,,
2017,"TURISMO","OPEL ZAFIRA","W0L0TGF75Y2284521","C.F.V.","13.3",,,
2017,"TURISMO","FORD FIESTA 1 6","VS6BXXWPFBGM21445","C.F.V.","11.63","VH","VEHICULO HISTORICO",100
2017,"MOTOCICLETA","YAMAHA SR 250","VTL3THS00NA069962","C.C","239",,,
2017,"MOTOCICLETA","VESPA PK 75 KL","96C07360","C.C","74",,,
2017,"MOTOCICLETA","YAMAHA SR250","VTL3THS00VA078678","C.C","239",,,
2017,"CAMION","NISSAN PATROL GR","JN10KYY60U0835161","CARGA","585",,,
2017,"CAMION","MERCEDES 110 D","VSA63817413017963","CARGA","800",,,
2017,"TURISMO","SEAT IBIZA 2.0 3P","VSSZZZ6KZZR024137","C.F.V.","13","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"MOTOCICLETA","HONDA XR400R","JH2NE03A6XK402011","C.C","397",,,
2017,"MOTOCICLETA","KYMCO XCITING 500","RFBT7003072400714","C.C","498",,,
2017,"TURISMO","FORD FOCUS","WF0BXXGCDB1P49055","C.F.V.","11.63",,,
2017,"TURISMO","MERCEDES C 220","WDD2040081A084677","C.F.V.","13.9",,,
2017,"TURISMO","PEUGEOT 307","VF33C9HXC84713026","C.F.V.","11.47",,,
2017,"TURISMO","PEUGEOT 206","VF32A8HZA47684875","C.F.V.","10.75",,,
2017,"TURISMO","HYUNDAI ATOS PRIME","MALAC51HP7M086985","C.F.V.","9.23",,,
2017,"TURISMO","HYUNDAI ATOS PRIME","MALAC51HP7M086996","C.F.V.","9.23",,,
2017,"TURISMO","KIA CEED","U5YFF52428L019256","C.F.V.","11.56",,,
2017,"TURISMO","FORD FUSION","WF0UXXGAJU3T17288","C.F.V.","10.69",,,
2017,"CAMION","NISSAN INTERSTAR","VNVF3BWH6UB012175","CARGA","1429",,,
2017,"TURISMO","A.U.D.I. A4 2.0","WAUZZZ8E77A125466","C.F.V.","13.19",,,
2017,"TURISMO","FIAT STILO","ZFA19200000234842","C.F.V.","11.63",,,
2017,"TURISMO","ALFA ROMEO ALFA 147","ZAR93700003357088","C.F.V.","12.95",,,
2017,"TURISMO","SEAT IBIZA","VSSZZZ6LZ8R083569","C.F.V.","8.72",,,
2017,"TURISMO","AUDI A4","WAUZZZ8K78N007272","C.F.V.","13.19",,,
2017,"CAMION","IVECO 35S12SV","ZCFC358100D224029","CARGA","1435",,,
2017,"CAMION","LANCIA PHEDRA","ZLA17900013356951","CARGA","787",,,
2017,"TURISMO","HYUNDAI I30","KMHDC51TP8U036606","C.F.V.","11.57",,,
2017,"TURISMO","OPEL ZAFIRA","W0L0AHM758G037683","C.F.V.","12.94",,,
2017,"TURISMO","PEUGEOT 807 ST PACK HDI","VF3EBRHRH13350993","C.F.V.","13.3",,,
2017,"TURISMO","HYUNDAI SANTA FE","KMHSH81WP6U091147","C.F.V.","14.05",,,
2017,"CAMION","MITSUBISHI GALLOPER SUPER","JMB0NV2402J001194","CARGA","755",,,
2017,"TURISMO","MERCEDES-BENZ C 200 CDI","WDB2030041A469221","C.F.V.","13.9",,,
2017,"TURISMO","PEUGEOT 1007 1.4","VF3KMKFVC20089226","C.F.V.","10.56",,,
2017,"TURISMO","FORD FOCUS","WF0PXXWPDP8B35981","C.F.V.","11.47",,,
2017,"TURISMO","PEUGEOT 307","VF33CRHRJ84954271","C.F.V.","13.3",,,
2017,"TURISMO","PEUGEOT 307 1.6","VF33CNFUL84707102","C.F.V.","11.59",,,
2017,"TURISMO","HONDA CIVIC","SHHFN13608U002648","C.F.V.","12.5",,,
2017,"TURISMO","RENAULT MEGANE COUPE CAB","VF1EMS40634952181","C.F.V.","12.78",,,
2017,"TURISMO","OPEL CORSA 1.2","W0L0XCF6844285120","C.F.V.","9.78",,,
2017,"TURISMO","PEUGEOT 207 1.6","VF3WB5FWC33868112","C.F.V.","11.57",,,
2017,"MOTOCICLETA","KYMCO  XCITING  500","RFBT7000053200634","C.C","498",,,
2017,"TURISMO","FORD C-MAX","WF0EXXGCDE7M26992","C.F.V.","13.3","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","VOLKSWAGEN POLO","WVWZZZ9NZ2Y011836","C.F.V.","8.72",,,
2017,"CAMION","FIAT DOBLO 1.3","ZFA22300005567115","CARGA","675",,,
2017,"TURISMO","LANCIA YPSILON","ZLA84300003077863","C.F.V.","10",,,
2017,"TURISMO","ROVER ROVER 75","SARRJSLHP4D313994","C.F.V.","13.12",,,
2017,"TURISMO","SEAT CORDOBA 1,9 TDI","VSSZZZ6KZ2R193181","C.F.V.","12.89",,,
2017,"TRACTOR","MERCEDES BENZ","WDB9340321L290584","C.F.V.","45.76",,,
2017,"MOTOCICLETA","YAMAHA WR250F","ZJLCG30WE00001467","C.C","249.6",,,
2017,"CAMION","VOLVO FM7 42 290","YV2J4DEA9XA298799","CARGA","8790",,,
2017,"CICLOMOTOR","DAELIM E FIVE","KMYSE1B4N3C000201","C.C","49",,,
2017,"CICLOMOTOR","YAMAHA   YN 50 R","VTLSA211000011884","C.C","49",,,
2017,"CICLOMOTOR","MOTO GAC KANOWEY","G07965","C.C","49",,,
2017,"CICLOMOTOR","KYMCO DINK50","RFBSH10BA39003883","C.C","49",,,
2017,"CICLOMOTOR","YAMAHA","VTLSA22X000034957","C.C","49",,,
2017,"CICLOMOTOR","LIGIER NOVA","VJRJS20FD00001836","C.C","49",,,
2017,"TURISMO","ALFA ROMEO ALFA ROMEO 146","ZAR93000002246827","C.F.V.","11.63",,,
2017,"TURISMO","VOLKSWAGEN-GOLF","WVWZZZ1JZXB125804","C.F.V.","11.62",,,
2017,"TURISMO","ROVER ROVER 214 SI","SARRFMNHMWD178198","C.F.V.","10.73",,,
2017,"CAMION","FORD-COURIER 1.8","SFA5XXBAF5PP11985","CARGA","350",,,
2017,"TURISMO","KIA CARNIVAL","KNEUP7512Y6125780","C.F.V.","16.65",,,
2017,"CAMION","OPEL FRONTERA","SED5KMWL4VV606372","CARGA","659",,,
2017,"TURISMO","SEAT-IBIZA","VSSZZZ6KZXR069001","C.F.V.","12.89","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","OPEL ASTRA","W0L000058P5268892","C.F.V.","10.69",,,
2017,"CAMION","VOLKSWAGEN-KOMBI","WV2ZZZ70ZXX122944","CARGA","898",,,
2017,"TURISMO","CITROEN C5 2.0","VF7DCRHZB76404932","C.F.V.","13.3",,,
2017,"TURISMO","PEUGEOT 207 1.6","VF3WA5FWC33778851","C.F.V.","11.57",,,
2017,"TURISMO","PEUGEOT 207","VF3WC8HZC33348394","C.F.V.","10.62",,,
2017,"MOTOCICLETA","VESPA 125","VI2542CL214672","C.C","121","VH","VEHICULO HISTORICO",100
2017,"TURISMO","KIA CEE'D","U5YFF24127L045617","C.F.V.","10.73",,,
2017,"TURISMO","PEUGEOT 107","VF3PN8HTC88705894","C.F.V.","10.74",,,
2017,"MOTOCICLETA","VESPA PK 75 XL","96C08288","C.C","74",,,
2017,"TURISMO","MAZDA 5","JMZCR19R670192346","C.F.V.","13.3",,,
2017,"TURISMO","VOLKSWAGEN PASSAT 1.9","WVWZZZ3BZ4E186109","C.F.V.","12.89","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","BMW 118D","WBAUD71020P206003","C.F.V.","13.3",,,
2017,"TURISMO","SEAT IBIZA","VSSZZZ6LZ8R122530","C.F.V.","12.89",,,
2017,"TURISMO","FORD MONDEO","WF0EXXGBBE8R37252","C.F.V.","13.3",,,
2017,"TURISMO","FORD MONDEO","WF0EXXGBBE7Y37799","C.F.V.","13.3",,,
2017,"MOTOCICLETA","SUZUKI AN400","JS1CG111100130700","C.C","400",,,
2017,"TURISMO","FORD FOCUS","WF0BXXGCDBYY17526","C.F.V.","12.3",,,
2017,"CAMION","IVECO 35S18","ZCFC35D000D379938","CARGA","980",,,
2017,"TURISMO","RENAULT MEGANE GR SCENIC","VF1JM02D532274021","C.F.V.","11.02",,,
2017,"TURISMO","SKODA FABIA","TMBCD65J483131707","C.F.V.","11.63","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"MOTOCICLETA","KAWASAKI Z750","JKAZR750LLA025454","C.C","748",,,
2017,"TURISMO","PEUGEOT 207","VF3WA9HXC33930921","C.F.V.","11.45",,,
2017,"CAMION","CITROEN BERLINGO","VF7GJ9HXC8J068401","CARGA","545",,,
2017,"CAMION","B.M.W. X5","WBAFF41010L068236","CARGA","680",,,
2017,"TURISMO","FORD FOCUS","WF0PXXWPDP8B29501","C.F.V.","11.47",,,
2017,"TURISMO","PEUGEOT 207","VF3WE8FSC34290522","C.F.V.","10.73","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","PEUGEOT 407","VF36JRHRH21720312","C.F.V.","13.3",,,
2017,"TURISMO","SEAT IBIZA","VSSZZZ6LZ8R166881","C.F.V.","8.72",,,
2017,"TURISMO","CITROEN C4 PICASSO 2.0","VF7UARFJH45279409","C.F.V.","13.3",,,
2017,"CAMION","OPEL VIVARO","W0LF7BHA68V632924","CARGA","1246",,,
2017,"TURISMO","CITROEN C4 PICASSO","VF7UD9HZH45281734","C.F.V.","11.47",,,
2017,"CAMION","RENAULT TRAFIC","VF1JLBJB68Y257868","CARGA","1067",,,
2017,"TURISMO","VOLKSWAGEN TRANSPORTER","WV2ZZZ7HZ8H054582","C.F.V.","16.48","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","PEUGEOT 207","VF3WE9HXC34173311","C.F.V.","11.45",,,
2017,"TURISMO","PEUGEOT 307 1.6","VF33CNFUL84666940","C.F.V.","11.59",,,
2017,"CAMION","IVECO ML180E28K","ZCFA1TM0302517813","CARGA","9538",,,
2017,"TURISMO","A.U.D.I. A4","WAUZZZ8K88N009273","C.F.V.","13.19",,,
2017,"MOTOCICLETA","BETA REV 3","ZD3B9000020006019","C.C","250",,,
2017,"TURISMO","FORD FIESTA","WF0HXXWPJH2B13220","C.F.V.","10.69","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"MOTOCICLETA","HYOSUNG GT 125 R","KM4MF51E561101459","C.C","124",,,
2017,"CAMION","FIAT DOBLO","ZFA22300005588474","CARGA","600",,,
2017,"TURISMO","TOYOTA AVENSIS 2.2 177 SD","SB1BB56L20E010893","C.F.V.","15.18",,,
2017,"TURISMO","MERCEDES CLK 320","WDB2093201F251356","C.F.V.","19.92",,,
2017,"TURISMO","MERCEDES-BENZ A180CDI","WDD1690071J033185","C.F.V.","13.28",,,
2017,"TURISMO","FORD FIESTA","WF0DXXGAJD5E14220","C.F.V.","11.47",,,
2017,"TURISMO","SEAT IBIZA","VSSZZZ6LZ8R152623","C.F.V.","9.67",,,
2017,"TURISMO","HYUNDAI I30","KMHDC51UP8U062861","C.F.V.","13.28",,,
2017,"TURISMO","MERCEDES-BENZ B180CDI","WDD2452071J358694","C.F.V.","13.28",,,
2017,"TURISMO","PEUGEOT 207","VF3WE8FSC34035935","C.F.V.","10.73","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","OPEL ASTRA","W0L0AHL698G102038","C.F.V.","12.01",,,
2017,"TURISMO","OPEL ASTRA","W0L0AHL6785027203","C.F.V.","12.47",,,
2017,"MOTOCICLETA","HONDA NSS250X","JH2MF08A27K102452","C.C","250",,,
2017,"CAMION","MERCEDES-BENZ 111CDI","WDF63970113009180","CARGA","840",,,
2017,"CAMION","MERCEDES-BENZ ML 320 CDI 4M","WDC1641221A380417","CARGA","645",,,
2017,"TURISMO","PEUGEOT 306 BK BLD 2.0 HDI","VF37ERHYF33133559","C.F.V.","13.31",,,
2017,"TURISMO","TOYOTA TOYOTA COROLLA VERSO","NMTEB16R80R119891","C.F.V.","15.18",,,
2017,"TURISMO","FORD FOCUS","WF0HXXWPDH8B31705","C.F.V.","11.47",,,
2017,"TURISMO","FORD FOCUS","WF03XXGCD37M10273","C.F.V.","12.3",,,
2017,"MOTOCICLETA","HONDA FJS400D","JH2NF01A18K201005","C.C","399",,,
2017,"TURISMO","KIA CEED","U5YFF23228L002149","C.F.V.","11.61",,,
2017,"TURISMO","KIA SPORTAGE","U6YJE55228L007107","C.F.V.","13.21",,,
2017,"TURISMO","SEAT ALTEA XL","VSSZZZ5PZ8R060714","C.F.V.","12.89",,,
2017,"TURISMO","KIA CARENS","KNEFG52428K160467","C.F.V.","13.28",,,
2017,"MOTOCICLETA","DAELIM SL125U","KMYSA7BLS7C000583","C.C","124",,,
2017,"CAMION","RENAULT GRAND ESPACE 2.0","VF1JK01D638682423","CARGA","705",,,
2017,"TURISMO","RENAULT SCENIC 1.9","VF1JMK40638459214","C.F.V.","12.78",,,
2017,"TURISMO","TOYOTA TOYOTA COROLLA VERSO","NMTEB16R40R143525","C.F.V.","15.18",,,
2017,"TURISMO","TOYOTA TOYOTA AURIS","NMTKM56E30R015942","C.F.V.","10.78",,,
2017,"TURISMO","TOYOTA TOYOTA COROLLA VERSO","NMTER16R20R126637","C.F.V.","12.48","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"MOTOCICLETA","YAMAHA YP125E","VTLSE068000005775","C.C","124",,,
2017,"TURISMO","FIAT BRAVA","ZFA18200005184653","C.F.V.","12.95",,,
2017,"TURISMO","PEUGEOT 308","VF34C5FWC55081189","C.F.V.","11.57",,,
2017,"CAMION","FORD TRANSIT CONNECTÑCONNEC","WF0GXXTTPG7S33330","CARGA","489",,,
2017,"TURISMO","FORD FIESTA","WF0DXXGAJD6Y06847","C.F.V.","10.69",,,
2017,"TURISMO","KIA RIO","KNEDE241286326006","C.F.V.","10.74",,,
2017,"TURISMO","PEUGEOT 207 16 HDI 16V","VF3WC9HXC33397835","C.F.V.","11.45",,,
2017,"TURISMO","TOYOTA YARIS","VNKKC983X0A153618","C.F.V.","10.59",,,
2017,"TURISMO","CITROEN XSARA 2.0 HDI EXCLUSIV","VF7N1RHZB73840999","C.F.V.","13.3",,,
2017,"TURISMO","RENAULT LAGUNA 2.0","VF1BGETB636900777","C.F.V.","13.29",,,
2017,"TURISMO","PEUGEOT 807","VF3EBRHRH13367703","C.F.V.","13.3",,,
2017,"TURISMO","A.U.D.I. A3","WAUZZZ8P98A118120","C.F.V.","12.89",,,
2017,"CAMION","NISSAN PRIMASTAR","VSKF4BHC6UY611456","CARGA","1160",,,
2017,"TURISMO","TOYOTA TOYOTA YARIS","VNKJC98390A123053","C.F.V.","10.59",,,
2017,"TURISMO","FORD C MAXÑDM2Ñ4PUERTAS MUL","WF0EXXGCDE7P53521","C.F.V.","12.3",,,
2017,"TURISMO","FORD S-MAX","WF0SXXGBWS7M62330","C.F.V.","13.3",,,
2017,"TURISMO","SEAT ALTEA XL","VSSZZZ5PZ7R072230","C.F.V.","12.89",,,
2017,"TURISMO","PEUGEOT 207 1.4","VF3WA8FSC33966248","C.F.V.","10.73","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","CITROEN C4 1.6","VF7LCNFUC74488746","C.F.V.","11.59",,,
2017,"TURISMO","HYUNDAI I 30","KMHDC51CP8U056846","C.F.V.","10.74",,,
2017,"TURISMO","CITROEN C3 1.1","VF7FCHFXC29097452","C.F.V.","9.42",,,
2017,"TURISMO","SKODA FABIA","TMBBA25J083095432","C.F.V.","8.72",,,
2017,"CAMION","OPEL VIVARO","W0LJ7ACA66V630089","CARGA","979",,,
2017,"TURISMO","CHEVROLET MATIZ","KL1KF480J6C172619","C.F.V.","8.76",,,
2017,"TURISMO","RENAULT MEGANE","VF1EMSE0636851676","C.F.V.","11.02",,,
2017,"TURISMO","KIA CEE'D","U5YFF24127L056182","C.F.V.","10.73",,,
2017,"TURISMO","CHEVROLET LACETTI-KLAN","KL1NF48UJ7K706683","C.F.V.","13.28",,,
2017,"TURISMO","B.M.W. 120IÑ187","WBAUA71050VE63129","C.F.V.","13.3",,,
2017,"TURISMO","TOYOTA TOYOTA RAV4","JTMBH31V805050290","C.F.V.","13.31",,,
2017,"CAMION","KIA KIA CARNIVAL","KNEMB754276181620","CARGA","730",,,
2017,"TURISMO","RENAULT LAGUNA","VF1BG0G0627469322","C.F.V.","12.78",,,
2017,"TURISMO","OPEL ASTRA GTC-A-HC","W0L0AHL0885085234","C.F.V.","11.63",,,
2017,"MOTOCICLETA","GILERA NEXUS 500","ZAPM3510000003674","C.C","459",,,
2017,"TURISMO","HONDA CIVIC","SHHFK27608U010477","C.F.V.","12.5",,,
2017,"TURISMO","SKODA OCTAVIA 1.8.","TMBZZZ1U9W2107905","C.F.V.","12.42","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"CICLOMOTOR","SUZUKI AH50","CA1GA146723","C.C","49",,,
2017,"CICLOMOTOR","GILERA RUNNER 50 SP","ZAPC4610000027859","C.C","49",,,
2017,"TRACTOR","YAMAHA YFM 660","JY4AM02W010001519","C.F.V.","3.69",,,
2017,"CAMION","CHRYSLER VOYAGER 2.5 TD SE","1C4GYN2M2TU114034","CARGA","750",,,
2017,"TURISMO","FORD TRANSIT","WF0KXXBDVKWA85341","C.F.V.","15.21",,,
2017,"TURISMO","FORD MONDEO 5 PUERTAS 1.8D","WF0AXXGBBAXE69358","C.F.V.","12.31",,,
2017,"MOTOCICLETA","VESPA 125","VTA309601","C.C","121","VH","VEHICULO HISTORICO",100
2017,"TURISMO","NISSAN TRADE","VWAPF1104SA747634","C.F.V.","13.12",,,
2017,"TURISMO","NISSAN PRIMERA","SJNBCAP10U0200682","C.F.V.","13","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"MOTOCICLETA","SUZUKI GN.250","NJ41A112989","C.C","249",,,
2017,"TURISMO","OPEL VECTRA-B-CC","W0L000038V7003961","C.F.V.","12.49",,,
2017,"MOTOCICLETA","VESPA 125 CC","NK9247839","C.C","121",,,
2017,"TURISMO","SEAT LEON 1.9 TDI","VSSZZZ1PZ6R040481","C.F.V.","12.89",,,
2017,"TURISMO","CHEVROLET","KL1NF48UJ7K703029","C.F.V.","13.28",,,
2017,"TURISMO","CITROEN XSARA","VF7N1RHYB73615125","C.F.V.","13.3",,,
2017,"TURISMO","FIAT PUNTO","ZFA19900000260237","C.F.V.","10.03",,,
2017,"TURISMO","VOLKSWAGEN GOLF 1.6 4 P","WVWZZZ1JZ2W230386","C.F.V.","11.63",,,
2017,"TURISMO","ALFA ROMEO ALFA 156","ZAR93200001315725","C.F.V.","11.63",,,
2017,"TURISMO","OPEL CORSA","W0L0SDL6884122151","C.F.V.","9.93",,,
2017,"TURISMO","MERCEDES BENZ E-320 CDI","WDB2110221A848232","C.F.V.","19.92",,,
2017,"TURISMO","OPEL CORSA","W0L0SDL0876087764","C.F.V.","12.01",,,
2017,"TURISMO","A.U.D.I. A4","WAUZZZ8E62A074177","C.F.V.","12.42",,,
2017,"MOTOCICLETA","YAMAHA FZ6-N","JYARJ074000036828","C.C","600",,,
2017,"TURISMO","PEUGEOT 307 XS 1.6","VF33CNFUB82030271","C.F.V.","11.59",,,
2017,"TURISMO","FIAT BRAVO","ZFA19800004022848","C.F.V.","12.95",,,
2017,"TURISMO","ROVER 25 1.6","SARRFYWES5D806845","C.F.V.","11.59","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"MOTOCICLETA","YAMAHA XV 250","JYA3LV00000026311","C.C","248",,,
2017,"CAMION","PEUGEOT EXPERT","VF3XV9HUC64114822","CARGA","1200",,,
2017,"TURISMO","TOYOTA YARIS","VNKKC98390A151097","C.F.V.","10.59","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","A.U.D.I. A3 1.9","WAUZZZ8P64A165468","C.F.V.","12.89",,,
2017,"TURISMO","MERCEDES-BENZ ML 270 CDI","WDC1631131X732103","C.F.V.","17.73",,,
2017,"TURISMO","FIAT SEICENTO","ZFA18700000946832","C.F.V.","9.34","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","KIA PICANTO","KNEBA24324T026501","C.F.V.","9.06",,,
2017,"TURISMO","A.U.D.I. A 3 1 9 TDI","WAUZZZ8L72A057323","C.F.V.","12.89",,,
2017,"TURISMO","PEUGEOT 307","VF33CRHYB82447213","C.F.V.","13.31",,,
2017,"TURISMO","FORD MONDEO SEDAN","WF04XXGBB43M31813","C.F.V.","13.3","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"CICLOMOTOR","YAMAHA TZR50","VTL4YV00000010655","C.C","49",,,
2017,"TURISMO","OPEL-CORSA","W0L000078T4042307","C.F.V.","10.69",,,
2017,"TURISMO","FORD MONDEO","WF0AXXGBBAYR23974","C.F.V.","12.48","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","SEAT-IBIZA","VSSZZZ6KZTR129859","C.F.V.","12.89",,,
2017,"TURISMO","FORD FIESTA 2 PUERTAS POR","WF0BXXGAJBYB76313","C.F.V.","10.28",,,
2017,"TURISMO","NISSAN PRIMERA 4P 2.0","SJNBCAP11U0433728","C.F.V.","13.3",,,
2017,"CAMION","PEUGEOT BOXER","VF3YBBMFB11417993","CARGA","1375",,,
2017,"TURISMO","SEAT CORDOBA","VSSZZZ6LZ8R163214","C.F.V.","12.89",,,
2017,"TURISMO","DACIA LOGAN","UU1KSD0F538704773","C.F.V.","11.64",,,
2017,"TURISMO","PEUGEOT 306 SEDAN BLD HDI","VF37BRHYE33130874","C.F.V.","13.31","VM","VEHÍCULOS DISCAPACITADOS",100
2017,"TURISMO","PEUGEOT 308","VF34C9HZH55180337","C.F.V.","11.45",,,
2017,"TURISMO","OPEL CORSA","W0L0SDL0886109039","C.F.V.","9.93",,,
2017,"TURISMO","FORD FIESTA","WF0HXXWPJH8A43709","C.F.V.","10.74",,,
2017,"TURISMO","SMART SMART","WME4503321J087220","C.F.V.","6.31",,,
2017,"TURISMO","MERCEDES-BENZ C220 CDI","WDB2037081A768702","C.F.V.","13.9",,,
2017,"TURISMO","FIAT 500","ZFA31200000100158","C.F.V.","10",,,
2017,"TURISMO","FORD FOCUS","WF0GXXGCDG8A82452","C.F.V.","11.47",,,
2017,"MOTOCICLETA","HONDA CB600F","ZDCPC41A08F050042","C.C","599",,,
2017,"TURISMO","FORD MONDEO-BA7-4PUERT PORT","WF0EXXGBBE8A60732","C.F.V.","13.31",,,
2017,"CAMION","TATA SAFARI","MAT4030958NL00589","CARGA","600",,,
2017,"CAMION","VOLKSWAGEN TOUAREG","WVGZZZ7LZ8D052553","CARGA","624",,,
2017,"TURISMO","PEUGEOT 807","VF3EB4HTH13376409","C.F.V.","14.01",,,
2017,"MOTOCICLETA","PIAGGIO X EVO 400","ZAPM5210100001539","C.C","399",,,
2017,"TURISMO","PEUGEOT 308","VF34C5FWC55139388","C.F.V.","11.57",,,
2017,"TURISMO","CITROEN C4 1.4","VF7LCKFUC74841406","C.F.V.","10.56",,,
2017,"TURISMO","KIA SPORTAGE","U6YJE55228L007155","C.F.V.","13.21",,,
2017,"MOTOCICLETA","SUZUKI VL250","JS1A5111200102310","C.C","248",,,
2017,"CAMION","KIA FRONTIER","KNESE01325K036673","CARGA","1509",,,
2017,"TURISMO","FORD GALAXY","WF0GXXPSSG2B34567","C.F.V.","12.89",,,
2017,"TURISMO","OPEL ASTRA","W0L0TGF4825245291","C.F.V.","13.29",,,
2017,"MOTOCICLETA","HARLEY DAVIDSON FXDB","5HD1GX41X8K327539","C.C","1584",,,
2017,"TURISMO","HONDA CR-V","SHSRE67708U016180","C.F.V.","14.12",,,
2017,"TURISMO","FORD FOCUS C-MAX","WF0EXXGCDE8R48184","C.F.V.","11.63",,,
2017,"TURISMO","KIA CEED","U5YFF52228L032357","C.F.V.","11.61",,,
2017,"TURISMO","OPEL ASTRA 1.6","W0L0TGF0845068364","C.F.V.","11.63",,,
2017,"MOTOCICLETA","SUZUKI VL 800","JS1BM111100113247","C.C","805",,,
2017,"TURISMO","NISSAN TIIDA-C11","3N1FCAC11UK421761","C.F.V.","11.64",,,
