VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,SECCIO,PARTIT,NOM_PARTIT,VOTS
M,Eleccions Municipals                    ,2011,1,14,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,1,14,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,116
M,Eleccions Municipals                    ,2011,1,14,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,278
M,Eleccions Municipals                    ,2011,1,14,PXC            ,PLATAFORMA PER CATALUNYA                          ,24
M,Eleccions Municipals                    ,2011,1,14,PXCAT          ,PARTIT PER CATALUNYA                              ,3
M,Eleccions Municipals                    ,2011,1,14,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,12
M,Eleccions Municipals                    ,2011,1,14,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,3
M,Eleccions Municipals                    ,2011,1,14,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
M,Eleccions Municipals                    ,2011,1,14,VD             ,VIA DEMOCRÁTICA                                   ,1
M,Eleccions Municipals                    ,2011,1,15,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,5
M,Eleccions Municipals                    ,2011,1,15,CIU            ,CONVERGÈNCIA I UNIÓ                               ,113
M,Eleccions Municipals                    ,2011,1,15,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,6
M,Eleccions Municipals                    ,2011,1,15,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,7
M,Eleccions Municipals                    ,2011,1,15,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,37
M,Eleccions Municipals                    ,2011,1,15,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,1,15,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,53
M,Eleccions Municipals                    ,2011,1,15,PAT            ,PARTIT AVANÇA TERRASSA                            ,3
M,Eleccions Municipals                    ,2011,1,15,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,0
M,Eleccions Municipals                    ,2011,1,15,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,40
M,Eleccions Municipals                    ,2011,1,15,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,182
M,Eleccions Municipals                    ,2011,1,15,PXC            ,PLATAFORMA PER CATALUNYA                          ,0
M,Eleccions Municipals                    ,2011,1,15,PXCAT          ,PARTIT PER CATALUNYA                              ,9
M,Eleccions Municipals                    ,2011,1,15,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,9
M,Eleccions Municipals                    ,2011,1,15,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,2
M,Eleccions Municipals                    ,2011,1,15,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,1,15,VD             ,VIA DEMOCRÁTICA                                   ,0
M,Eleccions Municipals                    ,2011,1,16,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,19
M,Eleccions Municipals                    ,2011,1,16,CIU            ,CONVERGÈNCIA I UNIÓ                               ,286
M,Eleccions Municipals                    ,2011,1,16,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,15
M,Eleccions Municipals                    ,2011,1,16,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,27
M,Eleccions Municipals                    ,2011,1,16,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,77
M,Eleccions Municipals                    ,2011,1,16,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,1,16,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,58
M,Eleccions Municipals                    ,2011,1,16,PAT            ,PARTIT AVANÇA TERRASSA                            ,13
M,Eleccions Municipals                    ,2011,1,16,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,1,16,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,85
M,Eleccions Municipals                    ,2011,1,16,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,258
M,Eleccions Municipals                    ,2011,1,16,PXC            ,PLATAFORMA PER CATALUNYA                          ,4
M,Eleccions Municipals                    ,2011,1,16,PXCAT          ,PARTIT PER CATALUNYA                              ,4
M,Eleccions Municipals                    ,2011,1,16,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,23
M,Eleccions Municipals                    ,2011,1,16,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,9
M,Eleccions Municipals                    ,2011,1,16,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,1,16,VD             ,VIA DEMOCRÁTICA                                   ,1
M,Eleccions Municipals                    ,2011,1,17,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,18
M,Eleccions Municipals                    ,2011,1,17,CIU            ,CONVERGÈNCIA I UNIÓ                               ,385
M,Eleccions Municipals                    ,2011,1,17,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,8
M,Eleccions Municipals                    ,2011,1,17,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,14
M,Eleccions Municipals                    ,2011,1,17,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,74
M,Eleccions Municipals                    ,2011,1,17,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,1
M,Eleccions Municipals                    ,2011,1,17,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,70
M,Eleccions Municipals                    ,2011,1,17,PAT            ,PARTIT AVANÇA TERRASSA                            ,4
M,Eleccions Municipals                    ,2011,1,17,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,2
M,Eleccions Municipals                    ,2011,1,17,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,75
M,Eleccions Municipals                    ,2011,1,17,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,227
M,Eleccions Municipals                    ,2011,1,17,PXC            ,PLATAFORMA PER CATALUNYA                          ,16
M,Eleccions Municipals                    ,2011,1,17,PXCAT          ,PARTIT PER CATALUNYA                              ,3
M,Eleccions Municipals                    ,2011,1,17,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,25
M,Eleccions Municipals                    ,2011,1,17,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,5
M,Eleccions Municipals                    ,2011,1,17,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
M,Eleccions Municipals                    ,2011,1,17,VD             ,VIA DEMOCRÁTICA                                   ,2
M,Eleccions Municipals                    ,2011,1,18,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,5
M,Eleccions Municipals                    ,2011,1,18,CIU            ,CONVERGÈNCIA I UNIÓ                               ,117
M,Eleccions Municipals                    ,2011,1,18,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,1
M,Eleccions Municipals                    ,2011,1,18,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,6
M,Eleccions Municipals                    ,2011,1,18,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,24
M,Eleccions Municipals                    ,2011,1,18,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,1,18,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,19
M,Eleccions Municipals                    ,2011,1,18,PAT            ,PARTIT AVANÇA TERRASSA                            ,0
M,Eleccions Municipals                    ,2011,1,18,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,4
M,Eleccions Municipals                    ,2011,1,18,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,15
M,Eleccions Municipals                    ,2011,1,18,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,40
M,Eleccions Municipals                    ,2011,1,18,PXC            ,PLATAFORMA PER CATALUNYA                          ,6
M,Eleccions Municipals                    ,2011,1,18,PXCAT          ,PARTIT PER CATALUNYA                              ,0
M,Eleccions Municipals                    ,2011,1,18,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,8
M,Eleccions Municipals                    ,2011,1,18,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,1
M,Eleccions Municipals                    ,2011,1,18,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,1,18,VD             ,VIA DEMOCRÁTICA                                   ,1
M,Eleccions Municipals                    ,2011,1,19,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,8
M,Eleccions Municipals                    ,2011,1,19,CIU            ,CONVERGÈNCIA I UNIÓ                               ,121
M,Eleccions Municipals                    ,2011,1,19,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,19
M,Eleccions Municipals                    ,2011,1,19,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,13
M,Eleccions Municipals                    ,2011,1,19,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,44
M,Eleccions Municipals                    ,2011,1,19,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,3
M,Eleccions Municipals                    ,2011,1,19,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,64
M,Eleccions Municipals                    ,2011,1,19,PAT            ,PARTIT AVANÇA TERRASSA                            ,7
M,Eleccions Municipals                    ,2011,1,19,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,0
M,Eleccions Municipals                    ,2011,1,19,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,87
M,Eleccions Municipals                    ,2011,1,19,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,158
M,Eleccions Municipals                    ,2011,1,19,PXC            ,PLATAFORMA PER CATALUNYA                          ,18
M,Eleccions Municipals                    ,2011,1,19,PXCAT          ,PARTIT PER CATALUNYA                              ,2
M,Eleccions Municipals                    ,2011,1,19,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,12
M,Eleccions Municipals                    ,2011,1,19,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,1
M,Eleccions Municipals                    ,2011,1,19,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,2
M,Eleccions Municipals                    ,2011,1,19,VD             ,VIA DEMOCRÁTICA                                   ,0
M,Eleccions Municipals                    ,2011,1,20,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,9
M,Eleccions Municipals                    ,2011,1,20,CIU            ,CONVERGÈNCIA I UNIÓ                               ,162
M,Eleccions Municipals                    ,2011,1,20,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,9
M,Eleccions Municipals                    ,2011,1,20,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,8
M,Eleccions Municipals                    ,2011,1,20,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,48
M,Eleccions Municipals                    ,2011,1,20,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,1,20,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,40
M,Eleccions Municipals                    ,2011,1,20,PAT            ,PARTIT AVANÇA TERRASSA                            ,0
M,Eleccions Municipals                    ,2011,1,20,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,1,20,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,61
M,Eleccions Municipals                    ,2011,1,20,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,163
M,Eleccions Municipals                    ,2011,1,20,PXC            ,PLATAFORMA PER CATALUNYA                          ,0
M,Eleccions Municipals                    ,2011,1,20,PXCAT          ,PARTIT PER CATALUNYA                              ,1
M,Eleccions Municipals                    ,2011,1,20,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,12
M,Eleccions Municipals                    ,2011,1,20,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,2
M,Eleccions Municipals                    ,2011,1,20,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,1,20,VD             ,VIA DEMOCRÁTICA                                   ,1
M,Eleccions Municipals                    ,2011,1,21,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,10
M,Eleccions Municipals                    ,2011,1,21,CIU            ,CONVERGÈNCIA I UNIÓ                               ,142
M,Eleccions Municipals                    ,2011,1,21,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,21
M,Eleccions Municipals                    ,2011,1,21,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,6
M,Eleccions Municipals                    ,2011,1,21,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,27
M,Eleccions Municipals                    ,2011,1,21,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,1,21,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,51
M,Eleccions Municipals                    ,2011,1,21,PAT            ,PARTIT AVANÇA TERRASSA                            ,2
M,Eleccions Municipals                    ,2011,1,21,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,0
M,Eleccions Municipals                    ,2011,1,21,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,60
M,Eleccions Municipals                    ,2011,1,21,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,142
M,Eleccions Municipals                    ,2011,1,21,PXC            ,PLATAFORMA PER CATALUNYA                          ,20
M,Eleccions Municipals                    ,2011,1,21,PXCAT          ,PARTIT PER CATALUNYA                              ,1
M,Eleccions Municipals                    ,2011,1,21,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,9
M,Eleccions Municipals                    ,2011,1,21,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,1
M,Eleccions Municipals                    ,2011,1,21,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,2
M,Eleccions Municipals                    ,2011,1,21,VD             ,VIA DEMOCRÁTICA                                   ,4
M,Eleccions Municipals                    ,2011,1,22,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,9
M,Eleccions Municipals                    ,2011,1,22,CIU            ,CONVERGÈNCIA I UNIÓ                               ,251
M,Eleccions Municipals                    ,2011,1,22,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,5
M,Eleccions Municipals                    ,2011,1,22,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,17
M,Eleccions Municipals                    ,2011,1,22,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,48
M,Eleccions Municipals                    ,2011,1,22,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,1,22,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,45
M,Eleccions Municipals                    ,2011,1,22,PAT            ,PARTIT AVANÇA TERRASSA                            ,9
M,Eleccions Municipals                    ,2011,1,22,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,3
M,Eleccions Municipals                    ,2011,1,22,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,78
M,Eleccions Municipals                    ,2011,1,22,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,135
M,Eleccions Municipals                    ,2011,1,22,PXC            ,PLATAFORMA PER CATALUNYA                          ,4
M,Eleccions Municipals                    ,2011,1,22,PXCAT          ,PARTIT PER CATALUNYA                              ,3
M,Eleccions Municipals                    ,2011,1,22,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,28
M,Eleccions Municipals                    ,2011,1,22,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,1
M,Eleccions Municipals                    ,2011,1,22,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
M,Eleccions Municipals                    ,2011,1,22,VD             ,VIA DEMOCRÁTICA                                   ,3
M,Eleccions Municipals                    ,2011,1,23,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,10
M,Eleccions Municipals                    ,2011,1,23,CIU            ,CONVERGÈNCIA I UNIÓ                               ,170
M,Eleccions Municipals                    ,2011,1,23,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,12
M,Eleccions Municipals                    ,2011,1,23,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,9
M,Eleccions Municipals                    ,2011,1,23,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,32
M,Eleccions Municipals                    ,2011,1,23,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,1
M,Eleccions Municipals                    ,2011,1,23,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,38
M,Eleccions Municipals                    ,2011,1,23,PAT            ,PARTIT AVANÇA TERRASSA                            ,1
M,Eleccions Municipals                    ,2011,1,23,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,1,23,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,58
M,Eleccions Municipals                    ,2011,1,23,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,126
M,Eleccions Municipals                    ,2011,1,23,PXC            ,PLATAFORMA PER CATALUNYA                          ,10
M,Eleccions Municipals                    ,2011,1,23,PXCAT          ,PARTIT PER CATALUNYA                              ,1
M,Eleccions Municipals                    ,2011,1,23,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,14
M,Eleccions Municipals                    ,2011,1,23,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,2
M,Eleccions Municipals                    ,2011,1,23,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
M,Eleccions Municipals                    ,2011,1,23,VD             ,VIA DEMOCRÁTICA                                   ,3
M,Eleccions Municipals                    ,2011,1,24,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,14
M,Eleccions Municipals                    ,2011,1,24,CIU            ,CONVERGÈNCIA I UNIÓ                               ,194
M,Eleccions Municipals                    ,2011,1,24,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,3
M,Eleccions Municipals                    ,2011,1,24,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,5
M,Eleccions Municipals                    ,2011,1,24,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,38
M,Eleccions Municipals                    ,2011,1,24,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,0
M,Eleccions Municipals                    ,2011,1,24,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,27
M,Eleccions Municipals                    ,2011,1,24,PAT            ,PARTIT AVANÇA TERRASSA                            ,1
M,Eleccions Municipals                    ,2011,1,24,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,1,24,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,27
M,Eleccions Municipals                    ,2011,1,24,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,46
M,Eleccions Municipals                    ,2011,1,24,PXC            ,PLATAFORMA PER CATALUNYA                          ,1
M,Eleccions Municipals                    ,2011,1,24,PXCAT          ,PARTIT PER CATALUNYA                              ,0
M,Eleccions Municipals                    ,2011,1,24,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,11
M,Eleccions Municipals                    ,2011,1,24,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,0
M,Eleccions Municipals                    ,2011,1,24,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
M,Eleccions Municipals                    ,2011,1,24,VD             ,VIA DEMOCRÁTICA                                   ,0
M,Eleccions Municipals                    ,2011,2,1,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,2
M,Eleccions Municipals                    ,2011,2,1,CIU            ,CONVERGÈNCIA I UNIÓ                               ,54
M,Eleccions Municipals                    ,2011,2,1,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,8
M,Eleccions Municipals                    ,2011,2,1,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,3
M,Eleccions Municipals                    ,2011,2,1,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,16
M,Eleccions Municipals                    ,2011,2,1,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,4
M,Eleccions Municipals                    ,2011,2,1,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,46
M,Eleccions Municipals                    ,2011,2,1,PAT            ,PARTIT AVANÇA TERRASSA                            ,3
M,Eleccions Municipals                    ,2011,2,1,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,3
M,Eleccions Municipals                    ,2011,2,1,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,98
M,Eleccions Municipals                    ,2011,2,1,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,241
M,Eleccions Municipals                    ,2011,2,1,PXC            ,PLATAFORMA PER CATALUNYA                          ,23
M,Eleccions Municipals                    ,2011,2,1,PXCAT          ,PARTIT PER CATALUNYA                              ,1
M,Eleccions Municipals                    ,2011,2,1,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,6
M,Eleccions Municipals                    ,2011,2,1,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,10
M,Eleccions Municipals                    ,2011,2,1,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
M,Eleccions Municipals                    ,2011,2,1,VD             ,VIA DEMOCRÁTICA                                   ,2
M,Eleccions Municipals                    ,2011,2,2,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,0
M,Eleccions Municipals                    ,2011,2,2,CIU            ,CONVERGÈNCIA I UNIÓ                               ,39
M,Eleccions Municipals                    ,2011,2,2,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,2
M,Eleccions Municipals                    ,2011,2,2,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,4
M,Eleccions Municipals                    ,2011,2,2,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,7
M,Eleccions Municipals                    ,2011,2,2,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,2
M,Eleccions Municipals                    ,2011,2,2,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,25
M,Eleccions Municipals                    ,2011,2,2,PAT            ,PARTIT AVANÇA TERRASSA                            ,0
M,Eleccions Municipals                    ,2011,2,2,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,3
M,Eleccions Municipals                    ,2011,2,2,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,43
M,Eleccions Municipals                    ,2011,2,2,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,107
M,Eleccions Municipals                    ,2011,2,2,PXC            ,PLATAFORMA PER CATALUNYA                          ,17
M,Eleccions Municipals                    ,2011,2,2,PXCAT          ,PARTIT PER CATALUNYA                              ,0
M,Eleccions Municipals                    ,2011,2,2,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,2
M,Eleccions Municipals                    ,2011,2,2,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,1
M,Eleccions Municipals                    ,2011,2,2,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,1
M,Eleccions Municipals                    ,2011,2,2,VD             ,VIA DEMOCRÁTICA                                   ,1
M,Eleccions Municipals                    ,2011,2,3,C.U.P. - P.A.  ,CANDIDATURA D UNITAT POPULAR / POBLE ACTIU        ,1
M,Eleccions Municipals                    ,2011,2,3,CIU            ,CONVERGÈNCIA I UNIÓ                               ,39
M,Eleccions Municipals                    ,2011,2,3,C`S            ,CIUTADANS-PARTIDO DE LA CIUDADANIA                ,2
M,Eleccions Municipals                    ,2011,2,3,EB-CENB        ,ESCONS EN BLANC-CIUDADANOS EN BLANCO              ,1
M,Eleccions Municipals                    ,2011,2,3,ERC-RI.CAT-AM  ,ESQUERRA REPUBLICANA DE CATALUNYA-REAGRUPAMENT-AM ,4
M,Eleccions Municipals                    ,2011,2,3,FE DE LES JONS ,FALANGE ESPAÑOLA DE LAS J.O.N.S.                  ,2
M,Eleccions Municipals                    ,2011,2,3,ICV-EUIA-E     ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA-ENTE,9
M,Eleccions Municipals                    ,2011,2,3,PAT            ,PARTIT AVANÇA TERRASSA                            ,1
M,Eleccions Municipals                    ,2011,2,3,PFIV           ,PARTIT FAMÍLIA I VIDA                             ,1
M,Eleccions Municipals                    ,2011,2,3,PP             ,PARTIDO POPULAR / PARTIT POPULAR                  ,40
M,Eleccions Municipals                    ,2011,2,3,PSC-PM         ,PARTIT DELS SOCIALISTES DE CATALUNYA-PROGRÉS MUNIC,118
M,Eleccions Municipals                    ,2011,2,3,PXC            ,PLATAFORMA PER CATALUNYA                          ,15
M,Eleccions Municipals                    ,2011,2,3,PXCAT          ,PARTIT PER CATALUNYA                              ,2
M,Eleccions Municipals                    ,2011,2,3,S.I.           ,SOLIDARITAT CATALANA PER LA INDEPENDÈNCIA         ,0
M,Eleccions Municipals                    ,2011,2,3,U.C. TERRASSA  ,UNIÓ DE CENTRE PER TERRASSA                       ,1
M,Eleccions Municipals                    ,2011,2,3,U.C.E.         ,UNIFICACIÓN COMUNISTA DE ESPAÑA                   ,0
