DATA_REFERENCIA,PAIS_NAIXEMENT,SEXE,BARRI,POBLACIO
2013,NICARAGUA                     ,DISTRICTE 5,SANT PERE                     ,3
2013,NICARAGUA                     ,DISTRICTE 6,DISSEMINATS                   ,1
2013,NICARAGUA                     ,DISTRICTE 6,ÈGARA                         ,1
2013,NICARAGUA                     ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,3
2013,NICARAGUA                     ,DISTRICTE 6,SANT LLORENÇ                  ,1
2013,NICARAGUA                     ,DISTRICTE 6,SANT PERE NORD                ,6
2013,NIGÈRIA                       ,DISTRICTE 1,CENTRE                        ,12
2013,NIGÈRIA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,8
2013,NIGÈRIA                       ,DISTRICTE 1,VALLPARADÍS                   ,4
2013,NIGÈRIA                       ,DISTRICTE 2,CA N ANGLADA                  ,28
2013,NIGÈRIA                       ,DISTRICTE 2,MONTSERRAT                    ,3
2013,NIGÈRIA                       ,DISTRICTE 3,CAN PALET                     ,10
2013,NIGÈRIA                       ,DISTRICTE 3,CAN PARELLADA                 ,3
2013,NIGÈRIA                       ,DISTRICTE 3,SEGLE XX                      ,3
2013,NIGÈRIA                       ,DISTRICTE 3,XÚQUER                        ,1
2013,NIGÈRIA                       ,DISTRICTE 4,CA N AURELL                   ,2
2013,NIGÈRIA                       ,DISTRICTE 4,LA COGULLADA                  ,4
2013,NIGÈRIA                       ,DISTRICTE 4,LA MAURINA                    ,8
2013,NIGÈRIA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,9
2013,NIGÈRIA                       ,DISTRICTE 5,CAN BOADA DEL PI              ,2
2013,NIGÈRIA                       ,DISTRICTE 5,CAN ROCA                      ,1
2013,NIGÈRIA                       ,DISTRICTE 5,PLA DEL BON AIRE              ,1
2013,NIGÈRIA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,6
2013,NIGÈRIA                       ,DISTRICTE 5,SANT PERE                     ,2
2013,NIGÈRIA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,9
2013,NIGÈRIA                       ,DISTRICTE 6,ÈGARA                         ,4
2013,NIGÈRIA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,9
2013,NIGÈRIA                       ,DISTRICTE 6,SANT PERE NORD                ,9
2013,NO CONSTA                     ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2013,NO CONSTA                     ,DISTRICTE 6,SANT LLORENÇ                  ,1
2013,NORUEGA                       ,DISTRICTE 1,CENTRE                        ,1
2013,NORUEGA                       ,DISTRICTE 1,VALLPARADÍS                   ,1
2013,NORUEGA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2013,NORUEGA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2013,NOVA ZELANDA                  ,DISTRICTE 1,CENTRE                        ,2
2013,NOVA ZELANDA                  ,DISTRICTE 3,GUADALHORCE                   ,1
2013,NOVA ZELANDA                  ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 1,CEMENTIRI VELL                ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 1,CENTRE                        ,10
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,3
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 1,VALLPARADÍS                   ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 2,CA N ANGLADA                  ,2
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 2,MONTSERRAT                    ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 2,TORRE-SANA                    ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 3,CAN PALET                     ,4
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 3,CAN PARELLADA                 ,2
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 3,LES FONTS                     ,3
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 3,SEGLE XX                      ,3
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 4,CA N AURELL                   ,2
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 4,LA MAURINA                    ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 4,ROC BLANC                     ,2
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,CAN BOADA DEL PI              ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,4
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,SANT PERE                     ,2
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 6,ÈGARA                         ,3
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 6,FONT DE L ESPARDENYERA        ,1
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,3
2013,"PAÏSOS BAIXOS, ELS            ",DISTRICTE 6,SANT PERE NORD                ,3
2013,"PAKISTAN, EL                  ",DISTRICTE 1,CEMENTIRI VELL                ,9
2013,"PAKISTAN, EL                  ",DISTRICTE 1,CENTRE                        ,19
2013,"PAKISTAN, EL                  ",DISTRICTE 2,CA N ANGLADA                  ,59
2013,"PAKISTAN, EL                  ",DISTRICTE 2,TORRE-SANA                    ,5
2013,"PAKISTAN, EL                  ",DISTRICTE 2,VILARDELL                     ,1
2013,"PAKISTAN, EL                  ",DISTRICTE 3,CAN PALET                     ,9
2013,"PAKISTAN, EL                  ",DISTRICTE 3,CAN PARELLADA                 ,5
2013,"PAKISTAN, EL                  ",DISTRICTE 4,CA N AURELL                   ,22
2013,"PAKISTAN, EL                  ",DISTRICTE 4,LA COGULLADA                  ,9
2013,"PAKISTAN, EL                  ",DISTRICTE 4,LA MAURINA                    ,39
2013,"PAKISTAN, EL                  ",DISTRICTE 4,LES MARTINES                  ,1
2013,"PAKISTAN, EL                  ",DISTRICTE 4,ROC BLANC                     ,8
2013,"PAKISTAN, EL                  ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,5
2013,"PAKISTAN, EL                  ",DISTRICTE 5,CAN BOADA DEL PI              ,3
2013,"PAKISTAN, EL                  ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,3
2013,"PAKISTAN, EL                  ",DISTRICTE 5,SANT PERE                     ,6
2013,"PAKISTAN, EL                  ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,17
2013,"PAKISTAN, EL                  ",DISTRICTE 6,ÈGARA                         ,4
2013,"PAKISTAN, EL                  ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,3
2013,"PAKISTAN, EL                  ",DISTRICTE 6,SANT LLORENÇ                  ,9
2013,"PAKISTAN, EL                  ",DISTRICTE 6,SANT PERE NORD                ,20
2013,"PANAMÀ, EL                    ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2013,"PANAMÀ, EL                    ",DISTRICTE 1,VALLPARADÍS                   ,2
2013,"PANAMÀ, EL                    ",DISTRICTE 2,CA N ANGLADA                  ,1
2013,"PANAMÀ, EL                    ",DISTRICTE 4,CA N AURELL                   ,3
2013,"PANAMÀ, EL                    ",DISTRICTE 4,LA MAURINA                    ,1
2013,"PANAMÀ, EL                    ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2013,"PANAMÀ, EL                    ",DISTRICTE 6,SANT PERE NORD                ,1
2013,"PARAGUAI, EL                  ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,9
2013,"PARAGUAI, EL                  ",DISTRICTE 1,CEMENTIRI VELL                ,12
2013,"PARAGUAI, EL                  ",DISTRICTE 1,CENTRE                        ,59
2013,"PARAGUAI, EL                  ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,40
2013,"PARAGUAI, EL                  ",DISTRICTE 1,VALLPARADÍS                   ,12
2013,"PARAGUAI, EL                  ",DISTRICTE 2,CA N ANGLADA                  ,60
2013,"PARAGUAI, EL                  ",DISTRICTE 2,MONTSERRAT                    ,2
2013,"PARAGUAI, EL                  ",DISTRICTE 2,TORRE-SANA                    ,11
2013,"PARAGUAI, EL                  ",DISTRICTE 3,CAN JOFRESA                   ,5
2013,"PARAGUAI, EL                  ",DISTRICTE 3,CAN PALET                     ,37
2013,"PARAGUAI, EL                  ",DISTRICTE 3,CAN PALET II                  ,3
2013,"PARAGUAI, EL                  ",DISTRICTE 3,CAN PARELLADA                 ,3
2013,"PARAGUAI, EL                  ",DISTRICTE 3,GUADALHORCE                   ,3
2013,"PARAGUAI, EL                  ",DISTRICTE 3,LES FONTS                     ,2
2013,"PARAGUAI, EL                  ",DISTRICTE 3,SEGLE XX                      ,21
2013,"PARAGUAI, EL                  ",DISTRICTE 3,XÚQUER                        ,8
2013,"PARAGUAI, EL                  ",DISTRICTE 4,CA N AURELL                   ,108
2013,"PARAGUAI, EL                  ",DISTRICTE 4,LA COGULLADA                  ,25
2013,"PARAGUAI, EL                  ",DISTRICTE 4,LA MAURINA                    ,12
2013,"PARAGUAI, EL                  ",DISTRICTE 4,ROC BLANC                     ,2
2013,"PARAGUAI, EL                  ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,41
2013,"PARAGUAI, EL                  ",DISTRICTE 5,CAN BOADA DEL PI              ,9
2013,"PARAGUAI, EL                  ",DISTRICTE 5,CAN ROCA                      ,3
2013,"PARAGUAI, EL                  ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,54
2013,"PARAGUAI, EL                  ",DISTRICTE 5,SANT PERE                     ,158
2013,"PARAGUAI, EL                  ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,40
2013,"PARAGUAI, EL                  ",DISTRICTE 6,ÈGARA                         ,9
2013,"PARAGUAI, EL                  ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,11
2013,"PARAGUAI, EL                  ",DISTRICTE 6,SANT LLORENÇ                  ,5
2013,"PARAGUAI, EL                  ",DISTRICTE 6,SANT PERE NORD                ,61
2013,"PERÚ, EL                      ",DISTRICTE 1,CEMENTIRI VELL                ,37
2013,"PERÚ, EL                      ",DISTRICTE 1,CENTRE                        ,67
2013,"PERÚ, EL                      ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,29
2013,"PERÚ, EL                      ",DISTRICTE 1,VALLPARADÍS                   ,13
2013,"PERÚ, EL                      ",DISTRICTE 2,CA N ANGLADA                  ,53
2013,"PERÚ, EL                      ",DISTRICTE 2,MONTSERRAT                    ,8
2013,"PERÚ, EL                      ",DISTRICTE 2,TORRE-SANA                    ,29
2013,"PERÚ, EL                      ",DISTRICTE 3,CAN JOFRESA                   ,6
2013,"PERÚ, EL                      ",DISTRICTE 3,CAN PALET                     ,64
2013,"PERÚ, EL                      ",DISTRICTE 3,CAN PALET II                  ,4
2013,"PERÚ, EL                      ",DISTRICTE 3,CAN PARELLADA                 ,32
2013,"PERÚ, EL                      ",DISTRICTE 3,GUADALHORCE                   ,4
2013,"PERÚ, EL                      ",DISTRICTE 3,LES FONTS                     ,2
2013,"PERÚ, EL                      ",DISTRICTE 3,SEGLE XX                      ,37
2013,"PERÚ, EL                      ",DISTRICTE 3,XÚQUER                        ,5
2013,"PERÚ, EL                      ",DISTRICTE 4,CA N AURELL                   ,108
2013,"PERÚ, EL                      ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,1
2013,"PERÚ, EL                      ",DISTRICTE 4,LA COGULLADA                  ,36
2013,"PERÚ, EL                      ",DISTRICTE 4,LA MAURINA                    ,33
2013,"PERÚ, EL                      ",DISTRICTE 4,LES MARTINES                  ,1
2013,"PERÚ, EL                      ",DISTRICTE 4,ROC BLANC                     ,28
2013,"PERÚ, EL                      ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,64
2013,"PERÚ, EL                      ",DISTRICTE 5,CAN BOADA DEL PI              ,8
2013,"PERÚ, EL                      ",DISTRICTE 5,CAN ROCA                      ,13
2013,"PERÚ, EL                      ",DISTRICTE 5,PLA DEL BON AIRE              ,1
2013,"PERÚ, EL                      ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,30
2013,"PERÚ, EL                      ",DISTRICTE 5,SANT PERE                     ,83
2013,"PERÚ, EL                      ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,34
2013,"PERÚ, EL                      ",DISTRICTE 6,CAN TUSELL                    ,3
2013,"PERÚ, EL                      ",DISTRICTE 6,ÈGARA                         ,15
2013,"PERÚ, EL                      ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,40
2013,"PERÚ, EL                      ",DISTRICTE 6,SANT LLORENÇ                  ,8
2013,"PERÚ, EL                      ",DISTRICTE 6,SANT PERE NORD                ,69
2013,POLÒNIA                       ,DISTRICTE 1,CEMENTIRI VELL                ,6
2013,POLÒNIA                       ,DISTRICTE 1,CENTRE                        ,26
2013,POLÒNIA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,7
2013,POLÒNIA                       ,DISTRICTE 1,VALLPARADÍS                   ,12
2013,POLÒNIA                       ,DISTRICTE 2,CA N ANGLADA                  ,11
2013,POLÒNIA                       ,DISTRICTE 2,MONTSERRAT                    ,2
2013,POLÒNIA                       ,DISTRICTE 2,TORRE-SANA                    ,18
2013,POLÒNIA                       ,DISTRICTE 3,CAN JOFRESA                   ,9
2013,POLÒNIA                       ,DISTRICTE 3,CAN PALET                     ,20
2013,POLÒNIA                       ,DISTRICTE 3,CAN PARELLADA                 ,11
2013,POLÒNIA                       ,DISTRICTE 3,SEGLE XX                      ,4
2013,POLÒNIA                       ,DISTRICTE 3,XÚQUER                        ,2
2013,POLÒNIA                       ,DISTRICTE 4,CA N AURELL                   ,9
2013,POLÒNIA                       ,DISTRICTE 4,LA COGULLADA                  ,7
2013,POLÒNIA                       ,DISTRICTE 4,LA MAURINA                    ,2
2013,POLÒNIA                       ,DISTRICTE 4,ROC BLANC                     ,6
2013,POLÒNIA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2013,POLÒNIA                       ,DISTRICTE 5,CAN BOADA DEL PI              ,3
2013,POLÒNIA                       ,DISTRICTE 5,CAN ROCA                      ,3
2013,POLÒNIA                       ,DISTRICTE 5,PLA DEL BON AIRE              ,2
2013,POLÒNIA                       ,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,1
2013,POLÒNIA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,12
2013,POLÒNIA                       ,DISTRICTE 5,SANT PERE                     ,16
2013,POLÒNIA                       ,DISTRICTE 6,ÈGARA                         ,1
2013,POLÒNIA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,10
2013,POLÒNIA                       ,DISTRICTE 6,SANT LLORENÇ                  ,3
2013,POLÒNIA                       ,DISTRICTE 6,SANT PERE NORD                ,12
2013,PORTUGAL                      ,DISTRICTE 1,CEMENTIRI VELL                ,7
2013,PORTUGAL                      ,DISTRICTE 1,CENTRE                        ,16
2013,PORTUGAL                      ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,3
2013,PORTUGAL                      ,DISTRICTE 1,VALLPARADÍS                   ,4
2013,PORTUGAL                      ,DISTRICTE 2,CA N ANGLADA                  ,9
2013,PORTUGAL                      ,DISTRICTE 2,MONTSERRAT                    ,3
2013,PORTUGAL                      ,DISTRICTE 2,TORRE-SANA                    ,1
2013,PORTUGAL                      ,DISTRICTE 3,CAN JOFRESA                   ,6
2013,PORTUGAL                      ,DISTRICTE 3,CAN PALET                     ,33
2013,PORTUGAL                      ,DISTRICTE 3,CAN PALET II                  ,2
2013,PORTUGAL                      ,DISTRICTE 3,CAN PARELLADA                 ,25
2013,PORTUGAL                      ,DISTRICTE 3,DISSEMINATS                   ,1
2013,PORTUGAL                      ,DISTRICTE 3,GUADALHORCE                   ,1
2013,PORTUGAL                      ,DISTRICTE 3,LES FONTS                     ,2
2013,PORTUGAL                      ,DISTRICTE 3,SEGLE XX                      ,6
2013,PORTUGAL                      ,DISTRICTE 3,XÚQUER                        ,1
2013,PORTUGAL                      ,DISTRICTE 4,CA N AURELL                   ,18
2013,PORTUGAL                      ,DISTRICTE 4,LA COGULLADA                  ,1
2013,PORTUGAL                      ,DISTRICTE 4,LA MAURINA                    ,8
2013,PORTUGAL                      ,DISTRICTE 4,ROC BLANC                     ,5
2013,PORTUGAL                      ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,8
2013,PORTUGAL                      ,DISTRICTE 5,CAN BOADA DEL PI              ,1
2013,PORTUGAL                      ,DISTRICTE 5,CAN ROCA                      ,8
2013,PORTUGAL                      ,DISTRICTE 5,PLA DEL BON AIRE              ,2
2013,PORTUGAL                      ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,17
2013,PORTUGAL                      ,DISTRICTE 5,SANT PERE                     ,14
2013,PORTUGAL                      ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,4
2013,PORTUGAL                      ,DISTRICTE 6,ÈGARA                         ,3
2013,PORTUGAL                      ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,11
2013,PORTUGAL                      ,DISTRICTE 6,SANT LLORENÇ                  ,3
2013,PORTUGAL                      ,DISTRICTE 6,SANT PERE NORD                ,5
2013,"REGNE UNIT, EL                ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,1
2013,"REGNE UNIT, EL                ",DISTRICTE 1,CEMENTIRI VELL                ,8
2013,"REGNE UNIT, EL                ",DISTRICTE 1,CENTRE                        ,23
2013,"REGNE UNIT, EL                ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,2
2013,"REGNE UNIT, EL                ",DISTRICTE 1,VALLPARADÍS                   ,5
2013,"REGNE UNIT, EL                ",DISTRICTE 2,CA N ANGLADA                  ,5
2013,"REGNE UNIT, EL                ",DISTRICTE 3,CAN PALET                     ,2
2013,"REGNE UNIT, EL                ",DISTRICTE 3,CAN PARELLADA                 ,4
2013,"REGNE UNIT, EL                ",DISTRICTE 3,LES FONTS                     ,3
2013,"REGNE UNIT, EL                ",DISTRICTE 3,SEGLE XX                      ,2
2013,"REGNE UNIT, EL                ",DISTRICTE 4,CA N AURELL                   ,14
2013,"REGNE UNIT, EL                ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,1
2013,"REGNE UNIT, EL                ",DISTRICTE 4,LA COGULLADA                  ,2
2013,"REGNE UNIT, EL                ",DISTRICTE 4,LA MAURINA                    ,4
2013,"REGNE UNIT, EL                ",DISTRICTE 4,LES MARTINES                  ,2
2013,"REGNE UNIT, EL                ",DISTRICTE 4,ROC BLANC                     ,1
2013,"REGNE UNIT, EL                ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2013,"REGNE UNIT, EL                ",DISTRICTE 5,CAN ROCA                      ,1
2013,"REGNE UNIT, EL                ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,6
2013,"REGNE UNIT, EL                ",DISTRICTE 5,SANT PERE                     ,14
2013,"REGNE UNIT, EL                ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,3
2013,"REGNE UNIT, EL                ",DISTRICTE 6,ÈGARA                         ,1
2013,"REGNE UNIT, EL                ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,7
2013,"REGNE UNIT, EL                ",DISTRICTE 6,SANT LLORENÇ                  ,1
2013,"REGNE UNIT, EL                ",DISTRICTE 6,SANT PERE NORD                ,6
2013,REPÚBLICA DEM. DEL CONGO      ,DISTRICTE 1,CENTRE                        ,2
2013,REPÚBLICA DEM. DEL CONGO      ,DISTRICTE 4,LA MAURINA                    ,1
2013,REPÚBLICA DEM. DEL CONGO      ,DISTRICTE 6,SANT PERE NORD                ,2
2013,REPUBLICA DEMOCRATICA ALEMANA ,DISTRICTE 1,CENTRE                        ,3
2013,REPUBLICA DEMOCRATICA ALEMANA ,DISTRICTE 2,CA N ANGLADA                  ,1
2013,REPUBLICA DEMOCRATICA ALEMANA ,DISTRICTE 3,CAN PARELLADA                 ,1
2013,REPUBLICA DEMOCRATICA ALEMANA ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,1
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 1,CEMENTIRI VELL                ,35
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 1,CENTRE                        ,45
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,11
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 1,VALLPARADÍS                   ,20
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 2,CA N ANGLADA                  ,129
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 2,MONTSERRAT                    ,12
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 2,TORRE-SANA                    ,19
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 2,VILARDELL                     ,6
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 3,CAN JOFRESA                   ,12
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 3,CAN PALET                     ,100
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 3,CAN PALET II                  ,4
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 3,CAN PARELLADA                 ,24
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 3,GUADALHORCE                   ,24
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 3,LES FONTS                     ,3
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 3,SEGLE XX                      ,19
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 3,XÚQUER                        ,5
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 4,CA N AURELL                   ,51
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 4,LA COGULLADA                  ,26
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 4,LA MAURINA                    ,84
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 4,LES MARTINES                  ,2
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 4,ROC BLANC                     ,21
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,40
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 5,CAN BOADA DEL PI              ,20
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 5,CAN GONTERES                  ,3
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 5,CAN ROCA                      ,6
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 5,PLA DEL BON AIRE              ,7
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,49
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 5,SANT PERE                     ,32
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,52
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 6,CAN TUSELL                    ,13
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 6,ÈGARA                         ,42
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,103
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 6,SANT LLORENÇ                  ,25
2013,"REPÚBLICA DOMINICANA, LA      ",DISTRICTE 6,SANT PERE NORD                ,124
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 1,CEMENTIRI VELL                ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 1,CENTRE                        ,3
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 2,TORRE-SANA                    ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 3,CAN PALET                     ,2
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 3,LES FONTS                     ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 3,SEGLE XX                      ,5
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 4,LA COGULLADA                  ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 4,LA MAURINA                    ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 4,ROC BLANC                     ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 5,CAN ROCA                      ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 6,ÈGARA                         ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 6,SANT LLORENÇ                  ,1
2013,"REPÚBLICA TXECA, LA           ",DISTRICTE 6,SANT PERE NORD                ,1
2013,ROMANIA                       ,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,7
2013,ROMANIA                       ,DISTRICTE 1,CEMENTIRI VELL                ,47
2013,ROMANIA                       ,DISTRICTE 1,CENTRE                        ,49
2013,ROMANIA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,24
2013,ROMANIA                       ,DISTRICTE 1,VALLPARADÍS                   ,14
2013,ROMANIA                       ,DISTRICTE 2,CA N ANGLADA                  ,101
2013,ROMANIA                       ,DISTRICTE 2,MONTSERRAT                    ,9
2013,ROMANIA                       ,DISTRICTE 2,TORRE-SANA                    ,41
2013,ROMANIA                       ,DISTRICTE 3,CAN JOFRESA                   ,20
2013,ROMANIA                       ,DISTRICTE 3,CAN PALET                     ,64
2013,ROMANIA                       ,DISTRICTE 3,CAN PALET II                  ,8
2013,ROMANIA                       ,DISTRICTE 3,CAN PARELLADA                 ,33
2013,ROMANIA                       ,DISTRICTE 3,GUADALHORCE                   ,11
2013,ROMANIA                       ,DISTRICTE 3,LES FONTS                     ,9
2013,ROMANIA                       ,DISTRICTE 3,P.I. SANTA EULÀLIA            ,7
2013,ROMANIA                       ,DISTRICTE 3,SEGLE XX                      ,29
2013,ROMANIA                       ,DISTRICTE 3,XÚQUER                        ,13
2013,ROMANIA                       ,DISTRICTE 4,CA N AURELL                   ,80
2013,ROMANIA                       ,DISTRICTE 4,LA COGULLADA                  ,43
2013,ROMANIA                       ,DISTRICTE 4,LA MAURINA                    ,49
2013,ROMANIA                       ,DISTRICTE 4,LES MARTINES                  ,1
2013,ROMANIA                       ,DISTRICTE 4,ROC BLANC                     ,15
2013,ROMANIA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,45
2013,ROMANIA                       ,DISTRICTE 5,CAN BOADA DEL PI              ,7
2013,ROMANIA                       ,DISTRICTE 5,CAN GONTERES                  ,3
2013,ROMANIA                       ,DISTRICTE 5,CAN ROCA                      ,16
2013,ROMANIA                       ,DISTRICTE 5,PLA DEL BON AIRE              ,1
2013,ROMANIA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,81
2013,ROMANIA                       ,DISTRICTE 5,SANT PERE                     ,30
2013,ROMANIA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,12
2013,ROMANIA                       ,DISTRICTE 6,CAN TUSELL                    ,6
2013,ROMANIA                       ,DISTRICTE 6,ÈGARA                         ,45
