VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,SECCIO,PARTIT,NOM_PARTIT,VOTS
E,Eleccions al Parlament Europeu          ,2004,1,1,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,1,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,ARALAR         ,ARALAR                                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,1
E,Eleccions al Parlament Europeu          ,2004,1,2,CE             ,COALICIÓN EUROPEA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,174
E,Eleccions al Parlament Europeu          ,2004,1,2,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,2,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,EC             ,ESTAT CATALÀ                                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,2,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,102
E,Eleccions al Parlament Europeu          ,2004,1,2,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,3
E,Eleccions al Parlament Europeu          ,2004,1,2,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,36
E,Eleccions al Parlament Europeu          ,2004,1,2,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,1
E,Eleccions al Parlament Europeu          ,2004,1,2,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,PC             ,PARTIDO CARLISTA                                  ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,22
E,Eleccions al Parlament Europeu          ,2004,1,2,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,PP             ,PARTIDO POPULAR                                   ,99
E,Eleccions al Parlament Europeu          ,2004,1,2,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,2,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,75
E,Eleccions al Parlament Europeu          ,2004,1,2,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,2,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,ARALAR         ,ARALAR                                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,CE             ,COALICIÓN EUROPEA                                 ,1
E,Eleccions al Parlament Europeu          ,2004,1,4,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,175
E,Eleccions al Parlament Europeu          ,2004,1,4,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,2
E,Eleccions al Parlament Europeu          ,2004,1,4,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,EC             ,ESTAT CATALÀ                                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,4,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,84
E,Eleccions al Parlament Europeu          ,2004,1,4,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,2
E,Eleccions al Parlament Europeu          ,2004,1,4,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,49
E,Eleccions al Parlament Europeu          ,2004,1,4,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,0
E,Eleccions al Parlament Europeu          ,2004,1,4,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,PC             ,PARTIDO CARLISTA                                  ,1
E,Eleccions al Parlament Europeu          ,2004,1,4,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,10
E,Eleccions al Parlament Europeu          ,2004,1,4,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,PP             ,PARTIDO POPULAR                                   ,107
E,Eleccions al Parlament Europeu          ,2004,1,4,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,4,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,125
E,Eleccions al Parlament Europeu          ,2004,1,4,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,4,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,ARALAR         ,ARALAR                                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,CE             ,COALICIÓN EUROPEA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,282
E,Eleccions al Parlament Europeu          ,2004,1,5,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,5
E,Eleccions al Parlament Europeu          ,2004,1,5,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,EC             ,ESTAT CATALÀ                                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,151
E,Eleccions al Parlament Europeu          ,2004,1,5,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,8
E,Eleccions al Parlament Europeu          ,2004,1,5,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,101
E,Eleccions al Parlament Europeu          ,2004,1,5,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,NIV            ,NUEVA IZQUIERDA VERDE                             ,1
E,Eleccions al Parlament Europeu          ,2004,1,5,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,2
E,Eleccions al Parlament Europeu          ,2004,1,5,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,PC             ,PARTIDO CARLISTA                                  ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,12
E,Eleccions al Parlament Europeu          ,2004,1,5,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,PP             ,PARTIDO POPULAR                                   ,175
E,Eleccions al Parlament Europeu          ,2004,1,5,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,5,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,321
E,Eleccions al Parlament Europeu          ,2004,1,5,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,5,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,ARALAR         ,ARALAR                                            ,1
E,Eleccions al Parlament Europeu          ,2004,1,6,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,CE             ,COALICIÓN EUROPEA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,281
E,Eleccions al Parlament Europeu          ,2004,1,6,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,3
E,Eleccions al Parlament Europeu          ,2004,1,6,DN             ,DEMOCRACIA NACIONAL                               ,1
E,Eleccions al Parlament Europeu          ,2004,1,6,EC             ,ESTAT CATALÀ                                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,137
E,Eleccions al Parlament Europeu          ,2004,1,6,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,5
E,Eleccions al Parlament Europeu          ,2004,1,6,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,6,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,66
E,Eleccions al Parlament Europeu          ,2004,1,6,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,1
E,Eleccions al Parlament Europeu          ,2004,1,6,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,6,PC             ,PARTIDO CARLISTA                                  ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,1
E,Eleccions al Parlament Europeu          ,2004,1,6,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,3
E,Eleccions al Parlament Europeu          ,2004,1,6,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,PP             ,PARTIDO POPULAR                                   ,147
E,Eleccions al Parlament Europeu          ,2004,1,6,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,6,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,173
E,Eleccions al Parlament Europeu          ,2004,1,6,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,6,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,ARALAR         ,ARALAR                                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,1
E,Eleccions al Parlament Europeu          ,2004,1,7,CE             ,COALICIÓN EUROPEA                                 ,1
E,Eleccions al Parlament Europeu          ,2004,1,7,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,165
E,Eleccions al Parlament Europeu          ,2004,1,7,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,7
E,Eleccions al Parlament Europeu          ,2004,1,7,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,EC             ,ESTAT CATALÀ                                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,96
E,Eleccions al Parlament Europeu          ,2004,1,7,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,29
E,Eleccions al Parlament Europeu          ,2004,1,7,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,1
E,Eleccions al Parlament Europeu          ,2004,1,7,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,7,PC             ,PARTIDO CARLISTA                                  ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,3
E,Eleccions al Parlament Europeu          ,2004,1,7,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,PP             ,PARTIDO POPULAR                                   ,123
E,Eleccions al Parlament Europeu          ,2004,1,7,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,7,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,102
E,Eleccions al Parlament Europeu          ,2004,1,7,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,7,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,ARALAR         ,ARALAR                                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,CE             ,COALICIÓN EUROPEA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,152
E,Eleccions al Parlament Europeu          ,2004,1,8,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,EC             ,ESTAT CATALÀ                                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,74
E,Eleccions al Parlament Europeu          ,2004,1,8,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,5
E,Eleccions al Parlament Europeu          ,2004,1,8,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,37
E,Eleccions al Parlament Europeu          ,2004,1,8,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,1
E,Eleccions al Parlament Europeu          ,2004,1,8,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,PC             ,PARTIDO CARLISTA                                  ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,PP             ,PARTIDO POPULAR                                   ,82
E,Eleccions al Parlament Europeu          ,2004,1,8,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,8,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,68
E,Eleccions al Parlament Europeu          ,2004,1,8,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,8,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,ARALAR         ,ARALAR                                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,CE             ,COALICIÓN EUROPEA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,103
E,Eleccions al Parlament Europeu          ,2004,1,9,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,9,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,EC             ,ESTAT CATALÀ                                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,68
E,Eleccions al Parlament Europeu          ,2004,1,9,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,3
E,Eleccions al Parlament Europeu          ,2004,1,9,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,31
E,Eleccions al Parlament Europeu          ,2004,1,9,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,9,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
