ID,ACTE,DESCRIPCIO,EMAIL_ACTE,WEB_ACTE,A_CARREC,LLOC,DATA_INI,DATA_FI,GRATUIT,PREU,HORA_INI,HORA_FI,IMATGE,DISTRICTE,TIPUS_ACTE,OBSERVACIONS,CICLE,DESCRIPCIOCICLE,CICLE_DATA_INI,CICLE_DATA_FI,DATA_PUB,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,URL,LOCALITZACIO
91595,"Ruta guiada: Seu d Ègara, un tresor amagat",Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Museu de Terrassa - Seu d Ègara. Esglésies de Sant Pere de Terrassa,16/12/2017,16/12/2017,F,"6 euros (adults) 4,20 euros (persones majors de 65 anys, famílies nombroses i Carnet Jove) 3 euros (nens de 6 a 16 anys, persones a l atur i  persones amb discapacitat acreditada) Gratuït: menors de 6 anys                                               ",11:00:00,12:30:00,,1,,"Inclou: visita guiada i entrada a la Seu d Ègara. Cal fer reserva prèvia. Informació  i inscripcions: Oficina de Turisme de l Ajuntament de Terrassa (Parc de Sant Jordi - pl. Josep Freixa i Argemí, 11). Tel. 937 397 019",,,,,23/02/2017,418240.8005,4602365.3248,418146.8207,4602161.1016,2.0182794,41.5669392,http://www.terrassa.cat/veureacte?numActe=91595,"(41.56693924016049, 2.0182793906980367)"
91605,Ruta guiada: Un tastet pel modernisme industrial terrassenc,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,25/11/2017,25/11/2017,F,"12 euros (adults) 8,40 euros (persones majors de 65 anys, famílies nombroses i Carnet Jove) 6 euros (nens de 6 a 16 anys, persones a l atur i  persones amb discapacitat acreditada) Gratuït: menors de 6 anys                                              ",10:15:00,13:30:00,,4,,"Inclou: visita guiada, les entrades a la Masia Freixa, la Casa Museu Alegre de Sagrera i el mNACTEC Cal fer reserva prèvia. Informació  i inscripcions: Oficina de Turisme de l Ajuntament de Terrassa (Parc de Sant Jordi - pl. Josep Freixa i Argemí, 11). Tel. 937 397 019",,,,,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=91605,"(41.56310094245558, 2.004585047079035)"
91607,Ruta guiada: Un tastet pel modernisme industrial terrassenc,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,23/12/2017,23/12/2017,F,"12 euros (adults) 8,40 euros (persones majors de 65 anys, famílies nombroses i Carnet Jove) 6 euros (nens de 6 a 16 anys, persones a l atur i  persones amb discapacitat acreditada) Gratuït: menors de 6 anys                                              ",10:15:00,13:30:00,,4,,"Inclou: visita guiada, les entrades a la Masia Freixa, la Casa Museu Alegre de Sagrera i el mNACTEC Cal fer reserva prèvia. Informació  i inscripcions: Oficina de Turisme de l Ajuntament de Terrassa (Parc de Sant Jordi - pl. Josep Freixa i Argemí, 11). Tel. 937 397 019",,,,,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=91607,"(41.56310094245558, 2.004585047079035)"
91849,Ca n Aurell Flea Market Mercat de les puces,Altres activitats,info@canaurell.cat                                                                                  ,http://www.canaurell.cat                                                                            ,,,,,F,,,,,4,,"Per les reformes que està vivint el Parc de Sant Jordi els primers mesos del Mercat de les Puces i fins que s acabin les obres, l espai dels paradistes es distribuirà entre l accés principal, l era i l esplanada del bar.  Telèfon de contacte: 669 199 602",,,,,12/01/2017,,,,,,,http://www.terrassa.cat/veureacte?numActe=91849,
91902,Intervanvi de cromos,Altres activitats,,https://www.facebook.com/canvidecromosterrassa/                                                     ,,Madronita quality sweets,,,T,,,,,1,,,,,,,13/01/2017,418431.0148,4602003.3412,418337.0325,4601799.1160,2.0206096,41.5636986,http://www.terrassa.cat/veureacte?numActe=91902,"(41.563698640026395, 2.0206096450549658)"
93326,"Conferéncia sanitària per a tothom:  Càncer de pròstata, com afecta als homes",Salut,,http://www.mutuaterrassa.cat                                                                        ,DR. JOSEP MARIA CABALLERO,Hospital Mútua de Terrassa - Edifici docent,30/11/2017,,T,,18:00:00,,,1,,,ELS DIJOUS DE MÚTUA 2017                                                                                                                                                                                ,,30/03/2017,30/11/2017,22/05/2017,418094.2915,4602108.9275,418000.3095,4601904.7050,2.0165575,41.5646151,http://www.terrassa.cat/veureacte?numActe=93326,"(41.56461511163728, 2.0165574504986354)"
92051,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,31/10/2017,31/10/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/01/2017,31/12/2017,12/04/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92051,"(41.56310094245558, 2.004585047079035)"
92052,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,01/11/2017,01/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/01/2017,31/12/2017,12/04/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92052,"(41.56310094245558, 2.004585047079035)"
92053,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,02/11/2017,02/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/01/2017,31/12/2017,12/04/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92053,"(41.56310094245558, 2.004585047079035)"
92054,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,03/11/2017,03/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/01/2017,31/12/2017,12/04/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92054,"(41.56310094245558, 2.004585047079035)"
92055,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,04/11/2017,04/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/01/2017,31/12/2017,12/04/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92055,"(41.56310094245558, 2.004585047079035)"
92056,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,05/11/2017,05/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,24/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92056,"(41.56310094245558, 2.004585047079035)"
92057,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,06/11/2017,06/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92057,"(41.56310094245558, 2.004585047079035)"
92058,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,07/11/2017,07/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92058,"(41.56310094245558, 2.004585047079035)"
93545,50 anys AVV del Segle XX Exposició:  Un barri en construcció,Exposicions,,http://www.barriseglexx.org/WEB_BARRI_SEGLE_XX_-_ABANSYS_2/Noticies/Entries/2017/3/6_50_anys_Program,,Arxiu Històric de Terrassa - Arxiu Comarcal del Vallès Occidental,,,F,,,,,3,,,,,,,21/04/2017,418057.1875,4600848.6250,417963.1959,4600644.4008,2.0162846,41.5532610,http://www.terrassa.cat/veureacte?numActe=93545,"(41.553260965518504, 2.0162845517171952)"
92059,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,08/11/2017,08/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92059,"(41.56310094245558, 2.004585047079035)"
92060,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,09/11/2017,09/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92060,"(41.56310094245558, 2.004585047079035)"
92061,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,10/11/2017,10/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92061,"(41.56310094245558, 2.004585047079035)"
92062,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,11/11/2017,11/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92062,"(41.56310094245558, 2.004585047079035)"
92063,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,12/11/2017,12/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92063,"(41.56310094245558, 2.004585047079035)"
92064,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,13/11/2017,13/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92064,"(41.56310094245558, 2.004585047079035)"
92065,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,14/11/2017,14/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92065,"(41.56310094245558, 2.004585047079035)"
92066,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,15/11/2017,15/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92066,"(41.56310094245558, 2.004585047079035)"
94845,Jornada de portes obertes al Castell Cartoixa de Vallparadís.,Patrimoni,museudeterrassa@terrassa.cat                                                                        ,http://www.terrassa.cat/museu                                                                       ,,Museu de Terrassa - Castell Cartoixa Vallparadís,,,T,,,,,1,,En motiu de la Setmana del Turisme Industrial 2017 i del Dia Sàpiens,,,,,16/10/2017,418312.5082,4602121.5125,418218.5266,4601917.2884,2.0191725,41.5647508,http://www.terrassa.cat/veureacte?numActe=94845,"(41.56475079052467, 2.0191724991004683)"
92067,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,16/11/2017,16/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92067,"(41.56310094245558, 2.004585047079035)"
92068,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,17/11/2017,17/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92068,"(41.56310094245558, 2.004585047079035)"
92069,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,18/11/2017,18/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92069,"(41.56310094245558, 2.004585047079035)"
92070,Visita guiada a la Masia Freixa,Sortides/Excursions,turisme@terrassa.cat                                                                                ,http://www.visitaterrassa.cat                                                                       ,,Oficina de Turisme,19/11/2017,19/11/2017,T,,12:00:00,13:00:00,,4,,"De dilluns a diumenge, a les 12 h.  Places limitades: 40 persones",VISITES A LA MASIA FREIXA                                                                                                                                                                               ,,01/09/2016,31/12/2016,23/02/2017,417094.0821,4601952.2520,417000.0974,4601748.0369,2.0045850,41.5631009,http://www.terrassa.cat/veureacte?numActe=92070,"(41.56310094245558, 2.004585047079035)"
92098,Trobada-Intercanvi de col.leccionistes de sobres de sucre,Fires i festes,,https://colleccionistesgrupterrassa.files.wordpress.com/2017/01/1-gener-febrer-2017.pdf             ,,Accés pel CA Torres Garcia al Centre Cultural Terrassa,22/01/2017,31/12/2017,F,,10:00:00,14:00:00,,1,,,,,,,20/01/2017,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,http://www.terrassa.cat/veureacte?numActe=92098,"(41.56626150999005, 2.0067558628216884)"
92103,Tresors mNACTEC:  Màquines d escriure ,Exposicions,,http://mnactec.cat/ca/exposicio-detall/tresors-mnactec-maquines-descriure                           ,,Museu de la Ciència i de la Tècnica de Catalunya - mNACTEC,,,F,,,,,1,,,,,,,20/01/2017,417336.2188,4602169.1250,417242.2361,4601964.9084,2.0074587,41.5650792,http://www.terrassa.cat/veureacte?numActe=92103,"(41.56507918807833, 2.007458696947104)"
92170,Exposició:  Refugiats ,Internacional,solidaritat@terrassa.cat                                                                            ,http://blogs.terrassa.cat/terrassarefugi                                                            ,,Biblioteca Districte 3 - BD3,,,T,,,,,3,,,,,,,21/03/2017,418412.8125,4601133.0625,418318.8236,4600928.8361,2.0205097,41.5558590,http://www.terrassa.cat/veureacte?numActe=92170,"(41.55585900311468, 2.02050966003612)"
92201,Visites a l Ajuntament,Gent gran,gentgran@terrassa.cat                                                                               ,,PERSONAL MUNICIPAL,Ajuntament de Terrassa,06/04/2017,,T,,10:30:00,,,1,,"L ajuntament de Terrassa és un edifici neogòtic on té la seu el consell de la ciutat. Aquest equipament municipal que data del 1900 amaga uns tresors de valor cultural y patrimonial que volem donar a conèixer a les persones grans de la ciutat en diferents visites guiades.  Inscripció gratuïta a Promoció Gent Gran, c/Sant Ildefons, 8 Tel. 93 788 33 33",ACTIVA +60                                                                                                                                                                                              ,,01/02/2017,31/12/2017,23/02/2017,417573.4688,4601936.5513,417479.4847,4601732.3325,2.0103357,41.5630091,http://www.terrassa.cat/veureacte?numActe=92201,"(41.563009132947556, 2.010335653309005)"
92234,Pel.lícula: Florence Foster Jenkins,Gent gran,gentgran@terrassa.cat                                                                               ,,,Cinema Catalunya,20/11/2017,,F,2 euros                                                                                                                                                                                                                                                        ,17:00:00,,,1,,"Sinopsis: Nova York, anys 40 Florence Foster Jenkins (Meryl Streep) és una dona milonaria de Nova York que vol peti qui peti saltar a l opera. Hi ha només un petit problema: les seves habilitats de cant són totalment nefastes.",ACTIVA EL +60 CICLE DE CINEMA I COL.LOQUI                                                                                                                                                               ,,13/02/2017,20/11/2017,02/02/2017,417629.2002,4601958.6767,417535.2163,4601754.4575,2.0110009,41.5632141,http://www.terrassa.cat/veureacte?numActe=92234,"(41.56321414145927, 2.011000905809993)"
92295,Viure la natura: Sortides amb dinar de Sarró. Sortida de gemanor. Ruta per Sant Vicenç de Castellet,Sortides/Excursions,gentgran@terrassa.cat                                                                               ,,"CENTRE EXCURSIONISTA DE TERRASSA CET,  CLUB MUNTANYENC, EXCURSIONISTES. CAT",,21/11/2017,,F,S informarà del preu en el moment de la inscripció.                                                                                                                                                                                                            ,07:00:00,,,0,,"Informació i inscripcions: del 20 d octubre al 17 de novembre al servei de Promoció de la Gent Gran, c/ Sant Ildefons, 8 Telèfon 93 788 33 33, de dilluns a divendres de 9 a 14 h.",ACTIVA +60 VIURE LA NATURA                                                                                                                                                                              ,,08/03/2017,21/11/2017,23/02/2017,,,,,,,http://www.terrassa.cat/veureacte?numActe=92295,
