DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,SEXE,POBLACIO
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"SENEGAL, EL                   ",Home,3
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"XINA, LA                      ",Dona,1
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"XINA, LA                      ",Home,3
2011,DISTRICTE 1,VALLPARADÍS                   ,"ARGENTINA, L                  ",Dona,2
2011,DISTRICTE 1,VALLPARADÍS                   ,"ARGENTINA, L                  ",Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,BOLÍVIA                       ,Dona,2
2011,DISTRICTE 1,VALLPARADÍS                   ,BOLÍVIA                       ,Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,"BRASIL, EL                    ",Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,COLÒMBIA                      ,Home,2
2011,DISTRICTE 1,VALLPARADÍS                   ,"EQUADOR, L                    ",Dona,3
2011,DISTRICTE 1,VALLPARADÍS                   ,"EQUADOR, L                    ",Home,3
2011,DISTRICTE 1,VALLPARADÍS                   ,ESPANYA                       ,Dona,54
2011,DISTRICTE 1,VALLPARADÍS                   ,ESPANYA                       ,Home,49
2011,DISTRICTE 1,VALLPARADÍS                   ,HONDURES                      ,Dona,1
2011,DISTRICTE 1,VALLPARADÍS                   ,ISRAEL                        ,Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,ITÀLIA                        ,Dona,2
2011,DISTRICTE 1,VALLPARADÍS                   ,ITÀLIA                        ,Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,MÈXIC                         ,Dona,1
2011,DISTRICTE 1,VALLPARADÍS                   ,MÈXIC                         ,Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,"PARAGUAI, EL                  ",Dona,4
2011,DISTRICTE 1,VALLPARADÍS                   ,"PARAGUAI, EL                  ",Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,ROMANIA                       ,Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,"SENEGAL, EL                   ",Dona,1
2011,DISTRICTE 1,VALLPARADÍS                   ,"SENEGAL, EL                   ",Home,1
2011,DISTRICTE 1,VALLPARADÍS                   ,"URUGUAI, L                    ",Dona,1
2011,DISTRICTE 1,VALLPARADÍS                   ,"XINA, LA                      ",Home,2
2011,DISTRICTE 2,CA N ANGLADA                  ,ALGÈRIA                       ,Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,ALGÈRIA                       ,Home,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"ARGENTINA, L                  ",Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"ARGENTINA, L                  ",Home,1
2011,DISTRICTE 2,CA N ANGLADA                  ,BOLÍVIA                       ,Dona,6
2011,DISTRICTE 2,CA N ANGLADA                  ,BOLÍVIA                       ,Home,6
2011,DISTRICTE 2,CA N ANGLADA                  ,"BRASIL, EL                    ",Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"BRASIL, EL                    ",Home,3
2011,DISTRICTE 2,CA N ANGLADA                  ,BULGÀRIA                      ,Home,1
2011,DISTRICTE 2,CA N ANGLADA                  ,COLÒMBIA                      ,Dona,4
2011,DISTRICTE 2,CA N ANGLADA                  ,COLÒMBIA                      ,Home,3
2011,DISTRICTE 2,CA N ANGLADA                  ,CUBA                          ,Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,CUBA                          ,Home,1
2011,DISTRICTE 2,CA N ANGLADA                  ,EGIPTE                        ,Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,EGIPTE                        ,Home,3
2011,DISTRICTE 2,CA N ANGLADA                  ,"EQUADOR, L                    ",Dona,10
2011,DISTRICTE 2,CA N ANGLADA                  ,"EQUADOR, L                    ",Home,12
2011,DISTRICTE 2,CA N ANGLADA                  ,ESPANYA                       ,Dona,108
2011,DISTRICTE 2,CA N ANGLADA                  ,ESPANYA                       ,Home,110
2011,DISTRICTE 2,CA N ANGLADA                  ,GHANA                         ,Home,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"GUINEA EQUATORIAL, LA         ",Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,HONDURES                      ,Dona,3
2011,DISTRICTE 2,CA N ANGLADA                  ,"ÍNDIA, L                      ",Home,2
2011,DISTRICTE 2,CA N ANGLADA                  ,ITÀLIA                        ,Dona,3
2011,DISTRICTE 2,CA N ANGLADA                  ,ITÀLIA                        ,Home,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"MARROC, EL                    ",Dona,81
2011,DISTRICTE 2,CA N ANGLADA                  ,"MARROC, EL                    ",Home,149
2011,DISTRICTE 2,CA N ANGLADA                  ,MÈXIC                         ,Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,NIGÈRIA                       ,Dona,2
2011,DISTRICTE 2,CA N ANGLADA                  ,NIGÈRIA                       ,Home,5
2011,DISTRICTE 2,CA N ANGLADA                  ,"PAÏSOS BAIXOS, ELS            ",Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"PAKISTAN, EL                  ",Home,15
2011,DISTRICTE 2,CA N ANGLADA                  ,"PARAGUAI, EL                  ",Dona,5
2011,DISTRICTE 2,CA N ANGLADA                  ,"PARAGUAI, EL                  ",Home,2
2011,DISTRICTE 2,CA N ANGLADA                  ,"PERÚ, EL                      ",Dona,4
2011,DISTRICTE 2,CA N ANGLADA                  ,"PERÚ, EL                      ",Home,2
2011,DISTRICTE 2,CA N ANGLADA                  ,"REGNE UNIT, EL                ",Home,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"REPÚBLICA DOMINICANA, LA      ",Dona,6
2011,DISTRICTE 2,CA N ANGLADA                  ,"REPÚBLICA DOMINICANA, LA      ",Home,4
2011,DISTRICTE 2,CA N ANGLADA                  ,ROMANIA                       ,Dona,7
2011,DISTRICTE 2,CA N ANGLADA                  ,ROMANIA                       ,Home,6
2011,DISTRICTE 2,CA N ANGLADA                  ,"SENEGAL, EL                   ",Dona,4
2011,DISTRICTE 2,CA N ANGLADA                  ,"SENEGAL, EL                   ",Home,31
2011,DISTRICTE 2,CA N ANGLADA                  ,VENEÇUELA                     ,Dona,2
2011,DISTRICTE 2,CA N ANGLADA                  ,XILE                          ,Dona,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"XINA, LA                      ",Dona,8
2011,DISTRICTE 2,CA N ANGLADA                  ,"XINA, LA                      ",Home,5
2011,DISTRICTE 2,DISSEMINATS                   ,ESPANYA                       ,Dona,1
2011,DISTRICTE 2,MONTSERRAT                    ,"ARGENTINA, L                  ",Dona,1
2011,DISTRICTE 2,MONTSERRAT                    ,COLÒMBIA                      ,Dona,1
2011,DISTRICTE 2,MONTSERRAT                    ,COLÒMBIA                      ,Home,1
2011,DISTRICTE 2,MONTSERRAT                    ,CUBA                          ,Home,1
2011,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,Dona,5
2011,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,Home,10
2011,DISTRICTE 2,MONTSERRAT                    ,GÀMBIA                        ,Home,3
2011,DISTRICTE 2,MONTSERRAT                    ,GHANA                         ,Home,1
2011,DISTRICTE 2,MONTSERRAT                    ,"GUINEA, LA                    ",Dona,1
2011,DISTRICTE 2,MONTSERRAT                    ,MALI                          ,Home,1
2011,DISTRICTE 2,MONTSERRAT                    ,"MARROC, EL                    ",Dona,8
2011,DISTRICTE 2,MONTSERRAT                    ,"MARROC, EL                    ",Home,25
2011,DISTRICTE 2,MONTSERRAT                    ,NIGÈRIA                       ,Dona,1
2011,DISTRICTE 2,MONTSERRAT                    ,NIGÈRIA                       ,Home,1
2011,DISTRICTE 2,MONTSERRAT                    ,"PARAGUAI, EL                  ",Dona,2
2011,DISTRICTE 2,MONTSERRAT                    ,"REPÚBLICA DOMINICANA, LA      ",Dona,2
2011,DISTRICTE 2,MONTSERRAT                    ,"SENEGAL, EL                   ",Home,2
2011,DISTRICTE 2,TORRE-SANA                    ,ALEMANYA                      ,Dona,1
2011,DISTRICTE 2,TORRE-SANA                    ,ALEMANYA                      ,Home,1
2011,DISTRICTE 2,TORRE-SANA                    ,ALGÈRIA                       ,Dona,2
2011,DISTRICTE 2,TORRE-SANA                    ,"ARGENTINA, L                  ",Dona,2
2011,DISTRICTE 2,TORRE-SANA                    ,"ARGENTINA, L                  ",Home,1
2011,DISTRICTE 2,TORRE-SANA                    ,BOLÍVIA                       ,Dona,2
2011,DISTRICTE 2,TORRE-SANA                    ,BOLÍVIA                       ,Home,1
2011,DISTRICTE 2,TORRE-SANA                    ,"BRASIL, EL                    ",Dona,1
2011,DISTRICTE 2,TORRE-SANA                    ,COLÒMBIA                      ,Dona,3
2011,DISTRICTE 2,TORRE-SANA                    ,COLÒMBIA                      ,Home,2
2011,DISTRICTE 2,TORRE-SANA                    ,CUBA                          ,Home,1
2011,DISTRICTE 2,TORRE-SANA                    ,"EQUADOR, L                    ",Home,3
2011,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,Dona,58
2011,DISTRICTE 2,TORRE-SANA                    ,ESPANYA                       ,Home,74
2011,DISTRICTE 2,TORRE-SANA                    ,"MARROC, EL                    ",Dona,2
2011,DISTRICTE 2,TORRE-SANA                    ,"MARROC, EL                    ",Home,4
2011,DISTRICTE 2,TORRE-SANA                    ,NIGÈRIA                       ,Dona,2
2011,DISTRICTE 2,TORRE-SANA                    ,"PARAGUAI, EL                  ",Dona,1
2011,DISTRICTE 2,TORRE-SANA                    ,"PERÚ, EL                      ",Home,1
2011,DISTRICTE 2,TORRE-SANA                    ,POLÒNIA                       ,Home,2
2011,DISTRICTE 2,TORRE-SANA                    ,"REGNE UNIT, EL                ",Home,2
2011,DISTRICTE 2,TORRE-SANA                    ,ROMANIA                       ,Dona,1
2011,DISTRICTE 2,TORRE-SANA                    ,ROMANIA                       ,Home,2
2011,DISTRICTE 2,TORRE-SANA                    ,RÚSSIA                        ,Dona,1
2011,DISTRICTE 2,TORRE-SANA                    ,"SENEGAL, EL                   ",Home,3
2011,DISTRICTE 2,TORRE-SANA                    ,SUD-ÀFRICA                    ,Home,1
2011,DISTRICTE 2,TORRE-SANA                    ,XILE                          ,Home,3
2011,DISTRICTE 2,TORRE-SANA                    ,"XINA, LA                      ",Home,1
2011,DISTRICTE 2,VILARDELL                     ,COLÒMBIA                      ,Dona,1
2011,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,Dona,17
2011,DISTRICTE 2,VILARDELL                     ,ESPANYA                       ,Home,15
2011,DISTRICTE 2,VILARDELL                     ,VENEÇUELA                     ,Dona,1
2011,DISTRICTE 3,CAN JOFRESA                   ,"ARGENTINA, L                  ",Home,1
2011,DISTRICTE 3,CAN JOFRESA                   ,COLÒMBIA                      ,Dona,1
2011,DISTRICTE 3,CAN JOFRESA                   ,CUBA                          ,Dona,2
2011,DISTRICTE 3,CAN JOFRESA                   ,CUBA                          ,Home,1
2011,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,Dona,22
2011,DISTRICTE 3,CAN JOFRESA                   ,ESPANYA                       ,Home,26
2011,DISTRICTE 3,CAN JOFRESA                   ,"GUINEA, LA                    ",Home,1
2011,DISTRICTE 3,CAN JOFRESA                   ,"MARROC, EL                    ",Dona,1
2011,DISTRICTE 3,CAN JOFRESA                   ,"MARROC, EL                    ",Home,2
2011,DISTRICTE 3,CAN JOFRESA                   ,"PARAGUAI, EL                  ",Dona,1
2011,DISTRICTE 3,CAN JOFRESA                   ,"PARAGUAI, EL                  ",Home,2
2011,DISTRICTE 3,CAN JOFRESA                   ,"PERÚ, EL                      ",Home,1
2011,DISTRICTE 3,CAN JOFRESA                   ,POLÒNIA                       ,Dona,1
2011,DISTRICTE 3,CAN JOFRESA                   ,PORTUGAL                      ,Dona,1
2011,DISTRICTE 3,CAN JOFRESA                   ,"REPÚBLICA DOMINICANA, LA      ",Dona,1
2011,DISTRICTE 3,CAN JOFRESA                   ,ROMANIA                       ,Dona,2
2011,DISTRICTE 3,CAN JOFRESA                   ,"SENEGAL, EL                   ",Home,1
2011,DISTRICTE 3,CAN PALET                     ,"ARGENTINA, L                  ",Dona,1
2011,DISTRICTE 3,CAN PALET                     ,BOLÍVIA                       ,Home,2
2011,DISTRICTE 3,CAN PALET                     ,"BRASIL, EL                    ",Dona,5
2011,DISTRICTE 3,CAN PALET                     ,BULGÀRIA                      ,Dona,1
2011,DISTRICTE 3,CAN PALET                     ,COLÒMBIA                      ,Dona,6
2011,DISTRICTE 3,CAN PALET                     ,COLÒMBIA                      ,Home,4
2011,DISTRICTE 3,CAN PALET                     ,CUBA                          ,Home,2
2011,DISTRICTE 3,CAN PALET                     ,"EQUADOR, L                    ",Dona,9
2011,DISTRICTE 3,CAN PALET                     ,"EQUADOR, L                    ",Home,3
2011,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,Dona,133
2011,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,Home,144
2011,DISTRICTE 3,CAN PALET                     ,HONDURES                      ,Home,1
2011,DISTRICTE 3,CAN PALET                     ,ITÀLIA                        ,Home,2
2011,DISTRICTE 3,CAN PALET                     ,"MARROC, EL                    ",Dona,21
2011,DISTRICTE 3,CAN PALET                     ,"MARROC, EL                    ",Home,46
2011,DISTRICTE 3,CAN PALET                     ,"PAÏSOS BAIXOS, ELS            ",Home,1
2011,DISTRICTE 3,CAN PALET                     ,"PAKISTAN, EL                  ",Home,1
2011,DISTRICTE 3,CAN PALET                     ,"PANAMÀ, EL                    ",Home,1
2011,DISTRICTE 3,CAN PALET                     ,"PARAGUAI, EL                  ",Dona,3
2011,DISTRICTE 3,CAN PALET                     ,"PARAGUAI, EL                  ",Home,1
2011,DISTRICTE 3,CAN PALET                     ,"PERÚ, EL                      ",Dona,1
2011,DISTRICTE 3,CAN PALET                     ,"PERÚ, EL                      ",Home,3
2011,DISTRICTE 3,CAN PALET                     ,PORTUGAL                      ,Home,4
2011,DISTRICTE 3,CAN PALET                     ,"REPÚBLICA DOMINICANA, LA      ",Dona,9
2011,DISTRICTE 3,CAN PALET                     ,"REPÚBLICA DOMINICANA, LA      ",Home,6
2011,DISTRICTE 3,CAN PALET                     ,ROMANIA                       ,Dona,2
2011,DISTRICTE 3,CAN PALET                     ,ROMANIA                       ,Home,3
2011,DISTRICTE 3,CAN PALET                     ,"SENEGAL, EL                   ",Dona,5
2011,DISTRICTE 3,CAN PALET                     ,"SENEGAL, EL                   ",Home,12
2011,DISTRICTE 3,CAN PALET                     ,SUÈCIA                        ,Home,1
2011,DISTRICTE 3,CAN PALET                     ,UCRAÏNA                       ,Dona,1
2011,DISTRICTE 3,CAN PALET                     ,"URUGUAI, L                    ",Home,1
2011,DISTRICTE 3,CAN PALET                     ,VENEÇUELA                     ,Dona,2
2011,DISTRICTE 3,CAN PALET                     ,VENEÇUELA                     ,Home,1
2011,DISTRICTE 3,CAN PALET                     ,XILE                          ,Home,1
2011,DISTRICTE 3,CAN PALET                     ,"XINA, LA                      ",Dona,4
2011,DISTRICTE 3,CAN PALET                     ,"XINA, LA                      ",Home,8
2011,DISTRICTE 3,CAN PALET II                  ,"ARGENTINA, L                  ",Home,1
2011,DISTRICTE 3,CAN PALET II                  ,COLÒMBIA                      ,Dona,1
2011,DISTRICTE 3,CAN PALET II                  ,"EQUADOR, L                    ",Dona,2
2011,DISTRICTE 3,CAN PALET II                  ,"EQUADOR, L                    ",Home,1
2011,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       ,Dona,4
2011,DISTRICTE 3,CAN PALET II                  ,ESPANYA                       ,Home,9
2011,DISTRICTE 3,CAN PALET II                  ,"MARROC, EL                    ",Dona,9
2011,DISTRICTE 3,CAN PALET II                  ,"MARROC, EL                    ",Home,7
2011,DISTRICTE 3,CAN PALET II                  ,"PARAGUAI, EL                  ",Home,1
2011,DISTRICTE 3,CAN PALET II                  ,"SENEGAL, EL                   ",Dona,4
2011,DISTRICTE 3,CAN PALET II                  ,"SENEGAL, EL                   ",Home,9
2011,DISTRICTE 3,CAN PALET II                  ,SÍRIA                         ,Home,1
2011,DISTRICTE 3,CAN PARELLADA                 ,"BRASIL, EL                    ",Dona,1
2011,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,Dona,62
2011,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,Home,54
2011,DISTRICTE 3,CAN PARELLADA                 ,HONDURES                      ,Dona,1
2011,DISTRICTE 3,CAN PARELLADA                 ,ITÀLIA                        ,Dona,1
2011,DISTRICTE 3,CAN PARELLADA                 ,"MARROC, EL                    ",Dona,4
2011,DISTRICTE 3,CAN PARELLADA                 ,"MARROC, EL                    ",Home,8
2011,DISTRICTE 3,CAN PARELLADA                 ,MONTENEGRO                    ,Dona,1
2011,DISTRICTE 3,CAN PARELLADA                 ,NICARAGUA                     ,Home,1
2011,DISTRICTE 3,CAN PARELLADA                 ,NIGÈRIA                       ,Home,2
2011,DISTRICTE 3,CAN PARELLADA                 ,"PERÚ, EL                      ",Home,1
2011,DISTRICTE 3,CAN PARELLADA                 ,ROMANIA                       ,Home,2
2011,DISTRICTE 3,CAN PARELLADA                 ,RÚSSIA                        ,Dona,1
2011,DISTRICTE 3,CAN PARELLADA                 ,"SENEGAL, EL                   ",Dona,1
2011,DISTRICTE 3,CAN PARELLADA                 ,"SENEGAL, EL                   ",Home,4
