VOTACIO,ELECCIO,ANY_VOTACIO,DISTRICTE,CODI_BARRI,NOM_BARRI,PARTIT,NOM_PARTIT,VOTS
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,5
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PP             ,PARTIDO POPULAR                                   ,217
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,701
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,1
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,15,PL. CATALUNYA - ESC. INDUSTRIAL         ,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,ARALAR         ,ARALAR                                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,1
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,CE             ,COALICIÓN EUROPEA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,238
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,2
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,EC             ,ESTAT CATALÀ                                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,154
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,7
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,153
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,LOS PARADOS    ,LOS PARADOS                                       ,1
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,6
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,4
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PC             ,PARTIDO CARLISTA                                  ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,6
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PP             ,PARTIDO POPULAR                                   ,250
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,749
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,16,CEMENTIRI VELL                          ,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,ARALAR         ,ARALAR                                            ,2
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,3
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,CE             ,COALICIÓN EUROPEA                                 ,2
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,1676
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,23
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,DN             ,DEMOCRACIA NACIONAL                               ,1
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,EC             ,ESTAT CATALÀ                                      ,2
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,842
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,33
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,429
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,NIV            ,NUEVA IZQUIERDA VERDE                             ,3
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,6
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,2
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PC             ,PARTIDO CARLISTA                                  ,1
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,1
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,66
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PH             ,PARTIDO HUMANISTA                                 ,1
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PP             ,PARTIDO POPULAR                                   ,936
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,1110
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,17,CENTRE                                  ,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,ARALAR         ,ARALAR                                            ,2
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,CE             ,COALICIÓN EUROPEA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,388
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,EC             ,ESTAT CATALÀ                                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,239
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,10
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,147
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,3
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PC             ,PARTIDO CARLISTA                                  ,1
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,10
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,1
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PP             ,PARTIDO POPULAR                                   ,230
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,501
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,18,VALLPARADIS                             ,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,ARALAR         ,ARALAR                                            ,1
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,CE             ,COALICIÓN EUROPEA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,61
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,EC             ,ESTAT CATALÀ                                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,27
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,1
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,12
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,LOS PARADOS    ,LOS PARADOS                                       ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,NIV            ,NUEVA IZQUIERDA VERDE                             ,1
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,3
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,1
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PC             ,PARTIDO CARLISTA                                  ,1
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,1
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PP             ,PARTIDO POPULAR                                   ,20
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,40
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,PUM+J          ,POR UN MUNDO MÁS JUSTO                            ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,TC-PNC         ,TIERRA COMUNERA-PARTIDO NACIONALISTA CASTELLANO   ,0
E,Eleccions al Parlament Europeu          ,2004,1,19,ANTIC POBLE DE SANT PERE                ,UCL            ,UNIÓN CENTRISTA LIBERAL                           ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,ARALAR         ,ARALAR                                            ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,CDS            ,CENTRO DEMOCRÁTICO Y SOCIAL                       ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,CE             ,COALICIÓN EUROPEA                                 ,2
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,CIU            ,CONVERGÈNCIA I UNIÓ-GALEUSCA POBLES D  EUROPA     ,34
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,CL             ,COALICIÓN LIBERAL                                 ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,CUP            ,CANDIDATURA D UNITAT POPULAR                      ,1
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,DN             ,DEMOCRACIA NACIONAL                               ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,EC             ,ESTAT CATALÀ                                      ,1
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,ERC            ,ESQUERRA REPUBLICANA DE CATALUNYA                 ,14
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,EV-GV          ,ELS VERDS - GRUP VERD EUROPEU                     ,1
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,FA             ,FALANGE AUTÉNTICA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,FE             ,LA FALANGE                                        ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,FE DE LAS JONS ,FALANGE ESPAÑOLA DE LAS JONS                      ,1
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,ICV-EUIA       ,INICIATIVA PER CATALUNYA VERDS-ESQUERRA UNIDA I AL,25
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,LOS PARADOS    ,LOS PARADOS                                       ,1
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,NIV            ,NUEVA IZQUIERDA VERDE                             ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,NÓS-UP         ,NÓS-UNIDADE POPULAR                               ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,P. CANNABIS    ,PARTIDO CANNABIS POR LA LEGALIZACIÓN Y NORMALIZACI,1
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PADE           ,PARTIDO DEMÓCRATA ESPAÑOL                         ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PASOC          ,PARTIDO DE ACCIÓN SOCIALISTA                      ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PC             ,PARTIDO CARLISTA                                  ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PCPE-LI (LIT-CI,POR UNA EUROPA DE LOS TRABAJADORES Y LOS PUEBLOS  ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PFYV           ,PARTIDO  FAMILIA Y VIDA                           ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PH             ,PARTIDO HUMANISTA                                 ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,POSI           ,PARTIDO OBRERO SOCIALISTA INTERNACIONALISTA       ,0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PP             ,PARTIDO POPULAR                                   ,48
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PREPAL         ,"SALAMANCA, ZAMORA, LEÓN PREPAL                    ",0
E,Eleccions al Parlament Europeu          ,2004,2,7,MONTSERRAT                              ,PSC (PSC-PSOE) ,PARTIT DELS SOCIALISTES DE CATALUNYA              ,238
