ID_ENTITAT,DESCRIPCIO,NOM,TELEFON,EMAIL,SIGLA,CARRER,NRO,BIS,ESCALA,PIS,PORTA,CODI_POSTAL,CIUTAT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,ATENCIO_CIUTADANA,URL,SECTOR,LOCALITZACIO
12649,Transport,Aparcament Vapor Ventalló SL,937 899 146 - 937 880 106 (oficines),,CA,DEL PANTÀ,40,,,,,8221,TERRASSA,417603.0050,4602217.1539,417509.0231,4602012.9353,2.0106513,41.5655393,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12649,transporte,"(41.565539292288, 2.0106513032867994)"
10510,Transport,Aparcament del Raval,937 801 539       - 902 283 080 (Atenció al client - 24 hores) - ,,RV,"MONTSERRAT, DE",27,,,SO,1  ,8221,TERRASSA,417517.0994,4601928.7853,417423.1151,4601724.5669,2.0096608,41.5629334,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=10510,transporte,"(41.56293337584382, 2.0096607812678395)"
10510,Transport,Aparcament del Raval,937 801 539       - 902 283 080 (Atenció al client - 24 hores) - ,,RV,"MONTSERRAT, DE",27,,,SO,1  ,8221,TERRASSA,417517.6013,4601932.6259,417423.6171,4601728.4075,2.0096663,41.5629680,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=10510,transporte,"(41.56296801617575, 2.0096662718524456)"
4867,Transport,"Aparcamientos Subterráneos de Terrassa, SA - ASTASA",937 330 019,,PR,DE SANT ROC,1,,,,,8221,TERRASSA,417404.6422,4601704.5600,417310.6561,4601500.3421,2.0083431,41.5609024,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4867,transporte,"(41.56090238290069, 2.0083431372656437)"
13983,Cultura i lleure,Auditori Municipal de Terrassa,937 832 711 (Cultura)    -  - 937 361 762 (Auditori),,PS,"ERNEST LLUCH, D ",1,,,,,8222,TERRASSA,418336.8908,4601895.3391,418242.9076,4601691.1144,2.0194957,41.5627164,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13983,cultura-ocio,"(41.5627163544712, 2.019495661244324)"
17271,Cultura i lleure,BaumannLab,937 848 390,info@baumannlab.cat,AV,"JACQUARD, DE",1,,,,,8222,TERRASSA,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=17271,cultura-ocio,"(41.56370352237213, 2.0190002573779395)"
10132,Cultura i lleure,Biblioteca Central de Terrassa - BCT,937 894 589,bct@terrassa.cat,PS,"LLETRES, DE LES",1,,,,,8221,TERRASSA,417541.0011,4602607.8482,417447.0220,4602403.6307,2.0098541,41.5690515,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=10132,cultura-ocio,"(41.56905149500609, 2.0098540804792115)"
3712,Cultura i lleure,Biblioteca Districte 2 - BD2,937 869 162,bd2@terrassa.cat,CA,"SANT COSME, DE",157,,,,,8222,TERRASSA,419161.9672,4602096.3650,419067.9868,4601892.1344,2.0293623,41.5646107,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=3712,cultura-ocio,"(41.564610698772015, 2.0293622826613005)"
17237,Cultura i lleure,Biblioteca Districte 3 - BD3,937 397 014,bd3@terrassa.cat,CA,"GERMÀ JOAQUIM, DEL",66,,,,,8223,TERRASSA,418412.8125,4601133.0625,418318.8236,4600928.8361,2.0205097,41.5558590,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=17237,cultura-ocio,"(41.55585900311468, 2.02050966003612)"
15126,Cultura i lleure,Biblioteca Districte 4 - BD4,937 397 423,bd4@terrassa.cat,CA,"INFANT MARTÍ, DE L ",183,,,,,8224,TERRASSA,416598.3321,4601276.4798,416504.3415,4601072.2674,1.9987343,41.5569634,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15126,cultura-ocio,"(41.55696335418124, 1.998734287761978)"
3689,Cultura i lleure,Biblioteca Districte 5 - BD5,937 350 927,bd5@terrassa.cat,CA,"JOCS OLÍMPICS, DELS",7,,,,,8225,TERRASSA,417563.7066,4603383.9827,417469.7334,4603179.7662,2.0100197,41.5760437,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=3689,cultura-ocio,"(41.576043711465374, 2.0100197166697047)"
14518,Cultura i lleure,Biblioteca Districte 6 - BD6,937 397 420,bd6@terrassa.cat,RM,"FRANCESC MACIÀ, DE",193,,,,,8226,TERRASSA,418878.4684,4603502.4622,418784.4982,4603298.2359,2.0257725,41.5772454,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14518,cultura-ocio,"(41.57724535389211, 2.025772547231101)"
735,Seguretat,Bombers,112 (emergències) - 937 838 080 (Urgències Terrassa trucada directa al Parc de Bombers) - 937 834 444 (Oficines del Parc de Bombers) -  - ,,AV,DE BARCELONA,287,,,,,8222,TERRASSA,418895.2875,4602496.6366,418801.3097,4602292.4086,2.0261103,41.5681885,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=735,seguridad,"(41.56818854568474, 2.026110264842385)"
923,Esports,CD Can Parellada,937 844 442 -  - 696 155 253,cdcanparellada@yahoo.es,CA,D AMÈRICA,2,,,,,8228,TERRASSA,420162.1563,4599268.8125,420068.1560,4599064.5699,2.0417321,41.5392460,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=923,deporte,"(41.53924596927248, 2.0417321236270203)"
14134,Societat i benestar,CEDIAP - Centre d atenció i estimulació precoç,937 858 300,,CA,"PRAT DE LA RIBA, DE",32,,,BA,1  ,8222,TERRASSA,418485.6875,4602137.8750,418391.7063,4601933.6496,2.0212470,41.5649158,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14134,sociedad-bienestar,"(41.564915837262014, 2.0212469746429798)"
12190,Justícia,"CMAC - Centre de Mediació, Arbitratge i Conciliació",937 336 594,,CA,"EDISON, D ",15,,,,,8224,TERRASSA,417041.3741,4601125.0600,416947.3830,4600920.8440,2.0040673,41.5556458,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12190,legislacion-justicia,"(41.55564577137252, 2.0040673291234374)"
16586,Esports,Camp Municipal de Futbol Les Fonts,937 852 305,,DS,CAN GUITARD DE LA RIERA,4,,,,,8228,TERRASSA,419335.8951,4598560.7033,419241.8881,4598356.4659,2.0319228,41.5327857,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16586,deporte,"(41.53278574057144, 2.0319228188458562)"
16662,Esports,Camp Municipal de Futbol de La Maurina,937 800 068,,CA,"CALDERÓN DE LA BARCA, DE",108,,,,,8224,TERRASSA,416463.7188,4601427.8125,416369.7291,4601223.6013,1.9970992,41.5583122,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16662,deporte,"(41.55831219830376, 1.997099205468121)"
16671,Esports,Camp Municipal de Futbol de Sant Pere Nord,,,AV,DE BÉJAR,424,,,,,8226,TERRASSA,418869.6518,4603822.9643,418775.6840,4603618.7386,2.0256234,41.5801309,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16671,deporte,"(41.580130913169654, 2.0256234419622734)"
16585,Esports,Camp Municipal del Futbol de Can Jofresa,937 840 444,,CA,DE BADALONA,3,,,,,8223,TERRASSA,418450.9574,4600297.6063,418356.9622,4600093.3783,2.0210805,41.5483387,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16585,deporte,"(41.54833871908706, 2.021080472186486)"
15134,Educació,Campus Professional Vallparadís,937 847 613,,CA,"BADALONA, DE",1,,,,,8223,TERRASSA,418059.7188,4600488.5625,417965.7244,4600284.3378,2.0163640,41.5500185,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15134,educacion,"(41.55001848136075, 2.016364030977288)"
15134,Educació,Campus Professional Vallparadís,937 847 613,,CA,"BADALONA, DE",1,,,,,8223,TERRASSA,418210.2949,4600504.0500,418116.3009,4600299.8241,2.0181672,41.5501734,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15134,educacion,"(41.55017338156993, 2.0181671595291135)"
12020,Cultura i lleure,Casa Soler i Palet,937 832 711,,CA,DE LA FONT VELLA,28,,,,,8221,TERRASSA,417747.9688,4601899.0000,417653.9847,4601694.7798,2.0124333,41.5626889,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12020,cultura-ocio,"(41.56268892500676, 2.012433273213841)"
18205,Societat i benestar,Casal Cívic Ca n Aurell,937 397 083,,PL,"TINT, DEL",4,,,,,8224,TERRASSA,417037.6013,4602235.1327,416943.6186,4602030.9184,2.0038687,41.5656427,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=18205,sociedad-bienestar,"(41.56564270538545, 2.0038686668974335)"
18080,Societat i benestar,Casal Cívic Montserrat - Torre-Sana i Vilardell,937 397 417,,CA,"SALAMANCA, DE",35,,,,,8227,TERRASSA,419950.2916,4601642.5607,419856.3089,4601438.3234,2.0388761,41.5606031,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=18080,sociedad-bienestar,"(41.56060305498911, 2.0388761091472656)"
9248,Societat i benestar,Casal Cívic d Ègara,937 855 661,,PL,"IMMACULADA, DE LA",4,,,BA,L1 ,8226,TERRASSA,419081.3438,4603005.6875,418987.3701,4602801.4589,2.0282728,41.5727920,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=9248,sociedad-bienestar,"(41.57279195412406, 2.0282728422078975)"
8673,Societat i benestar,Casal Cívic de Can Boada,937 894 249,,CA,"JOAN D ÀUSTRIA, DE",11,,,,,8225,TERRASSA,416815.4375,4602637.1250,416721.4575,4602432.9130,2.0011488,41.5692399,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=8673,sociedad-bienestar,"(41.56923994715904, 2.0011488158731887)"
15131,Societat i benestar,Casal Cívic de Can Gonteres,937 888 172,,PL,"PI,DEL",4,,,,,8225,TERRASSA,414812.7220,4603191.7320,414718.7431,4602987.5361,1.9770529,41.5740237,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15131,sociedad-bienestar,"(41.57402366579535, 1.9770528940089258)"
13652,Societat i benestar,Casal Cívic de Can Palet II,937 869 844,,CA,"TÚRIA, DEL",3,,,,,8223,TERRASSA,419206.7520,4600903.7528,419112.7626,4600699.5200,2.0300598,41.5538745,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13652,sociedad-bienestar,"(41.55387446458482, 2.03005984094687)"
9734,Societat i benestar,Casal Cívic de Can Palet de Vista Alegre,937 886 540,,PL,"PAU, DE LA",1,,,,,8224,TERRASSA,415813.6127,4599859.1134,415719.6101,4599654.9047,1.9895241,41.5441163,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=9734,sociedad-bienestar,"(41.54411630641371, 1.9895241384584368)"
5194,Societat i benestar,Casal Cívic de Can Parellada,937 869 150,canparellada@terra.es,CA,"AMÈRICA, D ",33,,,,,8228,TERRASSA,420159.3438,4599033.5625,420065.3417,4598829.3196,2.0417297,41.5371270,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=5194,sociedad-bienestar,"(41.537126992538724, 2.041729666712798)"
16462,Societat i benestar,Casal Cívic de Can Tusell,937 342 435,,CA,DE TARRAGONA,101,,,,,8226,TERRASSA,418361.5105,4603902.7723,418267.5425,4603698.5506,2.0195177,41.5807979,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16462,sociedad-bienestar,"(41.58079788362882, 2.0195176992130057)"
13568,Societat i benestar,Casal Cívic de Sant Pere,937 351 257,,PS,"VINT-I-DOS DE JULIOL, DEL",337,,,,,8225,TERRASSA,417712.2044,4602782.2054,417618.2269,4602577.9868,2.0118833,41.5706394,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13568,sociedad-bienestar,"(41.570639410426296, 2.011883299749656)"
6478,Societat i benestar,Casal Cívic de Torresana,,,CA,DE BISCAIA,6,,,,,8227,TERRASSA,420241.3754,4601736.3722,420147.3939,4601532.1328,2.0423540,41.5614770,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6478,sociedad-bienestar,"(41.561477035716216, 2.0423540040063957)"
15767,Societat i benestar,Casal Cívic de Xúquer,937 363 929,,CA,"XÚQUER, DEL",17,,,,,8223,TERRASSA,419523.8576,4601172.5199,419429.8707,4600968.2851,2.0338258,41.5563270,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15767,sociedad-bienestar,"(41.55632699549516, 2.03382579829915)"
13151,Societat i benestar,Casal Cívic del Cementiri Vell,937 864 260,,CA,DE SANTIAGO RUSIÑOL,2,,,,,8222,TERRASSA,418587.7806,4601649.5011,418493.7959,4601445.2741,2.0225375,41.5605279,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13151,sociedad-bienestar,"(41.5605279224928, 2.022537484854207)"
8253,Societat i benestar,Casal Cívic del Segle XX,937 839 612,casal@barriseglexx.org,PL,"SEGLE XX, DEL",11,,,,,8223,TERRASSA,417718.5690,4600850.3266,417624.5769,4600646.1050,2.0122245,41.5532415,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=8253,sociedad-bienestar,"(41.55324150763224, 2.0122244666748945)"
17181,Societat i benestar,Casal Cívic del Vapor Gran,937 846 306,,PS,"VAPOR GRAN, DEL",41,,,BA,L19,8221,TERRASSA,417853.0289,4601594.0162,417759.0426,4601389.7947,2.0137348,41.5599530,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=17181,sociedad-bienestar,"(41.55995303685226, 2.0137348100044243)"
2451,Societat i benestar,Casal d Avis de Can Jofresa,937 836 545,avv_canjofresa@hotmail.com,CA,"IGUALADA, D ",8,,,,,8223,TERRASSA,418101.9675,4600413.1065,418007.9726,4600208.8813,2.0168808,41.5493432,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2451,sociedad-bienestar,"(41.549343249, 2.0168808347466256)"
820,Societat i benestar,Casal de Sant Pere,937 830 729,casaldesantpere@gmail.com,CA,MAJOR DE SANT PERE,59,,,,,8222,TERRASSA,418255.2501,4602537.0716,418161.2716,4602332.8485,2.0184293,41.5684875,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=820,sociedad-bienestar,"(41.568487476828516, 2.0184292724894086)"
6933,Societat i benestar,Casal de la Gent Gran Anna Murià,937 883 333,,CA,DE SANT ILDEFONS,8,,,BA,LO ,8221,TERRASSA,417769.5867,4602404.5788,417675.6064,4602200.3592,2.0126232,41.5672444,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6933,sociedad-bienestar,"(41.56724440598633, 2.012623221007893)"
1655,Societat i benestar,Cementiri Municipal,937 854 243   -  - 900 268 268 (Gratuït),recepcionfunesa@telefonica.net,CR,"MONTCADA, DE",779,,,,,8227,TERRASSA,420248.1411,4601332.9938,420154.1565,4601128.7538,2.0424887,41.5578448,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1655,sociedad-bienestar,"(41.557844838790395, 2.0424887253727473)"
1655,Societat i benestar,Cementiri Municipal,937 854 243   -  - 900 268 268 (Gratuït),recepcionfunesa@telefonica.net,CR,"MONTCADA, DE",779,,,,,8227,TERRASSA,420252.6250,4601229.1875,420158.6397,4601024.9473,2.0425563,41.5569104,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1655,sociedad-bienestar,"(41.556910394356336, 2.042556278622158)"
7905,Societat i benestar,Centre Cívic Municipal Alcalde Morera,937 869 159,cc.alcalde.morera@terrassa.cat,PL,DE CAN PALET,1,,,,,8223,TERRASSA,418734.5561,4601126.5615,418640.5676,4600922.3326,2.0243682,41.5558332,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=7905,sociedad-bienestar,"(41.55583323098013, 2.024368236921313)"
8888,Societat i benestar,Centre Cívic Municipal Avel.lí Estrenjer,937 342 603,cc.avelli.estrenjer@terrassa.cat,PL,"CULTURA, DE LA",5,,,,,8225,TERRASSA,417257.8125,4603485.7500,417163.8396,4603281.5360,2.0063369,41.5769286,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=8888,sociedad-bienestar,"(41.576928598112545, 2.0063368911843744)"
4591,Societat i benestar,Centre Cívic Municipal Maria Aurèlia Capmany,937 333 098,ccm.aurelia.capmany@terrassa.cat,AV,"ÀNGEL SALLENT, D ",55,,,,,8224,TERRASSA,416707.3125,4601333.9375,416613.3225,4601129.7243,2.0000330,41.5574922,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4591,sociedad-bienestar,"(41.557492182599404, 2.0000330010473077)"
8014,Societat i benestar,Centre Cívic Municipal Montserrat Roig,937 397 411,cc.montserrat.roig@terrassa.cat,AV,"BARCELONA, DE",180,,,,,8222,TERRASSA,418993.4901,4602089.4776,418899.5093,4601885.2483,2.0273429,41.5645316,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=8014,sociedad-bienestar,"(41.56453160843294, 2.0273429012024735)"
4830,Societat i benestar,Centre Cívic Municipal President Macià,937 357 438,cc.president.macia@terrassa.cat,RM,"FRANCESC MACIÀ, DE",189,,,,,8226,TERRASSA,418810.6276,4603495.5026,418716.6572,4603291.2768,2.0249598,41.5771758,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4830,sociedad-bienestar,"(41.57717578227284, 2.0249598113124114)"
6449,Societat i benestar,Centre Social Guadalhorce,937 857 002,,CA,DEL GUADALHORCE,2,,,BA,,8223,TERRASSA,418960.3125,4600886.5625,418866.3226,4600682.3315,2.0271074,41.5536947,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6449,sociedad-bienestar,"(41.55369470112947, 2.0271074444790282)"
6642,Salut,Centre d Atenció Primària - CAP Antoni Creus i Querol,937 360 020    - 937 284 444 (sol.licitud hora de visita metge i pediatre)     - ,,CA,"ITÀLIA, D ",5,,,,,8228,TERRASSA,420189.2188,4598914.3750,420095.2158,4598710.1317,2.0421036,41.5360566,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6642,salud,"(41.536056553687224, 2.0421035943733497)"
2711,Salut,Centre d Atenció Primària - CAP Rambla,937 384 030 (cita prèvia) - 937 365 900,,RM,"ÈGARA, D ",388,,,,,8221,TERRASSA,417131.8133,4602559.4306,417037.8332,4602355.2161,2.0049536,41.5685731,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2711,salud,"(41.56857310926608, 2.0049536441828106)"
8049,Salut,Centre d Atenció Primària - CAP Salut Mental - Ambulatori Seguretat Social,937 365 903     - ,,RM,"ÈGARA, D ",388,,,6 ,,8221,TERRASSA,417131.8133,4602559.4306,417037.8332,4602355.2161,2.0049536,41.5685731,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=8049,salud,"(41.56857310926608, 2.0049536441828106)"
3796,Salut,Centre d Atenció Primària - CAP Sant Llàtzer,937 310 137,,CA,DE LA RIBA,62,,,,,8221,TERRASSA,418131.2127,4601838.9274,418037.2287,4601634.7042,2.0170370,41.5621873,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=3796,salud,"(41.56218726330166, 2.017037024702172)"
13630,Salut,Centre d Atenció Primària - CAP Terrassa Est,937 848 283,atencioalciutadaest@cst.cat,CA,"CIUDAD REAL, DE",31,,,,,8227,TERRASSA,420118.7361,4602288.4353,420024.7586,4602084.1977,2.0408099,41.5664367,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13630,salud,"(41.566436723803605, 2.040809944363892)"
8087,Salut,Centre d Atenció Primària - CAP Terrassa Nord,937 317 700 (visites concertades),,CA,"VINT-I-CINC DE SETEMBRE, DEL",26,,,,,8226,TERRASSA,419204.8438,4603262.5000,419110.8723,4603058.2709,2.0297194,41.5751173,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=8087,salud,"(41.57511732306508, 2.029719401645459)"
13530,Economía,Centre d Atenció Primària - CAP Terrassa Oest (La Maurina),937 384 030 (cita prèvia) - 937 455 200     - ,,AV,D ÀNGEL SALLENT,171,,,,,8224,TERRASSA,416559.2788,4601751.0621,416465.2917,4601546.8507,1.9982001,41.5612334,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13530,economia,"(41.56123336476118, 1.9982000689068757)"
1621,Salut,Centre d Atenció Primària - CAP Terrassa Sud,937 384 030 (cita prèvia)     -  - 937 855 161,,AV,DE SANTA EULÀLIA,84,,,,,8223,TERRASSA,418485.7482,4600581.1185,418391.7552,4600376.8907,2.0214591,41.5508956,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1621,salud,"(41.55089559895408, 2.0214590842123052)"
13022,Salut,Centre d Atenció Primària - CAP de Can Trias - Ernest Lluch,937 384 030 (cita prèvia) - 937 336 888,,CA,PINTOR CASAS,0,,,,,8232,VILADECAVALLS,,,,,,,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13022,salud,
13149,Salut,Centre d Atenció d Animals Domèstics de Terrassa - CAADC,937 275 059     -  - 937 276 841,caadc@terrassa.cat,CM,"CAN CONILLER, DE",30,,,,,8227,TERRASSA,421967.0112,4600293.4570,421873.0214,4600089.2023,2.0632339,41.5486523,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13149,salud,"(41.548652254116256, 2.0632338632040135)"
1383,Cultura i lleure,Centre de Documentació i Museu Tèxtil - CDMT,937 315 202     -  - 937 314 980,info@cdmt.es,CA,DE SALMERÓN,25,,,,,8222,TERRASSA,418355.8750,4602149.2500,418261.8937,4601945.0256,2.0196888,41.5650050,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1383,cultura-ocio,"(41.56500502790254, 2.0196887629231477)"
824,Cultura i lleure,Cinema Catalunya,937 885 376   -  - 937 361 414 (Societat Municipal de Comunicació SA),,CA,"SANT PERE, DE",9,,,,,8221,TERRASSA,417629.2002,4601958.6767,417535.2163,4601754.4575,2.0110009,41.5632141,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=824,cultura-ocio,"(41.56321414145927, 2.011000905809993)"
2818,Esports,Circuit Municipal BMX Les Arenes,937 145 251,,CA,"REUS, DE",90,,,,,8227,TERRASSA,420074.1150,4603278.6853,419980.1449,4603074.4496,2.0401429,41.5753505,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2818,deporte,"(41.57535054327463, 2.040142921098638)"
13175,Esports,Circuit Municipal de Ciclisme,667 073 288 (Penya Ciclista Nicky s),,CA,"MIÑO, DEL",96,,,,,8223,TERRASSA,419269.0622,4600740.9221,419175.0716,4600536.6886,2.0308288,41.5524143,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=13175,deporte,"(41.552414291386796, 2.030828809409992)"
11675,Esports,Club Catalunya,937 885 376   -  - 937 361 414 (Societat Municipal de Comunicació SA),,CA,"SANT PERE, DE",9,,,,,8221,TERRASSA,417629.2002,4601958.6767,417535.2163,4601754.4575,2.0110009,41.5632141,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=11675,deporte,"(41.56321414145927, 2.011000905809993)"
1671,Societat i benestar,Club Petanca La Maurina,626 564 849,,CA,"CALDERÓN DE LA BARCA, DE",3,,,BA,,8224,TERRASSA,416393.5795,4601169.5991,416299.5877,4600965.3881,1.9962942,41.5559794,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1671,sociedad-bienestar,"(41.555979396021755, 1.9962941712571558)"
903,Esports,Club de Futbol Joan XXIII,937 837 148,cfxxiii@hotmail.com,CA,"MONTNEGRE, DEL",22,,,,,8227,TERRASSA,419890.2878,4602736.3096,419796.3133,4602532.0745,2.0380106,41.5704474,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=903,deporte,"(41.57044744775233, 2.038010597751546)"
