URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;ALDAKUNTZA MOTA;ALDAKUNTZAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1103;ISASI KALEA;001;002;EM;BAJA HABITANTE POR EMIGRACION;11;9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1103;ISASI KALEA;001;002;ER;MODIFICACION DATOS DE HABITANT;11;10;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1103;ISASI KALEA;001;002;II;BAJA HABITANTE POR INCLUSION I;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1103;ISASI KALEA;001;002;IN;ALTA HABITANTE POR INMIGRACION;21;23;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1103;ISASI KALEA;001;002;NA;ALTA HABITANTE POR NACIMIENTO;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1103;ISASI KALEA;001;002;OA;ALTA DE HABITANTE POR OTRAS CA;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1103;ISASI KALEA;001;002;OC;CAMBIO DE DOMICILIO DE HABITAN;20;21;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1103;ISASI KALEA;001;002;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;1104;OTAOLA HIRIBIDEA;001;001;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1104;OTAOLA HIRIBIDEA;001;001;II;BAJA HABITANTE POR INCLUSION I;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1104;OTAOLA HIRIBIDEA;003;004;EM;BAJA HABITANTE POR EMIGRACION;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1104;OTAOLA HIRIBIDEA;003;004;II;BAJA HABITANTE POR INCLUSION I;1;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1104;OTAOLA HIRIBIDEA;003;004;IN;ALTA HABITANTE POR INMIGRACION;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1105;SAN ANDRES PASEALEKU;001;001;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;1105;SAN ANDRES PASEALEKU;001;001;EM;BAJA HABITANTE POR EMIGRACION;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1105;SAN ANDRES PASEALEKU;001;001;ER;MODIFICACION DATOS DE HABITANT;3;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1105;SAN ANDRES PASEALEKU;001;001;II;BAJA HABITANTE POR INCLUSION I;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1105;SAN ANDRES PASEALEKU;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;8;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;001;EM;BAJA HABITANTE POR EMIGRACION;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;001;ER;MODIFICACION DATOS DE HABITANT;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;001;II;BAJA HABITANTE POR INCLUSION I;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;001;IN;ALTA HABITANTE POR INMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;001;NA;ALTA HABITANTE POR NACIMIENTO;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;002;DE;BAJA HABITANTE POR DEFUNCION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;002;ER;MODIFICACION DATOS DE HABITANT;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;002;IN;ALTA HABITANTE POR INMIGRACION;2;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;002;OC;CAMBIO DE DOMICILIO DE HABITAN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;002;RN;MODIFICACION POR RENOVACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;003;EM;BAJA HABITANTE POR EMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;003;ER;MODIFICACION DATOS DE HABITANT;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1107;UNTZAGA PLAZA;001;003;OC;CAMBIO DE DOMICILIO DE HABITAN;5;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;CO;CONFIRMACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;EM;BAJA HABITANTE POR EMIGRACION;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;ER;MODIFICACION DATOS DE HABITANT;3;12;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;II;BAJA HABITANTE POR INCLUSION I;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;IN;ALTA HABITANTE POR INMIGRACION;5;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;NA;ALTA HABITANTE POR NACIMIENTO;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;OA;ALTA DE HABITANTE POR OTRAS CA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;OC;CAMBIO DE DOMICILIO DE HABITAN;8;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1108;ZEZENBIDE KALEA;001;002;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;1201;BIRJIÑAPE KALEA;001;001;EM;BAJA HABITANTE POR EMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1201;BIRJIÑAPE KALEA;001;001;ER;MODIFICACION DATOS DE HABITANT;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1201;BIRJIÑAPE KALEA;001;001;NA;ALTA HABITANTE POR NACIMIENTO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;1201;BIRJIÑAPE KALEA;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;4;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;BC;BAJA POR CADUCIDAD;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;DE;BAJA HABITANTE POR DEFUNCION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;EM;BAJA HABITANTE POR EMIGRACION;1;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;ER;MODIFICACION DATOS DE HABITANT;7;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;II;BAJA HABITANTE POR INCLUSION I;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;IN;ALTA HABITANTE POR INMIGRACION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;NA;ALTA HABITANTE POR NACIMIENTO;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;OC;CAMBIO DE DOMICILIO DE HABITAN;3;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;001;RN;MODIFICACION POR RENOVACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;003;BC;BAJA POR CADUCIDAD;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;003;CO;CONFIRMACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;003;DE;BAJA HABITANTE POR DEFUNCION;0;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;003;EM;BAJA HABITANTE POR EMIGRACION;9;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;003;ER;MODIFICACION DATOS DE HABITANT;3;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;003;II;BAJA HABITANTE POR INCLUSION I;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;1202;FERMIN CALBETON KALE;001;003;IN;ALTA HABITANTE POR INMIGRACION;4;9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
