Mun;N.Fijo ;D;Mod;Sección;Epígrafe;Amb;Fec.Alta;Inicio Prof.;Uso;Super1 ;Super2 ;Super3 ;Super4 ;Super5 ;Super6 ;Super7 ;Super8 ;Super9 ;Super10;PotInd ;PotBan ;Obrer;Afecto Sim.;Máq.Apuestas;Toneladas;Nro.Viaj.;Ho;Plz;Máq.A;Máq.B;Descr.Elem1         ;Tipo Elem1;Valor Elem1  ;Descr.Elem2         ;Tipo Elem2;Valor Elem2  ;Descr.Elem3         ;Tipo Elem3;Valor Elem3  ;Descr.Elem4         ;Tipo Elem4;Valor Elem4  ;Título Epígrafe Euskera                                     ;Título Epígrafe castellano
030;0431119;S;840;      1;  722   ;  E;20140717;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      1,5;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
030;0431123;R;840;      1;  6431  ;  M;20140710;        0000;   ;0000070;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ARRAINEN ETA ARRAIN EKOIZKINEN TXIKIZKAKO SALMENTA          ;VENTA MENOR DE PESCADOS Y OTRO PRODUCTOS DE LA PESCA
030;0431600;Y;840;      1;  6511  ;  M;20140901;        0000;   ;0000079;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ETXEKO JANTZ.,ALFON., ETA ANTZEKO PROD. TXIKIZK. SALMENTA   ;VENTA MENOR PRODUCTOS TEXTILES HOGAR, ALFOMBRAS Y SIMILARES
030;0431770;A;840;      1;  6127  ;  M;20140901;        0000;   ;0000040;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ESKUALDE HONETAKO ARDO ETA OZPINEN HANDIZKAKO SALMENTA      ;VENTA MAYOR   VINOS Y VINAGRES DEL PAIS
030;0431778;S;840;      1;  6732  ;  M;20140901;        0000;   ;0000057;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
030;0431848;A;840;      1;  6912  ;  M;20140902;        0000;   ;0000085;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000001;0000000;00001;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AUTO IBILGAILU, BIZIKLETA ETA BESTE IBIL. ZENB. KONPONKETA  ;REPARACION VEHICULOS AUTOMOVILES, BICICLETAS Y OTROS VEHICU
030;0431854;P;840;      1;  6522  ;  M;20140901;        0000;   ;0000026;0000004;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;DROGERI ETA APAIN GAIEN TXIKIZKAKO SALMENTA                 ;VENTA MENOR PRODUCTOS  DROGUERIA Y PRODUCTOS PARA DECORACIO
030;0431855;A;840;      1;  8612  ;  E;20140901;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0431857;Q;840;      1;  6597  ;  M;20140904;        0000;   ;0000025;0000049;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;HAZI, ONGARRI,LANDARE ETA ANIMALI TXIKIEN TXIKIZK. SALMENTA ;VENTA MENOR SEMILLAS,  ABONOS, FLORES PLANTAS Y PEQUEÑOS ANI
030;0431876;K;840;      1;  6732  ;  M;20140802;        0000;   ;0000060;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
030;0431916;M;840;      1;  66412 ;  E;20140903;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;EDOZEIN MOTATAKO ARTIK. GORDAIL. ERAK. B SALTZEA. ERAK. JABE;VENTA TODA CLASE ARTIC. EN EXPOSIT. DEPOSITO. PROPIET. VITRI
030;0432019;L;840;      1;  6129  ;  M;20140904;        0000;   ;0000000;0000020;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE JANARI BATZUEN, EDOZ. MOTAT. IZOZKIEN HANDIZKAKO SALM.;VENTA MAYOR OTROS PRODUCTOS ALIMENT., HELADOS TODAS CLASES..
030;0432105;J;840;      1;  6745  ;  M;20140902;        0000;   ;0000010;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;NUMERO DE SOCIOS    ;         N;0000000000099;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANTETXE-KAFETEGI ZERBITZUAK BAZKUN,ELKARTE, ETA KASINOETAN ;SERV. RESTAURANTE CAFETERIA EN SOCIEDADES, CASINOS, CLUBES.
030;0432417;E;840;      1;  6732  ;  M;20140908;        0000;   ;0000045;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
030;0432520;D;840;      1;  3169  ;  M;20140901;        0000;   ;0000080;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000005;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO METAL. BESTE PROD. BUKATU BATZUEN FABRIKAZIOA    ;FABRICACION OTROS ARTICULOS ACABADOS EN METALES N.C.O.P.
030;0432588;E;840;      2;  861   ;  M;20140915;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PINTORE,ESKULTORE,ZERAMIKARI, ARTISAU ETA ANTZEKO ARTISTAK  ;PINTORES, ESCULTORES, CERAMISTAS, ARTESANOS, Y ARTIST. SIM.
030;0432591;S;840;      1;  8439  ;  M;20140910;        0000;   ;0000075;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO ZENBAIT ZERBITZU TEKNIKO                         ;OTROS SERVICIOS TECNICOS N.C. O.P.
030;0432594;T;840;      1;  844   ;  M;20140910;        0000;   ;0000075;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;NUMERO TRABAJADORES ;         N;0000000000002;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PUBLIZITATE,HARREMAN PUBLIKO ETA ANTZEKO ZERBITZUAK         ;SERVICIOS DE PUBLICIDAD, RELACIONES PUBLICAS Y SIMILARES
030;0432638;H;840;      1;  6912  ;  M;20140918;        0000;   ;0000100;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000010;0000010;00001;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AUTO IBILGAILU, BIZIKLETA ETA BESTE IBIL. ZENB. KONPONKETA  ;REPARACION VEHICULOS AUTOMOVILES, BICICLETAS Y OTROS VEHICU
030;0432705;L;840;      1;  6151  ;  M;20140908;        0000;   ;0000280;0001400;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BEREBIL,MOTOZIKLETA,BIZIKLETA ETA BERAIEN AKZES. HAND. SALM.;VENTA MAYOR VEHICULOS, MOTOCICLETAS, BICICLETAS Y SUS ACCES
030;0432706;T;840;      1;  3131  ;  M;20140908;        0000;   ;0000700;0000100;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000250;0000000;00002;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;METALEN TRATAMENDUA                                         ;TRATAMIENTO DE LOS METALES
030;0432707;E;840;      1;  3639  ;  M;20140908;        0000;   ;0001000;0000500;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000250;0000000;00009;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BERBILEN AKZES. OSAGAI OSAGAI EKIPO ETA ORDEZKO PIEZEN FABRI;FABRIC. OTRO EQUIPO COMPON. ACCESORIOS Y PIEZAS REPUESTO AUT
030;0432844;P;840;      1;  859   ;  M;20140901;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;B.I.S.G.KO BES. ONDAS. HIGIGA. BATZ. ALOK. (PERT. IRAUN GABE;ALQUILER DE OTROS BIENES MUEB. N.C.O.P.(SIN PERSONAL PERMAN)
030;0432882;D;840;      1;  8611  ;  E;20141001;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ETXEBIZITZEN ALOKAIRUA                                      ;ALQUILER DE VIVIENDAS
030;0432890;L;840;      1;  6715  ;  M;20141001;        0000;   ;0000050;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;SARDEXKA BAKARDEZKO JATETXEA                                ;RESTAURANTE UN TENEDOR
030;0432939;Q;840;      1;  6731  ;  M;20141001;        0000;   ;0000100;0000012;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;KATEGORIA BEREZIKO TABERNA                                  ;BAR CATEGORIA ESPECIAL
030;0432941;W;840;      1;  6912  ;  M;20141001;        0000;   ;0000010;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00001;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;AUTO IBILGAILU, BIZIKLETA ETA BESTE IBIL. ZENB. KONPONKETA  ;REPARACION VEHICULOS AUTOMOVILES, BICICLETAS Y OTROS VEHICU
030;0432986;U;840;      1;  64651 ;  M;20140802;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;NUMERO DE MAQUINAS  ;         N;0000000000001;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;TABAKOAREN TXIKIZK. SALMENTA, ESTABLEZIMENDUAREN IZENDUNA   ;VENTA MENOR TABACO EN  MAQUINA TITULAR ESTABLECIMIENTO
030;0433001;Q;840;      1;  943   ;  M;20140923;        0000;   ;0000039;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ESTOMATOLOGIA ETA ODONTOLOGIAKO KONTSULTA ETA KLINIKAK      ;CONSULTAS Y CLINICAS DE ESTOMATOLOGIA Y ODONTOLOGIA
030;0433059;Q;840;      1;  6175  ;  M;20140901;        0000;   ;0000010;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ZUR LANKETARAKO ETA METAL LANKETARAKO MAKIN. HANDIZK. SALM. ;VENTA MAYOR MAQUINARIA PARA LA MADERA Y EL METAL
030;0433116;T;840;      1;  8612  ;  E;20140901;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0433201;J;840;      1;  5056  ;  M;20141001;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PINTAKETA, ESTALDURAK, ETA LOKALEN AKABERA ETA APAINKETA    ;PINTURA, REVESTIMENTOS Y TERMINACION Y DECORACION LOCALES
030;0433204;K;840;      2;  861   ;  M;20141001;        0000;   ;0000018;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;PINTORE,ESKULTORE,ZERAMIKARI, ARTISAU ETA ANTZEKO ARTISTAK  ;PINTORES, ESCULTORES, CERAMISTAS, ARTESANOS, Y ARTIST. SIM.
030;0433272;B;840;      1;  6595  ;  M;20141001;        0000;   ;0000025;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BITXIG.,ERLOJUGINTZA. BISUT. ETA ZILARG. GAIEN TXIK. SALM.  ;VENTA MENOR ARTICULOS  JOYERIA RELOJERIA PLATERIA Y BISUTERI
030;0433276;K;840;      1;  6531  ;  M;20141001;        0000;   ;0000045;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ALTZARIEN (BULEGOETAKOAK EZIK) TXIKIZKAKO SALMENTA          ;VENTA MENOR MUEBLES   (EXCEPTO LOS DE OFICINA)
030;0433277;S;840;      1;  6175  ;  M;20141001;        0000;   ;0000010;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ZUR LANKETARAKO ETA METAL LANKETARAKO MAKIN. HANDIZK. SALM. ;VENTA MAYOR MAQUINARIA PARA LA MADERA Y EL METAL
030;0483478;N;840;      1;  722   ;  E;20171016;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;     24,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;MERKANTZIEN GARRAIOA, ERREPIDEZ                             ;TRANSPORTE MERCANCIAS POR CARRETERA
030;0483310;E;840;      1;  6512  ;  M;20171010;        0000;   ;0000112;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JANTZI ETA ZORONGENTZAKO JANZKIEN TXIKIZKAKO SALMENTA       ;VENTA MENOR DE PRENDAS DE ROPA PARA EL VESTIDO Y TOCADO
030;0482462;J;840;      2;  899   ;  M;20171001;        0000;   ;0000005;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE PROFESIONAL BATZU                                     ;OTROS PROFESIONALES
030;0482460;Q;840;      1;  9339  ;  M;20171001;        0000;   ;0000000;0000000;0000000;0000000;0000055;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;IRAKASK. BESTE IHARD. BATZUK, HALA NOLA, HIZK.,MEKANOGR.,...;OTRAS ACTIVIDADES DE ENSEÑANZA TALES COMO IDIOMAS, MECANOGRA
030;0482459;S;840;      1;  9429  ;  M;20171001;        0000;   ;0000055;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INTERNATURIK GABEKO SAILKATU EZ DIREN BES. OSAS. ZER. BATZ. ;OTROS SERVICIOS SANITARIOS SIN INTERNADOS, NO CLASIFICADOS
030;0482422;F;840;      1;  8612  ;  E;20120701;        0000;   ;0000025;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;INDUST. LOKALEN ALOKAIRUAK ETA B.I.S.G.KO BES. ZENB. ALOKAIR;ALQUILER DE LOCALES INDUSTRIALES Y OTROS ALQUILERES N.C.O.P
030;0483355;C;840;      1;  6732  ;  M;20171009;        0000;   ;0000070;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    1;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
030;0483439;R;840;      1;  6732  ;  M;20171011;        0000;   ;0000095;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    1;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;BESTE KAFETEGI ETA TABERNA MOETA BATZUK                     ;OTROS CAFES Y BARES
030;0483440;P;840;      1;  64651 ;  M;20171011;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;NUMERO DE MAQUINAS  ;         N;0000000000001;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;TABAKOAREN TXIKIZK. SALMENTA, ESTABLEZIMENDUAREN IZENDUNA   ;VENTA MENOR TABACO EN  MAQUINA TITULAR ESTABLECIMIENTO
030;0483464;D;840;      1;  6779  ;  M;20170328;        2007;   ;0000143;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;JATETXEEKIN ZERIKUSIA DUTEN BESTE ELIKAGAI ZERBITZU BATZUK  ;OTROS SERVICIOS DE ALIMENTACION PROPIOS DE LA RESTAURACIO
030;0482336;H;840;      1;  8321  ;  M;20170804;        0000;   ;0000064;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;ASEGURU AGENTZIAK ETA ASEGURU ARTEKARITZA                   ;AGENCIAS DE SEGUROS Y CORREDURIAS DE SEGUROS
030;0483499;A;840;      1;  6121  ;  M;20171001;        0000;   ;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;0000000;00000;           ;          00;      0,0;      000;  ;000;    0;    0;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;                    ;          ;             ;EDOZ. MOTATAKO ELIKAGAI,EDARI ETA TABAK. HANDIZKAKO SALMENTA;VENTA MAYOR TODA CLASE PRODUCTOS ALIMENTICIOS BEBIDAS TABAC
