ID,NOM_EQUIPAMENT,DIRECCIO,DESCRIPCIO,TELEFON,FAX,EMAIL,WEB,LATITUD,LONGITUD,CATEGORIA,LOCALITZACIO,ENLLAÇ DIRECTORI
26,Pavelló Jacme March,"Carrer de Sant Pere,114",,93 633 35 40,93 638 03 56,pmesports@gava.cat,,41.30332946777344,1.997560024261475,Esportius,"(41.30333, 1.99756)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=473
14,Camp de Futbol Can Tintorer,"Carrer de Francesc Viñas,2",,93 638 02 49,93 638 09 63,pmesports@gava.cat,,41.31079864501953,2.001270055770874,Esportius,"(41.3108, 2.00127)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=462
39,Zona Esportiva de Can Sellarès,"avinguda de Gavà, 90  08840 Viladecans ",,93 662 04 44,93 638 14 88,cansellares@inicia.es,,41.30672073364258,2.008529901504517,Esportius,"(41.30672, 2.00853)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=474
49,Escola l'Eramprunyà,"Avinguda d' Eramprunyà,1",,93 662 45 53,,,,0,0,Ed. Primària pública,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=782
45,Llar d'infants Rosaura Terrades,"Carrer de la Riera de Sant Llorenç,s/n",,93 662 79 02,,,,0,0,Llars d´infants públiques,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=741
11,Pavelló Poliesportiu de Can Tintorer,"Rambla de Pompeu Fabra,144-152",,93 638 02 49,,,,41.310089111328125,2.002540111541748,Esportius,"(41.31009, 2.00254)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=476
20,Casal Municipal de Can Tries,"Carrer del Riu Besòs,7",,93 638 37 51,,,,41.3132209777832,1.987980008125305,Cívics,"(41.31322, 1.98798)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=477
27,Nova Piscina Municipal,"Carrer de Sant Pere,118",,93 633 35 40,93 638 03 56,pmesports@gava.cat,,41.30289840698242,1.996600031852722,Esportius,"(41.3029, 1.9966)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=478
29,Arxiu Municipal,"Plaça de Dolors Clua,13-14",,93 638 25 70,93 638 35 96,informacio.museu@gava.cat,http://www.patrimonigava.cat,41.306480407714844,2.004329919815064,Culturals,"(41.30648, 2.00433)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=479
31,Pistes Poliesportives Ernest Barrufet,"Avinguda de Joan XXIII,8",,93 638 02 49,93 638 09 63,pmesports@gava.cat,,41.309879302978516,2.002870082855225,Esportius,"(41.30988, 2.00287)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=480
32,Piscina Municipal,"Rambla de Pompeu Fabra,144-152",,93 638 02 49,93 638 09 63,pmesports@gava.cat,,41.310089111328125,2.002540111541748,Esportius,"(41.31009, 2.00254)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=481
7,Estadi Municipal La Bòbila,"Passatge d' Elisenda de Montcada,4",,93 633 35 40 ,93 638 03 56 ,pmesports@gava.cat,,41.304298400878906,1.996500015258789,Esportius,"(41.3043, 1.9965)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=482
9,Museu de Gavà,"Plaça de Dolors Clua,13-14",,93 263 96 10,93 263 96 11,museu@gava.cat,http://www.patrimonigava.cat,41.306480407714844,2.004329919815064,Culturals,"(41.30648, 2.00433)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=483
12,Zona Esportiva de Can Tintorer ,"Rambla de Pompeu Fabra,144",,93 638 02 49,936380963,,,41.310089111328125,2.002540111541748,Esportius,"(41.31009, 2.00254)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=484
21,Servei d'Informació i Atenció a les Dones (SIAD) ,"Carrer de la Generalitat de Catalunya,7",,93 263 92 22,,,,41.30339050292969,2.004549980163574,Cívics,"(41.30339, 2.00455)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=485
15,Centre de Medicina de l'Esport,"Carrer del General J. Moragues,s/n",,93 638 22 67,93 638 09 63,centremedicina@gava.cat,,41.31079864501953,2.001270055770874,Esport,"(41.3108, 2.00127)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=487
6,Espai Maragall. Centre cívic per a les arts escèniques,"Passeig de Joan Maragall,11",,93 263 91 36 / 93 263 96 90, 93 236 91 37,emaragall@gava.cat,http://www.espaimaragall.gavaciutat.cat,41.30270004272461,2.001889944076538,Culturals,"(41.3027, 2.00189)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=488
33,Pista Poliesportiva exterior de Can Tintorer,"Rambla de Pompeu Fabra,144-152",,93 638 02 49,93 638 09 63,pmesports@gava.cat,,41.310089111328125,2.002540111541748,Esportius,"(41.31009, 2.00254)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=489
66,Col·legi Sagrat Cor,"Carrer de Santa Teresa,5",,93 662 01 30,,,,0,0,Ed. Primària concertada,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=799
22,Casal de Cultura Popular Maria Aurèlia Capmany,"Avinguda d' Eramprunyà,46",,93 662 66 95,,,,41.309749603271484,1.993489980697632,Culturals,"(41.30975, 1.99349)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=490
42,Centre Obert Municipal,"Carrer de Manuel de Falla,11",,93668099,,,,41.30746078491211,1.994660019874573,,"(41.30746, 1.99466)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=491
73,Servei d'Infromació i Orientació Jurídica,"Plaça de Jaume Balmes,s/n",,93 263 91 36,,,,0,0,Serveis,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=841
54,Escola Municipal d'Educació Especial Maria Felip,"Avinguda d' Eramprunyà,46",,93 662 06 04,,a8033781@xtec.cat,,0,0,Ed. Especial,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=787
40,Centre de recursos a les famílies ( La casa de les famílies),"Carrer de Sarrià,5",,93 263 91 11,,,,41.30514907836914,2.009239912033081,,"(41.30515, 2.00924)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=492
44,Llar d'infants Josep Pallach,"Carrer de Sant Martí,33",,93 662 77 52,,,,0,0,Llars d´infants públiques,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=661
18,Casal Municipal d'Entitats Sant Jordi,"Rambla de Joaquim Vayreda,31",,93 633 36 00,93 633 36 23,,,41.30448913574219,2.008670091629028,Cívics,"(41.30449, 2.00867)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=493
50,Escola Marcel·lí Moragues,"Carrer de Pep Ventura,13",,93 662 82 51,,,,0,0,Ed. Primària pública,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=783
60,Llar d'infants Il·lusions,"Avinguda del  Mas Sellarès,5",,93 662 50 51,,,,0,0,Llars d'infants privades,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=793
52,Institut Bruguers,"Carrer de Jaume I,4-6",,93 662 16 39,,,,0,0,Ed. Secundària pública,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=785
62,Llar d'infants Els menuts de la Pineda,"Carrer de Josep Lluís Sert,1",,93 633 04 14,,,,0,0,Llars d'infants privades,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=795
67,Col·legi Sagrada Família,"Rambla de Pompeu Fabra,126",,93 638 18 33,,,,0,0,Ed. Secundària concertada,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=821
69,Col·legi Santo Ángel,"Avinguda de les Bòbiles,1",,93 638 04 81,,,,0,0,Ed. Primària concertada,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=823
72,Escola de FP Acadèmia Núria,"Carrer d' Apel·les Mestres,52-58",,93 662 21 13,,,,0,0,Altres serveis,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=826
64,Llar d'infants El Món Petit de San Pedro,"Carrer de Montflorit,148",,936 626 353,,,,0,0,Llars d'infants privades,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=797
48,Escola Joan Salamero,"Rambla de Pompeu Fabra,s/n",,93 662 34 50,,,,0,0,Ed. Primària pública,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=781
56,Equip d'Assessorament Psicopedagògic,"Rambla de Pompeu Fabra,s/n",,93 638 18 02,,,,0,0,Altres serveis,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=789
65,Llar d'infants Santo Ángel,"Avinguda de les Bòbiles,1",,93 638 04 81,,,,0,0,Llars d'infants privades,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=798
53,Institut El Calamot,"Avinguda de Joan Carles I,62",,93 633 44 50,,,,0,0,Ed. Secundària pública,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=786
59,Llar d'infants Tic-Tac,"Carrer de Sant Pere,58",desc prueba2 ,,,,,0,0,Llars d'infants privades,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=792
8,La Casa Gran: Centre d'Informació i Recursos per a Joves,"Carrer Major,37",,93 635 54 35,93 635 54 35 ,lacasagran@gava.cat,http://espaijove.gavaciutat.net,41.304901123046875,2.005500078201294,Juvenils,"(41.3049, 2.0055)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=494
46,Escola Salvador Lluch,"Carrer de Sant Joan,31",,93 662 06 85,,,,0,0,Ed. Primària pública,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=742
47,Escola Jacme March,"Carrer de Sant Pere,114",,93 662 01 97,,,,0,0,Ed. Primària pública,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=743
51,Escola Gavà Mar,"Carrer dels Tellinaires,59-61",,93 645 18 45,,,,0,0,Ed. Primària pública,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=784
55,Centre de Recursos Pedagògics,"Rambla de Pompeu Fabra,s/n",,93 638 18 02,,,,0,0,Altres serveis,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=788
57,Escola d'Adults Eramprunyà,"Carrer de Sarrià,5",,93 662 07 04,,a8062471@xtec.cat,,0,0,Altres serveis,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=790
61,Llar d'infants Ralet-Ralet,"Carrer dels Màrtirs del Setge de 1714,21",,93 633 67 62,,,,0,0,Llars d'infants privades,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=794
63,Escola Bressol El Guirigall ,"Rambla de Salvador Lluch,9",,936 38 99 90,,,,0,0,Llars d'infants privades,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=796
68,Col·legi Immaculada Concepció,"Plaça  de l' Església,1",,93 662 04 36,,,,0,0,Ed. Primària concertada,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=822
70,Col·legi San Pedro,"Carrer de Montflorit,138",,93 662 63 53,,,,0,0,Ed. Primària concertada,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=824
71,Lycée Français de Gavà Bon Soleil,"Camí de la Pava,15",,93 633 13 58,,,,0,0,Ed. Primària privada,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=825
10,Parc Arqueològic Mines de Gavà,"Carrer de Jaume I,7",,,932 639 621,,http://www.parcarqueologic.cat,41.309791564941406,1.998720049858093,Culturals,"Carrer de Jaume I,7
Gav&agrave;, Barcelona 08850
(41.30979, 1.99872)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=465
2,Casal Municipal de Cultura American Lake,"Carrer de Castelldefels,11",,93 263 91 71,93 638 41 16 ,,,41.30160903930664,2.004250049591064,Culturals,"Carrer de Castelldefels,11
Gav&agrave;, Barcelona 08850
(41.30161, 2.00425)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=475
74,Casal Municipal de la Gent Gran Torre Lluch,"Carrer del Centre,3",,0,,,,41.30609893798828,2.005810022354126,Gent gran,"Carrer del Centre,3
Gav&agrave;, Barcelona 08850
(41.3061, 2.00581)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1181
75,Biblioteca Marian Colomé,"Carrer de Rafael Casanova,2",,,936 383 661,b.gava.mc@diba.cat,http://biblioteques.gavaciutat.cat/,41.30967330932617,1.999338030815124,Culturals,"Carrer de Rafael Casanova,2
Gav&agrave;, Barcelona 08850
(41.309673, 1.999338)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=2021
