id,TITOL,DESCRIPCIO,DATAINICI,DATAFI,HORAINICI,HORAFI,HORARI,EQUIPAMENT,DIRECCIO,PREU,PREUDESCRIPCIO,INSCRIPCIO,OBSERVACIONS,PROGRAMA,TIPUS,TIPUS2,SECCIO,SECCIO2,ADREÇAT,ADREÇAT2,LATITUD,LONGITUD,LOCALITZACIO,ENLLAÇ A LA FITXA
5261,Ball amb música en directe,,05/11/2017,05/11/2017,17:00,19:30,De 17.00 a 19.30,Casal Municipal de la Gent Gran de Can Tintorer,,,"2? socis, 3? no socis",,,,Balls,,L'Oci i la Cultura,,Gent gran,,41.31078,1.9938,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5261
5263,Ball amb música en directe,,19/11/2017,19/11/2017,17:00,19:30,De 17.00 a 19.30,Casal Municipal de la Gent Gran de Can Tintorer,,,"2? socis, 3? no socis",,,,Balls,,L'Oci i la Cultura,,Gent gran,,41.31078,1.9938,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5263
5264,Excursió Castanyada al Ripollés,,25/11/2017,25/11/2017,08:00,18:00,De 08.00 a 18.00,Casal Municipal de la Gent Gran el Centre,,,"46? socis, 49? no socis",,,,Sortides,,L'Oci i la Cultura,,Gent gran,,41.30569,2.00384,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5264
1604,A qui interessa el que ofereixo? Eines de planificació comercial,"<p align=""JUSTIFY""><font color=""#1c1c1c""><font face=""Times New Roman, serif""><font size=""2""><strong>Objectius</strong></font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font color=""#666666""><font face=""Times New Roman, serif""><font size=""2"">- Integrar conceptes clau del màrqueting i les vendes.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font color=""#666666""><font face=""Times New Roman, serif""><font size=""2"">- Identificar els elements de viabilitat comercial del projecte empresarial.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font color=""#666666""><font face=""Times New Roman, serif""><font size=""2"">- Fer una primera aproximació a la planificació d'una estratègia comercial adient al projecte empresarial.</font></font></font></p> <p align=""JUSTIFY""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2""><strong>Continguts</strong></font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Introducció al sistema fiscal.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Les obligacions censals de l’empresari individual (model 036/037).</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">IVA (règim general, règim simplificat, règim de recàrrec d’equivalència, règim de criteri de caixa).</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">IRPF (estimació directa, estimació directa simplificada, estimació objectiva).</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Les declaracions informatives.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Llibres de registre obligatoris per gestionar els tributs de l’autònom.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Bonificacions i reduccions de la quota d’autònom  (seguretat social).</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font color=""#666666""><font face=""Times New Roman, serif""><font size=""2""><strong>Docent</strong></font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font color=""#666666""><font face=""Times New Roman, serif""><font size=""2""><strong>Laura Hernàndez, </strong>sòcia de <strong>Calidoscoop</strong>, agència per a la dinamització territorial de l'economia social, l'emprenedoria i el cooperativisme.. </font></font></font> </p>",21/11/2017,21/11/2017,09:30,13:30,De 09.30 a 13.30,Centre de Suport a l'Empresa (CSE),,0,,"<font size=""2"">http://www.portaleconomic.gavaciutat.cat/</font>",,,Cursos i tallers,,Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=1604
4941,Tècnic/a administratiu/va de Comerç Internacional (360h.),<strong>Mòduls formatius:<br /><br /></strong><ul><li>Gestió administrativa del comerç internacional.</li><li>Anglès: eines lingüístiques per desenvolupar-se en l'àmbit del comerç internacional.</li><li>Pràctiques en empreses.</li></ul><p><br /></p><strong></strong>,20/11/2017,20/04/2018,09:30,14:00,De 09.30 a 14.00,Centre de Suport a l'Empresa (CSE),,0,Gratuït,,,,Cursos i tallers,,Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=4941
3219,Vols crear el teu propi negoci?,Sessions informatives per emprenedors/es<br /><br />Continguts:<br />- Formes jurídiques<br />- Tràmits i passos per crear una empresa<br />- Ajudes i subvencions<br />- Finançament<br />- Com es fa el pla d'empresa,12/12/2017,12/12/2017,16:30,18:30,De 16.30 a 18.30,Centre de Suport a l'Empresa (CSE),,,,"Inscripció gratuïta al Centre de Suport a l'Empresa o a l'Oficina d'Atenció a l'Empresa, presencialment o per telèfon al 93 633 34 50.",,,Conferències i xerrades,,Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=3219
3221,Vols crear el teu propi negoci?,Sessions informatives per emprenedors/es<br /><br />Continguts:<br />- Formes jurídiques<br />- Tràmits i passos per crear una empresa<br />- Ajudes i subvencions<br />- Finançament<br />- Com es fa el pla d'empresa,22/11/2017,22/11/2017,11:30,13:30,De 11.30 a 13.30,Centre de Suport a l'Empresa (CSE),,,Gratuït,"Inscripció gratuïta al Centre de Suport a l'Empresa o a l'Oficina d'Atenció a l'Empresa, presencialment o per telèfon al 93 633 34 50.",,,Conferències i xerrades,,Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=3221
3222,Vols crear el teu propi negoci?,Sessions informatives per emprenedors/es<br /><br />Continguts:<br />- Formes jurídiques<br />- Tràmits i passos per crear una empresa<br />- Ajudes i subvencions<br />- Finançament<br />- Com es fa el pla d'empresa,07/11/2017,07/11/2017,16:30,18:30,De 16.30 a 18.30,Centre de Suport a l'Empresa (CSE),,,Gratuït,"Inscripció gratuïta al Centre de Suport a l'Empresa o a l'Oficina d'Atenció a l'Empresa, presencialment o per telèfon al 93 633 34 50.",,,Conferències i xerrades,,Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=3222
1254,Endisa't al territori CO:fes xarxa amb professionals i autònoms per assolir nous reptes (23 i 28 de novembre),,23/11/2017,23/11/2017,09:30,14:30,De 09.30 a 14.30,Centre de Suport a l'Empresa (CSE),,0,Gratuït,<br /><u></u>,,,Cursos i tallers,,Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=1254
1602,"Fes-t'ho tu: Fiscalitat per autònoms (IVA, IRPF)","<p align=""JUSTIFY""><font color=""#1c1c1c""><font face=""Times New Roman, serif""><font size=""2""><strong>Objectius</strong></font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Conèixer les obligacions fiscals dels empresaris i professionals individuals autònoms.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Saber dins de quin sistema de liquidació d’IVA i IRPF tributarà cada persona emprenedora segons l’activitat.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Entendre el funcionament dels impostos i tributs d’aplicació del professional autònom.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Saber calcular les quotes trimestrals de l’IVA i de l’IRPF depenent del sistema de liquidació.</font></font></font></p> <p align=""JUSTIFY""><font color=""#1c1c1c""><font face=""Times New Roman, serif""><font size=""2""><strong>Continguts</strong></font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Introducció al sistema fiscal.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Les obligacions censals de l’empresari individual (model 036/037).</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">IVA (règim general, règim simplificat, règim de recàrrec d’equivalència, règim de criteri de caixa).</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">IRPF (estimació directa, estimació directa simplificada, estimació objectiva).</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Les declaracions informatives.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Llibres de registre obligatoris per gestionar els tributs de l’autònom.</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font face=""Times New Roman, serif""><font color=""#1c1c1c""><font size=""2"">- </font></font><font color=""#666666""><font size=""2"">Bonificacions i reduccions de la quota d’autònom  (seguretat social).</font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font color=""#666666""><font face=""Times New Roman, serif""><font size=""2""><strong>Docent</strong></font></font></font></p> <p align=""JUSTIFY"" style=""margin-left: 0.64cm; text-indent: -0.64cm""><font color=""#666666""><font face=""Times New Roman, serif""><font size=""2""><strong>Calidoscoop</strong>, agència per a la dinamització territorial de l'economia social, l'emprenedoria i el cooperativisme. </font></font></font> </p>",07/11/2017,07/11/2017,09:30,13:30,De 09.30 a 13.30,Centre de Suport a l'Empresa (CSE),,0,,http://www.portaleconomic.gavaciutat.cat/,,,Cursos i tallers,,Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=1602
1144,"Fes-t'ho tu: fiscalitat per a autònoms ( IVA, IRPF)",<p> </p>,07/11/2017,07/11/2017,09:30,13:30,De 09.30 a 13.30,Centre de Suport a l'Empresa (CSE),,0,Gratuït,,"Perfil dels participants: 

Personal directiu o responsable de gestió d¿empreses de recent creació.
","<div class=""field-items""><div class=""field-item even""><br /></div></div>",Cursos i tallers,,Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=1144
193,Twitter i Facebook per a emprenedors (16 i 30 de novembre),"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser ></w>
 </w:WordDocument>
</xml><![endif]--><!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser ></w>
 </w:WordDocument>
</xml><![endif]-->",16/11/2017,16/11/2017,10:00,14:00,De 10.00 a 14.00,Centre de Suport a l'Empresa (CSE),,0,Gratuït,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser ></w>
 </w:WordDocument>
</xml><![endif]--><span lang=""CA"" new="""" times="""" style=""font-size:10.0pt;font-family:Verdana;
mso-fareast-font-family:"" />",,"<!--[if gte mso 9]><xml>
 <w:WordDocument>
  <w:View>Normal</w:View>
  <w:Zoom>0</w:Zoom>
  <w:HyphenationZone>21</w:HyphenationZone>
  <w:DoNotOptimizeForBrowser ></w>
 </w:WordDocument>
</xml><![endif]--><font size=""3""><strong><span lang=""CA"" new="""" times="""" style=""font-size:10.0pt;font-family:Verdana;mso-fareast-font-family:
"" /></strong></font>",Cursos i tallers,,Economia i Ocupació,,Adults,,41.299625,2.0123405,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=193
16,A qui interessa el que ofereixo?. Eines de planificació comercial,,21/11/2017,21/11/2017,09:30,13:30,De 09.30 a 13.30,Centre de Suport a l'Empresa (CSE),,0,Gratuït,,,,Cursos i tallers,,Economia i Ocupació - Altres en Economia i Ocupació,,Adults,,41.30073,2.01334,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=16
5289,Laboratori de lectura portàtil. el món de la nit,,22/11/2017,22/11/2017,17:30,19:30,De 17.30 a 19.30,Biblioteca Josep Soler Vidal,,,,,,,Animació,,L'Oci i la Cultura - Biblioteca Josep Soler Vidal,,Families,,41.30359,1.99863,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5289
5288,Nascuts per llegir. Minimúsics,,07/11/2017,07/11/2017,18:00,19:00,De 18.00 a 19.00,Biblioteca Josep Soler Vidal,,,,,,,,,,,,,41.30359,1.99863,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5288
5282,Recital de poesia dedicat a Palau Fabre,,08/11/2017,08/11/2017,19:00,20:00,De 19.00 a 20.00,Biblioteca Josep Soler Vidal,,,,,,,Actes literaris,,L'Oci i la Cultura - Biblioteca Josep Soler Vidal,,General,,0,0,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5282
5232,Curs d'escriptura per a dones,,06/10/2017,10/11/2017,18:00,20:00,De 18.00 a 20.00,Biblioteca Josep Soler Vidal,,,,,,,Actes literaris,,L'Oci i la Cultura - Altres en L'Oci i la Cultura,,Dones,,41.30359,1.99863,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5232
5279,Cros Ciutat de Gavà,,10/12/2017,10/12/2017,10:00,14:00,De 10.00 a 14.00,,,,,,,,Esports,,L'Esport,,General,,0,0,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5279
5270,Carrera solidaria Halloween run Gavà 2017,,01/11/2017,01/11/2017,09:30,,A les 09.30,,Bosc de la Sentiu(darrera Parc Bombers),,,,,,Esports,,L'Esport,,General,,0,0,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5270
5258,XXIII Marxa del Garraf,,05/11/2017,05/11/2017,08:00,,A les 08.00,,,,,,,,Esports,,L'Esport,,General,,0,0,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5258
5281,Ballada de sardanes,,19/11/2017,19/11/2017,11:30,13:00,De 11.30 a 13.00,,Plaça d'Anselm Clavé,,,,,,Sardanes i castellers,,Agenda de destacats,,General,,0,0,,http://portals.ajuntament.gava.cat/scagenda/app.html?lang=ca&id=5281
