ID;TIPUS_EQUIPAMENT;DESCRIPCIO_TIPUS_EQUIPAMENT;NOM;NOM_CONTACTE;COGNOM1_CONTACTE;COGNOM2_CONTACTE;TELEFON;EMAIL;URL;SIGLA;NOM_CARRER;CODI_CARRER_INE;NRO;BIS;ESCALA;PIS;PORTA;CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;CIUTAT;CODI_CIUTAT;PROVINCIA;CODI_PROPVINCIA;PAIS;CODI_PAIS;UTMX;UTMY;LONGITUD;LATITUD;TIPO_UTM;ADREÇA_COMPLETA
386;INSTAL·LACIONS ESPORTIVES;Espais esportius a l aire lliure;Espai Esportiu Parc de la Infanta;;;;;apropteuonline@aj-cornella.cat;;Ctra;de Sant Joan Despí;0807300790;s/n;;;;;;B-03;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.063976;41.359203;;Ctra de Sant Joan Despí s/n  
387;INSTAL·LACIONS ESPORTIVES;Espais esportius a l aire lliure;Espai Esportiu Plaça Europa;;;;;apropteuonline@aj-cornella.cat;;Pl;d Europa;0807300795;;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.081539;41.359143;;Pl d Europa   
389;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Abat Oliba;;;;93 377 43 78;a8016422@xtec.cat;http://www.xtec.cat/ceip-abatoliba-cornella/;C;del Sorral del Riu;0807302080;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.073723077774048;41.34873377916142;;C/ del Sorral del Riu s/n  
390;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Alexandre Galí;;;;93 376 48 95;a8043334@xtec.cat;http://www.escolaalexandregali.cat;C;del Cirerer;0807300550;1-7;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.085734009742737;41.36568558670975;;C/ del Cirerer 1-7  
391;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Anselm Clavé;;;;93 377 43 43;a8016380@xtec.cat;http://www.escolaanselmclavecornella.org;C;del Doctor Carulla;0807300680;1;;;;;;B-02;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0715075731277466;41.35545463202083;;C/ del Doctor Carulla 1  
392;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Antoni Gaudí;;;;93 377 43 48;a8016744@xtec.cat;http://www.xtec.cat/ceip-antonigaudi-cornella/;Av;PARC DE CAN MERCADER;0807301637;6;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.078840732574463;41.356577430601055;;Av PARC DE CAN MERCADER 6  
393;EDUCACIÓ I FORMACIÓ;Centres concertats;Escola Betània;;;;93 375 33 67;info@escolabetania.es;http://www.escolabetania.es/;C;de la Bonavista;0807300330;37-39;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.07704097032547;41.357322978333194;;C/ de la Bonavista 37-39  
393;EDUCACIÓ I FORMACIÓ;Escoles bressol privades;Escola Betània;;;;93 375 33 67;info@escolabetania.es;http://www.escolabetania.es/;C;de la Bonavista;0807300330;37-39;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.07704097032547;41.357322978333194;;C/ de la Bonavista 37-39  
394;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Dolors Almeda;;;;93 377 05 05;a8016367@xtec.cat;http://www.dolorsalmeda.com/;C;de Baltasar Oriol;0807300250;66;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.089328169822693;41.35215670884274;;C/ de Baltasar Oriol 66  
395;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Els Pins;;;;93 377 42 93;a8016771@xtec.cat;http://www.xtec.cat/ceipelspins/;C;de Pius XIIè;0807301660;17-19;;;;;;B-02;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.068667025489807;41.35567276477497;;C/ de Pius XIIè 17-19  
396;EDUCACIÓ I FORMACIÓ;Instituts ensenyament secundari;Institut Esteve Terradas;;;;93 377 11 00;info@iesesteveterradas.cat;http://www.iesesteveterradas.cat;C;de la Bonavista;0807300330;70;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.077443301677704;41.35585528407691;;C/ de la Bonavista 70  
396;EDUCACIÓ I FORMACIÓ;Programes de formació i inserció;Institut Esteve Terradas;;;;93 377 11 00;info@iesesteveterradas.cat;http://www.iesesteveterradas.cat;C;de la Bonavista;0807300330;70;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.077443301677704;41.35585528407691;;C/ de la Bonavista 70  
397;EDUCACIÓ I FORMACIÓ;Instituts ensenyament secundari;Institut Francesc Macià;;;;93 480 15 09;a8016793@xtec.cat;http://www.xtec.cat/centres/a8016793/;C;de Joan Maragall;0807301160;42;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0717060565948486;41.358627567666126;;C/ de Joan Maragall 42  
398;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Ignasi Iglesias;;;;93 375 72 51;a8037966@xtec.cat;http://www.xtec.es/ceip-ignasiiglesias-cornella;C;de Marià Benlliure;0807301410;29;;;;;;B-07;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.071813;41.363817;;C/ de Marià Benlliure 29  
399;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Mossèn Jacint Verdaguer;;;;93 376 60 79;a8016392@xtec.cat;http://www.xtec.cat/centres/a8016392;Av;de Salvador Allende;0807302190;14-16;;;;;;B-06;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0818043450164795;41.35870703821765;;Av de Salvador Allende 14-16  
400;EDUCACIÓ I FORMACIÓ;Instituts ensenyament secundari;Institut Joan Miró;;;;93 377 52 62;a8033900@xtec.cat;http://www.institutjoanmiro.cat/;C;de la Verge de Montserrat;0807301580;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.070026993751526;41.34887875395053;;C/ de la Verge de Montserrat s/n  
401;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola L Areny;;;;93 377 61 57;a8035881@xtec.cat;http://www.escolalareny.com;C;de Sant Lluís;0807302020;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0731866359710693;41.35109561988919;;C/ de Sant Lluís s/n  
402;EDUCACIÓ I FORMACIÓ;Instituts ensenyament secundari;Institut Mª Aurèlia Capmany;;;;93 471 06 48;iescapmany@xtec.cat;http://www.institutcapmany.cat;C;del Garrofer;0807300090;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0806941390037537;41.36597546045822;;C/ del Garrofer s/n  
403;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Mare de Déu de Montserrat;;;;93 375 50 00;a8016409@xtec.cat;https://agora.xtec.cat/ceip-montserrat-cornella;Av;de la Línia Elèctrica;0807301320;2-4;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.079940438270569;41.36684909991677;;Av de la Línia Elèctrica 2-4  
404;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Mediterrània;;;;93 377 25 04;a8051240@xtec.cat;http://www.xtec.cat/ceipmediterraniacornella/;C;de la Bonavista;0807300330;45;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.077808546066284;41.35615127193843;;C/ de la Bonavista 45  
405;EDUCACIÓ I FORMACIÓ;Instituts ensenyament secundari;Institut Miquel Marti i Pol;;;;93 377 56 57;a8035143@xtec.cat;http://www.xtec.cat/iesmarti-i-pol;C;de la Verge de Montserrat;0807301580;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.070445418357849;41.34939824429396;;C/ de la Verge de Montserrat s/n  
405;EDUCACIÓ I FORMACIÓ;Programes de formació i inserció;Institut Miquel Marti i Pol;;;;93 377 56 57;a8035143@xtec.cat;http://www.xtec.cat/iesmarti-i-pol;C;de la Verge de Montserrat;0807301580;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.070445418357849;41.34939824429396;;C/ de la Verge de Montserrat s/n  
406;EDUCACIÓ I FORMACIÓ;Centres concertats;Escola Nostra Senyora del Pilar;;;;93 376 09 49;a8016461@xtec.cat;http://www.xtec.cat/centres/a8016461/;C;de Cristòfor Llargués;0807300610;18;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.079631984233856;41.360862220113994;;C/ de Cristòfor Llargués 18  
407;EDUCACIÓ I FORMACIÓ;Centres concertats;Escola Sagrada Família;;;;93 377 01 37;a8016628@xtec.cat;http://www3.planalfa.es/safac;C;del Doctor Carulla;0807300680;23;;;;;;B-02;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.072467803955078;41.355970043256704;;C/ del Doctor Carulla 23  
408;EDUCACIÓ I FORMACIÓ;Centres concertats;Escola Sant Antoni Maria Claret;;;;93 376 19 49;a8016501@xtec.cat;http://www.claretcornella.cat;C;de Manuel Mariné;0807301390;11-17;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0784491300582886;41.36530311242668;;C/ de Manuel Mariné 11-17  
409;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Sant Ildefons;;;;93 376 02 45;a8016410@xtec.cat;http://www.xtec.cat/ceip-santildefons-cornella;Av;de Sant Ildefons;0807301980;24;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.081555128097534;41.36190905793137;;Av de Sant Ildefons 24  
410;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Sant Miquel;;;;93 376 90 56;a8042299@xtec.cat;http://www.ceip-santmiquel-cornella.cat/;C;de Lluís Domènech i Montaner;0807300730;1;;;;;;B-07;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0754235982894897;41.36456231373693;;C/ de Lluís Domènech i Montaner 1  
411;EDUCACIÓ I FORMACIÓ;Centres concertats;Escola Santa Eulàlia;;;;93 375 14 02;director@santaeulaliaonline.com;http://www.santaeulaliaonline.com/;C;de la Miranda;0807301180;50;;;;;;B-05;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.076346278190613;41.36018981924962;;C/ de la Miranda 50  
412;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Suris;;;;93 377 74 57;a8037978@xtec.cat;http://www.xtec.cat/ceipsuriscornella/;C;de la Terra Alta;0807302103;9;;;;;;B-04;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.060113549232483;41.35914301174262;;C/ de la Terra Alta 9  
413;EDUCACIÓ I FORMACIÓ;Escoles infantil i primària;Escola Torre de la Miranda;;;;93 376 08 79;a8054058@xtec.cat;http://www.xtec.net/ceip-torremiranda-cornella;C;Almogavers;0807301820;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.085712;41.362915;;C/ Almogavers s/n  
414;INSTAL·LACIONS ESPORTIVES;Camps de futbol i estadi;Estadi Municipal d Atletisme;;;;93 475 34 54;apropteuonline@aj-cornella.cat;;Av;del Baix Llobregat;0807300248;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.068691;41.350703;;Av del Baix Llobregat s/n  
415;COMERÇ I PROMOCIÓ ECONÒMICA;Promoció económica;Fira de Cornellà;;;;93 474 02 02;info@firacornella.com;http://www.firacornella.com/;C;de Tirso de Molina;0807302120;34;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0828640460968018;41.34980094713445;;C/ de Tirso de Molina 34  
416;CULTURA, JOVENTUT I SOLIDARITAT;Ludoteques;Ludoteca Municipal El Dau;;;;93 375 71 52;ludotecaeldau@aj-cornella.cat;http://www.cornella.cat/ca/Ludoteca.asp;C;d Osona;0807301595;3;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.0798009634017944;41.36529707334102;;C/ d Osona 3  
417;INSTAL·LACIONS ESPORTIVES;Pavellons i complexos esportius;Pavelló Almeda;;;;93 474 22 11;apropteuonline@aj-cornella.cat;;Ptge;Busquets;0807300380;s/n;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.087343;41.350147;;Ptge Busquets s/n  
418;INSTAL·LACIONS ESPORTIVES;Pavellons i complexos esportius;Pavelló Can Carbonell;;;;93 471 17 95;apropteuonline@aj-cornella.cat;;C;de Marià Benlliure;0807301410;s/n;;;;;;B-07;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.071095;41.364381;;C/ de Marià Benlliure s/n  
419;INSTAL·LACIONS ESPORTIVES;Pavellons i complexos esportius;Pavelló Centre;;;;93 474 02 82;apropteuonline@aj-cornella.cat;http://www.basquetcornella.net/portal;C;de Rubió i Ors;0807301900;158;;;;;;B-02;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.070091;41.351331;;C/ de Rubió i Ors 158  
420;INSTAL·LACIONS ESPORTIVES;Pavellons i complexos esportius;Pavelló Poliesportiu Riera;;;;93 474 21 37;aejrieracornella@gmail.com;https://aejrieracornella.wordpress.com/;C;de Francesc Moragas;0807300880;3-5;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.074943;41.351331;;C/ de Francesc Moragas 3-5  
421;INSTAL·LACIONS ESPORTIVES;Pavellons i complexos esportius;Pavelló Espai Esportiu Sant Ildefons;;;;93 376 29 43;apropteuonline@aj-cornella.cat;;Av;de la Línia Elèctrica;0807301320;1;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.081142;41.366604;;Av de la Línia Elèctrica 1  
422;INSTAL·LACIONS ESPORTIVES;Pistes de petanca;Pista Petanca Almeda;;;;;apropteuonline@aj-cornella.cat;;Pg;dels Ferrocarrils Catalans;0807300840;s/n;;;;;;B-01;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.085953;41.35339;;Pg dels Ferrocarrils Catalans s/n  
423;INSTAL·LACIONS ESPORTIVES;Pistes de petanca;Pista Petanca Pedró;;;;;apropteuonline@aj-cornella.cat;;C;de Miguel de Cervantes;0807301497;s/n;;;;;;B-07;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.070665;41.364444;;C/ de Miguel de Cervantes s/n  
425;INSTAL·LACIONS ESPORTIVES;Pistes de petanca;Pista Petanca Estadi Municipal de Cornellà;;;;93 475 34 54;apropteuonline@aj-cornella.cat;;Av;del Baix Llobregat;0807300248;s/n;;;;;;B-08;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.068246;41.350856;;Av del Baix Llobregat s/n  
426;INSTAL·LACIONS ESPORTIVES;Pistes de petanca;Pista Petanca Dominó;;;;;apropteuonline@aj-cornella.cat;;C;del Castanyer;0807300500;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.082851;41.36663;;C/ del Castanyer s/n  
428;INSTAL·LACIONS ESPORTIVES;Pistes de petanca;Pista Petanca Fontsanta Fatjó;;;;;apropteuonline@aj-cornella.cat;;C;de Federica Montseny;0807300817;s/n;;;;;;B-04;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.059186;41.358934;;C/ de Federica Montseny s/n  
429;INSTAL·LACIONS ESPORTIVES;Pistes de petanca;Pista Petanca jubilats Sant Ildefons;;;;;apropteuonline@aj-cornella.cat;;C;de Mossèn Andreu;0807301520;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.080013;41.365649;;C/ de Mossèn Andreu s/n  
430;INSTAL·LACIONS ESPORTIVES;Pistes de petanca;Pista Petanca Los Llanos;;;;;apropteuonline@aj-cornella.cat;;Av;de la Línia Elèctrica;0807301320;s/n;;;;;;B-09;08940;Cornellà de Llobregat;08073;Barcelona;08;ESPAÑA;108;;;2.079101;41.366587;;Av de la Línia Elèctrica s/n  
