CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUETAT;POTENCIA_FISCAL;CILINDRADA;PLACES;CARREGA_UTIL;MARCA;NRE_VEHICLES
D-02;Camió;FURGONETA MIXTA         ;   5;0;;0;650;Opel;1
D-02;Camió;FURGONETA MIXTA         ;   8;0;;0;595;Opel;1
D-02;Camió;FURGONETA MIXTA         ;  12;0;;0;555;Renault;1
D-02;Camió;FURGONETA MIXTA         ;  15;0;;0;1620;Nissan;1
D-02;Camió;FURGONETA MIXTA         ;  16;0;;0;595;Seat;1
D-02;Camió;FURGONETA MIXTA         ;  20;0;;0;1075;Mercedes benz;1
D-02;Camió;FURGONETA MIXTA         ;  22;0;;0;575;Renault;2
D-01;Turisme;TURISMO                 ;  -1;10;;0;0;Seat;4
D-01;Turisme;TURISMO                 ;  -1;10;;0;0;Toyota;5
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Audi;1
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Citroen;8
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Dacia;5
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Fiat;1
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Kia;2
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Nissan;11
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Opel;4
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Peugeot;8
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Skoda;1
D-01;Turisme;TURISMO                 ;  -1;11;;0;0;Volkswagen;4
D-01;Turisme;TURISMO                 ;  -1;12;;0;0;;1
D-01;Turisme;TURISMO                 ;  -1;12;;0;0;Toyota;5
D-01;Turisme;TURISMO                 ;  -1;13;;0;0;Hyundai;1
D-01;Turisme;TURISMO                 ;  -1;13;;0;0;Mercedes benz;2
D-01;Turisme;TURISMO                 ;  -1;13;;0;0;Opel;1
D-01;Turisme;TURISMO                 ;  -1;13;;0;0;Seat;4
D-01;Turisme;TURISMO                 ;  -1;14;;0;0;Land rover;3
D-01;Turisme;TURISMO                 ;  -1;14;;0;0;Mazda;2
D-01;Turisme;TURISMO                 ;  10;8;;0;0;Nissan;1
D-01;Turisme;TURISMO                 ;  10;8;;0;0;Toyota;1
D-01;Turisme;TURISMO                 ;  10;9;;0;0;Citroen;5
D-01;Turisme;TURISMO                 ;  10;9;;0;0;Hyundai;3
D-01;Turisme;TURISMO                 ;  10;9;;0;0;Seat;1
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Ford;9
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Hyundai;4
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Kia;1
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Nissan;1
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Peugeot;12
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Renault;1
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Rover;1
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Skoda;1
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Toyota;5
D-01;Turisme;TURISMO                 ;  10;10;;0;0;Volkswagen;3
D-01;Turisme;TURISMO                 ;  10;11;;0;0;Bmw;1
D-01;Turisme;TURISMO                 ;  10;11;;0;0;Citroen;21
D-01;Turisme;TURISMO                 ;  10;11;;0;0;Honda;1
D-01;Turisme;TURISMO                 ;  10;11;;0;0;Mazda;1
D-01;Turisme;TURISMO                 ;  10;11;;0;0;Peugeot;11
D-01;Turisme;TURISMO                 ;  10;11;;0;0;Volkswagen;3
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Citroen;2
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Fiat;2
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Honda;1
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Hyundai;1
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Mercedes benz;1
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Opel;4
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Renault;22
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Seat;43
D-01;Turisme;TURISMO                 ;  10;12;;0;0;Skoda;1
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Audi;4
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Bmw;5
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Daewoo;1
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Ford;2
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Land rover;2
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Mazda;4
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Nissan;1
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Peugeot;34
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Subaru;1
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Suzuki;1
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Toyota;4
D-01;Turisme;TURISMO                 ;  10;13;;0;0;Volkswagen;2
D-01;Turisme;TURISMO                 ;  10;14;;0;0;Mazda;1
D-01;Turisme;TURISMO                 ;  10;16;;0;0;Bmw;1
D-01;Turisme;TURISMO                 ;  10;16;;0;0;Toyota;2
D-01;Turisme;TURISMO                 ;  10;16;;0;0;Volvo;2
D-01;Turisme;TURISMO                 ;  10;19;;0;0;Bmw;3
D-01;Turisme;TURISMO                 ;  10;19;;0;0;Jaguar;1
D-01;Turisme;TURISMO                 ;  10;20;;0;0;Mercedes benz;2
D-01;Turisme;TURISMO                 ;  11;6;;0;0;Daewoo;1
D-01;Turisme;TURISMO                 ;  11;8;;0;0;Nissan;1
D-01;Turisme;TURISMO                 ;  11;9;;0;0;Citroen;2
D-01;Turisme;TURISMO                 ;  11;10;;0;0;Citroen;1
D-01;Turisme;TURISMO                 ;  11;10;;0;0;Kia;1
D-02;Camió;FURGONETA MIXTA         ;  24;0;;0;895;Nissan;1
D-02;Camió;FURGONETA MIXTA         ;  26;0;;0;575;Renault;1
D-02;Camió;VEHIC. MIXTO            ;;0;;0;595;Seat;1
D-02;Camió;VEHIC. MIXTO            ;;0;;0;609;Peugeot;1
D-02;Camió;VEHIC. MIXTO            ;;0;;0;649;Citroen;1
D-02;Camió;VEHIC. MIXTO            ;;0;;0;780;Renault;1
D-02;Camió;VEHIC. MIXTO            ;   3;0;;0;547;Renault;1
D-02;Camió;VEHIC. MIXTO            ;   4;0;;0;515;Peugeot;1
D-02;Camió;VEHIC. MIXTO            ;   4;0;;0;846;Volkswagen;1
D-02;Camió;VEHIC. MIXTO            ;   5;0;;0;515;Peugeot;1
D-02;Camió;VEHIC. MIXTO            ;   6;0;;0;950;Peugeot;1
D-02;Camió;VEHIC. MIXTO            ;   7;0;;0;620;Peugeot;1
D-02;Camió;VEHIC. MIXTO            ;   7;0;;0;780;Renault;1
D-02;Camió;VEHIC. MIXTO            ;   8;0;;0;620;Peugeot;1
D-02;Camió;VEHIC. MIXTO            ;   9;0;;0;573;Peugeot;1
D-02;Camió;VEHIC. MIXTO            ;   9;0;;0;780;Renault;2
D-02;Camió;VEHIC. MIXTO            ;   9;0;;0;857;Renault;1
D-02;Camió;VEHIC. MIXTO            ;   9;0;;0;1559;Renault;1
D-02;Camió;VEHIC. MIXTO            ;  10;0;;0;484;Kia;1
D-02;Camió;VEHIC. MIXTO            ;  10;0;;0;500;Renault;1
D-02;Camió;VEHIC. MIXTO            ;  10;0;;0;565;Chrysler;1
D-02;Camió;VEHIC. MIXTO            ;  10;0;;0;622;Opel;1
D-02;Camió;VEHIC. MIXTO            ;  10;0;;0;797;Peugeot;2
D-02;Camió;VEHIC. MIXTO            ;  11;0;;0;560;Citroen;1
D-02;Camió;VEHIC. MIXTO            ;  11;0;;0;900;Mercedes benz;1
D-02;Camió;VEHIC. MIXTO            ;  11;0;;0;1490;Iveco;1
D-02;Camió;VEHIC. MIXTO            ;  12;0;;0;434;Citroen;1
D-02;Camió;VEHIC. MIXTO            ;  12;0;;0;555;Fiat;1
D-02;Camió;VEHIC. MIXTO            ;  12;0;;0;634;Peugeot;1
D-02;Camió;VEHIC. MIXTO            ;  12;0;;0;810;Fiat;1
D-02;Camió;VEHIC. VIVIENDA         ;;0;;0;538;;1
D-02;Camió;VEHIC. VIVIENDA         ;   2;0;;0;638;;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;;0;;0;480;;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;;0;;0;649;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;;0;;0;655;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;;0;;0;810;Peugeot;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   3;0;;0;621;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   4;0;;0;515;Peugeot;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   5;0;;0;633;Peugeot;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   5;0;;0;875;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   5;0;;0;878;Renault;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   6;0;;0;545;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   6;0;;0;895;Mercedes benz;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   7;0;;0;465;Opel;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   7;0;;0;620;Peugeot;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   7;0;;0;730;Kia;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   7;0;;0;765;Hyundai;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   7;0;;0;979;Opel;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   8;0;;0;620;Peugeot;2
D-02;Camió;VEHICULO MIXTO ADAPTABLE;   8;0;;0;628;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  -1;0;;0;1056;Mercedes benz;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  10;0;;0;460;Kia;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  11;0;;0;499;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  12;0;;0;563;Renault;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  13;0;;0;565;Opel;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  13;0;;0;830;Mercedes benz;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  15;0;;0;765;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  16;0;;0;564;Citroen;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  16;0;;0;595;Opel;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  17;0;;0;625;Seat;1
D-02;Camió;VEHICULO MIXTO ADAPTABLE;  21;0;;0;545;Renault;1
D-02;Camió;VEHICULO VIVIENDA       ;   6;0;;0;692;;1
D-02;Camió;VEHICULO VIVIENDA       ;  15;0;;0;695;Fiat;1
D-02;Motocicletes i Altres vehicles;                        ;;0; 210-250;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;                        ;;0; 501-750;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;;0;<75;0;0;Aprilia;4
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;;0;<75;0;0;Derbi;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;;0;<75;0;0;Piaggio;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;;0;<75;0;0;Yamaha;2
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;   5;0;<75;0;0;Piaggio;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;   6;0;<75;0;0;;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;   8;0;<75;0;0;Ducati;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;   8;0;<75;0;0;Peugeot;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;   8;0;<75;0;0;Yamaha;3
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;   9;0;<75;0;0;Piaggio;2
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;   9;0;<75;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  10;0;<75;0;0;Aprilia;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  10;0;<75;0;0;Derbi;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  10;0;<75;0;0;Peugeot;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  10;0;<75;0;0;Rieju;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  10;0;<75;0;0;Yamaha;3
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  11;0;<75;0;0;Aprilia;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  11;0;<75;0;0;Rieju;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  11;0;<75;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  11;0;<75;0;0;Yamaha;2
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  12;0;<75;0;0;Piaggio;1
D-02;Motocicletes i Altres vehicles;CICL. 2 RUEDAS          ;  12;0;<75;0;0;Suzuki;2
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DE 2 RUEDAS  ;;0;NO CONSTA;0;0;Peugeot;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DE 2 RUEDAS  ;  10;0;<75;0;0;Piaggio;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   4;0;<75;0;0;Peugeot;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   5;0;<75;0;0;;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   5;0;<75;0;0;Beta;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   5;0;<75;0;0;Daelim;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   5;0;<75;0;0;Kymco;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   6;0;<75;0;0;Aprilia;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   6;0;<75;0;0;Kymco;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   6;0;<75;0;0;Yamaha;2
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   7;0;<75;0;0;;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   7;0;<75;0;0;Derbi;3
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;   7;0;<75;0;0;Yamaha;2
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;  11;0;<75;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;  13;0;<75;0;0;Malaguti;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;  14;0;<75;0;0;Honda;2
D-02;Motocicletes i Altres vehicles;CICLOMOTOR DOS RUEDAS   ;  14;0;<75;0;0;Hyosung;1
D-02;Motocicletes i Altres vehicles;CICLOMOTOR TRES RUEDAS  ;   1;0;<75;0;0;;1
D-02;Motocicletes i Altres vehicles;CUATRICICLO             ;  11;0; 126-200;0;0;;1
D-02;Motocicletes i Altres vehicles;CUATRICICLO LIGERO      ;  13;0;<75;0;0;Ligier;1
D-02;Motocicletes i Altres vehicles;MOTOCARRO               ;  24;0; 210-250;0;0;;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;;0;<75;0;0;Montesa;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   0;0; 75-125;0;0;;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   1;0; 251-300;0;0;Kymco;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   2;0; 251-300;0;0;Kymco;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   3;0; 75-125;0;0;;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   4;0; 75-125;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   5;0; 301-500;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   5;0; 75-125;0;0;Honda;3
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   6;0; 210-250;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   6;0; 210-250;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   6;0; 501-750;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   6;0; 75-125;0;0;;2
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   6;0; 75-125;0;0;Aprilia;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   6;0; 75-125;0;0;Honda;9
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   7;0; 126-200;0;0;Honda;3
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   7;0; 210-250;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   7;0; 501-750;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   7;0; 75-125;0;0;Honda;8
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   8;0; 75-125;0;0;Honda;4
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   8;0;>750;0;0;Ducati;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;   9;0; 126-200;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  13;0; 75-125;0;0;Daelim;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  14;0; 210-250;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  14;0; 301-500;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  14;0;>750;0;0;Harley davidson;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  15;0; 210-250;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  15;0; 501-750;0;0;Honda;3
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  16;0; 126-200;0;0;Vespa;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  16;0; 501-750;0;0;Bmw;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  18;0; 501-750;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  19;0;>750;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  20;0; 501-750;0;0;Bmw;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  21;0; 501-750;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  22;0; 301-500;0;0;Kawasaki;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  22;0;<75;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  23;0;<75;0;0;Honda;4
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  24;0; 75-125;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  25;0;<75;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  27;0; 501-750;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  31;0; 126-200;0;0;Vespa;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  31;0; 75-125;0;0;Vespa;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  34;0; 501-750;0;0;Bmw;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  48;0; 126-200;0;0;Bultaco;1
D-02;Motocicletes i Altres vehicles;MOTOCICL.2 RUEDAS S.SID.;  53;0; 126-200;0;0;Rieju;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 210-250;0;0;Piaggio;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 210-250;0;0;Yamaha;2
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 251-300;0;0;;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 301-500;0;0;Kawasaki;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 301-500;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 501-750;0;0;Aprilia;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 501-750;0;0;Bmw;2
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 501-750;0;0;Honda;3
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 75-125;0;0;Bultaco;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 75-125;0;0;Daelim;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 75-125;0;0;Honda;3
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0; 75-125;0;0;Piaggio;2
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0;<75;0;0;Honda;3
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;;0;>750;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   0;0; 126-200;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   0;0; 501-750;0;0;Kawasaki;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   0;0; 501-750;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   0;0; 75-125;0;0;Piaggio;2
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   0;0;<75;0;0;Piaggio;2
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   0;0;>750;0;0;Harley davidson;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   1;0; 501-750;0;0;Honda;3
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   1;0; 501-750;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   1;0; 75-125;0;0;;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   1;0; 75-125;0;0;Honda;7
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   1;0; 75-125;0;0;Yamaha;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   2;0; 210-250;0;0;Yamaha;4
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   2;0; 251-300;0;0;Kymco;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   2;0; 75-125;0;0;Honda;4
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   2;0; 75-125;0;0;Kymco;3
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   2;0;<75;0;0;;2
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0; 251-300;0;0;Honda;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0; 501-750;0;0;Aprilia;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0; 501-750;0;0;Suzuki;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0; 501-750;0;0;Triumph;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0; 75-125;0;0;Derbi;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0; 75-125;0;0;Peugeot;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0; 75-125;0;0;Piaggio;2
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0;<75;0;0;Piaggio;1
D-02;Motocicletes i Altres vehicles;MOTOCICLETA             ;   3;0;>750;0;0;Suzuki;2
D-01;Turisme;TURISMO                 ;  11;10;;0;0;Opel;1
D-01;Turisme;TURISMO                 ;  11;10;;0;0;Renault;2
D-01;Turisme;TURISMO                 ;  11;10;;0;0;Seat;8
D-01;Turisme;TURISMO                 ;  11;10;;0;0;Skoda;3
D-01;Turisme;TURISMO                 ;  11;11;;0;0;Bmw;6
D-01;Turisme;TURISMO                 ;  11;11;;0;0;Daewoo;3
D-01;Turisme;TURISMO                 ;  11;11;;0;0;Ford;8
D-01;Turisme;TURISMO                 ;  11;11;;0;0;Mitsubishi;1
D-01;Turisme;TURISMO                 ;  11;11;;0;0;Nissan;6
D-01;Turisme;TURISMO                 ;  11;11;;0;0;Peugeot;11
D-01;Turisme;TURISMO                 ;  11;11;;0;0;Toyota;1
D-01;Turisme;TURISMO                 ;  11;11;;0;0;Volkswagen;3
D-01;Turisme;TURISMO                 ;  11;12;;0;0;Alfa romeo;2
D-01;Turisme;TURISMO                 ;  11;12;;0;0;Citroen;3
D-01;Turisme;TURISMO                 ;  11;12;;0;0;Fiat;4
D-01;Turisme;TURISMO                 ;  11;12;;0;0;Honda;1
D-01;Turisme;TURISMO                 ;  11;12;;0;0;Seat;28
D-01;Turisme;TURISMO                 ;  11;12;;0;0;Volvo;1
D-01;Turisme;TURISMO                 ;  11;13;;0;0;Audi;1
D-01;Turisme;TURISMO                 ;  11;13;;0;0;Chrysler;1
D-01;Turisme;TURISMO                 ;  11;13;;0;0;Ford;4
D-01;Turisme;TURISMO                 ;  11;13;;0;0;Hyundai;3
D-01;Turisme;TURISMO                 ;  11;13;;0;0;Mercedes benz;4
D-01;Turisme;TURISMO                 ;  11;13;;0;0;Nissan;2
D-01;Turisme;TURISMO                 ;  11;13;;0;0;Opel;11
D-01;Turisme;TURISMO                 ;  11;13;;0;0;Toyota;1
D-01;Turisme;TURISMO                 ;  11;14;;0;0;Nissan;4
D-01;Turisme;TURISMO                 ;  11;16;;0;0;Audi;1
D-01;Turisme;TURISMO                 ;  11;16;;0;0;Nissan;1
D-01;Turisme;TURISMO                 ;  11;16;;0;0;Volkswagen;1
D-01;Turisme;TURISMO                 ;  11;19;;0;0;Bmw;2
D-01;Turisme;TURISMO                 ;  11;26;;0;0;Mercedes benz;1
D-01;Turisme;TURISMO                 ;  12;6;;0;0;Daewoo;1
D-01;Turisme;TURISMO                 ;  12;8;;0;0;Hyundai;1
