ID;NOM_CURT_ACTE;NOM_ACTE;ID_EQUIPAMENT;NOM_LLOC;ADREÇA_COMPLETA;SIGLA;CARRER;CODI_CARRER;NRO;BIS;ESCALA;PIS;PORTA;CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;CIUTAT;UTMX;UTMY;LONGITUD;LATITUD;TELEFON;EMAIL;URL;DATA_HORA_INICI_ACTE;DATA_HORA_FINAL_ACTE;DATA_HORA_PROPER_ACTE;TIPUS_ACTE;ESTAT;RESPONSABLE;GRATUIT;PREU;OBSERVACIONS;CICLE
2538673;Presentació del llibre  Governar la Barcelona real: Pasqual Maragall i el dret a la ciutat metropolitana ;Activitats Literàries: Presentació del llibre  Governar la Barcelona real: Pasqual Maragall i el dret a la ciutat metropolitana ;2988;Ateneu Santfeliuenc;C. Vidal i Ribas 0023   ;C.   ;Vidal i Ribas;;0023;;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;420388,1042643;4581789,6115931;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538673;20170713180000;20170713190000;;Activitats Literàries;Confirmat;;;;De Mariona Tomàs. Organització: Pla Estratègic Metropolità de Barcelona i CECBLL;
2538679;Teatre  Shakespeare, la nodriza y su perro , amb Veronica Isola (TransArt-VI Mostra de Joves Creadors);Teatre, dansa: Teatre  Shakespeare, la nodriza y su perro , amb Veronica Isola (TransArt-VI Mostra de Joves Creadors);33221;SALA DE CONCERTS ELS PAGESOS;C. Pi i Margall 0010  LC ;C.   ;Pi i Margall;;0010;;;LC ;;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;420385,504187428;4581698,75749974;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538679;20170713200000;20170713230000;;Teatre, dansa;Confirmat;;;;Lloc: Els Pagesos;
2538699;VI Cicle de Joves Intèrprets - Rebird & Cor 685;Concerts i audicions musicals: VI Cicle de Joves Intèrprets - Rebird & Cor 685;3374;Palau Falguera - Jardins;C. Falguera 0002  BX ;C.   ;Falguera;;0002;;;BX ;;;;08980;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538699;20170714200000;20170714220000;;Concerts i audicions musicals;Confirmat;;;;;
2538702;VI Cicle de Joves Intèrprets - Bike & Lonesome (blues) i Nebulosa Boreal (pop);Concerts i audicions musicals: VI Cicle de Joves Intèrprets - Bike & Lonesome (blues) i Nebulosa Boreal (pop);3374;Palau Falguera - Jardins;C. Falguera 0002  BX ;C.   ;Falguera;;0002;;;BX ;;;;08980;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538702;20170715200000;20170715230000;;Concerts i audicions musicals;Confirmat;;;;;
2533756;Ball per a la Gent Gran;Balls, danses: Ball per a la Gent Gran;3055;Centre Cívic Roses;C. Tibidabo 0018  BX 02;C.   ;Tibidabo;;0018;;;BX ;02  ;S-03005;S-03005;08980;SANT FELIU DE LLOBREGAT;420938,35969008;4581967,710516;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2533756;20170716173000;20170716200000;;Balls, danses;Confirmat;;;;Organització: Llar de Jubilats de Sant Feliu;
2533765;Ball per a tothom;Balls, danses: Ball per a tothom;37022;Unió Coral;Pg. Bertrand 0013   ;Pg.  ;Bertrand;;0013;;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;420458,1427478;4581761,56741627;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2533765;20170716180000;20170716200000;;Balls, danses;Confirmat;;;;Coreografies i  rueda casino  Lloc i organització: La Unió Coral;
2538693;Sortida al Teatre Tivoli: Sugar (musical);Espectacles, festivals: Sortida al Teatre Tivoli: Sugar (musical);;;Pl. Estació 0001   ;Pl.  ;Estació;;0001;;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;420521,824027273;4581844,49603485;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538693;20170720183000;20170720210000;;Espectacles, festivals;Confirmat;;;;Lloc: Pl. Estació. Preu 27 € Organització: Dones 21;
2533757;Ball per a la Gent Gran;Balls, danses: Ball per a la Gent Gran;3055;Centre Cívic Roses;C. Tibidabo 0018  BX 02;C.   ;Tibidabo;;0018;;;BX ;02  ;S-03005;S-03005;08980;SANT FELIU DE LLOBREGAT;420938,35969008;4581967,710516;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2533757;20170723173000;20170723200000;;Balls, danses;Confirmat;;;;Organització: Llar de Jubilats de Sant Feliu;
2533766;Ball per a tothom;Balls, danses: Ball per a tothom;37022;Unió Coral;Pg. Bertrand 0013   ;Pg.  ;Bertrand;;0013;;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;420458,1427478;4581761,56741627;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2533766;20170723180000;20170723200000;;Balls, danses;Confirmat;;;;Coreografies i  rueda casino  Lloc i organització: La Unió Coral;
2533758;Ball per a la Gent Gran;Balls, danses: Ball per a la Gent Gran;3055;Centre Cívic Roses;C. Tibidabo 0018  BX 02;C.   ;Tibidabo;;0018;;;BX ;02  ;S-03005;S-03005;08980;SANT FELIU DE LLOBREGAT;420938,35969008;4581967,710516;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2533758;20170730173000;20170730200000;;Balls, danses;Confirmat;;;;Organització: Llar de Jubilats de Sant Feliu;
2533767;Ball per a tothom;Balls, danses: Ball per a tothom;37022;Unió Coral;Pg. Bertrand 0013   ;Pg.  ;Bertrand;;0013;;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;420458,1427478;4581761,56741627;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2533767;20170730180000;20170730200000;;Balls, danses;Confirmat;;;;Coreografies i  rueda casino  Lloc i organització: La Unió Coral;
2538703;Revetlla juvenil de Sant Llorenç, amb el grup Funk Medicine;Festes populars i tradicionals: Revetlla juvenil de Sant Llorenç, amb el grup Funk Medicine;;;Pl. Dicià    ;Pl.  ;Dicià;;;;;;;;;08980;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538703;20170807190000;20170807210000;;Festes populars i tradicionals;Confirmat;;;;;
2538704;Cinema a la fresca: Ice Age, el gran cataclisme. ;Festes populars i tradicionals: Cinema a la fresca: Ice Age, el gran cataclisme. ;;;Pl. Roses 0001   ;Pl.  ;Roses;;0001;;;;;S-05002;S-05002;08980;SANT FELIU DE LLOBREGAT;420368,019695875;4582344,56773463;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538704;20170807213000;20170807230000;;Festes populars i tradicionals;Confirmat;;;;En cas de pluja l activitat es farà a la Sala Ibèria;
2538706;Festa de l escuma, amb Gil Rataplam;Festes populars i tradicionals: Festa de l escuma, amb Gil Rataplam;2993;;Pl. Lluís Companys 0001  BX 01;Pl.  ;Lluís Companys;;0001;;;BX ;01  ;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;420276,619439226;4581750,43226385;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538706;20170808190000;20170808200000;;Festes populars i tradicionals;Confirmat;;;;Organització: Calaix de Sastre;
2538707;Cinema a la fresca: Animals fantàstics;Festes populars i tradicionals: Cinema a la fresca: Animals fantàstics;;;Pl. Vila 0001   ;Pl.  ;Vila;;0001;;;;;;;;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538707;20170808213000;20170808230000;;Festes populars i tradicionals;Confirmat;;;;En cas de pluja l activitat es farà a la Sala Ibèria;
2538708;Bitlles tradicionals catalanes;Festes populars i tradicionals: Bitlles tradicionals catalanes;;;Pl. Vila 0001   ;Pl.  ;Vila;;0001;;;;;;;;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538708;20170809180000;20170809200000;;Festes populars i tradicionals;Confirmat;;;;Organització: Calaix de Sastre En cas de pluja l activitat es farà a la Sala Ibèria;
2538712;Viatges a la Conxin Xina, animació amb Gil Rataplam;Festes populars i tradicionals: Viatges a la Conxin Xina, animació amb Gil Rataplam;;;Pl. Vila 0001   ;Pl.  ;Vila;;0001;;;;;;;;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538712;20170809200000;20170809210000;;Festes populars i tradicionals;Confirmat;;;;En cas de pluja l activitat es farà a la Sala Ibèria;
2538713;Sopar a la fresca;Festes populars i tradicionals: Sopar a la fresca;;;Pl. Vila 0001   ;Pl.  ;Vila;;0001;;;;;;;;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538713;20170809210000;20170809230000;;Festes populars i tradicionals;Confirmat;;;;Organització: Calaix de Sastre En cas de pluja l activitat es farà a la Sala Ibèria;
2538714;Ball a la fresca, amb el grup Atrium;Festes populars i tradicionals: Ball a la fresca, amb el grup Atrium;;;Pl. Vila 0001   ;Pl.  ;Vila;;0001;;;;;;;;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538714;20170809213000;20170809230000;;Festes populars i tradicionals;Confirmat;;;;En cas de pluja l activitat es farà a la Sala Ibèria;
2538716;Missa solemne de Sant Llorenç;Festes populars i tradicionals: Missa solemne de Sant Llorenç;3336;Catedral de Sant Llorenç;Pl. Vila 0008  BX ;Pl.  ;Vila;;0008;;;BX ;;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;420339,131952633;4581652,02923897;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538716;20170810120000;20170810130000;;Festes populars i tradicionals;Confirmat;;;;En acabar la missa, pica pica de Festa Major amb motiu de Sant Llorenç Organització: Parròquia de Sant Llorenç;
2538733;Sardanes, amb la Cobla Rambles;Festes populars i tradicionals: Sardanes, amb la Cobla Rambles;;;Pl. Vila 0001   ;Pl.  ;Vila;;0001;;;;;;;;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538733;20170810190000;20170810210000;;Festes populars i tradicionals;Confirmat;;;;En cas de pluja l activitat es farà a la Sala Ibèria;
2538735;Havaneres i rom cremat, amb Núria Berengueras i el grup Ultramar;Festes populars i tradicionals: Havaneres i rom cremat, amb Núria Berengueras i el grup Ultramar;;;Pl. Vila 0001   ;Pl.  ;Vila;;0001;;;;;;;;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2538735;20170810220000;20170810230000;;Festes populars i tradicionals;Confirmat;;;;En cas de pluja l activitat es farà a la Sala Ibèria;
2516436;Regidoria de Barri de Can Maginàs;Regidoria de barri: Regidoria de Barri de Can Maginàs;3005;Can Maginàs;C. Hospitalet 0025  BX ;C.   ;Hospitalet;;0025;;;BX ;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2516436;20170905180000;20170905190000;;Regidoria de barri;Confirmat;;;;;
2534353;Regidoria de barri de Falguera;Regidoria de barri: Regidoria de barri de Falguera;3042;Centre de Barri Falguera;Pl. Rafael Alberti 0001   ;Pl.  ;Rafael Alberti;;0001;;;;;S-02004;S-02004;08980;SANT FELIU DE LLOBREGAT;419850,516833472;4581719,51449489;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2534353;20170905180000;20170905190000;;Regidoria de barri;Confirmat;;;;;
2534354;Regidoria del barri de Can Calders.;Regidoria de barri: Regidoria del barri de Can Calders.;10618;Centre Cívic Les Tovalloles;Ra. Salut 0007  BX ;Ra.  ;Salut;;0007;;;BX ;;S-04003;S-04003;08980;SANT FELIU DE LLOBREGAT;420269,832714893;4582327,66157929;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2534354;20170905180000;20170905190000;;Regidoria de barri;Confirmat;;;;;
2525680;Itinerari persones emprenedores: 1 Formes jurídiques i tràmits;Activitats de Promoció Econòmica: Itinerari persones emprenedores: 1 Formes jurídiques i tràmits;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525680;20170921093000;20170921103000;;Activitats de Promoció Econòmica;Confirmat;;;;;
2525681;Itinerari persones emprenedores: 2 Anàlisi de costos;Activitats de Promoció Econòmica: Itinerari persones emprenedores: 2 Anàlisi de costos;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525681;20170926093000;20170926103000;;Activitats de Promoció Econòmica;Confirmat;;;;;
2525682;Itinerari persones emprenedores: 3 Gestio econòmic-financera;Activitats de Promoció Econòmica: Itinerari persones emprenedores: 3 Gestio econòmic-financera;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525682;20170928093000;20170928103000;;Activitats de Promoció Econòmica;Confirmat;;;;;
2525689;La intel·ligència emocional t obre les portes;Activitats de Promoció Econòmica: La intel·ligència emocional t obre les portes;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525689;20171002093000;20171002103000;;Activitats de Promoció Econòmica;Confirmat;;;;;
2516437;Regidoria de Barri de Can Maginàs;Regidoria de barri: Regidoria de Barri de Can Maginàs;3005;Can Maginàs;C. Hospitalet 0025  BX ;C.   ;Hospitalet;;0025;;;BX ;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2516437;20171003180000;20171003190000;;Regidoria de barri;Confirmat;;;;;
2525684;Itinerari persones emprenedores: 4 Fons de finançament clàssic i alternatiu;Activitats de Promoció Econòmica: Itinerari persones emprenedores: 4 Fons de finançament clàssic i alternatiu;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525684;20171005093000;20171005103000;;Activitats de Promoció Econòmica;Confirmat;;;;;
2525685;Google adwords i altres eines de publicitat internet;Activitats de Promoció Econòmica: Google adwords i altres eines de publicitat internet;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525685;20171026093033;20171026103033;;Activitats de Promoció Econòmica;Confirmat;;;;;
2516438;Regidoria de Barri de Can Maginàs;Regidoria de barri: Regidoria de Barri de Can Maginàs;3005;Can Maginàs;C. Hospitalet 0025  BX ;C.   ;Hospitalet;;0025;;;BX ;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2516438;20171107180000;20171107190000;;Regidoria de barri;Confirmat;;;;;
2525686;Dissenya els teus cartells i imatges digitals amb canvà;Activitats de Promoció Econòmica: Dissenya els teus cartells i imatges digitals amb canvà;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525686;20171109093000;20171109103000;;Activitats de Promoció Econòmica;Confirmat;;;;;
2525690;Com superà una dinàmica de grup amb èxit;Activitats de Promoció Econòmica: Com superà una dinàmica de grup amb èxit;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525690;20171115093000;20171115103000;;Activitats de Promoció Econòmica;Confirmat;;;;;
2507413;Visita al Palau Falguera;Excursions, visites, sortides, recorreguts: Visita al Palau Falguera;3374;Palau Falguera - Sala dels Àustries;C. Falguera 0002  BX ;C.   ;Falguera;;0002;;;BX ;;;;08980;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2507413;20171119120000;20171119140000;;Excursions, visites, sortides, recorreguts;Confirmat;;;;Preu 3 €  Per participar a les visites cal inscripció prèvia, la qual es pot fer a través de: Presencialment al Centre d Estudis del Baix Llobregat (ubicat al Centre Cívic Mas Lluí) Telèfon: 93 666 35 27 Per correu electrònic: visitespf@llobregat.info Més informació a https://www.santfeliu.cat/go.faces?xmid=14259;
2507413;Visita al Palau Falguera;Excursions, visites, sortides, recorreguts: Visita al Palau Falguera;3374;Palau Falguera - Sala antic menjador;C. Falguera 0002  BX ;C.   ;Falguera;;0002;;;BX ;;;;08980;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2507413;20171119120000;20171119140000;;Excursions, visites, sortides, recorreguts;Confirmat;;;;Preu 3 €  Per participar a les visites cal inscripció prèvia, la qual es pot fer a través de: Presencialment al Centre d Estudis del Baix Llobregat (ubicat al Centre Cívic Mas Lluí) Telèfon: 93 666 35 27 Per correu electrònic: visitespf@llobregat.info Més informació a https://www.santfeliu.cat/go.faces?xmid=14259;
2507413;Visita al Palau Falguera;Excursions, visites, sortides, recorreguts: Visita al Palau Falguera;3374;Palau Falguera - Sala dels Vanos;C. Falguera 0002  BX ;C.   ;Falguera;;0002;;;BX ;;;;08980;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2507413;20171119120000;20171119140000;;Excursions, visites, sortides, recorreguts;Confirmat;;;;Preu 3 €  Per participar a les visites cal inscripció prèvia, la qual es pot fer a través de: Presencialment al Centre d Estudis del Baix Llobregat (ubicat al Centre Cívic Mas Lluí) Telèfon: 93 666 35 27 Per correu electrònic: visitespf@llobregat.info Més informació a https://www.santfeliu.cat/go.faces?xmid=14259;
2525687;Co-crea amb el teu client i fidelitza l;Activitats de Promoció Econòmica: Co-crea amb el teu client i fidelitza l;;;C. Hospitalet 0025   ;C.   ;Hospitalet;;0025;;;;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2525687;20171130093000;20171130103000;;Activitats de Promoció Econòmica;Confirmat;;;;;
2516439;Regidoria de Barri de Can Maginàs;Regidoria de barri: Regidoria de Barri de Can Maginàs;3005;Can Maginàs;C. Hospitalet 0025  BX ;C.   ;Hospitalet;;0025;;;BX ;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;419980,56379841;4582313,27276946;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2516439;20171205180000;20171205190000;;Regidoria de barri;Confirmat;;;;;
2503916;Coral Goospelfeelings;Concerts i audicions musicals: Coral Goospelfeelings;3374;Palau Falguera -  Auditori;C. Falguera 0002  BX ;C.   ;Falguera;;0002;;;BX ;;;;08980;SANT FELIU DE LLOBREGAT;;;;;936858000;ajuntament@santfeliu.cat;https://www.santfeliu.cat/go.faces?xmid=18343&eventid=2503916;20171229183000;20171229210000;;Concerts i audicions musicals;Confirmat;;;;Preu: 5 ? (3 ? anticipada, carnet blau i persones en atur);
