ID;TIPUS_EQUIPAMENT;DESCRIPCIO_TIPUS_EQUIPAMENT;NOM;NOM_CONTACTE;COGNOM1_CONTACTE;COGNOM2_CONTACTE;TELEFON;EMAIL;URL;SIGLA;CARRER;CODI_CARRER;NRO;BIS;ESCALA;PIS;PORTA;CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;CIUTAT;CODI_CIUTAT;PROVINCIA;CODI_PROVINCIA;PAIS;CODI_PAIS;UTMX;UTMY;LONGITUD;LATITUD;TIPO_UTM;ADREÇA_COMPLETA
3363;Equipament;Equipament;Centre Polivalent Falguera;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pl.  ;Rafael Alberti;665;0001;;;;;S-02004;S-02004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419853;4581719;;;ED50;Pl. Rafael Alberti 0001   
6114;EquipamentDocent;Equipament docent;Club d Esplai Diversitat Lúdica;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Agustí Domingo;10;0011;;;;;S-05003;S-05003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420461;4582182;;;ED50;C. Agustí Domingo 0011   
6115;EquipamentDocent;Equipament docent;Club d Esplai Sant Llorenç;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Daoíz i Velarde;170;0007;;;BX ;01  ;S-03005;S-03005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420823;4581739;;;ED50;C. Daoíz i Velarde 0007  BX 01
3384;EquipamentSocial;Equipament social;Club social en salut mental Fundació Nou Cami;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ptge.;Fargas;255;0008;;;BX ;;S-03001;S-03001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420487;4581994;;;ED50;Ptge. Fargas 0008  BX 
3351;EquipamentEscola;Escola;Col·legi Mare de Déu de la Mercè;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Verge de la Mercè;580;0014;;;BX ;;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420507;4581639;;;ED50;C. Verge de la Mercè 0014  BX 
6816;EquipamentEsportiu;Equipament esportiu;Complex Municipal de Piscines;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Verge de Montserrat;590;0002;;;BX ;01  ;S-03004;S-03004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420641;4581857;;;ED50;C. Verge de Montserrat 0002  BX 01
3385;EquipamentSanitari;Equipament sanitari;CREDA Centre Recursos Deficients Auditius;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pl.  ;Ferrer i Guàrdia;340;0001;;;BX ;;S-05005;S-05005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420613;4582298;;;ED50;Pl. Ferrer i Guàrdia 0001  BX 
3404;EquipamentSanitari;Equipament sanitari;Creu Roja;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Ramón y Cajal;690;0049;;;BX ;;S-01007;S-01007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419861;4581442;;;ED50;C. Ramón y Cajal 0049  BX 
3331;EquipamentAdmin;Equipament administratiu i proveïment;Deixalleria;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Sànson;30;0070;;;BX ;;;;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;;;;;ED50;Ctra. Sànson 0070  BX 
6725;EquipamentAdmin;Equipament administratiu i proveïment;Delegació de la Cambra Oficial Comerç;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0350;B;;BX ;01  ;S-02003;S-02003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419890;4582101;;;ED50;Ctra. Laureà Miró 0350 B BX 01
3426;EquipamentAdmin;Equipament administratiu i proveïment;Delegació d Hisenda;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Ramón y Cajal;690;0047;;;BX ;;S-01007;S-01007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419919;4581474;;;ED50;C. Ramón y Cajal 0047  BX 
3337;EquipamentAdmin;Equipament administratiu i proveïment;Departament d Ensenyament de la Generalitat;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Laureà Miró;120;0330;;;;;S-02008;S-02008;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419923;4582011;;;ED50;Ctra. Laureà Miró 0330   
6682;EquipamentSeguretat;Equipament de seguretat i defensa;Dipòsit de vehicles municipal;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Sant Antoni;800;0041;;;BX ;;S-01007;S-01007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420086;4581389;;;ED50;C. Sant Antoni 0041  BX 
33221;EquipamentSocial;Equipament social;Edifici c. Pi i Margall;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Pi i Margall;310;0010;;;LC ;;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420386;4581697;;;ED50;C. Pi i Margall 0010  LC 
6096;EquipamentAdminServei;Casa consistorial - Serveis;Edifici de l Àrea de Territori;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Església;380;0007;;;BX ;;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420241;4581662;;;ED50;C. Església 0007  BX 
6681;EquipamentSocial;Equipament social;El Rober de Càritas;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ra.  ;Salut;790;0030;A;;BX ;07  ;S-05002;S-05002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420327;4582357;;;ED50;Ra. Salut 0030 A BX 07
3334;EquipamentEscola;Escola;Escola Arquitecte Gaudi;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Sànson;30;0040;;;BX ;;S-01004;S-01004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419971;4582434;;;ED50;Ctra. Sànson 0040  BX 
3350;EquipamentEscola;Escola;Escola Bon Salvador;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Armenteres;20;0039;;;BX ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420353;4581195;;;ED50;C. Armenteres 0039  BX 
3322;EquipamentEscolaBressol;Escola bressol;Escola bressol Giravolt;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Margarida Xirgu;906;0003;;;BX ;01  ;S-07001;S-07001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;421124;4582176;;;ED50;C. Margarida Xirgu 0003  BX 01
3319;EquipamentEscolaBressol;Escola bressol;Escola bressol L Avet;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pl.  ;Catalunya;110;0005;;;LC ;01  ;S-01003;S-01003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420176;4582048;;;ED50;Pl. Catalunya 0005  LC 01
9958;EquipamentEscolaBressol;Escola bressol;Escola Bressol Mar i Cel;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Pi i Margall;310;0036;;;BX ;01  ;S-01001;S-01001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420540;4581734;;;ED50;C. Pi i Margall 0036  BX 01
3321;EquipamentEscolaBressol;Escola bressol;Escola bressol Peücs;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Pg.  ;Comte de Vilardaga;150;0100;;;LC ;02  ;S-07003;S-07003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420884;4582212;;;ED50;Pg. Comte de Vilardaga 0100  LC 02
3320;EquipamentEscolaBressol;Escola bressol;Escola bressol Snoopy;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Creus;160;0036;;;BX ;;S-01003;S-01003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420143;4581873;;;ED50;C. Creus 0036  BX 
3356;EquipamentDocent;Equipament docent;Escola d educació especial Tramuntana;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ptge.;Sant Joan;850;0085;;;BX ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420388;4581474;;;ED50;Ptge. Sant Joan 0085  BX 
3324;EquipamentEscola;Escola;Escola Falguera;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Sant Josep;830;0099;;;BX ;;S-02003;S-02003;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419690;4582069;;;ED50;C. Sant Josep 0099  BX 
3346;EquipamentEscola;Escola;Escola Josep Monmany;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Mas Lluí;991;0003;;;BX ;;S-05005;S-05005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420710;4582350;;;ED50;C. Mas Lluí 0003  BX 
3348;EquipamentEscola;Escola;Escola Martí i Pol;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Roses;740;0115;;;BX ;;S-07001;S-07001;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;421282;4582326;;;ED50;C. Roses 0115  BX 
3352;EquipamentEscola;Escola;Escola Mestral;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ctra.;Sànson;30;0081;;;BX ;;S-06004;S-06004;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420636;4583104;;;ED50;Ctra. Sànson 0081  BX 
3323;EquipamentEscola;Escola;Escola Nadal;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Eugeni d Ors;250;0003;A;;;;S-01002;S-01002;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420248;4581946;;;ED50;C. Eugeni d Ors 0003 A  
3347;EquipamentEscola;Escola;Escola Pau Vila;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Mas Lluí;991;0011;;;BX ;;S-05005;S-05005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420710;4582350;;;ED50;C. Mas Lluí 0011  BX 
3345;EquipamentEscola;Escola;Escola Salvador Espriu;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;C.   ;Sant Joan;840;0010;;;BX ;;S-01007;S-01007;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;419946;4581336;;;ED50;C. Sant Joan 0010  BX 
3355;EquipamentDocent;Equipament docent;Escola- Taller Sant Miquel- Fundació Nou Xamfrà;;;;936858000;ajuntament@santfeliu.cat;http://www.santfeliu.cat;Ra.  ;PAHISSA;728;0044;;;BX ;;S-01005;S-01005;08980;SANT FELIU DE LLOBREGAT;211;BARCELONA;8;ESPANYA;108;420576;4581437;;;ED50;Ra. PAHISSA 0044  BX 
