Org_,Pro_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,Descripció_orgànica,FID
01,920,1620400,FONS SOCIAL,22000,-1987.55,20012.45,12583.09,12583.09,12426.43,ALCALDIA,36
02,241F,1500100,OPE PRODUCTIVITAT FEINATECA,700,0,700,291.65,291.65,233.32,PROMOCIÓ ECONÒMICA,37
01,491,1310000,LABORAL TEMPORAL COMUNICACIÓ,0.1,0,0.1,0,0,0,ALCALDIA,38
01,920T,1200100,BÀSIQUES A2 TIC,13035.6,0,13035.6,0,0,0,ALCALDIA,39
01,920,2312000,VIATGES PERSONAL,11500,0,11500,3987.03,3987.03,2957.82,ALCALDIA,40
01,491,1600000,SEGURETAT SOCIAL COMUNICACIÓ,10277.99,0,10277.99,3380.4,3380.4,2499.05,ALCALDIA,41
02,241F,1210113,OPE COMPLEMENT ESPECIFIC FEINATECA,0,1850.11,1850.11,0,0,0,PROMOCIÓ ECONÒMICA,42
01,920,1200300,BÀSIQUES C1 ADMINISTRACIÓ GNAL.,22777.86,0,22777.86,7272.3,7272.3,5817.84,ALCALDIA,43
01,491,1300000,BÀSIQUES COMUNICACIÓ,13980.92,921.46,14902.38,5334.53,5334.53,4225.48,ALCALDIA,44
01,920,1600000,SEGURETAT SOCIAL ADM. GNAL.,85095.77,0,85095.77,29244.4,29244.4,22503.77,ALCALDIA,45
01,491,1300200,ALTRES REMUNERACIONS COMUNICACIÓ,18595.92,0,18595.92,7378.25,7378.25,5902.6,ALCALDIA,46
01,920T,1210000,COMPL DESTI TIC,5582.36,0,5582.36,0,0,0,ALCALDIA,47
02,241F,2260614,OPE FORMACIÓ FOAP 2014 (FSE),0,3784.82,3784.82,0,0,0,PROMOCIÓ ECONÒMICA,48
01,912,2300000,DIETES CÀRRECS ELECTES,41500,0,41500,18270.75,18270.75,14500.8,ALCALDIA,49
01,920,2260400,DESPESES JURÍDIQUES,19500,0,19500,3159.78,3159.78,2886.25,ALCALDIA,50
02,241F,1600016,OPE ASSEGURANCES SOCIALS FEINATECA,0,8431.75,8431.75,2810.56,2810.56,2107.92,PROMOCIÓ ECONÒMICA,51
01,912,4892900,TRANSF. APORTACIÓ GRUPS MPLS.,19200,0,19200,8000,8000,6400,ALCALDIA,52
01,920,1200000,BÀSIQUES A1 ADMINISTRACIÓ GNAL.,29648.44,0,29648.44,11201.5,11201.5,8961.2,ALCALDIA,53
01,920T,1210100,COMPL ESPECIFIC TIC,10561.8,0,10561.8,0,0,0,ALCALDIA,54
02,241F,2260616,OPE ACCIONS FORMATIVES,0,626.72,626.72,0,0,0,PROMOCIÓ ECONÒMICA,55
01,912,2260100,ATENCIONS PROTOCOLÀRIES,7000,0,7000,2359.48,1809.48,535.32,ALCALDIA,56
01,920,2200000,MATERIAL OFICINA,11000,0,11000,2798.98,2781.98,2661.81,ALCALDIA,57
02,241F,1430016,OPE PERSONAL FEINATECA,0,26025.04,26025.04,9903.7,9903.7,7922.96,PROMOCIÓ ECONÒMICA,58
01,912,1210100,COMPLEMENT ESPECÍFIC GABINET ALCALDIA,13611.24,0,13611.24,5671.35,5671.35,4537.08,ALCALDIA,59
01,920,1430000,ALTRE PERSONAL-CONVENIS,600,0,600,0,0,0,ALCALDIA,60
01,920T,1500000,PRODUCTIVITAT TIC,700,0,700,0,0,0,ALCALDIA,61
02,241FO,1200300,BASIQUES C1 FOMENT OCUPACIÓ (d),0,13381.07,13381.07,598.2,598.2,0,PROMOCIÓ ECONÒMICA,62
01,912,4660100,QUOTES ASSOCIACIONS MPLS.,9600,0,9600,8915.23,8915.23,3721,ALCALDIA,63
01,920,2220100,COMUNICACIONS POSTALS,21500,0,21500,7503.47,6003.47,2649.91,ALCALDIA,64
02,241FO,1200100,BASIQUES A2 FOMENT OCUPACIÓ (d),0,38382.59,38382.59,2160.01,2160.01,613.42,PROMOCIÓ ECONÒMICA,65
01,920T,1200600,TRIENNIS TIC,472.66,1417.98,1890.64,0,0,0,ALCALDIA,66
01,912,1620000,FORMACIÓ REGIDORS,500,0,500,0,0,0,ALCALDIA,67
01,920,1210100,COMPLEMENT ESPECÍFIC ADM. GNAL.,152095.71,0,152095.71,66647.1,66647.1,53317.68,ALCALDIA,68
02,241FO,1600000,SEGURETAT SOCIAL FOMENT OCUPACIÓ (d),0,96995.7,96995.7,432.63,432.63,0,PROMOCIÓ ECONÒMICA,69
01,912,2310000,VIATGES CÀRRECS ELECTES,2500,0,2500,1974.28,1974.28,1533.73,ALCALDIA,70
02,241FO,1200600,TRIENNIS FOMENT OCUPACIÓ (d),0,163.45,163.45,0,0,0,PROMOCIÓ ECONÒMICA,71
01,920,5000000,FONS CONTINGENCIES ALTRES,20000,0,20000,0,0,0,ALCALDIA,72
01,920,6250100,RISCOS LABORALS,0.1,0,0.1,0,0,0,ALCALDIA,73
02,241FO,1200400,BASIQUES C2 FOMENT OCUPACIÓ (d),0,49246.8,49246.8,1132.4,1132.4,0,PROMOCIÓ ECONÒMICA,74
01,920,2200100,PUBLICACIONS I SUBSCRIPCIONS,5400,0,5400,1143.08,1143.08,1030.08,ALCALDIA,75
01,934,3520000,INTERESSOS DE DEMORA,0.1,0,0.1,298.79,298.79,298.79,ALCALDIA,76
02,241PL,1200416,OPE BASIQUES C2 PC OCUPACIÓ A1 (d),0,205.65,205.65,0,0,0,PROMOCIÓ ECONÒMICA,77
01,912,2269900,DESPESES ELECCIONS,1500,0,1500,0,0,0,ALCALDIA,78
01,920T,1510000,GRATIFICACIONS TIC,0.1,0,0.1,0,0,0,ALCALDIA,79
01,912,4890000,SUBVENCIONS,3000,0,3000,1000,500,500,ALCALDIA,80
02,170,2269916,ACTIVITATS PREVENCIÓ RESIDUS,0,3382.12,3382.12,0,0,0,PROMOCIÓ ECONÒMICA,81
02,241FO,1200500,BASIQUES AP FOMENT OCUPACIÓ (d),0,39207.87,39207.87,714.8,714.8,0,PROMOCIÓ ECONÒMICA,82
01,920,1200400,BÀSIQUES C2 ADMINISTRACIÓ GNAL.,6046.98,0,6046.98,3026.25,3026.25,2421,ALCALDIA,83
02,241PL,1210016,OPE COMPLEMENT DESTINACIÓ PC OCUPACIÓ A1 (d),0,374.22,374.22,11.62,11.62,11.62,PROMOCIÓ ECONÒMICA,84
01,912,1200600,TRIENNIS GABINET ALCALDIA,3257.37,0,3257.37,1159,1159,927.2,ALCALDIA,85
02,241,4620011,OPE TRANSF SEGMENTACIÓ ATURATS I CENS OFICIS,0,11396,11396,0,0,0,PROMOCIÓ ECONÒMICA,86
02,241PL,1600016,SEGURETAT SOCIAL PC OCUPACIÓ A1 (d),0,462.92,462.92,294.18,294.18,294.18,PROMOCIÓ ECONÒMICA,87
02,241FO,1210100,ESPECIFIC FOMENT OCUPACIÓ (d),0,113175.05,113175.05,3659.91,3659.91,397.39,PROMOCIÓ ECONÒMICA,88
01,920,1200500,BÀSIQUES AP ADMINISTRACIÓ GNAL.,7755.44,0,7755.44,2769.8,2769.8,2215.84,ALCALDIA,89
01,920T,1600000,SEGURETAT SOCIAL TIC,9515.48,444.54,9960.02,0,0,0,ALCALDIA,90
01,912,1200300,BÀSIQUES C1 GABINET ALCALDIA,9983.82,0,9983.82,3636.15,3636.15,2908.92,ALCALDIA,91
02,241,1310000,OPE.LABORAL TEMPORAL FOMENT DE L'OCUPACIÓ,51131.49,0,51131.49,19520.2,19520.2,15616.16,PROMOCIÓ ECONÒMICA,92
01,920,1500000,PRODUCTIVITAT ADM. GNAL.,5600,1412.44,7012.44,3086.6,3086.6,2469.28,ALCALDIA,93
02,241FO,2260615,OPE CURS 15/FOAF/269/0126443 FSE,0,9414.44,9414.44,0,0,0,PROMOCIÓ ECONÒMICA,94
02,241PL,1210116,COMPLEMENT ESPECÍFIC PC OCUPACIÓ A1 (d),0,832.71,832.71,364.08,364.08,364.08,PROMOCIÓ ECONÒMICA,95
01,912,1500000,PRODUCTIVITAT GABINET ALCALDIA,700,728.72,1428.72,303.65,303.65,242.92,ALCALDIA,96
02,241J,1430016,ALTRE PERSONAL OCUPACIÓ JOVES FOJ-13-2016,0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,97
02,241,2240000,OPE FOR ASSEGURANCES ALUMNES,300,0,300,0,0,0,PROMOCIÓ ECONÒMICA,98
02,241FO,1210000,DESTINACIÓ FOMENT OCUPACIÓ (d),0,54344.49,54344.49,1815.08,1815.08,252.54,PROMOCIÓ ECONÒMICA,99
01,920,2030016,LLOGUER EQUIP AIRE,0,0.5,0.5,0,0,0,ALCALDIA,100
02,241PP,1200616,PERSONAL PROSPECTOR CTB-028/16 A1-01 TRIENIS (tb),0,968.03,968.03,70.24,70.24,70.24,PROMOCIÓ ECONÒMICA,101
01,924,2260200,INFORMACIÓ MUNICIPAL,14900,0,14900,6145.85,6145.85,3687.51,ALCALDIA,102
01,912,1510000,GRATIFICACIONS GABINET ALCALDIA,0.1,0,0.1,0,0,0,ALCALDIA,103
02,241J,1210115,COMPLEMENT ESPECÍFIC OCUPACIÓ JOVES FOJ-6-2015 FSE,0,9.58,9.58,0,0,0,PROMOCIÓ ECONÒMICA,104
02,241E,2060000,ESPAI LAB LLOGUER FOTOCOPIADORA,2047.32,0,2047.32,692.65,692.65,554.12,PROMOCIÓ ECONÒMICA,105
02,241G,1600016,ASSEGURANCES SOCIALS CTB-028/16 DX-02 (tb),0,22246.14,22246.14,0,0,0,PROMOCIÓ ECONÒMICA,106
02,326,4899900,OPE TRANSF. CEFORTEM,1500,0,1500,0,0,0,PROMOCIÓ ECONÒMICA,107
01,920,2200200,MATERIAL INFORMÀTIC NO INVENTARIABLE,3658.58,0,3658.58,40.72,40.72,40.72,ALCALDIA,108
01,925,2269900,DIETES I VIATGES DEFENSOR CIUTADÀ,500,0,500,0,0,0,ALCALDIA,109
02,241PP,1210116,PERSONAL PROSPECTOR CTB-028/16 A1-01 ESPECÍFIC (tb),0,7921.11,7921.11,3543.62,3543.62,2956.77,PROMOCIÓ ECONÒMICA,110
02,241J,1600015,SEGURETAT SOCIAL OCUPACIÓ JOVES FOJ-6-2015 FSE,0,12.6,12.6,0,0,0,PROMOCIÓ ECONÒMICA,111
02,241G,1430016,PERSONAL PO FIBRA ÓPTICA CTB-028/16 DX-02 (tb),0,58852.5,58852.5,0,0,0,PROMOCIÓ ECONÒMICA,112
02,241,1600000,OPE.SEGURETAT SOCIAL FOMENT DE L'OCUPACIÓ,27087.37,0,27087.37,8352.28,8352.28,6306.4,PROMOCIÓ ECONÒMICA,113
02,326A,1500100,OPE PRODUCTIVITAT AULA AUTOAPRENENTATGE,231,0,231,0,0,0,PROMOCIÓ ECONÒMICA,114
01,912,1600000,SEGURETAT SOCIAL GABINET ALCALDIA,8759.92,0,8759.92,2770.16,2770.16,2077.62,ALCALDIA,115
01,920,1200600,TRIENNIS ADMINISTRACIÓ GNAL.,21558.3,0,21558.3,8789.28,8789.28,7097.86,ALCALDIA,116
02,241J,1210016,DESTINACIÓ OCUPACIÓ JOVES FOJ-13-2016,0,7055.48,7055.48,1993.7,1993.7,1594.96,PROMOCIÓ ECONÒMICA,117
02,326A,1310000,OPE LABORAL TEMPORAL AULA AUTOAPRENENTATGE,7956.31,0,7956.31,2990.96,2990.96,2390.45,PROMOCIÓ ECONÒMICA,118
02,241G,2269913,OPE FORMACIÓ PLANS 2013/PANP/SPO/0068-FSE,0,342.25,342.25,0,0,0,PROMOCIÓ ECONÒMICA,119
01,912,1210000,COMPLEMENT DESTINACIÓ GABINET ALCALDIA,7209.16,0,7209.16,2574.7,2574.7,2059.76,ALCALDIA,120
02,241PP,1200116,PERSONAL PROSPECTOR CTB-028/16 A1-01 ESPECÍFIC (tb),0,13348.82,13348.82,1937.14,1937.14,968.57,PROMOCIÓ ECONÒMICA,121
02,241,2260612,OPE FORMACIÓ FOAP 2012,0,9157.22,9157.22,0,0,0,PROMOCIÓ ECONÒMICA,122
01,925,1200300,BASIQUES C1 OAC,0.1,0,0.1,0,0,0,ALCALDIA,123
01,920,2210300,COMBUSTIBLES I CARBURANTS,1900,0,1900,707.57,707.57,707.57,ALCALDIA,124
02,241J,1200616,TRIENIS OCUPACIÓ JOVES FOJ-13-2016,0,923,923,351.2,351.2,280.96,PROMOCIÓ ECONÒMICA,125
02,241,1300000,OPE.BÀSIQUES FOMENT DE L'OCUPACIÓ,16182.39,0,16182.39,5931.57,5931.57,4717.16,PROMOCIÓ ECONÒMICA,126
02,241PP,1600016,ASSEGURANCES SOCIALS PROSPECTOR CTB-028/16 A1-01 (tb),0,8741.7,8741.7,2706.18,2706.18,2035.81,PROMOCIÓ ECONÒMICA,127
01,925,1200600,TRIENNIS OAC,13142.17,0,13142.17,3969.31,3969.31,3138.08,ALCALDIA,128
02,241G,1430015,BTB 38/15 DX-03 FSE PERSONAL MANTENIMENT FIBRA ÓPTICA,0,725.27,725.27,0,0,0,PROMOCIÓ ECONÒMICA,129
01,912O,1600000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,62246.57,0,62246.57,20677.58,20677.58,15479.93,ALCALDIA,130
02,326A,1600000,OPE SEGURETAT SOCIAL AULA AUTOAPRENENTATGE,2583.1,0,2583.1,832.66,832.66,623.47,PROMOCIÓ ECONÒMICA,131
01,920,2240000,ASSEGURANCES,52500,0,52500,51094.3,51094.3,51094.3,ALCALDIA,132
02,241J,1200615,TRIENIS OCUPACIÓ JOVES FOJ-6-2015 FSE,0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,133
01,912O,1000000,RETRIBUCIONS ÒRGANS DE GOVERN,203791.2,0,203791.2,84708.05,84708.05,67766.44,ALCALDIA,134
01,925,1600000,SEGURETAT SOCIAL OAC,55641,1279.51,56920.51,17643.5,17643.5,12904.45,ALCALDIA,135
02,241E,2260200,ESPAI LAB PUBLICITAT I PROPAGANDA,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,136
02,241PP,1210016,PERSONAL PROSPECTOR CTB-028/16 A1-01 DESTI (tb),0,5716.49,5716.49,4673.04,4673.04,4274.3,PROMOCIÓ ECONÒMICA,137
02,241G,1600013,OPE SEGURETAT SOCIAL PLANS 2013/PANP/SPO/0068-FSE,0,24.62,24.62,0,0,0,PROMOCIÓ ECONÒMICA,138
02,326Q,2269911,OPE DESPESES PQPI,0,12834.85,12834.85,0,0,0,PROMOCIÓ ECONÒMICA,139
01,920,2150000,MANTENIMENT MOBILIARI,0.1,0,0.1,121.71,121.71,121.71,ALCALDIA,140
02,241J,1210116,ESPECÍFIC OCUPACIÓ JOVES FOJ-13-2016,0,10064.6,10064.6,3318,3318,2654.4,PROMOCIÓ ECONÒMICA,141
01,920,2260300,ANUNCIS OFICIALS,13000,0,13000,3537.28,3537.28,2523.68,ALCALDIA,142
02,241Q,1430015,OPE AODL NOUS PROJECTES (FSE),0,659.07,659.07,0,0,0,PROMOCIÓ ECONÒMICA,143
02,241E,2200000,ESPAI LAB MATERIAL OFICINA,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,144
01,925,1510000,GRATIFICACIONS OAC,0.1,0,0.1,0,0,0,ALCALDIA,145
02,414,2260600,OPE ACTIVITATS I MILLORA PAGESIA,6000,0,6000,0,0,0,PROMOCIÓ ECONÒMICA,146
02,241G,1600015,BTB 38/15 DX-03 FSE SEGURETAT SOCIAL MANTENIMENT FIBRA ÓPTIC,0,118.55,118.55,0,0,0,PROMOCIÓ ECONÒMICA,147
01,920,2210400,VESTUARI PERSONAL NETEJA,700,0,700,0,0,0,ALCALDIA,148
02,241J,1430015,PERSONAL OCUPACIÓ JOVES FOJ-6-2015 FSE,0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,149
02,241Q,1600015,OPE AODL SEGURETAT SOCIAL NOUS PROJECTES (FSE),0,467.41,467.41,0,0,0,PROMOCIÓ ECONÒMICA,150
01,920,1510000,GRATIFICACIONS ADM. GNAL.,0.1,110.77,110.87,74.53,74.53,33.93,ALCALDIA,151
02,241E,2260612,OPE CURS ELECTROMECÀNICA,0,16862.9,16862.9,0,0,0,PROMOCIÓ ECONÒMICA,152
01,925,1500000,PRODUCTIVITAT OAC,6301,2536.22,8837.22,3181.16,3181.16,2539.92,ALCALDIA,153
02,414,2260615,OPE JORNADES TÈCNIQUES FIRA DE REIS,0,212.6,212.6,0,0,0,PROMOCIÓ ECONÒMICA,154
02,241H,1200116,PERSONAL ORIENTADOR CTB-028/16 A1-01 BÀSIQUES A2 (tb),0,12389.54,12389.54,3874.28,3874.28,3874.28,PROMOCIÓ ECONÒMICA,155
01,920,2210600,PRODUCTES FARMACÈUTICS,150,0,150,0,0,0,ALCALDIA,156
02,241J,2260613,OPE PROJECTE FORMACIÓ JOVE,0,3300.76,3300.76,0,0,0,PROMOCIÓ ECONÒMICA,157
01,925,1200400,BÀSIQUES C2 OAC,76163.14,1444.74,77607.88,28585.84,28585.84,22705.49,ALCALDIA,158
02,241,2260614,CURS MAGATZEM JOVES,0,1441.95,1441.95,1252,1252,0,PROMOCIÓ ECONÒMICA,159
01,920,2302000,DIETES,2500,0,2500,392.41,392.41,241.92,ALCALDIA,160
02,241Q,1600016,OPE AODL SEGURETAT SOCIAL NOUS PROJECTES B-032/16-02,0,8417.14,8417.14,2703.34,2703.34,2026.32,PROMOCIÓ ECONÒMICA,161
02,419,2269900,OPE DESPESES CONSELL PAGESIA,100,0,100,0,0,0,PROMOCIÓ ECONÒMICA,162
02,241H,1210115,BTB 38/15 A1-01 FSE ORIENTADOR ESPECÍFIC,0,1307.28,1307.28,0,0,0,PROMOCIÓ ECONÒMICA,163
01,3322,1500000,PRODUCTIVITAT ARXIU,700,0,700,291.65,291.65,233.32,ALCALDIA,164
02,241J,1200115,BÀSIQUES A2 OCUPACIÓ JOVES FOJ-6-2015 FSE,0,17.78,17.78,0,0,0,PROMOCIÓ ECONÒMICA,165
02,241Q,1430016,OPE AODL NOUS PROJECTES B-032/16-02,0,26861.59,26861.59,9770.8,9770.8,7816.64,PROMOCIÓ ECONÒMICA,166
02,241,4899900,OPE.TRANSF CREACCIÓ,29773.53,0,29773.53,0,0,0,PROMOCIÓ ECONÒMICA,167
01,925,1210100,COMPLEMENT ESPECÍFIC OAC,69678.13,1277.98,70956.11,31466.69,31466.69,25108.63,ALCALDIA,168
01,920,6250000,MOBILIARI,0.1,1368.99,1369.09,1166.44,1166.44,1166.44,ALCALDIA,169
02,430,1600000,OPE SEGURETAT SOCIAL ADMINISTRACIÓ OPE,17458.36,0,17458.36,5413.64,5413.64,3958.75,PROMOCIÓ ECONÒMICA,170
02,241H,1200615,BTB 38/15 A1-01 FSE ORIENTADOR TRIENIS,0,0.26,0.26,0,0,0,PROMOCIÓ ECONÒMICA,171
01,3322,1600000,SEGURETAT SOCIAL ARXIU,8526.84,0,8526.84,2843.62,2843.62,2129.11,ALCALDIA,172
02,241J,1600016,SEGURETAT SOCIAL OCUPACIÓ JOVES FOJ-13-2016,0,10532.55,10532.55,2157.36,2157.36,1438.24,PROMOCIÓ ECONÒMICA,173
02,241,2260616,CURS MAGATZEM JO-2015,0,7942.5,7942.5,2546.34,2546.34,7.28,PROMOCIÓ ECONÒMICA,174
01,925,1210000,COMPLEMENT DESTINACIÓ OAC,47068.44,519.45,47587.89,16215.18,16215.18,12896.59,ALCALDIA,175
02,241Q,1430014,OPE AODL NOUS PROJECTES (FSE),0,90.23,90.23,0,0,0,PROMOCIÓ ECONÒMICA,176
01,920,1200100,BÀSIQUES A2 ADMINISTRACIÓ GNAL.,55754.49,0,55754.49,24214.25,24214.25,19371.4,ALCALDIA,177
02,430,2060000,OPE LLOGUER FOTOCOPIADORA OPE,2551.32,0,2551.32,960.41,960.41,623.15,PROMOCIÓ ECONÒMICA,178
02,241H,1200114,OPE BÀSIQUES A2 DISPOSITIU INSERCIÓ (TB) FSE,0,841.01,841.01,0,0,0,PROMOCIÓ ECONÒMICA,179
02,241K,1600015,BTB 38/15 B1-01 FSE SEGURETAT SOCIAL FORMACIÓ NETEJA,0,581.99,581.99,0,0,0,PROMOCIÓ ECONÒMICA,180
01,3322,1210100,COMPLEMENT ESPECÍFIC ARXIU,8235.6,0,8235.6,3431.5,3431.5,2745.2,ALCALDIA,181
02,241E,2211000,ESPAI LAB PRODUCTES NETEJA,400,0,400,195.31,195.31,195.31,PROMOCIÓ ECONÒMICA,182
02,241R,1430015,OPE AODL OCUPACIÓ I COMPETIVITAT (FSE),0,667.28,667.28,0,0,0,PROMOCIÓ ECONÒMICA,183
01,925S,2269900,DESPESES DIVERSES DEFENSOR CIUTADÀ,1500,0,1500,1031,1031,1031,ALCALDIA,184
01,920,6230000,MAQUINARIA,0.1,0,0.1,0,0,0,ALCALDIA,185
02,430,1300100,OPE HORES EXTRES ADMINISTRACIÓ OPE,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,186
02,241H,1210016,PERSONAL ORIENTADOR CTB-028/16 A1-01 DESTI (tb),0,5321.58,5321.58,2962.27,2962.27,1594.96,PROMOCIÓ ECONÒMICA,187
02,241E,2160000,ESPAI LAB MANTENIMENT INFORMATIC,1500,-1413.85,86.15,86.15,86.15,86.15,PROMOCIÓ ECONÒMICA,188
02,241K,1600016,ASSEGURANCES SOCIALS CTB-028/16 DX-01 (tb),0,19084.8,19084.8,0,0,0,PROMOCIÓ ECONÒMICA,189
01,3322,1200600,TRIENNIS ARXIU,2620.4,0,2620.4,968.2,968.2,774.56,ALCALDIA,190
02,241R,1430016,OPE AODL OCUPACIÓ I COMPETITIVITAT,0,26924.01,26924.01,9770.8,9770.8,7816.64,PROMOCIÓ ECONÒMICA,191
02,241H,1210114,OPE ESPECÍFIC DISPOSITIU INSERCIÓ (TB) FSE,0,52.72,52.72,0,0,0,PROMOCIÓ ECONÒMICA,192
02,430,2219900,OPE SUBMINISTRAMENTS DIVERSOS OPE,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,193
01,920,2260700,OPOSICIONS I PROVES SELECTIVES,1000,0,1000,483.22,483.22,483.22,ALCALDIA,194
01,929,2211000,PRODUCTES DE NETEJA WC PLAÇA,250,0,250,0,0,0,ALCALDIA,195
02,241K,1430014,OPE PERSONAL FORMACIÓ NETEJA (TB) FSE,0,2287.09,2287.09,0,0,0,PROMOCIÓ ECONÒMICA,196
01,3322,1200100,BÀSIQUES A2 ARXIU,13035.6,0,13035.6,4842.85,4842.85,3874.28,ALCALDIA,197
02,241,1300100,OPE.HORES EXTRES FOMENT OCUPACIÓ,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,198
02,241R,1600016,OPE AODL SEGURETAT SOCIAL COMPETITIVITAT,0,8438.69,8438.69,2698.6,2698.6,2023.95,PROMOCIÓ ECONÒMICA,199
02,241H,1200614,OPE TRIENIS DISPOSITIU INSERCIÓ (TB) FSE,0,137.98,137.98,0,0,0,PROMOCIÓ ECONÒMICA,200
02,430,1310000,OPE LABORAL TEMPORAL ADMINISTRACIÓ OPE,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,201
