Org_,Pro_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,Descripció_orgànica,FID
02,241N,1200415,BTB 38/15 A1-01 FSE PERSONAL SUPORT BÀSIQUES C2,0,97.62,97.62,0,0,0,PROMOCIÓ ECONÒMICA,85
02,241E,2200000,ESPAI LAB MATERIAL OFICINA,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,86
01,920T,1500000,PRODUCTIVITAT TIC,700,0,700,0,0,0,ALCALDIA,87
01,912,1200600,TRIENNIS GABINET ALCALDIA,3257.37,0,3257.37,1600.2,1600.2,1600.2,ALCALDIA,88
02,241,2269916,JOVES I ESS IE-11/16 01-02,0,32326.17,32326.17,25207,0,0,PROMOCIÓ ECONÒMICA,89
02,241HH,2260612,OPE CURS INFORMÀTICA 2,0,6006.59,6006.59,0,0,0,PROMOCIÓ ECONÒMICA,90
01,920,2200000,MATERIAL OFICINA,11000,0,11000,3778.26,3761.26,3183.36,ALCALDIA,91
02,241N,1200416,PERSONAL ADM CTB-028/16 A1-01 BÀSIQUES C2 (tb),0,8482.37,8482.37,4147.42,4147.42,4147.42,PROMOCIÓ ECONÒMICA,92
01,920,1430000,ALTRE PERSONAL-CONVENIS,600,0,600,0,0,0,ALCALDIA,93
02,241E,2260612,OPE CURS ELECTROMECÀNICA,0,16862.9,16862.9,0,0,0,PROMOCIÓ ECONÒMICA,94
02,241N,1210016,PERSONAL ADM CTB-028/16 A1-01 DESTI (tb),0,2964.56,2964.56,1491.04,1491.04,1491.04,PROMOCIÓ ECONÒMICA,95
02,241I,2269911,OPE DESPESES DISPOSITIUS INSERCIÓ (TB),0,6242.53,6242.53,0,0,0,PROMOCIÓ ECONÒMICA,96
01,912,1200300,BÀSIQUES C1 GABINET ALCALDIA,9983.82,0,9983.82,4991.91,4991.91,4991.91,ALCALDIA,97
02,241,4899900,OPE.TRANSF CREACCIÓ,29773.53,0,29773.53,0,0,0,PROMOCIÓ ECONÒMICA,98
01,920T,1200600,TRIENNIS TIC,472.66,1417.98,1890.64,0,0,0,ALCALDIA,99
01,920,2220100,COMUNICACIONS POSTALS,21500,0,21500,7503.47,6003.47,6003.47,ALCALDIA,100
02,241N,1210116,PERSONAL ADM CTB-028/16 A1-01 ESPECÍFIC (tb),0,6633.92,6633.92,3182.22,3182.22,3182.22,PROMOCIÓ ECONÒMICA,101
02,241IA,2269915,IE-13/15 1-01 MARC COL.LABORACIÓ,0,253.19,253.19,0,0,0,PROMOCIÓ ECONÒMICA,102
01,912,1500000,PRODUCTIVITAT GABINET ALCALDIA,700,728.72,1428.72,364.38,364.38,364.38,ALCALDIA,103
02,241E,2211000,ESPAI LAB PRODUCTES NETEJA,400,0,400,275.35,275.35,275.35,PROMOCIÓ ECONÒMICA,104
02,241,2260616,CURS MAGATZEM JO-2015,0,7942.5,7942.5,2546.34,2546.34,2546.34,PROMOCIÓ ECONÒMICA,105
01,920T,1510000,GRATIFICACIONS TIC,0.1,0,0.1,0,0,0,ALCALDIA,106
01,920,1210100,COMPLEMENT ESPECÍFIC ADM. GNAL.,152095.71,0,152095.71,79976.52,79976.52,79976.52,ALCALDIA,107
02,241E,2160000,ESPAI LAB MANTENIMENT INFORMATIC,1500,-1413.85,86.15,86.15,86.15,86.15,PROMOCIÓ ECONÒMICA,108
02,241N,1210114,OPE ESPECIÍFIC DISPOSITIU INSERCIÓ ADM (TB) FSE,0,511.23,511.23,0,0,0,PROMOCIÓ ECONÒMICA,109
02,241,1300100,OPE.HORES EXTRES FOMENT OCUPACIÓ,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,110
02,241IB,2269915,IE-13/15 1-03 INNOVACIÓ EINES OCUPACIÓ,0,4675.29,4675.29,2000,2000,2000,PROMOCIÓ ECONÒMICA,111
01,912,1510000,GRATIFICACIONS GABINET ALCALDIA,0.1,0,0.1,0,0,0,ALCALDIA,112
01,920T,1600000,SEGURETAT SOCIAL TIC,9515.48,444.54,9960.02,0,0,0,ALCALDIA,113
01,920,5000000,FONS CONTINGENCIES ALTRES,20000,0,20000,0,0,0,ALCALDIA,114
02,241N,1210115,BTB 38/15 A1-01 FSEPERSONAL SUPORT TRIENIS,0,699.68,699.68,0,0,0,PROMOCIÓ ECONÒMICA,115
02,241,2260613,OPE FORMACIÓ FOAP 2013 (FSE),0,7388.56,7388.56,0,0,0,PROMOCIÓ ECONÒMICA,116
02,241E,2269900,ESPAI LAB DESPESES ACTIVITATS,2000,1413.85,3413.85,1657.47,1657.47,1657.47,PROMOCIÓ ECONÒMICA,117
01,912,1600000,SEGURETAT SOCIAL GABINET ALCALDIA,8759.92,0,8759.92,3462.7,3462.7,3462.7,ALCALDIA,118
02,241IC,2269915,IE-13/15 1-02 COMPETÈNCIES IESS,0,2428.05,2428.05,0,0,0,PROMOCIÓ ECONÒMICA,119
01,924,2260200,INFORMACIÓ MUNICIPAL,14900,0,14900,6145.85,6145.85,6145.85,ALCALDIA,120
02,241N,1200615,BTB 38/15 A1-01 FSE PERSONAL SUPORT ESPECÍFIC,0,0.4,0.4,0,0,0,PROMOCIÓ ECONÒMICA,121
02,241IM,2269910,OPE DESPESES PLANS IMPULS,0,3012.32,3012.32,39.65,39.65,39.65,PROMOCIÓ ECONÒMICA,122
01,920,6250100,RISCOS LABORALS,0.1,0,0.1,0,0,0,ALCALDIA,123
02,241E,2270000,ESPAI LAB SERVEI NETEJA,0.1,0,0.1,0,0,0,PROMOCIÓ ECONÒMICA,124
01,912,1210000,COMPLEMENT DESTINACIÓ GABINET ALCALDIA,7209.16,0,7209.16,3604.58,3604.58,3604.58,ALCALDIA,125
02,241,1300200,OPE.ALTRES REMUNERACIONS FOMENT DE L'OCUPACIÓ,17648.85,0,17648.85,8824.45,8824.45,8824.45,PROMOCIÓ ECONÒMICA,126
01,925,2269900,DIETES I VIATGES DEFENSOR CIUTADÀ,500,0,500,174.24,174.24,174.24,ALCALDIA,127
02,241P,2269911,OPE DESPESES FORM. TRANSVERSAL PACTES,0,1183.06,1183.06,0,0,0,PROMOCIÓ ECONÒMICA,128
02,241,1500100,OPE.PRODUCTIVITAT FOMENT DE L'OCUPACIÓ,2100,0,2100,979.98,979.98,979.98,PROMOCIÓ ECONÒMICA,129
02,241E,2160100,ESPAI LAB MANTENIMENT FOTOCOPIADORA,1500,0,1500,96.39,96.39,96.39,PROMOCIÓ ECONÒMICA,130
01,920,2200100,PUBLICACIONS I SUBSCRIPCIONS,5400,0,5400,1143.08,1143.08,1143.08,ALCALDIA,131
01,925,1200300,BASIQUES C1 OAC,0.1,0,0.1,0,0,0,ALCALDIA,132
02,241IN,1600015,OPE AODL  SEGURETAT SOCIAL INNOVACIÓ (fse),0,304.84,304.84,0,0,0,PROMOCIÓ ECONÒMICA,133
01,912O,1600000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,62246.57,0,62246.57,25870.89,25870.89,25870.89,ALCALDIA,134
02,241P,1600016,ASSEG SOCIAL JOVES EN PRÀCTIQUES 2016/jenp/sp00/0004 fse,0,10237.78,10237.78,9310.67,9310.67,9310.67,PROMOCIÓ ECONÒMICA,135
01,920,1200400,BÀSIQUES C2 ADMINISTRACIÓ GNAL.,6046.98,0,6046.98,4231.23,4231.23,4231.23,ALCALDIA,136
01,925,1200600,TRIENNIS OAC,13142.17,0,13142.17,5633.02,5633.02,5633.02,ALCALDIA,137
02,241ED,2269900,ESPAI LAB DESPESES DIVERSES,1000,-825,175,0,0,0,PROMOCIÓ ECONÒMICA,138
02,241,4660000,QUOTA ASSOCIACIÓ MUNICIPIS ECO SOCIAL SOLIDARIA,0.1,825,825.1,0,0,0,PROMOCIÓ ECONÒMICA,139
01,912O,1000000,RETRIBUCIONS ÒRGANS DE GOVERN,203791.2,0,203791.2,101476.83,101476.83,101476.83,ALCALDIA,140
02,241IN,1430015,OPE AODL INNOVACIÓ (fse),0,1094.17,1094.17,0,0,0,PROMOCIÓ ECONÒMICA,141
02,241P,2269916,OPE PROJ TU POTS FER-HO,0,54,54,0,0,0,PROMOCIÓ ECONÒMICA,142
01,920,1200500,BÀSIQUES AP ADMINISTRACIÓ GNAL.,7755.44,0,7755.44,3877.72,3877.72,3877.72,ALCALDIA,143
02,241ET,2269913,OPE DESPESES ESPORT I TREBALL,0,1604.18,1604.18,0,0,0,PROMOCIÓ ECONÒMICA,144
01,920,2260300,ANUNCIS OFICIALS,13000,0,13000,4192.48,4192.48,3318.88,ALCALDIA,145
02,241,4670111,OPE TRANSF PLA QUALIF I SUPORT RECUPERACIÓ OFICIS,0,12719.2,12719.2,0,0,0,PROMOCIÓ ECONÒMICA,146
02,241IN,1430016,OPE AODL INNOVACIÓ B-032/16-03,0,23957.44,23957.44,12830.08,12830.08,12830.08,PROMOCIÓ ECONÒMICA,147
01,925,1600000,SEGURETAT SOCIAL OAC,55641,1279.51,56920.51,22282.98,22282.98,22282.98,ALCALDIA,148
02,241P,1430016,PERSONAL JOVES EN PRÀCTIQUES 2016/jenp/sp00/0004fse,0,31455.34,31455.34,30740.68,30740.68,30740.68,PROMOCIÓ ECONÒMICA,149
02,241ET,2269912,OPE DESPESES ESPORT I TREBALL,0,10.16,10.16,0,0,0,PROMOCIÓ ECONÒMICA,150
01,920,1500000,PRODUCTIVITAT ADM. GNAL.,5600,1412.44,7012.44,3703.92,3703.92,3703.92,ALCALDIA,151
01,920,1510000,GRATIFICACIONS ADM. GNAL.,0.1,110.77,110.87,74.53,74.53,74.53,ALCALDIA,152
02,241PA,2260615,FORMACIÓ 2015/PANP/SPO/0011/AF01,0,1986.34,1986.34,598.5,0,0,PROMOCIÓ ECONÒMICA,153
02,241,4670211,OPE TRANSFERENCIA DISSENY IMPULS EMPRESA,0,14221.89,14221.89,0,0,0,PROMOCIÓ ECONÒMICA,154
01,925,1510000,GRATIFICACIONS OAC,0.1,0,0.1,0,0,0,ALCALDIA,155
02,241IN,1600016,OPE AODL SEGURETAT SOCIAL INNOVACIÓ B-032/16-03,0,7792.27,7792.27,3373.25,3373.25,3373.25,PROMOCIÓ ECONÒMICA,156
02,241F,2269914,OPE DESPESES FEINATECA,0,771.19,771.19,0,0,0,PROMOCIÓ ECONÒMICA,157
01,920,2030016,LLOGUER EQUIP AIRE,0,0.5,0.5,0,0,0,ALCALDIA,158
02,241PA,1600015,OPE SEGURETAT SOCIAL 2015/PANP/SPO/0011 (FSE),0,97.92,97.92,0,0,0,PROMOCIÓ ECONÒMICA,159
01,920,2302000,DIETES,2500,0,2500,653.41,653.41,653.41,ALCALDIA,160
02,241A,2260615,OPE CURSOS AULA MENTOR,0,454.19,454.19,108.82,108.82,108.82,PROMOCIÓ ECONÒMICA,161
01,925,1500000,PRODUCTIVITAT OAC,6301,2536.22,8837.22,3826.57,3826.57,3826.57,ALCALDIA,162
02,241J,1200116,BÀSIQUES A2 OCUPACIÓ JOVES FOJ-13-2016,0,16475.55,16475.55,6403.84,6403.84,6403.84,PROMOCIÓ ECONÒMICA,163
02,241F,1500100,OPE PRODUCTIVITAT FEINATECA,700,0,700,349.98,349.98,349.98,PROMOCIÓ ECONÒMICA,164
01,920,2200200,MATERIAL INFORMÀTIC NO INVENTARIABLE,3658.58,0,3658.58,40.72,40.72,40.72,ALCALDIA,165
02,241PA,1430016,PERSONAL 2016/PANP/SPOO/028 FSE,0,79711.62,79711.62,62926.25,62926.25,62926.25,PROMOCIÓ ECONÒMICA,166
01,925,1200400,BÀSIQUES C2 OAC,76163.14,1444.74,77607.88,39430.66,39430.66,39430.66,ALCALDIA,167
02,241A,2260600,FORMACIÓ ACTIC,0,2250,2250,1500,1500,1500,PROMOCIÓ ECONÒMICA,168
01,920,6250000,MOBILIARI,0.1,1368.99,1369.09,1166.44,1166.44,1166.44,ALCALDIA,169
02,241J,1210015,COMPLEMENT DESTINACIÓ OCUPACIÓ JOVES FOJ-6-2015 FSE,0,50.8,50.8,0,0,0,PROMOCIÓ ECONÒMICA,170
02,241F,1210113,OPE COMPLEMENT ESPECIFIC FEINATECA,0,1850.11,1850.11,0,0,0,PROMOCIÓ ECONÒMICA,171
01,920,1200600,TRIENNIS ADMINISTRACIÓ GNAL.,21558.3,0,21558.3,11784.6,11784.6,11784.6,ALCALDIA,172
02,241PA,1430014,OPE PERSONAL TREBALL I FORMACIÓ PANP 14 (fse),0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,173
02,241A,1430014,OPE PERSONAL ACCIONS PROFESSIONALS (TB) FSE,0,16162.27,16162.27,0,0,0,PROMOCIÓ ECONÒMICA,174
01,925,1210100,COMPLEMENT ESPECÍFIC OAC,69678.13,1277.98,70956.11,37397.25,37397.25,37397.25,ALCALDIA,175
02,241J,1430016,ALTRE PERSONAL OCUPACIÓ JOVES FOJ-13-2016,0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,176
01,920,1200100,BÀSIQUES A2 ADMINISTRACIÓ GNAL.,55754.49,-3966.63,51787.86,32589,32589,32589,ALCALDIA,177
02,241F,2260614,OPE FORMACIÓ FOAP 2014 (FSE),0,3784.82,3784.82,0,0,0,PROMOCIÓ ECONÒMICA,178
01,920,2210300,COMBUSTIBLES I CARBURANTS,1900,0,1900,707.57,707.57,707.57,ALCALDIA,179
02,241PA,1600014,OPE SEGURETAT SOCIAL TREBALL I FORMACIÓ PANP 14 (FSE),0,866.96,866.96,0,0,0,PROMOCIÓ ECONÒMICA,180
01,925,1210000,COMPLEMENT DESTINACIÓ OAC,47068.44,519.45,47587.89,22576.32,22576.32,22576.32,ALCALDIA,181
02,241A,1600014,OPE SEGURETAT SOCIAL ACCIONS PROFESSIONALS (TB) FSE,0,5815.02,5815.02,0,0,0,PROMOCIÓ ECONÒMICA,182
01,920,6230000,MAQUINARIA,0.1,0,0.1,0,0,0,ALCALDIA,183
02,241J,1210115,COMPLEMENT ESPECÍFIC OCUPACIÓ JOVES FOJ-6-2015 FSE,0,9.58,9.58,0,0,0,PROMOCIÓ ECONÒMICA,184
02,241F,2269913,OPE DESPESES FEINATECA,0,351.62,351.62,0,0,0,PROMOCIÓ ECONÒMICA,185
02,241PA,2260616,FORMACIÓ 2016/PANP/SPOO/028 FSE,0,1197,1197,927.03,81.03,81.03,PROMOCIÓ ECONÒMICA,186
01,920,2240000,ASSEGURANCES,52500,0,52500,51368.42,51368.42,51368.42,ALCALDIA,187
01,925S,2269900,DESPESES DIVERSES DEFENSOR CIUTADÀ,1500,0,1500,1031,1031,1031,ALCALDIA,188
02,241AA,1430016,PERSONAL ALTRES CTB-028/16 A1-01 (tb),0,10120.87,10120.87,0,0,0,PROMOCIÓ ECONÒMICA,189
01,920,2260700,OPOSICIONS I PROVES SELECTIVES,1000,0,1000,483.22,483.22,483.22,ALCALDIA,190
02,241PA,1600016,ASSEGURANCES SOCIALS  2016/PANP/SPOO/028 FSE,0,26581.45,26581.45,18435.75,18435.75,18435.75,PROMOCIÓ ECONÒMICA,191
02,241F,1600016,OPE ASSEGURANCES SOCIALS FEINATECA,0,8431.75,8431.75,3513.2,3513.2,3513.2,PROMOCIÓ ECONÒMICA,192
01,920,2269900,DESPESES DIVERSES,1400,0,1400,0,0,0,ALCALDIA,193
02,241AA,1600016,ASSEGURANCES SOCIALS ALTRES CTB-028/16 A1-01 (TB),0,0.01,0.01,0,0,0,PROMOCIÓ ECONÒMICA,194
01,920,2150000,MANTENIMENT MOBILIARI,0.1,0,0.1,121.71,121.71,121.71,ALCALDIA,195
01,929,2211000,PRODUCTES DE NETEJA WC PLAÇA,250,0,250,0,0,0,ALCALDIA,196
02,241J,1600015,SEGURETAT SOCIAL OCUPACIÓ JOVES FOJ-6-2015 FSE,0,12.6,12.6,0,0,0,PROMOCIÓ ECONÒMICA,197
02,241PL,1200316,OPE BASIQUES C1 PC OCUPACIÓ A1 (d),0,685.6,685.6,24.8,24.8,24.8,PROMOCIÓ ECONÒMICA,198
