url,identificador,locale,fecha-actualizacion,nombre,logo-path,fecha-de-alta,actividad,web,correo-electronico-contacto,direccion,barrio,telefono,fax-o-telefono-2,categoria,ambito,tipo-de-entidad,correo-electronico
"http://distritos.gijon.es/asociacions/show/8696-asociacion-de-ostomizados-del-principado-de-asturias-aopa","8696","es","2017-10-30 16:00:38 +0100","ASOCIACION DE OSTOMIZADOS DEL PRINCIPADO DE ASTURIAS (AOPA)","","2017-04-10","","","","CALLE CANGAS DE ONIS,    7 02 B","Laviada","664790453","","VARIAS","Municipal","Entidad sin animo de lucro","aopaasturias@gmail.com"
"http://distritos.gijon.es/asociacions/show/8695-asoc-de-fuentes-orales-para-la-historia-social-ast-afohsa","8695","es","2017-10-30 16:00:25 +0100","ASOC DE FUENTES ORALES PARA LA HISTORIA SOCIAL AST (AFOHSA)","","2017-04-19","","","","CALLE CARLOS III,    2 03 IZ","L' Arena","637203305","","CULTURAL","Municipal","Entidad sin animo de lucro","rvega@uniovi.es"
"http://distritos.gijon.es/asociacions/show/8694-asociacion-cultural-proyecta-3","8694","es","2017-10-30 16:00:21 +0100","ASOCIACION CULTURAL PROYECTA 3","","2017-04-06","","","","CALLE ADOLFO VEGA,   14 04 DE","El Llano","617924047","","CULTURAL","Municipal","Entidad sin animo de lucro","sergiopantiga@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8692-iska-hombu-dojo","8692","es","2017-10-30 16:00:39 +0100","ISKA-HOMBU DOJO","","2017-03-14","","","","CALLE SAN JUAN,   27 04 E","Contrueces","657240427","","DEPORTIVA","Municipal","Entidad sin animo de lucro","ISKAHQ@GMAIL.COM"
"http://distritos.gijon.es/asociacions/show/8691-asociacion-defensa-pesca-submarina","8691","es","2017-10-30 16:00:41 +0100","ASOCIACION DEFENSA PESCA SUBMARINA","","2017-03-09","","","","CALLE ATENEO OBRERO DE LA CALZADA,    1 03","La Calzada","985325225","","DEPORTIVA","Municipal","Entidad sin animo de lucro","def.pescasub@gmail.com"
"http://distritos.gijon.es/asociacions/show/8690-centro-de-estudios-micologicos-asturianos-cemas","8690","es","2017-10-30 16:00:40 +0100","CENTRO DE ESTUDIOS MICOLOGICOS ASTURIANOS - CEMAS","","2017-03-01","","","","CALLE TORRECERREDO,   11 01 F","Santa Barbara","615480006","","VARIAS","Municipal","Entidad sin animo de lucro","martasalcedo2011@gmail.com"
"http://distritos.gijon.es/asociacions/show/8689-club-deportivo-aetaiki-asturias","8689","es","2017-10-30 16:00:32 +0100","CLUB DEPORTIVO AETAIKI ASTURIAS","","2017-03-02","","","","AVDA HERMANOS FELGUEROSO,   31 07 IZ","El Coto","607638155","","DEPORTIVA","Municipal","Entidad sin animo de lucro","MIGBASA75@GMAIL.COM"
"http://distritos.gijon.es/asociacions/show/8688-gijon-royals-club-deportivo-basico","8688","es","2017-10-30 16:00:25 +0100","GIJON ROYALS CLUB DEPORTIVO BASICO","","2017-02-27","","","","CALLE MARQUES DE URQUIJO,   35 09 C","L' Arena","985365650","676280051","DEPORTIVA","Municipal","Entidad sin animo de lucro","gijonroyals@gmail.com"
"http://distritos.gijon.es/asociacions/show/8687-dislexia-asturias","8687","es","2017-10-30 16:00:25 +0100","DISLEXIA ASTURIAS","","2017-02-21","","","","CALLE JULIO,    9 01 A","El Llano","722243573","","EDUCATIVA","Municipal","","dislexiasturias@gmail.com"
"http://distritos.gijon.es/asociacions/show/8686-aispa","8686","es","2017-10-30 16:00:33 +0100","AISPA","","2017-02-03","","","","CALLE PALACIO VALDES,    7 ENT DE","Centro","608062399","618190573","SOCIAL","Municipal","Entidad sin animo de lucro","asipa2016@gmail.com"
"http://distritos.gijon.es/asociacions/show/8685-agrupacion-musical-la-guia","8685","es","2017-10-30 16:00:27 +0100","AGRUPACION MUSICAL LA GUIA","","2017-01-16","","","","AVDA JARDIN BOTANICO, DEL (SOMIO),  366","Somio","985370755","626318468","CULTURAL","Municipal","","agrupacionmusicallaguia@gmail.com"
"http://distritos.gijon.es/asociacions/show/8684-costa-gijon-escuela-deportiva","8684","es","2017-10-30 16:00:29 +0100","COSTA GIJON ESCUELA DEPORTIVA","","2016-12-12","","","","CALLE TEJERA,   16 BA","El Coto","984398750","687775436","DEPORTIVA","Municipal","Entidad sin animo de lucro","info@costagijon.org"
"http://distritos.gijon.es/asociacions/show/8683-club-futbol-sala-mallucos-gijon","8683","es","2017-10-30 16:00:23 +0100","CLUB FUTBOL SALA MALLUCOS GIJON","","2016-11-28","","","","CALLE SAN JUAN,   25 01 A","Contrueces","686194302","652846916","DEPORTIVA","Municipal","Entidad sin animo de lucro","mallugijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8682-asociacion-amigos-de-venezuela-en-asturias","8682","es","2017-10-30 16:00:34 +0100","ASOCIACION AMIGOS DE VENEZUELA EN ASTURIAS","","2016-10-27","","","","CALLE SEVERO OCHOA,   93 01 B","Pumarin","985339580","620748861","SOCIAL","Municipal","Entidad sin animo de lucro","amigosdevenezuelaenasturias@gmail.com"
"http://distritos.gijon.es/asociacions/show/8681-hierbabuena-asociacion-para-la-salud-mental","8681","es","2017-10-30 16:00:22 +0100","HIERBABUENA ASOCIACION PARA LA SALUD MENTAL","","2008-02-28","","","","AVDA HERMANOS FELGUEROSO,   78","El Coto","672044919","985990739","SOCIAL","Autonomica","Entidad sin animo de lucro","asociacion_hierbabuenagijon@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8680-asociacion-deporte-cultura-y-desarrollo","8680","es","2017-10-30 16:00:32 +0100","ASOCIACION DEPORTE CULTURA Y DESARROLLO","","2016-10-07","","","","CALLE TEJERA,   16 BA","El Coto","911290950","","SOCIAL","Municipal","Entidad sin animo de lucro","info@deporteydesarrollo.org"
"http://distritos.gijon.es/asociacions/show/8679-c-d-b-astreos","8679","es","2017-10-30 16:00:46 +0100","C.D.B. ASTREOS","","2016-09-07","","","","CAMIN PASADIELLA, DE LA,   85","Cabueñes","653907504","","DEPORTIVA","Municipal","Entidad sin animo de lucro","cdastreosgijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8678-judo-club-senshi","8678","es","2017-10-30 16:00:20 +0100","JUDO CLUB SENSHI","","2016-08-26","","","","CALLE FOGONEROS,   14 BA DE","Roces","630988793","","DEPORTIVA","Municipal","Entidad sin animo de lucro","judoclubsenhi@gmail.com"
"http://distritos.gijon.es/asociacions/show/8677-foto-cine-asemeya-villa-de-gijon","8677","es","2017-10-30 16:00:41 +0100","FOTO CINE ASEMEYA VILLA DE GIJON","","2016-08-19","","","","CALLE ATENEO OBRERO DE LA CALZADA,    1 02 IZ","La Calzada","630740632","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8676-plataforma-afectados-del-era","8676","es","2017-10-30 16:00:33 +0100","PLATAFORMA AFECTADOS DEL ERA","","2016-08-19","","","","CALLE SANZ CRESPO,    3 BA","Laviada","692095166","","SOCIAL","Municipal","Entidad sin animo de lucro","plataformadeafectadoscontraelera@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8675-dejame-tus-piernas","8675","es","2017-10-30 16:00:45 +0100","DEJAME TUS PIERNAS","","2016-07-22","","","","CALLE PEÑA DE LOS CUATRO JUECES,   25 02 C","Santa Barbara","650395964","","SOCIAL","Municipal","Entidad sin animo de lucro","dejametuspiernas@gmail.com"
"http://distritos.gijon.es/asociacions/show/8674-club-deportivo-rhia","8674","es","2017-10-30 16:00:28 +0100","CLUB DEPORTIVO RHIA","","2016-07-27","","","","CALLE FUENTE DEL REAL,    6 05 C","El Coto","667603889","","DEPORTIVA","Municipal","Entidad sin animo de lucro","rapososhockey@gmail.com"
"http://distritos.gijon.es/asociacions/show/8672-asociacion-cultural-y-deportiva-fass-boye","8672","es","2017-10-30 16:00:29 +0100","ASOCIACION CULTURAL Y DEPORTIVA FASS BOYE","","2016-07-28","","","","AVDA MANUEL LLANEZA,   68 BA","Centro","663373630","","CULTURAL","Municipal","Entidad sin animo de lucro","asociacionfassboye@gmail.com"
"http://distritos.gijon.es/asociacions/show/8671-union-deportiva-gigiafem","8671","es","2017-10-30 16:00:44 +0100","UNION DEPORTIVA GIGIAFEM","","2016-06-13","","","","AVDA MAR CANTABRICO,   17 02 B","Viesques","984298869","636006211","DEPORTIVA","Municipal","Entidad sin animo de lucro","udgigiafem@gmail.com"
"http://distritos.gijon.es/asociacions/show/8670-asociacion-cultural-por-desarrollo-democratico-habla-gijon","8670","es","2017-10-30 16:00:46 +0100","ASOCIACION CULTURAL POR DESARROLLO DEMOCRATICO HABLA GIJON","","2016-06-07","","","","CALLE MOROS,   50 06 IZ","Centro","676088669","","CULTURAL","Municipal","Entidad sin animo de lucro","david_vegah10@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8668-asociacion-de-los-checos-y-eslovacos-en-asturias","8668","es","2017-10-30 16:00:21 +0100","ASOCIACION DE LOS CHECOS Y ESLOVACOS EN ASTURIAS","","2016-07-12","","","","PLAZA HUMEDAL,    4 09 D","Centro","655549435","","SOCIAL","Municipal","Entidad sin animo de lucro","cesiaslovacivasturias@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8667-club-deportivo-atlantic-gijon","8667","es","2017-10-30 16:00:31 +0100","CLUB DEPORTIVO ATLANTIC GIJON","","2016-06-27","","","","AVDA PORTUGAL DE,    2 EN DE","Centro","985349057","F 985342399","DEPORTIVA","Municipal","Entidad sin animo de lucro","atlantic.gijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8666-holidays-asturias-asturias-accesible","8666","es","2017-10-30 16:00:22 +0100","HOLIDAYS ASTURIAS - ASTURIAS ACCESIBLE","","2016-06-27","","","","CALLE RIO DE ORO,   24 05 C","El Llano","600868683","","SOCIAL","Municipal","Entidad sin animo de lucro","totecomunicacion@gmail.com"
"http://distritos.gijon.es/asociacions/show/8665-bcollector","8665","es","2017-10-30 16:00:22 +0100","BCOLLECTOR","","2016-06-16","","","","CALLE JACOBO OLAÑETA,    5 BA","Centro","628288448","","CULTURAL","Municipal","Entidad sin animo de lucro","info@bcollector.net"
"http://distritos.gijon.es/asociacions/show/8664-club-deportivo-pentatlon-gijon","8664","es","2017-10-30 16:00:22 +0100","CLUB DEPORTIVO PENTATLON GIJON","","2016-06-16","","","","AVDA LLANO DEL,   24 02 D","El Llano","670631176","","DEPORTIVA","Municipal","Entidad sin animo de lucro","ciudaddegijon@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8663-asociacion-cultural-d-aky","8663","es","2017-10-30 16:00:38 +0100","ASOCIACION CULTURAL D'AKY","","2016-06-02","","","","CAMIN CALEROS, DE LOS (ROCES),   17 BA","Roces","658663044","","CULTURAL","Municipal","Entidad sin animo de lucro","asociaciondaky@gmail.com"
"http://distritos.gijon.es/asociacions/show/8662-ximnasiu-popular-ochobrero","8662","es","2017-10-30 16:00:33 +0100","XIMNASIU POPULAR OCHOBRERO","","2016-05-08","","","","CALLE SANZ CRESPO,    3 BA","Laviada","695535576","685476667","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8661-asoc-asturiana-atencion-y-cuidado-de-la-infancia-asaci","8661","es","2017-10-30 16:00:29 +0100","ASOC ASTURIANA ATENCION Y CUIDADO DE LA INFANCIA, ASACI","","2016-05-30","","","","AVDA MANUEL LLANEZA,   68 HOTEL ASOC-CTO RECUR JOV","Centro","985760765","618092283","SOCIAL","Municipal","Entidad sin animo de lucro","asaci@fapmi.es"
"http://distritos.gijon.es/asociacions/show/8660-pena-taurina-rivera-ordonez-de-gijon","8660","es","2017-10-30 16:00:32 +0100","PEÑA TAURINA RIVERA ORDOÑEZ DE GIJON","","2016-05-18","","","","CALLE ESPRONCEDA,    2","El Llano","985164347","667782484","CULTURAL","Municipal","Entidad sin animo de lucro","anara_spa_gijon@yahoo.es"
"http://distritos.gijon.es/asociacions/show/8659-grupo-de-teatro-asturiano-la-farola-de-xixon","8659","es","2017-10-30 16:00:28 +0100","GRUPO DE TEATRO ASTURIANO LA FAROLA DE XIXON","","2016-05-26","","","","AVDA PORTUGAL DE,   35 04 B","Laviada","650017934","","CULTURAL","Municipal","Entidad sin animo de lucro","lafaroladexixon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8658-club-triatlon-gijon","8658","es","2017-10-30 16:00:22 +0100","CLUB TRIATLON GIJON","","2016-04-26","","","","AVDA LLANO DEL,   24 02 D","El Llano","670631176","","DEPORTIVA","Municipal","Entidad sin animo de lucro","triatlonasturias@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8657-asociacion-internacional-del-telefono-de-la-esperanza","8657","es","2017-10-30 16:00:46 +0100","ASOCIACION INTERNACIONAL DEL TELEFONO DE LA ESPERANZA","","2016-04-21","","","","AVDA MOREDA,   11 BA","El Natahoyo","985225540","","SOCIAL","Municipal","Entidad sin animo de lucro","gijon@telefonodelaesperanza.org"
"http://distritos.gijon.es/asociacions/show/8656-asociacion-de-padres-y-amigos-cardiopatias-congenitas-apaci","8656","es","2017-10-30 16:00:40 +0100","ASOCIACION DE PADRES Y AMIGOS CARDIOPATIAS CONGENITAS, APACI","","2016-04-06","","","","AVDA HERMANOS FELGUEROSO,   76 , 78 Y 80","El Coto","984281091","630145659","VARIAS","Municipal","Entidad sin animo de lucro","apacicardiopatias@gmail.com"
"http://distritos.gijon.es/asociacions/show/8655-team-sport-spirit","8655","es","2017-10-30 16:00:42 +0100","TEAM SPORT SPIRIT","","2016-04-01","","","","CALLE CORIN TELLADO,   27 04 B","Viesques","658624810","","DEPORTIVA","Municipal","Entidad sin animo de lucro","teamsportspirit@teamsportspirit.com"
"http://distritos.gijon.es/asociacions/show/8654-reciella-families-pol-asturianu","8654","es","2017-10-30 16:00:39 +0100","RECIELLA - FAMILIES POL ASTURIANU","","2016-04-01","","","","CALLE TRINIDAD,    8 03","Cimavilla","678583087","638964376","CULTURAL","Municipal","Entidad sin animo de lucro","reciellafamilies@gmail.com"
"http://distritos.gijon.es/asociacions/show/8653-musa-cafeina-colectivo-artistico-cultural","8653","es","2017-10-30 16:00:22 +0100","MUSA CAFEINA COLECTIVO ARTISTICO CULTURAL","","2016-04-01","","","","CALLE BALBIN,   11 03 B","El Coto","684634203","","CULTURAL","Municipal","Entidad sin animo de lucro","musacafeina@gmail.com"
"http://distritos.gijon.es/asociacions/show/8652-mujeres-siglo-xxi","8652","es","2017-10-30 16:00:32 +0100","MUJERES SIGLO XXI","","2016-02-23","","","","CALLE ALVAREZ GARAYA,    3 01 3-4","Centro","985359683","","MUJER","Municipal","Entidad sin animo de lucro","mujeressiglogijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8651-asociacion-ayuda-entre-mayores-aema","8651","es","2017-10-30 16:00:21 +0100","ASOCIACION AYUDA ENTRE MAYORES - AEMA","","2016-02-22","","","","CALLE CABRALES,   12 05 B","Centro","","676825433","SOCIAL","Municipal","Entidad sin animo de lucro","juliansarasua@yahoo.es"
"http://distritos.gijon.es/asociacions/show/8649-asociacion-de-madres-y-padres-alumnos-as-c-p-los-pericones","8649","es","2017-10-30 16:00:46 +0100","ASOCIACION DE MADRES Y PADRES ALUMNOS/AS C.P. LOS PERICONES","","2016-02-03","","","","CALLE PEPE ORTIZ,    1","Ceares/Ciares","625669171","","EDUCATIVA","Municipal","Entidad sin animo de lucro","ampacppericones@gmail.com"
"http://distritos.gijon.es/asociacions/show/8648-comision-de-festejos-contrueces-2015","8648","es","2017-10-30 16:00:32 +0100","COMISION DE FESTEJOS CONTRUECES 2015","","2016-01-26","","","","CALLE RONDA EXTERIOR,   49 BA IZ","Contrueces","637451569","678591212","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8647-club-patinaje-artistico-sobre-ruedas-gijon","8647","es","2017-10-30 16:00:34 +0100","CLUB PATINAJE ARTISTICO SOBRE RUEDAS GIJON","","2016-01-18","","","","CALLE AURELIO DEL LLANO,   22 01 C","El Llano","647504836","","DEPORTIVA","Municipal","Entidad sin animo de lucro","c.p.artisticosobreruedasgijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8646-banda-de-gaitas-garulla","8646","es","2017-10-30 16:00:39 +0100","BANDA DE GAITAS GARULLA","","2015-12-10","","","","CALLE ALARCON,   34 06 B","L' Arena","646845123","","CULTURAL","Municipal","Entidad sin animo de lucro","villamorey@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8645-asociacion-sociocultural-la-serena","8645","es","2017-10-30 16:00:42 +0100","ASOCIACION SOCIOCULTURAL LA SERENA","","2015-11-16","","","","CALLE SAAVEDRA,   69","El Llano","615067233","619535395","CULTURAL","Municipal","Entidad sin animo de lucro","asclaserena@gmail.com"
"http://distritos.gijon.es/asociacions/show/8644-kepatin-gijon-club","8644","es","2017-10-30 16:00:30 +0100","KEPATIN GIJON CLUB","","2015-11-16","","","","CALLE ALBUQUERQUE,   10 01 D","Viesques","650435521","","DEPORTIVA","Municipal","Entidad sin animo de lucro","kepatingijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8643-asociacion-global-humanitaria","8643","es","2017-10-30 16:00:32 +0100","ASOCIACION GLOBAL HUMANITARIA","","2015-05-20","","","","AVDA MANUEL LLANEZA,   68 HOTEL ASOC-CTO RECUR JOV","Centro","985118654","654989872","SOCIAL","Municipal","Entidad sin animo de lucro","bgonzalez@globalhumanitaria.org"
"http://distritos.gijon.es/asociacions/show/8642-asociacion-activity67","8642","es","2017-10-30 16:00:32 +0100","ASOCIACION ACTIVITY67","","2015-11-11","","","","AVDA MANUEL LLANEZA,   68 BA","Centro","617369645","","CULTURAL","Municipal","Entidad sin animo de lucro","asociacionactivity67@gmail.com"
"http://distritos.gijon.es/asociacions/show/8641-red-de-consumo-solidario","8641","es","2017-10-30 16:00:43 +0100","RED DE CONSUMO SOLIDARIO","","2015-11-04","","","","CALLE NUMA GUILHOU,   14 BA","Centro","985327751","617083577","CIVICA","Municipal","Entidad sin animo de lucro","projectes1@xarxaconsum.org"
"http://distritos.gijon.es/asociacions/show/8640-asociacion-astur-cubana-bartolome-de-las-casas","8640","es","2017-10-30 16:00:40 +0100","ASOCIACION ASTUR CUBANA BARTOLOME DE LAS CASAS","","2015-11-04","","","","CALLE PUERTO DE CERREDO,    6 BA","El Poligono","661856890","686341557","SOCIAL","Municipal","Entidad sin animo de lucro","asociacion.asturcuba.bartolome@gmail.com"
"http://distritos.gijon.es/asociacions/show/8639-solidaridad-en-accion-soliaccion","8639","es","2017-10-30 16:00:45 +0100","SOLIDARIDAD EN ACCION (SOLIACCION)","","2015-10-28","","","","CALLE ALICIA CONCEPCION ALVAREZ,  380 02 J","Nuevo Roces","632575156","665101132","SOCIAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8638-club-deportivo-basico-haltergedo","8638","es","2017-10-30 16:00:46 +0100","CLUB DEPORTIVO BASICO HALTERGEDO","","2015-10-23","","","","CALLE MARIANO POLA,   46","El Natahoyo","618702655","670892846","DEPORTIVA","Municipal","Entidad sin animo de lucro","hertergedo@gmail.com"
"http://distritos.gijon.es/asociacions/show/8637-asociacion-u6-dt-un-6-danza-teatro","8637","es","2017-10-30 16:00:34 +0100","ASOCIACION U6-DT (UN 6-DANZA/TEATRO)","","1993-09-03","","","","CALLE ESPRONCEDA,   18 02 DE","El Llano","","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8636-federacion-coral-asturiana-fecora","8636","es","2017-10-30 16:00:41 +0100","FEDERACION CORAL ASTURIANA - FECORA","","2015-09-18","","","","CALLE LUIS MOYA BLANCO,  261 11","Cabueñes","985203767","609055350","CULTURAL","Municipal","Entidad sin animo de lucro","fecora@fecora.com"
"http://distritos.gijon.es/asociacions/show/8635-asociacion-amantes-de-brasil-aadb","8635","es","2017-10-30 16:00:40 +0100","ASOCIACION AMANTES DE BRASIL - AADB","","2015-09-10","","","","CALLE GUIPUZCOA,   41 BA IZ","Pumarin","660734241","","CULTURAL","Municipal","Entidad sin animo de lucro","pryshow@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8634-asociacion-club-cultural-y-recreativo-xente-xoven","8634","es","2017-10-30 16:00:45 +0100","ASOCIACION CLUB CULTURAL Y RECREATIVO XENTE XOVEN","","2015-09-15","","","","CAMIN TORRE, DE LA (SERIN),  261","Serin","985303516","653348815","CULTURAL","Municipal","Entidad sin animo de lucro","clubxentexoven@hotmaill.com"
"http://distritos.gijon.es/asociacions/show/8633-asociacion-asturiana-para-el-cambio-social-nomades","8633","es","2017-10-30 16:00:28 +0100","ASOCIACION ASTURIANA PARA EL CAMBIO SOCIAL NOMADES","","2015-09-10","","","","CALLE FUENTE DEL REAL,    4 BA","El Coto","696829460","","SOCIAL","Municipal","Entidad sin animo de lucro","asociacion-nomades@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8632-club-deportivo-san-julian-de-roces","8632","es","2017-10-30 16:00:45 +0100","CLUB DEPORTIVO SAN JULIAN DE ROCES","","2015-09-14","","","","CAMIN BRAÑA, DE LA (ROCES),  130","Nuevo Roces","985168377","690829225","DEPORTIVA","Municipal","Entidad sin animo de lucro","mariolinovoa@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8631-asociacion-club-deva","8631","es","2017-10-30 16:00:38 +0100","ASOCIACION CLUB DEVA","","2015-09-11","","","","CALLE ANSELMO CIFUENTES,   11 Esc IZ 03","Centro","985348442","","CULTURAL","Municipal","Entidad sin animo de lucro","deva@clubdeva.org"
"http://distritos.gijon.es/asociacions/show/8630-club-deportivo-judo-la-calzada","8630","es","2017-10-30 16:00:31 +0100","CLUB DEPORTIVO JUDO LA CALZADA","","2015-08-12","","","","CALLE MARQUES DE SAN ESTEBAN,   49 07 A","Centro","686227268","","DEPORTIVA","Municipal","Entidad sin animo de lucro","cdjudolacalzada@gmail.com"
"http://distritos.gijon.es/asociacions/show/8629-asociacion-cultural-amigos-de-las-canciones-de-siempre","8629","es","2017-10-30 16:00:38 +0100","ASOCIACION CULTURAL AMIGOS DE LAS CANCIONES DE SIEMPRE","","2015-08-13","","","","AVDA CONSTITUCION,   65 01 A","El Llano","659858413","","CULTURAL","Municipal","Entidad sin animo de lucro","carmenordiz@hotmail.es"
"http://distritos.gijon.es/asociacions/show/8628-club-foxes-82","8628","es","2017-10-30 16:00:28 +0100","CLUB FOXES 82","","2015-08-06","","","","CALLE MARQUES DE URQUIJO,   24 09 IZ","L' Arena","653951338","","DEPORTIVA","Municipal","Entidad sin animo de lucro","teamfoxes82@gmail.com"
"http://distritos.gijon.es/asociacions/show/8627-amigos-del-lauredal","8627","es","2017-10-30 16:00:45 +0100","AMIGOS DEL LAUREDAL","","2015-08-05","","","","AVDA CERILLERU, DEL,   18 02 J","Jove/Xove","658288796","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8626-asociacion-aunar","8626","es","2017-10-30 16:00:43 +0100","ASOCIACION AUNAR","","2015-07-22","","","","CALLE ANDALUCIA,    9 BA","El Llano","985161990","676327408","SOCIAL","Municipal","Entidad sin animo de lucro","aunargijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/8625-asociacion-de-veteranos-coe-72","8625","es","2017-10-30 16:00:26 +0100","ASOCIACION DE VETERANOS COE 72","","2015-07-20","","","","CALLE NARANJO DE BULNES,   22 06 IZ","Nuevo Gijon/La Peral","606993669","","ECONOMICA/PROFESIONAL","Municipal","Entidad sin animo de lucro","veteranoscoe72@gmail.com"
"http://distritos.gijon.es/asociacions/show/8624-crisol-evaluacion","8624","es","2017-10-30 16:00:28 +0100","CRISOL EVALUACION","","2015-07-20","","","","CALLE LLOREU,   13 06 G","El Natahoyo","605225941","","SOCIAL","Municipal","Entidad sin animo de lucro","info@crisolevaluacioncom"
