titulo,categoria,convoca,plazo,resumen,boletin,contacto_y_telefono,correo_electronico,web
"Ayudas de matrícula a títulos propios impartidos por la Universidad de Oviedo en el Campus de Gijón (curso 2017-2018)","Becas y ayudas al estudio","Universidad de Oviedo","31/10/2017","<p>El objeto de esta convocatoria es la concesión de ayudas dematrícula destinadas a estudiantes de Títulos Propios de la Universidad deOviedo impartidos en el Campus de Gijón, en el curso 2017-2018</p><p><b>Beneficiarios:</b></p><p><b>Estar matriculado en el curso 2017/2018 en alguna de lastitulaciones de títulos propios de la Universidad de Oviedo impartidas en el Campus de Gijón.</b></p><p><b>La ayuda se concede para cubrir parcialmente el importe de las tasas de matrícula</b> de alguna de las titulaciones objeto de esta convocatoria.</p><p>El <b>importe máximo</b> unitario de cada ayuda ascenderá a <b>mil quinientos euros</b> por estudiante.</p><p><b>En los criterios de valoración para la concesión de las becas, se tendrá en cuenta criterios económicos y criterios académicos, con una ponderación del 50% cada uno de ellos.</b></p><p>Las solicitudes se dirigirán al Director del Centro Internacional de Postgrado y se presentarán, en cualquiera de los siguientes registros de la Universidad de Oviedo (<a href="https://secretaria.uniovi.es/organizacion/registro" title="Ir a https://secretaria.uniovi.es/organizacion/registro" rel="external">https://secretaria.uniovi.es/organizacion/registro</a>)</p><p><b>Presentación de solicitudes del 25 de octubre al 8 de noviembre de 2017.</b><br/></p>","Convocatoria  <a href="https://sede.asturias.es/bopa/2017/10/24/2017-11601.pdf" title="Ir a https://sede.asturias.es/bopa/2017/10/24/2017-11601.pdf" rel="external">BOPA 24/10/2017</a><br/><br/><a href="https://cei.uniovi.es/postgrado/titulosyfc/becas  " title="Ir a https://cei.uniovi.es/postgrado/titulosyfc/becas  " rel="external">Texto íntegro de la resolución, infomación complementaria y solicitud</a>","<p>Centro Internacional de Postgrado<br/></p><p>Edificio Histórico. Plaza de Riego, 4 Entresuelo. 33003 - Oviedo<br/></p> Tel. 985 10 49 17 / 985 10 49 18 / 985 10 49 59","<p><a href="mailto:infopostgrado@uniovi.es" title="Enviar correo electrónico a infopostgrado@uniovi.es">infopostgrado@uniovi.es</a></p>","<p><a href="http://cei.uniovi.es/postgrado" title="Ir a http://cei.uniovi.es/postgrado" rel="external">http://cei.uniovi.es/postgrado</a></p>"
"Ayudas de matrícula para Máster Universitario impartido por la Universidad de Oviedo en el Campus de Gijón 2017/2018","Becas y ayudas al estudio","Universidad de Oviedo","08/11/2017","<p>La Universidad de Oviedo saca esta convocatoria con el objeto de la concesión de ayudas de matrícula destinadas a estudiantes de Másteres Univer­sitarios impartidos en el Campus de Gijón en el curso 2017-2018.</p><p> <strong>Dirigidas a:</strong></p>  <p>Estudiantes con matrícula en el curso 2017/2018 en alguna de las titulaciones de Másteres Universitarios impar­tidos por la Universidad de Oviedo en el Campus de Gijón en el curso 2017-2018. Los solicitantes no han de estar incursos en alguna de las prohibiciones establecidas en el artículo 13 de la 38/2003, de 17 de noviembre, General de Subvenciones.</p>  <p><strong>Dotación:</strong></p>  <ul><li><p>La ayuda se concede para cubrir parcialmente el importe de las tasas de matrícula de alguna de las titulaciones ob­jeto de esta convocatoria. El importe máximo unitario de cada ayuda ascenderá a mil quinientos euros (1.500 €) por estudiante y no podrá superar el importe de la matrícula del o de la estudiante al momento de la solicitud.</p></li><li><p>El importe máximo de ayudas a conceder ascenderá a ciento diez mil euros (110.000 €).</p></li></ul><p>    <strong>Entre los requisitos:</strong>  </p><ul><li><p>Matriculación en el curso académico que determine la correspondiente convocatoria, en el máster univer­sitario que se señale en la misma.</p></li><li><p>No estar incurso o incursa en alguna de las prohibiciones establecidas en el art. 4.2 de la Resolución de 9 de abril de 2010, de la Universidad de Oviedo (BOPA de 28 de abril), por la que se regula el régimen de concesión de subvenciones.</p></li></ul><p>Las solicitudes se dirigirán al Director del Centro Internacional de Postgrado y se presentarán, en cualquiera de los siguientes registros de la Universidad de Oviedo (<a title="Ir a https://secretaria.uniovi.es/organizacion/registro" href="https://secretaria.uniovi.es/organizacion/registro"><u>https://secretaria.uniovi.es/organizacion/registro</u></a>)</p><strong>    </strong><p></p>  <p align="center"><strong>Plazo de presentación hasta el 08/11/2017</strong></p>","<a title="Ir a https://sede.asturias.es/bopa/2016/01/08/2015-18233.pdf" href="https://sede.asturias.es/bopa/2016/01/08/2015-18233.pdf" rel="external"><a href="https://sede.asturias.es/bopa/2016/01/08/2015-18233.pdf"><u>bases</u></a><p></p><p><a title="Ir a https://sedemovil.asturias.es/bopa/2017/10/24/2017-11600.pdf" href="https://sedemovil.asturias.es/bopa/2017/10/24/2017-11600.pdf" rel="external"><a href="https://sede.asturias.es/bopa/2017/10/24/2017-11600.pdf"><u>BOPA 24/10/2017</u></a></a></p></a>","<p>Centro Internacional de Postgrado<br/></p><p>Edificio Histórico. Plaza de Riego, 4 Entresuelo. 33003 - Oviedo<br/></p>Tel. 985 10 49 17 / 985 10 49 18 / 985 10 49 59","<p><a title="Enviar correo electrónico a infopostgrado@uniovi.es" href="mailto:infopostgrado@uniovi.es">infopostgrado@uniovi.es</a></p>","<p><a title="Ir a http://cei.uniovi.es/postgrado" href="http://cei.uniovi.es/postgrado">cei.uniovi.es/postgrado</a></p>"
"Ayudas a Estudiantes del Campus de Gijón y residentes en el municipio en el marco del Programa Erasmus +","Becas y ayudas al estudio","Universidad de Oviedo","09/11/2017","<p>Los y las estudiantes universitarios que residan en Gijón/Xixón y realicen una movilidad Erasmus pueden optar a una de las 40 ayudas económicas que se convocan.</p><p></p><p>El Vicerrector de Extensión Universitaria y Proyección Internacional de la Universidad de Oviedo convoca una ayuda de 50.000 € para <strong>movilidad de estudiantes</strong> que deberán estar censados como <strong>residentes en el municipio de Gijón/Xixón</strong> con antelación al 1 de enero de 2017.</p><p>Ayudas subvencionadas por el Ayuntamiento de Gijón.</p><p><strong>Requisitos de las personas solicitantes.</strong></p><ul><li>Matriculación en el curso 2017/2018 en <strong>Centros del Campus de Gijón de la Universidad de Oviedo</strong> para la obtención de títulos oficiales de grado, máster o doctorado.</li><li>Tener adjudicada una ayuda de movilidad del Programa Erasmus+ para el curso 2017/2018.</li><li>Estar censados como residentes en el municipio de Gijón con antelación al 1 de enero de 2017.</li></ul><p><strong>Cuantía de las ayudas:</strong></p><p>Se otorgarán 40 ayudas:</p><ul><li>10 ayudas de 2000 € </li><li>30 ayudas de 1.000 €.</li></ul><p><strong>Criterios de concesión de la subvención:</strong></p><p>Se establecerá un orden de prelación de los solicitantes mediante la valoración ponderada de los siguientes criterios:</p><ul><li>La nota media tipificada del expediente académico, utilizada para la adjudicación de la movilidad Erasmus+ para el curso 2017-2018 (hasta 3 puntos).</li><li>La duración de la movilidad Erasmus+ concedida para el curso 2017/2018: hasta 1 punto por cada mes de movilidad</li></ul><p><strong>Forma y plazo de presentación de las solicitudes.</strong></p><p>Las solicitudes serán realizadas por procedimiento telemático en la aplicación corporativa SIES a través del formulario electrónico disponible en la intranet <a title="Ir a https://cassi.uniovi.es/cas/login?service=https%3A%2F%2Fsies.uniovi.es%2Fmovsalinter%2Fj_acegi_cas_security_check" href="https://cassi.uniovi.es/cas/login?service=https%3A%2F%2Fsies.uniovi.es%2Fmovsalinter%2Fj_acegi_cas_security_check" rel="external">sies.uniovi.es/movsalinter</a></p><p>En dicho formulario se deberá añadir el siguiente documento:</p><ul><li>Certificado de empadronamiento que acredite estar censados como residentes en el municipio de Gijón con antelación al 1 de enero de 2017.</li><li>Declaración de no encontrarse incurso en ninguna de las prohibiciones en el art.13 de la Ley 38/2003, de 17 de noviembre, General de Subvenciones y de estar al corriente de las obligaciones tributarias y frente a la seguridad social.</li></ul><p>Las solicitudes también podrán ser presentadas por cualquiera de los medios establecidos en el artículo 38 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas, utilizando el modelo de solicitud disponible en la <a title="Ir a https://cassi.uniovi.es/cas/login?service=https%3A%2F%2Fintranet.uniovi.es%2Fc%2Fportal%2Flogin%3Fredirect%3D%252Finternacional%252Fmodelosydocumentos%26p_l_id%3D12748" href="https://cassi.uniovi.es/cas/login?service=https%3A%2F%2Fintranet.uniovi.es%2Fc%2Fportal%2Flogin%3Fredirect%3D%252Finternacional%252Fmodelosydocumentos%26p_l_id%3D12748" rel="external">intranet.uniovi.es/internacional/modelosydocumentos</a></p><p>Puedes encontrar toda la información de esta convocatoria en la página <a title="Ir a http://www.uniovi.es/comunicacion/duo/convocatorias" href="http://www.uniovi.es/comunicacion/duo/convocatorias" rel="external">web de uniovi</a></p><p><strong>Tienes de plazo hasta el 9 de noviembre</strong><br/></p>","<a title="Ir a https://sede.asturias.es/bopa/2017/10/25/2017-11724.pdf" href="https://sede.asturias.es/bopa/2017/10/25/2017-11724.pdf" rel="external">Resolución</a>","","","<a title="Ir a http://www.uniovi.es/comunicacion/duo/convocatorias" href="http://www.uniovi.es/comunicacion/duo/convocatorias" rel="external">uniovi</a>"
"Becas REUTERS de Fotoperiodismo","Becas y ayudas al estudio","Reuters","10/11/2017","<p>Reuters, división de noticias y medios de Thomson Reuters, es la proveedora internacional de noticias multimedia más grande del mundo más de mil millones de personas todos los días.</p><p>Con esta convocatoria busca desarrollar la próxima generación de fotoperiodistas para que sepan compartir una visión original de historias detodo el mundo.</p><p><strong>Dirigidas a:</strong></p><ul><li><p>Cualquier fotoperiodista o estudiante de fotoperiodismo puede solicitarlas.</p></li><li><p>Las personas candidatas deben demostrar la capacidad de concebir y completar su proyecto de subvención.</p></li></ul><p><strong>Entre los requisitos:</strong></p><ul><li><p>Las personas solicitantes deben presentar un CV y??un portafolio de 35-50 fotos (FormatoJPEG) de imágenes individuales e historias de múltiples imágenes.</p></li><li><p>Carta de presentación detallada que explica el proyecto o idea para utilizar la concesión. Un proyecto enfocado en un tema en una comunidad o ubicación muy cerca que puede ser completado en unas pocas semanas o meses es aconsejable.</p></li></ul><p><strong>Dotación y número:</strong></p><ul><li><p>Un total de 8 Becas.</p></li><li><p>La cuantía de las becas se fija en una ayuda de $5,000USD (dólares estadounidenses).</p></li></ul><p><br/><strong>Período de aplicación</strong>:</p><ul><li><p>Del 10 de septiembre de 2017 al 10 de noviembre de 2017</p></li></ul><p><strong>Aplicación:</strong></p><p>Para entrar en laaplicación visitar <a title="Ir a https://www.applytracking.com/optin.aspx?c=uvRGMYOu%2bNjhnaKLQMLyQgysUQRvYgQI" href="https://www.applytracking.com/optin.aspx?c=uvRGMYOu%2bNjhnaKLQMLyQgysUQRvYgQI" rel="external">aply</a>. Los candidatos ycandidatas exitosas contactarán con Yannis Behrakis, fotoperiodista de Reutersy editor senior, el cual asesorará a las personas destinatarias con sus asignacionesy proyectos, proporcionando asesoramiento o asistencia de planificación.</p><p><strong>Período deconcesión:</strong></p><ul><li><p>Del 1 de enero de 2018 a 31 de diciembre de 2018</p></li></ul><p><strong>Plazo de presentacióndel 19/10/2017 al 22/12/2017</strong><br/></p>","<a title="Ir a https://www.applytracking.com/optin.aspx?c=" href="https://www.applytracking.com/optin.aspx?c=uvRGMYOu%2bNjhnaKLQMLyQgysUQRvYgQI"><u>aply</u></a>","","","<a title="Ir a http://fingfx.thomsonreuters.com/gfx/marketing/1/41/41/Reuters%20photojournalism%20grant.pdf" href="http://fingfx.thomsonreuters.com/gfx/marketing/1/41/41/Reuters%20photojournalism%20grant.pdf" rel="external">Reuters</a>"
"<p>Becas BBK - Museo</p>","Becas y ayudas al estudio","Fundación Bilbao Bizkaia Kutxa y Museo de Bellas Artes de Bilbao","15/11/2017","<p>La Fundación Bilbao Bizkaia Kutxa y el Museo de Bellas Artes de Bilbao, continuando la labor iniciada con motivo de la celebración del centenario del museo y deseando desarrollar estudios e investigaciones sobre artistas, obras y colecciones representadas en el mismo, convocan un concurso para la concesión de becas de investigación.  </p><p><strong>Objeto:</strong></p>  <ul><li><p>Estudios de monografías y catálogos razonados de los artistas vascos y vascas representados en la colección del Museo de Bellas Artes de Bilbao.</p></li><li><p>La colección de artes decorativas y miniaturas del Museo de Bellas Artes de Bilbao.</p></li><li><p>Las galerías de arte y espacios de arte contemporáneo en Bizkaia durante el siglo XX.</p></li><li><p>La Junta de Cultura Vasca (1918-1937).</p></li><li><p>La crítica de arte y los medios de difusión en las décadas de los 70 y 80 en el País Vasco.</p></li><li><p>El coleccionismo de arte antiguo en el País Vasco.</p></li></ul>            <p><strong>Dirigidas a:</strong></p>  <p>Todas aquellas personas nacidas o con residencia habitual acreditada en algún país de la Unión Europea y que aporten la documentación requerida.</p>  <p><strong>Duración:</strong></p>  <p>Una duración máxima de un año. Se contemplará la posibilidad de su ampliación si el desarrollo del estudio lo requiere.</p>  <p><strong>Dotación:</strong></p>  <p>1.000 euros mensuales. La becaria o becario recibirá el importe de la beca a trimestres vencidos.<strong></strong></p>","<a title="Ir a https://www.museobilbao.com/uploads/becas/archivo_es-1-11.pdf" href="https://www.museobilbao.com/uploads/becas/archivo_es-1-11.pdf" rel="external"><u>Becas</u></a>","Museo de Bellas Artes de Bilbao  <p>Museo Plaza, 2 48009 Bilbao Telf:  944 396 060</p>","","<p><a title="Ir a https://www.museobilbao.com/" href="https://www.museobilbao.com/" rel="external"><u>museobilbao.com</u></a></p>"
"Beca Congreso de los Diputados - Museo Nacional del Prado","Becas y ayudas al estudio","Museo Nacional del Prado","20/11/2017","<p>El Museo Nacional del Prado, en colaboración con el Congreso de los Diputados, convoca la beca de formación e investigación en el ámbito de la restauración de pintura del siglo XIX. </p><p> <strong>Objetivo:</strong>  </p><p>Contribuir a la formación de especialistas en el tratamiento de pinturas del siglo XIX dentro del Área de Restauración del Museo Nacional del Prado. La beca convocada corresponde a la especialidad de restauración de pintura.</p><p>  <strong>Entre los requisitos:</strong> </p><p>Tener la nacionalidad española o de algún otro Estado Miembro de la Unión Europea, y de los Estados signatarios del Acuerdo sobre el Espacio Económico Europeo, ser residente en España en el momento de incorporarse a la beca, con un dominio del idioma español (hablado y escrito) que permita a las candidatas y candidatos desenvolverse satisfactoriamente en su entorno de trabajo.</p>  <ul> <li>Poseer la siguiente titulación: Grado en Conservación y Restauración  de Bienes Culturales, especialidad en pintura. Con una calificación no  inferior a notable (a partir de 7). </li><li>Haber finalizado los estudios conducentes a la obtención del título  exigido con a partir del curso 2012-13 (incluido). </li><li>No haber sido persona beneficiaria con anterioridad a esta  convocatoria de otra beca, cualquiera que sea, en el Museo Nacional del  Prado. </li></ul>  <p><strong>Dotación y duración:</strong></p>  <ul><li><p>Una duración de 12 meses.</p></li><li><p>La cuantía de la beca se fija en 18.000 euros.</p></li></ul>    <p><strong>Solicitudes:</strong></p>  <p>La solicitud deberá ir acompañada, entre otros documentos, de una propuesta de restauración de una pintura de las colecciones del siglo XIX del Museo del Prado que desarrolle estudio, objetivos y metodología y de una carta de motivación en la que se exprese el interés por la beca y resultados que se esperan obtener durante la estancia.</p>  <p><strong>Plazo de presentación del 30/10/2017 al 20/11/2017</strong></p>","<a title="Ir a http://www.boe.es/boe/dias/2017/10/27/pdfs/BOE-B-2017-62462.pdf" href="http://www.boe.es/boe/dias/2017/10/27/pdfs/BOE-B-2017-62462.pdf" rel="external">BOE 27/10/2017</a>","","","<a title="Ir a http://www.pap.minhafp.gob.es/sitios/pap/es-ES/Paginas/inicio.aspx" href="http://www.pap.minhafp.gob.es/sitios/pap/es-ES/Paginas/inicio.aspx" rel="external">BaseDatosNacionalSubvenciones</a>"
"6 Becas de Formación Práctica en análisis y prospectiva agroalimentaria, rural, forestal, pesquera y medioambiental","Becas y ayudas al estudio","Ministerio de Agricultura y Pesca, Alimentación y Medio Ambiente","21/11/2017","<p>Convocatoria de becas de formación práctica en materia de análisis y prospectiva agroalimentaria, rural, forestal, pesquera y medioambiental para titulados y tituladas universitarias. </p><p> <strong>Objeto:</strong>  </p><p>Concesión de 6 becas de formación y perfeccionamiento técnico-profesional en el ámbito del análisis y prospectiva agroalimentaria, rural, forestal, pesquera y medioambiental para titulados universitarios y universitarias, varias por cada una de las tres áreas de conocimiento:</p>  <ul><li><p>Agroalimentación y Medio Ambiente: 1 beca.</p></li><li><p>Economía: 2 becas.</p></li><li><p>Análisis estadístico y Tratamiento de datos: 3 becas.</p></li></ul>      <strong>Entre los requisitos:</strong>  <p></p>  <ul> <li>Ser español o ciudadano, ciudadana de algún Estado miembro de la Unión Europea o  de terceros países residente en España, que haya finalizado los estudios  correspondientes a su primera titulación en el en el quinto año anterior a  la presentación de la solicitud o con posterioridad. </li><li>Dominio del idioma español. </li><li>Estar en posesión o en condiciones de obtener el título de grado,  diplomatura, licenciatura, ingeniería técnica o superior, o titulaciones  equivalentes en las materias y especialidades relacionadas con las becas  que se convocan. Los títulos obtenidos en el extranjero o en centros  españoles no estatales deberán estar homologados o reconocidos y producir  plenos efectos jurídicos en la fecha de presentación de la solicitud. </li><li>Conocimientos de inglés, francés o alemán. </li><li>Conocimientos específicos relacionados con las siguientes áreas de  conocimiento: Agroalimentación y Medio Ambiente. Economía. Análisis  estadístico y Tratamiento de datos. </li><li>No estar disfrutando, ni haber disfrutado, al menos durante doce  meses, de otras becas iguales o similares convocadas por el Ministerio de  Agricultura y Pesca, alimentación y Medio Ambiente o por los departamentos  de los que trae causa, en el momento de presentación de la solicitud. </li></ul>  <p></p>  <p><strong>Dotación y duración:</strong></p>  <ul><li><p>Las becas finalizarán el 31 de agosto de 2018, y podrán ser prorrogadas anualmente hasta un máximo de dos años.</p></li><li><p>La cuantía de la beca se fija en 1.200 euros mensuales.</p></li></ul>    <p><strong>Plazo de presentación del 31/10/2017 al 21/11/2017</strong></p>","<p><u><a title="Ir a https://www.boe.es/boe/dias/2017/10/30/pdfs/BOE-B-2017-63564.pdf" href="https://www.boe.es/boe/dias/2017/10/30/pdfs/BOE-B-2017-63564.pdf" rel="external">BOE 30/10/2017</a></u></p><p><u><a title="Ir a http://www.boe.es/boe/dias/2017/06/09/pdfs/BOE-A-2017-6572.pdf" href="http://www.boe.es/boe/dias/2017/06/09/pdfs/BOE-A-2017-6572.pdf" rel="external">Bases</a></u></p>","","","<a title="Ir a http://www.pap.minhafp.gob.es/bdnstrans/GE/es/convocatoria/367962" href="http://www.pap.minhafp.gob.es/bdnstrans/GE/es/convocatoria/367962" rel="external">BaseDatosNacionalSubvenciones</a>"
"2 Becas de Formación de traducción jurídica para el Tribunal Constitucional","Becas y ayudas al estudio","Tribunal Constitucional","25/11/2017","<p>Convocatoria de concesión de dos becas para la realización de actividades de formación teórico-práctica en tareas relacionadas con la traducción jurídica vinculada a la actividad jurisdiccional, institucional y gubernativa del Tribunal Constitucional. </p><p> <strong>Características:</strong>  </p><p>Se convocan dos becas, con una duración de doce meses con la posibilidad de ser prorrogadas, si fuera conveniente para el programa de formación y previa aceptación de las personas interesadas, por un máximo de seis meses, con arreglo a las disponibilidades presupuestarias.</p>  <p>Las becarias y becarios contarán con el asesoramiento, orientación y dirección de los Letrados y Letradas jefes de los Servicios del Tribunal que determine el Secretario o Secretaria General, quien definirá las tareas a realizar conforme al correspondiente plan de formación.</p>  <p>Los estudios y trabajos realizados quedarán en propiedad del Tribunal y el disfrute de estas becas no supondrá vinculación laboral o funcionarial alguna entre la persona becaria y el Tribunal Constitucional.</p>  <p><strong>Méritos preferentes:</strong></p>  <ul><li><p>Conocimiento de una segunda lengua extranjera (francés o inglés).</p></li><li><p>Estar en posesión del título de Licenciatura o Grado en Traducción e Interpretación o título de otro país que acredite formación académica equivalente u ostentar la condición de Traductor-Intérprete Jurado de inglés o francés.</p></li><li><p>Tener un buen expediente académico.</p></li><li><p>Especialización en traducción jurídica y experiencia en tareas relacionadas con el objeto de la beca, desarrolladas en instituciones públicas, profesiones jurídicas u organizaciones relacionadas con los derechos humanos, mediante relación contractual, actividades de colaboración u otras similares. Se exceptúan a estos efectos las prácticas curriculares conducentes a la obtención de un título académico oficial.</p></li></ul><p>        <strong>Requisitos:</strong>  </p><ul><li><p>Estar en posesión del título de Licenciatura o Grado en Derecho o título de otro país que acredite formación académica equivalente.</p></li><li><p>Perfecto dominio de las lenguas española e inglesa o francesa (lengua materna o nivel C2 del Marco europeo de referencia para las lenguas).</p></li><li><p>Haber finalizado los estudios para la obtención del título universitario con posterioridad al 1 de enero de 2012.</p></li><li><p>No padecer deficiencias físicas, mentales, intelectuales o sensoriales que impidan, incluso con la ayuda de ajustes razonables de accesibilidad, la realización efectiva de las prácticas ni haber sido separado, mediante expediente disciplinario, del servicio del Estado o de cualquier entidad de carácter público.</p></li><li><p>No hallarse incurso o incursa en ninguna de las circunstancias recogidas en el artículo 13.2 de la Ley 38/2003, de 17 de noviembre, General de Subvenciones.</p></li><li><p>No haber sido beneficiaria o beneficiario de una beca en el Tribunal Constitucional con el mismo objeto de las ahora convocadas. Se exceptúan aquellos supuestos en los que, por razones no imputables a la persona beneficiaria, solo hubiera podido disfrutar de la beca por tiempo inferior a 6 meses.</p></li></ul><p>            <strong>Dotación:</strong>  </p><ul><li><p>La dotación de cada beca será de 1.100 euros brutos mensuales.</p></li><li><p>El importe de la beca se abonará al término de cada mes.</p></li><li><p>El Tribunal Constitucional asegurará la cobertura para la persona becaria por el tiempo de duración de la beca, en los términos previstos por la legislación vigente en materia de Seguridad Social.</p></li></ul>      <p><strong></strong></p>  <p><strong>Plazo de presentación hasta el 25/11/2017</strong></p>","<u><a title="Ir a https://www.boe.es/boe/dias/2017/10/24/pdfs/BOE-A-2017-12170.pdf" href="https://www.boe.es/boe/dias/2017/10/24/pdfs/BOE-A-2017-12170.pdf" rel="external">BOE 25/11/2017 </a></u>","<p>Tribunal Constitucional</p>  <p>C/ Domenico Scarlatti, 6</p>  <p>28003 Madrid</p>","","<a title="Ir a https://www.tribunalconstitucional.es/es/Paginas/default.aspx" href="https://www.tribunalconstitucional.es/es/Paginas/default.aspx" rel="external">TribunalConstitucional</a>"
"Beca Fulbright para el curso 2018/2019","Becas y ayudas al estudio","Ministerio de Energía, Turismo y Agenda Digital","28/11/2017","<p>Se convoca, por tramitación anticipada, la concesión de una beca Fulbright para el curso 2018/2019, en régimen de concurrencia competitiva y en colaboración con la Comisión de Intercambio Cultural, Educativo y Científico entre España y los Estados Unidos de América. <p> </p><p>Se trata de una beca de formación o de investigación para el curso 2018/19 en los ámbitos de competencia del Ministerio.</p><p><strong>Requisitos:</strong>  </p><p></p><ul><li><p>Tener nacionalidad española. No se admitirán solicitudes de personas beneficiarias de doble nacionalidad con Estados Unidos.</p></li><li><p>Estar en posesión de título de Doctorado, Licenciatura, Grado, Ingeniería o Arquitectura expedido por una universidad española. En el caso de los títulos otorgados por centros universitarios extranjeros o españoles privados, deberán estar homologados por el Ministerio de Educación, Cultura y Deporte antes de la finalización del plazo de presentación de solicitudes.</p></li><li><p>Poseer un excelente conocimiento del idioma inglés (hablado y escrito) acreditado de la forma prevista en la presente orden, en el momento de formalizar la solicitud.</p></li><li><p>Estar prestando servicios efectivos en el Ministerio de Energía, Turismo y Agenda Digital, o en sus organismos públicos y entidades de derecho público vinculados o dependientes, como funcionariado de carrera del subgrupo A1, con un mínimo de un año de antigüedad en la Administración General del Estado en la fecha de finalización del plazo de presentación de solicitudes. Además, se deberá acreditar un claro interés, por razón de la actividad desempeñada, y justificar la aplicabilidad y utilidad de la formación para las actividades ordinarias del Ministerio.</p></li></ul>        <p><strong>Dotación y duración:</strong></p>  <ul><li><p>Una duración máxima de 12 meses, no prorrogable, que en ningún caso podrá superar la fecha límite de final de diciembre de 2019.</p></li><li><p>La cuantía de la beca se fija en importe máximo estimado de 80.000 euros.</p></li></ul>    <p><strong>Solicitudes:</strong></p>  <p>Las personas solicitantes deberán rellenar y enviar electrónicamente la solicitud disponible en <a title="Abre en pagina nueva" href="http://www.fulbright.es/"><u>webFulbright</u></a> junto con la documentación adjunta correspondiente.</p>  <p><strong></strong></p>  <p><strong>Plazo de presentación del 28/10/2017 hasta el 28/11/2017</strong></p>  <p><strong></strong></p>  <p></p></p>","<a title="Ir a https://www.boe.es/boe/dias/2017/10/27/pdfs/BOE-B-2017-62463.pdf" href="https://www.boe.es/boe/dias/2017/10/27/pdfs/BOE-B-2017-62463.pdf" rel="external">BOE 27/10/2017</a>","","","<a title="Ir a http://www.pap.minhafp.gob.es/sitios/pap/es-ES/Paginas/inicio.aspx" href="http://www.pap.minhafp.gob.es/sitios/pap/es-ES/Paginas/inicio.aspx" rel="external">BaseDatosNacionalSubvenciones</a>"
"Programa de Becas "Tactics: Alliance for your future"","Becas y ayudas al estudio","ISDEFE y Fundación Universidad-Empresa","30/11/2017","<p>La empresa pública del Ministerio de Defensa ISDEFE (Ingeniería de Sistemas para la Defensa de España), en colaboración con la Fundación Universidad-Empresa, ofrece 20 plazas de becas en 2 convocatorias anuales para recién titulados y tituladas en Ingeniería de Telecomunicaciones, Informática, Aeronáutica e Industrial, con alto nivel de inglés.  </p><p><strong>Isdefe</strong> apoya al Ministerio de Defensa, a las Administraciones Públicas e Instituciones Internacionales en áreas de interés tecnológico y estratégico, mediante servicios de ingeniería y consultoría, así como de soporte en la gestión y operación de complejos de comunicaciones espaciales.</p>  <p>El programa &quot;Tactics: Alliance for your future&quot; prevé la incorporación de las personas becarias a finales de año. Las personas candidatas elegidas combinarán su formación práctica en Isdefe con formación teórica muy especializada en la Universidad Autónoma de Madrid a través de programa Citius de la FUE.</p><p>  <strong>Entre los requisitos:</strong>  </p><ul><li><p>Candidatas y candidatos recién titulados en Ingeniería de Telecomunicaciones, Informática, Aeronáutica e Industrial con alto nivel de inglés, valorando formación especializada y otros idiomas. </p></li><li><p>Es imprescindible tener una alta motivación e implicación en los proyectos, así como estar dispuesto o dispuesta a integrarse en equipos multidisciplinares de alta especialización y experiencia.</p></li></ul>    <p><strong>Dotación y duración:</strong></p>  <ul><li><p>Una duración de un año y una remuneración de 1.300 euros mensuales y son una posibilidad real de incorporación a la empresa tras finalizar el programa.</p></li></ul>  <p><strong>Solicitudes:</strong></p>  <p>Todos aquellos y aquellas que quieran optar a una de las plazas de la 1ª convocatoria, podrán hacer hasta el 30 de noviembre de 2017 a través de la web <a href="https://www.talentoteca.es/isdefe/"><u>talentoteca.es/isdefe</u></a></p>  <p><strong></strong></p>  <p><strong>Plazo de presentación hasta el 30/11/2017</strong></p>","<p><a href="https://www.talentoteca.es/finder/"><u>ofertasBECA</u></a><a href="http://www.elateneo.es/noticias/show/2015-09-15-2"></a></p>","Fundación Universidad-Empresa<br/> Pedro Salinas 11- Edificio anexo, 2ª planta <br/> 28043 Madrid (España)<br/> Tlfn: +34 915 489 860","<a href="mailto:info@fue.es"><u>info@fue.es</u></a>","<a href="https://www.talentoteca.es/isdefe/"><u>talentoteca.es/isdefe</u></a>"
