titulo,categoria,convoca,plazo,resumen,boletin,contacto_y_telefono,correo_electronico,web
"2 Becas de formación relacionadas con la gestión documental y archivística en el Tribunal Constitucional","Becas y ayudas al estudio","Tribunal Constitucional","04/07/2014","Becas dirigidas a licenciados o graduados en Biblioteconomía y Documentación que hayan finalizado sus estudios con posterioridad al 01/01/2009. Valoración de méritos: expediente académico, formación específica, idiomas, informática, etc. Duración: 12 meses. Dotación: 1.100 € brutos mensuales.","<a href="http://www.boe.es/boe/dias/2014/06/04/pdfs/BOE-A-2014-5882.pdf" title="Ir a www.boe.es/boe/dias/2014/06/04/pdfs/BOE-A-2014-5882.pdf" rel="external">BOE 04/06/2014</a>","Registro Gral. del Tribunal Constitucional<br/>C/ Domenico Scarlatti, 6. 28003 Madrid.","","<a href="http://www.tribunalconstitucional.es" title="Ir a www.tribunalconstitucional.es" rel="external">www.tribunalconstitucional.es</a>"
"9 Becas Tribunal Constitucional","Becas y ayudas al estudio","Tribunal Constitucional","04/07/2014","<ul sizset="0" sizcache="4100"> <li sizset="0" sizcache="4100">6 Becas de formación relacionadas con la doctrina constitucional de<strong> doce meses</strong>. <strong>1.100 euros</strong>brutos mensuales. Licenciado o Graduado en Derecho, finalizados los estudios con posterioridad al 1 de enero de 2009. <u><a title="Ir a http://www.boe.es/boe/dias/2014/06/04/pdfs/BOE-A-2014-5884.pdf" href="http://www.boe.es/boe/dias/2014/06/04/pdfs/BOE-A-2014-5884.pdf" rel="external">BOE 4-06 2014</a></u>. </li><li>2 Becas de formación relacionadas con la gestión documental y archivística en el Tribunal Constitucional. Dduración de doce meses. Dotación de <strong>1.100 euros</strong> brutos mensuales. Título de Grado o equivalente y haber finalizado los estudios con posterioridad al 1 de enero de 2009. <a title="Ir a http://www.boe.es/boe/dias/2014/06/04/pdfs/BOE-A-2014-5883.pdf" href="http://www.boe.es/boe/dias/2014/06/04/pdfs/BOE-A-2014-5883.pdf" rel="external"><u>BOE 4-06-2014</u>.</a> </li><li>1 Beca de formación en biblioteconomía y documentación relacionada con los fondos bibliográficos del Tribunal Constitucional. <strong><em></em></strong>Duración de doce meses. Dotación: <strong>1.100 euros</strong> brutos mensuales.<strong><em></em></strong>Licenciado o graduado en Biblioteconomía y Documentación y haber finalizado los estudios con posterioridad al 1 de enero de 2009.<strong><em></em></strong><a title="Ir a http://www.boe.es/boe/dias/2014/06/04/pdfs/BOE-A-2014-5882.pdf" href="http://www.boe.es/boe/dias/2014/06/04/pdfs/BOE-A-2014-5882.pdf" rel="external"><u>BOE 04-06-2014</u>.</a></li></ul>","","S<em>ecretaría General del Tribunal. C/ Domenico Scarlatti, nº 6, distrito postal 28003 de Madrid</em>","",""
"Convocatoria pública para la concesión de ayudas de matrícula destinadas a estudiantes del curso 2014/2015 de varios másteres universitarios y títulos propios impartidos en la E.P.I. de Gijón","Becas y ayudas al estudio","Universidad de Oviedo","10/07/2014","La Universidad de Oviedo, en su ámbito competencial, estima conveniente la tramitación de un expediente para la apertura de convocatoria abierta para veintidós (22) ayudas de matrícula destinadas a estudiantes del curso 2014/2015 de los siguientes másteres universitarios y títulos propios impartidos en la E.P.I. de Gijón.","<a title="Ir a https://sede.asturias.es/bopa/2014/07/02/2014-11432.pdf" href="https://sede.asturias.es/bopa/2014/07/02/2014-11432.pdf" rel="external">BOPA 02/07/2014</a>","<p>Vicerrectora de Internacionalización y Postgrado y se presentarán, en cualquiera de los siguientes registros de la Universidad de Oviedo: </p> <p>Registro General, Plaza de Riego, 4, 33003 Oviedo</p> <p>Registro Auxiliar El Cristo A, Aulario de Ciencias Jurídico Sociales del Campus del Cristo-A, módulo Adolfo Posada, planta baja, calle Catedrático Valentín Andrés Álvarez, s/n, 33006 Oviedo</p> <p>Registro Auxiliar del Milán, Campus de Humanidades, calle Teniente Alfonso Martínez s/n, 33011 Oviedo</p> <p>Registro Auxiliar de Gijón, Campus de Viesques, Sección de Asuntos Generales, Aulario Sur, planta baja, 33204 Gijón</p> <p>Registro Auxiliar de Mieres, Campus de Mieres, Edificio Científico Técnológico, calle Gonzalo Gutiérrez Quirós, s/n, 33600 Mieres</p> <p>Registro Auxiliar de Avilés, Centro de Servicios Universitarios, calle la Ferrería n.º 7-9, planta baja, 33402 Avilés</p>","","<a title="Ir a http://www.uniovi.es/accesoyayudas/becas/colaboracion" href="http://www.uniovi.es/accesoyayudas/becas/colaboracion" rel="external"> <p><strong><u>http://www.uniovi.es/accesoyayudas/becas/colaboracion</u></strong></p></a><strong></strong>"
"8 Becas para matrícula en el Máster de Ingeniería Industrial en la Escuela Politécnica de Ingeniería de Gijón","Becas y ayudas al estudio","Colegio Oficial de Ingenieros Industriales del Principado de Asturias","10/07/2014","<p>Realizar preinscripción en el Master y presentar solicitud adjuntando fotocopia del DNI, certificado académico personal y el justificante de la preinscripción. </p> <p>El importe de la ayuda será de 250 € y se concederán de acuerdo al expediente académico (nota media de los cursos de Grado)<br/></p>","","<p>Colegio Oficial de Ingenieros Industriales del Principado de Asturias</p> <p>C/Asturias, 11, entlo d. 3300 4 Oviedo</p> <p>Tel. 985 241 410<br/></p>","<a title="Enviar correo electrónico a coiias@coiias.es" href="mailto:coiias@coiias.es">coiias@coiias.es<br/></a>","<a title="Ir a http://www.coiial.es/Contenidos/Ficha.aspx?IdMenu=A2238BD0-3048-4D9D-AB8C-C91C6FDFD475" href="http://www.coiial.es/Contenidos/Ficha.aspx?IdMenu=A2238BD0-3048-4D9D-AB8C-C91C6FDFD475" rel="external">Colegio Oficial de Ingenieros Industriales "
"<p>Ayudas para participar en el Aula de Verano &quot;Ortega y Gasset&quot; de 2014</p>","Becas y ayudas al estudio","Universidad Internacional Menéndez Pelayo / Ministerio de Cultura y Deporte","14/07/2014","100 ayudas para un programa dirigido a los alumnos que hayan concluido sus estudios de bachillerato o ciclo formativo de grado superior de formación profesional en 2014 y tiene como finalidad introducir a los estudios universitarios.","<a title="Ir a http://www.boe.es/boe/dias/2014/07/04/pdfs/BOE-A-2014-7035.pdf" href="http://www.boe.es/boe/dias/2014/07/04/pdfs/BOE-A-2014-7035.pdf" rel="external">BOE 04/07/2014</a>","<p>Registro de la Universidad Internacional Menéndez Pelayo</p> <p>Isaac Peral, 23, 28040, Madrid </p> <p>y Palacio de la Magdalena, 39005, Santander</p> <div></div>","","<a title="Ir a http://www.uimp.es/" href="http://www.uimp.es/" rel="external"><strong><u>www.uimp.es</u></strong></a>"
"Programa de ayudas al estudio para el curso 2014/2015","Becas y ayudas al estudio","Fundación Instituto de Promoción Social INTES","15/07/2014","Son becas para alumnos menores de 18 años, que realicen estudios en los niveles de educaión infantil, primaria, secundaria y bachillerato durante el curso 2014/2015. Para la concesión se tendrán en cuenta factores como el nivel de renta, número de hijos, rendimiento académico, etc. Para más información las <a href="http://www.fundacionintes.org/wordpress/wp-content/uploads/2013/10/CONVOCATORIA-PARA-LA-CONCESION-DE-BECAS-PARA-EL-CURSO-2014-2015.pdf" title="Ir a http://www.fundacionintes.org/wordpress/wp-content/uploads/2013/10/CONVOCATORIA-PARA-LA-CONCESION-DE-BECAS-PARA-EL-CURSO-2014-2015.pdf" rel="external">bases</a> de la convocatoria están en la página web de la <a href="http://www.fundacionintes.org/wordpress/" title="Ir a http://www.fundacionintes.org/wordpress/" rel="external">Fundación INTES</a>.","","Fundación INTES. C/ Padre Claret, 23 28002 Madrid.   914 00 05 01","<a href="mailto:intes@fundacionintes.org" title="Enviar correo electrónico a intes@fundacionintes.org">intes@fundacionintes.org</a>","<a href="http://www.fundacionintes.org/wordpress/" title="Ir a http://www.fundacionintes.org/wordpress/" rel="external">www.fundacionintes.org</a>"
"Programa de ayudas al estudio para estudiantes en edad escolar (curso 2014/2015)","Becas y ayudas al estudio","Fundación Instituto de Promoción Social INTES","15/07/2014","Ayudas dirigidas a alumnado menor de 18 años en los siguientes niveles: infantil, primaria, secundaria y bachillerato. Gastos derivados de la elección de un centro escolar. Duración de un curso y abono mensual. Ayudas reintegrables. <a href="http://www.boe.es/boe/dias/2014/06/12/pdfs/BOE-B-2014-21193.pdf" title="Ir a www.boe.es/boe/dias/2014/06/12/pdfs/BOE-B-2014-21193.pdf" rel="external">BOE 12 de junio</a>.","","Fundación Instituto de Promoción Social INTES<br/>C/ Padre Claret, 23. 28002 Madrid.","Solicitud de formularios y presentación: intes@fundacionintes.org","<a href="http://www.fundacionintes.org" title="Ir a www.fundacionintes.org" rel="external">www.fundacionintes.org</a>"
"XIII Becas Al Norte para proyectos expositivos noveles 2014","Becas y ayudas al estudio","Diario El Comercio","15/07/2014","Dirigidas a artistas reidentes en España.Presentar un solo proyecto de cualquier especialidad artística acompañándolo de una memoria ,el Currículum Vitae y el D.N.I.","","Diario El Comercio.Referencia: Becas Al Norte<br/>C/ Diario El Comercio,Nº 1,33207.Gijón","<a title="Enviar correo electrónico a alnorte-asturias@hotmail.com" href="mailto:alnorte-asturias@hotmail.com">alnorte-asturias@hotmail.com<br/></a>","<a title="Ir a http://arte.elcomercio.es/" href="http://arte.elcomercio.es/" rel="external">Becas Al Norte-El Comercio<br/></a>"
"Convocatoria del Programa “Severo Ochoa” de Ayudas Predoctorales para la investigación y docencia del Principado de Asturias en el año 2014.","Becas y ayudas al estudio","Consejería De Educación, Cultura Y Deporte","16/07/2014","El Programa “Severo Ochoa” de Ayudas Predoctorales tiene por objeto fomentar la formación docente e investigadora de estudiantes de doctorado en el Principado de Asturias mediante la realización de una tesis doctoral en Departamentos o Institutos Universitarios, en Organismos Públicos de Investigación o en Centros Tecnológicos, radicados en el Principado de Asturias.","<p><strong>BOPA 28/06/2014</strong></p>","","",""
"Becas Congreso de los Diputados licenciados con conocimientos UE","Becas y ayudas al estudio","Cortes Generales. Congreso de los Diputados.","16/07/2014","<p>El Congreso de los Diputados convoca tres becas individuales para realizar las tareas o estudios aplicados que se les encomienden por la Dirección de Estudios, Análisis y Publicaciones, la Dirección de Relaciones Internacionales o la Dirección de Comisiones, de carácter documental, estadístico, informativo, analítico e institucional relacionados con los órganos y la actividad de la Unión Europea en general o cualquier otra actividad de formación práctica relacionada con la Unión Europea.</p> <p>Becas para licenciados o graduados universitarios o título equivalente, españoles o de otros países miembros de la Unión Europea, que reúnan las siguientes condiciones: haber obtenido la licenciatura, grado o título equivalente en los tres años anteriores a la fecha de la publicación oficial de esta convocatoria. Acreditar preparación teórica específica en materias relacionadas con los órganos o actividades de la Unión Europea y, en su caso, experiencia práctica sobre tales materias. Poseer una competencia suficiente en lengua castellana y en lengua inglesa, como mínimo, y en otras lenguas de países miembros de la Unión Europea. Haber nacido después del 1 de enero de 1984.</p> <p>Ampliar información en convocatoria. </p> <p>Dotación: </p> <p>Cada una de las tres becas tendrá una duración de doce meses y su cuantía total será de 12.900 euros brutos por año, que se percibirán finalizado cada mes a razón de una cuantía bruta de 1.075 euros. </p>","<a title="Ir a http://www.boe.es/boe/dias/2014/07/01/pdfs/BOE-A-2014-6901.pdf" href="http://www.boe.es/boe/dias/2014/07/01/pdfs/BOE-A-2014-6901.pdf" rel="external">BOE 01/07/2014</a>","<p><strong>Secretaría de la Dirección de Estudios, Análisis y Publicaciones</strong></p> <p><strong>Congreso de los Diputados</strong></p> <p>C/ de Floridablanca, s/n - primera ampliación, 2ª planta</p> <p>Palacio del Congreso de los Diputados</p> <p>28071 Madrid</p>","","<a title="Ir a http://www.congreso.es/portal/page/portal/Congreso/Congreso" href="http://www.congreso.es/portal/page/portal/Congreso/Congreso" rel="external">www.congreso.es</a>"
"17 becas de formación del Instituto Nacional de Técnica Aeroespacial "Esteban Terradas" de Madrid","Becas y ayudas al estudio","Ministerio de Defensa","17/07/2014","Se requiere estar en posesión del título de Graduado,Licenciado.Ingeniero,Ingeniero Técnico + Máster Oficial o equivalentes,siempre que hayan terminado posteriormente al 31 de Julio y antes del 1 de Agosto. La cuantía máxima de las becas será de 400.000 €,siendo la cuantía individual de 10.800 €/año que se abonarán en mensualidades de 900 € brutos","<a title="Ir a http://www.boe.es/boe/dias/2014/06/24/pdfs/BOE-A-2014-6632.pdf" href="http://www.boe.es/boe/dias/2014/06/24/pdfs/BOE-A-2014-6632.pdf" rel="external">BOE 24/06/2014</a>","<p>Registro General del INTA<br/>Ctra. de Torrejón-Ajalvir Km. 4.28850.Torrejón de Ardoz (Madrid)</p>","","<a title="Ir a http://www.inta.es/" href="http://www.inta.es/" rel="external">www.inta.es<br/></a>"
"<p>80 Becas-colaboración para los Servicios Informáticos curso académico 2014/2015 </p>","Becas y ayudas al estudio","Universidad de Oviedo","17/07/2014","<p>La presente convocatoria tiene por objeto adjudicar 80 becas-colaboración para los Servicios Informáticos, Curso Académico 2014/15, por la Universidad de Oviedo a través del Vicerrectorado de Estudiantes, con carácter de ayudas a la promoción educativa, cultural, profesional y científica, destinadas a alumnos/as matriculados/as en cualesquiera de los estudios SIGUIENTES:</p> <p></p> <table> <tbody> <tr> <td> <p>Grado/Curso de Adaptación al Grado en Ingeniería en Informática del Software.</p></td></tr> <tr> <td> <p>Grado/Curso de Adaptación al Grado en Ingeniería Informática en Tecnología de la Información.</p></td></tr> <tr> <td> <p>Grado/Curso de Adaptación al Grado en Ingeniería de Tecnologías y Servicios de Telecomunicaciones.</p></td></tr> <tr> <td> <p>Ingeniería Informática.</p></td></tr> <tr> <td> <p>Ingeniería Técnica Informática de Sistemas.</p></td></tr> <tr> <td> <p>Ingeniería Técnica Informática de Gestión.</p></td></tr> <tr> <td> <p>Ingeniería de Telecomunicación.</p></td></tr> <tr> <td> <p>Ingeniería Técnica de Telecomunicación: especialidad de Telemática.</p></td></tr> <tr> <td> <p>Máster Universitario en Ingeniería Web.</p></td></tr> <tr> <td> <p>Máster Universitario en Ingeniería Informática</p></td></tr></tbody></table>","<a title="Ir a https://sede.asturias.es/bopa/2014/07/02/2014-11530.pdf" href="https://sede.asturias.es/bopa/2014/07/02/2014-11530.pdf" rel="external">BOPA 02/07/2014</a>","","","<a title="Ir a http://www.uniovi.es/accesoyayudas/becas/colaboracion" href="http://www.uniovi.es/accesoyayudas/becas/colaboracion" rel="external">http://www.uniovi.es/accesoyayudas/becas/colaboracion</a>"
"10 Becas Glamour: Las mujeres primero. Curso 2014/2015  ","Becas y ayudas al estudio","Glamour","18/07/2014","Becas para cursos de postgrado dirigidas a mujeres de entre 22-35 años que estén en posesión del título de Grado o equivalente o en último curso, que tengan excelentes notas y esten aceptadas en cursos de postgrado. Más información en la <a href="http://www.glamour.es/micros/becas_glamour/" title="Ir a www.glamour.es/micros/becas_glamour/" rel="external">web</a>.","","","","Inscripción: <a href="http://www.glamour.es/micros/becas_glamour/formulario1.html" title="Ir a www.glamour.es/micros/becas_glamour/formulario1.html" rel="external">www.glamour.es</a>"
"10 Becas para Estudios de Postgrado de hasta 3.000 Euros.","Becas y ayudas al estudio","Revista GLAMOUR","18/07/2014","<p>Mujeres de entre 22 y 35 años.</p> <p>Nacionalidad española.</p> <p>Estar en posesión de un título oficial de Grado o equivalente (Licenciado, Ingeniero Superior o Arquitecto superior) o estar en último curso del Grado.</p> <p>Haber sido aceptada en un curso presencial de postgrado en alguna universidad española.</p> <p>Excelentes Notas.</p> <p>No ser beneficiaria de ninguna otra beca o ayuda económica, pública o privada, para cursar los estudios de postrado para los que se solicita la beca Glamour.</p> <p>Asegurarse de que en caso de ser concedida la Beca Glamour, la universidad donde se pretende cursar los estudios pueda emitir la factura a cargo de la Organizadora del concurso.</p>","","","","<a title="Ir a http://www.glamour.es/micros/becas_glamour/" href="http://www.glamour.es/micros/becas_glamour/" rel="external">http://www.glamour.es/micros/becas_glamour</a>/"
"1 Beca para plaza de clarinete con destino a la Banda de Música de Candás","Becas y ayudas al estudio","Ayuntamiento de Carreño","19/07/2014","<p>Dirigido a estudiantes que estén cursando el Grado Medio o Grado Superior,o que lo hayan superado,teniendo preferancia aquellos que tenan Grado Superior. Se podrá presentar una obra libre;asi como lectura a primera vista de repertorio para Banda.Se prevé un período de prueba de 2 actuaciones</p> <p>El importe de la beca es de 240 € desglosados: 12 €/beca por ensayo previo a la actuación y 24 €/beca por actuación</p>","<a title="Ir a https://sede.asturias.es/bopa/2014/06/26/2014-10549.pdf" href="https://sede.asturias.es/bopa/2014/06/26/2014-10549.pdf" rel="external">BOPA 26-06-2014<br/></a>","Registro General del Ayuntamiento de Carreño<br/>C/ Santolaya, 1 y 3. 33430 - Candás, Carreño. Tfnos: 985 87 02 05 / 985 87 02 06","","<a title="Ir a http://www.ayto-carreno.es/es/" href="http://www.ayto-carreno.es/es/" rel="external">www.ayto-carreno.es</a>"
"1 Beca de investigación sobre fondos patrimoniales, histórico-artístico y bibliográficos del Museo Naval (Fundación Alvargonzález)","Becas y ayudas al estudio","Ministerio de Defensa - Fundación Alvargonzález","20/07/2014","El objeto de la beca es desarrollar trabajos relacionados con las diversas colecciones y fondos que conserva el Museo Naval de Madrid, orientados a su difusión y conocimiento. Podrán optar a la beca todos los españoles sin límite de edad que acrediten experiencia, trabajos o certificados académicos relacionaldos con la convocatoria. Dotación: 4.000 € devengables en 2 plazos.","<a href="http://www.boe.es/boe/dias/2014/05/19/pdfs/BOE-A-2014-5303.pdf" title="Ir a www.boe.es/boe/dias/2014/05/19/pdfs/BOE-A-2014-5303.pdf" rel="external">BOE 19/05/2014</a>","Museo Naval-Fundación Alvargonzález<br/>Paseo del Prado, 5. 28014 Madrid.<br/>Tel.: 915 23 87 87","",""
