uri,geo_long,geo_lat,schema_name,schema_telephone,rdfs_label,schema_description,om_situadoEnVia,schema_fax,schema_address_streetAddress,schema_address_addressLocality,schema_address_addressCountry,schema_address_postalCode,Horario_de_manana_Opens,Horario_de_manana_Closes,Horario_de_tarde_invierno_Opens,Horario_de_tarde_invierno_Closes,Horario_de_tarde_verano_Opens,Horario_de_tarde_verano_Closes,Horario_Sabado_Opens,Horario_Sabado_Closes,Horario_Extendido_Opens,Horario_Extendido_Closes
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/189-maria-concepcion-murillo-gomez,-6.37438361817,39.4560150717,Maria Concepcion Murillo Gomez,927-221855,Farmacia Maria Concepcion Murillo Gomez en la calle Cueva De Santa Ana,Farmacia Maria Concepcion Murillo Gomez en la calle Cueva De Santa Ana,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-4059,,"Calle Cueva De Santa Ana, 1",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/30-magdalena-bonilla-arjona,-6.38910633146,39.4497409288,Magdalena Bonilla Arjona,927-233032,Farmacia Magdalena Bonilla Arjona en la avda De La Constitucion,Farmacia Magdalena Bonilla Arjona en la avda De La Constitucion,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3561,,"Avda De La Constitucion, 30",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/305-maria-del-carmen-bonilla-pavon,-6.38308466196,39.465804191,Maria Del Carmen Bonilla Pavon,927-233570,Farmacia Maria Del Carmen Bonilla Pavon en la calle Sanguino Michel,Farmacia Maria Del Carmen Bonilla Pavon en la calle Sanguino Michel,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-465,,"Calle Sanguino Michel, 25",Cáceres,ES,10001,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/307-maria-dolores-candela-cepeda,-6.36872057481,39.4884817184,Maria Dolores Candela Cepeda,927-180060,Farmacia Maria Dolores Candela Cepeda en la calle Arroyo De La Madre,Farmacia Maria Dolores Candela Cepeda en la calle Arroyo De La Madre,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3946,,"Calle Arroyo De La Madre, 4",Cáceres,ES,10004,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/330-jose-gallego-caboblanco-y-jose-gallego-rodriguez,-6.38036755328,39.4554639128,Jose Gallego Caboblanco Y Jose Gallego Rodriguez,927-232876,Farmacia Jose Gallego Caboblanco Y Jose Gallego Rodriguez en la avda Juan Solano Pedrero,Farmacia Jose Gallego Caboblanco Y Jose Gallego Rodriguez en la avda Juan Solano Pedrero,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3643,,"Avda Juan Solano Pedrero, 13",Cáceres,ES,10005,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/333-maria-jose-serrano-mena,-6.36988151912,39.4795126613,Maria Jose Serrano Mena,927-214252,Farmacia Maria Jose Serrano Mena en la calle Ceclavin,Farmacia Maria Jose Serrano Mena en la calle Ceclavin,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-104,,"Calle Ceclavin, 41",Cáceres,ES,10004,9:30,14:00,17:00,20:00,17:30,20:30,9:30,14:00,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/180-juan-jose-hernandez-rincon,-6.37890451534,39.4630037574,Juan Jose Hernandez Rincon,927-247661,Farmacia Juan Jose Hernandez Rincon en la calle Atahualpa,Farmacia Juan Jose Hernandez Rincon en la calle Atahualpa con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-65,927-247661,"Calle Atahualpa, S/N",Cáceres,ES,10005,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/196-diego-lanchares-gonzalez,-6.37032150773,39.4693427513,Diego Lanchares Gonzalez,927-244123,Farmacia Diego Lanchares Gonzalez en la calle San Ignacio,Farmacia Diego Lanchares Gonzalez en la calle San Ignacio con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-1394,927-244123,"Calle San Ignacio, 4",Cáceres,ES,10003,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/274-pedro-antonio-claros-vicario,-6.38845666527,39.4719795594,Pedro Antonio Claros Vicario,927-230049,Farmacia Pedro Antonio Claros Vicario en la calle Alfonso Diaz De Bustamante,Farmacia Pedro Antonio Claros Vicario en la calle Alfonso Diaz De Bustamante con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3611,927-236268,"Calle Alfonso Diaz De Bustamante, 1",Cáceres,ES,10001,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/31-pedro-francisco-carretero-acevedo,-6.36601879953,39.4950306232,Pedro Francisco Carretero Acevedo,927-245236,Farmacia Pedro Francisco Carretero Acevedo en la calle Emilio Cardenal Hernández,Farmacia Pedro Francisco Carretero Acevedo en la calle Emilio Cardenal Hernández con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-4049,927-245236,"Calle Emilio Cardenal Hernández, 134",Cáceres,ES,10004,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/33-maria-luisa-picado-dominguez,-6.3816747877,39.4646461866,Maria Luisa Picado Dominguez,927-237327,Farmacia Maria Luisa Picado Dominguez en la avda De Alemania,Farmacia Maria Luisa Picado Dominguez en la avda De Alemania con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-1219,927-237327,"Avda De Alemania, 29",Cáceres,ES,10001,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/332-jose-maria-gomez-delgado,-6.37350863394,39.464236942,Jose Maria Gomez Delgado,927-223148,Farmacia Jose Maria Gomez Delgado en la avda Pablo Naranjo Porras,Farmacia Jose Maria Gomez Delgado en la avda Pablo Naranjo Porras con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3809,927-223148,"Avda Pablo Naranjo Porras, 2",Cáceres,ES,10002,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/35-angel-garcia-casillas-moreno-de-acevedo,-6.37790398424,39.4699798059,Angel Garcia-Casillas Moreno De Acevedo,927-223171,Farmacia Angel Garcia-Casillas Moreno De Acevedo en la avda De España,Farmacia Angel Garcia-Casillas Moreno De Acevedo en la avda De España con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-3048,927-223171,"Avda De España, 21",Cáceres,ES,10002,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/36-juan-francisco-garcia-de-casasola-garcia,-6.37711394035,39.4660395749,Juan Francisco Garcia De Casasola Garcia,927-221135,Farmacia Juan Francisco Garcia De Casasola Garcia en la avda Antonio Hurtado,Farmacia Juan Francisco Garcia De Casasola Garcia en la avda Antonio Hurtado con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-1390,927-221135,"Avda Antonio Hurtado, 22",Cáceres,ES,10002,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/40-matilde-torres-muñoz,-6.37639068986,39.4710611891,Matilde Torres Muñoz,927-626660,Farmacia Matilde Torres Muñoz en la avda Virgen De La Montaña,Farmacia Matilde Torres Muñoz en la avda Virgen De La Montaña con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-541,927-626690,"Avda Virgen De La Montaña, 6",Cáceres,ES,10004,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/44-jose-pablo-torres-asensio,-6.36816648043,39.4850212888,Jose Pablo Torres Asensio,927-625008,Farmacia Jose Pablo Torres Asensio en la calle Cerro Del Royo,Farmacia Jose Pablo Torres Asensio en la calle Cerro Del Royo con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-3937,927-625008,"Calle Cerro Del Royo, 1",Cáceres,ES,10004,,,,,,,,,9:30,22:00
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/37-maria-pilar-hernandez-rincon,-6.37882074522,39.4656511231,Maria Pilar Hernandez Rincon,927-216540,Farmacia Maria Pilar Hernandez Rincon en la avda Isabel De Moctezuma,Farmacia Maria Pilar Hernandez Rincon en la avda Isabel De Moctezuma con servicio de urgencias 24 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/avda-1635,927-216540,"Avda Isabel De Moctezuma, 1",Cáceres,ES,10005,,,,,,,,,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/43-francisco-javier-sanguino-sanchez,-6.37570072316,39.4790533744,Francisco Javier Sanguino Sanchez,927-244961,Farmacia Francisco Javier Sanguino Sanchez en la calle Padre Bayle,Farmacia Francisco Javier Sanguino Sanchez en la calle Padre Bayle con servicio de urgencias 24 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-361,927-244961,"Calle Padre Bayle, 9",Cáceres,ES,10004,,,,,,,,,,
http://opendata.caceres.es/recurso/salud/farmacias/Farmacia/41-angela-jimenez-robledo,-6.37330801236,39.4739085008,Angela Jimenez Robledo,927-245528,Farmacia Angela Jimenez Robledo en la calle Pintores,Farmacia Angela Jimenez Robledo en la calle Pintores con servicio de urgencias 12 horas,http://opendata.caceres.es/recurso/urbanismo-infraestructuras/vias/Via/calle-1205,,"Calle Pintores, 27",Cáceres,ES,10003,,,,,,,,,9:30,22:00
