uri,rdfs_label,om_ejercicioEconomico,om_presupuestoFormadoPor,om_entidadOrdenantePresupuesto,om_fechaAprobacionPresupuesto,om_presupuestoFormadoPor_numeroCapitulo,om_presupuestoFormadoPor_cantidadCapitulo,om_presupuestoFormadoPor_denominacionCapitulo,om_presupuestoFormadoPor_tipoApunteCapitulo,om_presupuestoFormadoPor_tipoOperacionCapitulo
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,Presupuesto del Ayuntamiento 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-AYTO-Ingreso3,Ayuntamiento,16/12/2014,3,9086678,"Tasas, Precios Públicos Y Otros Ingresos",Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,Presupuesto del Ayuntamiento 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-AYTO-Ingreso4,Ayuntamiento,16/12/2014,4,16555625.72,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,Presupuesto del Ayuntamiento 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-AYTO-Ingreso5,Ayuntamiento,16/12/2014,5,139965,Ingresos Patrimoniales,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,Presupuesto del Ayuntamiento 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-AYTO-Ingreso6,Ayuntamiento,16/12/2014,6,6154520,Enajenación de Inversiones Reales,Ingreso,No Financiera De Capital
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-AYTO,Presupuesto del Ayuntamiento 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-AYTO-Ingreso8,Ayuntamiento,16/12/2014,8,100000,Activos Financieros,Ingreso,Financiera
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMAS-Gasto1,Instituto Municipal De Asuntos Sociales,14/11/2014,1,602082.72,Gastos De Personal,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMAS-Gasto2,Instituto Municipal De Asuntos Sociales,14/11/2014,2,1311874.25,Gastos Corrientes En Bienes Y Servicios,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMAS-Gasto4,Instituto Municipal De Asuntos Sociales,14/11/2014,4,537000,Transferencias Corrientes,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMAS-Ingreso3,Instituto Municipal De Asuntos Sociales,14/11/2014,3,238475.44,"Tasas, Precios Públicos Y Otros Ingresos",Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMAS,Presupuesto del Instituto Municipal De Asuntos Sociales 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMAS-Ingreso4,Instituto Municipal De Asuntos Sociales,14/11/2014,4,2212481.53,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMD,Presupuesto del Instituto Municipal De Deportes 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMD-Gasto1,Instituto Municipal De Deportes,13/11/2014,1,82451.42,Gastos De Personal,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMD,Presupuesto del Instituto Municipal De Deportes 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMD-Gasto2,Instituto Municipal De Deportes,13/11/2014,2,105428.58,Gastos Corrientes En Bienes Y Servicios,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMD,Presupuesto del Instituto Municipal De Deportes 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMD-Gasto4,Instituto Municipal De Deportes,13/11/2014,4,602120,Transferencias Corrientes,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMD,Presupuesto del Instituto Municipal De Deportes 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMD-Ingreso4,Instituto Municipal De Deportes,13/11/2014,4,790000,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMJ-Gasto1,Instituto Municipal De Juventud,18/11/2014,1,53500,Gastos De Personal,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMJ-Gasto2,Instituto Municipal De Juventud,18/11/2014,2,79500,Gastos Corrientes En Bienes Y Servicios,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMJ-Gasto4,Instituto Municipal De Juventud,18/11/2014,4,47000,Transferencias Corrientes,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMJ,Presupuesto del Instituto Municipal De Juventud 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMJ-Ingreso4,Instituto Municipal De Juventud,18/11/2014,4,180000,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-UP,Presupuesto del Universidad Popular 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-UP-Gasto1,Universidad Popular,18/11/2014,1,1143869.54,Gastos De Personal,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-UP,Presupuesto del Universidad Popular 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-UP-Gasto2,Universidad Popular,18/11/2014,2,187213.28,Gastos Corrientes En Bienes Y Servicios,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-UP,Presupuesto del Universidad Popular 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-UP-Gasto3,Universidad Popular,18/11/2014,3,1000,Gastos Financieros,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-UP,Presupuesto del Universidad Popular 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-UP-Gasto4,Universidad Popular,18/11/2014,4,330.56,Transferencias Corrientes,Gasto,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-UP,Presupuesto del Universidad Popular 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-UP-Gasto8,Universidad Popular,18/11/2014,8,2000,Activos Financieros,Gasto,Financiera
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-UP,Presupuesto del Universidad Popular 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-UP-Ingreso3,Universidad Popular,18/11/2014,3,73000,"Tasas, Precios Públicos Y Otros Ingresos",Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-UP,Presupuesto del Universidad Popular 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-UP-Ingreso4,Universidad Popular,18/11/2014,4,1259413.38,Transferencia Corrientes,Ingreso,No Financiera Corriente
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-UP,Presupuesto del Universidad Popular 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-UP-Ingreso8,Universidad Popular,18/11/2014,8,2000,Activos Financieros,Ingreso,Financiera
http://opendata.caceres.es/recurso/sector-publico/presupuestos/PresupuestoEntidadLocal/2015-1-IMD,Presupuesto del Instituto Municipal De Deportes 2015,2015,http://opendata.caceres.es/recurso/sector-publico/presupuestos/CapituloPresupuestoEntidadLocal/2015-1-IMD-Ingreso7,Instituto Municipal De Deportes,13/11/2014,7,,Transferencias de capital,Ingreso,No Financiera Corriente
