dc:identifier,ayto:titulo,ayto:url_imagen,ayto:descripcion,dc:descripcion_ingles,dc:fh_inicio,ayto:fh_fin,ayto:id_comercio,ayto:nombre_comercio,ayto:direccion,ayto:latitud,ayto:longitud,dc:modified,uri
221,OFERTA SUDADERA,https://farm4.staticflickr.com/3956/15742714426_b5ded1c39f.jpg,"Consigue nuestra sudadera a un precio especial de solo 35 euros\, el regalo ideal para estas Navidades. Zael Santa Clara\, 2 Santander","Get our sweatshirt at a special price of only 35 euros\, the ideal gift for Christmas. Zael Santa Clara\, 2 Santander",2014-11-11T18:00:00.000Z,2014-11-30T22:00:00.000Z,COM2731,ZAEL,"SANTA CLARA\, 2 ",43.46264057265844,-3.8074358240509127,2017-10-31T16:02:19.186Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/221.csv
220,muebles vintage industriales,https://farm8.staticflickr.com/7466/15581247397_2ae7401966.jpg,"Muebles vintage industriales importados directamente desde India .todos de hierro  \, combinados con madera.(armarios\,vitrinas mesitas \,sillas\,bancos\, etc.precios de importador sin intermediarios.","Vintage industrial furniture imported directly from India .all of iron\, combined with wood. (Wardrobes\, bedside cabinets\, chairs\, benches\, etc.prices importer without intermediaries.",2014-11-10T23:00:18.000Z,2015-01-30T23:00:20.000Z,COM3153,IDEAIS (decoracion iris),"magallanes\,4 bajo",43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.186Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/220.csv
219,¿Te estorban los libros en casa?,https://farm4.staticflickr.com/3946/15146968743_d83054682a.jpg,"¿Te estorban los libros en casa? ¡Habla con nosotros! Si ya no sabes que hacer con los libros\, si te ves en la dolorosa tesitura de tener que tirarlos\, llámanos\, que nosotros nos los llevamos.",,2014-11-10T23:00:00.000Z,2015-10-31T23:00:00.000Z,COM2885,Librería Kattigara,c/ San Luis 5,43.46171777808274,-3.8148279920959567,2017-10-31T16:02:19.186Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/219.csv
216,Celulitis,https://farm8.staticflickr.com/7499/15146233204_9e053898c3.jpg,"Remodelar el cuerpo es posible en CENTRO VELVET. Belleza integral\, adelgazamiento\, Lipo Laser\, INDIBA\, Cavitación",,2014-11-10T23:00:00.000Z,2015-01-15T23:00:00.000Z,COM732,Centro Velvet,Floranes 10 a Santander 39010,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.186Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/216.csv
224,Talleres literarios de Kattigara,https://farm4.staticflickr.com/3947/15764711921_1146dab52e.jpg,TALLERES LITERARIOS DE KATTIGARA. Curso de Técnica Narrativa para escritores (los martes a las 20.00 h.) y Taller Anual de Lectura y Literatura Contemporánea (los miércoles a las 20.00 h.). Únicos con la duración del curso académico. Posibilidad de incorporarse en cualquier momento. Clases presenciales y seguimiento personalizado on-line. Infórmate en la librería o en www.kattigara.com,,2014-10-01T18:00:00.000Z,2015-05-27T19:30:00.000Z,COM2885,Librería Kattigara,c/ San Luis 5,43.46171777808274,-3.8148279920959567,2017-10-31T16:02:19.185Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/224.csv
241,Descuento,https://farm6.staticflickr.com/5612/15586234548_cba7a5fc3a.jpg,15% de descuento en cartuchos y toner compatibles de impresora.,,2014-11-11T23:00:09.000Z,2014-12-30T23:00:13.000Z,COM2917,color plus,"marcelino sanz de sautuola\, nº 8\, bajo",43.46301046526356,-3.8035412565612887,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/241.csv
234,Tratamiento de colageno capilar,https://farm8.staticflickr.com/7553/15586023327_919a5b2664.jpg,"Nuevo tratamiento de colageno revolucionario\, reestructura el cabello de raiz a punta\, la suavidad\, el brillo se consiguen porque el colageno recubre y reestructura la fibra capilar\, deteriorada por tantos secados y golpes de plancha asi que no espere a que se lo cuenten pruebelo!\nLa promocion de este mes incluye Tratamiento de colageno \,peinado y lavado 38\,90 e.",,2014-11-11T23:00:10.000Z,2014-12-11T23:00:17.000Z,COM1281,Sielen Estilistas,None,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/234.csv
233,Cenas de Navidad,https://farm9.staticflickr.com/8613/15582510039_f9850177fc.jpg,"Disfrute de sus cenas de navidad con compañeros\,amigos y familiares con nuestros menús especiales para estas fechas desde 48\,00€ todo incluido\, consulte en nuestra web o llamando al 942 22 25 15",,2014-11-20T12:30:00.000Z,2015-01-10T22:30:00.000Z,RES2934,El Serbal,Andres del Rio nº7,43.464692474670734,-3.796063257827768,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/233.csv
232,"Atención Inmobiliarias\, muestra tus ofertas en el mayor escaparate de la región por menos de 50€ al mes",https://farm8.staticflickr.com/7583/15147529844_cbd44ba627.jpg,"Oferta especial para agencias inmobiliarias de Cantabria. Ya tenemos el portal inmobiliario exclusivo de la región www.PisosenCantabria.es\, donde podrás publicar toda tu cartera de inmuebles\, sin límite de anuncios.\nDispondrás además de un espacio en la revista Intercambio Cantabria donde cada semana publicaremos con foto las viviendas en venta o alquiler que tu decidas.\nPodrás también publicar anuncios por palabras de otros inmuebles.\nNo dejes escapar esta oportunidad y anunciate en el único po",,2014-11-10T23:00:21.000Z,2015-05-14T22:00:00.000Z,COM313,Revista Intercambio Cantabria,C/Vía Cornelia 37 Bajo,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/232.csv
231,CURSOS DE PASTELERIA,https://farm8.staticflickr.com/7548/15582671920_d47025c3b9.jpg,"CURSOS DE PASTELERIA \, HOJALDRE\, PAN\, BRIOCHE\, PASTA CHOUX\, PASTELERIA CREATIVA\, ETC..",,2014-11-11T16:00:00.000Z,2015-11-01T19:00:00.000Z,COM3276,PASTELERIA LA BRESCA,C/ GENERAL DAVILA 56 BAJO,43.46851575713926,-3.7976779476547335,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/231.csv
230,"Atención Profesionales\, ahora puedes anunciarte en Intercambio Cantabria desde 13€",https://farm4.staticflickr.com/3940/15765515441_f2e1d670ab.jpg,"Si eres un profesional\, tienes un comercio o empresa\, aprovecha esta oferta especial para tu campaña de publicidad:\n1- Crearemos un diseño para tu anuncio totalmente gratis. \n2- Publicitaremos tu anuncio tanto en la Revista como en Internet\n3- Y además tendrás de regalo 3 anuncios clasificados incluyendo nombre comercial\nA que esperas para que miles de personas conozcan tus ofertas?\nInfórmate sin compromiso llamando al 942241224",,2014-11-11T19:45:00.000Z,2015-11-10T23:00:00.000Z,COM313,Revista Intercambio Cantabria,C/Vía Cornelia 37 Bajo,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/230.csv
229,REVELADO DIGITAL SOLO DESDE 0.10 CENTIMOS,https://farm4.staticflickr.com/3945/15768686112_212c4fa60c.jpg,REVELADO DE 10X15 0.10 CENTIMOS MINIMO 200,,2014-11-10T23:00:09.000Z,2014-11-14T23:00:20.000Z,COM599,FOTOANSOLA-SAN FERNANDO-,None,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/229.csv
228,FOTOS DE CARNET 1 EURO-SABADOS LOCOS-TODOS LOS SABADOS TARDE TODO EL AÑO,https://farm8.staticflickr.com/7583/15581931877_59675dd0b5.jpg,TODOS LOS SABADOS POR LA TARDE EN NUESTRA TIENDA DE GUEVARA 9.  8 FOTOS DE CARNET Y DOS DE CARTERA TAN SOLO POR 1 EURUCO. TODO EL AÑO.,,2014-11-10T23:00:09.000Z,2016-12-30T23:00:12.000Z,COM150,FOTOANSOLA,"GUEVARA-9    ",43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/228.csv
227,REVELADO DIGITAL,https://farm4.staticflickr.com/3949/15581151469_a94692b296.jpg,REVELADO 10X15    0.10 CENTIMOS    A PARTIR DE 200 COPIAS,,2014-11-16T23:00:09.000Z,2014-11-21T23:00:20.000Z,COM150,FOTOANSOLA,"GUEVARA-9    ",43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/227.csv
226,Flex al 50%,,Modelos seleccionados de la marca FLEX al 50%,Selected models of the brand FLEX 50%,2014-11-10T23:00:00.000Z,,COM1921,Colchoneria Dormimundo,"Magallanes\, 46",43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/226.csv
225,SAMSUNG S5,https://farm8.staticflickr.com/7475/15764752611_143f0ea834.jpg,TERMINAL A ESTRENAR LIBRE.\nTODOS NUESTROS TERMINALES TIENEN UN AÑO DE GARANTIA.,BRAND NEW TERMINAL FREE .\nALL OUR TERMINALS HAVE ONE YEAR WARRANTY,2015-06-04T22:00:10.000Z,2015-06-29T22:00:14.000Z,COM2285,PHONETECHNICS,AMOS DE ESCALANTE Nº 10 LOCAL,43.4620116,-3.8114277,2017-10-31T16:02:19.184Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/225.csv
299,audifonos 2 por 1,,"al comprar su audifono por 1 € mas le damos otro igual\,modelos digitales",,2014-11-20T23:00:00.000Z,2014-12-30T23:00:20.000Z,COM790,central optica,None,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.182Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/299.csv
291,CAMPAÑA ORTODONCIA E IMPLANTES DENTALES,https://farm8.staticflickr.com/7475/15628696070_3b5e6273dc.jpg,"NO DEJE ESCAPA NUESTRAS CAMPAÑAS HASTA EL 31 DE DICIEMBRE . CAMPAÑA DE DESCUENTO EN TRATAMIENTOS DE ORTODONCIA DESDE 325€. CAMPAÑA DESCUENTO EN IMPLANTES DENTALES DESDE 250€.1ª VISITA Y LIMPIEZA GRATUITA. TODAS LAS ESPECIALIDADES ODONTOLOGICAS.DISPONEMOS DE ULTIMA TECNOLOGIA EN TRATAMIENTOS DE CIRUGIA 3D GUIADA POR ORDENADOR \, PARA COLOCACION DE IMPLANTES.MINIMAMENTE INVASIVA( SIN PUNTOS DE SUTURA) Y CON UN INDICE DE EXITO DE MAS DEL 98%.TRATAMIENTOS PARA TODA LA FAMILIA. HORARIO DE 9 DE LA MAÑA",,2014-11-17T10:00:00.000Z,2015-12-30T23:00:00.000Z,COM1539,VITALDENT,SAN FERNANDO 66,43.45927249902978,-3.8244195715332125,2017-10-31T16:02:19.182Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/291.csv
283,Semana del Corset en Los Secretos de mamá: 25% de descuento en todos nuestros modelos,https://farm6.staticflickr.com/5613/15615722328_8f42eae3ac.jpg,La semana del corset en Los Secretos de mamá.\n\nLos Secretos de mamá ofrece un descuento del 25% en todos sus corsets tanto en nuestra boutique de Santander como en nuestra página web.\n\nEl descuento estará vigente desde el lunes 17 al domingo 23 de Noviembre.,,2014-11-16T23:00:00.000Z,2014-11-22T23:00:00.000Z,COM2336,Los Secretos de mamá,c/ Alonso Nº 5 39010 Santander Cantabria,43.4604893,-3.8240404,2017-10-31T16:02:19.182Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/283.csv
281,amoladora bosch profesional gws20/230jh,https://farm8.staticflickr.com/7515/15786266105_72f60b5bcf.jpg,"\nVentajas: GWS 20-230 JH Professional\nCompacta y ligera\n\n    Potente motor de 2.000 W\n    Ligera y compacta para un manejo óptimo gracias a sus 5\,1 kg\n    Bobinado blindado\, protege el motor del polvo de lijar y garantiza una larga durabilidad\n    La cabeza del engranaje giratoria permite una adaptación óptima a cualquier situación de trabajo\n    Interruptor de seguridad Tri-Control\n    Tuerca de sujeción rápida SDS de Bosch\, disponible como accesorio\n    Código de barras individual para facilit",,2014-10-31T23:00:00.000Z,2014-12-30T23:00:00.000Z,COM2614,BADYSAT,fernando de los rios nº71 bajo c.p. 39006,43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.182Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/281.csv
263,CONTROL Y REVISION DE IMPLANTES,,CONTROL DE REVISIÓN DE IMPLANTES DADO EL AUMENTO DE CASOS DE PACIENTES QUE DESARROLLAN PATOLOGIAS COMO LA PERIMPLANTITIS Y MUCOSITIS POR NO LLEVAR A CABO UNA ADECUADO REVISION Y CONTROL DE LOS MISMOS.,,2014-11-16T23:00:00.000Z,2014-12-30T23:00:00.000Z,COM1528,VITALDENT SANTANDER2,CALLE SANTA LUCIA 7,43.46402279134721,-3.803358866348276,2017-10-31T16:02:19.182Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/263.csv
261,REVISIÓN SIN COSTE MÁS LIMPIEZA BUCODENTAL* Bajo prescripción médica,,COMPLETA REVISION GRATUITA Y LIMPIEZA BUCAL* COMO UNA DE LAS 24 PRESTACIONES GRATUITAS QUE VITALDENT OFRECE\nTARJETA PACIENTE CON IMPORTANTES DESCUENTOS\n\n\n\n\n* GRATUITA BAJO PRESCRIPCION MEDICA,,2014-11-11T23:00:00.000Z,2014-12-30T23:00:00.000Z,COM1528,VITALDENT SANTANDER2,CALLE SANTA LUCIA 7,43.46402279134721,-3.803358866348276,2017-10-31T16:02:19.182Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/261.csv
256,Botas Camperas de Valverde del Camino,https://farm8.staticflickr.com/7488/15773712692_cb611a52c3.jpg,"Botas camperas de Valverde del Camino desde 99€ hasta 120€\, todo piel.","Valverde del Camino´s boots from 99€ to 120€\, all are spanish´s leather.",2014-11-12T09:00:00.000Z,2015-02-28T19:30:00.000Z,COM540,Calzados Benito,"Juan de Herrera\,2",43.462087676334036,-3.8094005421543216,2017-10-31T16:02:19.182Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/256.csv
321,Sábados de Cuento,https://farm8.staticflickr.com/7515/15712525484_0dbd6d1536.jpg,Sábado 24 de enero 'Cuenta Cuentos' en La librería Estvdio a las 18:30 h. en la Sala V con Julián Moreno.\n\nRecordamos que los Sábados de Cuento están dirigidos a niños mayores de 4 años y que el coste de la entrada es de 1 euro. El importe íntegro de la recaudación está destinado a la Fundación Hombres Nuevos.,Storytelling,2015-01-22T17:30:00.000Z,2015-01-24T18:30:00.000Z,COM532,Librería Estvdio,"Calle Burgos\, 5",43.46151920019324,-3.8145785466575717,2017-10-31T16:02:19.18Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/321.csv
320,Presentación 'Cien años de lucha' de Adolfo Cuevas Cosío,https://farm8.staticflickr.com/7522/15715023973_76926dd5f0.jpg,"Adolfo Cuevas Cosío nos presentará 'Cien Años de Lucha' el próximo 23 de enero en la Sala V de Librería Estvdio a las 19:30.\n\nEl libro trata sobre la vida de su madre Dª Gregoria Cosío Torre\, que nació en 1915 en La Puente (Puente Pumar\, Polaciones)\, que en próximas fechas va a cumplir ya cien años (de ahí el título del libro).\n\nGregoria\, o Goria como se la conoce en el valle de Bedoya\, con once años vino a Potes donde se ocupó de cuidar niños\, ejerciendo luego de dependienta en una tienda. Se casó con José de las Cuevas Movellán\, natural de Trillayo\, quedándose viuda con 49 años y con ocho hijos que alimentar y educar.\n\n'La vida de Gregoria es la imagen valiente de muchas mujeres de cualquier parte de nuestro planeta. Durante las décadas en las que discurre la historia hay cambios y revoluciones de todo tipo.",Book presentation 'Cien años de lucha' by Adolfo Cuevas Cosío.,2015-01-21T18:30:00.000Z,2015-01-23T20:00:00.000Z,COM532,Librería Estvdio,"Calle Burgos\, 5",43.46151920019324,-3.8145785466575717,2017-10-31T16:02:19.18Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/320.csv
319,Cupones de Apertura,,Descarga nuestros cupones de apertura. Tienes hasta el 31/01/15 para disfrutar de estas ofertas en el nuevo restaurante de Las Llamas!!!!,,2014-12-31T23:00:00.000Z,2015-01-30T23:00:00.000Z,RES3156,McDonald´s Las Llamas,"C/ Libertad\, 1",43.47333539593618,-3.8094421163940524,2017-10-31T16:02:19.18Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/319.csv
318,Trajes de caballero,,Traje de caballero,,2014-12-25T23:00:00.000Z,2015-01-30T23:00:00.000Z,COM355,La Novedad Confección de Caballero,"C/ Ataúlfo Argenta\, 2 - esquina C/ Aduana 2",43.4619280363137,-3.8054939047241305,2017-10-31T16:02:19.18Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/318.csv
303,BLACK FRIDAY,https://farm8.staticflickr.com/7484/15892013122_8e789dc448.jpg,"¡En Promod queremos celebrar el BLACK FRIDAY con una campaña que te va a encantar!: 20% de descuento en TODA la tienda y en Promod.es en las compras que realices durante este viernes 28 de noviembre. \n\n¡¡Y si tienes Mi Tarjeta Promod\, disfruta de un -30%!!\n\n*Oferta válida el 28/11/2014 en la red de tienda de España\, así como en www.promod.es \, o hasta agotar el stock. No acumulable a otras ofertas o promociones en curso. No válido para artículos ya promocionados o con algún tipo de descuento. El",,2014-11-27T23:00:00.000Z,2014-11-28T22:59:59.000Z,COM2724,Promod Monasterio,"C/ Jesus De Monasterio\, 12 39010 Santander",43.461842,-3.812697,2017-10-31T16:02:19.18Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/303.csv
302,NAVIDAD EN MOTOPIE,https://farm8.staticflickr.com/7517/15856995106_f1a929168c.jpg,CAMPAÑA DE NAVIDAD CON OFERTAS Y DESCUENTOS EN BICIS Y COMPLEMENTOS.\nRESERVAMOS TU BICI HASTA EL DIA DE NAVIDAD Y REYES.,CHRISTMAS CAMPAIGN WITH OFFERS AND DISCOUNTS ON BIKES AND ACCESSORIES.\nRESERVE YOUR BIKE TO THE DAY OF CHRISTMAS AND KINGS.,2014-11-26T09:00:00.000Z,2015-01-05T20:00:00.000Z,COM799,MOTOPIE,"CALLE NICOLAS SALMERON\, 10",43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.18Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/302.csv
301,Entre huertas Navidad,https://farm8.staticflickr.com/7490/15256085193_44d9a20bea.jpg,¡Regala fruta esta navidades!\nMagníficas cestas de fruta con productos selectos,,2014-11-24T23:00:00.000Z,2014-12-24T23:00:00.000Z,COM3081,Entre Huertas,Av. Los Ciruelos 31 - El Alisal (Santander),43.45866505768842,-3.851370407714853,2017-10-31T16:02:19.18Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/301.csv
300,¡¡Pierde hasta 4 tallas en 8 semanas!!,https://farm9.staticflickr.com/8641/15866424352_a3b4237b12.jpg,Pierde hasta 4 tallas en tan solo 8 semanas con nuestro programa #PrettyWoman. ¡Resultados reales!\n\nSi te inscribes antes del 30 de Noviembre: MATRICULA GRATIS+ 2 SESIONES PRESOTERAPIA,,2014-11-23T23:00:00.000Z,2014-11-29T23:00:00.000Z,COM2857,Gimnasio Femenino 30 Minutos,"C/ Guevara\,11/ C/ Ruiz de Alda\, 7",43.46741785352323,-3.8193984762573336,2017-10-31T16:02:19.18Z,http://datos.santander.es/api/datos/comercios_ofertas_butler/300.csv
