BARRI;PAIS;TOTAL
RAMBLA FERRAN - ESTACIO;AUSTRIA;2
RAMBLA FERRAN - ESTACIO;BELGICA;2
RAMBLA FERRAN - ESTACIO;BOLIVIA;29
RAMBLA FERRAN - ESTACIO;BRASIL;61
RAMBLA FERRAN - ESTACIO;BULGARIA;33
RAMBLA FERRAN - ESTACIO;CAMERUN;17
RAMBLA FERRAN - ESTACIO;CANADA;1
RAMBLA FERRAN - ESTACIO;CHILE;2
RAMBLA FERRAN - ESTACIO;CHINA;38
RAMBLA FERRAN - ESTACIO;COLOMBIA;45
RAMBLA FERRAN - ESTACIO;COSTA DE MARFIL;8
RAMBLA FERRAN - ESTACIO;COSTA RICA;1
RAMBLA FERRAN - ESTACIO;CUBA;6
RAMBLA FERRAN - ESTACIO;E.E.UNIDOS AMERI;3
RAMBLA FERRAN - ESTACIO;ECUADOR;13
RAMBLA FERRAN - ESTACIO;EGIPTO;3
RAMBLA FERRAN - ESTACIO;ESLOVAQUIA;1
RAMBLA FERRAN - ESTACIO;ESLOVENIA;1
RAMBLA FERRAN - ESTACIO;FRANCIA;14
RAMBLA FERRAN - ESTACIO;GAMBIA;9
RAMBLA FERRAN - ESTACIO;GEORGIA;3
RAMBLA FERRAN - ESTACIO;GHANA;18
RAMBLA FERRAN - ESTACIO;GUINEA;11
RAMBLA FERRAN - ESTACIO;GUINEA BISSAU;2
RAMBLA FERRAN - ESTACIO;GUINEA ECUATORIA;7
RAMBLA FERRAN - ESTACIO;HONDURAS;20
RAMBLA FERRAN - ESTACIO;HUNGRIA;3
RAMBLA FERRAN - ESTACIO;INDIA;20
RAMBLA FERRAN - ESTACIO;ITALIA;17
RAMBLA FERRAN - ESTACIO;JAPON;1
RAMBLA FERRAN - ESTACIO;LETONIA;1
RAMBLA FERRAN - ESTACIO;LITUANIA;6
RAMBLA FERRAN - ESTACIO;MALI;25
RAMBLA FERRAN - ESTACIO;MARRUECOS;337
RAMBLA FERRAN - ESTACIO;MAURITANIA;9
RAMBLA FERRAN - ESTACIO;MEXICO;1
RAMBLA FERRAN - ESTACIO;MOLDAVIA;1
RAMBLA FERRAN - ESTACIO;NIGER;1
RAMBLA FERRAN - ESTACIO;NIGERIA;48
RAMBLA FERRAN - ESTACIO;PAISES BAJOS;2
RAMBLA FERRAN - ESTACIO;PAKISTAN;37
RAMBLA FERRAN - ESTACIO;PERU;8
RAMBLA FERRAN - ESTACIO;POLONIA;57
RAMBLA FERRAN - ESTACIO;PORTUGAL;25
RAMBLA FERRAN - ESTACIO;REINO UNIDO G.B.;1
RAMBLA FERRAN - ESTACIO;REP.DOMINICANA;10
RAMBLA FERRAN - ESTACIO;RUMANIA;393
RAMBLA FERRAN - ESTACIO;RUSIA;18
RAMBLA FERRAN - ESTACIO;SENEGAL;80
RAMBLA FERRAN - ESTACIO;SUECIA;1
RAMBLA FERRAN - ESTACIO;TUNEZ;1
RAMBLA FERRAN - ESTACIO;UCRANIA;23
RAMBLA FERRAN - ESTACIO;URUGUAY;5
RAMBLA FERRAN - ESTACIO;VENEZUELA;3
UNIVERSITAT;ALEMANIA;4
UNIVERSITAT;ANDORRA;3
UNIVERSITAT;ANGOLA;1
UNIVERSITAT;APATRIDA AFRICA;1
UNIVERSITAT;ARGELIA;115
UNIVERSITAT;ARGENTINA;32
UNIVERSITAT;ARMENIA;3
UNIVERSITAT;AUSTRIA;1
UNIVERSITAT;BANGLADESH;1
UNIVERSITAT;BIELORRUSIA;4
UNIVERSITAT;BOLIVIA;116
UNIVERSITAT;BOSNIA-HERZEGOVI;1
UNIVERSITAT;BRASIL;90
UNIVERSITAT;BULGARIA;56
UNIVERSITAT;BURKINA FASSO;16
UNIVERSITAT;CAMERUN;14
UNIVERSITAT;CANADA;1
UNIVERSITAT;CENTROAFRICANA;1
UNIVERSITAT;CHAD;1
UNIVERSITAT;CHILE;10
UNIVERSITAT;CHINA;231
UNIVERSITAT;COLOMBIA;120
UNIVERSITAT;CONGO;7
UNIVERSITAT;COSTA DE MARFIL;9
UNIVERSITAT;COSTA RICA;1
UNIVERSITAT;CROACIA;2
UNIVERSITAT;CUBA;17
UNIVERSITAT;E.E.UNIDOS AMERI;4
UNIVERSITAT;ECUADOR;74
UNIVERSITAT;EGIPTO;5
UNIVERSITAT;EL SALVADOR;1
UNIVERSITAT;ESLOVAQUIA;2
UNIVERSITAT;ESTONIA;3
UNIVERSITAT;FILIPINAS;1
UNIVERSITAT;FRANCIA;10
UNIVERSITAT;GAMBIA;28
UNIVERSITAT;GEORGIA;1
UNIVERSITAT;GHANA;11
UNIVERSITAT;GRECIA;3
UNIVERSITAT;GUINEA;57
UNIVERSITAT;GUINEA BISSAU;2
UNIVERSITAT;GUINEA ECUATORIA;20
UNIVERSITAT;HONDURAS;7
UNIVERSITAT;HUNGRIA;1
UNIVERSITAT;INDIA;8
UNIVERSITAT;ITALIA;52
UNIVERSITAT;JAPON;1
UNIVERSITAT;LETONIA;10
UNIVERSITAT;LITUANIA;7
UNIVERSITAT;MALI;42
UNIVERSITAT;MARRUECOS;343
UNIVERSITAT;MAURITANIA;18
UNIVERSITAT;MEXICO;12
UNIVERSITAT;MOLDAVIA;1
UNIVERSITAT;NICARAGUA;1
UNIVERSITAT;NIGER;1
UNIVERSITAT;NIGERIA;34
UNIVERSITAT;NUEVA ZELANDA;1
UNIVERSITAT;PAISES BAJOS;5
UNIVERSITAT;PAKISTAN;9
UNIVERSITAT;PARAGUAY;9
UNIVERSITAT;PERU;24
UNIVERSITAT;POLONIA;37
UNIVERSITAT;PORTUGAL;31
UNIVERSITAT;REINO UNIDO G.B.;13
UNIVERSITAT;REP.CHECA;4
UNIVERSITAT;REP.COREA;1
UNIVERSITAT;REP.DOMINICANA;47
UNIVERSITAT;RUMANIA;704
UNIVERSITAT;RUSIA;49
UNIVERSITAT;SENEGAL;71
UNIVERSITAT;SERBIA;2
UNIVERSITAT;SIERRA LEONA;2
UNIVERSITAT;SIRIA;1
UNIVERSITAT;SUECIA;1
UNIVERSITAT;SUIZA;1
UNIVERSITAT;TOGO;4
UNIVERSITAT;TURQUIA;1
UNIVERSITAT;UCRANIA;48
UNIVERSITAT;URUGUAY;2
UNIVERSITAT;VENEZUELA;17
UNIVERSITAT;YEMEN;1
UNIVERSITAT;YUGOSLAVIA;1
UNIVERSITAT;ZAIRE;3
PRINCEP DE VIANA - CLOT;ALEMANIA;9
PRINCEP DE VIANA - CLOT;ANDORRA;1
PRINCEP DE VIANA - CLOT;ANGOLA;3
PRINCEP DE VIANA - CLOT;ARGELIA;224
PRINCEP DE VIANA - CLOT;ARGENTINA;27
PRINCEP DE VIANA - CLOT;ARMENIA;7
PRINCEP DE VIANA - CLOT;AUSTRIA;3
PRINCEP DE VIANA - CLOT;BELGICA;1
PRINCEP DE VIANA - CLOT;BIELORRUSIA;1
PRINCEP DE VIANA - CLOT;BOLIVIA;95
PRINCEP DE VIANA - CLOT;BRASIL;60
PRINCEP DE VIANA - CLOT;BULGARIA;84
PRINCEP DE VIANA - CLOT;BURKINA FASSO;11
PRINCEP DE VIANA - CLOT;CABO VERDE;1
PRINCEP DE VIANA - CLOT;CAMERUN;21
PRINCEP DE VIANA - CLOT;CHILE;8
PRINCEP DE VIANA - CLOT;CHINA;233
PRINCEP DE VIANA - CLOT;COLOMBIA;73
PRINCEP DE VIANA - CLOT;CONGO;7
PRINCEP DE VIANA - CLOT;COSTA DE MARFIL;7
PRINCEP DE VIANA - CLOT;COSTA RICA;1
PRINCEP DE VIANA - CLOT;CUBA;7
PRINCEP DE VIANA - CLOT;DINAMARCA;1
PRINCEP DE VIANA - CLOT;DOMINICA;1
PRINCEP DE VIANA - CLOT;E.E.UNIDOS AMERI;2
PRINCEP DE VIANA - CLOT;ECUADOR;46
PRINCEP DE VIANA - CLOT;EGIPTO;4
PRINCEP DE VIANA - CLOT;EL SALVADOR;1
PRINCEP DE VIANA - CLOT;ESLOVAQUIA;6
PRINCEP DE VIANA - CLOT;ESLOVENIA;1
PRINCEP DE VIANA - CLOT;ETIOPIA;1
PRINCEP DE VIANA - CLOT;FRANCIA;4
PRINCEP DE VIANA - CLOT;GAMBIA;82
PRINCEP DE VIANA - CLOT;GEORGIA;4
PRINCEP DE VIANA - CLOT;GHANA;31
PRINCEP DE VIANA - CLOT;GRECIA;2
PRINCEP DE VIANA - CLOT;GUINEA;48
PRINCEP DE VIANA - CLOT;GUINEA BISSAU;3
PRINCEP DE VIANA - CLOT;GUINEA ECUATORIA;14
PRINCEP DE VIANA - CLOT;HONDURAS;11
PRINCEP DE VIANA - CLOT;INDIA;38
PRINCEP DE VIANA - CLOT;ITALIA;21
PRINCEP DE VIANA - CLOT;LETONIA;1
PRINCEP DE VIANA - CLOT;LIBERIA;1
PRINCEP DE VIANA - CLOT;LITUANIA;16
PRINCEP DE VIANA - CLOT;MALI;34
PRINCEP DE VIANA - CLOT;MARRUECOS;643
PRINCEP DE VIANA - CLOT;MAURITANIA;19
PRINCEP DE VIANA - CLOT;MEXICO;4
PRINCEP DE VIANA - CLOT;MOLDAVIA;7
PRINCEP DE VIANA - CLOT;NICARAGUA;3
PRINCEP DE VIANA - CLOT;NIGER;3
PRINCEP DE VIANA - CLOT;NIGERIA;76
PRINCEP DE VIANA - CLOT;PAISES BAJOS;7
PRINCEP DE VIANA - CLOT;PAKISTAN;58
PRINCEP DE VIANA - CLOT;PARAGUAY;3
PRINCEP DE VIANA - CLOT;PERU;19
PRINCEP DE VIANA - CLOT;POLONIA;37
PRINCEP DE VIANA - CLOT;PORTUGAL;39
PRINCEP DE VIANA - CLOT;REINO UNIDO G.B.;12
PRINCEP DE VIANA - CLOT;REP.CHECA;1
PRINCEP DE VIANA - CLOT;REP.COREA;1
PRINCEP DE VIANA - CLOT;REP.DOMINICANA;75
PRINCEP DE VIANA - CLOT;RUANDA;1
PRINCEP DE VIANA - CLOT;RUMANIA;917
PRINCEP DE VIANA - CLOT;RUSIA;49
PRINCEP DE VIANA - CLOT;SENEGAL;124
PRINCEP DE VIANA - CLOT;SERBIA;4
PRINCEP DE VIANA - CLOT;SIERRA LEONA;3
PRINCEP DE VIANA - CLOT;SIRIA;1
PRINCEP DE VIANA - CLOT;SUECIA;4
PRINCEP DE VIANA - CLOT;TOGO;1
PRINCEP DE VIANA - CLOT;TUNEZ;12
PRINCEP DE VIANA - CLOT;UCRANIA;117
PRINCEP DE VIANA - CLOT;URUGUAY;18
PRINCEP DE VIANA - CLOT;VENEZUELA;14
PRINCEP DE VIANA - CLOT;ZAIRE;1
INSTITUTS - TEMPLERS;ALBANIA;2
INSTITUTS - TEMPLERS;ALEMANIA;7
INSTITUTS - TEMPLERS;ANDORRA;1
INSTITUTS - TEMPLERS;ANGOLA;7
INSTITUTS - TEMPLERS;ARGELIA;30
INSTITUTS - TEMPLERS;ARGENTINA;18
INSTITUTS - TEMPLERS;AUSTRIA;1
INSTITUTS - TEMPLERS;BANGLADESH;3
INSTITUTS - TEMPLERS;BELGICA;1
INSTITUTS - TEMPLERS;BIELORRUSIA;1
INSTITUTS - TEMPLERS;BOLIVIA;43
INSTITUTS - TEMPLERS;BRASIL;42
INSTITUTS - TEMPLERS;BULGARIA;10
INSTITUTS - TEMPLERS;BURKINA FASSO;5
INSTITUTS - TEMPLERS;CAMERUN;18
INSTITUTS - TEMPLERS;CENTROAFRICANA;1
INSTITUTS - TEMPLERS;CHILE;2
INSTITUTS - TEMPLERS;CHINA;73
INSTITUTS - TEMPLERS;COLOMBIA;52
INSTITUTS - TEMPLERS;COSTA DE MARFIL;3
INSTITUTS - TEMPLERS;CROACIA;1
INSTITUTS - TEMPLERS;CUBA;5
INSTITUTS - TEMPLERS;DOMINICA;1
INSTITUTS - TEMPLERS;E.E.UNIDOS AMERI;1
INSTITUTS - TEMPLERS;ECUADOR;22
INSTITUTS - TEMPLERS;EGIPTO;6
INSTITUTS - TEMPLERS;ESLOVAQUIA;1
INSTITUTS - TEMPLERS;ETIOPIA;1
INSTITUTS - TEMPLERS;FRANCIA;10
INSTITUTS - TEMPLERS;GAMBIA;21
INSTITUTS - TEMPLERS;GEORGIA;5
INSTITUTS - TEMPLERS;GHANA;26
INSTITUTS - TEMPLERS;GRECIA;2
INSTITUTS - TEMPLERS;GUINEA;34
INSTITUTS - TEMPLERS;GUINEA BISSAU;1
INSTITUTS - TEMPLERS;GUINEA ECUATORIA;6
INSTITUTS - TEMPLERS;HONDURAS;8
INSTITUTS - TEMPLERS;HUNGRIA;3
INSTITUTS - TEMPLERS;INDIA;2
INSTITUTS - TEMPLERS;IRLANDA;1
INSTITUTS - TEMPLERS;ISRAEL;1
INSTITUTS - TEMPLERS;ITALIA;23
INSTITUTS - TEMPLERS;LETONIA;2
INSTITUTS - TEMPLERS;LITUANIA;6
INSTITUTS - TEMPLERS;MALI;34
INSTITUTS - TEMPLERS;MARRUECOS;189
INSTITUTS - TEMPLERS;MAURITANIA;8
INSTITUTS - TEMPLERS;MEXICO;4
INSTITUTS - TEMPLERS;MOLDAVIA;8
INSTITUTS - TEMPLERS;MONTENEGRO;1
INSTITUTS - TEMPLERS;NIGER;5
INSTITUTS - TEMPLERS;NIGERIA;37
INSTITUTS - TEMPLERS;PAISES BAJOS;3
INSTITUTS - TEMPLERS;PAKISTAN;14
INSTITUTS - TEMPLERS;PANAMA;1
INSTITUTS - TEMPLERS;PARAGUAY;5
INSTITUTS - TEMPLERS;PERU;12
INSTITUTS - TEMPLERS;POLONIA;35
INSTITUTS - TEMPLERS;PORTUGAL;19
INSTITUTS - TEMPLERS;REINO UNIDO G.B.;3
INSTITUTS - TEMPLERS;REP.CHECA;4
INSTITUTS - TEMPLERS;REP.COREA;3
INSTITUTS - TEMPLERS;REP.DOMINICANA;20
INSTITUTS - TEMPLERS;RUMANIA;296
INSTITUTS - TEMPLERS;RUSIA;13
INSTITUTS - TEMPLERS;SENEGAL;26
INSTITUTS - TEMPLERS;SERBIA;5
INSTITUTS - TEMPLERS;SIERRA LEONA;1
INSTITUTS - TEMPLERS;TOGO;1
INSTITUTS - TEMPLERS;TUNEZ;1
INSTITUTS - TEMPLERS;UCRANIA;10
INSTITUTS - TEMPLERS;URUGUAY;5
INSTITUTS - TEMPLERS;UZBEKISTAN;1
INSTITUTS - TEMPLERS;VENEZUELA;13
INSTITUTS - TEMPLERS;YUGOSLAVIA;1
XALETS - HUMBERT TORRES;ALEMANIA;3
XALETS - HUMBERT TORRES;ARGELIA;38
XALETS - HUMBERT TORRES;ARGENTINA;16
XALETS - HUMBERT TORRES;AUSTRIA;2
XALETS - HUMBERT TORRES;BANGLADESH;2
XALETS - HUMBERT TORRES;BELGICA;1
XALETS - HUMBERT TORRES;BOLIVIA;36
XALETS - HUMBERT TORRES;BRASIL;22
XALETS - HUMBERT TORRES;BULGARIA;19
XALETS - HUMBERT TORRES;CAMERUN;2
XALETS - HUMBERT TORRES;CHINA;55
XALETS - HUMBERT TORRES;COLOMBIA;23
XALETS - HUMBERT TORRES;CONGO;1
XALETS - HUMBERT TORRES;COSTA DE MARFIL;4
XALETS - HUMBERT TORRES;CROACIA;1
XALETS - HUMBERT TORRES;CUBA;1
XALETS - HUMBERT TORRES;E.E.UNIDOS AMERI;1
XALETS - HUMBERT TORRES;ECUADOR;23
XALETS - HUMBERT TORRES;ESLOVAQUIA;1
XALETS - HUMBERT TORRES;FRANCIA;3
XALETS - HUMBERT TORRES;GAMBIA;20
XALETS - HUMBERT TORRES;GEORGIA;3
XALETS - HUMBERT TORRES;GHANA;7
XALETS - HUMBERT TORRES;GUINEA;20
XALETS - HUMBERT TORRES;GUINEA BISSAU;4
XALETS - HUMBERT TORRES;GUINEA ECUATORIA;9
XALETS - HUMBERT TORRES;HONDURAS;3
XALETS - HUMBERT TORRES;INDIA;7
XALETS - HUMBERT TORRES;IRAN;2
XALETS - HUMBERT TORRES;IRLANDA;2
XALETS - HUMBERT TORRES;ITALIA;7
XALETS - HUMBERT TORRES;JORDANIA;1
XALETS - HUMBERT TORRES;LIBERIA;1
XALETS - HUMBERT TORRES;LITUANIA;9
XALETS - HUMBERT TORRES;MALI;27
XALETS - HUMBERT TORRES;MARRUECOS;112
XALETS - HUMBERT TORRES;MAURITANIA;2
XALETS - HUMBERT TORRES;MEXICO;3
XALETS - HUMBERT TORRES;MOLDAVIA;7
XALETS - HUMBERT TORRES;NIGER;2
XALETS - HUMBERT TORRES;NIGERIA;18
XALETS - HUMBERT TORRES;PAISES BAJOS;1
XALETS - HUMBERT TORRES;PAKISTAN;22
XALETS - HUMBERT TORRES;PARAGUAY;6
XALETS - HUMBERT TORRES;PERU;10
XALETS - HUMBERT TORRES;POLONIA;13
XALETS - HUMBERT TORRES;PORTUGAL;16
XALETS - HUMBERT TORRES;REINO UNIDO G.B.;12
XALETS - HUMBERT TORRES;REP.CHECA;1
XALETS - HUMBERT TORRES;REP.COREA;1
XALETS - HUMBERT TORRES;REP.DOMINICANA;24
XALETS - HUMBERT TORRES;RUMANIA;236
XALETS - HUMBERT TORRES;RUSIA;11
XALETS - HUMBERT TORRES;SENEGAL;55
XALETS - HUMBERT TORRES;SUECIA;1
XALETS - HUMBERT TORRES;SUIZA;1
XALETS - HUMBERT TORRES;TUNEZ;2
XALETS - HUMBERT TORRES;TURQUIA;1
XALETS - HUMBERT TORRES;UCRANIA;20
XALETS - HUMBERT TORRES;VENEZUELA;4
XALETS - HUMBERT TORRES;YUGOSLAVIA;3
CAMP D,ESPORTS;ALEMANIA;2
CAMP D,ESPORTS;ANDORRA;1
CAMP D,ESPORTS;ARGELIA;39
CAMP D,ESPORTS;ARGENTINA;2
CAMP D,ESPORTS;ARMENIA;1
CAMP D,ESPORTS;BELGICA;1
CAMP D,ESPORTS;BOLIVIA;44
CAMP D,ESPORTS;BRASIL;46
CAMP D,ESPORTS;BULGARIA;90
CAMP D,ESPORTS;CAMERUN;3
CAMP D,ESPORTS;CANADA;1
CAMP D,ESPORTS;CHILE;5
CAMP D,ESPORTS;CHINA;16
CAMP D,ESPORTS;CHIPRE;1
CAMP D,ESPORTS;COLOMBIA;33
CAMP D,ESPORTS;COSTA DE MARFIL;5
CAMP D,ESPORTS;CROACIA;1
CAMP D,ESPORTS;CUBA;10
CAMP D,ESPORTS;E.E.UNIDOS AMERI;1
CAMP D,ESPORTS;ECUADOR;3
CAMP D,ESPORTS;EGIPTO;8
CAMP D,ESPORTS;FRANCIA;5
CAMP D,ESPORTS;GAMBIA;8
CAMP D,ESPORTS;GHANA;3
CAMP D,ESPORTS;GUINEA;3
CAMP D,ESPORTS;GUINEA ECUATORIA;1
CAMP D,ESPORTS;HONDURAS;1
CAMP D,ESPORTS;INDIA;5
CAMP D,ESPORTS;IRLANDA;2
CAMP D,ESPORTS;ITALIA;1
CAMP D,ESPORTS;KAZAJSTAN;1
CAMP D,ESPORTS;LETONIA;2
CAMP D,ESPORTS;MACEDONIA;4
CAMP D,ESPORTS;MALI;6
CAMP D,ESPORTS;MARRUECOS;69
CAMP D,ESPORTS;MAURITANIA;2
CAMP D,ESPORTS;MEXICO;14
CAMP D,ESPORTS;MOLDAVIA;1
CAMP D,ESPORTS;NICARAGUA;2
CAMP D,ESPORTS;NIGERIA;10
CAMP D,ESPORTS;NORUEGA;1
CAMP D,ESPORTS;PAKISTAN;11
CAMP D,ESPORTS;PARAGUAY;2
CAMP D,ESPORTS;PERU;12
CAMP D,ESPORTS;POLONIA;10
CAMP D,ESPORTS;PORTUGAL;27
CAMP D,ESPORTS;REINO UNIDO G.B.;2
CAMP D,ESPORTS;REP.DOMINICANA;10
CAMP D,ESPORTS;RUMANIA;283
CAMP D,ESPORTS;RUSIA;21
CAMP D,ESPORTS;SENEGAL;27
CAMP D,ESPORTS;SIRIA;1
CAMP D,ESPORTS;UCRANIA;21
CAMP D,ESPORTS;URUGUAY;2
CAMP D,ESPORTS;VENEZUELA;12
CAMP D,ESPORTS;YUGOSLAVIA;2
JOC DE LA BOLA;ANDORRA;1
JOC DE LA BOLA;ARGELIA;5
JOC DE LA BOLA;ARGENTINA;4
JOC DE LA BOLA;BIELORRUSIA;1
JOC DE LA BOLA;BOLIVIA;4
JOC DE LA BOLA;BRASIL;15
JOC DE LA BOLA;BULGARIA;12
JOC DE LA BOLA;CHINA;1
JOC DE LA BOLA;COLOMBIA;5
JOC DE LA BOLA;COSTA DE MARFIL;1
JOC DE LA BOLA;E.E.UNIDOS AMERI;1
JOC DE LA BOLA;ECUADOR;4
JOC DE LA BOLA;EL SALVADOR;1
JOC DE LA BOLA;FRANCIA;1
JOC DE LA BOLA;INDIA;1
JOC DE LA BOLA;ITALIA;7
JOC DE LA BOLA;LETONIA;1
JOC DE LA BOLA;MALI;1
JOC DE LA BOLA;MARRUECOS;9
JOC DE LA BOLA;MEXICO;1
JOC DE LA BOLA;PERU;2
JOC DE LA BOLA;POLONIA;2
JOC DE LA BOLA;PORTUGAL;3
JOC DE LA BOLA;REINO UNIDO G.B.;2
JOC DE LA BOLA;REP.DOMINICANA;1
JOC DE LA BOLA;RUMANIA;64
JOC DE LA BOLA;RUSIA;8
JOC DE LA BOLA;SENEGAL;8
JOC DE LA BOLA;UCRANIA;2
MARIOLA;ALBANIA;1
MARIOLA;ALEMANIA;9
MARIOLA;ANDORRA;1
MARIOLA;ANGOLA;3
MARIOLA;ARGELIA;97
MARIOLA;ARGENTINA;5
MARIOLA;AUSTRIA;4
MARIOLA;BOLIVIA;47
MARIOLA;BRASIL;81
MARIOLA;BULGARIA;31
MARIOLA;BURKINA FASSO;20
MARIOLA;CAMERUN;29
MARIOLA;CANADA;1
MARIOLA;CHILE;6
MARIOLA;CHINA;69
MARIOLA;COLOMBIA;91
MARIOLA;CONGO;6
MARIOLA;COSTA DE MARFIL;8
MARIOLA;CUBA;6
MARIOLA;DINAMARCA;2
MARIOLA;DOMINICA;1
MARIOLA;E.E.UNIDOS AMERI;2
MARIOLA;ECUADOR;57
MARIOLA;EGIPTO;24
MARIOLA;EL SALVADOR;1
MARIOLA;ESLOVAQUIA;1
MARIOLA;FILIPINAS;1
MARIOLA;FINLANDIA;1
MARIOLA;FRANCIA;14
MARIOLA;GAMBIA;33
MARIOLA;GHANA;31
MARIOLA;GRECIA;2
MARIOLA;GUATEMALA;1
MARIOLA;GUINEA;71
MARIOLA;GUINEA BISSAU;7
MARIOLA;GUINEA ECUATORIA;14
MARIOLA;HAITI;1
MARIOLA;HONDURAS;6
MARIOLA;HUNGRIA;4
MARIOLA;INDIA;1
MARIOLA;ITALIA;14
MARIOLA;MALAWI;1
MARIOLA;MALI;83
MARIOLA;MALTA;1
MARIOLA;MARRUECOS;564
MARIOLA;MAURITANIA;15
MARIOLA;MEXICO;2
MARIOLA;MOLDAVIA;2
MARIOLA;NICARAGUA;2
MARIOLA;NIGERIA;157
MARIOLA;NORUEGA;1
MARIOLA;PAISES BAJOS;6
MARIOLA;PAKISTAN;33
MARIOLA;PARAGUAY;1
MARIOLA;PERU;12
MARIOLA;POLONIA;38
MARIOLA;PORTUGAL;34
MARIOLA;REINO UNIDO G.B.;5
MARIOLA;REP.COREA;2
MARIOLA;REP.DOMINICANA;23
MARIOLA;RUMANIA;519
MARIOLA;RUSIA;29
MARIOLA;SENEGAL;99
MARIOLA;SIERRA LEONA;2
MARIOLA;SUECIA;2
MARIOLA;SUIZA;1
MARIOLA;TOGO;4
MARIOLA;TUNEZ;5
MARIOLA;TURQUIA;1
MARIOLA;UCRANIA;38
MARIOLA;UGANDA;1
MARIOLA;URUGUAY;3
MARIOLA;VENEZUELA;14
BALAFIA;ALEMANIA;4
BALAFIA;ANDORRA;1
BALAFIA;ANGOLA;1
BALAFIA;APATRIDA AFRICA;1
BALAFIA;ARGELIA;201
