BARRI,PAIS,TOTAL
BALAFIA,HONDURAS,2
BALAFIA,HUNGRIA,4
BALAFIA,INDIA,23
BALAFIA,IRLANDA,1
BALAFIA,ITALIA,13
BALAFIA,KAZAJSTAN,5
BALAFIA,LETONIA,6
BALAFIA,LITUANIA,8
BALAFIA,MALI,70
BALAFIA,MALTA,1
BALAFIA,MARRUECOS,480
BALAFIA,MAURITANIA,27
BALAFIA,MEXICO,1
BALAFIA,MOLDAVIA,1
BALAFIA,NICARAGUA,3
BALAFIA,NIGERIA,54
BALAFIA,NORUEGA,2
BALAFIA,PAISES BAJOS,3
BALAFIA,PAKISTAN,39
BALAFIA,PARAGUAY,1
BALAFIA,PERU,13
BALAFIA,POLONIA,51
BALAFIA,PORTUGAL,24
BALAFIA,REINO UNIDO G.B.,5
BALAFIA,REP.DOMINICANA,50
BALAFIA,RUMANIA,810
BALAFIA,RUSIA,48
BALAFIA,SENEGAL,72
BALAFIA,SERBIA,4
BALAFIA,SIERRA LEONA,1
BALAFIA,SIRIA,1
BALAFIA,TOGO,2
BALAFIA,TUNEZ,3
BALAFIA,TURQUIA,1
BALAFIA,UCRANIA,55
BALAFIA,URUGUAY,4
BALAFIA,VENEZUELA,4
SECA DE SANT PERE,ALEMANIA,1
SECA DE SANT PERE,ARGELIA,19
SECA DE SANT PERE,BIELORRUSIA,1
SECA DE SANT PERE,BOSNIA-HERZEGOVI,1
SECA DE SANT PERE,BRASIL,5
SECA DE SANT PERE,BULGARIA,13
SECA DE SANT PERE,CHINA,4
SECA DE SANT PERE,COLOMBIA,14
SECA DE SANT PERE,CUBA,3
SECA DE SANT PERE,ECUADOR,7
SECA DE SANT PERE,ESLOVAQUIA,3
SECA DE SANT PERE,FRANCIA,1
SECA DE SANT PERE,GAMBIA,39
SECA DE SANT PERE,GHANA,7
SECA DE SANT PERE,GRECIA,1
SECA DE SANT PERE,GUINEA,6
SECA DE SANT PERE,GUINEA BISSAU,1
SECA DE SANT PERE,GUINEA ECUATORIA,3
SECA DE SANT PERE,HONDURAS,4
SECA DE SANT PERE,INDIA,5
SECA DE SANT PERE,MADAGASCAR,1
SECA DE SANT PERE,MALI,3
SECA DE SANT PERE,MARRUECOS,200
SECA DE SANT PERE,MAURITANIA,2
SECA DE SANT PERE,NIGER,1
SECA DE SANT PERE,NIGERIA,41
SECA DE SANT PERE,PAISES BAJOS,2
SECA DE SANT PERE,PAKISTAN,8
SECA DE SANT PERE,PERU,3
SECA DE SANT PERE,POLONIA,5
SECA DE SANT PERE,PORTUGAL,7
SECA DE SANT PERE,REINO UNIDO G.B.,1
SECA DE SANT PERE,REP.DOMINICANA,6
SECA DE SANT PERE,RUMANIA,119
SECA DE SANT PERE,RUSIA,6
SECA DE SANT PERE,SENEGAL,36
SECA DE SANT PERE,TUNEZ,2
SECA DE SANT PERE,UCRANIA,4
SECA DE SANT PERE,URUGUAY,1
SECA DE SANT PERE,VENEZUELA,1
PARDINYES,AFGANISTAN,1
PARDINYES,ALEMANIA,7
PARDINYES,ANGOLA,5
PARDINYES,ARGELIA,108
PARDINYES,ARGENTINA,14
PARDINYES,AUSTRIA,3
PARDINYES,BELGICA,3
PARDINYES,BENIN,1
PARDINYES,BOLIVIA,13
PARDINYES,BRASIL,34
PARDINYES,BULGARIA,112
PARDINYES,BURKINA FASSO,1
PARDINYES,CAMERUN,13
PARDINYES,CHILE,3
PARDINYES,CHINA,66
PARDINYES,COLOMBIA,57
PARDINYES,CONGO,8
PARDINYES,COSTA DE MARFIL,4
PARDINYES,CROACIA,1
PARDINYES,CUBA,5
PARDINYES,DOMINICA,1
PARDINYES,E.E.UNIDOS AMERI,2
PARDINYES,ECUADOR,10
PARDINYES,EGIPTO,5
PARDINYES,EL SALVADOR,1
PARDINYES,ESLOVAQUIA,1
PARDINYES,FILIPINAS,1
PARDINYES,FRANCIA,10
PARDINYES,GAMBIA,77
PARDINYES,GEORGIA,4
PARDINYES,GHANA,25
PARDINYES,GRECIA,1
PARDINYES,GUINEA,22
PARDINYES,GUINEA BISSAU,11
PARDINYES,GUINEA ECUATORIA,7
PARDINYES,HONDURAS,6
PARDINYES,HUNGRIA,3
PARDINYES,INDIA,92
PARDINYES,IRLANDA,1
PARDINYES,ITALIA,24
PARDINYES,LETONIA,4
PARDINYES,LIBERIA,2
PARDINYES,LITUANIA,7
PARDINYES,MALI,43
PARDINYES,MARRUECOS,359
PARDINYES,MAURITANIA,10
PARDINYES,MEXICO,2
PARDINYES,MOLDAVIA,2
PARDINYES,NICARAGUA,3
PARDINYES,NIGERIA,68
PARDINYES,PAISES BAJOS,5
PARDINYES,PAKISTAN,30
PARDINYES,PANAMA,1
PARDINYES,PARAGUAY,1
PARDINYES,PERU,10
PARDINYES,POLONIA,26
PARDINYES,PORTUGAL,13
PARDINYES,REP.CHECA,1
PARDINYES,REP.DEMOCR.CONGO,2
PARDINYES,REP.DOMINICANA,17
PARDINYES,RUMANIA,526
PARDINYES,RUSIA,29
PARDINYES,SENEGAL,77
PARDINYES,SERBIA,3
PARDINYES,SUECIA,1
PARDINYES,SUIZA,1
PARDINYES,TOGO,1
PARDINYES,UCRANIA,30
PARDINYES,URUGUAY,4
PARDINYES,VENEZUELA,8
PARDINYES,YUGOSLAVIA,1
CAPPONT,ALBANIA,1
CAPPONT,ALEMANIA,4
CAPPONT,ANDORRA,1
CAPPONT,ANGOLA,4
CAPPONT,ARGELIA,99
CAPPONT,ARGENTINA,21
CAPPONT,AUSTRIA,2
CAPPONT,BELGICA,1
CAPPONT,BOLIVIA,24
CAPPONT,BOSNIA-HERZEGOVI,4
CAPPONT,BRASIL,58
CAPPONT,BULGARIA,59
CAPPONT,BURKINA FASSO,3
CAPPONT,CAMERUN,10
CAPPONT,CHILE,10
CAPPONT,CHINA,56
CAPPONT,COLOMBIA,72
CAPPONT,CONGO,2
CAPPONT,COSTA DE MARFIL,7
CAPPONT,CROACIA,1
CAPPONT,CUBA,7
CAPPONT,DOMINICA,2
CAPPONT,E.E.UNIDOS AMERI,2
CAPPONT,ECUADOR,16
CAPPONT,EGIPTO,14
CAPPONT,EL SALVADOR,1
CAPPONT,ESLOVAQUIA,2
CAPPONT,ESLOVENIA,1
CAPPONT,FRANCIA,9
CAPPONT,GAMBIA,18
CAPPONT,GHANA,27
CAPPONT,GUINEA,26
CAPPONT,GUINEA BISSAU,1
CAPPONT,GUINEA ECUATORIA,5
CAPPONT,INDIA,11
CAPPONT,IRLANDA,1
CAPPONT,ITALIA,32
CAPPONT,JAPON,1
CAPPONT,LETONIA,3
CAPPONT,LITUANIA,6
CAPPONT,MALASIA,1
CAPPONT,MALI,47
CAPPONT,MALTA,1
CAPPONT,MARRUECOS,180
CAPPONT,MAURITANIA,1
CAPPONT,MEXICO,4
CAPPONT,MOLDAVIA,18
CAPPONT,NICARAGUA,1
CAPPONT,NIGERIA,76
CAPPONT,PAISES BAJOS,5
CAPPONT,PAKISTAN,13
CAPPONT,PARAGUAY,3
CAPPONT,PERU,29
CAPPONT,POLONIA,43
CAPPONT,PORTUGAL,19
CAPPONT,REINO UNIDO G.B.,5
CAPPONT,REP.CHECA,1
CAPPONT,REP.DOMINICANA,24
CAPPONT,RUMANIA,715
CAPPONT,RUSIA,24
CAPPONT,SENEGAL,47
CAPPONT,SERBIA,14
CAPPONT,SIERRA LEONA,1
CAPPONT,SUECIA,1
CAPPONT,SUIZA,1
CAPPONT,TOGO,4
CAPPONT,TUNEZ,1
CAPPONT,TURQUIA,2
CAPPONT,UCRANIA,69
CAPPONT,URUGUAY,3
CAPPONT,VENEZUELA,7
LA BORDETA,ALEMANIA,5
LA BORDETA,ANDORRA,5
LA BORDETA,ANGOLA,5
LA BORDETA,ARGELIA,69
LA BORDETA,ARGENTINA,37
LA BORDETA,AUSTRIA,1
LA BORDETA,BANGLADESH,4
LA BORDETA,BELGICA,2
LA BORDETA,BIELORRUSIA,4
LA BORDETA,BOLIVIA,14
LA BORDETA,BOSNIA-HERZEGOVI,1
LA BORDETA,BRASIL,44
LA BORDETA,BULGARIA,46
LA BORDETA,CAMERUN,15
LA BORDETA,CHILE,3
LA BORDETA,CHINA,21
LA BORDETA,COLOMBIA,50
LA BORDETA,CONGO,1
LA BORDETA,COSTA DE MARFIL,22
LA BORDETA,CUBA,13
LA BORDETA,DOMINICA,1
LA BORDETA,E.E.UNIDOS AMERI,3
LA BORDETA,ECUADOR,13
LA BORDETA,EGIPTO,8
LA BORDETA,ESLOVAQUIA,6
LA BORDETA,FRANCIA,7
LA BORDETA,GAMBIA,14
LA BORDETA,GHANA,12
LA BORDETA,GUINEA,11
LA BORDETA,GUINEA BISSAU,2
LA BORDETA,GUINEA ECUATORIA,3
LA BORDETA,HONDURAS,1
LA BORDETA,HUNGRIA,1
LA BORDETA,INDIA,5
LA BORDETA,ITALIA,18
LA BORDETA,LETONIA,3
LA BORDETA,LITUANIA,3
LA BORDETA,MALI,8
LA BORDETA,MARRUECOS,406
LA BORDETA,MAURITANIA,5
LA BORDETA,MEXICO,4
LA BORDETA,MOLDAVIA,11
LA BORDETA,NICARAGUA,1
LA BORDETA,NIGERIA,50
LA BORDETA,PAISES BAJOS,4
LA BORDETA,PAKISTAN,4
LA BORDETA,PARAGUAY,12
LA BORDETA,PERU,8
LA BORDETA,POLONIA,23
LA BORDETA,PORTUGAL,25
LA BORDETA,REINO UNIDO G.B.,3
LA BORDETA,REP.CHECA,1
LA BORDETA,REP.DOMINICANA,16
LA BORDETA,RUMANIA,462
LA BORDETA,RUSIA,17
LA BORDETA,SENEGAL,56
LA BORDETA,SIRIA,1
LA BORDETA,SUIZA,2
LA BORDETA,TUNEZ,4
LA BORDETA,UCRANIA,41
LA BORDETA,URUGUAY,7
LA BORDETA,VENEZUELA,5
MAGRANERS,ALEMANIA,2
MAGRANERS,ANGOLA,1
MAGRANERS,ARGELIA,18
MAGRANERS,ARGENTINA,3
MAGRANERS,BOLIVIA,5
MAGRANERS,BRASIL,10
MAGRANERS,BULGARIA,10
MAGRANERS,CAMERUN,4
MAGRANERS,CHILE,2
MAGRANERS,COLOMBIA,12
MAGRANERS,COSTA DE MARFIL,1
MAGRANERS,CUBA,7
MAGRANERS,EGIPTO,4
MAGRANERS,ESLOVAQUIA,6
MAGRANERS,FRANCIA,3
MAGRANERS,GAMBIA,1
MAGRANERS,GHANA,2
MAGRANERS,GUINEA,1
MAGRANERS,GUINEA BISSAU,1
MAGRANERS,GUINEA ECUATORIA,2
MAGRANERS,HONDURAS,1
MAGRANERS,INDIA,1
MAGRANERS,ITALIA,5
MAGRANERS,LITUANIA,2
MAGRANERS,MALI,2
MAGRANERS,MARRUECOS,21
MAGRANERS,MEXICO,1
MAGRANERS,PERU,1
MAGRANERS,POLONIA,14
MAGRANERS,PORTUGAL,11
MAGRANERS,REP.CHECA,1
MAGRANERS,REP.DOMINICANA,3
MAGRANERS,RUMANIA,80
MAGRANERS,SENEGAL,20
MAGRANERS,VENEZUELA,1
CAPPONT-POLIGON-VILANOV.,ARGELIA,21
CAPPONT-POLIGON-VILANOV.,ARGENTINA,5
CAPPONT-POLIGON-VILANOV.,BIELORRUSIA,1
CAPPONT-POLIGON-VILANOV.,BOLIVIA,4
CAPPONT-POLIGON-VILANOV.,BRASIL,22
CAPPONT-POLIGON-VILANOV.,BULGARIA,25
CAPPONT-POLIGON-VILANOV.,CAMERUN,6
CAPPONT-POLIGON-VILANOV.,CHILE,1
CAPPONT-POLIGON-VILANOV.,CHINA,7
CAPPONT-POLIGON-VILANOV.,COLOMBIA,14
CAPPONT-POLIGON-VILANOV.,CONGO,1
CAPPONT-POLIGON-VILANOV.,COSTA DE MARFIL,4
CAPPONT-POLIGON-VILANOV.,CROACIA,5
CAPPONT-POLIGON-VILANOV.,ECUADOR,1
CAPPONT-POLIGON-VILANOV.,EGIPTO,4
CAPPONT-POLIGON-VILANOV.,ESLOVAQUIA,1
CAPPONT-POLIGON-VILANOV.,FINLANDIA,1
CAPPONT-POLIGON-VILANOV.,FRANCIA,2
CAPPONT-POLIGON-VILANOV.,GAMBIA,18
CAPPONT-POLIGON-VILANOV.,GEORGIA,1
CAPPONT-POLIGON-VILANOV.,GHANA,1
CAPPONT-POLIGON-VILANOV.,GUINEA,3
CAPPONT-POLIGON-VILANOV.,GUINEA BISSAU,1
CAPPONT-POLIGON-VILANOV.,GUINEA ECUATORIA,2
CAPPONT-POLIGON-VILANOV.,INDIA,1
CAPPONT-POLIGON-VILANOV.,ITALIA,15
CAPPONT-POLIGON-VILANOV.,MALI,23
CAPPONT-POLIGON-VILANOV.,MARRUECOS,66
CAPPONT-POLIGON-VILANOV.,MEXICO,2
CAPPONT-POLIGON-VILANOV.,NIGERIA,12
CAPPONT-POLIGON-VILANOV.,PAISES BAJOS,2
CAPPONT-POLIGON-VILANOV.,PAKISTAN,1
CAPPONT-POLIGON-VILANOV.,PANAMA,1
CAPPONT-POLIGON-VILANOV.,PARAGUAY,2
CAPPONT-POLIGON-VILANOV.,PERU,1
CAPPONT-POLIGON-VILANOV.,POLONIA,10
CAPPONT-POLIGON-VILANOV.,PORTUGAL,1
CAPPONT-POLIGON-VILANOV.,REINO UNIDO G.B.,3
CAPPONT-POLIGON-VILANOV.,REP.DOMINICANA,4
CAPPONT-POLIGON-VILANOV.,RUMANIA,148
CAPPONT-POLIGON-VILANOV.,RUSIA,2
CAPPONT-POLIGON-VILANOV.,SENEGAL,16
CAPPONT-POLIGON-VILANOV.,TUNEZ,3
CAPPONT-POLIGON-VILANOV.,UCRANIA,31
CAPPONT-POLIGON-VILANOV.,URUGUAY,2
CAPPONT-POLIGON-VILANOV.,VENEZUELA,2
BUTSENIT,ARGELIA,2
BUTSENIT,ARGENTINA,2
BUTSENIT,BIELORRUSIA,2
BUTSENIT,BOLIVIA,2
BUTSENIT,BRASIL,5
BUTSENIT,BULGARIA,1
BUTSENIT,CAMERUN,2
BUTSENIT,COLOMBIA,2
BUTSENIT,CUBA,1
BUTSENIT,ECUADOR,1
BUTSENIT,FILIPINAS,1
BUTSENIT,FRANCIA,2
BUTSENIT,GAMBIA,1
BUTSENIT,GUINEA,1
BUTSENIT,INDIA,4
BUTSENIT,ITALIA,1
BUTSENIT,LITUANIA,1
BUTSENIT,MALI,7
BUTSENIT,MARRUECOS,12
BUTSENIT,MOLDAVIA,1
BUTSENIT,PAKISTAN,1
BUTSENIT,POLONIA,1
BUTSENIT,REINO UNIDO G.B.,1
BUTSENIT,RUMANIA,27
BUTSENIT,RUSIA,2
BUTSENIT,SENEGAL,1
BUTSENIT,UCRANIA,2
BUTSENIT,VENEZUELA,3
TORRES DE SANUI,ALEMANIA,1
TORRES DE SANUI,ARGENTINA,2
TORRES DE SANUI,BELGICA,3
TORRES DE SANUI,BOSNIA-HERZEGOVI,1
TORRES DE SANUI,BRASIL,10
TORRES DE SANUI,BULGARIA,2
TORRES DE SANUI,COLOMBIA,6
TORRES DE SANUI,ESLOVAQUIA,1
TORRES DE SANUI,FRANCIA,4
TORRES DE SANUI,GAMBIA,3
TORRES DE SANUI,GUINEA,2
TORRES DE SANUI,GUINEA ECUATORIA,1
TORRES DE SANUI,ITALIA,8
TORRES DE SANUI,LITUANIA,2
TORRES DE SANUI,MALI,1
TORRES DE SANUI,MARRUECOS,6
TORRES DE SANUI,POLONIA,2
TORRES DE SANUI,PORTUGAL,3
TORRES DE SANUI,REINO UNIDO G.B.,3
TORRES DE SANUI,RUMANIA,27
TORRES DE SANUI,RUSIA,6
TORRES DE SANUI,SENEGAL,1
TORRES DE SANUI,VENEZUELA,1
"BASSES D,ALPICAT",ALEMANIA,2
"BASSES D,ALPICAT",ARGELIA,2
"BASSES D,ALPICAT",BELGICA,1
"BASSES D,ALPICAT",BRASIL,7
"BASSES D,ALPICAT",BULGARIA,6
"BASSES D,ALPICAT",BURKINA FASSO,1
"BASSES D,ALPICAT",CROACIA,4
"BASSES D,ALPICAT",CUBA,1
"BASSES D,ALPICAT",DINAMARCA,2
"BASSES D,ALPICAT",EGIPTO,1
"BASSES D,ALPICAT",ESLOVENIA,1
"BASSES D,ALPICAT",GAMBIA,3
"BASSES D,ALPICAT",GHANA,1
"BASSES D,ALPICAT",GRECIA,1
"BASSES D,ALPICAT",GUINEA ECUATORIA,1
"BASSES D,ALPICAT",HONDURAS,1
"BASSES D,ALPICAT",ITALIA,2
"BASSES D,ALPICAT",MARRUECOS,2
"BASSES D,ALPICAT",MAURITANIA,4
"BASSES D,ALPICAT",MEXICO,3
"BASSES D,ALPICAT",NICARAGUA,1
"BASSES D,ALPICAT",NIGERIA,1
"BASSES D,ALPICAT",PARAGUAY,1
"BASSES D,ALPICAT",POLONIA,3
"BASSES D,ALPICAT",PORTUGAL,1
"BASSES D,ALPICAT",REP.DOMINICANA,1
"BASSES D,ALPICAT",RUMANIA,20
"BASSES D,ALPICAT",RUSIA,5
"BASSES D,ALPICAT",SENEGAL,1
"BASSES D,ALPICAT",SERBIA,2
"BASSES D,ALPICAT",SUECIA,1
"BASSES D,ALPICAT",UCRANIA,3
"BASSES D,ALPICAT",VENEZUELA,1
LLIVIA,ARGELIA,5
LLIVIA,BOLIVIA,2
LLIVIA,BRASIL,8
LLIVIA,BULGARIA,1
LLIVIA,CAMERUN,2
LLIVIA,CHINA,4
LLIVIA,COLOMBIA,4
LLIVIA,ESLOVAQUIA,1
LLIVIA,FRANCIA,1
LLIVIA,ITALIA,1
LLIVIA,LITUANIA,5
LLIVIA,MARRUECOS,4
LLIVIA,MEXICO,3
LLIVIA,PARAGUAY,2
LLIVIA,PERU,3
LLIVIA,PORTUGAL,1
LLIVIA,REP.CHECA,5
LLIVIA,REP.COREA,1
LLIVIA,REP.DOMINICANA,1
LLIVIA,RUMANIA,53
LLIVIA,RUSIA,2
LLIVIA,SENEGAL,4
RAIMAT - SUCHS,BOLIVIA,2
RAIMAT - SUCHS,BRASIL,1
RAIMAT - SUCHS,COLOMBIA,1
RAIMAT - SUCHS,GHANA,2
RAIMAT - SUCHS,MARRUECOS,10
RAIMAT - SUCHS,POLONIA,8
RAIMAT - SUCHS,PORTUGAL,2
RAIMAT - SUCHS,REINO UNIDO G.B.,1
RAIMAT - SUCHS,RUMANIA,17
RAIMAT - SUCHS,UCRANIA,1
