NOM BARRI,PAIS,TOTAL
RAMBLA FERRAN - ESTACIO,LETONIA,3
RAMBLA FERRAN - ESTACIO,LITUANIA,5
RAMBLA FERRAN - ESTACIO,MALI,36
RAMBLA FERRAN - ESTACIO,MARRUECOS,262
RAMBLA FERRAN - ESTACIO,MAURITANIA,5
RAMBLA FERRAN - ESTACIO,MOLDAVIA,1
RAMBLA FERRAN - ESTACIO,NICARAGUA,1
RAMBLA FERRAN - ESTACIO,NIGERIA,43
RAMBLA FERRAN - ESTACIO,NORUEGA,1
RAMBLA FERRAN - ESTACIO,PAISES BAJOS,2
RAMBLA FERRAN - ESTACIO,PAKISTAN,31
RAMBLA FERRAN - ESTACIO,PARAGUAY,2
RAMBLA FERRAN - ESTACIO,PERU,13
RAMBLA FERRAN - ESTACIO,POLONIA,64
RAMBLA FERRAN - ESTACIO,PORTUGAL,11
RAMBLA FERRAN - ESTACIO,REINO UNIDO G.B.,1
RAMBLA FERRAN - ESTACIO,REP.COREA,2
RAMBLA FERRAN - ESTACIO,REP.DOMINICANA,23
RAMBLA FERRAN - ESTACIO,RUMANIA,328
RAMBLA FERRAN - ESTACIO,RUSIA,14
RAMBLA FERRAN - ESTACIO,SENEGAL,63
RAMBLA FERRAN - ESTACIO,SIRIA,1
RAMBLA FERRAN - ESTACIO,SUECIA,1
RAMBLA FERRAN - ESTACIO,SUIZA,1
RAMBLA FERRAN - ESTACIO,TUNEZ,1
RAMBLA FERRAN - ESTACIO,TURQUIA,1
RAMBLA FERRAN - ESTACIO,UCRANIA,34
RAMBLA FERRAN - ESTACIO,URUGUAY,5
RAMBLA FERRAN - ESTACIO,VENEZUELA,6
UNIVERSITAT,ALEMANIA,6
UNIVERSITAT,ANDORRA,3
UNIVERSITAT,ANGOLA,2
UNIVERSITAT,ARGELIA,108
UNIVERSITAT,ARGENTINA,18
UNIVERSITAT,AUSTRIA,1
UNIVERSITAT,BANGLADESH,2
UNIVERSITAT,BIELORRUSIA,2
UNIVERSITAT,BOLIVIA,99
UNIVERSITAT,BRASIL,84
UNIVERSITAT,BULGARIA,30
UNIVERSITAT,BURKINA FASSO,7
UNIVERSITAT,CAMERUN,10
UNIVERSITAT,CENTROAFRICANA,1
UNIVERSITAT,CHILE,4
UNIVERSITAT,CHINA,168
UNIVERSITAT,COLOMBIA,101
UNIVERSITAT,CONGO,1
UNIVERSITAT,COSTA DE MARFIL,5
UNIVERSITAT,CROACIA,2
UNIVERSITAT,CUBA,19
UNIVERSITAT,E.E.UNIDOS AMERI,6
UNIVERSITAT,ECUADOR,36
UNIVERSITAT,EGIPTO,11
UNIVERSITAT,ESLOVAQUIA,3
UNIVERSITAT,ESTONIA,1
UNIVERSITAT,FILIPINAS,1
UNIVERSITAT,FRANCIA,9
UNIVERSITAT,GAMBIA,21
UNIVERSITAT,GEORGIA,1
UNIVERSITAT,GHANA,11
UNIVERSITAT,GRECIA,3
UNIVERSITAT,GUINEA,46
UNIVERSITAT,GUINEA BISSAU,2
UNIVERSITAT,GUINEA ECUATORIA,18
UNIVERSITAT,HONDURAS,4
UNIVERSITAT,HUNGRIA,2
UNIVERSITAT,INDIA,3
UNIVERSITAT,ITALIA,41
UNIVERSITAT,JAPON,1
UNIVERSITAT,LETONIA,12
UNIVERSITAT,LITUANIA,8
UNIVERSITAT,MALI,43
UNIVERSITAT,MARRUECOS,404
UNIVERSITAT,MAURITANIA,15
UNIVERSITAT,MEXICO,24
UNIVERSITAT,NICARAGUA,2
UNIVERSITAT,NIGERIA,35
UNIVERSITAT,PAISES BAJOS,4
UNIVERSITAT,PAKISTAN,14
UNIVERSITAT,PARAGUAY,5
UNIVERSITAT,PERU,17
UNIVERSITAT,POLONIA,22
UNIVERSITAT,PORTUGAL,17
UNIVERSITAT,REINO UNIDO G.B.,12
UNIVERSITAT,REP.CHECA,1
UNIVERSITAT,REP.COREA,3
UNIVERSITAT,REP.DOMINICANA,36
UNIVERSITAT,RUANDA,1
UNIVERSITAT,RUMANIA,667
UNIVERSITAT,RUSIA,34
UNIVERSITAT,SENEGAL,46
UNIVERSITAT,SERBIA,3
UNIVERSITAT,SUECIA,1
UNIVERSITAT,TANZANIA,1
UNIVERSITAT,TOGO,1
UNIVERSITAT,TUNEZ,1
UNIVERSITAT,TURQUIA,1
UNIVERSITAT,UCRANIA,56
UNIVERSITAT,URUGUAY,1
UNIVERSITAT,VENEZUELA,22
UNIVERSITAT,YEMEN,2
UNIVERSITAT,YUGOSLAVIA,1
PRINCEP DE VIANA - CLOT,ALEMANIA,5
PRINCEP DE VIANA - CLOT,ANGOLA,4
PRINCEP DE VIANA - CLOT,ARGELIA,173
PRINCEP DE VIANA - CLOT,ARGENTINA,17
PRINCEP DE VIANA - CLOT,ARMENIA,5
PRINCEP DE VIANA - CLOT,AUSTRIA,5
PRINCEP DE VIANA - CLOT,BELGICA,1
PRINCEP DE VIANA - CLOT,BIELORRUSIA,1
PRINCEP DE VIANA - CLOT,BOLIVIA,80
PRINCEP DE VIANA - CLOT,BRASIL,57
PRINCEP DE VIANA - CLOT,BULGARIA,76
PRINCEP DE VIANA - CLOT,BURKINA FASSO,9
PRINCEP DE VIANA - CLOT,CAMERUN,39
PRINCEP DE VIANA - CLOT,CHILE,5
PRINCEP DE VIANA - CLOT,CHINA,241
PRINCEP DE VIANA - CLOT,COLOMBIA,63
PRINCEP DE VIANA - CLOT,CONGO,5
PRINCEP DE VIANA - CLOT,COSTA DE MARFIL,9
PRINCEP DE VIANA - CLOT,CUBA,6
PRINCEP DE VIANA - CLOT,DOMINICA,1
PRINCEP DE VIANA - CLOT,E.E.UNIDOS AMERI,1
PRINCEP DE VIANA - CLOT,ECUADOR,36
PRINCEP DE VIANA - CLOT,EGIPTO,9
PRINCEP DE VIANA - CLOT,ESLOVAQUIA,4
PRINCEP DE VIANA - CLOT,ESLOVENIA,1
PRINCEP DE VIANA - CLOT,FINLANDIA,1
PRINCEP DE VIANA - CLOT,FRANCIA,5
PRINCEP DE VIANA - CLOT,GAMBIA,80
PRINCEP DE VIANA - CLOT,GEORGIA,4
PRINCEP DE VIANA - CLOT,GHANA,36
PRINCEP DE VIANA - CLOT,GRECIA,1
PRINCEP DE VIANA - CLOT,GUINEA,39
PRINCEP DE VIANA - CLOT,GUINEA BISSAU,5
PRINCEP DE VIANA - CLOT,GUINEA ECUATORIA,20
PRINCEP DE VIANA - CLOT,HONDURAS,12
PRINCEP DE VIANA - CLOT,INDIA,47
PRINCEP DE VIANA - CLOT,IRLANDA,1
PRINCEP DE VIANA - CLOT,ITALIA,31
PRINCEP DE VIANA - CLOT,JORDANIA,1
PRINCEP DE VIANA - CLOT,LETONIA,3
PRINCEP DE VIANA - CLOT,LIBERIA,1
PRINCEP DE VIANA - CLOT,LITUANIA,13
PRINCEP DE VIANA - CLOT,MALI,51
PRINCEP DE VIANA - CLOT,MARRUECOS,605
PRINCEP DE VIANA - CLOT,MAURITANIA,18
PRINCEP DE VIANA - CLOT,MEXICO,3
PRINCEP DE VIANA - CLOT,MOLDAVIA,9
PRINCEP DE VIANA - CLOT,NICARAGUA,1
PRINCEP DE VIANA - CLOT,NIGER,1
PRINCEP DE VIANA - CLOT,NIGERIA,56
PRINCEP DE VIANA - CLOT,PAISES BAJOS,7
PRINCEP DE VIANA - CLOT,PAKISTAN,70
PRINCEP DE VIANA - CLOT,PARAGUAY,5
PRINCEP DE VIANA - CLOT,PERU,22
PRINCEP DE VIANA - CLOT,POLONIA,36
PRINCEP DE VIANA - CLOT,PORTUGAL,24
PRINCEP DE VIANA - CLOT,REINO UNIDO G.B.,12
PRINCEP DE VIANA - CLOT,REP.COREA,1
PRINCEP DE VIANA - CLOT,REP.DEMOCR.CONGO,1
PRINCEP DE VIANA - CLOT,REP.DOMINICANA,67
PRINCEP DE VIANA - CLOT,RUMANIA,850
PRINCEP DE VIANA - CLOT,RUSIA,41
PRINCEP DE VIANA - CLOT,SENEGAL,121
PRINCEP DE VIANA - CLOT,SERBIA,5
PRINCEP DE VIANA - CLOT,SIERRA LEONA,1
PRINCEP DE VIANA - CLOT,SIRIA,2
PRINCEP DE VIANA - CLOT,SUECIA,4
PRINCEP DE VIANA - CLOT,TOGO,5
PRINCEP DE VIANA - CLOT,TUNEZ,10
PRINCEP DE VIANA - CLOT,UCRANIA,116
PRINCEP DE VIANA - CLOT,URUGUAY,7
PRINCEP DE VIANA - CLOT,VENEZUELA,9
INSTITUTS - TEMPLERS,ALBANIA,2
INSTITUTS - TEMPLERS,ALEMANIA,3
INSTITUTS - TEMPLERS,ANGOLA,2
INSTITUTS - TEMPLERS,ARGELIA,42
INSTITUTS - TEMPLERS,ARGENTINA,9
INSTITUTS - TEMPLERS,ARMENIA,2
INSTITUTS - TEMPLERS,BANGLADESH,1
INSTITUTS - TEMPLERS,BELGICA,1
INSTITUTS - TEMPLERS,BIELORRUSIA,1
INSTITUTS - TEMPLERS,BOLIVIA,40
INSTITUTS - TEMPLERS,BRASIL,34
INSTITUTS - TEMPLERS,BULGARIA,14
INSTITUTS - TEMPLERS,BURKINA FASSO,4
INSTITUTS - TEMPLERS,CAMERUN,13
INSTITUTS - TEMPLERS,CHILE,6
INSTITUTS - TEMPLERS,CHINA,93
INSTITUTS - TEMPLERS,CHIPRE,1
INSTITUTS - TEMPLERS,COLOMBIA,32
INSTITUTS - TEMPLERS,COSTA DE MARFIL,6
INSTITUTS - TEMPLERS,CROACIA,1
INSTITUTS - TEMPLERS,CUBA,4
INSTITUTS - TEMPLERS,E.E.UNIDOS AMERI,2
INSTITUTS - TEMPLERS,ECUADOR,26
INSTITUTS - TEMPLERS,EGIPTO,6
INSTITUTS - TEMPLERS,ESLOVAQUIA,1
INSTITUTS - TEMPLERS,FRANCIA,8
INSTITUTS - TEMPLERS,GAMBIA,15
INSTITUTS - TEMPLERS,GEORGIA,7
INSTITUTS - TEMPLERS,GHANA,15
INSTITUTS - TEMPLERS,GRECIA,3
INSTITUTS - TEMPLERS,GUINEA,24
INSTITUTS - TEMPLERS,GUINEA BISSAU,2
INSTITUTS - TEMPLERS,GUINEA ECUATORIA,4
INSTITUTS - TEMPLERS,HONDURAS,6
INSTITUTS - TEMPLERS,HUNGRIA,3
INSTITUTS - TEMPLERS,INDIA,2
INSTITUTS - TEMPLERS,IRLANDA,1
INSTITUTS - TEMPLERS,ISRAEL,1
INSTITUTS - TEMPLERS,ITALIA,17
INSTITUTS - TEMPLERS,LETONIA,2
INSTITUTS - TEMPLERS,LITUANIA,7
INSTITUTS - TEMPLERS,MALI,25
INSTITUTS - TEMPLERS,MARRUECOS,166
INSTITUTS - TEMPLERS,MAURITANIA,5
INSTITUTS - TEMPLERS,MEXICO,5
INSTITUTS - TEMPLERS,MOLDAVIA,4
INSTITUTS - TEMPLERS,MONTENEGRO,1
INSTITUTS - TEMPLERS,NIGER,5
INSTITUTS - TEMPLERS,NIGERIA,26
INSTITUTS - TEMPLERS,PAISES BAJOS,3
INSTITUTS - TEMPLERS,PAKISTAN,11
INSTITUTS - TEMPLERS,PANAMA,1
INSTITUTS - TEMPLERS,PARAGUAY,4
INSTITUTS - TEMPLERS,PERU,6
INSTITUTS - TEMPLERS,POLONIA,30
INSTITUTS - TEMPLERS,PORTUGAL,10
INSTITUTS - TEMPLERS,REINO UNIDO G.B.,3
INSTITUTS - TEMPLERS,REP.CHECA,2
INSTITUTS - TEMPLERS,REP.COREA,3
INSTITUTS - TEMPLERS,REP.DOMINICANA,19
INSTITUTS - TEMPLERS,RUMANIA,278
INSTITUTS - TEMPLERS,RUSIA,12
INSTITUTS - TEMPLERS,SENEGAL,36
INSTITUTS - TEMPLERS,SERBIA,5
INSTITUTS - TEMPLERS,SIERRA LEONA,2
INSTITUTS - TEMPLERS,SIRIA,1
INSTITUTS - TEMPLERS,SUIZA,1
INSTITUTS - TEMPLERS,TOGO,1
INSTITUTS - TEMPLERS,TUNEZ,1
INSTITUTS - TEMPLERS,UCRANIA,6
INSTITUTS - TEMPLERS,URUGUAY,5
INSTITUTS - TEMPLERS,UZBEKISTAN,1
INSTITUTS - TEMPLERS,VENEZUELA,5
INSTITUTS - TEMPLERS,YUGOSLAVIA,1
XALETS - HUMBERT TORRES,ALEMANIA,3
XALETS - HUMBERT TORRES,ARGELIA,30
XALETS - HUMBERT TORRES,ARGENTINA,13
XALETS - HUMBERT TORRES,AUSTRIA,2
XALETS - HUMBERT TORRES,BANGLADESH,1
XALETS - HUMBERT TORRES,BOLIVIA,29
XALETS - HUMBERT TORRES,BRASIL,26
XALETS - HUMBERT TORRES,BULGARIA,14
XALETS - HUMBERT TORRES,BURKINA FASSO,1
XALETS - HUMBERT TORRES,CABO VERDE,1
XALETS - HUMBERT TORRES,CAMERUN,2
XALETS - HUMBERT TORRES,CHILE,1
XALETS - HUMBERT TORRES,CHINA,83
XALETS - HUMBERT TORRES,COLOMBIA,18
XALETS - HUMBERT TORRES,CONGO,1
XALETS - HUMBERT TORRES,COSTA DE MARFIL,2
XALETS - HUMBERT TORRES,CUBA,2
XALETS - HUMBERT TORRES,DOMINICA,1
XALETS - HUMBERT TORRES,ECUADOR,28
XALETS - HUMBERT TORRES,EGIPTO,1
XALETS - HUMBERT TORRES,ESLOVAQUIA,1
XALETS - HUMBERT TORRES,FINLANDIA,1
XALETS - HUMBERT TORRES,FRANCIA,2
XALETS - HUMBERT TORRES,GAMBIA,18
XALETS - HUMBERT TORRES,GEORGIA,8
XALETS - HUMBERT TORRES,GHANA,2
XALETS - HUMBERT TORRES,GUINEA,17
XALETS - HUMBERT TORRES,GUINEA BISSAU,4
XALETS - HUMBERT TORRES,GUINEA ECUATORIA,7
XALETS - HUMBERT TORRES,HONDURAS,6
XALETS - HUMBERT TORRES,INDIA,8
XALETS - HUMBERT TORRES,IRAN,1
XALETS - HUMBERT TORRES,ITALIA,9
XALETS - HUMBERT TORRES,LIBERIA,1
XALETS - HUMBERT TORRES,LITUANIA,3
XALETS - HUMBERT TORRES,MALI,20
XALETS - HUMBERT TORRES,MARRUECOS,95
XALETS - HUMBERT TORRES,MAURITANIA,5
XALETS - HUMBERT TORRES,MEXICO,1
XALETS - HUMBERT TORRES,MOLDAVIA,6
XALETS - HUMBERT TORRES,NICARAGUA,1
XALETS - HUMBERT TORRES,NIGER,2
XALETS - HUMBERT TORRES,NIGERIA,18
XALETS - HUMBERT TORRES,PAISES BAJOS,1
XALETS - HUMBERT TORRES,PAKISTAN,27
XALETS - HUMBERT TORRES,PANAMA,1
XALETS - HUMBERT TORRES,PARAGUAY,4
XALETS - HUMBERT TORRES,PERU,11
XALETS - HUMBERT TORRES,POLONIA,12
XALETS - HUMBERT TORRES,PORTUGAL,14
XALETS - HUMBERT TORRES,REINO UNIDO G.B.,8
XALETS - HUMBERT TORRES,REP.CHECA,1
XALETS - HUMBERT TORRES,REP.DOMINICANA,20
XALETS - HUMBERT TORRES,RUMANIA,203
XALETS - HUMBERT TORRES,RUSIA,12
XALETS - HUMBERT TORRES,SENEGAL,30
XALETS - HUMBERT TORRES,SIERRA LEONA,1
XALETS - HUMBERT TORRES,SUECIA,1
XALETS - HUMBERT TORRES,UCRANIA,14
XALETS - HUMBERT TORRES,VENEZUELA,1
"CAMP D,ESPORTS",ALEMANIA,1
"CAMP D,ESPORTS",ANDORRA,1
"CAMP D,ESPORTS",ARGELIA,35
"CAMP D,ESPORTS",ARGENTINA,5
"CAMP D,ESPORTS",BELGICA,1
"CAMP D,ESPORTS",BOLIVIA,28
"CAMP D,ESPORTS",BRASIL,14
"CAMP D,ESPORTS",BULGARIA,84
"CAMP D,ESPORTS",CAMERUN,5
"CAMP D,ESPORTS",CHILE,1
"CAMP D,ESPORTS",CHINA,16
"CAMP D,ESPORTS",CHIPRE,1
"CAMP D,ESPORTS",COLOMBIA,29
"CAMP D,ESPORTS",COSTA DE MARFIL,4
"CAMP D,ESPORTS",COSTA RICA,1
"CAMP D,ESPORTS",CROACIA,1
"CAMP D,ESPORTS",CUBA,5
"CAMP D,ESPORTS",ECUADOR,5
"CAMP D,ESPORTS",EGIPTO,5
"CAMP D,ESPORTS",FRANCIA,6
"CAMP D,ESPORTS",GAMBIA,6
"CAMP D,ESPORTS",GHANA,2
"CAMP D,ESPORTS",GUINEA,7
"CAMP D,ESPORTS",GUINEA ECUATORIA,1
"CAMP D,ESPORTS",HONDURAS,4
"CAMP D,ESPORTS",INDIA,10
"CAMP D,ESPORTS",IRAN,1
"CAMP D,ESPORTS",IRLANDA,2
"CAMP D,ESPORTS",ITALIA,6
"CAMP D,ESPORTS",LETONIA,2
"CAMP D,ESPORTS",MACEDONIA,4
"CAMP D,ESPORTS",MALI,7
"CAMP D,ESPORTS",MARRUECOS,40
"CAMP D,ESPORTS",MAURITANIA,2
"CAMP D,ESPORTS",MEXICO,11
"CAMP D,ESPORTS",MOLDAVIA,2
"CAMP D,ESPORTS",NEPAL,1
"CAMP D,ESPORTS",NICARAGUA,1
"CAMP D,ESPORTS",NIGER,4
"CAMP D,ESPORTS",NIGERIA,8
"CAMP D,ESPORTS",PAKISTAN,17
"CAMP D,ESPORTS",PARAGUAY,1
"CAMP D,ESPORTS",PERU,11
"CAMP D,ESPORTS",POLONIA,12
"CAMP D,ESPORTS",PORTUGAL,23
"CAMP D,ESPORTS",REINO UNIDO G.B.,5
"CAMP D,ESPORTS",REP.DOMINICANA,10
"CAMP D,ESPORTS",RUMANIA,229
"CAMP D,ESPORTS",RUSIA,19
"CAMP D,ESPORTS",SENEGAL,28
"CAMP D,ESPORTS",SERBIA,1
"CAMP D,ESPORTS",UCRANIA,28
"CAMP D,ESPORTS",URUGUAY,2
"CAMP D,ESPORTS",VENEZUELA,13
"CAMP D,ESPORTS",YUGOSLAVIA,1
JOC DE LA BOLA,ANDORRA,1
JOC DE LA BOLA,ARGELIA,13
JOC DE LA BOLA,ARGENTINA,1
JOC DE LA BOLA,BOLIVIA,1
JOC DE LA BOLA,BRASIL,12
JOC DE LA BOLA,BULGARIA,11
JOC DE LA BOLA,CHINA,2
JOC DE LA BOLA,COLOMBIA,6
JOC DE LA BOLA,CUBA,1
JOC DE LA BOLA,E.E.UNIDOS AMERI,1
JOC DE LA BOLA,ECUADOR,3
JOC DE LA BOLA,ETIOPIA,2
JOC DE LA BOLA,FRANCIA,1
JOC DE LA BOLA,GAMBIA,1
JOC DE LA BOLA,INDIA,1
JOC DE LA BOLA,ITALIA,6
JOC DE LA BOLA,MARRUECOS,17
JOC DE LA BOLA,MEXICO,1
JOC DE LA BOLA,PAISES BAJOS,1
JOC DE LA BOLA,PERU,2
JOC DE LA BOLA,POLONIA,3
JOC DE LA BOLA,PORTUGAL,3
JOC DE LA BOLA,REINO UNIDO G.B.,2
JOC DE LA BOLA,RUMANIA,83
JOC DE LA BOLA,RUSIA,6
JOC DE LA BOLA,SENEGAL,1
JOC DE LA BOLA,UCRANIA,2
JOC DE LA BOLA,VENEZUELA,1
MARIOLA,ALEMANIA,4
MARIOLA,ANDORRA,1
MARIOLA,ANGOLA,3
MARIOLA,ARGELIA,81
MARIOLA,ARGENTINA,9
MARIOLA,AUSTRIA,4
MARIOLA,BIELORRUSIA,2
MARIOLA,BOLIVIA,37
MARIOLA,BRASIL,39
MARIOLA,BULGARIA,53
MARIOLA,BURKINA FASSO,16
MARIOLA,BURUNDI,1
MARIOLA,CAMERUN,18
MARIOLA,CHILE,2
MARIOLA,CHINA,69
MARIOLA,COLOMBIA,49
MARIOLA,CONGO,6
MARIOLA,COSTA DE MARFIL,4
MARIOLA,CUBA,6
MARIOLA,DINAMARCA,1
MARIOLA,DOMINICA,1
MARIOLA,E.E.UNIDOS AMERI,1
MARIOLA,ECUADOR,37
MARIOLA,EGIPTO,10
MARIOLA,ESLOVAQUIA,1
MARIOLA,ESTONIA,1
MARIOLA,FILIPINAS,1
MARIOLA,FINLANDIA,1
MARIOLA,FRANCIA,9
MARIOLA,GAMBIA,36
MARIOLA,GHANA,29
MARIOLA,GRECIA,1
MARIOLA,GUINEA,70
MARIOLA,GUINEA BISSAU,4
MARIOLA,GUINEA ECUATORIA,19
MARIOLA,HONDURAS,6
MARIOLA,HUNGRIA,2
MARIOLA,INDIA,6
MARIOLA,ITALIA,11
MARIOLA,KENYA,1
MARIOLA,MALI,80
MARIOLA,MALTA,1
MARIOLA,MARRUECOS,607
MARIOLA,MAURITANIA,8
MARIOLA,MEXICO,3
MARIOLA,MOLDAVIA,2
MARIOLA,NICARAGUA,1
MARIOLA,NIGERIA,106
MARIOLA,NORUEGA,1
MARIOLA,PAISES BAJOS,5
MARIOLA,PAKISTAN,17
MARIOLA,PARAGUAY,4
MARIOLA,PERU,7
MARIOLA,POLONIA,36
MARIOLA,PORTUGAL,24
MARIOLA,REINO UNIDO G.B.,6
MARIOLA,REP.DOMINICANA,22
MARIOLA,RUMANIA,507
MARIOLA,RUSIA,17
MARIOLA,SENEGAL,79
MARIOLA,SIERRA LEONA,1
MARIOLA,TOGO,5
MARIOLA,TUNEZ,2
MARIOLA,TURQUIA,1
MARIOLA,UCRANIA,30
MARIOLA,UGANDA,1
MARIOLA,URUGUAY,3
MARIOLA,VENEZUELA,14
BALAFIA,ALBANIA,1
BALAFIA,ALEMANIA,4
BALAFIA,ANGOLA,1
BALAFIA,ARGELIA,187
BALAFIA,ARGENTINA,15
BALAFIA,AUSTRIA,3
BALAFIA,BANGLADESH,1
BALAFIA,BENIN,1
BALAFIA,BOLIVIA,24
BALAFIA,BRASIL,40
BALAFIA,BULGARIA,81
BALAFIA,BURKINA FASSO,4
BALAFIA,CAMERUN,9
BALAFIA,CHILE,3
BALAFIA,CHINA,98
BALAFIA,COLOMBIA,40
BALAFIA,CONGO,6
BALAFIA,COSTA DE MARFIL,8
BALAFIA,CUBA,4
BALAFIA,E.E.UNIDOS AMERI,2
BALAFIA,ECUADOR,19
BALAFIA,EGIPTO,13
BALAFIA,ESLOVAQUIA,1
BALAFIA,ESTONIA,3
BALAFIA,FINLANDIA,1
BALAFIA,FRANCIA,7
BALAFIA,GABON,1
BALAFIA,GAMBIA,53
BALAFIA,GEORGIA,12
