id;idCentro;title;streetAddress;postalCode;junta;addressLocality;addressRegion;addressCountry;telephone;faxNumber;email;geometry;publicTransport;accessibility;space;sameAs
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-527";"527";"Centro de Tiempo Libre Barbol (Actur)";"C/ Alberto Duce, 2";"50018";"Junta Municipal Actur - Rey Fernando";"Zaragoza";"Zaragoza";"España";"976 726 049";"";"";"675903.56 4615744.5";"23, 28, 29, 42, 43, 50";"<div><img src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt="""" /> Accesible con Acompa&ntilde;ante</div>
<ul>
    <li><strong>Acceso</strong>: Entrada adaptada</li>
    <li><strong>Movilidad en el interior del edificio:</strong>
    <ul>
        <li>Espacios Amplios: S&iacute;</li>
        <li>Aseos Adaptados: No</li>
    </ul>
    </li>
</ul>
<p><em>Informaci&oacute;n facilitada por Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-527"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-768";"768";"Centro Municipal de Servicios Sociales Las Fuentes";"C/ Miguel Servet , 55 - 57";"50013";"Junta Municipal Las Fuentes";"Zaragoza";"Zaragoza";"España";"976 724017";"976 499880";"";"677456.98 4612727.95";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-768"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-843";"843";"Centro de Tiempo Libre Gusantina (Casco Viejo)";"Pza. de José Ignacio Asso, 4";"50001";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976 398883/628 573407/691 812818";"";"gusantina@gusantina.es";"677143.02 4613663.69";"";"<div><img src=""/cont/paginas/sinbarreras/img/icono_noacces.jpg"" alt="""" /> No Accesible</div>
<ul>
    <li><strong>Acceso</strong>: Escal&oacute;n  con pendiente. Puertas no autom&aacute;ticas.</li>
    <li><strong>Movilidad en el interior del edificio:</strong>
    <ul>
        <li>Rampa de acceso (1m.)</li>
        <li>Espacios Amplios: S&iacute;.</li>
        <li>Servicio de duchas para familias.</li>
        <li>Aseos Adaptados: No.</li>
    </ul>
    </li>
</ul>
<p><em>Informaci&oacute;n facilitada por Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-843"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-20723";"20723";"Corsetería La Suprema";"Av. César Augusto, 76";"50003";"Junta Municipal Casco Histórico";"";"";"";"976 392 385";"";"tienda@corseterialasuprema.es ";"676317.06 4613863.25";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-20723"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-26725";"26725";"CERRAJERIA ESPAÑOLA";"CALLE SANTANDER,32";"50001";"Junta Municipal Delicias";"Zaragoza";"Zaragoza";"España";"976232466";"";"";"675261.53 4613168.58";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-26725"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-26726";"26726";"BIODIET";"CALLE SANTANDER,32";"50001";"Junta Municipal Delicias";"Zaragoza";"Zaragoza";"España";"";"";"";"675261.53 4613168.58";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-26726"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-26727";"26727";"CHARCUTERIA MAGAÑA";"CALLE SANTANDER,32";"50001";"Junta Municipal Delicias";"Zaragoza";"Zaragoza";"España";"";"";"";"675261.53 4613168.58";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-26727"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-26728";"26728";"FRESNO";"CALLE SANTANDER,32";"50001";"Junta Municipal Delicias";"Zaragoza";"Zaragoza";"España";"976324076";"";"";"675261.53 4613168.58";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-26728"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-26729";"26729";"SIN NOMBRE";"CALLE SANTANDER,1";"50001";"Junta Municipal Delicias";"Zaragoza";"Zaragoza";"España";"";"";"";"675450.33 4613119.44";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-26729"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-26731";"26731";"CALDERON SPORT";"CALLE SANTANDER,5";"50001";"Junta Municipal Delicias";"Zaragoza";"Zaragoza";"España";"";"";"";"675404.88 4613126.06";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-26731"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-26732";"26732";"LA FLORERIA";"CALLE SANTANDER,11";"50001";"Junta Vecinal Casetas";"Zaragoza";"Zaragoza";"España";"";"";"";"663685.54 4621221.15";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-26732"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-4085";"4085";"Servicio de Informática Tributaria";"Vía Hispanidad, 20";"50071";"Junta Municipal Universidad";"Zaragoza";"Zaragoza";"España";"976724686";"";"";"674094.66 4611606.41";"35, 42, Tranvía";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-4085"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-4192";"4192";"Instalación deportiva elemental Echegaray y Caballero";"Pº Echegaray y Caballero (frente C/Celma) ";"50002";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"";"";"";"675690.38 4614382.42";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-4192"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-4226";"4226";"Instalación deportiva elemental Parque Miraflores";"Pº de los Rosales";"50008";"Junta Municipal Centro";"Zaragoza";"Zaragoza";"España";"";"";"";"676957.76 4612254.24";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-4226"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-6805";"6805";"Plaza San Felipe";"Pza de San Felipe";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"";"";"";"";"";"676446.81 4613824.42";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-6805"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-6825";"6825";"Escenario Plaza San Bruno";"Pza. de San Bruno";"50001";"Junta Municipal Casco Histórico";"Zaragoza";"";"";"";"";"";"677043.5 4613855.99";"";"<p class=""destacado"">Accesibilidad F&iacute;sica</p>
<ul>
    <li>Aparcamiento accesible reservado</li>
    <li>Espacio accesible reservado</li>
    <li>Aseos Adaptados: S&iacute;</li>
    <li>Se permiten perros gu&iacute;a</li>
</ul>
<p><em>Informaci&oacute;n facilitada por el Observatorio de Cultura</em></p>";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-6825"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-3002";"3002";"Zaragoza Dinámica. Gerencia";"Pza. del Pilar , 18";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976 721059";"976 721063";"administracion@imefez.org";"676840.38 4613965.9";"21, 22, 30, 35, 36, Tranvía";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-3002"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-3004";"3004";"Asesoría del Tercer Teniente de Alcalde";"Pza. del Pilar , 18";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"";"";"";"676840.38 4613965.9";"21, 22, 30, 35, 36, Tranvía";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-3004"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-15";"15";"Junta Vecinal Movera";"Pza. Mayor, 1";"50194";"Junta Vecinal Movera";"Zaragoza";"Zaragoza";"España";"976 726 172";"976 726 174";"junta-movera@zaragoza.es";"681432.64 4613337.17";"Bús Área de zaragoza";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-15"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-2842";"2842";"Campo Municipal de Fútbol Ranillas";"C/ Clara Campoamor, 34";"50018";"Junta Municipal Actur - Rey Fernando";"Zaragoza";"Zaragoza";"España";"";"";"cdsanandres@hotmail.es";"675395.5 4615170.0";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-2842"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-667";"667";"Unidad de Señalizacion Vertical";"C/ Albareda , 4";"50071";"Junta Municipal Centro";"Zaragoza";"Zaragoza";"España";"976 721980, 1980";"976 721988";"";"676212.19 4613237.67";"21, 23, 25, 28, 29, 30, 33, 34, 35, 36, 38, 40, 41, 43";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-667"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-668";"668";"Unidad de Señalizacion Horizontal";"C/ Albareda , 4";"50071";"Junta Municipal Centro";"Zaragoza";"Zaragoza";"España";"976 721981, 1981";"976 721988";"";"676212.19 4613237.67";"21, 23, 25, 28, 29, 30, 33, 34, 35, 36, 38, 40, 41, 43";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-668"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-670";"670";"Negociado Autorizaciones de Actos en Vía Pública";"Pza. del Pilar , 18";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976 724875, 4875";"976 721209";"";"676840.38 4613965.9";"21, 22, 30, 35, 36, Tranvía";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-670"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-671";"671";"Unidad Técnica de Prevencion y Salud";"Pº de La Mina , 9 / C/ Canalejas , 6";"50001";"Junta Municipal Centro";"Zaragoza";"Zaragoza";"España";"976 723600";"976 723603";"";"676803.7 4613032.64";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-671"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-674";"674";"Unidad de Planificacion de Tráfico";"C/ Albareda , 4";"50071";"Junta Municipal Centro";"Zaragoza";"Zaragoza";"España";"976 721959, 1959";"976 721988";"";"676212.19 4613237.67";"21, 23, 25, 28, 29, 30, 33, 34, 35, 36, 38, 40, 41, 43";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-674"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-675";"675";"Unidad de Control Transporte Periferico";"C/ Albareda , 4";"50071";"Junta Municipal Centro";"Zaragoza";"Zaragoza";"España";"976 721964, 1964";"976 721988";"";"676212.19 4613237.67";"21, 23, 25, 28, 29, 30, 33, 34, 35, 36, 38, 40, 41, 43";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-675"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-676";"676";"Unidad de Programacion";"C/ Albareda , 4";"50071";"Junta Municipal Centro";"Zaragoza";"Zaragoza";"España";"976 721986, 1986";"976 721988";"";"676212.19 4613237.67";"21, 23, 25, 28, 29, 30, 33, 34, 35, 36, 38, 40, 41, 43";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-676"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-678";"678";"Servicio de Cultura";"C/ Torrenueva, 25";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976 721400, 1439, 1440, 721439";"976 200260";"";"676466.54 4613829.93";"Tranvía Cesar Augusto";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-678"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-679";"679";"Unidad Técnica Programación";"C/ Torrenueva, 25";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976 721400, 1437";"976 200260";"";"676466.54 4613829.93";"Tranvía Cesar Augusto";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-679"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-680";"680";"Unidad Tecnica de Museos";"C/ Torrenueva, 25";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976721463";"976 392076";"";"676466.54 4613829.93";"Tranvía Cesar Augusto";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-680"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-266";"266";"Unidad de Sanidad Ambiental";"Ctra. Cogullada, s/n";"50014";"Junta Municipal Actur - Rey Fernando";"Zaragoza";"Zaragoza";"España";"976 726068";"976 726069";"";"678649.07 4616814.71";"Autobús de San Juan de Mozarrifar. ";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-266"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-322";"322";"Unidad de Sistemas de Reproduccion Documentos";"C/ Santiago, 34";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976 721258";"";"";"676829.21 4613844.62";"28, 29, 35, 39, 43, N2, N7";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-322"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-366";"366";"Unidad de Tasas y Precios Públicos";"Vía Hispanidad, 20";"50071";"Junta Municipal Universidad";"Zaragoza";"Zaragoza";"España";"976 72 4567,4558,3449";"976 721766";"aguas@zaragoza.es";"674094.66 4611606.41";"35, 42, Tranvía";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-366"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-161";"161";"Unidad Juridica de Patrimonio Municipal de Suelo y Expropiaciones";"Vía Hispanidad, 20";"50071";"Junta Municipal Universidad";"Zaragoza";"Zaragoza";"España";"976 724468, 4464";"976 724481";"";"674094.66 4611606.41";"35, 42, Tranvía";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-161"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-324";"324";"Unidad Técnica de Hemeroteca";"C/ Santiago, 34";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976 721260, 1266";"976721264";"hemeroteca@zaragoza.es";"676829.21 4613844.62";"28, 29, 35, 39, 43, N2, N7";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-324"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-351";"351";"Unidad Técnica de Gestion Recaudatoria";"Vía Hispanidad, 20";"50071";"Junta Municipal Universidad";"Zaragoza";"Zaragoza";"España";"";"";"";"674094.66 4611606.41";"35, 42, Tranvía";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-351"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-271";"271";"Sección de Inspección de Higiene de los Alimentos";"Ctra. Cogullada, s/n";"50014";"Junta Municipal Actur - Rey Fernando";"Zaragoza";"Zaragoza";"España";"976 726068";"976 726069";"";"678649.07 4616814.71";"Autobús de San Juan de Mozarrifar. ";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-271"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-221";"221";"Unidad Tecnica de Mantenimiento y Compras";"Vía Hispanidad, 45-47";"50009";"Junta Municipal Casablanca";"Zaragoza";"Zaragoza";"España";"976 721500, 1543, 721543";"976 751446";"";"673829.66 4612062.21";"";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-221"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-298";"298";"Unidad Tecnica de Obras Conservacion y Limpiezas";"C/ Casa Jiménez , 5";"50004";"Junta Municipal Centro";"Zaragoza";"Zaragoza";"España";"976 721928, 1928";"976 721996";"";"676262.04 4613287.89";"21, 23, 25, 28, 29, 30, 33, 34, 35, 36, 38, 40, 41, 43";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-298"
"https://www.zaragoza.es/sede/servicio/cultura/evento/location/rec-395";"395";"Unidad de Presupuestos";"Pza. del Pilar , 18";"50003";"Junta Municipal Casco Histórico";"Zaragoza";"Zaragoza";"España";"976 724831, 1218";"976 721113";"";"676840.38 4613965.9";"21, 22, 30, 35, 36, Tranvía";"";"";"http://www.zaragoza.es/api/recurso/cultura-ocio/lugar/evento-zaragoza/rec-395"
