Capítol,"Text Capítol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrees,"Text Àrees",Política,"Text Política","Grup de programes","Text Grup de programes",Programes,"Text Programes",Subprogrames,"Text Subprogrames","CRÉDIT INICIAL"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9252,"Comunicació corporativa",92521,"Comunicació corporativa","275.318,54"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93115,"Control intern","408.383,24"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional ent. locals",9221,"Serveis d'organització i recursos humans",92211,"Direcció de recursos humans i organitzac","179.225,08"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional ent. locals",9221,"Serveis d'organització i recursos humans",92212,"Gestió-administració recursos humans-org","85.189,18"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional ent. locals",9221,"Serveis d'organització i recursos humans",92214,"Comunicació interna recursos humans i or","63.625,16"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional ent. locals",9221,"Serveis d'organització i recursos humans",92215,"Organització municipal","141.022,08"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0104,"0104 Gerència Municipal",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","1.100.958,61"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0104,"0104 Gerència Municipal",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92015,"Coordinació territorial","433.888,46"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2301,"Administració general de serveis socials",23011,"Direcció i administració de serveis soci","302.570,02"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2301,"Administració general de serveis socials",23017,"Direcció de família de Serveis Socials","74.161,62"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",231,"Asistencia social primària",2316,"Atenció la immigració",23161,"Acollida i acompanyament d’immigrants","59.542,28"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",130,"Administració general seguretat i protecció civil",1301,"Administració general de prevenció i seguretat",13011,"Gestió programa administració seguretat","221.081,35"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",130,"Administració general seguretat i protecció civil",1301,"Administració general de prevenció i seguretat",13013,"Assessorament legal a la gerència i òrga","79.310,98"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",132,"Seguretat i Ordre Públic",1321,"Seguretat ciutadana",13212,"Serveis generals de la Guàrdia Urbana","407.943,73"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",132,"Seguretat i Ordre Públic",1322,"Prevenció de la delinqüència",13221,"Prevenció de la delinqüència","65.942,66"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",135,"Protecció civil",1351,"Protecció civil",13511,"Protecció civil","127.408,96"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",136,"Servei de prevenció i extinció d'incendis",1361,"Prevenció i extinció d'incendis i salvament",13612,"Intervenció en extinció d’incendis i sal","74.266,28"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0501,"0501 Gerència d'Ecologia Urbana",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",150,"Administració General d'habtatge i urba",1501,"Administració d'Ecologia Urbana",15011,"Despeses generals d'Ecologia Urbana","490.478,50"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0501,"0501 Gerència d'Ecologia Urbana",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",150,"Administració General d'habtatge i urba",1501,"Administració d'Ecologia Urbana",15013,"Planificació Ecologia Urbana","84.241,78"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0502,"0502 G. Medi Ambient I Serveis Urbans",1,"Serveis públics bàsics",16,"Benestar comunitari",163,"Neteja viària",1631,"Neteja viària",16311,"Neteja viària","84.116,76"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0503,"0503 G. Urbanisme",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i disciplina",1512,"Gestió del sòl",15121,"Gestió del sòl","78.547,14"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0503,"0503 G. Urbanisme",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i disciplina",1515,"Planejament de la ciutat",15151,"Planejament de la ciutat","25.546,82"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0504,"0504 G. Mobilitat i Infraestructures",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",134,"Mobilitat urbana",1341,Mobilitat,13411,"Gestió del programa de mobilitat","82.356,44"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0504,"0504 G. Mobilitat i Infraestructures",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i disciplina",1516,"Control i seguiment de grans infraestructures",15161,"Control i seguiment de grans infraestruc","234.360,34"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0601,"0601 Ciutat Vella",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen","70.542,50"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0601,"0601 Ciutat Vella",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones-territori",23021,"Administració general serveis a persones","59.542,28"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","107.078,95"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0602,"0602 Eixample",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen","64.854,62"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0602,"0602 Eixample",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones-territori",23021,"Administració general serveis a persones","64.285,75"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0602,"0602 Eixample",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","83.273,68"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0603,"0603 Sants-Montjuïc",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen","84.092,29"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0603,"0603 Sants-Montjuïc",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones-territori",23021,"Administració general serveis a persones","64.679,57"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","65.546,98"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9252,"Comunicació corporativa",92521,"Comunicació corporativa","47.597,11"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0604,"0604 Les Corts",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen","63.753,74"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0604,"0604 Les Corts",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones-territori",23021,"Administració general serveis a persones","64.622,06"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0604,"0604 Les Corts",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","156.381,78"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0605,"0605 Sarrià-Sant Gervasi",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen","64.611,13"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","139.679,53"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0606,"0606 Gràcia",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i disciplina",1513,"Redacció de projectes-execució d'obres",15131,"Redacció de projectes-execució d'obres","70.000,00"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0606,"0606 Gràcia",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones-territori",23021,"Administració general serveis a persones","64.937,62"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0606,"0606 Gràcia",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","151.016,12"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0607,"0607 Horta-Guinardó",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen","64.728,10"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","140.570,18"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0608,"0608 Nou Barris",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15344,"Manteniment-millora espais públics no ce","61.933,80"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","154.096,68"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0609,"0609 Sant Andreu",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen","65.076,78"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","141.156,30"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0610,"0610 Sant Martí",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i disciplina",1511,"Actuació urbanística i disciplina",15111,Llicències,"79.999,94"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0610,"0610 Sant Martí",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen","74.999,96"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0610,"0610 Sant Martí",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones-territori",23021,"Administració general serveis a persones","66.177,34"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general","64.328,40"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0701,"0701 G. Presidència i Economia",4,"Actuacions de caràcter econòmic",43,"Comerç, turisme i petites i mitjanes empreses",430,"Administració general de comerç, turisme i pimes",4301,"Administració general d'acció econòmica",43011,"Administració i gerència de Presidència","469.213,74"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0701,"0701 G. Presidència i Economia",4,"Actuacions de caràcter econòmic",43,"Comerç, turisme i petites i mitjanes empreses",431,Comerç,4314,"Promoció del comerç",43141,"Serveis de promoció del comerç","59.542,28"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0701,"0701 G. Presidència i Economia",4,"Actuacions de caràcter econòmic",49,"Altres actuacions de caràcter econòmic",493,"Protecció de consumidors i usuaris",4931,"Defensa dels drets dels consumidors",49311,Arbitratge,"27.208,87"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",923,"Informació bàsica i estadística",9232,"Estadístiques i estudis municipals",92321,"Anàlisi i programació","64.270,58"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93112,"Pressupost i política fiscal","233.052,66"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93113,"Administració comptable","132.652,66"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIR",10100,"Retribucions bàsiques personal directiu",0701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93114,"Gestió financera","173.494,83"
