Capítol,"Text Capítol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrea,"Text Àrea",Política,"Text Política","Grup de programes","Text Grup de programes",Programa,"Text Programa",Subprograma,"Text Subprograma","CRÈDITS EXTRAORD.","SUPLEMENTS CRED.",AMPLIACIONS,"TRANSFERÈNCIES (MAS)","TRANSFERÈNCIES (MENOS)","SALDO MINIS","INCORP. ROMANENTS","GENER. INGRESSOS","BAIXES PER ANUL.","AJUSTOS PRÒRROGA","TOTAL MODIF."
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9202,"Defensa drets-llibertats públiques dels",92021,"Sindicatura de Greuges",0,0,0,"21.812,56",0,0,0,0,0,0,"21.812,56"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",923,"Informació bàsica i estadística",9232,"Estadístiques i estudis municipals",92321,"Anàlisi i programació",0,0,0,"4.999,96","41.955,87",0,0,0,0,0,"-36.955,91"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9251,"Informació i atenció al ciutadà",92511,"Atenció al ciutadà",0,0,0,0,"77.807,66",0,0,0,0,0,"-77.807,66"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9252,"Comunicació corporativa",92521,"Comunicació corporativa",0,0,0,0,"146.181,46",0,0,0,0,0,"-146.181,46"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",101,"0101 G. Recursos",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9252,"Comunicació corporativa",92523,Internet,0,0,0,"63.791,98","13.475,11",0,0,0,0,0,"50.316,87"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",931,"Política econòmica i fiscal",9311,"Administració i control econòmic i financer",93115,"Control intern",0,0,0,"1.553,46",0,0,0,0,0,0,"1.553,46"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",933,"Gestió del patrimoni",9331,"Gestió del patrimoni municipal",93311,Patrimoni,0,0,0,0,"197.355,60",0,0,0,0,0,"-197.355,60"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",934,"Gestió del deute i la tresoreria",9341,"Gestió del deute i la tresoreria",93411,Tresoreria,0,0,0,0,"103.862,12",0,0,0,0,0,"-103.862,12"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",922,"Coordinació-organització institucional e",9221,"Serveis d'organització i recursos humans",92211,"Direcció de recursos humans i organitzac",0,0,0,0,"2.052,20",0,0,0,0,0,"-2.052,20"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",104,"0104 Gerència Municipal",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"55.771,83","440.687,60",0,0,0,0,0,"-384.915,77"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",104,"0104 Gerència Municipal",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92015,"Coordinació territorial",0,0,0,0,"152.813,00",0,0,0,0,0,"-152.813,00"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2301,"Administració general de serveis socials",23011,"Direcció i administració serveis socials",0,0,0,"158.960,12",0,0,0,0,0,0,"158.960,12"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2301,"Administració general de serveis socials",23017,"Direcció de família de Serveis Socials",0,0,0,0,"27.985,46",0,0,0,0,0,"-27.985,46"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2303,"Estratègia i innovació de serveis social",23033,"Gestió de projectes d'innovació social",0,0,0,0,"80.000,00",0,0,"80.000,00",0,0,0
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2303,"Estratègia i innovació de serveis social",23036,"Planificació i Processos serveis socials",0,0,0,"72.055,96","26.530,50",0,0,0,0,0,"45.525,46"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",201,"0201 G.Drets Socials",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",231,"Asistencia social primària",2316,"Atenció la immigració",23161,"Acollida i acompanyament d’immigrants",0,0,0,0,"16.223,58",0,0,0,0,0,"-16.223,58"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",130,"Administració general seguretat i protecció",1301,"Administració general de seguretat i mobilitat",13011,"Gestió programa administració seguretat-",0,0,0,"128.967,26",0,0,0,0,0,0,"128.967,26"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",130,"Administració general seguretat i protecció",1301,"Administració general de seguretat i mobilitat",13013,"Assessorament legal a la gerència i òrga",0,0,0,0,"79.310,98",0,0,0,0,0,"-79.310,98"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",132,"Seguretat i Ordre Públic",1321,"Seguretat ciutadana",13212,"Serveis generals de la Guàrdia Urbana",0,0,0,0,"0,06",0,0,0,0,0,"-0,06"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",134,"Mobilitat urbana",1341,Mobilitat,13411,"Gestió del programa de mobilitat",0,0,0,0,"50.013,92",0,0,0,0,0,"-50.013,92"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",135,"Protecció civil",1351,"Protecció civil",13511,"Protecció civil",0,0,0,"40.555,50","18.743,65",0,0,0,0,0,"21.811,85"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",136,"Servei de prevenció i extinció d'incendi",1361,"Prevenció i extinció d'incendis i salvam",13612,"Intervenció en extinció d’incendis i sal",0,0,0,0,"36.333,94",0,0,0,0,0,"-36.333,94"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",401,"0401 G.Seguretat i Prevenció",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",136,"Servei de prevenció i extinció d'incendi",1361,"Prevenció i extinció d'incendis i salvam",13613,"Desenvol.professional,selecció,prevenc.s",0,0,0,"85.058,97",0,0,0,0,0,0,"85.058,97"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",501,"0501 Gerència d'Ecologia Urbana",1,"Serveis públics bàsics",13,"Seguretat i mobilitat ciutadana",134,"Mobilitat urbana",1341,Mobilitat,13411,"Gestió del programa de mobilitat",0,0,0,"23.717,24",0,0,0,0,0,0,"23.717,24"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",501,"0501 Gerència d'Ecologia Urbana",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",150,"Administració General d'habitatge i Urba",1501,"Administració d'hàbitat urbà",15011,"Despeses generals d'hàbitat urbà",0,0,0,"400.162,15",0,0,0,0,0,0,"400.162,15"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",502,"0502 G. Medi Ambient I Serveis Urbans",1,"Serveis públics bàsics",16,"Benestar comunitari",163,"Neteja viària",1631,"Neteja viària",16311,"Neteja viària",0,0,0,0,"41.133,27",0,0,0,0,0,"-41.133,27"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",502,"0502 G. Medi Ambient I Serveis Urbans",1,"Serveis públics bàsics",17,"Medi ambient",172,"Protecció i millora del medi ambient",1721,"Protec.contaminació acústica-lumínica-atmosfèrica",17211,"Intervenció mediambiental",0,0,0,"69.154,56","22.117,04",0,0,0,0,0,"47.037,52"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",503,"0503 G. Urbanisme",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i",1515,"Planejament de la ciutat",15151,"Planejament de la ciutat",0,0,0,"25.054,86",0,0,0,0,0,0,"25.054,86"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",504,"0504 G. Mobilitat i Infraestructures",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i",1516,"Control i seguiment de grans infraestructures",15161,"Control i seguiment de grans infraestruc",0,0,0,"26.296,76",0,0,0,0,0,0,"26.296,76"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",601,"0601 Ciutat Vella",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen",0,0,0,"5.115,76","5.115,76",0,0,0,0,0,0
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",601,"0601 Ciutat Vella",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones",23021,"Administració general serveis a persones",0,0,0,0,"9.481,17",0,0,0,0,0,"-9.481,17"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"42.887,52",0,0,0,0,0,0,"42.887,52"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",602,"0602 Eixample",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"63.843,22",0,0,0,0,0,0,"63.843,22"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",925,"Atenció als ciutadans",9252,"Comunicació corporativa",92521,"Comunicació corporativa",0,0,0,"32.727,17",0,0,0,0,0,0,"32.727,17"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",604,"0604 Les Corts",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen",0,0,0,0,"31.202,07",0,0,0,0,0,"-31.202,07"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",604,"0604 Les Corts",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,0,"3.778,99",0,0,0,0,0,"-3.778,99"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",605,"0605 Sarrià-Sant Gervasi",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen",0,0,0,"0,02",0,0,0,0,0,0,"0,02"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"3.201,88",0,0,0,0,0,0,"3.201,88"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",606,"0606 Gràcia",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",151,"Urbanisme:planejament,gestió,execució i",1513,"Redacció de projectes-execució d'obres",15131,"Redacció de projectes-execució d'obres",0,0,0,0,"7.380,44",0,0,0,0,0,"-7.380,44"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",606,"0606 Gràcia",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"19.251,69",0,0,0,0,0,0,"19.251,69"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",607,"0607 Horta-Guinardó",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen",0,0,0,"0,01",0,0,0,0,0,0,"0,01"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"2.381,64",0,0,0,0,0,0,"2.381,64"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",608,"0608 Nou Barris",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,0,"32.356,60",0,0,0,0,0,"-32.356,60"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",609,"0609 Sant Andreu",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen",0,0,0,0,"893,85",0,0,0,0,0,"-893,85"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",609,"0609 Sant Andreu",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"10.325,73",0,0,0,0,0,0,"10.325,73"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",610,"0610 Sant Martí",1,"Serveis públics bàsics",15,"Habitatge i urbanisme",153,"Vies públiques",1534,"Espai públic",15341,"Manteniment i millora espais públics cen",0,0,0,0,"74.999,96",0,0,0,0,0,"-74.999,96"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",610,"0610 Sant Martí",2,"Actuacions de protecció i promoció social",23,"Serveis socials i promoció social",230,"Administració general de serveis socials",2302,"Administració general serveis a persones",23021,"Administració general serveis a persones",0,0,0,0,"66.177,34",0,0,0,0,0,"-66.177,34"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",610,"0610 Sant Martí",9,"Actuacions de caràcter general",92,"Serveis de caràcter general",920,"Administració general",9201,"Direcció i administració generals",92011,"Administració general",0,0,0,"81.375,56",0,0,0,0,0,0,"81.375,56"
1,"DESPESES DE PERSONAL",10,"ÒRGANS DE GOVERN I PERSONAL DIRECTIU",101,"RET. BASIQUES I ALTRES REM. PERSONAL DIRECTIU",10100,"Retribucions bàsiques personal directiu",701,"0701 G. Presidència i Economia",4,"Actuacions de caràcter econòmic",43,"Comerç, turisme i petites i mitjanes empreses",430,"Administració general de comerç, turisme",4301,"Administració general d'acció econòmica",43011,"Administració i gerència d'EEiO",0,0,0,0,"60.715,84",0,0,0,0,0,"-60.715,84"
