



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
9184;"Cementerio de La Almudena";"";"Horario de invierno: todos los días de 8 a 18:30 horas.  Horario de verano: todos los días de 8 a 19:30 horas.";"Horno crematorio";"Metro: la Elipa (línea 2)  Bus: 15, 28, 106, 110, 113, 210";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=76b7b47a0559f010VgnVCM2000000c205a0aRCRD";"DAROCA";"AVENIDA";"V";"90";"";"";"";"";"MADRID";"MADRID";"28017";"VENTAS";"CIUDAD LINEAL";"445126";"4475619";"40.42751913746381";"-3.6482030278949904";"915 108 464 / 915 108 469 (Informacion cementerios)                            
915 108 454 (Horno crematorio)";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9192;"Cementerio de Vallecas";"";"Todos los días del año de 10 a 17 horas.";"Sin oficinas propias. Tramitaciones en el Cementerio de la Almudena";"Metro: Villa de Vallecas (línea 1)  Bus : 54, 58, 103, 142, 143";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=83e7b47a0559f010VgnVCM2000000c205a0aRCRD";"PICO DE LA CIERVA";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"447660";"4470074";"40.377729803940355";"-3.617874639300285";"915 108 464 (Cementerio Almudena)";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9194;"Cementerio de Villaverde";"";"Jueves y domingos de 10 a 17 horas.";"Sin oficinas propias. Tramitaciones en Cementerio Sur";"Bus: 131";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3d08f5177659f010VgnVCM2000000c205a0aRCRD";"RAFAELA YBARRA";"AVENIDA";"V";"137";"";"";"";"";"MADRID";"MADRID";"28041";"SAN ANDRES";"VILLAVERDE";"439567";"4467659";"40.35542554813529";"-3.7129764698434657";"915 108 505 (Cementerio Sur)";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
75675;"Cementerio Parroquial Barajas";"";"Consultar telefonicamente";"";"Metro: Barajas (línea 8)   Bus: 101, 105, 115";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f7cf68540e41c010VgnVCM2000000c205a0aRCRD";"ACUARIO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28042";"CASCO H.BARAJAS";"BARAJAS";"451079";"4480767";"40.47426777581313";"-3.578424572687106";"913 056 204        
";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9203;"Cementerio Parroquial de Hortaleza";"";"";"";"Metro: San Lorenzo (línea 4), Mar de Cristal (líneas 4, 8)  Bus: 72, 87";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=14327a7e0a61c010VgnVCM1000000b205a0aRCRD";"BUCARAMANGA";"AVENIDA";"V";"2";"";"";"";"";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"445961";"4480569";"40.47201329604833";"-3.638733299407961";"917 631 662 (Parroquia San Matías)         
";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9202;"Cementerio Parroquial de Santa María La Antigua";"";"General: de martes a sábado de 9 a 14 horas y de 16 a 18 horas. Lunes cerrado. Domingos y festivos, de 9 a 14 horas   Verano (Julio, agosto y septiembre): de martes a sábado de 9 a 15 horas. Domingos y festivos de 9 a 14 horas";"";"Metro: San Cipriano (línea 9)  Bus: 4, 71, 100, 106  Renfe: Vicálvaro";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a6427a7e0a61c010VgnVCM1000000b205a0aRCRD";"SAN CIPRIANO";"CALLE";"V";"74";"";"";"";"";"MADRID";"MADRID";"28032";"CASCO H.VICALVARO";"VICALVARO";"449117";"4472894";"40.403224757362324";"-3.6009374823407354";"917 765 202 (Parroquia)            
917 765 267 (Cementerio)            
";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
4832719;"Cementerio Parroquial Nuestra Señora de la Alameda";"";"Consultar telefónicamente";"";"Metro: Alameda de Osuna (línea 5)  Bus: 105, 112, 115, 151";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5a4e692fd67a8110VgnVCM2000000c205a0aRCRD";"LOGROÑO";"AVENIDA";"V";"48";"";"";"";"";"MADRID";"MADRID";"28042";"ALAMEDA DE OSUNA";"BARAJAS";"449872";"4479238";"40.46077405225064";"-3.592309118272398";"917 426 437";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9200;"Cementerio Parroquial San Sebastián Mártir";"";"General: de lunes a sábado de 9 a 15 horas y de 16 a 18 horas. Domingos y festivos de 9 a 15 horas.  Verano (del 1 de julio al 30 de septiembre): de 8 a 15 horas";"";"Metro: Eugenia de Montijo (línea 5)  Bus: 17, 35";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=81227a7e0a61c010VgnVCM1000000b205a0aRCRD";"MONSEÑOR OSCAR ROMERO";"CALLE";"V";"92";"";"";"";"";"MADRID";"MADRID";"28047";"VISTA ALEGRE";"CARABANCHEL";"436234";"4470691";"40.3824905560394";"-3.752527715032225";"914 610 305         
";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9197;"Cementerio Sacramental de San Isidro";"";"De lunes a domingos de 9 a 15 horas";"";"Bus: 17, 25";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=39527a7e0a61c010VgnVCM1000000b205a0aRCRD";"ERMITA DEL SANTO";"PASEO";"V";"78";"";"";"";"";"MADRID";"MADRID";"28019";"SAN ISIDRO";"CARABANCHEL";"438018";"4472563";"40.39948924109738";"-3.731694431697469";"913 650 841 (Oficina cementerio)          
";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9196;"Cementerio Sacramental de San Justo";"";"De 8 a 15 horas, todos los días";"";"Bus: 17, 25, 50";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cb627a7e0a61c010VgnVCM1000000b205a0aRCRD";"ERMITA DEL SANTO";"PASEO";"V";"70";"";"";"";"";"MADRID";"MADRID";"28011";"SAN ISIDRO";"CARABANCHEL";"438593";"4473007";"40.40353167080908";"-3.724962034139464";"915 695 631";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9198;"Cementerio Sacramental de San Lorenzo y San José";"";"De lunes a viernes de 8 a 15 horas. Sábados, domingos y festivos de 9 a 14 horas";"";"Metro: Marqués de Vadillo (línea 5)  Bus: 34, 35, 116, 118, 119";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5e727a7e0a61c010VgnVCM1000000b205a0aRCRD";"VERDAD";"CALLE";"V";"0";"";"";"";"";"MADRID";"MADRID";"28019";"OPAÑEL";"CARABANCHEL";"439310";"4472014";"40.39463892294164";"-3.7164181723332494";"915 695 265         
";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9199;"Cementerio Sacramental de Santa María";"";"De lunes a domingo de 8:30 a 17 horas. Del 15 de junio al 15 de septiembre de 8 a 15 horas";"";"Metro: Marqués de Vadillo (línea 5)  Bus: 25, 34, 35, 50, 118, 119";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e0927a7e0a61c010VgnVCM1000000b205a0aRCRD";"COMUNEROS DE CASTILLA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28019";"SAN ISIDRO";"CARABANCHEL";"438779";"4472453";"40.39855470657746";"-3.722716863463";"914 712 461           
";"";"";"/contenido/entidadesYorganismos/Cementerios"; 
9191;"Cementerio Sur";"";"Invierno: todos los días de 8 a 18:30 horas.  Verano: todos los días de 8 a 19:30 horas.";"Puerta Norte: Calle Halconero del Rey sin número.   El Cementerio Hebreo se aloja en el espacio compartido con el Cementerio de Carabanchel Alto.";"Bus: 116, 121, 131, 155, 702 (SE de la EMT para los sábados, domingos y festivos).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5438f5177659f010VgnVCM2000000c205a0aRCRD";"ILDEFONSO GONZALEZ VALENCIA";"CALLE";"V";"6";"";"PUERTA PRINCIPAL";"";"";"MADRID";"MADRID";"28054";"BUENAVISTA";"CARABANCHEL";"438826";"4469050";"40.367902282318504";"-3.7218357507795914";"915 108 506 / 915 108 505 (Información)";"";"";"/contenido/entidadesYorganismos/Cementerios"; 







