Catalogación PGOUM97;Número catálogo;Catalogación 31_12_16;BIC_BIP;Denominación;OBSERVACIONES;VIA_CLASE_TX;VIA_NOMBRE;APP_NUM;APP_CLF;UTMX_ETRS;UTMY_ETRS
Parcial;32087;Descatalogado;;INSTITUTO PLURIDISCIPLINAR - CALDERAS;;PASEO;JUAN XXIII;1;;438945,53;4477262,39
Parcial;34984;Ambiental;;;Francisco Alcántara, del 13 a 15 B;CALLE;FRANCISCO ALCANTARA;13;;441797,56;4477712,39
Parcial;34439;Ambiental;;;;CALLE;TAMBRE;35;;441691,42;4477654
Parcial;32262;Ambiental;;;;AVENIDA;MONCLOA;3;;439328,53;4477492,78
Parcial;32144;Volumétrico;;CMU. ARGENTINO (NTRA. SRA. LUJÁN);;CALLE;MARTIN FIERRO;3;;437941,05;4476419,66
Parcial;32113;Descatalogado;;FACULTAD DE BELLAS ARTES AMPLIACION;;CALLE;PINTOR EL GRECO;2;;437753,74;4476770,01
Parcial;32102;Descatalogado;;EUIT AERONÁUTICOS;;PLAZA;CARDENAL CISNEROS;2;;438582,17;4476880,36
Parcial;32099;Estructural;;ETSI NA VALES;;AVENIDA;MEMORIA;4;;438559,91;4476714,09
Parcial;32093;Volumétrico;;AGENCIA ESPAÑOLA DE COOP. INTERN. BIBLIOTECA;;AVENIDA;REYES CATOLICOS;4;;438904,64;4476623,5
Parcial;32049;Descatalogado;;CMU. VACO QUIROGA - NA VE TALLER MATERIALES;;CALLE;LEONARDO PRIETO CASTRO;2;;438984,24;4478109,89
Parcial;32088;Descatalogado;;INSTITUTO PLURIDISCIPLINAR - PET;;PASEO;JUAN XXIII;1;;438945,53;4477262,39
Parcial;32051;Descatalogado;;CC. DE LA EDUCACIÓN - GIMNASIO;;AVENIDA;MORERAS;1;;439059,7;4478141,67
Parcial;32085;Descatalogado;;FUNDACIÓN PABLO VI - RESID. PIO XI;;PASEO;JUAN XXIII;3;;438935,72;4477389,21
Parcial;32084;Descatalogado;;FUNDACIÓN PABLO VI - RESID.PIO XII;;PASEO;JUAN XXIII;3;;438935,72;4477389,21
Parcial;32083;Volumétrico;;FUNDACIÓN PABLO VI - EDIF. JUAN XXIII;;PASEO;JUAN XXIII;3;;438935,72;4477389,21
Parcial;32082;Volumétrico;;FUNDACIÓN PABLO VI.-EDIF. LEÓN XIII;;PASEO;JUAN XXIII;3;;438935,72;4477389,21
Parcial;32057;Estructural;;FACULTAD CC. DE LA INFORMACIÓN;;AVENIDA;COMPLUTENSE;3;;438279,01;4477476,55
Parcial;32056;Volumétrico;;ETSI CAMINOS;;CALLE;PROFESOR ARANGUREN;1;;437893,34;4477701,89
Parcial;32053;Descatalogado;;CC. DE LA EDUCACIÓN - ALMACEN;;AVENIDA;MORERAS;1;;439059,7;4478141,67
Parcial;32031;Estructural;;ETSI MONTES - P AB. CORCHOS;;CALLE;LEONARDO PRIETO CASTRO;1;;438861,43;4478085,1
Parcial;32092;Estructural;;AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL;;AVENIDA;REYES CATOLICOS;4;;438904,64;4476623,5
Parcial;30914;Singular;;TORRE DE TIRO POLÍGONO DE EXPERIENCIAS;Extremadura, de 374 a 380;PASEO;EXTREMADURA;374;;434264,45;4471532,56
Parcial;30232;Ambiental;;;;CALLE;TOMAS BRETON;28;;441146,51;4472087,12
Parcial;30151;Descatalogado;;;;CALLE;MANUEL LAMELA;3;;437693,81;4470917,14
Parcial;30061;Ambiental;;;;CALLE;ACANTO;11;C;442618,57;4472118,67
Parcial;29765;Ambiental;;;Mar Caspio, de 45 a 49;CALLE;MAR CASPIO;45;;445500,55;4480490,57
Parcial;29292;Ambiental;;;Islas Bermudas, del 30 a 34;CALLE;ISLAS BERMUDAS;30;;441668,64;4482857,77
Parcial;29148;Ambiental;;;;CALLE;NUESTRA SEÑORA DE VALVERDE;28;;441747,5;4482838,07
Parcial;26616;Estructural;;;;PLAZA;SALESAS;2;;441058,67;4475096,55
Parcial;26810;Ambiental;;;Segovia, de 31 A a 31 C;RONDA;SEGOVIA;31;A;439102,23;4473580,52
Parcial;30233;Ambiental;;;;CALLE;TOMAS BRETON;30;;441153,68;4472086,5
Parcial;32245;Ambiental;;;;CALLE;SIERRA;4;;439036,76;4477371,77
Parcial;29208;"Desaparecido por 
Demolición Total";;;;CALLE;ELFO;107;;445243,51;4476337,73
Parcial;32033;Descatalogado;;ETSI MONTES - P AB. DASOMETRÍA;;CALLE;LEONARDO PRIETO CASTRO;1;;438861,43;4478085,1
Parcial;26480;"Desaparecido por 
Demolición Total";;;;CALLE;RAIMUNDO LULIO;16;;440735,55;4476020,04
Parcial;26704;Estructural;;;;PLAZA;SANTA BARBARA;8;;440952,83;4475363,43
Parcial;26678;Estructural;;;;CALLE;JUSTINIANO;3;;441019,21;4475254,35
Parcial;26648;Estructural;;;;CALLE;SANTA TERESA;10;;440996,6;4475220,91
Parcial;26642;Estructural;;;;CALLE;ARGENSOLA;26;;441120,72;4475297,39
Parcial;26627;Integral;;;;CALLE;ARGENSOLA;18;;441079,38;4475226,21
Parcial;26621;Estructural;;;;CALLE;GENERAL CASTAÑOS;7;;441129,36;4475200,37
Parcial;26707;Estructural;;;;CALLE;SANTA TERESA;3;;440952,25;4475284,75
Parcial;25083;Ambiental;;;;CALLE;OQUENDO;10;;441917,09;4476912,69
Parcial;28274;"Desaparecido por 
Demolición Total";;;;CALLE;OVIEDO;16;;440597,08;4477822,08
Parcial;30508;"Desaparecido por 
Demolición Total";;;;CALLE;LUIS MITJANS;5;;443055,71;4472391,72
Parcial;25739;Ambiental;;;;AVENIDA;CIUDAD DE BARCELONA;63;;442639,43;4472599,14
Parcial;30908;"Desaparecido por 
Demolición Total";;PABELLÓN MUÑOZ GRANDES;;PASEO;EXTREMADURA;441;;434114,14;4471339,29
Parcial;25736;"Desaparecido por 
Demolición Total";;;;CALLE;CARIDAD;3;;442663,6;4472594,74
Parcial;30917;Descatalogado;;CENTRO TÉCNICO INTENDENCIA;;PASEO;EXTREMADURA;439;;434336,61;4471561,98
Parcial;30602;Ambiental;;;;CALLE;FRANCISCO ROMERO;5;;437108,7;4470454,58
Parcial;30529;Descatalogado;;;Don Antonio de Andrés, 12, 13 y 16;PLAZA;DON ANTONIO DE ANDRES;12;;448639,96;4472586,62
Parcial;30592;"Desaparecido por 
Demolición Total";;;;CALLE;EUGENIA DE MONTIJO;13;;437084,96;4470459,49
Parcial;30533;Ambiental;;;;CALLE;JARDIN DE LA DUQUESA;10;;448681,76;4472648,96
Remitido;11223;Ambiental;;;;CALLE;CASARRUBUELOS;4;;439984,59;4476229,79
Remitido;11224;Ambiental;;;;CALLE;CASARRUBUELOS;6;;439960,49;4476233,35
Remitido;11228;Ambiental;;;;CALLE;CASARRUBUELOS;5;;439968,85;4476223,02
Remitido;11231;Ambiental;;;;CALLE;CASARRUBUELOS;3;;439998,25;4476218,76
Remitido;11227;Ambiental;;;;CALLE;CASARRUBUELOS;7;;439959,91;4476224,33
Remitido;26315;Ambiental;;;;CALLE;CASARRUBUELOS;9;;439951,22;4476225,61
Remitido;26316;Ambiental;;;;CALLE;CASARRUBUELOS;11;;439943,62;4476226,73
Singular;26612;Parcial;;;;CALLE;FERNANDO EL SANTO;13;;441222,77;4475519,49
Singular;32125;Parcial;;ARQUITECTURA TÉCNICA;;AVENIDA;JUAN DE HERRERA;6;;437941,75;4476747,61
Singular;32098;Estructural;;RESIDENCIA DE PROFESORES;Ministro Ibáñez Martín, 1 y 2;CALLE;MINISTRO IBAÑEZ MARTIN;1;;439051,27;4476384,86
Singular;32146;Descatalogado;;UNED-CIENCIAS;;PASEO;SENDA DEL REY;9;;437589,52;4476559,48
Singular;32096;Estructural;;RESIDENCIA DE PROFESORES;Ministro Ibáñez Martín, 5 y 6;CALLE;MINISTRO IBAÑEZ MARTIN;5;;439078,76;4476617,57
Singular;32097;Estructural;;RESIDENCIA DE PROFESORES;Ministro Ibáñez Martín, 3 y 4;CALLE;MINISTRO IBAÑEZ MARTIN;3;;439069,16;4476521,06
Singular;25809;Parcial;;;;CALLE;MARQUES DE CUBAS;19;;440994,08;4474242,8
Singular;32133;Descatalogado;;CAMPOS DE DEPORTES-VESTUARIO PISCINA;;AVENIDA;JUAN DE HERRERA;1;;438097,62;4476719,83
Singular;32122;Estructural;BIC-Monumento;MUSEO DEL TRAJE;;CALLE;PAUL GUINARD;2;;438104,05;4476863
Singular;32124;Descatalogado;;AMPLIACIÓN ETS. ARQUITECTURA;;AVENIDA;JUAN DE HERRERA;4;;437990,01;4476806,64
Singular;32127;Descatalogado;;CAMPOS DE DEPORTES-PABELLON;;AVENIDA;JUAN DE HERRERA;1;;438097,62;4476719,83
Singular;32128;Descatalogado;;CAMPOS DE DEPORTES-PABELLON;;AVENIDA;JUAN DE HERRERA;1;;438097,62;4476719,83
Singular;32131;Descatalogado;;CAMPOS DE DEPORTES-PISTAS;;AVENIDA;JUAN DE HERRERA;1;;438097,62;4476719,83
Singular;32129;Descatalogado;;CAMPOS DE DEPORTES-BAR;;AVENIDA;JUAN DE HERRERA;1;;438097,62;4476719,83
Singular;32130;Descatalogado;;CAMPOS DE DEPORTES-VESTUARIOS;;AVENIDA;JUAN DE HERRERA;1;;438097,62;4476719,83
Singular;32066;Volumétrico;;CENIM - NAVE ELECTRO-CORROSIÓN;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;32132;Descatalogado;;CAMPOS DE DEPORTES-CASETA;;AVENIDA;JUAN DE HERRERA;1;;438097,62;4476719,83
Singular;32063;Volumétrico;;CENIM;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;30914;Descatalogado;;CAPILLA;Extremadura, de 374 a 380;PASEO;EXTREMADURA;374;;434264,45;4471532,56
Singular;30914;Descatalogado;;EDIFICIO MANDO - P. DE EXPERIENCIAS;Extremadura, de 374 a 380;PASEO;EXTREMADURA;374;;434264,45;4471532,56
Singular;32007;Volumétrico;;BIBLIOTECA DERECHO;;AVENIDA;COMPLUTENSE;9;;438133,61;4478110,35
Singular;32022;Descatalogado;;FACULTAD CE. BIOLÓGICAS Y GEOLÓGICAS;;AVENIDA;COMPLUTENSE;14;;438345,69;4477833,44
Singular;32023;Descatalogado;;FACULTAD CE. BIOLÓGICAS Y GEOLÓGICAS AMPLIACIÓN;;AVENIDA;COMPLUTENSE;14;;438345,69;4477833,44
Singular;32024;Descatalogado;;FACULTAD CC. MATEMÁTICAS;;AVENIDA;COMPLUTENSE;14;;438345,69;4477833,44
Singular;32025;Estructural;;CENTRO DE CÁLCULO;;AVENIDA;COMPLUTENSE;22;;438334,8;4478111,03
Singular;26743;Estructural;;;;CALLE;DOCTOR ESQUERDO;44;;443220,55;4474654,26
Singular;32068;Volumétrico;;CENIM - NAVE 6;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;32062;Descatalogado;;CENTRAL TÉRMICA - EQUIPOS BOMBAS;;CALLE;JOSE ANTONIO NOVAIS;4;;438558,72;4477645,55
Singular;32090;Descatalogado;;HOSPITAL CLÍNICO -CALDERAS;;PLAZA;CRISTO REY;5;;439116,47;4476811,12
Singular;32064;Descatalogado;;CENIM - COBERTIZO;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;32065;Descatalogado;;CENIM - COBERTIZO;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;32067;Volumétrico;;CENIM - NAVE 5;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;32069;Volumétrico;;CENIM - NAVE 7;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;32070;Volumétrico;;CENIM - NAVE 8;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;32071;Volumétrico;;CENIN - PABELLON COMEDORES;;AVENIDA;GREGORIO DEL AMO;8;;438755,34;4477513,46
Singular;32074;Integral;;CMU. CESAR CARLOS - EDIF. DORMITORIOS;;CALLE;DON RAMON MENENDEZ PIDAL;3;;438960,26;4477727,7
Singular;32075;Integral;;CMU. CESAR CARLOS - RECEPCIÓN;;CALLE;DON RAMON MENENDEZ PIDAL;3;;438960,26;4477727,7
Singular;32076;Descatalogado;;CMU. CESAR CARLOS VIVIENDA PORTERO;;CALLE;DON RAMON MENENDEZ PIDAL;3;;438960,26;4477727,7
Singular;32089;Estructural;;HOSPITAL CLÍNICO;;CALLE;MANUEL BARTOLOME COSSIO;2;;438870,16;4476837,29
Singular;26736;Estructural;;;;CALLE;O'DONNELL;50;;443066,53;4474717,68
Volumétrico;30648;Ambiental;;;Poblado Caño Roto;;;;;;
