



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
52511;"Centro Cultural Auditorio Parque El Paraíso (San Blas - Canillejas)";"";"";"";"Metro: Simancas (línea 7).  Bus: 4, 38, 48, 70, 109.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a395946be351c010VgnVCM2000000c205a0aRCRD";"ARCENTALES";"AVENIDA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28037";"HELLIN";"SAN BLAS-CANILLEJAS";"447335";"4475875";"40.42996840999023";"-3.622184001035289";"915 888 065 ";"";"cultusanblas@madrid.es";"/contenido/entidadesYorganismos/AuditoriosSalasConcierto"; 
64851;"Centro Cultural Buenavista (Salamanca)";"";"Secretaría: de lunes a viernes, 9 a 14 horas y de 16 a 18 horas.  Verano (15 Junio a 15 Septiembre): de lunes a viernes, 9 a 14 horas y de 16 a 18 horas.";"1 sala de exposiciones  Salón de actos, plenos o conferencias (aforo 200 personas) / Teatro (aforo 200 personas)  8 aulas  Zona Wifi";"Metro: Diego de León (líneas 4 , 5 , 6)  Bus: 1, 74, 48, 12, 43, 56, C1, C2";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD";"TOREROS";"AVENIDA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"443202";"4476130";"40.43200210571468";"-3.6709293330780204";"917 240 800 / 917 240 802";"";"ccbuenavista@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1943;"Centro Cultural Buero Vallejo (San Blas - Canillejas)";"";"Secretaría:  De lunes a viernes, de 9:30 a 13:30 y de 16:00 a 18 horas.  Agosto cerrado.";"Sala de exposiciones  Salón de actos / auditorio (aforo 264 personas)  9 aulas (una de cocina)";"Metro: Torres Arias y Canillejas (línea 5)  Bus: 77, 105, 140, 153";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98953d0b5e71c010VgnVCM1000000b205a0aRCRD";"BOLTA&Ntilde;A";"CALLE";"V";"27";"";"";"";"";"MADRID";"MADRID";"28022";"CANILLEJAS";"SAN BLAS-CANILLEJAS";"448133";"4477512";"40.44477474902185";"-3.6129105844633775";"917 411 182 / 917 411 013";"";"ccbvallejo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
118317;"Centro Cultural Carril del Conde (Hortaleza)";"";"Secretaría (atención al público):   De lunes a jueves, de 9 a 14 horas y de 17 a 19 horas.  Viernes, de 9 a 14 horas.  Julio y Agosto, de lunes a viernes, de 9 a 14 horas.";"";"Metro: Arturo Soria (línea 4)  Bus: 9, 72, 73";"Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio (aforo 298 personas)  6 aulas  2 gimnasios";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD";"CARRIL DEL CONDE";"CALLE";"V";"57";"";"";"";"";"MADRID";"MADRID";"28043";"CANILLAS";"HORTALEZA";"444625";"4479327";"40.46088953531134";"-3.6544210187969433";"917 161 240 / 917 161 242                          
";"";"cccarrilconde@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1945;"Centro Cultural Casa de Vacas (Retiro).";"";"De lunes a domingo de 10 a 21 horas.  Agosto cerrado.";"Sala de exposiciones  Salón de actos / auditorio (aforo 150 personas)  Zona wifi  Terraza exterior";"Metro: Retiro (línea 2)  Bus: 2, 20, 28, 202";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"COLOMBIA";"PASEO";"V";"1";"";"";"";"";"MADRID";"MADRID";"28009";"LOS JERONIMOS";"RETIRO";"442077";"4474703";"40.41906024374356";"-3.6840615387926956";"914 095 819 
";"";"cccasadevacas@madrid.es";"/contenido/entidadesYorganismos/SalasExposiciones"; 
1925;"Centro Cultural Casa del Reloj (Arganzuela)";"";"Secretaría:  De lunes a viernes, de 10 a 13 y de 17 a 19 horas.   Agosto cerrado.";"2 Salas de exposiciones  Salón de actos / auditorio (aforo 265 personas)  15 aulas  Nave de Terneras";"Metro: Legazpi (líneas 3, 6)  Bus: 62, 6, 78, 148";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD";"CHOPERA";"PASEO";"V";"6";"";"";"";"";"MADRID";"MADRID";"28045";"CHOPERA";"ARGANZUELA";"440695";"4471989";"40.394522745106734";"-3.7000855961559855";"915 886 207 /915 886 118";"";"crelojarganzuela@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
4551096;"Centro Cultural Ciudad Pegaso (San Blas - Canillejas)";"";"Secretaría:  De lunes a viernes, de 10 a 12 horas y de 16:30 a 19 horas.   Agosto cerrado.";"2 Salas de exposiciones (bajo y 1&ordf; planta)  Sala de lectura y estudio  Salón de actos / auditorio (aforo 125 personas)  5 aulas  Zona wifi";"Bus :  77";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD";"SÉPTIMA";"AVENIDA";"V";"11";"";"";"";"";"MADRID";"MADRID";"28022";"REJAS";"SAN BLAS-CANILLEJAS";"449391";"4477910";"40.448428925762634";"-3.5980969888187393";"913 209 770 / 917 413 092";"";"cccpegaso@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
80143;"Centro Cultural Dotacional Integrado Arganzuela";"";"Secretaría:  De lunes a jueves, de 10 a 13 y de 16:30 a 18:30. Viernes de 10 a 13 horas.  Agosto cerrado.";"Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio (aforo 151)  2 salas de ensayo  8 aulas  Cafetería  Zona wifi";"Metro: Palos de la Frontera (línea 3)  Bus: 8, 19, 45, 47, 86, 247, 55, E1, 6, 59, 85  Renfe: Delicias";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD";"CANARIAS";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28045";"PALOS DE MOGUER";"ARGANZUELA";"441089";"4472825";"40.40207279862862";"-3.6955325387824014";"915 063 610";"";"";"/contenido/entidadesYorganismos/CentrosCulturales"; 
5498725;"Centro Cultural Eduardo Úrculo (Tetuán)";"";"Secretaría:  Mañanas, de lunes a viernes, de 9:30 a 13:30 y tardes, de lunes a jueves 16:30 a 18 horas.";"2 salas de exposiciones  1 Salón de actos / auditorio (aforo: 430 personas)  4 Salas de ensayo  12 aulas  Zona wifi";"Metro: Ventilla (línea 9)  Bus: 177, 42";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f8f9338588355210VgnVCM1000000b205a0aRCRD";"DONOSO";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28029";"ALMENARA";"TETUAN";"440967";"4480259";"40.46903299144094";"-3.6976620067964996";"917 337 249";"";"cceurculo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1939;"Centro Cultural El Pozo (Puente de Vallecas)";"";"Secretaría: de lunes a viernes, de 9 a 14 y de 17 a 19 horas.  Agosto cerrado.";"2 salas de exposiciones  2 salas de lectura y estudio  Salón de actos / auditorio (Aforo: 363 personas)  3 salas de ensayo  10 aulas  Cafetería  Zona wifi";"Renfe: El Pozo  Bus: 24, 102, 103, 310";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"DE LAS GLORIETAS";"AVENIDA";"V";"19";"";"";"";"-21";"MADRID";"MADRID";"28053";"ENTREVIAS";"PUENTE DE VALLECAS";"444059";"4469640";"40.3735856436473";"-3.6602546064905397";"917 866 372 / 917 866 644";"";"ccptioraimundo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1931;"Centro Cultural Federico Chueca (Hortaleza)";"";"Secretaría (atención al público):   De lunes a jueves, de 9 a 14 y de 17 a 19 horas.  Viernes, de 9 a 14 horas.  Julio y Agosto, cerrado.";"Salón de actos / auditorio (aforo 114 personas)  3 aulas";"Bus: 72, 73, 87";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=90573d0b5e71c010VgnVCM1000000b205a0aRCRD";"BENITA AVILA";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28043";"CANILLAS";"HORTALEZA";"444956";"4479779";"40.46498334634005";"-3.650568266584691";"913 000 389";"";"ccfchueca@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
4703628;"Centro Cultural Fernando Lázaro Carreter (Carabanchel)";"";"Secretaría:  De lunes a jueves, de 10 a 13 y de 16:30 a 18:30 horas.  Viernes, de 10 a 13 horas.  Agosto cerrado.";"Sala de exposiciones  Sala de lectura y estudio  Zona WIFI  Salón de actos / auditorio (aforo 238 personas)  7 aulas  3 gimnasios";"Bus: 116";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=340ed2d6fe9a6110VgnVCM1000000b205a0aRCRD";"VERDAD";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28019";"OPAÑEL";"CARABANCHEL";"439245";"4471681";"40.39164343238081";"-3.717140510927299";"650 836 575 (provisional)             
";"";"cclazaro@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1954;"Centro Cultural Fernando de los Ríos (Latina)";"";"Secretaría: de lunes a jueves, de 9 a 14 y de 16 a 19 horas. Viernes, de 9 a 15 horas.";"Sala de exposiciones  Salón de actos / auditorio (Aforo 200 personas)  11 aulas  Cafetería  Zona wifi";"Metro: Laguna (línea 6), Aluche (línea 5)  Bus: 25, 31, 138  Renfe: Laguna (C5), Aluche (C5)";"En la misma sede:    Biblioteca Pública Municipal de Aluche  Sala de Estudio Fernando de los Ríos de la Biblioteca";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD";"CAMARENA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28047";"ALUCHE";"LATINA";"435929";"4472140";"40.39552931214334";"-3.7562667464373223";"917 198 994 / 917 198 993 / 917 198 930";"";"";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1921;"Centro Cultural Galileo (Chamberí)";"";"Secretaría   De lunes a viernes, de 9 a 14 horas.  Julio y Agosto, de lunes a viernes, de 9 a 14 horas.    Sala exposiciones:   de lunes a domingo de 10 a 20 horas";"Espacios    Teatro Galileo    Servicios    2 Salas de exposiciones  1 Salas de lectura y estudio  1 Salón de actos / Auditorio (Aforo 175 personas)  15 Aulas  1 Sala de ensayo  Cafetería  Zona wifi";"Metro: Quevedo (línea 2)  Bus: 2, 16, 61";"Blog  del Centro Cultural Galileo:   https://centroculturalgalileo.blogspot.com.es/";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD";"GALILEO";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28015";"ARAPILES";"CHAMBERI";"439851";"4476347";"40.43371190964793";"-3.7104543597957758";"915 913 901";"";"ccgalileo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
70243;"Centro Cultural Gloria Fuertes (Barajas)";"";"Secretaría:  De lunes a viernes, de 9 a 14 y de 17 a 19 horas.  Agosto cerrado.";"Sala de exposiciones  Salón de actos / auditorio: se acondicionan 2 aulas (Aforo 90 personas)  5 Aulas  Cafetería  Zona wifi   Sala de lectura y estudio";"Bus: 105, 112, 115, 151.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2e5068540e41c010VgnVCM2000000c205a0aRCRD";"LOGROÑO";"AVENIDA";"V";"179";"";"";"";"";"MADRID";"MADRID";"28042";"CORRALEJOS";"BARAJAS";"449775";"4479261";"40.460622835379624";"-3.5936877657335935";"913 120 243";"";"";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1930;"Centro Cultural Hortaleza";"";"Secretaría (atención al público):   De lunes a jueves, de 9 a 14 horas y de 17 a 19 horas.  Viernes, de 9 a 14 horas.  Julio y agosto, de lunes a viernes, de 9 a 14 horas.";"Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio (aforo 80 personas)  4 salas de ensayo  5 aulas  Zona wifi  2 gimnasios";"Metro: Parque de Santa María (línea 4)  Bus: 72, 87, 107";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=86381e79ee71c010VgnVCM1000000b205a0aRCRD";"SANTA VIRGILIA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"445689";"4481092";"40.476859845869534";"-3.6420353342333227";"913 821 493";"";"cchortaleza@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1929;"Centro Cultural Huerta de la Salud (Hortaleza)";"";"Secretaría (atención al público):   De lunes a jueves, de 9 a 14 y de 17 a 19 horas.  Viernes, de 9 a 14 horas.  Julio y Agosto cerrado.";"Salón de actos / Auditorio (aforo 114 personas)  3 aulas  Zona wifi";"Metro: San Lorenzo (línea 4)  Bus: 9, 72, 87, 107";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dc581e79ee71c010VgnVCM1000000b205a0aRCRD";"MAR DE ARAL";"CALLE";"V";"13";"";"";"";"posterior";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"445599";"4480837";"40.4745567778344";"-3.6430751341515526";"913 825 104";"";"cchuertasalud@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
6017747;"Centro Cultural José Luis López Vázquez (San Blas - Canillejas)";"";"Secretaría:  De lunes a viernes, de 9 a 14 y de 15 a 18 horas.   Julio y Agosto cerrado.";"Sala de exposiciones  Sala de lectura y estudio   Salón de actos / auditorio (aforo: 192 personas)  12 aulas  Zona wifi  Recinto exterior";"Bus :  77";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b790e37de110f210VgnVCM1000000b205a0aRCRD";"FEBRERO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28022";"REJAS";"SAN BLAS-CANILLEJAS";"451540";"4477716";"40.446818592300296";"-3.572741163820915";"913 293 900 / 913 295 211 / 913 285 844";"";"ccjllopezvazquez@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
