"dc:identifier";"dc:modified";"id";"lpgc:anno";"lpgc:edad";"lpgc:sexo";"lpgc:subvencion"
"257589";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257589";"2016";"36";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257598";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257598";"2016";"31";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257614";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257614";"2016";"62";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257699";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257699";"2016";"33";"mujer";"A.E. CONV. CABILDO  "
"257701";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257701";"2016";"42";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257736";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257736";"2016";"117";"mujer";"------------------------------------"
"257770";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257770";"2016";"54";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"256999";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/256999";"2016";"32";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"257135";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257135";"2016";"42";"hombre";"A.E. CONV. CABILDO  "
"257148";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257148";"2016";"117";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257228";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257228";"2016";"50";"mujer";"A.E. CONV. CABILDO  "
"257240";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257240";"2016";"63";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257252";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257252";"2016";"85";"hombre";"------------------------------------"
"257259";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257259";"2016";"117";"-----";"A.E. CONV. CABILDO  "
"257263";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257263";"2016";"66";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257290";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257290";"2016";"47";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257321";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257321";"2016";"39";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257344";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257344";"2016";"42";"mujer";"A.E. CONV. CABILDO  "
"257349";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257349";"2016";"39";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257466";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257466";"2016";"64";"mujer";"A.E. CONV. CABILDO  "
"257477";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257477";"2016";"53";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257490";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257490";"2016";"34";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257022";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257022";"2016";"49";"mujer";"A.E. CONV. CABILDO  "
"257049";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257049";"2016";"61";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257071";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257071";"2016";"117";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257203";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257203";"2016";"28";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257205";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257205";"2016";"117";"-----";"------------------------------------"
"257214";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257214";"2016";"51";"hombre";"PRESTACIÓN INDIVIDUAL A PERSONAS CON DISCAPACIDAD (PID)"
"257218";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257218";"2016";"61";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257282";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257282";"2016";"47";"-----";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257295";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257295";"2016";"40";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"259953";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/259953";"2016";"43";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"259987";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/259987";"2016";"54";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260038";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260038";"2016";"25";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"260054";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260054";"2016";"117";"mujer";"PRESTACIÓN INDIVIDUAL A PERSONAS MAYORES (PIPM)"
"260089";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260089";"2016";"63";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"260091";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260091";"2016";"56";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260095";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260095";"2016";"43";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260116";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260116";"2016";"35";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260136";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260136";"2016";"61";"hombre";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"260161";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260161";"2016";"52";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260162";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260162";"2016";"40";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260167";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260167";"2016";"117";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"260192";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260192";"2016";"58";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260198";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260198";"2016";"23";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257469";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257469";"2016";"93";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257567";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257567";"2016";"83";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257764";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257764";"2016";"50";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"257768";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257768";"2016";"35";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"258012";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258012";"2016";"77";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"258022";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258022";"2016";"55";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"258094";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258094";"2016";"41";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"258204";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258204";"2016";"117";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"258373";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258373";"2016";"46";"mujer";"A.E. CONV. CABILDO  "
"258382";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258382";"2016";"28";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"258389";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258389";"2016";"38";"mujer";"A.E. CONV. CABILDO  "
"258430";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258430";"2016";"87";"mujer";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"258436";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258436";"2016";"117";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"258458";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258458";"2016";"49";"hombre";"A.E. CONV. CABILDO  "
"258528";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/258528";"2016";"57";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260231";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260231";"2016";"117";"mujer";"A.E. CONV. CABILDO  "
"260254";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260254";"2016";"117";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260262";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260262";"2016";"50";"hombre";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"260270";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260270";"2016";"38";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260271";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260271";"2016";"57";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260283";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260283";"2016";"53";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260313";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260313";"2016";"58";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260327";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260327";"2016";"65";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260379";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260379";"2016";"34";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257445";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257445";"2016";"43";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260651";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260651";"2016";"69";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260652";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260652";"2016";"26";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260654";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260654";"2016";"44";"hombre";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"260658";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260658";"2016";"54";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"260659";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260659";"2016";"50";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"256532";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/256532";"2016";"41";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"256552";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/256552";"2016";"54";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"256675";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/256675";"2016";"72";"hombre";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"256907";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/256907";"2016";"55";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"256984";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/256984";"2016";"29";"mujer";"A.E. CONV. CABILDO  "
"257017";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257017";"2016";"117";"-----";"A.E. CONV. CABILDO  "
"257077";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257077";"2016";"54";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257090";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257090";"2016";"117";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"257533";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/257533";"2016";"32";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"260412";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260412";"2016";"117";"mujer";"PRESTACIÓN INDIVIDUAL A PERSONAS MAYORES (PIPM)"
"260421";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260421";"2016";"56";"hombre";"A.E. CONV. CABILDO  "
"260438";"2017-10-29 11:11:47";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2016/260438";"2016";"40";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
