"dc:identifier";"dc:modified";"id";"lpgc:anno";"lpgc:edad";"lpgc:sexo";"lpgc:subvencion"
"265943";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265943";"2017";"79";"mujer";"PRESTACIÓN INDIVIDUAL A PERSONAS MAYORES (PIPM)"
"266006";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266006";"2017";"117";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"266062";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266062";"2017";"51";"hombre";"A.E. CONV. CABILDO  "
"266073";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266073";"2017";"117";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266103";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266103";"2017";"117";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266234";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266234";"2017";"48";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266250";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266250";"2017";"46";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266366";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266366";"2017";"53";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"266387";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266387";"2017";"72";"hombre";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"266559";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266559";"2017";"52";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266626";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266626";"2017";"32";"mujer";"A.E. CONV. CABILDO  "
"268588";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268588";"2017";"38";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"268590";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268590";"2017";"48";"mujer";"TELEASISTENCIA"
"268594";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268594";"2017";"64";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"268905";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268905";"2017";"42";"mujer";"------------------------------------"
"268913";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268913";"2017";"68";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"269003";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269003";"2017";"44";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"269120";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269120";"2017";"41";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"269121";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269121";"2017";"60";"hombre";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"269122";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269122";"2017";"57";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"269125";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269125";"2017";"46";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"269126";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269126";"2017";"40";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"269130";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269130";"2017";"61";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"269132";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269132";"2017";"86";"hombre";"------------------------------------"
"269134";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269134";"2017";"49";"";"------------------------------------"
"269135";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269135";"2017";"45";"hombre";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"269136";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269136";"2017";"117";"-----";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"265879";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265879";"2017";"30";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"265883";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265883";"2017";"45";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"265896";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265896";"2017";"117";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266037";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266037";"2017";"48";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"266043";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266043";"2017";"52";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266128";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266128";"2017";"56";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266319";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266319";"2017";"56";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266338";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266338";"2017";"117";"-----";"A.E. CONV. CABILDO  "
"266400";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266400";"2017";"47";"mujer";"A.E. CONV. CABILDO  "
"266438";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266438";"2017";"80";"mujer";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"266446";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266446";"2017";"44";"mujer";"A.E. CONV. CABILDO  "
"266562";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266562";"2017";"58";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266580";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266580";"2017";"117";"-----";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"266629";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266629";"2017";"32";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"267388";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267388";"2017";"52";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"267389";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267389";"2017";"52";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"267394";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267394";"2017";"117";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"267396";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267396";"2017";"117";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"267410";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267410";"2017";"117";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"267412";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267412";"2017";"117";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"267422";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267422";"2017";"60";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"267425";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267425";"2017";"84";"hombre";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"267428";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267428";"2017";"50";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"267429";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267429";"2017";"52";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"266841";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266841";"2017";"26";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266846";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266846";"2017";"38";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"266864";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266864";"2017";"41";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266935";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266935";"2017";"52";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"266940";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266940";"2017";"55";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266943";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266943";"2017";"28";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"266947";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266947";"2017";"54";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266951";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266951";"2017";"48";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266952";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266952";"2017";"40";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"266966";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266966";"2017";"103";"mujer";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"266989";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266989";"2017";"117";"mujer";"SUBVENCIONES"
"266995";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/266995";"2017";"59";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"267003";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267003";"2017";"117";"mujer";"------------------------------------"
"267013";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267013";"2017";"53";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"269139";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/269139";"2017";"53";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"264956";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/264956";"2017";"28";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"264989";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/264989";"2017";"57";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"264993";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/264993";"2017";"67";"mujer";"A.E. CONV. CABILDO  "
"265083";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265083";"2017";"48";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"265416";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265416";"2017";"40";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"265450";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265450";"2017";"43";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"267930";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267930";"2017";"60";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"267949";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/267949";"2017";"73";"mujer";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"268028";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268028";"2017";"42";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"268042";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268042";"2017";"56";"mujer";"------------------------------------"
"268060";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268060";"2017";"89";"mujer";"TELEASISTENCIA"
"268065";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268065";"2017";"63";"hombre";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"268153";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268153";"2017";"35";"mujer";"A.E. CONV. CABILDO  "
"268158";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268158";"2017";"46";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"268175";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268175";"2017";"58";"mujer";"A.E. CONV. CABILDO  "
"268240";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268240";"2017";"55";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"268256";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268256";"2017";"44";"mujer";"A.E. CONV. CABILDO  "
"268283";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268283";"2017";"43";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"268284";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268284";"2017";"37";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"268288";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268288";"2017";"31";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"268301";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268301";"2017";"53";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"268467";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268467";"2017";"47";"-----";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"268573";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/268573";"2017";"43";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"265490";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265490";"2017";"62";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"265531";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265531";"2017";"52";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"265630";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265630";"2017";"46";"mujer";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"265713";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265713";"2017";"32";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"265739";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265739";"2017";"53";"mujer";"PRESTACION ECONOMICA DE EMERGENCIA SOCIAL"
"265750";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265750";"2017";"50";"hombre";"PRESTACIÓN CANARIA DE INSERCIÓN. (PCI)"
"265805";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265805";"2017";"75";"mujer";"TELEASISTENCIA"
"265835";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265835";"2017";"117";"mujer";"SERVICIO DE AYUDA A DOMICILIO (SAD)."
"265841";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265841";"2017";"117";"-----";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"265856";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265856";"2017";"117";"mujer";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
"265594";"2017-10-29 11:11:45";"http://datosabiertos.laspalmasgc.es/api/datos/bienestar_social_expedientes_2017/265594";"2017";"44";"hombre";"PRESTACION ECONOMICA DE ESPECIAL NECESIDAD"
