EXERCICI,CODI_ORGANIC,ORGANIC,CODI_FUNCIONAL,FUNCIONAL,CODI_ECONOMIC,ECONOMIC,APLICACIO,CREDIT_INICIAL,CREDIT_EXTRAORDINARI,SUPLEMENT_CREDIT,AMPLIACIO_CREDIT,INCORPORACIO_REMANENTS,TRANSFERENCIA_CREDIT_POSITIVA,TRANSFERENCIA_CREDIT_NEGATIVA,GENERACIO_INGRESSOS,BAIXA_CREDITS,CREDIT_DEFINITIU
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,15005,Productivitat 25% funcionaris carrera,Productivitat 25% funcionari,934.22,0,0,0,0,0,0,0,0,934.22
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,15006,Productivitat 25% laborals,Paga productivitat 25%,1429.5,0,0,0,0,0,0,0,0,1429.5
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,3988.99,0,0,0,0,0,0,0,0,3988.99
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,1600003,Seguretat social personal laboral,Seguretat social,24131.88,0,0,0,0,0,0,0,0,24131.88
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,1600004,Seguretat Social personal directiu,Seguretat social directius,13504.56,0,0,0,0,0,0,0,0,13504.56
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,13417.08,0,0,0,0,0,0,0,0,13417.08
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,0,0,0,0,0,0,0
2017,1U005,ÀREA DE DESENVOLUPAMENT LOCAL,9202,SERVEIS GENERALS ÀREA DESENVOLUPAMENT ECONÒMIC LOCAL,23010,Del personal directiu.,Del personal directiu.,0,0,0,0,0,0,0,0,0,0
2017,1U006,PROJECTES DE CIUTAT,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,13000,Retribucions bàsiques.,Retribucions bàsiques,22629.98,0,0,0,0,0,0,0,0,22629.98
2017,1U006,PROJECTES DE CIUTAT,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,13002,Altres remuneracions.,Altres remuneracions,39951.38,0,0,0,0,0,0,0,0,39951.38
2017,1U006,PROJECTES DE CIUTAT,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,15006,Productivitat 25% laborals,Paga productivitat 25%,1081.58,0,0,0,0,0,0,0,0,1081.58
2017,1U006,PROJECTES DE CIUTAT,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,2436.42,0,0,0,0,0,0,0,0,2436.42
2017,1U006,PROJECTES DE CIUTAT,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,1600003,Seguretat social personal laboral,Seguretat Social,20610.46,0,0,0,0,0,0,0,0,20610.46
2017,1U006,PROJECTES DE CIUTAT,4390,PROJECTES ESTRATÈGICS I SUPRAMUNICIPALS,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,0,0,0,0,0,0,0
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1200001,Sous del Grup A1 interins,Sou grup A1 interins,14824.1,0,0,0,0,0,0,0,0,14824.1
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1200301,Sous del Grup C1 interins,Sous grup C1 interins,9983.68,0,0,0,0,0,0,0,0,9983.68
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1200601,Triennis interins,Triennis interins,0,0,0,0,0,0,0,0,0,0
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1210001,Complement de destí interí,Complement de destí interí,0,0,0,0,0,0,0,0,0,0
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1210031,Altres complements interins,Altres complements interins,0,0,0,0,0,0,0,0,0,0
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1210101,Complement específic interí,Complement específic interí,0,0,0,0,0,0,0,0,0,0
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,13000,Retribucions bàsiques.,Retribucions bàsiques,7910.58,0,0,0,0,0,0,0,0,7910.58
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,13002,Altres remuneracions.,Altres remuneracions,20043.94,0,0,0,0,0,0,0,0,20043.94
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1310001,Laboral temporal per substitucions,Laboral temporal per substitucions,0,0,0,0,0,0,0,0,0,0
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,1190.7,0,0,0,0,0,0,0,0,1190.7
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,15006,Productivitat 25% laborals,Paga productivitat 25%,467.66,0,0,0,0,0,0,0,0,467.66
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1530001,Complement dedicació especial interins,Especial dedicació interins,4912.74,0,0,0,0,0,0,0,0,4912.74
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1600003,Seguretat social personal laboral,Seguretat Social,10670.68,0,0,0,0,0,0,0,0,10670.68
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,22305.44,0,0,0,0,0,0,0,0,22305.44
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1600006,Seguretat Social de personal laboral temporal,Seguretat Social de personal laboral temporal,0,0,0,0,0,0,0,0,0,0
2017,1U014,ÀMBIT DE PROMOCIÓ ECONÒMICA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,0,0,0,0,0,0,0
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1200101,Sous grup A2 interins,Sous grups A2 interins,26071.16,0,0,0,0,0,0,0,0,26071.16
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1200601,Triennis interins,Triennis interins,0,0,0,0,0,0,0,0,0,0
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1210001,Complement de destí interí,Complement de destí interí,0,0,0,0,0,0,0,0,0,0
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1210031,Altres complements interins,Altres complements interins,0,0,0,0,0,0,0,0,0,0
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1210101,Complement específic interí,Complement especific interins,936.46,0,0,0,0,0,0,0,0,936.46
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1210303,Incapacitat temporal,Incapacitat temporal,0,0,0,0,0,0,0,0,0,0
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,13000,Retribucions bàsiques.,Retribucions bàsiques,50187.14,0,0,0,0,0,0,0,0,50187.14
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,13002,Altres remuneracions.,Altres remuneracions,70843.43,0,0,0,0,0,0,0,0,70843.43
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,1055.87,0,0,0,0,0,0,0,0,1055.87
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,15006,Productivitat 25% laborals,Paga productivitat 25%,2158.13,0,0,0,0,0,0,0,0,2158.13
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1600003,Seguretat social personal laboral,Seguretat Social,48415.67,0,0,0,0,0,0,0,0,48415.67
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,20209.75,0,0,0,0,0,0,0,0,20209.75
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,0,0,0,0,0,0,0
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",0,0,0,0,0,0,0,0,0,0
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,21600,Equips per a processos d'informació.,Manteniment equips per a processos d'informació,1500,0,0,0,0,0,0,0,0,1500
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,22602,Publicitat i propaganda.,Publicitat i propaganda,48000,0,0,0,0,0,0,0,0,48000
2017,1U015,OFICINA DE SERVEI A L'EMPRESA,4330,PROMOCIÓ ECONÒMICA I DESENVOLUPAMENT EMPRESARIAL,22606,"Reunions, conferències i cursos.","Reunions, conferències i cursos",26000,0,0,0,0,0,0,0,0,26000
2017,1U016,COMERÇ,4310,COMERÇ,1200101,Sous grup A2 interins,sous grup A2 interins,13035.56,0,0,0,0,0,0,0,0,13035.56
2017,1U016,COMERÇ,4310,COMERÇ,1200601,Triennis interins,Triennis interins,0,0,0,0,0,0,0,0,0,0
2017,1U016,COMERÇ,4310,COMERÇ,1210001,Complement de destí interí,Complement de destí interí,0,0,0,0,0,0,0,0,0,0
2017,1U016,COMERÇ,4310,COMERÇ,1210031,Altres complements interins,Altres complements interins,0,0,0,0,0,0,0,0,0,0
2017,1U016,COMERÇ,4310,COMERÇ,1210101,Complement específic interí,Complement específic interí,0,0,0,0,0,0,0,0,0,0
2017,1U016,COMERÇ,4310,COMERÇ,13000,Retribucions bàsiques.,Retribucions bàsiques,23951.74,0,0,0,0,0,0,0,0,23951.74
2017,1U016,COMERÇ,4310,COMERÇ,13002,Altres remuneracions.,Altres remuneracions,34411.86,0,0,0,0,0,0,0,0,34411.86
2017,1U016,COMERÇ,4310,COMERÇ,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,574.13,0,0,0,0,0,0,0,0,574.13
2017,1U016,COMERÇ,4310,COMERÇ,15006,Productivitat 25% laborals,Paga productivitat 25%,906.09,0,0,0,0,0,0,0,0,906.09
2017,1U016,COMERÇ,4310,COMERÇ,1600003,Seguretat social personal laboral,Seguretat Social,19205.84,0,0,0,0,0,0,0,0,19205.84
2017,1U016,COMERÇ,4310,COMERÇ,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,11008.27,0,0,0,0,0,0,0,0,11008.27
2017,1U016,COMERÇ,4310,COMERÇ,20500,Arrendaments de mobiliari i estris,Arrendaments de mobiliari i estris,3700,0,0,0,0,0,0,0,0,3700
2017,1U016,COMERÇ,4310,COMERÇ,22602,Publicitat i propaganda.,Publicitat i propaganda,56000,0,0,0,0,0,0,0,0,56000
2017,1U016,COMERÇ,4310,COMERÇ,22699,Altres despeses diverses,Altres despeses diverses,500,0,0,0,0,0,0,0,0,500
2017,1U016,COMERÇ,4310,COMERÇ,22700,Neteja i lavabo.,Neteja i lavabo.,200,0,0,0,0,0,0,0,0,200
2017,1U016,COMERÇ,4310,COMERÇ,48001,A FAMILIAS,Conveni col.laboració Federació Associació Comerciants de Ru,37500,0,0,0,0,0,0,0,0,37500
2017,1U016,COMERÇ,4311,FIRES,22602,Publicitat i propaganda.,Publicitat i propaganda,10500,0,0,0,0,0,0,0,0,10500
2017,1U016,COMERÇ,4313,COMERÇ AMBULANT,22602,Publicitat i propaganda.,Publicitat i propaganda,5420,0,0,0,0,0,0,0,0,5420
2017,1U016,COMERÇ,4313,COMERÇ AMBULANT,22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses,5400,0,0,0,0,0,0,0,0,5400
2017,1U053,MERCAT,4312,"MERCATS, ABASTAMENTS I LLOTGES",13000,Retribucions bàsiques.,Retribucions bàsiques,27672.18,0,0,0,0,0,0,0,0,27672.18
2017,1U053,MERCAT,4312,"MERCATS, ABASTAMENTS I LLOTGES",13002,Altres remuneracions.,Retribucions compelmntaries,55678.14,0,0,0,0,0,0,0,0,55678.14
2017,1U053,MERCAT,4312,"MERCATS, ABASTAMENTS I LLOTGES",15006,Productivitat 25% laborals,Productivitat 25%,1524.22,0,0,0,0,0,0,0,0,1524.22
2017,1U053,MERCAT,4312,"MERCATS, ABASTAMENTS I LLOTGES",1530002,Complement dedicació especial laboral fix,Especial dedicacio laborals,8775.62,0,0,0,0,0,0,0,0,8775.62
2017,1U053,MERCAT,4312,"MERCATS, ABASTAMENTS I LLOTGES",1600003,Seguretat social personal laboral,Seguretat social laborals,30292.18,0,0,0,0,0,0,0,0,30292.18
2017,1U053,MERCAT,4312,"MERCATS, ABASTAMENTS I LLOTGES",22799,Altres treballs realitzats per altres empreses i profes.,Altres treballs realitzats per altres empreses i profes.,0,0,0,0,0,0,0,0,0,0
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,1200101,Sous grup A2 interins,Sous grup A2 interins,13035.58,0,0,0,0,0,0,0,0,13035.58
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,1200401,Sous del Grup C2 interins,Sous del Grup C2 interins,0,0,0,0,0,0,0,0,0,0
2017,1U016,COMERÇ,4311,FIRES,22701,Seguretat.,Seguretat,7000,0,0,0,6352.5,0,0,0,0,13352.5
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,1200601,Triennis interins,Triennis interins,0,0,0,0,0,0,0,0,0,0
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,1210001,Complement de destí interí,Complement de destí interí,0,0,0,0,0,0,0,0,0,0
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,1210031,Altres complements interins,Altres complements interins,0,0,0,0,0,0,0,0,0,0
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,1210101,Complement específic interí,Complement especific interins,421.4,0,0,0,0,0,0,0,0,421.4
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,13000,Retribucions bàsiques.,Retribucions bàsiques,24074.64,0,0,0,0,0,0,0,0,24074.64
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,13002,Altres remuneracions.,Altres remuneracions,37719.22,0,0,0,0,0,0,0,0,37719.22
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,15005,Productivitat 25% funcionaris carrera,Paga productivitat 25%,493.39,0,0,0,0,0,0,0,0,493.39
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,15006,Productivitat 25% laborals,Paga productivitat 25%,993.52,0,0,0,0,0,0,0,0,993.52
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,1600003,Seguretat social personal laboral,Seguretat Social,19464.72,0,0,0,0,0,0,0,0,19464.72
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,1600005,Seguretat Social funcionari interi,Seguretat social personal interins,9187.35,0,0,0,0,0,0,0,0,9187.35
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,0,0,0,0,0,0,0
2017,1U055,IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS,4320,IDENTITAT I PROJECCIÓ EXTERIOR,22203,Informàtiques.,Comunicacions informàtiques,304.23,0,0,0,0,605,0,0,0,909.23
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13000,Retribucions bàsiques.,Retribucions basiques,89626.02,0,0,0,0,0,0,0,0,89626.02
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13002,Altres remuneracions.,Retribucions complementaries,129212.3,0,0,0,0,0,0,0,0,129212.3
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1310001,Laboral temporal per substitucions,Laboral temporal per substitucions,0,0,0,0,0,0,0,0,0,0
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,14301,Retribucions personal interí substitucions,Retribucions personal interí substitucions,0,0,0,0,0,0,0,0,0,0
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,15006,Productivitat 25% laborals,Paga productivitat 25%,3846.08,0,0,0,0,0,0,0,0,3846.08
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1530002,Complement dedicació especial laboral fix,Especial dedicació Laboral,4803.54,0,0,0,0,0,0,0,0,4803.54
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1600003,Seguretat social personal laboral,Seguretat Social,67596.39,0,0,0,0,0,0,0,0,67596.39
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1600009,Seguretat Social. Personal interí reforços i substitucions,Seguretat Social.,0,0,0,0,0,0,0,0,0,0
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,0,0,0,0,0,0,0
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,21600,Equips per a processos d'informació.,Manteniment d'equips per a processos d'informació,9000,0,0,0,0,0,0,0,0,9000
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,22602,Publicitat i propaganda.,Publicitat i propaganda,10000,0,0,0,0,0,0,0,0,10000
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,22699,Altres despeses diverses,Altres despeses diverses,61000,0,0,0,0,0,0,0,0,61000
2017,1U062,SERVEI D'OCUPACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,2269923,Altres despeses diverses. Quotes,Altres despeses diverses. Quotes,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1200101,Sous grup A2 interins,Sous grup A2 interins,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1200601,Triennis interins,Triennis interins,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1210001,Complement de destí interí,Complement de destí interí,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1210031,Altres complements interins,Altres complements interins,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1210101,Complement específic interí,Complement específic interí,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13000,Retribucions bàsiques.,Retribucions basiques,29845.31,0,0,0,0,0,0,0,0,29845.31
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,13002,Altres remuneracions.,Retribucions complementaries,31468.58,0,0,0,0,0,0,0,0,31468.58
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,15005,Productivitat 25% funcionaris carrera,Productivitat 25% funcionaris carrera,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,15006,Productivitat 25% laborals,paga productivitat 25%,1049.96,0,0,0,0,0,0,0,0,1049.96
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1600003,Seguretat social personal laboral,Seguretat Social,20190.83,0,0,0,0,0,0,0,0,20190.83
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,1600005,Seguretat Social funcionari interi,Seguretat Social.,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,16209,Altres despeses socials: garantització salari,Altres despeses socials: garantització salari,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,22002,Material informàtic no inventariable.,Material informàtic no inventariable.,0,0,0,0,0,0,0,0,0,0
2017,1U063,OFICINA D'INFORMACIÓ I ORIENTACIÓ,2410,PROMOCIÓ DE L'OCUPACIÓ,22203,Informàtiques.,Informàtiques.,0,0,0,0,0,0,0,0,0,0
