DATA_SOL,ANY_SOL,MES_SOL,ID_TIUS_SOL,TIPUS_SOL
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38834,Fes la teva pregunta a l'alcaldessa
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38812,Inscripció Casals 2011
06/06/2011,2011,6,38531,Borsa de treball
05/05/2011,2011,5,39272,La frase feta preferida
05/05/2011,2011,5,38531,Borsa de treball
05/05/2011,2011,5,38295,Formulari de Consulta o Reclamació del Consumidor
05/05/2011,2011,5,38531,Borsa de treball
05/05/2011,2011,5,38727,Volant d' empadronament
05/05/2011,2011,5,38727,Volant d' empadronament
05/05/2011,2011,5,39272,La frase feta preferida
05/05/2011,2011,5,39272,La frase feta preferida
05/05/2011,2011,5,38083,"Avisos, queixes i suggeriments"
05/05/2011,2011,5,38083,"Avisos, queixes i suggeriments"
05/05/2011,2011,5,38083,"Avisos, queixes i suggeriments"
01/04/2011,2011,4,38531,Borsa de treball
03/03/2011,2011,3,38083,"Avisos, queixes i suggeriments"
02/02/2011,2011,2,38531,Borsa de treball
02/02/2011,2011,2,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
02/02/2011,2011,2,38295,Formulari de Consulta o Reclamació del Consumidor
02/02/2011,2011,2,38016,Sol·licitud del pin
02/02/2011,2011,2,38083,"Avisos, queixes i suggeriments"
02/02/2011,2011,2,38083,"Avisos, queixes i suggeriments"
02/02/2011,2011,2,39395,Avisos d'errades lingüístiques
10/01/2011,2011,1,38531,Borsa de treball
01/01/2011,2011,1,38016,Sol·licitud del pin
01/01/2011,2011,1,38531,Borsa de treball
01/01/2011,2011,1,38531,Borsa de treball
11/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
11/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
11/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
11/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
11/11/2010,2010,11,38723,Inscripció Marxa Cicloturista
11/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
11/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
11/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
11/11/2010,2010,11,38083,"Avisos, queixes i suggeriments"
11/11/2010,2010,11,38016,Sol·licitud del pin
10/10/2010,2010,10,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
09/09/2010,2010,9,38016,Sol·licitud del pin
09/09/2010,2010,9,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
09/09/2010,2010,9,38016,Sol·licitud del pin
09/09/2010,2010,9,38727,Volant d' empadronament
09/09/2010,2010,9,38727,Volant d' empadronament
09/09/2010,2010,9,38531,Borsa de treball
08/08/2010,2010,8,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
08/08/2010,2010,8,38531,Borsa de treball
07/07/2010,2010,7,38295,Formulari de Consulta o Reclamació del Consumidor
07/07/2010,2010,7,38531,Borsa de treball
06/06/2010,2010,6,38016,Sol·licitud del pin
06/06/2010,2010,6,38531,Borsa de treball
06/06/2010,2010,6,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
05/05/2010,2010,5,38865,Fes la teva pregunta a l'alcaldessa (Finalitzat)
04/04/2010,2010,4,38295,Formulari de Consulta o Reclamació del Consumidor
04/04/2010,2010,4,38064,Inscripció a Formació de pares i mares
03/03/2010,2010,3,38531,Borsa de treball
03/03/2010,2010,3,38295,Formulari de Consulta o Reclamació del Consumidor
03/03/2010,2010,3,38064,Inscripció a Formació de pares i mares
02/02/2010,2010,2,38295,Formulari de Consulta o Reclamació del Consumidor
02/02/2010,2010,2,38016,Sol·licitud del pin
02/02/2010,2010,2,38295,Formulari de Consulta o Reclamació del Consumidor
12/12/2009,2009,12,38727,Volant d' empadronament
24/11/2005,2005,11,38727,Volant d' empadronament
11/11/2009,2009,11,38295,Formulari de Consulta o Reclamació del Consumidor
11/11/2009,2009,11,38016,Sol·licitud del pin
07/07/2009,2009,7,38727,Volant d' empadronament
05/05/2009,2009,5,38016,Sol·licitud del pin
05/05/2009,2009,5,38016,Sol·licitud del pin
05/05/2009,2009,5,38016,Sol·licitud del pin
05/05/2009,2009,5,38016,Sol·licitud del pin
05/05/2009,2009,5,38727,Volant d' empadronament
11/11/2008,2008,11,38016,Sol·licitud del pin
05/05/2008,2008,5,38016,Sol·licitud del pin
05/05/2008,2008,5,38016,Sol·licitud del pin
03/03/2008,2008,3,38727,Volant d' empadronament
03/03/2008,2008,3,38727,Volant d' empadronament
03/03/2008,2008,3,38016,Sol·licitud del pin
12/12/2007,2007,12,38016,Sol·licitud del pin
12/12/2007,2007,12,38016,Sol·licitud del pin
12/12/2007,2007,12,38016,Sol·licitud del pin
12/12/2007,2007,12,38727,Volant d' empadronament
10/10/2007,2007,10,38016,Sol·licitud del pin
10/10/2007,2007,10,38016,Sol·licitud del pin
09/09/2007,2007,9,38016,Sol·licitud del pin
02/02/2007,2007,2,38016,Sol·licitud del pin
02/02/2007,2007,2,38016,Sol·licitud del pin
02/02/2007,2007,2,38650,Inscripció Jocs Escolars Curs 2009-2010
02/02/2007,2007,2,38936,Avís desperfectes (Rubí Via - Rubí Verd)
10/10/2006,2006,10,38016,Sol·licitud del pin
09/09/2006,2006,9,38016,Sol·licitud del pin
06/06/2006,2006,6,38016,Sol·licitud del pin
04/04/2006,2006,4,38016,Sol·licitud del pin
04/04/2006,2006,4,38016,Sol·licitud del pin
04/04/2006,2006,4,38016,Sol·licitud del pin
04/04/2006,2006,4,38016,Sol·licitud del pin
02/02/2006,2006,2,38016,Sol·licitud del pin
02/02/2006,2006,2,38016,Sol·licitud del pin
02/02/2006,2006,2,38016,Sol·licitud del pin
01/01/2006,2006,1,38016,Sol·licitud del pin
01/01/2006,2006,1,38016,Sol·licitud del pin
01/01/2006,2006,1,38016,Sol·licitud del pin
01/01/2006,2006,1,38016,Sol·licitud del pin
01/01/2006,2006,1,38016,Sol·licitud del pin
18/11/2005,2005,11,38727,Volant d' empadronament
24/11/2005,2005,11,38727,Volant d' empadronament
24/11/2005,2005,11,38727,Volant d' empadronament
24/11/2005,2005,11,38727,Volant d' empadronament
24/11/2005,2005,11,38727,Volant d' empadronament
30/11/2005,2005,11,38016,Sol·licitud del pin
07/12/2005,2005,12,38016,Sol·licitud del pin
09/12/2005,2005,12,38727,Volant d' empadronament
21/12/2005,2005,12,38727,Volant d' empadronament
21/12/2005,2005,12,38016,Sol·licitud del pin
21/12/2005,2005,12,38016,Sol·licitud del pin
21/12/2005,2005,12,38016,Sol·licitud del pin
21/12/2005,2005,12,38016,Sol·licitud del pin
21/12/2005,2005,12,38016,Sol·licitud del pin
21/12/2005,2005,12,38727,Volant d' empadronament
21/12/2005,2005,12,38727,Volant d' empadronament
21/12/2005,2005,12,38016,Sol·licitud del pin
21/12/2005,2005,12,38727,Volant d' empadronament
21/12/2005,2005,12,38727,Volant d' empadronament
22/12/2005,2005,12,38016,Sol·licitud del pin
23/12/2005,2005,12,38016,Sol·licitud del pin
23/12/2005,2005,12,38727,Volant d' empadronament
23/12/2005,2005,12,38016,Sol·licitud del pin
23/12/2005,2005,12,38016,Sol·licitud del pin
25/12/2005,2005,12,38016,Sol·licitud del pin
25/12/2005,2005,12,38016,Sol·licitud del pin
26/12/2005,2005,12,38016,Sol·licitud del pin
26/12/2005,2005,12,38016,Sol·licitud del pin
27/12/2005,2005,12,38016,Sol·licitud del pin
27/12/2005,2005,12,38016,Sol·licitud del pin
27/12/2005,2005,12,38016,Sol·licitud del pin
27/12/2005,2005,12,38016,Sol·licitud del pin
28/12/2005,2005,12,38016,Sol·licitud del pin
28/12/2005,2005,12,38016,Sol·licitud del pin
28/12/2005,2005,12,38016,Sol·licitud del pin
28/12/2005,2005,12,38727,Volant d' empadronament
28/12/2005,2005,12,38016,Sol·licitud del pin
28/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
29/12/2005,2005,12,38016,Sol·licitud del pin
