ID,EXP_DATA_ALTA,EXP_TIPUS_CODI,EXP_TIPUS_NOM
7605100011600841607707,20/03/2015,SG SJ,Secretaria General -Serv.Jurídics-Proced.No Reglat
7605100011601118207707,20/03/2015,SG SJ,Secretaria General -Serv.Jurídics-Proced.No Reglat
7605100011600909307707,20/03/2015,PL,Protecció de la legalitat
7605100011600594207707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600618907707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600876607707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600577107707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600596107707,20/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011601164107707,20/03/2015,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011600734107707,20/03/2015,PL,Protecció de la legalitat
7605100011600772107707,20/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011601781107707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011601014207707,20/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011600469807707,20/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011600437207707,20/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011601459107707,20/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011600979207707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011601381407707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600434107707,20/03/2015,OE,Ordre d'execució
7605100011600547107707,20/03/2015,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011600503607707,20/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011601294007707,20/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011601238007707,20/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011601028707707,20/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011600483407707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600585307707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011601475507707,20/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600308607707,19/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011600293607707,19/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011600249607707,19/03/2015,SSUB,Sol·licituts subvencions
7605100011600205107707,19/03/2015,DEU,Denúncies llicències urbanístiques
7605100011600142107707,19/03/2015,AOM,Assabentats d'obres menors
7605100011600089607707,19/03/2015,ALGUAL,Alta de Guals
7605100011599856107707,19/03/2015,ALGATS,Autorització per alimentar els gats de carrer
7605100011599668107707,19/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011599660607707,19/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011599516107707,19/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011599487107707,19/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011599251107707,19/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011600334307707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598947907707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598958807707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598970207707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598976907707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011599346807707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011599336107707,19/03/2015,PRUEBAS,Subtipus prova programació Dat Particulars
7605100011599970107707,19/03/2015,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011599630107707,19/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011599737607707,19/03/2015,AOM,Assabentats d'obres menors
7605100011598855607707,19/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011599884107707,19/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011599563207707,19/03/2015,S.CENTRALS,Serveis Centrals - Procediment No Reglat
7605100011599775407707,19/03/2015,S.CENTRALS,Serveis Centrals - Procediment No Reglat
7605100011599678407707,19/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011600052107707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011599574107707,19/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011599120607707,19/03/2015,AOM,Assabentats d'obres menors
7605100011599785607707,19/03/2015,INTERVENCIÓ,Intervenció - Procediment No Reglat
7605100011599833507707,19/03/2015,INTERVENCIÓ,Intervenció - Procediment No Reglat
7605100011599559607707,19/03/2015,OCUPACIÓ,Impuls a locupació - Procediment No Reglat
7605100011599589907707,19/03/2015,OCUPACIÓ,Impuls a locupació - Procediment No Reglat
7605100011599720607707,19/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011599319607707,19/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011599328707707,19/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011599619307707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011599692707707,19/03/2015,ACT-RC,Tràmits llicències activitats Règim de comunicació
7605100011598796607707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598873407707,19/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011600331607707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600292407707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600289707707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600243207707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600057307707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600158007707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011600169707707,19/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598381107707,18/03/2015,ACT-UNIF,Llicència Municipal d'Activitats
7605100011598357107707,18/03/2015,SOEP-FIRA,Sol·licitud ocupació espai públic (atraccions...)
7605100011598312607707,18/03/2015,DEU,Denúncies llicències urbanístiques
7605100011598296107707,18/03/2015,DEU,Denúncies llicències urbanístiques
7605100011598293107707,18/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011597962607707,18/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011597775107707,18/03/2015,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011597677107707,18/03/2015,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011597470607707,18/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011597527307707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597421207707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598702107707,18/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011598136607707,18/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011598572107707,18/03/2015,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011597777507707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597528107707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597578207707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011598006607707,18/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011598552107707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011597393607707,18/03/2015,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011597197407707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011597685207707,18/03/2015,GOVERNANÇA,Governança - Procediment No reglat
7605100011597911307707,18/03/2015,OCUPACIÓ,Impuls a locupació - Procediment No Reglat
7605100011597941607707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011598746607707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598749307707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011597847007707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597716207707,18/03/2015,ACT-RC,Tràmits llicències activitats Règim de comunicació
7605100011597714207707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597452907707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011597339607707,18/03/2015,INTERVENCIÓ,Intervenció - Procediment No Reglat
7605100011598056107707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597504107707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597634607707,18/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011598523107707,18/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011598255107707,18/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011597104707707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597454107707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011598339607707,18/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011597540707707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597565107707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597572007707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597549607707,18/03/2015,AOM,Assabentats d'obres menors
7605100011597860107707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597627307707,18/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011598716607707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598719807707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598723007707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011598725707707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011597889107707,18/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011598117107707,18/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011598129007707,18/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011597315107707,18/03/2015,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011597206107707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597683407707,18/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011597344607707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011597387307707,18/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011596966107707,17/03/2015,AOM,Assabentats d'obres menors
7605100011596937107707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011596917607707,17/03/2015,ACT-UNIF,Llicència Municipal d'Activitats
7605100011596845107707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011596040607707,17/03/2015,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011595887107707,17/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011595831107707,17/03/2015,SOEP-TAULES,Sol·licitud ocupació espai públic (taules-cadires)
7605100011595676607707,17/03/2015,DEN-EUS,Denúncies Ecologia Urbana i Seguretat
7605100011596305507707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011596425207707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011596538607707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011595908207707,17/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011596731907707,17/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011597044607707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011597046607707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011596356607707,17/03/2015,CIUTAT,Promoció de la Ciutat - Procediment No Reglat
7605100011596508507707,17/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011595773707707,17/03/2015,ALCALDIA,Alcaldia -Procediment No Reglat
7605100011596684607707,17/03/2015,CIUTAT,Promoció de la Ciutat - Procediment No Reglat
7605100011595678707707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011595953307707,17/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011595482607707,17/03/2015,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011596116607707,17/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011597052507707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011595448907707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011595542507707,17/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011595559307707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011595566407707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011595573007707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011595840107707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011595849707707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011595861307707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011595876907707,17/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011595407107707,17/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011596002107707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011596488107707,17/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011596286007707,17/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011595684207707,17/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011595725107707,17/03/2015,AOM,Assabentats d'obres menors
7605100011595391507707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011595357807707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011596817607707,17/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011595352107707,17/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011594869107707,16/03/2015,ALGUAL,Alta de Guals
7605100011594730607707,16/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011594642107707,16/03/2015,OMA,Llicència d'Obra Major
7605100011594631607707,16/03/2015,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011594597107707,16/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011594573107707,16/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7160100011594287907707,16/03/2015,JUNTA,Junta de Govern Local
7160100011594022907707,16/03/2015,PLE,Ple
7605100011594251607707,16/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011594041107707,16/03/2015,AOM,Assabentats d'obres menors
7605100011594010607707,16/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011593911107707,16/03/2015,DEU,Denúncies llicències urbanístiques
7605100011593869107707,16/03/2015,DEU,Denúncies llicències urbanístiques
7605100011593702707707,16/03/2015,CIUTAT,Promoció de la Ciutat - Procediment No Reglat
7605100011594313107707,16/03/2015,GOVERNANÇA,Governança - Procediment No reglat
7605100011594386807707,16/03/2015,GOVERNANÇA,Governança - Procediment No reglat
7605100011594140107707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011594180607707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011594211707707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011595224507707,16/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011593537107707,16/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011594374607707,16/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011593809507707,16/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011594441707707,16/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011594919407707,16/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011594928607707,16/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011594932807707,16/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011594509107707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011594556207707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011594663807707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011593887807707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011594782607707,16/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011594828907707,16/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011593529607707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011594230107707,16/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011594141107707,16/03/2015,AOM,Assabentats d'obres menors
7605100011595055607707,16/03/2015,USESPAIS,Sol·licitud d'ús puntual d'espais municipals
7605100011595199807707,16/03/2015,GOVERNANÇA,Governança - Procediment No reglat
7605100011595119807707,16/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011593752607707,16/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011593792407707,16/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011594002307707,16/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011594910607707,16/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011594503607707,16/03/2015,AOM,Assabentats d'obres menors
7605100011594475107707,16/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011594702907707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011594593107707,16/03/2015,CCASC,"Contracte Consultoria, Assist. i Serv. per Concurs"
7605100011593988107707,16/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011594204607707,16/03/2015,DONA,Servei de la Dona - Procediment No Reglat
7605100011593766807707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011593591207707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011595119407707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011595114107707,16/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011593910507707,16/03/2015,PL,Protecció de la legalitat
7605100011594058307707,16/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011593549907707,16/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011593288107707,14/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011593283607707,14/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011593272107707,14/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592898107707,13/03/2015,DEU,Denúncies llicències urbanístiques
7605100011592884107707,13/03/2015,DEU,Denúncies llicències urbanístiques
7605100011592863107707,13/03/2015,DEU,Denúncies llicències urbanístiques
7605100011592849607707,13/03/2015,DEU,Denúncies llicències urbanístiques
7605100011592829607707,13/03/2015,DEU,Denúncies llicències urbanístiques
7605100011592697107707,13/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011592517107707,13/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011592327107707,13/03/2015,OME,Llicència Obra Menor
7605100011592292107707,13/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011592255607707,13/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011592219107707,13/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011592163607707,13/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011592669107707,13/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011592196307707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592306507707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592540807707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592616907707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011591809607707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011591813307707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592383607707,13/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011592344407707,13/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011593075107707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011593077807707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011593098407707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011593107907707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011593113507707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592401507707,13/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011592591607707,13/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011592612207707,13/03/2015,TERRITORIAL,Àrea Serveis Territorials - Procediment No Reglat
7605100011592633607707,13/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011592723607707,13/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011592094507707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592100707707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011591876607707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011591902907707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592199607707,13/03/2015,PL,Protecció de la legalitat
7605100011592263807707,13/03/2015,DEU,Denúncies llicències urbanístiques
7605100011593118607707,13/03/2015,VEHIC,Retirada-immovilització vehicles a la via pública
7605100011592215107707,13/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011592223307707,13/03/2015,RRHH,Recursos Humans - Procediment No Reglat
7605100011592600607707,13/03/2015,AOM,Assabentats d'obres menors
7605100011592336307707,13/03/2015,OE,Ordre d'execució
7605100011593068107707,13/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011593005107707,13/03/2015,S.CENTRALS,Serveis Centrals - Procediment No Reglat
7605100011592853607707,13/03/2015,PERSONES,Àrea Serveis a les Persones -Procediment No Reglat
7605100011592088107707,13/03/2015,SG SJ,Secretaria General -Serv.Jurídics-Proced.No Reglat
7605100011591897107707,13/03/2015,SCULTURALS,Àrea Serveis Socioculturals -Procediment No Reglat
7605100011592169607707,13/03/2015,AOM,Assabentats d'obres menors
7605100011592376607707,13/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
7605100011592071107707,13/03/2015,HISENDA,Hisenda i Serv. Econòmics - Procediment No Reglat
7605100011591959007707,13/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011591923707707,13/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011591909907707,13/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011591894707707,13/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011591887507707,13/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011591854107707,13/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011591869307707,13/03/2015,URBANS,Àrea Serveis Urbans - Procediment No Reglat
7605100011591688607707,12/03/2015,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011591309107707,12/03/2015,DVG,Devolució d'avals i fiances per llicències d'obres
7605100011591255607707,12/03/2015,OME,Llicència Obra Menor
7605100011591170107707,12/03/2015,SOEP,Sol·licitud d'ocupació de l'espai públic
7605100011591105607707,12/03/2015,OME,Llicència Obra Menor
7605100011591060107707,12/03/2015,AQS,"Gestió d'avisos, queixes i suggeriments"
