ANUALITAT,ANY_CONCESIO,CIF,NOM_BENEFICIARI,DATA_CONCESIO,DESC_MOTIU,IMPORT_CONCEDIT,IMPORT_PAGAT,IMPORT_RETORNAT_REINTEGRAT
2016,2016,G60836871,GRUP CULTURAL I DE TEATRE CORIMBO,04/10/2016,Convocatòria 2016 subvencions entitats culturals,435,435,0
2016,2016,V59492041,OBRADOR CORAL RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,1000,1000,0
2016,2016,G66240847,SOCIETAT DE BLUES DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,2000,2000,0
2016,2016,G62129119,ASSOCIACIO GENT GRAN DE RUBI,14/12/2016,"Subvencio ""Associació Gent Gran de Rubí i el seu entorn""2016",1400,1400,0
2015,2014,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,21/11/2014,CONVENI CER FUTBOL SALA_ESPORT PER A TOTHOM 2014-2015,30000,30000,0
2015,2014,B66367939,ESPAI IDIOMES RUBI SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA ANUAL,1620,0,0
2015,2014,B65479743,DE GLA PRODUCTES I SERVEIS SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA ANUAL,2160,2160,0
2015,2015,G62424767,SOCIETAT SANT ANTONI ABAD,20/01/2015,Festa Sant Antoni Abat 2015,35360,35360,0
2015,2015,G62462494,COORDINADORA DE ENTIDADES CULTURALES ANDALUZAS DE RUBI,17/02/2015,CONVENI CECAR 2015 DIA ANDALUSIA,8500,8500,0
2015,2015,G60571668,UNIO ATLETICA RUBI,02/03/2015,Subvenció 2015 per al 50% de les quotes del préstec Unió Atlética Rubí,2646.96,2645.28,0.11
2015,2015,G60571668,UNIO ATLETICA RUBI,11/03/2015,PRÒRROGA CONVENI PER AL 2015 UNIÓ ATLÈTICA RUBÍ. TEMPORADA ESPORTIVA COMPETICIÓ,9000,9000,0
2015,2015,G60571668,UNIO ATLETICA RUBI,11/03/2015,PRÒRROGA CONVENI PER AL 2015 UNIÓ ATLÈTICA RUBÍ.DINAMITZACIÓ PISTA ATLETISME CAN ROSÉS,72000,72000,0
2015,2015,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,02/03/2015,Subvenció 2015 CE Rubi Futbol Sala. Temporada Esportiva,15000,15000,0
2015,2015,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,02/03/2015,Subvencio 2015 CE Rubi Futbol Sala. Escola esportiva,3100,3100,0
2016,2016,G59183806,UNIO ESPORTIVA DE RUBI,12/04/2016,SUBVENCIÓN 2016 UNIÓ ESPORTIVA RUBÍ TEMPORADA 2015-2016,61000,61000,0
2016,2016,G59466011,CF JUVENTUT 25 DE SETEMBRE,26/04/2016,SUBVENCIÓN 2016 CF JUVENTUD 25 SEPTIEMBRE. TEMPORADA DEPORTIVA 2015-2016,18000,18000,0
2016,2016,G60554425,CLUB ESPORTIU HORITZO 1994,26/04/2016,SUBVENCION 2016 CONVENIO CE HORITZÓ PROYECTOS DEPORTIVOS,3600,3600,0
2016,2016,G59527903,CD OLIMPIC CAN FATJO,03/05/2016,SUBVENCIÓN 2016 CONVENIO CE OLIMPIC CAN FATJÓ TEMPORADA DEPORTIVA 2015-2016,18000,18000,0
2016,2016,G63139133,AULA JOVE,03/05/2016,Projecte suport escolar alumnes de secundària,3000,3000,0
2016,2016,G58269242,CLUB HANDBOL RUBI,03/05/2016,SUBVENCIÓN 2016 CONVENIO HANDBOL RUBÍ. ESCUELA DEPORTIVA TEMP 2015-2016,600,600,0
2016,2016,G60554425,CLUB ESPORTIU HORITZO 1994,26/04/2016,Subvenció 2016 CLub Esportiu Horitzó,5700,5700,0
2016,2016,G60423308,C E B SANT JORDI,10/05/2016,SUBVENCIÓN 2016 CEB SANT JORDI. FEDERADOS. TEMPORADA DEPORTIVA 2015-2016,6500,6500,0
2016,2016,G60423308,C E B SANT JORDI,10/05/2016,SUBVENCIÓN 2016 CEB SANT JORDI. ESCUELA DEPORTIVA TEMP. 2015-2016,2500,2500,0
2016,2016,G60423308,C E B SANT JORDI,10/05/2016,SUBVENCIÓN 2016 CEB SANT JORDI. MEJORA Y MANTENIMIENTO INSTALACIONES DEPORT. TEMP 2015-2016,2000,2000,0
2016,2016,G61139432,CLUB PETANCA UNION LAS TORRES RUBI,17/05/2016,SUBVENCIÓN 2016 CLUB PETANCA LAS TORRES DE RUBÍ TEMP. ESP. Y OPEN,4000,4000,0
2016,2016,G62631932,FRATER-NADAL SERVEI SOCIAL EVANGELIC,17/05/2016,Subvencion 2016 FRATER NADAL,39109.2,0,0
2016,2016,G62462494,COORDINADORA DE ENTIDADES CULTURALES ANDALUZAS DE RUBI,24/05/2016,Subvenció i conveni 2016 CECAR - Dia Andalusia,2500,2500,0
2016,2016,Q5855637D,ESCOLA 25 DE SETEMBRE,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,4940.04,4940.04,0
2016,2016,S0800117D,ESCOLA CA N'ALZAMORA,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,3831.06,3831.06,0
2016,2016,Q5855636F,ESCOLA TERESA ALTET,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,3730.25,3730.25,0
2016,2016,G60944246,ASSOCIACIÓ PER LA PROMOCIÓ DE L'ESPECACLE INFANTIL I JUVENIL LA XARXA,17/05/2016,Subvenció 2016 i conveni Ass. Prom. Esp. Inf. Juv. La Xarxa,4200,4200,0
2016,2016,P5800007F,CONSELL COMARCAL DEL VALLES OCCIDENTAL,10/05/2016,SUBVENCIÓ ALUMNES TRANSPORT ESCOLAR NO OBLIGATORI,22080,22080,0
2016,2016,G60313459,COLLA DE GEGANTERS DE RUBI,17/05/2016,Subvenció i conveni 2016 Colla Geganters de Rubí,14000,14000,0
2016,2016,G62424767,SOCIETAT SANT ANTONI ABAD,24/05/2016,Subvenció i conveni 2016 Societat Sant Antoni Abat,18000,18000,0
2016,2016,G62631932,FRATER-NADAL SERVEI SOCIAL EVANGELIC,06/05/2016,Subvencion 2016 FRATER NADAL,39109.2,0,0
2016,2016,Q0801862D,INSTITUT TORRENT DELS ALOUS,24/05/2016,10a edición Premios al Civismo,2500,2500,0
2016,2016,Q5856151E,INSTITUT L'ESTATUT,24/05/2016,10a edición Premios al Civismo,1000,1000,0
2016,2016,G64315658,ASSOCIACIO DE PARES I MARES CEIP RIVO RUBEO,24/05/2016,10a edición Premios al Civismo,1500,1500,0
2016,2016,Q0801826I,ESCOLA DEL BOSC,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,2016.35,2016.35,0
2016,2016,S0800276H,ESCOLA RIVO RUBEO,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,3730.25,3730.25,0
2016,2016,Q5855633C,ESCOLA MOSSEN CINTO VERDAGUER,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,3226.16,3226.16,0
2016,2016,Q5855639J,ESCOLA JOAN MARAGALL,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,4032.7,4032.7,0
2016,2016,Q5855672A,INSTITUT J V FOIX,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,425.55,425.55,0
2015,2015,G59849760,FOMENT DE LA SARDANA DE RUBI,04/08/2015,Convocatòria concessió subvencions 2015 a entitats culturals,2100,2100,0
2015,2015,V59499996,SOCIETAT CORAL LA UNIO RUBINENCA DE RUBI,04/08/2015,Convocatòria concessió subvencions 2015 a entitats culturals,1300,1300,0
2016,2016,G60571668,UNIO ATLETICA RUBI,18/03/2016,SUBVENCIÓ 2016 UNIÓ ATLÈTICA RUBÍ. TEMPORADA ESPORTIVA 2015-2016,9000,9000,0
2016,2016,G60571668,UNIO ATLETICA RUBI,18/03/2016,SUBVENCIÓN 2016 UNIÓ ATLETICA RUBI. GESTIÓN PISTAS ATLETISMO AÑO 2016,72000,72000,0
2016,2016,G58269242,CLUB HANDBOL RUBI,03/05/2016,SUBVENCIÓN 2016 CONVENIO HANDBOL. COMPETICIÓN FEDERADA TEMP 2015-2016,1500,1500,0
2016,2016,S0800121F,CEE CA'N ORIOL,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,2318.8,2318.8,0
2016,2016,Q5855634A,ESCOLA MONTESSORI,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,4032.7,4032.7,0
2016,2016,Q5856371I,ESCOLA SCHOLA,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,2318.8,2318.8,0
2016,2016,Q5855638B,ESCOLA TORRE DE LA LLEBRE,09/05/2016,Convocatòria 2016 d'ajuts pel manteniment dels centres educatius públics de Rubí,2822.89,2822.89,0
2016,2016,G61323317,AMICS AUTOMOBILS ANTICS DE RUBI,24/05/2016,Subvenció i conveni 2016 Amics Automòbils Antics,2200,2200,0
2016,2016,Q5855638B,ESCOLA TORRE DE LA LLEBRE,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1130.04,1130.04,0
2016,2016,Q5855553C,ESCOLA RAMON LLULL,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1496.54,1496.54,0
2016,2016,Q5856371I,ESCOLA SCHOLA,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1115.1,1115.1,0
2013,2013,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,03/12/2013,CAMPANYA EMERGÈNCIA 2626: RESPOSTA ALS EFECTES DEL TIFÓ HYIAN A FILIPINES,3000,0,0
2013,2013,J66055203,BAR SATUR SCP,20/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,B61202883,DIGITAL SIS SL,21/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,590.49,590.49,0
2013,2013,J65202723,LA CASSOLA DE RUBI SCP,21/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,286.25,286.25,0
2013,2013,J66069568,L ENTREPA DOS SCP,21/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,J64758428,COPYMAT,22/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,508.8,508.8,0
2013,2013,J60987823,GARCIA JOIERS J SCP,22/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,416.94,416.94,0
2013,2013,A58269465,VILA ELECTROLLAR S A,22/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,B66082496,RAV GERMANS SL,22/11/2013,cONVOCATORIA DE LES SUBVENCIONS PER A L'IMPULS DE L'ACTIVITAT COMERCIAL 2013,800,800,0
2013,2013,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,31/12/2013,PROJECTE 2627: GRUP DE TREBALL MARROC: TALLERS DE CINEMA SOCIAL SOBRE MEMÒRIA MIGRATÒRIA,8966.65,8966.65,0
2013,2013,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,31/12/2013,PROJECTE 2560: ASSISTÈNCIES TÈCNIQUES A OUSOUYE,11462.1,0,0
2014,2014,G60554425,CLUB ESPORTIU HORITZO 1994,01/04/2014,CONVENI COL·LABORACIÓ 2014 CE HORITZÓ. PROGRAMA D'ACTIVITATS ESPORTIVAS,3600,3600,0
2016,2016,Q5855634A,ESCOLA MONTESSORI,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1570.53,1570.53,0
2013,2013,G63876734,CORAL CONTURBAT ME,29/11/2013,Convocatòria subvencions entitats culturals 2013,4150,4150,0
2014,2014,G60871761,CLUB VOLEIBOL RUBI,01/07/2014,CONVENI 2013-2014 CLUB VOLEIBOL RUBÍ_ESCOLA ESPORTIVA,1500,1500,0
2014,2014,G60871761,CLUB VOLEIBOL RUBI,01/07/2014,CONVENI 2013-2014 CLUB VOLEIBOL RUBÍ_24H VOLEIBOL MEMORIAL FRANCESC CALVO,3000,3000,0
2016,2016,Q5855633C,ESCOLA MOSSEN CINTO VERDAGUER,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,953.57,953.57,0
2016,2016,S0800117D,ESCOLA CA N'ALZAMORA,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1159.22,1159.22,0
2016,2016,Q5855635H,ESCOLA PAU CASALS,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1085.93,1085.93,0
2016,2016,Q0801826I,ESCOLA DEL BOSC,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1291.58,1291.58,0
2016,2016,Q5855469B,INSTITUT DUC DE MONTBLANC,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1085.93,1085.93,0
2016,2016,Q0801862D,INSTITUT TORRENT DELS ALOUS,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1144.29,1144.29,0
2016,2016,V58070103,CENTRE EXCURSIONISTA DE RUBI,03/10/2016,SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS,1700,1700,0
2016,2016,G58061011,IRMANDADE GALEGA DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,3000,3000,0
2016,2016,G60480985,HERMANDAD ROCIERA ANDALUZA DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,800,800,0
2017,2016,V58640731,CENTRE D'ESPLAI L'EIXAM,30/12/2016,Ajuts a les activitats de les entitats de Lleure,3950,0,0
2016,2016,S0800276H,ESCOLA RIVO RUBEO,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1452.42,1452.42,0
2016,2016,Q5856151E,INSTITUT L'ESTATUT,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1188.4,1188.4,0
2016,2016,G61313516,FEDERACIO D'ASSOCIACIONS DE COMERCIANTS DE RUBI,28/07/2016,CONVENI AMB FEDERACIÓ ASSOCIACIONS COMERCIANTS I GREMIS DE RUBI PER PLA DINAMITZACIÓ COMERCIAL,37500,37500,0
2016,2016,Q5855636F,ESCOLA TERESA ALTET,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1085.93,1085.93,0
2016,2016,G08919953,GRUP FOTOGRAFIC EL GRA,14/06/2016,"Grup Fotogràfic El Gra, 50è aniversari, 2016",12500,12500,0
2016,2016,G59755363,ASSOCIACIO DE PESSEBRISTES DE RUBI,21/06/2016,"Subvenció i conveni, Ass. Pessebristes",1200,1200,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,28/06/2016,Emergència efectes terratrèmol Equador,8000,0,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,28/06/2016,Emergència efectes terratrèmol Equador,8000,0,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,28/06/2016,Emergència efectes terratrèmol Equador,8000,8000,0
2016,2016,G65876955,ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV),28/06/2016,Programa d'Acció Social ASAV,37500,37500,0
2016,2016,G63487607,FUNDACIO PRIVADA LLIGA CATALANA D AJUDA ONCOLOGICA,06/09/2016,CONVOCATORIA SUBVENCIONES CONCURRENCIA MODALIDAF F: ENTIDADES SOCIOSANITARIAS,3000,3000,0
2016,2016,G63930499,FUNDACIO PRIVADA AVAN,06/09/2016,CONVOCATORIA SUBVENCIONES CONCURRENCIA MODALIDAF F: ENTIDADES SOCIOSANITARIAS,3000,3000,0
2016,2016,G61183034,ASSOCIACION ROCIERA ANDALUZA DE RUBI,04/10/2016,Convocatòria 2016 subvencions entitats culturals,700,700,0
2015,2015,B65928731,FUSTERIA GRILMA SL,18/11/2015,SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ,492.5,492.5,0
2015,2015,B61076907,LAURA PAGES SL,18/11/2015,SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ,1000,1000,0
2015,2015,B65987000,GRUP DE NEGOCIS LLAR SERVEIS SL,18/11/2015,SUBVENCION IMPULS ACTIVITAT EMPRESARIAL ANY 2015. MODALITAT COMERÇ,614.05,614.05,0
2017,2016,F58137001,CEVAGRAF SDAD COOP CATALANA LIMITADA,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2016,B66361700,CANSALADERIA MILA VALLES SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,867.77,0,0
2017,2016,B60105822,RACO DEL LLIBRE SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,770.76,0,0
2017,2016,B61353751,MJ 60 ARQUITECTURA SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,849,0,0
2017,2016,B65987000,GRUP DE NEGOCIS LLAR SERVEIS SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,285.53,0,0
2017,2016,B63290902,"REFORFUSTA, SL",20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2016,B66682550,MARHABA SPA ERIKA VIGARA SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2016,B60318748,VENDIPRACTIC SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2016,B60808920,TOP RUBI SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2017,G58525643,CLUB PETANCA SANTA ROSA,26/10/2017,SUBVENCIONES 2017: MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS,750,0,0
2014,2014,G60423308,C E B SANT JORDI,13/05/2014,CONVENI 2014 CEB SANT JORDI. TEMP ESPORTIVA 2013-2014,5400,5400,0
2014,2014,G60871761,CLUB VOLEIBOL RUBI,01/07/2014,CONVENI 2013-2014 CLUB VOLEIBOL RUBÍ_ESPORT FEDERAT,2700,2700,0
2014,2014,G59429290,ASSOCIACIO COMPARTIR,21/07/2014,Programa d'activitats d'estiu centre obert,6182.07,6182.07,0
2016,2016,G61884359,FUNDACIO AUTONOMA SOLIDARIA,03/05/2016,participació alumnes secundària projecte Itaca,3255,3255,0
2016,2016,Q5855637D,ESCOLA 25 DE SETEMBRE,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1717.12,1717.12,0
2016,2016,Q5855639J,ESCOLA JOAN MARAGALL,31/05/2016,CONVOCATORIA 2016 AJUTS CENTRES EDUCATIUS PUBLICS PER A PROJECTES PEDAGOGICS,1408.3,1408.3,0
2016,2016,G08886384,APA COL·LEGI PUBLIC MARIA MONTESSORI DE RUBI,29/11/2016,Casals d'estiu 2016,1412,1412,0
2016,2016,G63505960,APA DEL COLEGIO PUBLICO MOSEN CINTO VERDAGUER,29/11/2016,Casals d'estiu 2016,1804,1804,0
2016,2016,G59437806,APA DEL CP PAU CASALS DE RUBI,29/11/2016,Casals d'estiu 2016,7760,7760,0
2016,2016,G58376740,APA COL.LEGI PUBLIC RAMON LLULL DE CAN FATJO,29/11/2016,Casals d'estiu 2016,1884,1884,0
2016,2016,G64315658,ASSOCIACIO DE PARES I MARES CEIP RIVO RUBEO,29/11/2016,Casals d'estiu 2016,3192,3192,0
2016,2016,G59956037,ASSOC DE PARES D'ALUMNES DEL CP TERESA ALTET,29/11/2016,Casals d'estiu 2016,2410,2410,0
2016,2016,G58173063,CENTRE MARISTA D'ESCOLTES,30/12/2016,Ajuts a les activitats de les entitats de Lleure,0,0,0
2017,2016,G08983199,ESCOLTES CATALANS,30/12/2016,Ajuts a les activitats de les entitats de Lleure,2300,0,0
2014,2014,B65246050,SCAME MATERIAL ELECTRICO SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA ANUAL,4095,0,0
2014,2014,B66367939,ESPAI IDIOMES RUBI SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA ANUAL,3780,0,0
2014,2014,B65952590,PLANCHA MOTOR SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,2205,0,0
2014,2014,Q5855636F,ESCOLA TERESA ALTET,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,5716.59,5716.59,0
2014,2014,Q5855633C,ESCOLA MOSSEN CINTO VERDAGUER,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,2614.73,2614.73,0
2014,2014,S0800121F,CEE CA'N ORIOL,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,981.43,981.43,0
2014,2014,S0800117D,ESCOLA CA N'ALZAMORA,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,1939.25,1939.25,0
2014,2014,S0800276H,ESCOLA RIVO RUBEO,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,865.78,865.78,0
2014,2014,G58277534,MEDICOS SIN FRONTERAS ESPAÑA,17/12/2014,SEGONA APORTACIÓ PER DONAR RESPOSTA ALS AFECTATS PEL BROT DEL VIRUS DE L'ÈBOLA A L'ÀFRICA OCCIDENTAL,3644.47,0,0
2014,2014,G60910528,ASSOCIACIO CATALANA D'ENGINYERIA SENSE FRONTERES,03/10/2014,PROJECTES DE COOPERACIÓ AL DESENVOLUPAMENT PROMOGUTS PER ENTITATS DE RUBI PER A L'ANY 2014,22300,22300,0
2014,2014,G62799184,FUNDACIO BENEFICA PRIVADA QUETZAL,03/10/2014,PROJECTES DE COOPERACIÓ AL DESENVOLUPAMENT PROMOGUTS PER ENTITATS DE RUBI PER A L'ANY 2014,14000,14000,0
2014,2014,G09326745,FUNDACION VICENTE FERRER,03/10/2014,PROJECTES DE COOPERACIÓ AL DESENVOLUPAMENT PROMOGUTS PER ENTITATS DE RUBI PER A L'ANY 2014,25000,25000,0
2017,2016,G58173063,CENTRE MARISTA D'ESCOLTES,30/12/2016,Ajuts a les activitats de les entitats de Lleure,2000,0,0
2013,2013,G59956037,ASSOC DE PARES D'ALUMNES DEL CP TERESA ALTET,19/11/2013,Ajuts per a germans i families monoparentals i nombroses,288,288,0
