CODI_P,CODI_F,ORGANIC,SEXE,DATA_NAIXEMENT,ANY_NAIXEMENT,MES_NAIXEMENT
13,27,SECRETARIA GENERAL,Dona,04/07/1979,1979,7
13,27,SECRETARIA GENERAL,Dona,27/08/1959,1959,8
13,29,INTERVENCIÓ,Dona,24/01/1971,1971,1
13,29,INTERVENCIÓ,Home,17/06/1975,1975,6
14,15,Oficina de servei a l'empresa,Home,03/12/1985,1985,12
14,15,ÀREA DE DESENVOLUPAMNET D'ECONOMIA LOCAL,Home,18/01/1981,1981,1
14,15,Oficina de servei a l'empresa,Dona,03/03/1965,1965,3
14,15,Oficina de servei a l'empresa,Dona,12/10/1969,1969,10
14,15,Oficina de servei a l'empresa,Dona,08/08/1969,1969,8
14,15,Oficina de servei a l'empresa,Dona,08/08/1973,1973,8
14,15,Oficina de servei a l'empresa,Home,11/01/1973,1973,1
14,15,Oficina de servei a l'empresa,Dona,12/04/1976,1976,4
14,81,PROJECTES ESTRATEGICS,Dona,15/03/1972,1972,3
16,53,MERCAT,Home,18/05/1974,1974,5
16,53,MERCAT,Home,09/06/1962,1962,6
16,53,MERCAT,Home,04/12/1960,1960,12
1,66,Ràdio Rubí serveis audiovisuals,Home,07/04/1958,1958,4
1,66,Ràdio Rubí serveis audiovisuals,Home,23/05/1976,1976,5
1,66,Ràdio Rubí serveis audiovisuals,Home,16/08/1968,1968,8
1,66,Ràdio Rubí serveis audiovisuals,Dona,16/05/1964,1964,5
1,66,Ràdio Rubí serveis audiovisuals,Dona,22/04/1978,1978,4
1,66,Ràdio Rubí serveis audiovisuals,Home,26/08/1971,1971,8
1,66,Ràdio Rubí serveis audiovisuals,Dona,31/12/1957,1957,12
1,66,Ràdio Rubí serveis audiovisuals,Dona,11/05/1975,1975,5
1,66,Ràdio Rubí serveis audiovisuals,Dona,24/01/1974,1974,1
1,66,Ràdio Rubí serveis audiovisuals,Home,11/07/1984,1984,7
1,66,Ràdio Rubí serveis audiovisuals,Home,22/08/1973,1973,8
2,13,"AREA DE PROMOCIÓ ECONÒMICA, HISENDA I RÈGIM INTERIOR",Dona,25/02/1971,1971,2
2,13,"AREA DE PROMOCIÓ ECONÒMICA, HISENDA I RÈGIM INTERIOR",Dona,26/10/1954,1954,10
2,13,"AREA DE PROMOCIÓ ECONÒMICA, HISENDA I RÈGIM INTERIOR",Dona,28/10/1969,1969,10
21,56,Compres,Dona,26/11/1962,1962,11
21,56,Compres,Dona,25/12/1963,1963,12
21,56,Compres,Dona,24/11/1968,1968,11
22,23,OFICINA DE SANCIONADORS,Dona,26/07/1963,1963,7
22,23,OFICINA DE SANCIONADORS,Home,10/04/1968,1968,4
22,23,OFICINA DE SANCIONADORS,Dona,26/08/1959,1959,8
22,23,OFICINA DE SANCIONADORS,Dona,13/08/1965,1965,8
2,31,ÀREA DE SERVEIS A LES PERSONES,Dona,22/09/1956,1956,9
2,31,ÀREA DE SERVEIS A LES PERSONES,Dona,21/01/1954,1954,1
2,31,ÀREA DE SERVEIS A LES PERSONES,Home,26/09/1959,1959,9
2,31,ÀREA DE SERVEIS A LES PERSONES,Dona,19/05/1981,1981,5
2,31,ÀREA DE SERVEIS A LES PERSONES,Dona,12/11/1965,1965,11
2,31,SERVEI D'EDUCACIÓ,Dona,03/09/1967,1967,9
2,31,ÀREA DE SERVEIS A LES PERSONES,Dona,07/04/1959,1959,4
2,31,ÀREA DE SERVEIS A LES PERSONES,Home,11/02/1962,1962,2
24,21,CONTRACTACIÓ I COMPRES,Dona,29/10/1978,1978,10
2,42,ÀREA DE SERVEIS TERRITORIALS,Dona,19/12/1969,1969,12
24,21,CONTRACTACIÓ I COMPRES,Dona,02/09/1972,1972,9
2,42,ÀREA DE SERVEIS TERRITORIALS,Home,13/11/1955,1955,11
24,21,CONTRACTACIÓ I COMPRES,Dona,26/11/1971,1971,11
2,42,ÀREA DE SERVEIS TERRITORIALS,Dona,04/05/1971,1971,5
2,42,ÀREA DE SERVEIS TERRITORIALS,Dona,03/12/1984,1984,12
2,42,ÀREA DE SERVEIS TERRITORIALS,Home,01/05/1957,1957,5
2,42,ÀREA DE SERVEIS TERRITORIALS,Home,12/08/1980,1980,8
2,42,ÀREA DE SERVEIS TERRITORIALS,Dona,15/08/1978,1978,8
24,25,OFICINA DE GESTIÓ D'INGRESSOS,Dona,04/05/1968,1968,5
24,25,OFICINA DE GESTIÓ D'INGRESSOS,Home,13/10/1961,1961,10
24,25,OFICINA DE GESTIÓ D'INGRESSOS,Dona,23/11/1967,1967,11
2,42,ÀREA DE SERVEIS TERRITORIALS,Home,01/11/1972,1972,11
24,67,PRESSUPOST I ESTUDIS ECONÒMICS,Dona,02/08/1960,1960,8
24,67,PRESSUPOST I ESTUDIS ECONÒMICS,Dona,14/03/1963,1963,3
24,67,PRESSUPOST I ESTUDIS ECONÒMICS,Dona,26/02/1980,1980,2
2,51,POLICIA LOCAL,Home,16/11/1970,1970,11
2,51,POLICIA LOCAL,Home,22/01/1967,1967,1
2,51,POLICIA LOCAL,Home,17/03/1971,1971,3
2,51,POLICIA LOCAL,Home,18/07/1973,1973,7
2,51,POLICIA LOCAL,Home,12/12/1963,1963,12
2,51,POLICIA LOCAL,Dona,27/04/1979,1979,4
2,51,POLICIA LOCAL,Home,03/04/1969,1969,4
2,51,POLICIA LOCAL,Home,06/07/1972,1972,7
2,51,POLICIA LOCAL,Home,25/11/1967,1967,11
2,51,POLICIA LOCAL,Home,19/07/1971,1971,7
2,51,POLICIA LOCAL,Home,10/01/1968,1968,1
2,51,POLICIA LOCAL,Home,29/04/1967,1967,4
2,51,POLICIA LOCAL,Home,14/12/1962,1962,12
2,51,POLICIA LOCAL,Dona,21/01/1974,1974,1
2,51,POLICIA LOCAL,Dona,02/01/1972,1972,1
2,51,POLICIA LOCAL,Home,27/11/1971,1971,11
2,51,POLICIA LOCAL,Home,02/10/1992,1992,10
2,51,POLICIA LOCAL,Home,26/02/1987,1987,2
2,51,POLICIA LOCAL,Home,25/04/1970,1970,4
2,51,POLICIA LOCAL,Home,08/11/1959,1959,11
2,51,POLICIA LOCAL,Dona,14/12/1971,1971,12
2,51,POLICIA LOCAL,Home,07/11/1954,1954,11
2,51,POLICIA LOCAL,Home,03/03/1974,1974,3
2,51,POLICIA LOCAL,Home,08/11/1971,1971,11
2,51,POLICIA LOCAL,Home,15/02/1966,1966,2
2,51,POLICIA LOCAL,Home,03/02/1961,1961,2
2,51,POLICIA LOCAL,Home,04/02/1969,1969,2
2,51,POLICIA LOCAL,Dona,08/05/1979,1979,5
2,51,POLICIA LOCAL,Dona,27/12/1976,1976,12
2,51,POLICIA LOCAL,Home,15/03/1957,1957,3
2,51,POLICIA LOCAL,Home,26/08/1965,1965,8
2,51,POLICIA LOCAL,Dona,09/07/1967,1967,7
2,51,POLICIA LOCAL,Home,17/12/1972,1972,12
2,51,POLICIA LOCAL,Dona,04/12/1970,1970,12
2,51,POLICIA LOCAL,Home,27/02/1967,1967,2
2,51,POLICIA LOCAL,Home,18/03/1975,1975,3
2,51,POLICIA LOCAL,Home,23/02/1965,1965,2
2,51,POLICIA LOCAL,Home,31/05/1960,1960,5
2,51,POLICIA LOCAL,Dona,27/12/1969,1969,12
2,51,POLICIA LOCAL,Home,28/07/1968,1968,7
2,51,POLICIA LOCAL,Home,17/07/1973,1973,7
2,51,POLICIA LOCAL,Home,23/10/1970,1970,10
2,51,POLICIA LOCAL,Home,23/06/1974,1974,6
2,51,POLICIA LOCAL,Home,14/11/1971,1971,11
2,51,POLICIA LOCAL,Home,11/11/1963,1963,11
2,51,POLICIA LOCAL,Home,18/02/1962,1962,2
2,51,POLICIA LOCAL,Home,20/03/1968,1968,3
2,51,POLICIA LOCAL,Home,07/10/1966,1966,10
2,51,POLICIA LOCAL,Home,07/02/1955,1955,2
2,51,POLICIA LOCAL,Dona,27/04/1970,1970,4
2,51,POLICIA LOCAL,Home,07/07/1961,1961,7
2,51,POLICIA LOCAL,Home,27/07/1970,1970,7
2,51,POLICIA LOCAL,Home,29/06/1967,1967,6
2,51,POLICIA LOCAL,Home,06/01/1969,1969,1
2,51,POLICIA LOCAL,Dona,09/06/1970,1970,6
2,51,POLICIA LOCAL,Home,17/10/1956,1956,10
2,51,POLICIA LOCAL,Home,20/10/1966,1966,10
2,51,POLICIA LOCAL,Home,07/01/1963,1963,1
2,51,POLICIA LOCAL,Dona,07/04/1972,1972,4
2,51,POLICIA LOCAL,Home,22/05/1956,1956,5
2,51,POLICIA LOCAL,Home,01/01/1960,1960,1
2,51,POLICIA LOCAL,Home,23/09/1965,1965,9
2,51,POLICIA LOCAL,Home,09/05/1964,1964,5
2,51,POLICIA LOCAL,Home,25/04/1971,1971,4
2,51,POLICIA LOCAL,Home,06/07/1972,1972,7
2,51,POLICIA LOCAL,Home,04/09/1980,1980,9
2,51,POLICIA LOCAL,Home,18/07/1966,1966,7
2,51,POLICIA LOCAL,Home,30/09/1957,1957,9
2,51,POLICIA LOCAL,Home,07/02/1962,1962,2
2,51,POLICIA LOCAL,Home,10/06/1973,1973,6
2,51,POLICIA LOCAL,Home,09/05/1975,1975,5
2,51,POLICIA LOCAL,Home,06/04/1968,1968,4
2,51,POLICIA LOCAL,Home,02/07/1971,1971,7
2,51,POLICIA LOCAL,Dona,10/02/1976,1976,2
2,51,POLICIA LOCAL,Dona,27/09/1974,1974,9
2,51,POLICIA LOCAL,Home,28/12/1962,1962,12
2,51,POLICIA LOCAL,Home,16/09/1967,1967,9
2,51,POLICIA LOCAL,Home,30/06/1981,1981,6
2,51,POLICIA LOCAL,Dona,21/06/1971,1971,6
2,5,ÀREA DE DESENVOLUPAMNET D'ECONOMIA LOCAL,Home,17/12/1980,1980,12
2,5,ÀREA DE DESENVOLUPAMNET D'ECONOMIA LOCAL,Dona,20/06/1974,1974,6
2,7,GABINET D'ALCALDIA,Dona,25/12/1972,1972,12
27,28,ARXIU,Dona,09/09/1963,1963,9
2,7,GABINET D'ALCALDIA,Dona,14/08/1963,1963,8
2,7,GABINET D'ALCALDIA,Dona,16/01/1971,1971,1
2,78,RELACIONS CIUTADANES PROXIMITAT,Dona,27/04/1958,1958,4
2,78,RELACIONS CIUTADANES PROXIMITAT,Home,22/08/1962,1962,8
2,78,RELACIONS CIUTADANES PROXIMITAT,Dona,25/12/1959,1959,12
2,78,RELACIONS CIUTADANES PROXIMITAT,Dona,21/07/1972,1972,7
2,78,RELACIONS CIUTADANES PROXIMITAT,Home,20/02/1973,1973,2
2,78,RELACIONS CIUTADANES PROXIMITAT,Dona,28/12/1979,1979,12
2,78,RELACIONS CIUTADANES PROXIMITAT,Home,21/05/1976,1976,5
2,78,RELACIONS CIUTADANES PROXIMITAT,Dona,28/09/1965,1965,9
2,80,PROTECCIO CIVIL,Home,31/01/1953,1953,1
2,80,PROTECCIO CIVIL,Home,11/08/1972,1972,8
2,84,PROJECTES DE CIUTAT,Dona,23/09/1956,1956,9
2,84,AMBIT ORGANITZACIO I TECNOLOGIA,Home,25/08/1963,1963,8
2,9,COMUNICACIO,Dona,08/11/1978,1978,11
2,9,COMUNICACIO,Dona,27/03/1981,1981,3
2,9,COMUNICACIO,Dona,30/09/1978,1978,9
2,9,COMUNICACIO,Home,12/02/1971,1971,2
2,9,COMUNICACIO,Home,04/06/1980,1980,6
2,9,COMUNICACIO,Dona,05/04/1967,1967,4
29,30,COMPTABILITAT,Dona,23/10/1961,1961,10
2,9,COMUNICACIO,Dona,05/02/1976,1976,2
2,9,COMUNICACIO,Dona,11/10/1971,1971,10
29,77,SECRETARIA TÈCNICA D'INTERVENCIÓ,Home,20/03/1973,1973,3
29,77,SECRETARIA TÈCNICA D'INTERVENCIÓ,Dona,06/02/1967,1967,2
31,32,ÀMBIT DE POLÍTIQUES SOCIAL,Dona,13/05/1968,1968,5
31,36,SERVEI D'EDUCACIÓ,Dona,05/04/1968,1968,4
31,36,SERVEI D'EDUCACIÓ,Dona,26/07/1975,1975,7
31,36,SERVEI D'EDUCACIÓ,Dona,26/12/1957,1957,12
31,36,SERVEI D'EDUCACIÓ,Dona,04/08/1958,1958,8
31,36,SERVEI D'EDUCACIÓ,Home,21/12/1966,1966,12
31,36,SERVEI D'EDUCACIÓ,Dona,31/12/1986,1986,12
31,36,SERVEI D'EDUCACIÓ,Dona,23/07/1976,1976,7
31,36,SERVEI D'EDUCACIÓ,Home,10/02/1964,1964,2
31,36,SERVEI D'EDUCACIÓ,Dona,19/08/1976,1976,8
31,36,SERVEI D'EDUCACIÓ,Home,27/10/1953,1953,10
31,36,SERVEI D'EDUCACIÓ,Dona,25/09/1960,1960,9
31,36,SERVEI D'EDUCACIÓ,Dona,13/10/1964,1964,10
31,36,SERVEI D'EDUCACIÓ,Dona,13/12/1958,1958,12
31,36,SERVEI D'EDUCACIÓ,Home,10/09/1963,1963,9
31,36,SERVEI D'EDUCACIÓ,Dona,23/06/1961,1961,6
31,36,SERVEI D'EDUCACIÓ,Dona,24/10/1975,1975,10
31,36,SERVEI D'EDUCACIÓ,Dona,06/01/1965,1965,1
31,36,SERVEI D'EDUCACIÓ,Dona,15/11/1971,1971,11
31,36,SERVEI D'EDUCACIÓ,Dona,11/09/1961,1961,9
31,36,SERVEI D'EDUCACIÓ,Dona,31/07/1973,1973,7
31,36,SERVEI D'EDUCACIÓ,Home,29/05/1957,1957,5
31,36,SERVEI D'EDUCACIÓ,Dona,18/06/1973,1973,6
31,36,SERVEI D'EDUCACIÓ,Home,21/11/1967,1967,11
31,36,SERVEI D'EDUCACIÓ,Dona,19/04/1965,1965,4
31,36,SERVEI D'EDUCACIÓ,Dona,04/08/1967,1967,8
31,71,AMBIT DE POLITIQUES DE CIUTADANIA,Dona,15/08/1968,1968,8
31,72,"AMBIT DE POLITIQUES CULTURALS, D'ESPORT I EDUCACIÓ",Home,17/09/1965,1965,9
32,33,SERVEIS SOCIALS,Dona,14/08/1970,1970,8
32,33,SERVEIS SOCIALS,Dona,11/07/1976,1976,7
32,33,SERVEIS SOCIALS,Dona,05/12/1979,1979,12
32,33,SERVEIS SOCIALS,Dona,05/01/1953,1953,1
32,33,SERVEIS SOCIALS,Dona,25/02/1978,1978,2
32,33,SERVEIS SOCIALS,Dona,21/09/1978,1978,9
32,33,SERVEIS SOCIALS,Dona,21/07/1953,1953,7
32,33,SERVEIS SOCIALS,Dona,24/04/1974,1974,4
32,33,SERVEIS SOCIALS,Dona,04/05/1953,1953,5
32,33,SERVEIS SOCIALS,Home,10/08/1975,1975,8
32,33,SERVEIS SOCIALS,Home,09/10/1986,1986,10
32,33,SERVEIS SOCIALS,Dona,15/01/1963,1963,1
32,33,SERVEIS SOCIALS,Dona,15/04/1965,1965,4
32,33,SERVEIS SOCIALS,Dona,21/10/1967,1967,10
32,33,SERVEIS SOCIALS,Dona,22/07/1956,1956,7
32,33,SERVEIS SOCIALS,Dona,03/07/1976,1976,7
32,33,SERVEIS SOCIALS,Dona,02/02/1960,1960,2
32,33,SERVEIS SOCIALS,Dona,03/06/1978,1978,6
32,33,SERVEIS SOCIALS,Dona,12/11/1976,1976,11
32,33,SERVEIS SOCIALS,Dona,11/12/1970,1970,12
32,33,SERVEIS SOCIALS,Dona,01/01/1967,1967,1
32,33,SERVEIS SOCIALS,Home,25/11/1963,1963,11
32,33,SERVEIS SOCIALS,Dona,04/04/1972,1972,4
32,33,SERVEIS SOCIALS,Dona,14/03/1972,1972,3
32,33,SERVEIS SOCIALS,Home,26/07/1964,1964,7
32,33,SERVEIS SOCIALS,Dona,29/03/1953,1953,3
32,33,SERVEIS SOCIALS,Dona,28/12/1961,1961,12
32,33,SERVEIS SOCIALS,Dona,06/08/1966,1966,8
32,33,SERVEIS SOCIALS,Dona,10/07/1975,1975,7
32,33,SERVEIS SOCIALS,Dona,23/07/1970,1970,7
32,33,SERVEIS SOCIALS,Dona,20/06/1968,1968,6
32,33,SERVEIS SOCIALS,Dona,09/07/1982,1982,7
32,33,SERVEIS SOCIALS,Dona,29/04/1975,1975,4
32,33,SERVEIS SOCIALS,Dona,19/10/1984,1984,10
32,33,SERVEIS SOCIALS,Home,20/02/1976,1976,2
32,33,SERVEIS SOCIALS,Dona,03/01/1961,1961,1
32,33,SERVEIS SOCIALS,Dona,07/03/1970,1970,3
32,33,SERVEIS SOCIALS,Home,25/07/1977,1977,7
32,33,SERVEIS SOCIALS,Dona,01/04/1979,1979,4
32,33,SERVEIS SOCIALS,Dona,13/11/1982,1982,11
32,33,SERVEIS SOCIALS,Dona,08/03/1966,1966,3
32,33,SERVEIS SOCIALS,Dona,15/04/1968,1968,4
32,33,SERVEIS SOCIALS,Dona,03/01/1975,1975,1
32,35,SERVEI SALUT PÚBLICA,Home,31/12/1958,1958,12
32,35,SERVEI SALUT PÚBLICA,Dona,13/04/1962,1962,4
32,35,SERVEI SALUT PÚBLICA,Dona,14/04/1959,1959,4
32,35,SERVEI SALUT PÚBLICA,Dona,17/04/1962,1962,4
32,35,SERVEI SALUT PÚBLICA,Home,10/08/1978,1978,8
32,35,SERVEI SALUT PÚBLICA,Dona,13/02/1973,1973,2
32,73,SERVEI D'HABITATGE,Home,09/07/1960,1960,7
36,37,ESCOLES BRESSOLS,Dona,15/03/1979,1979,3
36,37,ESCOLES BRESSOLS,Dona,07/10/1973,1973,10
36,37,ESCOLES BRESSOLS,Dona,30/09/1975,1975,9
36,37,ESCOLES BRESSOLS,Dona,08/05/1979,1979,5
36,37,ESCOLES BRESSOLS,Dona,07/11/1981,1981,11
36,37,ESCOLES BRESSOLS,Dona,21/01/1954,1954,1
36,37,ESCOLES BRESSOLS,Dona,31/08/1989,1989,8
36,37,ESCOLES BRESSOLS,Dona,29/07/1968,1968,7
36,37,ESCOLES BRESSOLS,Dona,10/04/1974,1974,4
36,37,ESCOLES BRESSOLS,Dona,04/04/1972,1972,4
36,37,ESCOLES BRESSOLS,Dona,07/08/1955,1955,8
36,37,ESCOLES BRESSOLS,Dona,16/01/1957,1957,1
36,37,ESCOLES BRESSOLS,Dona,14/11/1957,1957,11
36,37,ESCOLES BRESSOLS,Dona,04/02/1965,1965,2
36,37,ESCOLES BRESSOLS,Dona,06/03/1966,1966,3
36,37,ESCOLES BRESSOLS,Dona,26/03/1971,1971,3
36,37,ESCOLES BRESSOLS,Dona,27/06/1975,1975,6
36,37,ESCOLES BRESSOLS,Dona,28/03/1970,1970,3
36,37,ESCOLES BRESSOLS,Dona,20/02/1974,1974,2
36,37,ESCOLES BRESSOLS,Dona,22/09/1978,1978,9
36,38,ESCOLA D'ART,Home,30/01/1975,1975,1
36,38,ESCOLA D'ART,Home,02/01/1979,1979,1
36,38,ESCOLA D'ART,Home,27/09/1957,1957,9
36,38,ESCOLA D'ART,Dona,06/05/1976,1976,5
36,38,ESCOLA D'ART,Dona,28/12/1976,1976,12
36,38,ESCOLA D'ART,Home,05/04/1970,1970,4
36,38,ESCOLA D'ART,Home,24/11/1956,1956,11
36,38,ESCOLA D'ART,Home,22/07/1966,1966,7
36,38,ESCOLA D'ART,Dona,06/12/1953,1953,12
36,38,ESCOLA D'ART,Dona,29/01/1968,1968,1
36,38,ESCOLA D'ART,Dona,01/01/1962,1962,1
36,38,ESCOLA D'ART,Dona,12/08/1968,1968,8
36,38,ESCOLA D'ART,Home,16/01/1970,1970,1
36,38,ESCOLA D'ART,Dona,14/04/1974,1974,4
36,38,ESCOLA D'ART,Home,01/08/1978,1978,8
36,38,ESCOLA D'ART,Dona,10/08/1980,1980,8
36,38,ESCOLA D'ART,Home,02/01/1962,1962,1
36,39,ESCOLA DE MÚSICA,Home,28/05/1964,1964,5
36,39,ESCOLA DE MÚSICA,Home,14/05/1970,1970,5
36,39,ESCOLA DE MÚSICA,Dona,20/11/1981,1981,11
36,39,ESCOLA DE MÚSICA,Dona,01/09/1970,1970,9
36,39,ESCOLA DE MÚSICA,Dona,14/10/1974,1974,10
36,39,ESCOLA DE MÚSICA,Dona,15/05/1962,1962,5
36,39,ESCOLA DE MÚSICA,Home,01/04/1961,1961,4
36,39,ESCOLA DE MÚSICA,Home,07/01/1965,1965,1
36,39,ESCOLA DE MÚSICA,Dona,04/03/1970,1970,3
36,39,ESCOLA DE MÚSICA,Dona,06/11/1961,1961,11
36,39,ESCOLA DE MÚSICA,Dona,19/01/1966,1966,1
36,39,ESCOLA DE MÚSICA,Home,14/04/1963,1963,4
36,39,ESCOLA DE MÚSICA,Dona,09/10/1968,1968,10
36,39,ESCOLA DE MÚSICA,Home,23/01/1967,1967,1
36,39,ESCOLA DE MÚSICA,Dona,05/03/1964,1964,3
36,39,ESCOLA DE MÚSICA,Home,23/04/1960,1960,4
36,39,ESCOLA DE MÚSICA,Dona,01/11/1957,1957,11
36,39,ESCOLA DE MÚSICA,Dona,15/10/1964,1964,10
36,39,ESCOLA DE MÚSICA,Home,29/08/1961,1961,8
36,39,ESCOLA DE MÚSICA,Home,26/03/1961,1961,3
36,39,ESCOLA DE MÚSICA,Dona,16/07/1967,1967,7
36,39,ESCOLA DE MÚSICA,Home,21/11/1963,1963,11
36,39,ESCOLA DE MÚSICA,Dona,25/01/1976,1976,1
41,82,BIBLIOTECA,Home,26/09/1976,1976,9
41,82,BIBLIOTECA,Home,18/03/1968,1968,3
41,82,BIBLIOTECA,Dona,01/12/1969,1969,12
41,82,BIBLIOTECA,Dona,09/10/1979,1979,10
41,82,BIBLIOTECA,Dona,03/06/1966,1966,6
41,82,BIBLIOTECA,Dona,06/06/1967,1967,6
41,82,BIBLIOTECA,Dona,10/10/1967,1967,10
41,82,BIBLIOTECA,Home,04/03/1963,1963,3
42,46,ÀMBIT D'ESPAI PÚBLIC,Home,20/10/1966,1966,10
42,46,ÀMBIT D'ESPAI PÚBLIC,Home,25/12/1975,1975,12
42,46,ÀMBIT D'ESPAI PÚBLIC,Home,05/05/1974,1974,5
42,46,ÀMBIT D'ESPAI PÚBLIC,Dona,29/10/1982,1982,10
42,74,AMBIT PLANEJAMENT,Home,07/11/1965,1965,11
42,76,ÀMBIT MEDI AMBIENT I SERVEIS FUNERARIS,Dona,18/08/1968,1968,8
42,76,ÀMBIT MEDI AMBIENT I SERVEIS FUNERARIS,Dona,24/11/1973,1973,11
44,69,ACTIVITATS,Dona,12/05/1954,1954,5
44,69,ACTIVITATS,Dona,31/12/1975,1975,12
44,69,ACTIVITATS,Home,02/03/1962,1962,3
44,69,ACTIVITATS,Home,08/10/1971,1971,10
44,69,ACTIVITATS,Dona,13/06/1973,1973,6
44,70,OBRES,Dona,24/06/1976,1976,6
44,70,OBRES,Dona,19/04/1967,1967,4
44,70,OBRES,Dona,17/08/1954,1954,8
44,70,OBRES,Dona,18/02/1974,1974,2
44,70,OBRES,Home,25/01/1974,1974,1
44,70,OBRES,Dona,06/10/1963,1963,10
44,70,OBRES,Dona,13/08/1971,1971,8
44,75,DISCIPLINA,Dona,10/01/1967,1967,1
46,47,PARCS I JARDINS,Dona,24/07/1960,1960,7
46,47,PARCS I JARDINS,Home,06/05/1974,1974,5
