"Ayuntamiento
de Valladolid";;;;;;;;
   Septiembre;;103,9;;103,8;;103,4;;
   Octubre;;104,9;;105,1;;105,1;;
   Noviembre;;105,1;;105,2;;105,0;;
   Diciembre;;105,5;;105,4;;105,4;;
;;;;;;;;
Año 2003;;;;;;;;
   Enero;;105,0;;104,8;;104,7;;
   Febrero;;105,2;;104,8;;104,8;;
   Marzo;;106,0;;105,6;;105,5;;
   Abril;;106,8;;106,2;;106,3;;
   Mayo;;106,7;;106,1;;106,1;;
   Junio;;106,8;;106,2;;106,1;;
   Julio;;106,1;;105,5;;105,3;;
   Agosto;;106,6;;106,1;;105,8;;
   Septiembre;;106,9;;106,4;;106,3;;
   Octubre;;107,7;;107,3;;107,2;;
   Noviembre;;108,0;;107,5;;107,6;;
   Diciembre;;108,2;;107,6;;107,7;;
;;;;;;;;
Año 2004;;;;;;;;
   Enero;;107,4;;106,6;;106,7;;
   Febrero;;107,5;;106,7;;106,9;;
   Marzo;;108,2;;107,5;;107,5;;
   Abril;;109,7;;108,8;;108,9;;
   Mayo;;110,4;;109,5;;109,3;;
   Junio;;110,5;;109,7;;109,5;;
   Julio;;109,7;;108,9;;108,7;;
   Agosto;;110,2;;109,4;;109,1;;
   Septiembre;;110,4;;109,8;;109,4;;
   Octubre;;115,5;;110,9;;110,5;;
   Noviembre;;111,8;;111,2;;110,6;;
   Diciembre;;111,7;;110,9;;110,3;;
;;;;;;;;
Año 2005;;;;;;;;
   Enero;;110,8;;109,8;;109,5;;
   Febrero;;111,0;;110,0;;109,9;;
   Marzo;;111,9;;111,0;;110,9;;
   Abril;;113,5;;112,5;;112,5;;
   Mayo;;113,7;;112,7;;112,6;;
   Junio;;114,0;;113,0;;112,9;;
   Julio;;113,3;;112,5;;112,1;;
   Agosto;;113,8;;113,0;;112,6;;
   Septiembre;;114,5;;113,9;;113,4;;
   Octubre;;115,4;;114,7;;114,4;;
   Noviembre;;115,6;;114,9;;114,6;;
   Diciembre;;115,9;;115,0;;114,7;;
;;;;;;;;
Año 2006;;;;;;;;
   Enero;;115,4;;114,5;;114,4;;
   Febrero;;115,5;;114,5;;114,4;;
   Marzo;;116,3;;115,3;;115,0;;
   Abril;;117,9;;116,9;;116,6;;
   Mayo;;118,3;;117,3;;117,0;;
   Junio;;118,5;;117,6;;117,3;;
   Julio;;117,8;;117,0;;116,5;;
   Agosto;;118,0;;117,3;;116,7;;
   Septiembre;;117,9;;117,2;;116,5;;
   Octubre;;118,3;;117,6;;117,1;;
   Noviembre;;118,6;;117,9;;117,4;;
   Diciembre;;119,0;;118,1;;117,6;;
;;;;;;;;
Desde 2002, Base 2001=100.;;;;;;;;
;;;;;;;;
Fuente: Instituto Nacional de Estadística (I.N.E.). ;;;;;;;;
;;;;;;;;
Evolución mensual de la tasa interanual de inflación. España, Castilla y León y Provincia de Valladolid. 2002-2006. Base 2001=100.;;;;;;;;
;;;;;;;;
;;;;;;;;
Periodo;;España;;Castilla y León ;;Valladolid Provincia;;
Año 2002;;;;;;;;
   Enero;;3,1;;3,1;;2,5;;
   Febrero;;3,1;;3,1;;2,8;;
   Marzo;;3,1;;3,1;;2,7;;
   Abril;;3,6;;3,5;;3,2;;
   Mayo;;3,6;;3,4;;3,2;;
   Junio;;3,4;;3,1;;2,9;;
   Julio;;3,4;;3,2;;2,9;;
   Agosto;;3,6;;3,4;;3,1;;
   Septiembre;;3,5;;3,4;;3,2;;
   Octubre;;4,0;;3,9;;3,9;;
   Noviembre;;3,9;;3,7;;3,7;;
   Diciembre;;4,0;;3,6;;4,0;;
;;;;;;;;
Año 2003;;;;;;;;
   Enero;;3,7;;3,5;;3,8;;
   Febrero;;3,8;;3,6;;3,7;;
   Marzo;;3,7;;3,5;;3,5;;
   Abril;;3,1;;2,9;;3,1;;
   Mayo;;2,7;;2,4;;2,6;;
   Junio;;2,7;;2,5;;2,6;;
   Julio;;2,8;;2,5;;2,6;;
   Agosto;;3,0;;2,7;;2,9;;
   Septiembre;;2,9;;2,5;;2,8;;
   Octubre;;2,6;;2,1;;2,0;;
   Noviembre;;2,8;;2,3;;2,4;;
   Diciembre;;2,6;;2,1;;2,1;;
;;;;;;;;
Año 2004;;;;;;;;
   Enero;;2,3;;1,8;;2,0;;
   Febrero;;2,1;;1,8;;1,9;;
   Marzo;;2,1;;1,8;;1,8;;
   Abril;;2,7;;2,5;;2,5;;
   Mayo;;3,4;;3,2;;3,0;;
   Junio;;3,5;;3,3;;3,3;;
   Julio;;3,4;;3,2;;3,2;;
   Agosto;;3,3;;3,1;;3,0;;
   Septiembre;;3,2;;3,2;;2,9;;
   Octubre;;3,6;;3,4;;3,1;;
   Noviembre;;3,5;;3,4;;2,9;;
   Diciembre;;3,2;;3,1;;2,5;;
;;;;;;;;
Año 2005;;;;;;;;
   Enero;;3,1;;3,0;;2,6;;
   Febrero;;3,3;;3,1;;2,8;;
   Marzo;;3,4;;3,3;;3,2;;
   Abril;;3,5;;3,4;;3,3;;
   Mayo;;3,1;;2,9;;3,0;;
   Junio;;3,1;;3,0;;3,1;;
   Julio;;3,3;;3,2;;3,2;;
   Agosto;;3,3;;3,3;;3,3;;
   Septiembre;;3,7;;3,7;;3,6;;
   Octubre;;3,5;;3,4;;3,5;;
   Noviembre;;3,4;;3,3;;3,6;;
   Diciembre;;3,7;;3,7;;3,9;;
;;;;;;;;
Año 2006;;;;;;;;
   Enero;;4,2;;4,3;;4,5;;
   Febrero;;4,0;;4,1;;4,1;;
   Marzo;;3,9;;3,9;;3,7;;
   Abril;;3,9;;3,9;;3,7;;
   Mayo;;4,0;;4,1;;3,8;;
   Junio;;3,9;;4,0;;3,8;;
   Julio;;4,0;;4,0;;3,9;;
   Agosto;;3,7;;3,8;;3,6;;
   Septiembre;;2,9;;3,0;;2,8;;
   Octubre;;2,5;;2,5;;2,4;;
   Noviembre;;2,6;;2,6;;2,4;;
   Diciembre;;2,7;;2,7;;2,6;;
;;;;;;;;
Desde 2002, Base 2001=100.;;;;;;;;
;;;;;;;;
Fuente: Instituto Nacional de Estadística (I.N.E.). ;;;;;;;;
;;;;;;;;
Evolución de la tasa mensual de inflación. España, Castilla y León y Provincia de Valladolid. 2002-2006. Base 2001=100.;;;;;;;;
;;;;;;;;
;;;;;;;;
Periodo;;España;;Castilla y León ;;Valladolid Provincia;;
Año 2002;;;;;;;;
   Enero;;-0,1;;-0,5;;-0,5;;
   Febrero;;0,1;;0,0;;0,2;;
   Marzo;;0,8;;0,8;;0,9;;
   Abril;;1,4;;1,2;;1,2;;
   Mayo;;0,4;;0,3;;0,3;;
   Junio;;0,0;;0,0;;-0,1;;
   Julio;;-0,7;;-0,6;;-0,8;;
   Agosto;;0,3;;0,3;;0,2;;
   Septiembre;;0,4;;0,5;;0,6;;
   Octubre;;1,0;;1,2;;1,6;;
   Noviembre;;0,2;;0,1;;-0,1;;
   Diciembre;;0,3;;0,2;;0,4;;
;;;;;;;;
Año 2003;;;;;;;;
   Enero;;-0,4;;-0,6;;-0,7;;
   Febrero;;0,2;;0,1;;0,1;;
   Marzo;;0,7;;0,7;;0,7;;
   Abril;;0,8;;0,6;;0,7;;
   Mayo;;-0,1;;-0,1;;-0,1;;
   Junio;;0,1;;0,1;;-0,1;;
   Julio;;-0,6;;-0,6;;-0,7;;
   Agosto;;0,5;;0,5;;0,5;;
   Septiembre;;0,3;;0,3;;0,5;;
   Octubre;;0,7;;0,8;;0,9;;
   Noviembre;;0,3;;0,3;;0,3;;
   Diciembre;;0,2;;0,1;;0,1;;
;;;;;;;;
Año 2004;;;;;;;;
   Enero;;-0,7;;-0,9;;-0,8;;
   Febrero;;0,0;;0,1;;0,1;;
   Marzo;;0,0;;-0,1;;-0,2;;
   Abril;;1,4;;1,3;;1,3;;
   Mayo;;0,6;;0,6;;0,4;;
   Junio;;0,2;;0,2;;0,2;;
   Julio;;-0,8;;-0,7;;-0,8;;
   Agosto;;0,4;;0,5;;0,4;;
   Septiembre;;0,2;;0,4;;0,3;;
   Octubre;;1,0;;1,0;;1,0;;
   Noviembre;;0,2;;0,3;;0,1;;
   Diciembre;;-0,1;;-0,3;;-0,3;;
;;;;;;;;
Año 2005;;;;;;;;
   Enero;;-0,8;;-1,0;;-0,8;;
   Febrero;;0,3;;0,2;;0,3;;
   Marzo;;0,8;;0,9;;0,9;;
   Abril;;1,4;;1,4;;1,4;;
   Mayo;;0,2;;0,1;;0,1;;
   Junio;;0,2;;0,3;;0,3;;
   Julio;;-0,6;;-0,5;;-0,7;;
   Agosto;;0,4;;0,5;;0,4;;
   Septiembre;;0,6;;0,8;;0,7;;
   Octubre;;0,8;;0,8;;0,9;;
   Noviembre;;0,2;;0,1;;0,2;;
   Diciembre;;0,2;;0,1;;0,0;;
;;;;;;;;
Año 2006;;;;;;;;
   Enero;;-0,4;;-0,5;;-0,2;;
   Febrero;;0,0;;0,1;;0,0;;
   Marzo;;0,7;;0,7;;0,5;;
   Abril;;1,4;;1,4;;1,4;;
   Mayo;;0,4;;0,4;;0,3;;
   Junio;;0,2;;0,2;;0,3;;
   Julio;;-0,6;;-0,5;;-0,6;;
   Agosto;;0,2;;0,3;;0,2;;
   Septiembre;;-0,2;;0,0;;-0,1;;
   Octubre;;0,4;;0,3;;0,5;;
   Noviembre;;0,2;;0,2;;0,2;;
   Diciembre;;0,3;;0,2;;0,2;;
;;;;;;;;
Desde 2002, Base 2001=100.;;;;;;;;
;;;;;;;;
Fuente: Instituto Nacional de Estadística (I.N.E.). ;;;;;;;;
;;;;;;;;
Evolución mensual del Índice General. España, Castilla y León y Provincia de Valladolid 2007-2011. Base 2006=100.;;;;;;;;
;;;;;;;;
;;;;;;;;
Periodo;;España;;Castilla y León ;;Valladolid Provincia;;
Año 2007;;;;;;;;
   Enero;;100,5;;100,4;;100,5;;
   Febrero;;100,5;;100,4;;100,7;;
   Marzo;;101,3;;101,2;;101,3;;
   Abril;;102,7;;102,5;;102,6;;
   Mayo;;103,0;;102,8;;102,9;;
   Junio;;103,2;;103,0;;103,0;;
   Julio;;102,4;;102,4;;102,4;;
   Agosto;;102,5;;102,6;;102,7;;
   Septiembre;;102,9;;103,1;;102,9;;
   Octubre;;104,2;;104,4;;104,3;;
   Noviembre;;105,0;;105,3;;105,0;;
   Diciembre;;105,4;;105,7;;105,4;;
;;;;;;;;
Año 2008;;;;;;;;
   Enero;;104,7;;104,9;;104,9;;
   Febrero;;104,9;;105,1;;105,1;;
   Marzo;;105,8;;106,0;;106,2;;
   Abril;;107,0;;107,1;;107,2;;
   Mayo;;107,7;;107,9;;108,0;;
   Junio;;108,3;;108,6;;108,5;;
   Julio;;107,8;;108,2;;108,1;;
   Agosto;;107,6;;107,8;;107,9;;
   Septiembre;;107,5;;107,9;;107,8;;
   Octubre;;107,9;;108,1;;108,0;;
   Noviembre;;107,5;;107,5;;107,5;;
   Diciembre;;106,9;;106,8;;106,8;;
;;;;;;;;
Año 2009;;;;;;;;
   Enero;;105,6;;105,3;;105,5;;
   Febrero;;105,6;;105,3;;105,5;;
   Marzo;;105,8;;105,4;;105,7;;
   Abril;;106,8;;106,3;;106,8;;
   Mayo;;106,8;;106,4;;106,7;;
   Junio;;107,2;;106,9;;106,8;;
   Julio;;106,3;;106,0;;106,2;;
   Agosto;;106,7;;106,4;;106,7;;
   Septiembre;;106,4;;106,3;;106,4;;
   Octubre;;107,2;;107,1;;107,3;;
   Noviembre;;107,8;;107,7;;107,8;;
   Diciembre;;107,8;;107,6;;107,6;;
;;;;;;;;
Año 2010;;;;;;;;
   Enero;;106,7;;106,4;;106,6;;
   Febrero;;106,5;;106,2;;106,4;;
   Marzo;;107,3;;107,0;;107,2;;
   Abril;;108,4;;108,1;;108,3;;
   Mayo;;108,7;;108,4;;108,5;;
   Junio;;108,9;;108,6;;108,7;;
   Julio;;108,4;;108,1;;108,4;;
   Agosto;;108,6;;108,4;;108,7;;
   Septiembre;;108,7;;108,6;;108,7;;
   Octubre;;109,7;;109,7;;109,8;;
   Noviembre;;110,3;;110,3;;110,2;;
   Diciembre;;111,0;;111,0;;110,8;;
;;;;;;;;
Año 2011;;;;;;;;
   Enero;;110,2;;110,1;;110,2;;
   Febrero;;110,3;;110,3;;110,3;;
   Marzo;;111,1;;111,2;;111,1;;
   Abril;;112,5;;112,5;;112,6;;
   Mayo;;112,5;;112,4;;112,5;;
   Junio;;112,3;;112,3;;112,2;;
   Julio;;111,7;;111,8;;111,8;;
   Agosto;;111,9;;111,9;;112,0;;
   Septiembre;;112,1;;112,3;;112,2;;
   Octubre;;113,0;;113,3;;113,2;;
   Noviembre;;113,5;;113,8;;113,7;;
   Diciembre;;113,6;;113,9;;113,8;;
;;;;;;;;
Desde 2007, Base 2006=100.;;;;;;;;
;;;;;;;;
Fuente: Instituto Nacional de Estadística (I.N.E.). ;;;;;;;;
;;;;;;;;
Evolución mensual de la tasa interanual de inflación. España, Castilla y León y Provincia de Valladolid 2007-2011. Base 2006=100.;;;;;;;;
;;;;;;;;
;;;;;;;;
Periodo;;España;;Castilla y León ;;Valladolid Provincia;;
Año 2007;;;;;;;;
   Enero;;2,4;;2,4;;2,4;;
   Febrero;;2,4;;2,3;;2,4;;
   Marzo;;2,5;;2,5;;2,5;;
   Abril;;2,4;;2,4;;2,4;;
   Mayo;;2,3;;2,4;;2,4;;
   Junio;;2,4;;2,3;;2,3;;
   Julio;;2,2;;2,2;;2,3;;
   Agosto;;2,2;;2,2;;2,4;;
   Septiembre;;2,7;;2,7;;2,7;;
  Octubre;;3,6;;3,7;;3,6;;
  Noviembre;;4,1;;4,3;;4,1;;
  Diciembre;;4,2;;4,5;;4,3;;
;;;;;;;;
Año 2008;;;;;;;;
   Enero;;4,3;;4,5;;4,4;;
   Febrero;;4,4;;4,6;;4,5;;
   Marzo;;4,5;;4,8;;4,8;;
   Abril;;4,2;;4,5;;4,5;;
   Mayo;;4,6;;4,9;;4,9;;
   Junio;;5,0;;5,4;;5,3;;
   Julio;;5,3;;5,6;;5,5;;
   Agosto;;4,9;;5,1;;5,1;;
   Septiembre;;4,5;;4,7;;4,7;;
   Octubre;;3,6;;3,5;;3,6;;
   Noviembre;;2,4;;2,1;;2,3;;
   Diciembre;;1,4;;1,1;;1,3;;
;;;;;;;;
Año 2009;;;;;;;;
   Enero;;0,8;;0,4;;0,6;;
   Febrero;;0,7;;0,2;;0,3;;
   Marzo;;-0,1;;-0,6;;-0,5;;
   Abril;;-0,2;;-0,7;;-0,4;;
   Mayo;;-0,9;;-1,4;;-1,2;;
   Junio;;-1,0;;-1,6;;-1,2;;
   Julio;;-1,4;;-2,0;;-1,7;;
   Agosto;;-0,8;;-1,3;;-1,1;;
   Septiembre;;-1,0;;-1,5;;-1,3;;
   Octubre;;-0,7;;-0,9;;-0,7;;
   Noviembre;;0,3;;0,2;;0,3;;
   Diciembre;;0,8;;0,7;;0,7;;
;;;;;;;;
Año 2010;;;;;;;;
   Enero;;1,0;;1,0;;1,0;;
   Febrero;;0,8;;0,8;;0,9;;
   Marzo;;1,4;;1,5;;1,4;;
   Abril;;1,5;;1,7;;1,5;;
   Mayo;;1,8;;1,9;;1,6;;
   Junio;;1,5;;1,6;;1,5;;
   Julio;;1,9;;2,0;;2,0;;
   Agosto;;1,8;;1,9;;1,9;;
   Septiembre;;2,1;;2,2;;2,2;;
   Octubre;;2,3;;2,5;;2,3;;
   Noviembre;;2,3;;2,4;;2,2;;
   Diciembre;;3,0;;3,2;;3,0;;
;;;;;;;;
Año 2011;;;;;;;;
   Enero;;3,3;;3,5;;3,4;;
   Febrero;;3,6;;3,8;;3,7;;
   Marzo;;3,6;;3,9;;3,6;;
   Abril;;3,8;;4,0;;3,9;;
   Mayo;;3,5;;3,7;;3,7;;
   Junio;;3,2;;3,4;;3,3;;
   Julio;;3,1;;3,4;;3,2;;
   Agosto;;3,0;;3,2;;3,0;;
   Septiembre;;3,1;;3,4;;3,2;;
   Octubre;;3,0;;3,3;;3,1;;
   Noviembre;;2,9;;3,2;;3,1;;
   Diciembre;;2,4;;2,7;;2,7;;
;;;;;;;;
Desde 2007, Base 2006=100.;;;;;;;;
;;;;;;;;
Fuente: Instituto Nacional de Estadística (I.N.E.). ;;;;;;;;
;;;;;;;;
Evolución de la tasa mensual de inflación. España, Castilla y León y Provincia de Valladolid 2007-2011. Base 2006=100.;;;;;;;;
;;;;;;;;
;;;;;;;;
Periodo;;España;;Castilla y León ;;Valladolid Provincia;;
Año 2007;;;;;;;;
   Enero;;-0,7;;-0,8;;-1,1;;
   Febrero;;-0,1;;0,0;;0,1;;
   Marzo;;0,8;;0,8;;0,6;;
   Abril;;1,4;;1,4;;1,3;;
   Mayo;;0,3;;0,3;;0,3;;
   Junio;;0,2;;0,2;;0,1;;
   Julio;;-0,7;;-0,6;;-0,6;;
   Agosto;;0,1;;0,2;;0,2;;
   Septiembre;;0,3;;0,5;;0,2;;
   Octubre;;1,3;;1,3;;1,3;;
   Noviembre;;0,7;;0,8;;0,7;;
   Diciembre;;0,4;;0,4;;0,4;;
;;;;;;;;
Año 2008;;;;;;;;
   Enero;;-0,6;;-0,7;;-0,5;;
   Febrero;;0,2;;0,1;;0,2;;
   Marzo;;0,9;;0,9;;1,0;;
   Abril;;1,1;;1,0;;1,0;;
   Mayo;;0,7;;0,7;;0,7;;
   Junio;;0,6;;0,6;;0,5;;
   Julio;;-0,5;;-0,4;;-0,4;;
   Agosto;;-0,2;;-0,3;;-0,2;;
   Septiembre;;0,0;;0,1;;-0,1;;
   Octubre;;0,3;;0,1;;0,3;;
   Noviembre;;-0,4;;-0,5;;-0,5;;
   Diciembre;;-0,5;;-0,7;;-0,6;;
;;;;;;;;
Año 2009;;;;;;;;
   Enero;;-1,2;;-1,4;;-1,2;;
   Febrero;;0,0;;0,0;;0,0;;
   Marzo;;0,2;;0,1;;0,2;;
   Abril;;1,0;;0,9;;1,1;;
   Mayo;;0,0;;0,0;;-0,1;;
   Junio;;0,4;;0,5;;0,3;;
   Julio;;-0,9;;-0,8;;-0,7;;
   Agosto;;0,3;;0,4;;0,4;;
   Septiembre;;-0,2;;-0,2;;-0,3;;
   Octubre;;0,7;;0,8;;0,9;;
   Noviembre;;0,5;;0,6;;0,5;;
   Diciembre;;0,0;;-0,1;;-0,2;;
;;;;;;;;
Año 2010;;;;;;;;
   Enero;;-1,0;;-1,1;;-1,0;;
   Febrero;;-0,2;;-0,2;;-0,1;;
   Marzo;;0,7;;0,8;;0,7;;
   Abril;;1,1;;1,0;;1,1;;
   Mayo;;0,2;;0,3;;0,1;;
   Junio;;0,2;;0,1;;0,2;;
   Julio;;-0,4;;-0,4;;-0,3;;
   Agosto;;0,3;;0,3;;0,3;;
   Septiembre;;0,1;;0,2;;0,0;;
   Octubre;;0,9;;1,0;;1,0;;
   Noviembre;;0,5;;0,5;;0,5;;
   Diciembre;;0,6;;0,6;;0,5;;
;;;;;;;;
Año 2011;;;;;;;;
   Enero;;-0,7;;-0,8;;-0,5;;
   Febrero;;0,1;;0,1;;0,1;;
   Marzo;;0,7;;0,8;;0,6;;
   Abril;;1,2;;1,2;;1,4;;
   Mayo;;0,0;;-0,1;;-0,1;;
   Junio;;-0,1;;-0,1;;-0,2;;
   Julio;;-0,5;;-0,4;;-0,4;;
   Agosto;;0,1;;0,1;;0,1;;
   Septiembre;;0,2;;0,3;;0,1;;
   Octubre;;0,8;;0,9;;0,9;;
   Noviembre;;0,4;;0,5;;0,4;;
   Diciembre;;0,1;;0,1;;0,1;;
;;;;;;;;
Desde 2007, Base 2006=100.;;;;;;;;
;;;;;;;;
Fuente: Instituto Nacional de Estadística (I.N.E.). ;;;;;;;;
;;;;;;;;
Evolución mensual del Índice General. España, Castilla y León y Provincia de Valladolid desde enero 2012. Base 2011=100.;;;;;;;;
;;;;;;;;
Periodo;;España;;Castilla y León ;;Valladolid Provincia;;
Año 2012;;;;;;;;
   Enero;;100,3;;100,4;;100,5;;
   Febrero;;100,4;;100,6;;100,6;;
   Marzo;;101,1;;101,5;;101,4;;
   Abril;;102,5;;102,9;;103,0;;
   Mayo;;102,3;;102,7;;102,8;;
   Junio;;102,1;;102,5;;102,6;;
   Julio;;101,9;;102,2;;102,4;;
   Agosto;;102,5;;102,8;;103,0;;
   Septiembre;;103,5;;103,9;;103,8;;
   Octubre;;104,4;;104,7;;104,8;;
   Noviembre;;104,2;;104,6;;104,6;;
   Diciembre;;104,3;;104,7;;104,7;;
Año 2013;;;;;;;;
   Enero;;103,0;;103,4;;103,4;;
   Febrero;;103,1;;103,5;;103,6;;
   Marzo;;103,5;;103,9;;103,9;;
   Abril;;103,9;;104,2;;104,3;;
   Mayo;;104,1;;104,4;;104,5;;
   Junio;;104,2;;104,6;;104,8;;
   Julio;;103,7;;104,2;;104,5;;
   Agosto;;104,0;;104,6;;104,9;;
   Septiembre;;103,8;;104,5;;104,5;;
   Octubre;;104,3;;104,8;;104,9;;
   Noviembre;;104,5;;105,1;;105,0;;
   Diciembre;;104,6;;105,2;;105,1;;
Año 2014;;;;;;;;
   Enero;;103,2;;103,7;;103,7;;
   Febrero;;103,1;;103,6;;103,7;;
   Marzo;;103,4;;103,8;;103,8;;
   Abril;;104,3;;104,6;;104,8;;
   Mayo;;104,3;;104,7;;104,7;;
   Junio;;104,3;;104,7;;104,8;;
   Julio;;103,3;;103,7;;103,8;;
   Agosto;;103,5;;103,8;;104,0;;
   Septiembre;;103,7;;104,2;;104,2;;
   Octubre;;104,2;;104,7;;104,7;;
   Noviembre;;104,1;;104,6;;104,6;;
   Diciembre;;103,5;;104,0;;104,0;;
Año 2015;;;;;;;;
   Enero;;101,8;;101,8;;102,2;;
   Febrero;;102,0;;101,9;;102,3;;
;;;;;;;;
Desde 2012, Base 2011=100.;;;;;;;;
;;;;;;;;
Fuente: Instituto Nacional de Estadística (I.N.E.). ;;;;;;;;
;;;;;;;;
Evolución mensual de la tasa interanual de inflación. España, Castilla y León y Provincia de Valladolid desde enero 2012. Base 2011=100.;;;;;;;;
;;;;;;;;
Periodo;;España;;Castilla y León ;;Valladolid Provincia;;
Año 2012;;;;;;;;
   Enero;;2,0;;2,3;;2,3;;
   Febrero;;2,0;;2,3;;2,2;;
   Marzo;;1,9;;2,4;;2,4;;
   Abril;;2,1;;2,6;;2,6;;
   Mayo;;1,9;;2,5;;2,5;;
   Junio;;1,9;;2,4;;2,5;;
   Julio;;2,2;;2,5;;2,7;;
   Agosto;;2,7;;3,0;;3,1;;
   Septiembre;;3,4;;3,7;;3,8;;
   Octubre;;3,5;;3,7;;3,8;;
   Noviembre;;2,9;;3,1;;3,0;;
   Diciembre;;2,9;;3,1;;3,2;;
Año 2013;;;;;;;;
   Enero;;2,7;;2,9;;2,8;;
   Febrero;;2,8;;3,0;;3,0;;
   Marzo;;2,4;;2,4;;2,5;;
   Abril;;1,4;;1,2;;1,3;;
   Mayo;;1,7;;1,7;;1,7;;
   Junio;;2,1;;2,1;;2,2;;
   Julio;;1,8;;2,0;;2,0;;
   Agosto;;1,5;;1,7;;1,8;;
   Septiembre;;0,3;;0,6;;0,7;;
   Octubre;;-0,1;;0,1;;0,1;;
   Noviembre;;0,2;;0,4;;0,4;;
   Diciembre;;0,3;;0,5;;0,4;;
Año 2014;;;;;;;;
   Enero;;0,2;;0,3;;0,4;;
   Febrero;;0,0;;0,0;;0,1;;
   Marzo;;-0,1;;-0,1;;-0,1;;
   Abril;;0,4;;0,4;;0,4;;
   Mayo;;0,2;;0,2;;0,2;;
   Junio;;0,1;;0,1;;0,0;;
   Julio;;-0,3;;-0,5;;-0,6;;
   Agosto;;-0,5;;-0,7;;-0,8;;
   Septiembre;;-0,2;;-0,3;;-0,3;;
   Octubre;;-0,1;;-0,1;;-0,1;;
   Noviembre;;-0,4;;-0,4;;-0,4;;
   Diciembre;;-1,0;;-1,2;;-1,0;;
Año 2015;;;;;;;;
   Enero;;-1,3;;-1,8;;-1,5;;
   Febrero;;-1,1;;-1,6;;-1,3;;
;;;;;;;;
Desde 2012, Base 2011=100.;;;;;;;;
;;;;;;;;
Fuente: Instituto Nacional de Estadística (I.N.E.). ;;;;;;;;
;;;;;;;;
Evolución de la tasa mensual de inflación. España, Castilla y León y Provincia de Valladolid desde enero 2012. Base 2011=100.;;;;;;;;
;;;;;;;;
Periodo;;España;;Castilla y León ;;Valladolid Provincia;;
Año 2012;;;;;;;;
   Enero;;-1,1;;-1,2;;-0,9;;
   Febrero;;0,1;;0,1;;0,0;;
   Marzo;;0,7;;0,9;;0,8;;
   Abril;;1,4;;1,4;;1,6;;
   Mayo;;-0,1;;-0,2;;-0,2;;
