EXERCICI,CODI ORGÀNIC,CODI ECONÒMIC,NOM PARTIDA,PRESSUPOST INICIAL,MODIFICACIÓ,PRESSUPOST ACTUAL,DR ANUL·LAT,DR CANCEL·LAT,DR ALTRA ANUL·LACIÓ,DR NET,DRET RECONEGUT ( DR),ORDRE D'INGRÉS (OI),INGRÉS (I),DEVOLUCIÓ D'INGRÉS,INGRÉS NET,SALDO,DEUTORS,% DR SOBRE PREVISIONS,% INGRÉS NET SOBRE DR
2017,J2100,13000,I.A.E. EMPRESARIALS,€4200000.00,€0.00,€4200000.00,€698.60,€0.00,,€4163718.48,€4155844.71,€339382.18,€339382.18,€7175.17,€332207.01,€44155.29,€3823637.70,98.95%,7.99%
2017,J2100,33200,"TAXA PER OCUPACIO SOL, VOL I SUBSOL",€1100000.00,€0.00,€1100000.00,€0.00,€0.00,,€810276.10,€810276.10,€810193.00,€810193.00,€0.00,€810193.00,€289723.90,€83.10,73.66%,99.99%
2017,J2100,38900,REINTEGRE EXERCICIS TANCATS,€10.00,€0.00,€10.00,€0.00,€0.00,,€435.24,€435.24,€435.24,€435.24,€0.00,€435.24,€-425.24,€0.00,4352.40%,100.00%
2017,J2100,38902,REINTEGRAMENT I.B.I. CENTRES ESCOLARS,€60000.00,€0.00,€60000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€60000.00,€0.00,0.00%,0.00%
2017,J2100,39900,ALTRES INGRESSOS SERVEIS ECONOMICS,€100.00,€0.00,€100.00,€0.00,€0.00,,€9.45,€9.45,€9.45,€9.45,€0.00,€9.45,€90.55,€0.00,9.45%,100.00%
2017,J2100,42000,PARTICIPACIO EN TRIBUTS DE L'ESTAT (PMTE),€14310000.00,€0.00,€14310000.00,€0.00,€0.00,,€15125330.12,€15125330.12,€7136220.96,€7136220.96,€0.00,€7136220.96,€-815330.12,€7989109.16,105.70%,47.18%
2017,J2100,45001,FONS DE COOPERACIO LOCAL DE CATALUNYA,€490000.00,€0.00,€490000.00,€0.00,€0.00,,€491750.01,€491750.01,€0.00,€0.00,€0.00,€0.00,€-1750.01,€491750.01,100.36%,0.00%
2017,J2100,45002,FCLC PER ENS SUPRAMUNICIPALS,€1000.00,€0.00,€1000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1000.00,€0.00,0.00%,0.00%
2017,J2100,46101,DIPUTACIO AJUT ALS GOVERNS LOCALS 2017,€300000.00,€0.00,€300000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€300000.00,€0.00,0.00%,0.00%
2017,J2100,87000,RTDG CREDITS EXTRAORDINARIS,€0.00,€2441960.00,€2441960.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€2441960.00,€0.00,0.00%,0.00%
2017,J2100,87001,RTDG SUPLEMENT DE CREDITS,€0.00,€4310105.17,€4310105.17,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€4310105.17,€0.00,0.00%,0.00%
2017,J2100,87002,RTDG INCORPORACIO DE ROMANENTS,€0.00,€2022867.01,€2022867.01,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€2022867.01,€0.00,0.00%,0.00%
2017,J2100,87012,EFA GENERAL INCORPORACIO DE ROMANENTS,€0.00,€3176706.77,€3176706.77,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€3176706.77,€0.00,0.00%,0.00%
2017,J2100,87014,EFA ESPECÍFIC GENERACIÓ DE CRÈDITS,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2017,J2100,87017,EFA ESPECÍFIC INCORPORACIO DE ROMANENTS,€0.00,€15829.33,€15829.33,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€15829.33,€0.00,0.00%,0.00%
2017,J2100,91123,PRESTEC 1_09 SALA GIMNASTICA CNG,€0.00,€0.00,€0.00,€0.00,€0.00,,€6500.00,€6500.00,€6500.00,€6500.00,€0.00,€6500.00,€-6500.00,€0.00,0.00%,100.00%
2017,J2100,91300,PRESTEC D'ENS F.S.PUB. LLARG TERMINI 1/2017,€6886000.00,€-1376000.00,€5510000.00,€0.00,€0.00,,€220513.67,€220513.67,€220513.67,€220513.67,€0.00,€220513.67,€5289486.33,€0.00,4.00%,100.00%
2017,J2100,91301,PRESTEC 1_16 BANCO SABADELL (EX.ANTERIOR),€0.00,€2550388.87,€2550388.87,€0.00,€0.00,,€4377119.96,€4377119.96,€4377119.96,€4377119.96,€0.00,€4377119.96,€-1826731.09,€0.00,171.63%,100.00%
2017,J2100,91303,PRESTEC D'ENS F.S.PUB. LLARG TERMINI 2/2017,€0.00,€861500.00,€861500.00,€0.00,€0.00,,€861500.00,€861500.00,€861500.00,€861500.00,€0.00,€861500.00,€0.00,€0.00,100.00%,100.00%
2017,J2120,45092,SUBV. AMORT. PR.S-1-08 POLIESP.CAN BASSA,€62568.89,€0.00,€62568.89,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€62568.89,€0.00,0.00%,0.00%
2017,J2120,45093,SUBV. AMORT. PR.S-1-09 SALA GIMNASTICA,€13467.20,€0.00,€13467.20,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€13467.20,€0.00,0.00%,0.00%
2017,J2120,45095,SUBV. INTERESSOS LEGALS PAV. CONGOST,€32861.90,€0.00,€32861.90,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€32861.90,€0.00,0.00%,0.00%
2017,J2120,45097,SUBV. INTER. PR.S-1-08 POLIESP.CAN BASSA,€1905.11,€0.00,€1905.11,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1905.11,€0.00,0.00%,0.00%
2017,J2120,45098,SUBV. INTER. PR.S-1-09 SALA GIMNASTICA,€1532.80,€0.00,€1532.80,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1532.80,€0.00,0.00%,0.00%
2017,J2120,76108,DIPUTACIO INTERESSOS PRESTEC 1/17 PCL,€0.00,€220513.67,€220513.67,€0.00,€0.00,,€220513.67,€220513.67,€220513.67,€220513.67,€0.00,€220513.67,€0.00,€0.00,100.00%,100.00%
2017,J2130,52000,INTERESSOS DE DIPOSITS,€5000.00,€0.00,€5000.00,€0.00,€0.00,,€9397.24,€9397.24,€9397.24,€9397.24,€0.00,€9397.24,€-4397.24,€0.00,187.94%,100.00%
2017,J2130,53410,DIVIDENDS D'EMPRESES,€0.00,€0.00,€0.00,€0.00,€0.00,,€323.55,€323.55,€323.55,€323.55,€0.00,€323.55,€-323.55,€0.00,0.00%,100.00%
2017,J2131,39211,RECARREC DE CONSTRENYIMENT,€350000.00,€0.00,€350000.00,€0.00,€23.37,,€279255.96,€273537.57,€272019.12,€272019.12,€5695.02,€266324.10,€76462.43,€7213.47,78.15%,97.36%
2017,J2131,39212,COSTES RECAPTACIO EXECUTIVA,€60000.00,€0.00,€60000.00,€0.00,€6.28,,€62594.09,€62381.14,€62557.04,€62557.04,€206.67,€62350.37,€-2381.14,€30.77,103.97%,99.95%
2017,J2131,39300,INTERESSOS DE DEMORA,€125000.00,€0.00,€125000.00,€0.00,€17.12,,€99730.50,€97769.48,€98224.53,€98224.53,€1943.90,€96280.63,€27230.52,€1488.85,78.22%,98.48%
2017,J2140,39110,SANCIONS I.A.E.,€100.00,€0.00,€100.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€100.00,€0.00,0.00%,0.00%
2017,J2140,39200,RECARREC DECLARACIO EXTEMPORANIA,€100.00,€0.00,€100.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€100.00,€0.00,0.00%,0.00%
2017,J2140,39301,INTERESSOS DE DEMORA D'IAE,€5000.00,€0.00,€5000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€5000.00,€0.00,0.00%,0.00%
2017,J2150,32500,EXPEDICIONS DOCUMENTS RRHH,€3000.00,€0.00,€3000.00,€0.00,€0.00,,€10357.97,€10357.97,€10357.97,€10357.97,€0.00,€10357.97,€-7357.97,€0.00,345.27%,100.00%
2017,J2150,38900,REINTEGRAMENT EXERCICIS TANCATS,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2017,J2150,83000,REINT.PREST.FORA S.PUB.C/T RRHH,€112500.00,€0.00,€112500.00,€0.00,€0.00,,€54650.00,€54650.00,€20523.74,€20523.74,€0.00,€20523.74,€57850.00,€34126.26,48.58%,37.55%
2017,J2220,32500,TAXA PER FOTOCOPIES OAC,€2000.00,€0.00,€2000.00,€0.00,€0.00,,€1389.25,€1389.25,€1389.25,€1389.25,€0.00,€1389.25,€610.75,€0.00,69.46%,100.00%
2017,J2220,39900,ALTRES INGRESSOS,€10.00,€0.00,€10.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,€0.00,0.00%,0.00%
2017,J2230,46100,DIPUTACIO PLATAFORMA SENTILO,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2017,J2300,45003,FONS LOCAL PER AL FOMENT DEL TURISME,€20000.00,€0.00,€20000.00,€0.00,€0.00,,€15486.09,€15486.09,€15486.09,€15486.09,€0.00,€15486.09,€4513.91,€0.00,77.43%,100.00%
2017,J2300,45008,GENERALITAT TREBALL ALS BARRIS 16-17,€0.00,€92487.96,€92487.96,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€92487.96,€0.00,0.00%,0.00%
2017,J2300,45009,GENERALITAT PONTS A LA FEINA 16-17,€0.00,€152313.20,€152313.20,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€152313.20,€0.00,0.00%,0.00%
2017,J2300,45017,GENERALITAT PARTICIPA I APRÈN 16-17,€72656.34,€0.00,€72656.34,€0.00,€0.00,,€0.00,€-6380.00,€0.00,€0.00,€6380.00,€-6380.00,€79036.34,€0.00,-8.78%,100.00%
2017,J2300,45046,GENERALITAT TREBALL ALS BARRIS 15-16,€0.00,€0.00,€0.00,€0.00,€0.00,,€20894.21,€20894.21,€0.00,€0.00,€0.00,€0.00,€-20894.21,€20894.21,0.00%,0.00%
2017,J2300,45048,GENERALITAT FOAP 16-17,€0.00,€70582.50,€70582.50,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€70582.50,€0.00,0.00%,0.00%
2017,J2300,45051,GENERALITAT RMI TREBALL I FORMACIO 16-17,€0.00,€104170.00,€104170.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€104170.00,€0.00,0.00%,0.00%
2017,J2300,45052,GENERALITAT COOR TREBALL I FORMACIO 16-17,€0.00,€16333.33,€16333.33,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€16333.33,€0.00,0.00%,0.00%
2017,J2300,45053,GENERALITAT PANP TREBALL I FORMACIO 16-17,€0.00,€200236.00,€200236.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€200236.00,€0.00,0.00%,0.00%
2017,J2300,45057,GENERALITAT FOAP 15-16,€0.00,€0.00,€0.00,€0.00,€0.00,,€24969.86,€24969.86,€0.00,€0.00,€0.00,€0.00,€-24969.86,€24969.86,0.00%,0.00%
2017,J2300,45058,GENERALITAT PONTS A LA FEINA 15-16,€0.00,€0.00,€0.00,€0.00,€0.00,,€24389.20,€24389.20,€0.00,€0.00,€0.00,€0.00,€-24389.20,€24389.20,0.00%,0.00%
2017,J2300,45059,GENERALITAT A.O.D.L.,€27050.00,€0.00,€27050.00,€0.00,€0.00,,€10818.22,€10818.22,€0.00,€0.00,€0.00,€0.00,€16231.78,€10818.22,39.99%,0.00%
2017,J2300,46113,DIPUTACIO PLANS OCUPACIO PCFOL 2017,€0.00,€0.00,€0.00,€0.00,€0.00,,€275585.66,€275585.66,€275585.66,€275585.66,€0.00,€275585.66,€-275585.66,€0.00,0.00%,100.00%
2017,J2300,49101,FEDER MOTORSPORT (RIS3),€53000.00,€0.00,€53000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€53000.00,€0.00,0.00%,0.00%
2017,J3100,39900,ALTRES INGRESSOS,€10.00,€0.00,€10.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,€0.00,0.00%,0.00%
2017,J3110,30100,TAXA DE CLAVEGUERAM,€1360000.00,€0.00,€1360000.00,€2762.17,€0.00,,€1407412.04,€1401486.44,€1081447.39,€1081447.39,€3163.43,€1078283.96,€-41486.44,€323202.48,103.05%,76.94%
2017,J3110,30101,TAXA PER ESCOMESES CLAVEGUERAM,€10.00,€0.00,€10.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,€0.00,0.00%,0.00%
2017,J3110,30200,TAXA D'ESCOMBRARIES,€3025000.00,€0.00,€3025000.00,€11392.17,€0.00,,€3055762.84,€3042426.23,€2319432.55,€2319432.55,€1944.44,€2317488.11,€-17426.23,€724938.12,100.58%,76.17%
2017,J3110,30500,TAXA DE CEMENTIRI PER INHUMACIONS,€42500.00,€0.00,€42500.00,€0.00,€0.00,,€26678.95,€26678.95,€26143.75,€26143.75,€0.00,€26143.75,€15821.05,€535.20,62.77%,97.99%
2017,J3110,30501,TAXA DE CEMENTIRI PER CONSERVACIO,€110000.00,€0.00,€110000.00,€12.30,€0.00,,€117348.84,€117336.54,€10421.74,€10421.74,€0.00,€10421.74,€-7336.54,€106914.80,106.67%,8.88%
2017,J3110,30502,TAXA DE CEMENTIRI ALTRES,€17500.00,€0.00,€17500.00,€0.00,€0.00,,€2079.86,€2079.86,€2079.86,€2079.86,€0.00,€2079.86,€15420.14,€0.00,11.88%,100.00%
2017,J3110,30503,TAXA DE CEMENTIRI PER COMPRA I/O LLOGUER,€80000.00,€0.00,€80000.00,€0.00,€0.00,,€49321.91,€49321.91,€45560.49,€45560.49,€0.00,€45560.49,€30678.09,€3761.42,61.65%,92.37%
2017,J3110,32906,TAXA PER PLAQUES DE GUALS,€1000.00,€0.00,€1000.00,€0.00,€0.00,,€731.50,€721.05,€731.50,€731.50,€10.45,€721.05,€278.95,€0.00,72.11%,100.00%
2017,J3110,34940,PREU PUBLIC PER RECOLLIDA COMERCIAL,€1680000.00,€0.00,€1680000.00,€35112.68,€0.00,,€1708408.56,€1663398.33,€1075160.61,€1075160.61,€9897.55,€1065263.06,€16601.67,€598135.27,99.01%,64.04%
2017,J3110,36006,VENDA PROD. RECICLABLES,€1500.00,€0.00,€1500.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1500.00,€0.00,0.00%,0.00%
2017,J3110,45074,GENERALITAT RETORN CANON RESIDUS,€75000.00,€0.00,€75000.00,€0.00,€0.00,,€56212.34,€56212.34,€56212.34,€56212.34,€0.00,€56212.34,€18787.66,€0.00,74.95%,100.00%
2017,J3110,45104,SUBVENCIO AGENCIA CATALANA DE RESIDUS,€10000.00,€0.00,€10000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10000.00,€0.00,0.00%,0.00%
2017,J3110,46701,TRANSF. CONSORCI GESTIO RESIDUS V.O.,€8000.00,€0.00,€8000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€8000.00,€0.00,0.00%,0.00%
2017,J3110,55004,CONCESSIO PER PROVEIMENT D'AIGUA,€285000.00,€0.00,€285000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€285000.00,€0.00,0.00%,0.00%
2017,J3110,55005,DRETS DE SUPERFÍCIE CEMENTIRI,€45000.00,€0.00,€45000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€45000.00,€0.00,0.00%,0.00%
2017,J3110,76107,DIPUTACIO FOMENT VEHICLES ELECTRICS,€0.00,€0.00,€0.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2017,J3110,76701,CONSORCI BESÒS-TORDERA CLAVEGUERAM,€415800.00,€0.00,€415800.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€415800.00,€0.00,0.00%,0.00%
2017,J3120,32908,TAXA PER LLICENCIA DE GUAL,€10000.00,€0.00,€10000.00,€0.00,€0.00,,€1774.10,€1692.07,€1774.10,€1774.10,€82.03,€1692.07,€8307.93,€0.00,16.92%,100.00%
2017,J3120,33500,TAXA PER O.V.P. TAULES I CADIRES,€250000.00,€0.00,€250000.00,€2352.96,€0.00,,€216703.09,€213074.53,€110692.20,€110692.20,€1275.60,€109416.60,€36925.47,€103657.93,85.23%,51.35%
2017,J3120,33600,TAXA PER O.V.P. TALLS DE CARRER,€23000.00,€0.00,€23000.00,€0.00,€0.00,,€20661.68,€20661.68,€20661.68,€20661.68,€0.00,€20661.68,€2338.32,€0.00,89.83%,100.00%
2017,J3120,33601,TAXA PER O.V.P. MERCATS,€439000.00,€0.00,€439000.00,€0.00,€0.00,,€432961.54,€432511.54,€243836.84,€243836.84,€450.00,€243386.84,€6488.46,€189124.70,98.52%,56.27%
2017,J3120,33603,TAXA PER O.V.P. ZONA BLAVA TALLS DE CARRERS,€1500.00,€0.00,€1500.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1500.00,€0.00,0.00%,0.00%
2017,J3120,33901,TAXA PER O.V.P. LLOCS DE VENDA,€95000.00,€0.00,€95000.00,€721.00,€0.00,,€75391.93,€74567.93,€58532.85,€58532.85,€103.00,€58429.85,€20432.07,€16138.08,78.49%,78.36%
2017,J3120,33902,TAXA PER O.V.P. ACTIV. RECREATIVES,€55000.00,€0.00,€55000.00,€0.00,€0.00,,€50644.52,€50644.52,€50644.52,€50644.52,€0.00,€50644.52,€4355.48,€0.00,92.08%,100.00%
2017,J3120,33903,TAXA PER O.V.P. TANQUES I BASTIDES,€35000.00,€0.00,€35000.00,€0.00,€0.00,,€45624.62,€45624.62,€45624.62,€45624.62,€0.00,€45624.62,€-10624.62,€0.00,130.36%,100.00%
2017,J3120,39190,SANCIONS SERVEIS,€60000.00,€0.00,€60000.00,€90.00,€0.00,,€20963.00,€20873.00,€10015.00,€10015.00,€0.00,€10015.00,€39127.00,€10858.00,34.79%,47.98%
2017,J3120,39900,ALTRES INGRESSOS D'INSPECCIO,€2000.00,€0.00,€2000.00,€0.00,€0.00,,€752.36,€752.36,€752.36,€752.36,€0.00,€752.36,€1247.64,€0.00,37.62%,100.00%
2017,J3120,55006,CONCESSIÓ DEL SERVEI DE MERCAT,€10000.00,€0.00,€10000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10000.00,€0.00,0.00%,0.00%
2017,J3120,55101,PARTICIPACIO TRASPAS PARADES MERCATS,€1000.00,€0.00,€1000.00,€0.00,€0.00,,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1000.00,€0.00,0.00%,0.00%
