ANY,EMPRESA,ÒRGAN,LLOC,SOU BASE,COMPLEMENTÀRIES,SEGURETAT SOCIAL,COST TOTAL,CONVENI,NIVELL,COMPLEMENT DE DESTÍ,GRUP ESPECÍFIC,GRUP DE COTITZACIÓ SS,EPÍGRAF SS,FUNCIONAL
2014,1,121,OFICIAL IMPREMTA,€9569.98,€12794.32,€5915.28,€28279.58,AJ,C2,14,7,7,113,92050
2014,1,121,ENCARREGAT IMPREMTA,€12072.50,€17005.94,€11348.50,€40426.94,AJ,C1,17,17,7,113,92052
2014,1,121,ENCARREGAT IMPREMTA,€9220.30,€16845.78,€8899.52,€34965.60,AJ,C2,17,17,7,113,92052
2014,1,130,DIRECTOR HISENDA,€14677.60,€38674.02,€14523.60,€67875.22,AJ,A1,27,33,1,113,93101
2014,1,130,TECNIC SERVEIS JURÍDICS,€20008.85,€22028.16,€15857.77,€57894.78,AJ,A1,24,26,1,113,93101
2014,1,131,INTERVENTOR,€19013.12,€51468.48,€11358.24,€81839.84,AJ,A1,30,34,1,113,92062
2014,1,131,CAP SERVEI COMPTABILITAT,€21245.70,€25010.72,€11358.24,€57614.66,AJ,A1,25,29,1,113,92062
2014,1,131,TÈCNIC SUPERIOR EN ECONOMIA,€15871.80,€20776.70,€11709.24,€48357.74,AJ,A1,22,26,1,113,92062
2014,1,131,RESPONSABLE GESTIO D'INGRESSOS,€14883.26,€16266.18,€8239.08,€39388.52,AJ,A2,19,18,2,113,92062
2014,1,131,RESPONSABLE DE GESTIO DE DESPESES,€13936.58,€15183.14,€7702.20,€36821.92,AJ,C1,20,13,5,113,92062
2014,1,131,SECRETARIA INTERVENCIÓ,€11108.91,€13926.36,€6616.04,€31651.31,AJ,C1,16,13,7,113,92062
2014,1,132,CAP SERVEI PLANIFICACIÓ,€17663.10,€32403.28,€11358.24,€61424.62,AJ,A1,25,29,1,113,93110
2014,1,132,TECNIC MIG,€14855.12,€17353.14,€10290.60,€42498.86,AJ,A2,20,22,2,113,93110
2014,1,132,ADMINISTRATIU/VA,€11373.32,€13136.48,€6482.88,€30992.68,AJ,C1,16,8,5,113,93110
2014,1,133,RECAPTADOR,€20006.73,€21918.82,€11062.60,€52988.15,AJ,A1,24,26,1,113,93220
2014,1,133,ADMINISTRATIU RECAPTACIO,€13598.48,€13136.48,€10516.32,€37251.28,AJ,C1,16,8,5,113,93220
2014,1,133,ADMINISTRATIU RECAPTACIO,€12375.72,€13136.48,€6748.08,€32260.28,AJ,C1,16,8,7,113,93220
2014,1,133,ADMINISTRATIU/VA,€13480.74,€13136.48,€10474.20,€37091.42,AJ,C1,16,8,7,113,93220
2014,1,133,ADMINISTRATIU RECAPTACIO,€9884.84,€13136.48,€7861.68,€30883.00,AJ,C1,16,8,7,113,93220
2014,1,133,ADMINISTRATIU RECAPTACIO,€12360.60,€13136.48,€6744.00,€32241.08,AJ,C1,16,10,7,113,93220
2014,1,133,ADMINISTRATIU RECAPTACIO,€10562.80,€13136.48,€6265.28,€29964.56,AJ,C2,16,8,5,113,93220
2014,1,133,ADMINISTRATIU RECAPTACIO,€9564.38,€12507.60,€8853.72,€30925.70,AJ,E,14,8,6,113,93220
2014,1,133,TRESORER,€16085.05,€41094.62,€11358.24,€68537.91,AJ,A1,30,33,1,113,93410
2014,1,133,RESPONSABLE GESTIO TRESORERIA,€12687.51,€15993.32,€7584.89,€36265.72,AJ,C1,18,13,5,113,93410
2014,1,133,RESPONSABLE GESTIO CAIXA,€9320.14,€14554.40,€6312.39,€30186.93,AJ,C2,18,13,5,113,93410
2014,1,134,CAP SERVEI GESTIÓ TRIBUTARIA,€18055.24,€25010.72,€11335.08,€54401.04,AJ,A2,25,29,2,113,93210
2014,1,134,TÈCNIC MITJÀ GESTIÓ TRIBUTÀRIA,€13394.78,€17353.14,€9823.92,€40571.84,AJ,A2,20,22,2,113,93210
2014,1,134,RESP.GESTIÓ GESTIÓ TRIB.,€12493.46,€14554.40,€7154.04,€34201.90,AJ,C1,18,13,5,113,93210
2014,1,134,RESP.GESTIÓ GEST.TRIBUTARIA (IBI),€12346.79,€14554.40,€7109.60,€34010.79,AJ,C1,18,13,5,113,93210
2014,1,321,AGENT,€11135.60,€21494.90,€13352.04,€45982.54,AJ,C2,15,24,7,116,13210
2014,1,134,RESPONSABLE DE GESTIÓ (IVEH),€12728.94,€14554.40,€7216.44,€34499.78,AJ,C1,18,13,5,113,93210
2014,1,134,DELINIANT GESTIÓ TRIBUTÀRIA,€13305.14,€13136.48,€10406.94,€36848.56,AJ,C1,16,8,5,113,93210
2014,1,134,ADMINISTRATIU GESTIO TRIBUTARIA,€8880.20,€13136.48,€5823.36,€27840.04,AJ,C2,16,8,5,113,93210
2014,1,134,ADMINISTRATIU,€10634.40,€13136.48,€6287.40,€30058.28,AJ,C2,16,8,7,113,93210
2014,1,134,ADMINISTRATIU GESTIO TRIBUTARIA,€10250.18,€13136.48,€6182.60,€29569.26,AJ,C2,16,8,7,113,93210
2014,1,134,ADMINISTRATIU,€10619.28,€13136.48,€6283.44,€30039.20,AJ,C2,16,8,7,113,93210
2014,1,141,RESPONSABLE SERVEI OAC,€11992.26,€25724.86,€9976.20,€47693.32,AJ,C1,22,29,5,113,92510
2014,1,141,INFORMADOR/A TRAMITADOR/A,€12150.12,€16226.14,€7504.36,€35880.62,AJ,C1,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€13199.90,€16226.14,€7783.08,€37209.12,AJ,C1,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€12229.05,€16226.14,€7520.60,€35975.79,AJ,C1,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€12596.08,€16226.14,€7623.48,€36445.70,AJ,C1,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€11741.66,€16226.14,€7397.40,€35365.20,AJ,C1,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€11992.26,€16226.14,€7463.76,€35682.16,AJ,C1,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€11741.66,€16226.14,€7397.40,€35365.20,AJ,C1,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€12345.48,€16226.14,€7557.24,€36128.86,AJ,C1,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€10204.80,€16226.14,€8441.76,€34872.70,AJ,C2,18,9,5,113,92510
2014,1,141,INFORMADOR TRAMITADOR,€8629.60,€16226.14,€7941.36,€32797.10,AJ,C2,18,9,5,113,92510
2014,1,141,INFORMADOR RECEPCIONISTA,€9616.88,€16226.14,€8256.84,€34099.86,AJ,C2,18,9,7,113,92510
2014,1,142,CAP SERV. ORGANITZ. I LOGISTICA,€16489.31,€25010.72,€13223.76,€54723.79,AJ,A2,25,29,2,113,92210
2014,1,142,ORDENANÇA,€9823.10,€12967.78,€6028.20,€28819.08,AJ,C2,12,2,6,113,92220
2014,1,142,ORDENANÇA,€10011.68,€12967.78,€6078.12,€29057.58,AJ,C2,12,2,6,113,92220
2014,1,142,ORDENANÇA,€8998.64,€11015.90,€5293.92,€25308.46,AJ,E,12,1,6,113,92220
2014,1,142,ORDENANÇA,€8244.32,€13216.98,€6856.80,€28318.10,AJ,E,11,7,6,113,92220
2014,1,151,CAP DE SERVEI RECURSOS HUMANS,€19545.40,€26178.60,€14604.36,€60328.36,AJ,A1,25,29,1,113,92010
2014,1,151,RESPONSABLE PROGRAMES FORMACIÓ,€15973.86,€16313.64,€8540.04,€40827.54,AJ,A2,19,19,2,113,92010
2014,1,151,CAP DE L'OFICINA DE GESTIÓ DE RR.HH.,€13568.24,€21796.60,€9354.00,€44718.84,AJ,C1,22,28,5,113,92010
2014,1,151,TÈCNIC/A ESPECIALISTA,€11358.20,€13349.14,€7943.40,€32650.74,AJ,C1,16,9,5,113,92010
2014,1,151,ADMINISTRATIVA,€11726.54,€13136.48,€7993.44,€32856.46,AJ,C1,16,8,5,113,92010
2014,1,151,ADMINISTRATIVA RRHH,€13363.00,€13136.48,€10432.32,€36931.80,AJ,C1,16,8,5,113,92010
2014,1,151,SECRETÀRIA DIRECCIÓ RH,€11491.06,€13926.36,€6723.00,€32140.42,AJ,C1,16,13,5,113,92010
2014,1,151,TECNIC MITJA PREVENCIO,€16315.46,€18335.10,€9165.12,€43815.68,AJ,A2,22,22,2,113,92011
2014,1,200,CAP ÀREA DE PLANIFICACIÓ ESTRATÈGICA I C,€15061.45,€38674.02,€14523.60,€68259.07,AJ,A1,27,33,1,113,92070
2014,1,200,COORD. ADMINISTRATIU AREA ALCALDIA,€15753.50,€16313.64,€12417.12,€44484.26,AJ,A2,19,18,5,113,92070
2014,1,200,"SECRETÀRIA AREA PROGRAMACIÓ, RELACIONS C",€12938.11,€15525.02,€7527.29,€35990.42,AJ,C1,16,13,5,113,92070
2014,1,221,CAP DEL SERVEI DE PROCESSOS ESTRATÈGICS,€20051.50,€31486.84,€16125.36,€67663.70,AJ,A1,27,29,1,113,92071
2014,1,221,TECNIC MITJÀ PEPAR,€14855.12,€15951.74,€10520.52,€41327.38,AJ,A2,18,18,2,113,92071
2014,1,222,ENGINYER DE PROJECTES,€14020.64,€17353.14,€10708.26,€42082.04,AJ,A2,20,22,2,113,49110
2014,1,222,TECNIC MIG PROCESSOS ESTRATEGICS,€13505.10,€27347.74,€13134.24,€53987.08,AJ,A2,18,18,2,113,49110
2014,1,231,RESPONSABLE SERVEI DE PARTICIPACIÓ,€10133.20,€21865.20,€8463.60,€40462.00,AJ,C2,18,29,7,113,92400
2014,1,232,TECNIC MIG RESP.CENTRES CIVICS,€16815.96,€21520.52,€12325.20,€50661.68,AJ,A2,22,26,2,113,33730
2014,1,232,NETEJADORA,€9752.96,€10644.48,€8256.96,€28654.40,AJ,E,10,3,6,113,33730
2014,1,241,TÈCNIC MIG EN PARTICIPACIÓ I RELACIONS C,€16328.48,€21806.96,€10086.84,€48222.28,AJ,A2,24,21,2,113,92910
2014,1,250,TÈCNIC ESPECIALISTA ACOLLIDA,€13881.56,€16313.64,€10311.72,€40506.92,AJ,A2,19,19,2,113,23230
2014,1,250,TÈCNIC ESPECIALISTA,€11358.20,€13349.14,€8437.56,€33144.90,AJ,C1,16,9,5,113,23230
2014,1,250,TÈCNIC ESPECIALISTA ACOLLIDA,€10621.52,€13349.14,€8186.04,€32156.70,AJ,C1,16,9,5,113,23230
2014,1,250,TÈCNIC ESPECIALISTA ACOLLIDA,€10989.86,€13349.14,€8311.80,€32650.80,AJ,C1,16,9,5,113,23230
2014,1,260,CAP SERVEI INFORMATICA I TELECOMUNICACIO,€20733.90,€25010.72,€16125.36,€61869.98,AJ,A1,25,29,1,113,92020
2014,1,260,RESPONSABLE DE SISTEMES,€17382.18,€21796.60,€12508.56,€51687.34,AJ,A1,22,28,1,113,92020
2014,1,260,RESPONSABLE D'INFORMACIO DE BASE,€17692.36,€21796.60,€12616.80,€52105.76,AJ,A1,22,28,1,113,92020
2014,1,260,TÈCNIC SUPERIOR INFORMÀTICA,€16340.95,€20776.70,€12668.52,€49786.17,AJ,A1,22,26,1,113,92020
2014,1,260,TECNIC MIG GIS,€13881.56,€17353.14,€10666.68,€41901.38,AJ,A2,20,22,2,113,92020
2014,1,260,TECNIC MIG SISTEMES INFORMACIO,€13881.56,€17353.14,€10666.68,€41901.38,AJ,A2,20,22,2,113,92020
2014,1,260,RESPONSABLE TRAMITACIO I GEST. CORPORATI,€12831.56,€20776.70,€8889.36,€42497.62,AJ,C1,22,26,5,113,92020
2014,1,260,TECNIC AUXILIAR INFORMATICA,€11726.54,€13349.14,€8061.96,€33137.64,AJ,C1,16,9,5,113,92020
2014,1,260,TECNIC AUXILIAR INFORMATICA,€11673.92,€13349.14,€8042.20,€33065.26,AJ,C1,16,9,5,113,92020
2014,1,260,TÈCNIC ESPECIALISTA SISTEMES I INFRAESTR,€11252.96,€13349.14,€7903.96,€32506.06,AJ,C1,16,9,5,113,92020
2014,1,260,TÈCNIC ESPECIALISTA SISTEMES I INFRAESTR,€11252.96,€13349.14,€7903.96,€32506.06,AJ,C1,16,9,5,113,92020
2014,1,260,AUXILIAR TÈCNIC SISTEMES INFORMACIÓ,€9291.90,€13349.14,€7274.33,€29915.37,AJ,C2,16,9,7,113,92020
2014,1,260,AUXILIAR TECNIC SISTEMES,€10956.60,€13435.38,€6449.31,€30841.29,AJ,C2,16,5,7,113,92020
2014,1,300,GERENT/CAP ÀREA DE TERRITORI I CIUTAT,€14976.15,€56703.92,€11358.24,€83038.31,AJ,A1,27,GERENT,1,113,15000
2014,1,300,SECRETARIA AREA TERRITORIAL,€12596.08,€13926.36,€7015.20,€33537.64,AJ,C1,16,13,5,113,15000
2014,1,301,DIRECTOR SERVEIS MANTENIMENT DE CIUTAT I,€18857.30,€38674.02,€11358.24,€68889.56,AJ,A1,27,33,1,113,16000
2014,1,301,COORD. ADM. AREA SERVEIS I VIA PUBLICA,€15536.68,€16266.18,€8408.78,€40211.64,AJ,A2,19,18,2,113,16000
2014,1,301,SECRETARI AREA SERVEIS I VIA PÚBLICA,€12596.08,€14554.40,€7181.40,€34331.88,AJ,C1,18,13,5,113,16000
2014,1,302,TÈCNICA ADMINISTRACIÓ GENERAL,€17663.10,€20776.70,€12281.40,€50721.20,AJ,A1,22,26,1,113,15001
2014,1,302,COORD. ADM. AREA TERRITORIAL I SEG. CIUT,€15487.08,€16266.18,€8398.80,€40152.06,AJ,A2,19,18,2,113,15001
2014,1,311,CAP  SERVEI SERVEIS MUNICIPALS,€19687.40,€45788.68,€11358.24,€76834.32,AJ,A1,30,29,1,113,16001
2014,1,311,ENGINYER,€0.00,€0.00,€0.00,€0.00,AJ,A1,22,26,1,113,16001
2014,1,311,ARQUITECTE TÈCNIC,€15828.68,€17353.14,€10601.64,€43783.46,AJ,A2,20,22,2,113,16001
2014,1,311,ENGINYER TEC. SERVEIS I VIA PUBLICA,€15341.90,€17353.14,€10446.00,€43141.04,AJ,A2,20,22,2,113,16001
2014,1,311,ADMINISTRATIU COMPTABILITAT SERVEIS,€12094.88,€13245.40,€6702.48,€32042.76,AJ,C1,16,8,5,113,16001
2014,1,311,ADMINISTRATIU/VA,€8754.90,€13136.48,€5790.24,€27681.62,AJ,C2,16,8,5,113,16001
2014,1,312,CAP UOS,€12843.00,€20281.66,€11564.31,€44688.97,AJ,C1,21,27,5,113,15520
2014,1,312,TECNIC MANTENIMENT LOGISTICA,€12375.72,€15226.12,€10825.20,€38427.04,AJ,C1,17,17,5,113,15520
2014,1,312,ENCARREGAT SERRALLERIA,€11874.52,€15539.72,€8717.76,€36132.00,AJ,C1,17,17,5,97,15520
2014,1,312,ENCARREGAT D'OBRES,€11437.86,€15539.72,€8578.92,€35556.50,AJ,C1,17,17,5,97,15520
2014,1,312,TECNIC ESP. MANTENIMENT,€11540.00,€15226.12,€7078.48,€33844.60,AJ,C1,16,17,5,113,15520
2014,1,312,TEC. MANT. EDIFICIS,€11639.04,€15226.12,€8543.16,€35408.32,AJ,C1,16,17,5,97,15520
2014,1,312,TECNIC ESPEC. MANTENIMENT,€11874.52,€15226.12,€7168.08,€34268.72,AJ,C1,16,17,5,113,15520
2014,1,312,OFICIAL MECÀNIC,€9677.38,€12165.44,€6169.73,€28012.55,AJ,C2,17,7,8,108,15520
2014,1,312,ENCARREGAT MECANICA,€10634.40,€15539.72,€11376.36,€37550.48,AJ,C2,17,17,7,106,15520
2014,1,312,ENCARREGAT PINTURA,€10885.00,€15539.72,€11819.40,€38244.12,AJ,C2,17,17,7,97,15520
2014,1,312,ENCARREGAT FUSTERIA,€10956.60,€15539.72,€11381.49,€37877.81,AJ,C2,17,17,7,89,15520
2014,1,312,ENCARREGAT SENYALITZACIO,€9632.00,€15539.72,€8004.60,€33176.32,AJ,C2,17,17,7,97,15520
2014,1,312,ADMINISTRATIU UOS,€10448.34,€13406.82,€9489.60,€33344.76,AJ,C2,16,8,7,113,15520
2014,1,312,ADMINISTRATIU UOS,€10097.40,€13136.48,€6143.76,€29377.64,AJ,C2,16,8,7,113,15520
2014,1,312,MESTRE D'OFICIS OBRES,€11135.60,€13833.26,€10298.64,€35267.50,AJ,C2,15,15,7,97,15520
2014,1,312,CAP COLLA TRANSPORT,€0.00,€0.00,€0.00,€0.00,AJ,C2,15,15,7,108,15520
2014,1,312,OFICIAL PALETA,€9381.40,€12165.44,€6851.76,€28398.60,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL SENYALITZACIO,€9068.78,€12165.44,€7920.36,€29154.58,AJ,C2,14,7,7,97,15520
2014,1,312,OFICIAL PALETA,€9632.00,€12165.44,€6931.56,€28729.00,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL MAGATZEM,€9569.98,€12165.44,€6911.88,€28647.30,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL PINTOR,€9381.40,€12165.44,€6851.76,€28398.60,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL XÒFER,€10956.60,€12262.46,€9677.34,€32896.40,AJ,C2,14,7,7,108,15520
2014,1,312,OFICIAL CEMENTIRI,€9381.40,€12165.44,€8510.88,€30057.72,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL LAMPISTA,€10133.20,€12165.44,€7090.92,€29389.56,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL  PINTOR,€10708.52,€12165.44,€10359.93,€33233.89,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL D'OFICIS,€9184.50,€12165.44,€8428.58,€29778.52,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL LAMPISTA,€10115.30,€12165.44,€7084.28,€29365.02,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL SERRALLER,€9812.26,€12165.44,€6985.06,€28962.76,AJ,C2,14,7,8,97,15520
2014,1,312,OFICIAL MAGATZAMER,€8880.20,€12165.44,€6724.08,€27769.72,AJ,C2,14,7,8,113,15520
2014,1,312,OPERARI CEMENTERI,€9381.40,€11967.76,€8433.00,€29782.16,AJ,C2,12,1,6,97,15520
2014,1,312,OPERARI D'OBRES,€9499.84,€11536.28,€7846.44,€28882.56,AJ,E,12,7,6,97,15520
2014,1,312,OPERARI SENYALITZACIO,€8233.66,€11015.90,€7177.62,€26427.18,AJ,E,12,1,6,97,15520
2014,1,312,OPERARI CONDUCTOR,€9941.54,€11015.90,€8833.68,€29791.12,AJ,E,12,1,6,108,15520
2014,1,312,OPERARI D'OBRES,€0.00,€0.00,€0.00,€0.00,AJ,E,12,1,6,97,15520
2014,1,312,OPERARI CEMENTIRI,€7867.16,€11967.76,€7834.80,€27669.72,AJ,E,12,1,6,97,15520
2014,1,313,RESPONSABLE SERV.VIA PUBLICA,€12626.32,€23475.90,€9549.00,€45651.22,AJ,C1,22,29,5,113,15560
2014,1,313,INSPECTOR SERVEIS I VIA PUBLICA,€10621.52,€13372.38,€7666.08,€31659.98,AJ,C1,16,10,5,113,15560
2014,1,313,TÈCNIC MANTENIMENT VIA PÚBLICA,€10938.70,€15505.00,€10408.08,€36851.78,AJ,C2,16,17,7,113,15560
2014,1,313,INSPECTOR VIA PUBLICA,€9696.54,€13372.38,€6101.64,€29170.56,AJ,C2,16,10,5,113,15560
2014,1,313,INSPECTOR SERVEIS I VIA PUBLICA,€10885.00,€13372.38,€9632.88,€33890.26,AJ,C2,16,10,7,113,15560
2014,1,315,CAP DEL SERVEI DE MOBILITAT,€21842.80,€25010.72,€13701.36,€60554.88,AJ,A1,25,29,1,113,13300
2014,1,315,TÈCNIC MOBILITAT,€9567.88,€12395.32,€7500.36,€29463.56,AJ,A2,20,22,2,113,13300
2014,1,320,TÈCNIC SERVEIS JURÍDICS,€15871.80,€20776.70,€11709.24,€48357.74,AJ,A1,22,26,1,113,13000
2014,1,320,CAP AREA SEGURETAT CIUTADANA,€16225.16,€54471.48,€16125.36,€86822.00,AJ,A2,26,65,2,113,13000
2014,1,320,SECRETARIA AREA SEG. CIUTADANA,€12687.51,€13926.36,€7038.17,€33652.04,AJ,C1,16,13,5,113,13000
2014,1,320,ADMINISTRATIU DE SEG. CIUTADANA,€8754.90,€13136.48,€5790.24,€27681.62,AJ,C2,16,8,7,113,13000
2014,1,321,SERGENT,€11756.78,€27896.12,€16013.64,€55666.54,AJ,C1,20,31,3,116,13210
2014,1,321,SERGENT,€12626.32,€27896.12,€16343.16,€56865.60,AJ,C1,20,31,3,116,13210
2014,1,321,SERGENT,€11756.78,€27896.12,€11380.44,€51033.34,AJ,C1,20,31,3,116,13210
2014,1,321,SERGENT,€12626.32,€27896.12,€16343.16,€56865.60,AJ,C1,20,31,3,116,13210
2014,1,321,SERGENT,€11874.52,€27896.12,€16058.28,€55828.92,AJ,C1,20,31,3,116,13210
2014,1,321,CAPORAL,€10923.58,€26000.94,€10594.04,€47518.56,AJ,C2,17,30,7,116,13210
2014,1,321,CAPORAL,€9417.20,€25687.34,€10070.75,€45175.29,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€10634.40,€25687.34,€14751.24,€51072.98,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€9882.60,€25687.34,€10208.52,€45778.46,AJ,C2,16,30,7,116,13210
2014,1,321,CAPORAL,€11135.60,€25687.34,€14941.08,€51764.02,AJ,C2,16,30,7,116,13210
